original	before	after	review_status	concept	changed_tokens
Cs	Cs	Cs	existing-unreviewed		0
Ctime	Ctime	Ctime	existing-unreviewed		0
CtimeNsec	Ctimensec	Ctimensec	existing-unreviewed		0
CurrentPID	Currentpid	Currentpid	existing-unreviewed		0
CurrentParentPID	Currentатаэнеpid	Currentатаэнеpid	existing-unreviewed		0
Data	Data	Data	compatibility		0
Deactivate	Deactivate	Deactivate	existing-unreviewed		0
Deactive	Deactive	Deactive	existing-unreviewed		0
Decrement	Decrement	Decrement	existing-unreviewed		0
Delete	Өчүрүү	Өчүрүү	existing-unreviewed		0
DescriptorPrivilegeLevel	Descriptorprivilegelevel	Descriptorprivilegelevel	existing-unreviewed		0
DescriptorType	DescriptorТүрү	DescriptorТүрү	existing-unreviewed		0
Destroy	Destroy	Destroy	existing-unreviewed		0
Dev	Түзүлүшү	Түзүлүшү	existing-unreviewed		0
DeviceHasFunctions	Түзүлүшүhasfunctions	Түзүлүшүhasfunctions	existing-unreviewed		0
DeviceNotAvailable	ТүзүлүшүnotЖеткиликтүүсү	ТүзүлүшүnotЖеткиликтүүсү	existing-unreviewed		0
Device_id	ТүзүлүшүИДЕНТИФИКАТОР	ТүзүлүшүИДЕНТИФИКАТОР	existing-unreviewed		0
DisableInt	Disableint	Disableint	existing-unreviewed		0
Disconnect	Өчүрүлүү	Өчүрүлүү	existing-unreviewed		0
DivideByZero	Dividebyzero	Dividebyzero	existing-unreviewed		0
DoHandleInterrupt	Dohandleinterrupt	Dohandleinterrupt	existing-unreviewed		0
DoubleFault	Doublefault	Doublefault	existing-unreviewed		0
Draw	Draw	Draw	existing-unreviewed		0
DriverManager	Drivermanager	Drivermanager	existing-unreviewed		0
Ds	Ds	Ds	existing-unreviewed		0
Dynamic	Dynamic	Dynamic	existing-unreviewed		0
E2BIG	E2big	E2big	existing-unreviewed		0
EACCES	Eacces	Eacces	existing-unreviewed		0
EADDRINUSE	Eaddrinuse	Eaddrinuse	existing-unreviewed		0
EAFNOSUPPORT	Eafnosupport	Eafnosupport	existing-unreviewed		0
EAGAIN	Eagain	Eagain	existing-unreviewed		0
EBADF	Ebadf	Ebadf	existing-unreviewed		0
EBUSY	Ebusy	Ebusy	existing-unreviewed		0
ECHILD	Echild	Echild	existing-unreviewed		0
EEXIST	Eexist	Eexist	existing-unreviewed		0
EFAULT	Efault	Efault	existing-unreviewed		0
EFBIG	Efbig	Efbig	existing-unreviewed		0
EINTR	Eintr	Eintr	existing-unreviewed		0
EINVAL	Einval	Einval	existing-unreviewed		0
EIO	Eio	Eio	existing-unreviewed		0
EISDIR	Eisdir	Eisdir	existing-unreviewed		0
EMFILE	Emfile	Emfile	existing-unreviewed		0
EMSGSIZE	Emsgsize	Emsgsize	existing-unreviewed		0
ENETUNREACH	Enetunreach	Enetunreach	existing-unreviewed		0
ENFILE	Enfile	Enfile	existing-unreviewed		0
ENODEV	Enodev	Enodev	existing-unreviewed		0
ENOENT	Enoent	Enoent	existing-unreviewed		0
ENOEXEC	Enoexec	Enoexec	existing-unreviewed		0
ENOMEM	Enomem	Enomem	existing-unreviewed		0
ENOSPC	Enospc	Enospc	existing-unreviewed		0
ENOSYS	Enosys	Enosys	existing-unreviewed		0
ENOTCONN	Enotconn	Enotconn	existing-unreviewed		0
ENOTDIR	Enotdir	Enotdir	existing-unreviewed		0
ENOTTY	Enotty	Enotty	existing-unreviewed		0
EOPNOTSUPP	Eopnotsupp	Eopnotsupp	existing-unreviewed		0
EPERM	Eperm	Eperm	existing-unreviewed		0
EPROTONOSUPPORT	Eprotonosupport	Eprotonosupport	existing-unreviewed		0
ERANGE	Erange	Erange	existing-unreviewed		0
EROFS	Erofs	Erofs	existing-unreviewed		0
ESPIPE	Espipe	Espipe	existing-unreviewed		0
ESRCH	Esrch	Esrch	existing-unreviewed		0
Eax	Eax	Eax	existing-unreviewed		0
Ebp	Ebp	Ebp	existing-unreviewed		0
Ebx	Ebx	Ebx	existing-unreviewed		0
Ecx	Ecx	Ecx	existing-unreviewed		0
Edi	Edi	Edi	existing-unreviewed		0
Edx	Edx	Edx	existing-unreviewed		0
Eflags	Eflags	Eflags	existing-unreviewed		0
Eip	Eip	Eip	existing-unreviewed		0
Elf	Elf	Elf	existing-unreviewed		0
Elf32Dyn	Elf32dyn	Elf32dyn	existing-unreviewed		0
Elf32Note	Elf32Белги	Elf32Белги	existing-unreviewed		0
Elf32Rel	Elf32rel	Elf32rel	existing-unreviewed		0
Elf32Rela	Elf32rela	Elf32rela	existing-unreviewed		0
Elf32Sym	Elf32sym	Elf32sym	existing-unreviewed		0
ElfHeader	Elfheader	Elfheader	existing-unreviewed		0
ElfProgramHeader	Elfпрограммаheader	Elfпрограммаheader	existing-unreviewed		0
ElfSectionHeader	Elfsectionheader	Elfsectionheader	existing-unreviewed		0
EnablePaging	Enablepaging	Enablepaging	existing-unreviewed		0
Enabled	Күйүк	Күйүк	existing-unreviewed		0
EntryNumber	EntryНОМЕР	EntryНОМЕР	existing-unreviewed		0
EqualBytes	EqualБайт	EqualБайт	existing-unreviewed		0
Es	Es	Es	existing-unreviewed		0
Esi	Esi	Esi	existing-unreviewed		0
Esp	Esp	Esp	existing-unreviewed		0
FPUBuffer	Fpubuffer	Fpubuffer	existing-unreviewed		0
FPUOffset	Fpuoffset	Fpuoffset	existing-unreviewed		0
Family	Family	Family	existing-unreviewed		0
FileName	ФайлАты	ФайлАты	existing-unreviewed		0
Fill	Fill	Fill	existing-unreviewed		0
FillRectangle	Fillrectangle	Fillrectangle	existing-unreviewed		0
First	First	First	existing-unreviewed		0
FirstFree	Firstбош	Firstбош	existing-unreviewed		0
FirstFreeSize	FirstбошӨлчөм	FirstбошӨлчөм	existing-unreviewed		0
Flags	Желектери	Желектери	existing-unreviewed		0
FloatingPointException	Floatingpointexception	Floatingpointexception	existing-unreviewed		0
Flush	Flush	Flush	existing-unreviewed		0
FlushTlsTable	FlushtlsЖадыбал	FlushtlsЖадыбал	existing-unreviewed		0
Focussable	Focussable	Focussable	existing-unreviewed		0
Free	Бош	Бош	existing-unreviewed		0
Fs	Fs	Fs	existing-unreviewed		0
GB	Gb	Gb	existing-unreviewed		0
GDT_ENTRIES	Gdtentry	Gdtentry	existing-unreviewed		0
GOT	Got	Got	existing-unreviewed		0
GPFException	Gpfexception	Gpfexception	existing-unreviewed		0
GatewayIP	Gatewayip	Gatewayip	existing-unreviewed		0
GdtAddressHigh	Gdtaddresshigh	Gdtaddresshigh	existing-unreviewed		0
GdtAddressLow	Gdtaddresslow	Gdtaddresslow	existing-unreviewed		0
GdtDescriptor	Gdtdescriptor	Gdtdescriptor	existing-unreviewed		0
GdtEntry	Gdtentry_2	Gdtentry_2	existing-unreviewed		0
GdtSize	GdtӨлчөм	GdtӨлчөм	existing-unreviewed		0
GetAt	Getat	Getat	existing-unreviewed		0
GetBackend	Getbackend	Getbackend	existing-unreviewed		0
GetBaseAddressRegister	Getbaseaddressregister	Getbaseaddressregister	existing-unreviewed		0
GetBitmaspSize	GetbitmaspӨлчөм	GetbitmaspӨлчөм	existing-unreviewed		0
GetBytesFromPtr	GetБайтfromКөрсөткүч	GetБайтfromКөрсөткүч	existing-unreviewed		0
GetCR0	Getcr0	Getcr0	existing-unreviewed		0
GetCR2	Getcr2	Getcr2	existing-unreviewed		0
GetCR3	Getcr3	Getcr3	existing-unreviewed		0
GetCR4	Getcr4	Getcr4	existing-unreviewed		0
GetColorIndex	GetcolorМазмун	GetcolorМазмун	existing-unreviewed		0
GetDeviceDescriptor	GetТүзүлүшүdescriptor	GetТүзүлүшүdescriptor	existing-unreviewed		0
GetDriver	Getdriver	Getdriver	existing-unreviewed		0
GetESP0	Getesp0	Getesp0	existing-unreviewed		0
GetEntry	Getentry	Getentry	existing-unreviewed		0
GetFileSize	GetФайлӨлчөм	GetФайлӨлчөм	existing-unreviewed		0
GetFocus	Getfocus	Getfocus	existing-unreviewed		0
GetFrameBufferSegment	Getframebuffersegment	Getframebuffersegment	existing-unreviewed		0
GetFuncPtrFromPtr	GetfuncКөрсөткүчfromКөрсөткүч	GetfuncКөрсөткүчfromКөрсөткүч	existing-unreviewed		0
GetFunctionName	GetfunctionАты	GetfunctionАты	existing-unreviewed		0
GetHandler	Gethandler	Gethandler	existing-unreviewed		0
GetIPAddress	Getipaddress	Getipaddress	existing-unreviewed		0
GetMACAddress	Getmacaddress	Getmacaddress	existing-unreviewed		0
GetMACFromCache	Getmacfromcache	Getmacfromcache	existing-unreviewed		0
GetNextReadyThread	GetКийинкиДаярthread	GetКийинкиДаярthread	existing-unreviewed		0
GetNodeAt	Getnodeat	Getnodeat	existing-unreviewed		0
GetProvider	Providerget	Providerget	existing-unreviewed		0
GetSS0	Getss0	Getss0	existing-unreviewed		0
GetStr	Getstr	Getstr	existing-unreviewed		0
GetUint32ArrayFromPtr	Getunsignedinteger32МассивfromКөрсөткүч	Getunsignedinteger32МассивfromКөрсөткүч	existing-unreviewed		0
GetUintptrArrayFromPtr	GetunsignedintegerКөрсөткүчМассивfromКөрсөткүч	GetunsignedintegerКөрсөткүчМассивfromКөрсөткүч	existing-unreviewed		0
GetValue	GetМааниси	GetМааниси	existing-unreviewed		0
GetValueInPageDir	GetМаанисиЧоңойтууБАРАКкаталог	GetМаанисиЧоңойтууБАРАКкаталог	existing-unreviewed		0
Gid	Gid	Gid	existing-unreviewed		0
Gs	Gs	Gs	existing-unreviewed		0
HandleException	Handleexception	Handleexception	existing-unreviewed		0
HandleFatalInterruptFrame	Handlefatalinterruptframe	Handlefatalinterruptframe	existing-unreviewed		0
HandleInterrupt	Handleinterrupt	Handleinterrupt	existing-unreviewed		0
HandleInterrupt1	Handleinterrupt1	Handleinterrupt1	existing-unreviewed		0
HandleUserDatagramProtocolMessage	HandleКолдонуучуdatagramprotocolmessage	HandleКолдонуучуdatagramprotocolmessage	existing-unreviewed		0
IDT_DESC_PRESENT	Idtdescriptorpresent	Idtdescriptorpresent	existing-unreviewed		0
IDT_INTERRUPT_GATE	Idtinterruptgate	Idtinterruptgate	existing-unreviewed		0
IDriver	IDriver	IDriver	existing-unreviewed		0
IEtherFrameHandler	IEthernetframehandler	IEthernetframehandler	existing-unreviewed		0
IInternetProtocolHandler	IИнтернетprotocolhandler	IИнтернетprotocolhandler	existing-unreviewed		0
IInterruptHandler	IInterrupthandler	IInterrupthandler	existing-unreviewed		0
IKeyboardEventHandler	IКлавиатураeventhandler	IКлавиатураeventhandler	existing-unreviewed		0
IMouseEventHandler	IЧычканeventhandler	IЧычканeventhandler	existing-unreviewed		0
IPCIControllerHandler	Ipcicontrollerhandler	Ipcicontrollerhandler	existing-unreviewed		0
IPCache	Ipcache	Ipcache	existing-unreviewed		0
IP_BE	IpТармакbyteorder	IpТармакbyteorder	existing-unreviewed		0
IRawDataHandler	IRawdatahandler	IRawdatahandler	existing-unreviewed		0
ITimerEventHandler	ITimereventhandler	ITimereventhandler	existing-unreviewed		0
IUserDatagramProtocolHandler	IКолдонуучуdatagramprotocolhandler	IКолдонуучуdatagramprotocolhandler	existing-unreviewed		0
IUserDatagramProtocolSocket	IКолдонуучуdatagramprotocolsocket	IКолдонуучуdatagramprotocolsocket	existing-unreviewed		0
IWidget	IWidget	IWidget	pending-language-review	widget	0
Identify	Identify	Identify	existing-unreviewed		0
Increment	Increment	Increment	existing-unreviewed		0
IndexOf	Мазмунof	Мазмунof	existing-unreviewed		0
Init	Init	Init	existing-unreviewed		0
InitDriver	Initdriver	Initdriver	existing-unreviewed		0
InitialThreadUserJump	InitialthreadКолдонуучуjump	InitialthreadКолдонуучуjump	existing-unreviewed		0
Ino	Ino	Ino	existing-unreviewed		0
Install	Орнотуу	Орнотуу	existing-unreviewed		0
Interrupt	Interrupt	Interrupt	existing-unreviewed		0
InterruptActive	Interruptактивдүү	Interruptактивдүү	existing-unreviewed		0
InterruptDeactive	Interruptdeactive	Interruptdeactive	existing-unreviewed		0
InterruptManager	Interruptmanager	Interruptmanager	existing-unreviewed		0
InterruptNumber	InterruptНОМЕР	InterruptНОМЕР	existing-unreviewed		0
InvalidOpcode	Invalidopcode	Invalidopcode	existing-unreviewed		0
InvalidTSS	Invalidtss	Invalidtss	existing-unreviewed		0
IsKernel	Iskernel	Iskernel	existing-unreviewed		0
IsPresent	Ispresent	Ispresent	existing-unreviewed		0
IsUserSpace	IsКолдонуучуspace	IsКолдонуучуspace	existing-unreviewed		0
KB	Kb	Kb	existing-unreviewed		0
KCS_INDEX	KcsМазмун	KcsМазмун	existing-unreviewed		0
KCS_SELECTOR	Kcsselector	Kcsselector	existing-unreviewed		0
KDS_INDEX	KdsМазмун	KdsМазмун	existing-unreviewed		0
KDS_SELECTOR	Kdsselector	Kdsselector	existing-unreviewed		0
KERNEL_HEAP_START	KernelheapЖүргүзүү	KernelheapЖүргүзүү	existing-unreviewed		0
KERNEL_VIRT_ADDR	Kernelvirtaddress	Kernelvirtaddress	existing-unreviewed		0
KGS_INDEX	KgsМазмун	KgsМазмун	existing-unreviewed		0
KGS_SELECTOR	Kgsselector	Kgsselector	existing-unreviewed		0
K핵심	KKernelEntry	KKernelEntry	compatibility		0
LIDT	Lidt	Lidt	existing-unreviewed		0
Last	Last	Last	existing-unreviewed		0
Len	Len	Len	compatibility		0
Limit	Limit	Limit	existing-unreviewed		0
Link	Шилтеме	Шилтеме	existing-unreviewed		0
LinkMap	Шилтемеmap	Шилтемеmap	existing-unreviewed		0
LinkedList	LinkedТизме	LinkedТизме	existing-unreviewed		0
Listen	Listen	Listen	existing-unreviewed		0
LoadElf	Жүктөөelf	Жүктөөelf	existing-unreviewed		0
MAC	Mac	Mac	existing-unreviewed		0
MAC0	Mac0	Mac0	existing-unreviewed		0
MAC1	Mac1	Mac1	existing-unreviewed		0
MAC2	Mac2	Mac2	existing-unreviewed		0
MAC3	Mac3	Mac3	existing-unreviewed		0
MAC4	Mac4	Mac4	existing-unreviewed		0
MAC5	Mac5	Mac5	existing-unreviewed		0
MACAddress0Port	Macaddress0Порт	Macaddress0Порт	existing-unreviewed		0
MACAddress2Port	Macaddress2Порт	Macaddress2Порт	existing-unreviewed		0
MACAddress4Port	Macaddress4Порт	Macaddress4Порт	existing-unreviewed		0
MACCache	Maccache	Maccache	existing-unreviewed		0
MAX_QUEUE_SIZE	MaxqueueӨлчөм	MaxqueueӨлчөм	existing-unreviewed		0
MB	МБ	МБ	existing-unreviewed		0
MBR	Mbr	Mbr	existing-unreviewed		0
MHex출력	MHexadecimalБасма	MHexadecimalБасма	existing-unreviewed		0
MHex출력XY	MHexadecimalБасмаxy	MHexadecimalБасмаxy	existing-unreviewed		0
MUint16출력	MUnsignedinteger16Басма	MUnsignedinteger16Басма	existing-unreviewed		0
MUint16출력XY	MUnsignedinteger16Басмаxy	MUnsignedinteger16Басмаxy	existing-unreviewed		0
MUint32출력	MUnsignedinteger32Басма	MUnsignedinteger32Басма	existing-unreviewed		0
MUint32출력XY	MUnsignedinteger32Басмаxy	MUnsignedinteger32Басмаxy	existing-unreviewed		0
MUint64출력	MUnsignedinteger64Басма	MUnsignedinteger64Басма	existing-unreviewed		0
MUint64출력XY	MUnsignedinteger64Басмаxy	MUnsignedinteger64Басмаxy	existing-unreviewed		0
Machine	Machine	Machine	existing-unreviewed		0
MachineCheck	Machinecheck	Machinecheck	existing-unreviewed		0
MakeRangePrivateWritable	MakeДиапазонprivatewritable	MakeДиапазонprivatewritable	existing-unreviewed		0
Malloc	Malloc	Malloc	pending-language-review	allocate_memory	0
MemCmp	Memcmp	Memcmp	existing-unreviewed		0
MemCpy	MemКөчүрүү	MemКөчүрүү	existing-unreviewed		0
MemMove	MemТашуу	MemТашуу	existing-unreviewed		0
MemSet	Memset	Memset	existing-unreviewed		0
MemoryOper	Эсиoper	Эсиoper	existing-unreviewed		0
Mode	Режим	Режим	existing-unreviewed		0
ModelToScreen	Модельtoscreen	Set_local_coordinates	pending-language-review	set_coordinates	5
Mtime	Mtime	Mtime	existing-unreviewed		0
MtimeNsec	Mtimensec	Mtimensec	existing-unreviewed		0
MyHandleInterrupt	Myhandleinterrupt	Myhandleinterrupt	existing-unreviewed		0
MyTest	MyТекшерүү	MyТекшерүү	existing-unreviewed		0
M긴급로그Hex8	MEmergencyloghexadecimal8	MEmergencyloghexadecimal8	existing-unreviewed		0
M긴급로그Uint32	MEmergencylogunsignedinteger32	MEmergencylogunsignedinteger32	existing-unreviewed		0
M긴급로그문자열	MEmergencylogСАП	MEmergencylogСАП	existing-unreviewed		0
M직렬로그초기화	MSerialloginit	MSerialloginit	existing-unreviewed		0
M출력	MБасма	MБасма	existing-unreviewed		0
M출력BytesXY	MБасмаБайтxy	MБасмаБайтxy	existing-unreviewed		0
M출력Hex	MБасмаhexadecimal	MБасмаhexadecimal	existing-unreviewed		0
M출력Uint16	MБасмаunsignedinteger16	MБасмаunsignedinteger16	existing-unreviewed		0
M출력Uint32	MБасмаunsignedinteger32	MБасмаunsignedinteger32	existing-unreviewed		0
M출력XY	MБасмаxy	MБасмаxy	existing-unreviewed		0
M테스트	M테스트	M테스트	existing-unreviewed		0
NMI	Деңизмилясы	Деңизмилясы	existing-unreviewed		0
New	Жаңы	Жаңы	existing-unreviewed		0
NewInterruptHandler	Жаңыinterrupthandler	Жаңыinterrupthandler	existing-unreviewed		0
Next	Кийинки	Кийинки	existing-unreviewed		0
Nlink	Nlink	Nlink	existing-unreviewed		0
Node	Node	Node	pending-language-review	list_node	0
Nodename	Nodename	Nodename	existing-unreviewed		0
OnEtherFrameReceived	Ethernetframereceivewhen	Ethernetframereceivewhen	existing-unreviewed		0
OnGetDriver	Ongetdriver	Ongetdriver	existing-unreviewed		0
OnInternetProtocolReceived	Интернетprotocolreceivewhen	Интернетprotocolreceivewhen	existing-unreviewed		0
OnKeyDown	OnАчкычdown	OnАчкычdown	existing-unreviewed		0
OnKeyUp	OnАчкычӨйдө	OnАчкычӨйдө	existing-unreviewed		0
OnMouseDown	OnЧычканdown	OnЧычканdown	existing-unreviewed		0
OnMouseMove	OnЧычканТашуу	OnЧычканТашуу	existing-unreviewed		0
OnMouseUp	OnЧычканӨйдө	OnЧычканӨйдө	existing-unreviewed		0
OnRawDataReceived	Onrawdatareceive	Onrawdatareceive	existing-unreviewed		0
OnTick	Ontick	Ontick	existing-unreviewed		0
Overflow	Overflow	Overflow	existing-unreviewed		0
P1LinkMap	PМааниси1шилтемеmap	PМааниси1шилтемеmap	existing-unreviewed		0
P2LinkMap	PМааниси2шилтемеmap	PМааниси2шилтемеmap	existing-unreviewed		0
P3LinkMap	PМааниси3шилтемеmap	PМааниси3шилтемеmap	existing-unreviewed		0
PAGE_COW	БАРАКcow	БАРАКcow	existing-unreviewed		0
PAGE_FRAME	БАРАКframe	БАРАКframe	existing-unreviewed		0
PAGE_PRESENT	БАРАКpresent	БАРАКpresent	existing-unreviewed		0
PAGE_USER	БАРАККолдонуучу	БАРАККолдонуучу	existing-unreviewed		0
PAGE_WRITABLE	БАРАКwritable	БАРАКwritable	existing-unreviewed		0
PAUSE_LOOP	Pauseloop	Pauseloop	existing-unreviewed		0
PICMasterCommandPort	PrimarypicКомандаioПорт	PrimarypicКомандаioПорт	existing-unreviewed		0
PICMasterDataPort	PrimarypicdataioПорт	PrimarypicdataioПорт	existing-unreviewed		0
PICSlaveCommandPort	SecondarypicКомандаioПорт	SecondarypicКомандаioПорт	existing-unreviewed		0
PICSlaveDataPort	SecondarypicdataioПорт	SecondarypicdataioПорт	existing-unreviewed		0
PRESENT	Present	Present	existing-unreviewed		0
PRIV_KERNEL	Privkernel	Privkernel	existing-unreviewed		0
PRIV_USER	PrivКолдонуучу	PrivКолдонуучу	existing-unreviewed		0
PROC_USER_HEAP_SIZE	ProcКолдонуучуheapӨлчөм	ProcКолдонуучуheapӨлчөм	existing-unreviewed		0
PageDirEntry	БАРАКкаталогentry	БАРАКкаталогentry	existing-unreviewed		0
PageDirectoryEntry	БАРАКкаталогentry_2	БАРАКкаталогentry_2	existing-unreviewed		0
PageFault	БАРАКfault	БАРАКfault	existing-unreviewed		0
PageFaultException	БАРАКfaultexception	БАРАКfaultexception	existing-unreviewed		0
PageRoundDown	БАРАКТегеректөөdown	БАРАКТегеректөөdown	existing-unreviewed		0
PageRoundUp	БАРАКТегеректөөӨйдө	БАРАКТегеректөөӨйдө	existing-unreviewed		0
PageTableEntry	БАРАКЖадыбалentry	БАРАКЖадыбалentry	existing-unreviewed		0
Paging	Paging	Paging	existing-unreviewed		0
ParentPid	Атаэнеpid	Атаэнеpid	existing-unreviewed		0
Parse	Parse	Parse	existing-unreviewed		0
Partition_id	PartitionИДЕНТИФИКАТОР	PartitionИДЕНТИФИКАТОР	existing-unreviewed		0
PhyMemTest	PhymemТекшерүү	PhymemТекшерүү	existing-unreviewed		0
PhysicalMemoryManager	PhysicalЭсиmanager	PhysicalЭсиmanager	existing-unreviewed		0
Pid	Pid	Pid	existing-unreviewed		0
Port	Порт	Порт	existing-unreviewed		0
PortBase	Портbase	Портbase	existing-unreviewed		0
PortInByte	ПортЧоңойтууbyte	ПортЧоңойтууbyte	existing-unreviewed		0
PortInDword	ПортЧоңойтууdword	ПортЧоңойтууdword	existing-unreviewed		0
PortInWord	ПортЧоңойтуусөз	ПортЧоңойтуусөз	existing-unreviewed		0
PortOutByte	ПортКичирейтүүbyte	ПортКичирейтүүbyte	existing-unreviewed		0
PortOutDword	ПортКичирейтүүdword	ПортКичирейтүүdword	existing-unreviewed		0
PortOutWord	ПортКичирейтүүсөз	ПортКичирейтүүсөз	existing-unreviewed		0
PortReadByte	ПортОкууbyte	ПортОкууbyte	existing-unreviewed		0
PortReadDword	ПортОкууdword	ПортОкууdword	existing-unreviewed		0
PortReadWord	ПортОкуусөз	ПортОкуусөз	existing-unreviewed		0
PortWriteByte	ПортЖазууbyte	ПортЖазууbyte	existing-unreviewed		0
PortWriteDword	ПортЖазууdword	ПортЖазууdword	existing-unreviewed		0
PortWriteWord	ПортЖазуусөз	ПортЖазуусөз	existing-unreviewed		0
Prev	Previous	Previous	existing-unreviewed		0
PrevTSS	Previoustss	Previoustss	existing-unreviewed		0
PrimaryPartition	Primarypartition	Primarypartition	existing-unreviewed		0
Print	Басма	Басма	existing-unreviewed		0
PrintBytes	БасмаБайт	БасмаБайт	existing-unreviewed		0
PrintStr	Басмаstr	Басмаstr	existing-unreviewed		0
PrintTLS	Басмаtls	Басмаtls	existing-unreviewed		0
PrintTest	БасмаТекшерүү	БасмаТекшерүү	existing-unreviewed		0
Process	Процесси	Процесси	existing-unreviewed		0
ProcessHelper	Процессиhelper	Процессиhelper	existing-unreviewed		0
ProcessPendingKeyboardEvents	ПроцессиpendingКлавиатураevents	ПроцессиpendingКлавиатураevents	existing-unreviewed		0
ProcessPendingMouseEvents	ПроцессиpendingЧычканevents	ПроцессиpendingЧычканevents	existing-unreviewed		0
PushAt	Pushat	Insert_at_index	pending-language-review	insert_at	1
PushBack	PushАртка	Append_to_list	pending-language-review	append	12
PushFront	PushАлдыңкы	Prepend_to_list	pending-language-review	prepend	5
PutPixel	Putpixel	Putpixel	existing-unreviewed		0
PutPixelRGB	Putpixelrgb	Putpixelrgb	existing-unreviewed		0
QUEUE_START_ADDR	QueueЖүргүзүүaddress	QueueЖүргүзүүaddress	existing-unreviewed		0
Rdev	Rdev	Rdev	existing-unreviewed		0
Read	Окуу	Окуу	existing-unreviewed		0
Read28	Окуу28	Окуу28	existing-unreviewed		0
ReadFile	ОкууФайл	ОкууФайл	pending-language-review	file_read	0
ReadPartitions	Окууpartition	Окууpartition	existing-unreviewed		0
Ready	Даяр	Даяр	existing-unreviewed		0
Receive	Receive	Receive	existing-unreviewed		0
Ref	Reference	Reference	existing-unreviewed		0
Release	Release	Release	existing-unreviewed		0
ReloadCR3	Кайтаданжүктөөcr3	Кайтаданжүктөөcr3	existing-unreviewed		0
Remove	Өчүрүү_2	Өчүрүү_2	existing-unreviewed		0
RemoveAt	Өчүрүүat	Өчүрүүat	existing-unreviewed		0
RemoveThread	Өчүрүүthread	Өчүрүүthread	existing-unreviewed		0
RemoveThreadAt	Өчүрүүthreadat	Өчүрүүthreadat	existing-unreviewed		0
RequestMacAddress	Requestmacaddress	Requestmacaddress	existing-unreviewed		0
Reset	Түшүрүү	Түшүрүү	existing-unreviewed		0
Resolve	Resolve	Resolve	existing-unreviewed		0
