original	compiler	native	status
Dynamic	Dynamic	Dynamic	existing-unreviewed
E2BIG	E2big	E2big	existing-unreviewed
EACCES	Eacces	Eacces	existing-unreviewed
EADDRINUSE	Eaddrinuse	Eaddrinuse	existing-unreviewed
EAFNOSUPPORT	Eafnosupport	Eafnosupport	existing-unreviewed
EAGAIN	Eagain	Eagain	existing-unreviewed
EBADF	Ebadf	Ebadf	existing-unreviewed
EBUSY	Ebusy	Ebusy	existing-unreviewed
ECHILD	Echild	Echild	existing-unreviewed
EEXIST	Eexist	Eexist	existing-unreviewed
EFAULT	Efault	Efault	existing-unreviewed
EFBIG	Efbig	Efbig	existing-unreviewed
EINTR	Eintr	Eintr	existing-unreviewed
EINVAL	Einval	Einval	existing-unreviewed
EIO	Eio	Eio	existing-unreviewed
EISDIR	Eisdir	Eisdir	existing-unreviewed
EMFILE	Emfile	Emfile	existing-unreviewed
EMSGSIZE	Emsgsize	Emsgsize	existing-unreviewed
ENETUNREACH	Enetunreach	Enetunreach	existing-unreviewed
ENFILE	Enfile	Enfile	existing-unreviewed
ENODEV	Enodev	Enodev	existing-unreviewed
ENOENT	Enoent	Enoent	existing-unreviewed
ENOEXEC	Enoexec	Enoexec	existing-unreviewed
ENOMEM	Enomem	Enomem	existing-unreviewed
ENOSPC	Enospc	Enospc	existing-unreviewed
ENOSYS	Enosys	Enosys	existing-unreviewed
ENOTCONN	Enotconn	Enotconn	existing-unreviewed
ENOTDIR	Enotdir	Enotdir	existing-unreviewed
ENOTTY	Enotty	Enotty	existing-unreviewed
EOPNOTSUPP	Eopnotsupp	Eopnotsupp	existing-unreviewed
EPERM	Eperm	Eperm	existing-unreviewed
EPROTONOSUPPORT	Eprotonosupport	Eprotonosupport	existing-unreviewed
ERANGE	Erange	Erange	existing-unreviewed
EROFS	Erofs	Erofs	existing-unreviewed
ESPIPE	Espipe	Espipe	existing-unreviewed
ESRCH	Esrch	Esrch	existing-unreviewed
Eax	Eax	Eax	existing-unreviewed
Ebp	Ebp	Ebp	existing-unreviewed
Ebx	Ebx	Ebx	existing-unreviewed
Ecx	Ecx	Ecx	existing-unreviewed
Edi	Edi	Edi	existing-unreviewed
Edx	Edx	Edx	existing-unreviewed
Eflags	Eflags	Eflags	existing-unreviewed
Eip	Eip	Eip	existing-unreviewed
Elf	Elf	Elf	existing-unreviewed
Elf32Dyn	Elf32dyn	Elf32dyn	existing-unreviewed
Elf32Note	Elf32Bilješka	Elf32Bilješka	existing-unreviewed
Elf32Rel	Elf32rel	Elf32rel	existing-unreviewed
Elf32Rela	Elf32rela	Elf32rela	existing-unreviewed
Elf32Sym	Elf32sym	Elf32sym	existing-unreviewed
ElfHeader	Elfheader	Elfheader	existing-unreviewed
ElfProgramHeader	Elfprogramheader	Elfprogramheader	existing-unreviewed
ElfSectionHeader	Elfsectionheader	Elfsectionheader	existing-unreviewed
EnablePaging	Enablepaging	Enablepaging	existing-unreviewed
Enabled	Enabled	Enabled	existing-unreviewed
EntryNumber	UnosBroj	UnosBroj	existing-unreviewed
EqualBytes	EqualBajtova	EqualBajtova	existing-unreviewed
Es	Es	Es	existing-unreviewed
Esi	Esi	Esi	existing-unreviewed
Esp	Esp	Esp	existing-unreviewed
FPUBuffer	Fpubuffer	Fpubuffer	existing-unreviewed
FPUOffset	Fpuoffset	Fpuoffset	existing-unreviewed
Family	Family	Family	existing-unreviewed
FileName	DatotekaNaziv	DatotekaNaziv	existing-unreviewed
Fill	Fill	Fill	existing-unreviewed
FillRectangle	Fillrectangle	Fillrectangle	existing-unreviewed
First	First	First	existing-unreviewed
FirstFree	FirstSlobodno	FirstSlobodno	existing-unreviewed
FirstFreeSize	FirstSlobodnoVeličina	FirstSlobodnoVeličina	existing-unreviewed
Flags	Zastave	Zastave	existing-unreviewed
FloatingPointException	Floatingpointexception	Floatingpointexception	existing-unreviewed
Flush	Flush	Flush	existing-unreviewed
FlushTlsTable	Flushtlstable	Flushtlstable	existing-unreviewed
Focussable	Focussable	Focussable	existing-unreviewed
Free	Slobodno	Slobodno	existing-unreviewed
Fs	Fs	Fs	existing-unreviewed
GB	Gb	Gb	existing-unreviewed
GDT_ENTRIES	Gdtunos	Gdtunos	existing-unreviewed
GOT	Got	Got	existing-unreviewed
GPFException	Gpfexception	Gpfexception	existing-unreviewed
GatewayIP	Gatewayip	Gatewayip	existing-unreviewed
GdtAddressHigh	Gdtaddresshigh	Gdtaddresshigh	existing-unreviewed
GdtAddressLow	Gdtaddresslow	Gdtaddresslow	existing-unreviewed
GdtDescriptor	Gdtdescriptor	Gdtdescriptor	existing-unreviewed
GdtEntry	Gdtunos_2	Gdtunos_2	existing-unreviewed
GdtSize	GdtVeličina	GdtVeličina	existing-unreviewed
GetAt	Getat	Getat	existing-unreviewed
GetBackend	Getbackend	Getbackend	existing-unreviewed
GetBaseAddressRegister	Getbaseaddressregister	Getbaseaddressregister	existing-unreviewed
GetBitmaspSize	GetbitmaspVeličina	GetbitmaspVeličina	existing-unreviewed
GetBytesFromPtr	GetBajtovafrompointer	GetBajtovafrompointer	existing-unreviewed
GetCR0	Getcr0	Getcr0	existing-unreviewed
GetCR2	Getcr2	Getcr2	existing-unreviewed
GetCR3	Getcr3	Getcr3	existing-unreviewed
GetCR4	Getcr4	Getcr4	existing-unreviewed
GetColorIndex	GetBojaIndeks	GetBojaIndeks	existing-unreviewed
GetDeviceDescriptor	GetUređajdescriptor	GetUređajdescriptor	existing-unreviewed
GetDriver	Getdriver	Getdriver	existing-unreviewed
GetESP0	Getesp0	Getesp0	existing-unreviewed
GetEntry	Getunos	Getunos	existing-unreviewed
GetFileSize	GetDatotekaVeličina	GetDatotekaVeličina	existing-unreviewed
GetFocus	Getfocus	Getfocus	existing-unreviewed
GetFrameBufferSegment	GetOkvirbuffersegment	GetOkvirbuffersegment	existing-unreviewed
GetFuncPtrFromPtr	Getfuncpointerfrompointer	Getfuncpointerfrompointer	existing-unreviewed
GetFunctionName	GetFunkcijaNaziv	GetFunkcijaNaziv	existing-unreviewed
GetHandler	Gethandler	Gethandler	existing-unreviewed
GetIPAddress	Getipaddress	Getipaddress	existing-unreviewed
GetMACAddress	Getmacaddress	Getmacaddress	existing-unreviewed
GetMACFromCache	Getmacfromcache	Getmacfromcache	existing-unreviewed
GetNextReadyThread	GetSljedećereadythread	GetSljedećereadythread	existing-unreviewed
GetNodeAt	Getnodeat	Getnodeat	existing-unreviewed
GetProvider	Providerget	Providerget	existing-unreviewed
GetSS0	Getss0	Getss0	existing-unreviewed
GetStr	Getstr	Getstr	existing-unreviewed
GetUint32ArrayFromPtr	Getunsignedinteger32arrayfrompointer	Getunsignedinteger32arrayfrompointer	existing-unreviewed
GetUintptrArrayFromPtr	Getunsignedintegerpointerarrayfrompointer	Getunsignedintegerpointerarrayfrompointer	existing-unreviewed
GetValue	GetVrijednost	GetVrijednost	existing-unreviewed
GetValueInPageDir	GetVrijednostPrimljenoStranicaDirektorij	GetVrijednostPrimljenoStranicaDirektorij	existing-unreviewed
Gid	Gid	Gid	existing-unreviewed
Gs	Gs	Gs	existing-unreviewed
HandleException	Handleexception	Handleexception	existing-unreviewed
HandleFatalInterruptFrame	HandlefatalinterruptOkvir	HandlefatalinterruptOkvir	existing-unreviewed
HandleInterrupt	Handleinterrupt	Handleinterrupt	existing-unreviewed
HandleInterrupt1	Handleinterrupt1	Handleinterrupt1	existing-unreviewed
HandleUserDatagramProtocolMessage	HandleKorisnikdatagramprotocolPoruka	HandleKorisnikdatagramprotocolPoruka	existing-unreviewed
IDT_DESC_PRESENT	Idtdescriptorpresent	Idtdescriptorpresent	existing-unreviewed
IDT_INTERRUPT_GATE	Idtinterruptgate	Idtinterruptgate	existing-unreviewed
IDriver	IDriver	IDriver	existing-unreviewed
IEtherFrameHandler	IEthernetOkvirhandler	IEthernetOkvirhandler	existing-unreviewed
IInternetProtocolHandler	IInternetprotocolhandler	IInternetprotocolhandler	existing-unreviewed
IInterruptHandler	IInterrupthandler	IInterrupthandler	existing-unreviewed
IKeyboardEventHandler	ITastaturaeventhandler	ITastaturaeventhandler	existing-unreviewed
IMouseEventHandler	IMiševenthandler	IMiševenthandler	existing-unreviewed
IPCIControllerHandler	Ipcicontrollerhandler	Ipcicontrollerhandler	existing-unreviewed
IPCache	Ipcache	Ipcache	existing-unreviewed
IP_BE	IpMrežabyteorder	IpMrežabyteorder	existing-unreviewed
IRawDataHandler	IRawdatahandler	IRawdatahandler	existing-unreviewed
ITimerEventHandler	ITimereventhandler	ITimereventhandler	existing-unreviewed
IUserDatagramProtocolHandler	IKorisnikdatagramprotocolhandler	IKorisnikdatagramprotocolhandler	existing-unreviewed
IUserDatagramProtocolSocket	IKorisnikdatagramprotocolsocket	IKorisnikdatagramprotocolsocket	existing-unreviewed
IWidget	IWidget	IWidget	existing-unreviewed
Identify	Identify	Identify	existing-unreviewed
Increment	Increment	Increment	existing-unreviewed
IndexOf	Indeksof	Indeksof	existing-unreviewed
Init	Init	Init	existing-unreviewed
InitDriver	Initdriver	Initdriver	existing-unreviewed
InitialThreadUserJump	InitialthreadKorisnikjump	InitialthreadKorisnikjump	existing-unreviewed
Ino	Ino	Ino	existing-unreviewed
Install	Instaliraj	Instaliraj	existing-unreviewed
Interrupt	Interrupt	Interrupt	existing-unreviewed
InterruptActive	Interruptactive	Interruptactive	existing-unreviewed
InterruptDeactive	Interruptdeactive	Interruptdeactive	existing-unreviewed
InterruptManager	Interruptmanager	Interruptmanager	existing-unreviewed
InterruptNumber	InterruptBroj	InterruptBroj	existing-unreviewed
InvalidOpcode	Nevažećeopcode	Nevažećeopcode	existing-unreviewed
InvalidTSS	Nevažećetss	Nevažećetss	existing-unreviewed
IsKernel	Iskernel	Iskernel	existing-unreviewed
IsPresent	Ispresent	Ispresent	existing-unreviewed
IsUserSpace	IsKorisnikspace	IsKorisnikspace	existing-unreviewed
KB	Kb	Kb	existing-unreviewed
KCS_INDEX	KcsIndeks	KcsIndeks	existing-unreviewed
KCS_SELECTOR	Kcsselector	Kcsselector	existing-unreviewed
KDS_INDEX	KdsIndeks	KdsIndeks	existing-unreviewed
KDS_SELECTOR	Kdsselector	Kdsselector	existing-unreviewed
KERNEL_HEAP_START	Kernelheapstart	Kernelheapstart	existing-unreviewed
KERNEL_VIRT_ADDR	Kernelvirtaddress	Kernelvirtaddress	existing-unreviewed
KGS_INDEX	KgsIndeks	KgsIndeks	existing-unreviewed
KGS_SELECTOR	Kgsselector	Kgsselector	existing-unreviewed
K핵심	KKernelEntry	KKernelEntry	compatibility
LIDT	Lidt	Lidt	existing-unreviewed
Last	Zadnja	Zadnja	existing-unreviewed
Len	Len	Len	compatibility
Limit	Limit	Limit	existing-unreviewed
Link	Veza	Veza	existing-unreviewed
LinkMap	Vezamap	Vezamap	existing-unreviewed
LinkedList	Linkedlist	Linkedlist	existing-unreviewed
Listen	Listen	Listen	existing-unreviewed
LoadElf	Opterećenjeelf	Opterećenjeelf	existing-unreviewed
MAC	Mac	Mac	existing-unreviewed
MAC0	Mac0	Mac0	existing-unreviewed
MAC1	Mac1	Mac1	existing-unreviewed
MAC2	Mac2	Mac2	existing-unreviewed
MAC3	Mac3	Mac3	existing-unreviewed
MAC4	Mac4	Mac4	existing-unreviewed
MAC5	Mac5	Mac5	existing-unreviewed
MACAddress0Port	Macaddress0port	Macaddress0port	existing-unreviewed
MACAddress2Port	Macaddress2port	Macaddress2port	existing-unreviewed
MACAddress4Port	Macaddress4port	Macaddress4port	existing-unreviewed
MACCache	Maccache	Maccache	existing-unreviewed
MAX_QUEUE_SIZE	MaxqueueVeličina	MaxqueueVeličina	existing-unreviewed
MB	Mb	Mb	existing-unreviewed
MBR	Mbr	Mbr	existing-unreviewed
MHex출력	MHexadecimalŠtampaj	MHexadecimalŠtampaj	existing-unreviewed
MHex출력XY	MHexadecimalŠtampajxy	MHexadecimalŠtampajxy	existing-unreviewed
MUint16출력	MUnsignedinteger16Štampaj	MUnsignedinteger16Štampaj	existing-unreviewed
MUint16출력XY	MUnsignedinteger16Štampajxy	MUnsignedinteger16Štampajxy	existing-unreviewed
MUint32출력	MUnsignedinteger32Štampaj	MUnsignedinteger32Štampaj	existing-unreviewed
MUint32출력XY	MUnsignedinteger32Štampajxy	MUnsignedinteger32Štampajxy	existing-unreviewed
MUint64출력	MUnsignedinteger64Štampaj	MUnsignedinteger64Štampaj	existing-unreviewed
MUint64출력XY	MUnsignedinteger64Štampajxy	MUnsignedinteger64Štampajxy	existing-unreviewed
Machine	Machine	Machine	existing-unreviewed
MachineCheck	Machinecheck	Machinecheck	existing-unreviewed
MakeRangePrivateWritable	MakerangePrivatnowritable	MakerangePrivatnowritable	existing-unreviewed
Malloc	Malloc	Malloc	existing-unreviewed
MemCmp	Memcmp	Memcmp	existing-unreviewed
MemCpy	MemKopiraj	MemKopiraj	existing-unreviewed
MemMove	MemPremjesti	MemPremjesti	existing-unreviewed
MemSet	Memskup	Memskup	existing-unreviewed
MemoryOper	Memorijaoper	Memorijaoper	existing-unreviewed
Mode	Režim	Režim	existing-unreviewed
ModelToScreen	Set_local_coordinates	Set_local_coordinates	existing-unreviewed
Mtime	Mtime	Mtime	existing-unreviewed
MtimeNsec	Mtimensec	Mtimensec	existing-unreviewed
MyHandleInterrupt	Myhandleinterrupt	Myhandleinterrupt	existing-unreviewed
MyTest	Mytest	Mytest	existing-unreviewed
M긴급로그Hex8	MEmergencyloghexadecimal8	MEmergencyloghexadecimal8	existing-unreviewed
M긴급로그Uint32	MEmergencylogunsignedinteger32	MEmergencylogunsignedinteger32	existing-unreviewed
M긴급로그문자열	MEmergencylogNIZ	MEmergencylogNIZ	existing-unreviewed
M직렬로그초기화	MSerialloginit	MSerialloginit	existing-unreviewed
M출력	MŠtampaj	MŠtampaj	existing-unreviewed
M출력BytesXY	MŠtampajBajtovaxy	MŠtampajBajtovaxy	existing-unreviewed
M출력Hex	MŠtampajhexadecimal	MŠtampajhexadecimal	existing-unreviewed
M출력Uint16	MŠtampajunsignedinteger16	MŠtampajunsignedinteger16	existing-unreviewed
M출력Uint32	MŠtampajunsignedinteger32	MŠtampajunsignedinteger32	existing-unreviewed
M출력XY	MŠtampajxy	MŠtampajxy	existing-unreviewed
M테스트	M테스트	M테스트	existing-unreviewed
NMI	Nmi	Nmi	existing-unreviewed
New	Nova	Nova	existing-unreviewed
NewInterruptHandler	Novainterrupthandler	Novainterrupthandler	existing-unreviewed
Next	Sljedeće	Sljedeće	existing-unreviewed
Nlink	Nlink	Nlink	existing-unreviewed
Node	Node	Node	existing-unreviewed
Nodename	Nodename	Nodename	existing-unreviewed
OnEtherFrameReceived	EthernetOkvirreceivewhen	EthernetOkvirreceivewhen	existing-unreviewed
OnGetDriver	Uključengetdriver	Uključengetdriver	existing-unreviewed
OnInternetProtocolReceived	Internetprotocolreceivewhen	Internetprotocolreceivewhen	existing-unreviewed
OnKeyDown	UključenKljučdown	UključenKljučdown	existing-unreviewed
OnKeyUp	UključenKljučGore	UključenKljučGore	existing-unreviewed
OnMouseDown	UključenMišdown	UključenMišdown	existing-unreviewed
OnMouseMove	UključenMišPremjesti	UključenMišPremjesti	existing-unreviewed
OnMouseUp	UključenMišGore	UključenMišGore	existing-unreviewed
OnRawDataReceived	Uključenrawdatareceive	Uključenrawdatareceive	existing-unreviewed
OnTick	Uključentick	Uključentick	existing-unreviewed
Overflow	Overflow	Overflow	existing-unreviewed
P1LinkMap	PVrijednost1Vezamap	PVrijednost1Vezamap	existing-unreviewed
P2LinkMap	PVrijednost2Vezamap	PVrijednost2Vezamap	existing-unreviewed
P3LinkMap	PVrijednost3Vezamap	PVrijednost3Vezamap	existing-unreviewed
PAGE_COW	Stranicacow	Stranicacow	existing-unreviewed
PAGE_FRAME	StranicaOkvir	StranicaOkvir	existing-unreviewed
PAGE_PRESENT	Stranicapresent	Stranicapresent	existing-unreviewed
PAGE_USER	StranicaKorisnik	StranicaKorisnik	existing-unreviewed
PAGE_WRITABLE	Stranicawritable	Stranicawritable	existing-unreviewed
PAUSE_LOOP	Pauzaloop	Pauzaloop	existing-unreviewed
PICMasterCommandPort	PrimarypicNaredbaioport	PrimarypicNaredbaioport	existing-unreviewed
PICMasterDataPort	Primarypicdataioport	Primarypicdataioport	existing-unreviewed
PICSlaveCommandPort	SecondarypicNaredbaioport	SecondarypicNaredbaioport	existing-unreviewed
PICSlaveDataPort	Secondarypicdataioport	Secondarypicdataioport	existing-unreviewed
PRESENT	Present	Present	existing-unreviewed
PRIV_KERNEL	Privkernel	Privkernel	existing-unreviewed
PRIV_USER	PrivKorisnik	PrivKorisnik	existing-unreviewed
PROC_USER_HEAP_SIZE	ProcKorisnikheapVeličina	ProcKorisnikheapVeličina	existing-unreviewed
PageDirEntry	StranicaDirektorijunos	StranicaDirektorijunos	existing-unreviewed
PageDirectoryEntry	StranicaDirektorijunos_2	StranicaDirektorijunos_2	existing-unreviewed
PageFault	Stranicafault	Stranicafault	existing-unreviewed
PageFaultException	Stranicafaultexception	Stranicafaultexception	existing-unreviewed
PageRoundDown	Stranicarounddown	Stranicarounddown	existing-unreviewed
PageRoundUp	StranicaroundGore	StranicaroundGore	existing-unreviewed
PageTableEntry	Stranicatableunos	Stranicatableunos	existing-unreviewed
Paging	Paging	Paging	existing-unreviewed
ParentPid	Parentpid	Parentpid	existing-unreviewed
Parse	Parse	Parse	existing-unreviewed
Partition_id	Partitionid	Partitionid	existing-unreviewed
PhyMemTest	Phymemtest	Phymemtest	existing-unreviewed
PhysicalMemoryManager	PhysicalMemorijamanager	PhysicalMemorijamanager	existing-unreviewed
Pid	Pid	Pid	existing-unreviewed
Port	Port	Port	existing-unreviewed
PortBase	Portbase	Portbase	existing-unreviewed
PortInByte	PortPrimljenobyte	PortPrimljenobyte	existing-unreviewed
PortInDword	PortPrimljenodword	PortPrimljenodword	existing-unreviewed
PortInWord	PortPrimljenoword	PortPrimljenoword	existing-unreviewed
PortOutByte	PortPoslatobyte	PortPoslatobyte	existing-unreviewed
PortOutDword	PortPoslatodword	PortPoslatodword	existing-unreviewed
PortOutWord	PortPoslatoword	PortPoslatoword	existing-unreviewed
PortReadByte	PortČitajbyte	PortČitajbyte	existing-unreviewed
PortReadDword	PortČitajdword	PortČitajdword	existing-unreviewed
PortReadWord	PortČitajword	PortČitajword	existing-unreviewed
PortWriteByte	PortPišibyte	PortPišibyte	existing-unreviewed
PortWriteDword	PortPišidword	PortPišidword	existing-unreviewed
PortWriteWord	PortPišiword	PortPišiword	existing-unreviewed
Prev	Previous	Previous	existing-unreviewed
PrevTSS	Previoustss	Previoustss	existing-unreviewed
PrimaryPartition	Primarypartition	Primarypartition	existing-unreviewed
Print	Štampaj	Štampaj	existing-unreviewed
PrintBytes	ŠtampajBajtova	ŠtampajBajtova	existing-unreviewed
PrintStr	Štampajstr	Štampajstr	existing-unreviewed
PrintTLS	Štampajtls	Štampajtls	existing-unreviewed
PrintTest	Štampajtest	Štampajtest	existing-unreviewed
Process	Process	Process	existing-unreviewed
ProcessHelper	Processhelper	Processhelper	existing-unreviewed
ProcessPendingKeyboardEvents	ProcesspendingTastaturaevents	ProcesspendingTastaturaevents	existing-unreviewed
ProcessPendingMouseEvents	ProcesspendingMiševents	ProcesspendingMiševents	existing-unreviewed
PushAt	Insert_at_index	Insert_at_index	existing-unreviewed
PushBack	Append_to_list	Append_to_list	existing-unreviewed
PushFront	Prepend_to_list	Prepend_to_list	existing-unreviewed
PutPixel	Putpixel	Putpixel	existing-unreviewed
PutPixelRGB	Putpixelrgb	Putpixelrgb	existing-unreviewed
QUEUE_START_ADDR	Queuestartaddress	Queuestartaddress	existing-unreviewed
Rdev	Rdev	Rdev	existing-unreviewed
Read	Čitaj	Čitaj	existing-unreviewed
Read28	Čitaj28	Čitaj28	existing-unreviewed
ReadFile	ČitajDatoteka	ČitajDatoteka	existing-unreviewed
ReadPartitions	Čitajpartition	Čitajpartition	existing-unreviewed
Ready	Ready	Ready	existing-unreviewed
Receive	Receive	Receive	existing-unreviewed
Ref	Reference	Reference	existing-unreviewed
Release	Release	Release	existing-unreviewed
ReloadCR3	Učitajponovocr3	Učitajponovocr3	existing-unreviewed
Remove	Ukloni	Ukloni	existing-unreviewed
RemoveAt	Ukloniat	Ukloniat	existing-unreviewed
RemoveThread	Uklonithread	Uklonithread	existing-unreviewed
RemoveThreadAt	Uklonithreadat	Uklonithreadat	existing-unreviewed
RequestMacAddress	Requestmacaddress	Requestmacaddress	existing-unreviewed
Reset	Resetuj	Resetuj	existing-unreviewed
Resolve	Resolve	Resolve	existing-unreviewed
ResolveCopyOnWriteFault	ResolveKopirajUključenPišifault	ResolveKopirajUključenPišifault	existing-unreviewed
SCHEDULER_FREQUENCY	Schedulerfrequency	Schedulerfrequency	existing-unreviewed
SEG_BIG_MODE	SegbigRežim	SegbigRežim	existing-unreviewed
SEG_EXEC	Segizvršna	Segizvršna	existing-unreviewed
SEG_GRAN_4K_PAGE	Seggran4kStranica	Seggran4kStranica	existing-unreviewed
SEG_GRAN_BYTE	Seggranbyte	Seggranbyte	existing-unreviewed
SEG_KERNEL_CODE	Segkernelcode	Segkernelcode	existing-unreviewed
SEG_KERNEL_DATA	Segkerneldata	Segkerneldata	existing-unreviewed
SEG_KERNEL_GS	Segkernelgs	Segkernelgs	existing-unreviewed
SEG_NOEXEC	Segnoexec	Segnoexec	existing-unreviewed
SEG_NORMAL	Segobičan	Segobičan	existing-unreviewed
SEG_NORW	Segnorw	Segnorw	existing-unreviewed
SEG_R	Segr	Segr	existing-unreviewed
SEG_SYSTEM	SegSistem	SegSistem	existing-unreviewed
SEG_TASK_STATE	Segtaskstate	Segtaskstate	existing-unreviewed
SEG_USER_CODE	SegKorisnikcode	SegKorisnikcode	existing-unreviewed
SEG_USER_DATA	SegKorisnikdata	SegKorisnikdata	existing-unreviewed
SEG_USER_GS	SegKorisnikgs	SegKorisnikgs	existing-unreviewed
SEG_W	Segw	Segw	existing-unreviewed
SIMDFloatingPointException	Simdfloatingpointexception	Simdfloatingpointexception	existing-unreviewed
SIZE	Veličina	Veličina	existing-unreviewed
SYS_ACCESS	Sysaccess	Sysaccess	existing-unreviewed
SYS_BRK	Sysbrk	Sysbrk	existing-unreviewed
SYS_CHDIR	Syschdir	Syschdir	existing-unreviewed
SYS_CLOSE	SysZatvori	SysZatvori	existing-unreviewed
SYS_CREAT	Syscreat	Syscreat	existing-unreviewed
SYS_DUP	Sysdup	Sysdup	existing-unreviewed
SYS_DUP2	Sysdup2	Sysdup2	existing-unreviewed
SYS_EXECVE	Sysexecve	Sysexecve	existing-unreviewed
SYS_EXIT	SysIzlaz	SysIzlaz	existing-unreviewed
SYS_FCNTL	Sysfcntl	Sysfcntl	existing-unreviewed
SYS_FORK	Sysfork	Sysfork	existing-unreviewed
SYS_FSTAT	Sysfstat	Sysfstat	existing-unreviewed
SYS_FSYNC	Sysfsync	Sysfsync	existing-unreviewed
SYS_GETCWD	Sysgetcwd	Sysgetcwd	existing-unreviewed
SYS_GETEGID	Sysgetegid	Sysgetegid	existing-unreviewed
SYS_GETEUID	Sysgeteuid	Sysgeteuid	existing-unreviewed
