원래경로	변환경로
tools/offsets.go	narzędzia/przesunięcia_struktury.go
userland/posix/Makefile	przestrzeń_użytkownika/posix/Makefile
userland/posix/TEST_RESULTS.md	przestrzeń_użytkownika/posix/TEST_RESULTS.md
userland/posix/include/arpa/inet.h	przestrzeń_użytkownika/posix/deklaracje/arpa/inet.h
userland/posix/include/engos/syscall.h	przestrzeń_użytkownika/posix/deklaracje/sys/syscall.h
userland/posix/include/errno.h	przestrzeń_użytkownika/posix/deklaracje/errno.h
userland/posix/include/fcntl.h	przestrzeń_użytkownika/posix/deklaracje/fcntl.h
userland/posix/include/netinet/in.h	przestrzeń_użytkownika/posix/deklaracje/netinet/in.h
userland/posix/include/stddef.h	przestrzeń_użytkownika/posix/deklaracje/stddef.h
userland/posix/include/stdint.h	przestrzeń_użytkownika/posix/deklaracje/stdint.h
userland/posix/include/sys/socket.h	przestrzeń_użytkownika/posix/deklaracje/sys/socket.h
userland/posix/include/sys/stat.h	przestrzeń_użytkownika/posix/deklaracje/sys/stat.h
userland/posix/include/sys/types.h	przestrzeń_użytkownika/posix/deklaracje/sys/types.h
userland/posix/include/sys/utsname.h	przestrzeń_użytkownika/posix/deklaracje/sys/utsname.h
userland/posix/include/sys/wait.h	przestrzeń_użytkownika/posix/deklaracje/sys/wait.h
userland/posix/include/unistd.h	przestrzeń_użytkownika/posix/deklaracje/unistd.h
userland/posix/linker.ld	przestrzeń_użytkownika/posix/układ_konsolidacji.ld
userland/posix/src/crt0.S	przestrzeń_użytkownika/posix/implementacja/rozruch.S
userland/posix/src/errno.c	przestrzeń_użytkownika/posix/implementacja/numer_błędu.c
userland/posix/src/fcntl.c	przestrzeń_użytkownika/posix/implementacja/sterowanie_plikiem.c
userland/posix/src/socket.c	przestrzeń_użytkownika/posix/implementacja/socket.c
userland/posix/src/stat.c	przestrzeń_użytkownika/posix/implementacja/stan_pliku.c
userland/posix/src/syscall.S	przestrzeń_użytkownika/posix/implementacja/wywołanie_systemowe.S
userland/posix/src/unistd.c	przestrzeń_użytkownika/posix/implementacja/unistd.c
userland/posix/tests/compile.c	przestrzeń_użytkownika/posix/testy/compile.c
userland/posix/tests/exec_runtime.c	przestrzeń_użytkownika/posix/testy/exec_runtime.c
userland/posix/tests/exec_target.c	przestrzeń_użytkownika/posix/testy/exec_target.c
userland/posix/tests/fork_runtime.c	przestrzeń_użytkownika/posix/testy/fork_runtime.c
userland/posix/tests/heap_runtime.c	przestrzeń_użytkownika/posix/testy/heap_runtime.c
userland/posix/tests/runtime.c	przestrzeń_użytkownika/posix/testy/runtime.c
userland/posix/tests/socket_runtime.c	przestrzeń_użytkownika/posix/testy/socket_runtime.c
userland/posix/tests/stdin_runtime.c	przestrzeń_użytkownika/posix/testy/stdin_runtime.c
