function	native_identifier	implementation	limits
ispunct	ispunct	userspace-library	single-thread;C-locale;byte-strings;i386
isspace	isspace	userspace-library	single-thread;C-locale;byte-strings;i386
isupper	isupper	userspace-library	single-thread;C-locale;byte-strings;i386
isxdigit	isxdigit	userspace-library	single-thread;C-locale;byte-strings;i386
tolower	tolower	userspace-library	single-thread;C-locale;byte-strings;i386
toupper	toupper	userspace-library	single-thread;C-locale;byte-strings;i386
malloc	malloc	userspace-library	single-thread;C-locale;byte-strings;i386
calloc	calloc	userspace-library	single-thread;C-locale;byte-strings;i386
realloc	realloc	userspace-library	single-thread;C-locale;byte-strings;i386
free	free	userspace-library	single-thread;C-locale;byte-strings;i386
strtol	strtol	userspace-library	single-thread;C-locale;byte-strings;i386
strtoul	strtoul	userspace-library	single-thread;C-locale;byte-strings;i386
atoi	atoi	userspace-library	single-thread;C-locale;byte-strings;i386
atol	atol	userspace-library	single-thread;C-locale;byte-strings;i386
abs	abs	userspace-library	single-thread;C-locale;byte-strings;i386
labs	labs	userspace-library	single-thread;C-locale;byte-strings;i386
div	div	userspace-library	single-thread;C-locale;byte-strings;i386
ldiv	ldiv	userspace-library	single-thread;C-locale;byte-strings;i386
qsort	qsort	userspace-library	single-thread;C-locale;byte-strings;i386
bsearch	bsearch	userspace-library	single-thread;C-locale;byte-strings;i386
getenv	getenv	userspace-library	single-thread;C-locale;byte-strings;i386
