compiler_identifier	native_identifier
SYS_getppid	SYS_தாய்_செயல்முறை_அடையாளத்தைப்_பெறு
SYS_getuid	SYS_பயனர்_அடையாளத்தைப்_பெறு
SYS_lseek	SYS_கோப்பின்_படிப்பிடத்தை_நகர்த்து
SYS_lstat	SYS_இணைப்பின்_சொந்த_நிலையைப்_பெறு
SYS_open	SYS_திற
SYS_read	SYS_படி
SYS_stat	SYS_கோப்பு_நிலை
SYS_sync	SYS_அனைத்துப்_பதிவுகளையும்_ஒத்திசை
SYS_uname	SYS_அமைப்புத்_தகவலைப்_பெறு
SYS_write	SYS_எழுது
_LIBC_ARPA_INET_H	_include_தொடர்பு_முகவரி_மாற்றம்_எட்டு_இரும_இலக்கக்_குழு_வரிசை
_LIBC_NETINET_IN_H	_include_பிணையங்களிடை_முகவரி
_LIBC_STDDEF_H	_include_அடிப்படை_வரையறைகள்
_LIBC_STDINT_H	_include_முழுஎண்_வகைகள்
_LIBC_SYSCALL_H	_include_அமைப்பு_syscall
_LIBC_SYS_SOCKET_H	_include_அமைப்பு_socket
_LIBC_SYS_STAT_H	_include_அமைப்பு_stat
_LIBC_SYS_TYPES_H	_include_அமைப்பு_தரவு_வகைகள்
_LIBC_SYS_UTSNAME_H	_include_அமைப்பு_அமைப்பு_அடையாளம்
_LIBC_SYS_WAIT_H	_include_அமைப்பு_சேய்_காத்திருப்பு
_exit	உடனே_முடி
accept	இணைப்பை_ஏற்றுக்கொள்
access	அணுகல்_உரிமையைச்_சோதி
argv	செயலுருபுகள்_2
bind	உள்ளக_முகவரியைப்_பிணை
brk	மாறும்_நினைவக_முடிவை_அமை
buf	பரிமாற்ற_இடையகம்
chdir	பணி_அடைவை_மாற்று
close	மூடு
connect	எதிர்_முனையுடன்_இணை
creat	கோப்பை_உருவாக்கு
dup	திறந்த_கோப்பின்_குறிப்பை_நகலெடு
dup2	குறித்த_எண்ணுக்கு_கோப்புக்_குறிப்பை_நகலெடு
execve	இயங்கும்_நிரலை_மாற்று
fcntl	கோப்பைக்_கட்டுப்படுத்து
fd	கோப்பு_விவரிப்பி
fork	சேய்_செயல்முறையை_உருவாக்கு
fstat	திறந்த_கோப்பின்_நிலையைப்_பெறு
fsync	கோப்பின்_பதிவை_ஒத்திசை
getcwd	பணி_அடைவின்_பாதையைப்_பெறு
getegid	நடப்பு_உரிமைக்_குழு_அடையாளத்தைப்_பெறு
geteuid	நடப்பு_உரிமைப்_பயனர்_அடையாளத்தைப்_பெறு
getgid	குழு_அடையாளத்தைப்_பெறு
getpeername	எதிர்_முனையின்_முகவரியைப்_பெறு
getpid	செயல்முறை_அடையாளத்தைப்_பெறு
getppid	தாய்_செயல்முறை_அடையாளத்தைப்_பெறு
getsockname	உள்ளக_முனையின்_முகவரியைப்_பெறு
getuid	பயனர்_அடையாளத்தைப்_பெறு
hostlong	பொறி_வரிசையில்_32_இரும_இலக்க_மதிப்பு
hostshort	பொறி_வரிசையில்_16_இரும_இலக்க_மதிப்பு
htonl	_32_இரும_இலக்கங்களை_வலை_வரிசைக்கு_மாற்று
htons	_16_இரும_இலக்கங்களை_வலை_வரிசைக்கு_மாற்று
in_addr	பிணையங்களிடை_முகவரி
in_addr_t	பிணையங்களிடை_முகவரி_மதிப்பு_வகை
in_port_t	தொடர்பு_வாயில்_எண்_வகை
isatty	முனையமா_எனச்_சோதி
listen	இணைப்புகளை_ஏற்கத்_தயாராகு
lseek	கோப்பின்_படிப்பிடத்தை_நகர்த்து
lstat	இணைப்பின்_சொந்த_நிலையைப்_பெறு
netlong	பிணைய_வரிசையில்_32_இரும_இலக்க_மதிப்பு
netshort	பிணைய_வரிசையில்_16_இரும_இலக்க_மதிப்பு
ntohl	_32_இரும_இலக்கங்களைப்_பொறி_வரிசைக்கு_மாற்று
ntohs	_16_இரும_இலக்கங்களைப்_பொறி_வரிசைக்கு_மாற்று
open	திற
read	படி
recv	பெறு
recvfrom	அனுப்பிய_முகவரியுடன்_பெறு
s_addr	முகவரி_மதிப்பு
sa_data	முகவரித்_தரவு
sa_family	முனை_முகவரிக்_குடும்பம்
sa_family_t	முகவரிக்_குடும்ப_வகை
sbrk	மாறும்_நினைவக_முடிவை_நகர்த்து
send	அனுப்பு
sendto	இலக்கிற்கு_அனுப்பு
setsockopt	தொடர்பு_முனையின்_விருப்பத்தை_அமை
shutdown	தொடர்புத்_திசையை_மூடு
sin_addr	பிணையங்களிடை_முகவரி_உள்ளடக்கம்
sin_family	பிணையங்களிடை_முகவரிக்_குடும்பம்
sin_port	தொடர்பு_வாயில்_எண்
sin_zero	முகவரி_நிரப்பு
sockaddr	தொடர்பு_முனை_முகவரி
sockaddr_in	பிணையங்களிடை_முனை_முகவரி
socket	தொடர்பு_முனையை_உருவாக்கு
socklen_t	முகவரி_நீள_வகை
stat	கோப்பு_நிலை
sync	அனைத்துப்_பதிவுகளையும்_ஒத்திசை
uname	அமைப்புத்_தகவலைப்_பெறு
wait	சேய்க்குக்_காத்திரு
waitpid	குறித்த_சேய்க்குக்_காத்திரு
write	எழுது
