원래경로	변환경로
tools/decode-virtualbox-log.sh	herramientas/interpretar_registro_serie.sh
tools/offsets.go	herramientas/desplazamientos_de_estructura.go
userland/posix/Makefile	espacio_de_usuario/posix/Makefile
userland/posix/TEST_RESULTS.md	espacio_de_usuario/posix/TEST_RESULTS.md
userland/posix/include/arpa/inet.h	espacio_de_usuario/posix/declaraciones/arpa/inet.h
userland/posix/include/engos/syscall.h	espacio_de_usuario/posix/declaraciones/sys/syscall.h
userland/posix/include/errno.h	espacio_de_usuario/posix/declaraciones/errno.h
userland/posix/include/fcntl.h	espacio_de_usuario/posix/declaraciones/fcntl.h
userland/posix/include/netinet/in.h	espacio_de_usuario/posix/declaraciones/netinet/in.h
userland/posix/include/stddef.h	espacio_de_usuario/posix/declaraciones/stddef.h
userland/posix/include/stdint.h	espacio_de_usuario/posix/declaraciones/stdint.h
userland/posix/include/sys/socket.h	espacio_de_usuario/posix/declaraciones/sys/socket.h
userland/posix/include/sys/stat.h	espacio_de_usuario/posix/declaraciones/sys/stat.h
userland/posix/include/sys/types.h	espacio_de_usuario/posix/declaraciones/sys/types.h
userland/posix/include/sys/utsname.h	espacio_de_usuario/posix/declaraciones/sys/utsname.h
userland/posix/include/sys/wait.h	espacio_de_usuario/posix/declaraciones/sys/wait.h
userland/posix/include/unistd.h	espacio_de_usuario/posix/declaraciones/unistd.h
userland/posix/linker.ld	espacio_de_usuario/posix/disposición_de_enlace.ld
userland/posix/src/crt0.S	espacio_de_usuario/posix/implementación/arranque.S
userland/posix/src/errno.c	espacio_de_usuario/posix/implementación/número_de_error.c
userland/posix/src/fcntl.c	espacio_de_usuario/posix/implementación/control_de_archivo.c
userland/posix/src/socket.c	espacio_de_usuario/posix/implementación/socket.c
userland/posix/src/stat.c	espacio_de_usuario/posix/implementación/estado_de_archivo.c
userland/posix/src/syscall.S	espacio_de_usuario/posix/implementación/llamada_al_sistema.S
userland/posix/src/unistd.c	espacio_de_usuario/posix/implementación/unistd.c
userland/posix/tests/compile.c	espacio_de_usuario/posix/pruebas/compile.c
userland/posix/tests/exec_runtime.c	espacio_de_usuario/posix/pruebas/exec_runtime.c
userland/posix/tests/exec_target.c	espacio_de_usuario/posix/pruebas/exec_target.c
userland/posix/tests/fork_runtime.c	espacio_de_usuario/posix/pruebas/fork_runtime.c
userland/posix/tests/heap_runtime.c	espacio_de_usuario/posix/pruebas/heap_runtime.c
userland/posix/tests/runtime.c	espacio_de_usuario/posix/pruebas/runtime.c
userland/posix/tests/socket_runtime.c	espacio_de_usuario/posix/pruebas/socket_runtime.c
userland/posix/tests/stdin_runtime.c	espacio_de_usuario/posix/pruebas/stdin_runtime.c
