standard_identifier	native_identifier	category	status
O_DIRECTORY	モクロクノミユルス	interface-constant	project-proposal
O_EXCL	シンキブンショノミユルス	interface-constant	project-proposal
O_RDONLY	ヨミトリセンヨウデヒラク	interface-constant	project-proposal
O_RDWR	ヨミカキリョウヨウデヒラク	interface-constant	project-proposal
O_TRUNC	キゾンナイヨウヲカラニスル	interface-constant	project-proposal
O_WRONLY	カキコミセンヨウデヒラク	interface-constant	project-proposal
PF_INET	ソウゴセツゾクモウキヤクケイトウ	network-declaration	project-proposal
R_OK	ヨミトリケンゲンカクニン	interface-constant	project-proposal
SC0	ヒキスウナシタイケイヨビダシ	implementation-helper	project-proposal
SC1	ヒキスウヒトツタイケイヨビダシ	implementation-helper	project-proposal
SC2	ヒキスウフタツタイケイヨビダシ	implementation-helper	project-proposal
SC3	ヒキスウミッツタイケイヨビダシ	implementation-helper	project-proposal
SCHAR_MAX	フゴウツキモジセイスウサイダイチ	integer-limit	project-proposal
SCHAR_MIN	フゴウツキモジセイスウサイショウチ	integer-limit	project-proposal
SC_accept	ツウシンタンテン_セツゾクヨウキュウヲウケイレル	internal-name	derived-from-call-role
SC_bind	ツウシンタンテン_キョクショバンチヲムスブ	internal-name	derived-from-call-role
SC_connect	ツウシンタンテン_アイテタンテンニツナグ	internal-name	derived-from-call-role
SC_getpeername	ツウシンタンテン_アイテタンテンノバンチヲエル	internal-name	derived-from-call-role
SC_getsockname	ツウシンタンテン_キョクショタンテンノバンチヲエル	internal-name	derived-from-call-role
SC_listen	ツウシンタンテン_セツゾクヨウキュウニソナエル	internal-name	derived-from-call-role
SC_recv	ツウシンタンテン_ウケトル	internal-name	derived-from-call-role
SC_recvfrom	ツウシンタンテン_ソウシンモトトトモニウケトル	internal-name	derived-from-call-role
SC_send	ツウシンタンテン_オクル	internal-name	derived-from-call-role
SC_sendto	ツウシンタンテン_アテサキニオクル	internal-name	derived-from-call-role
SC_setsockopt	ツウシンタンテン_ツウシンタンテンヲセッテイスル	internal-name	derived-from-call-role
SC_shutdown	ツウシンタンテン_ツウシンホウコウヲトジル	internal-name	derived-from-call-role
SC_socket	ツウシンタンテン_ツウシンタンテンヲツクル	internal-name	derived-from-call-role
SEEK_CUR	ゲンザイキジュンイチ	interface-constant	project-proposal
SEEK_END	マツビキジュンイチ	interface-constant	project-proposal
SEEK_SET	セントウキジュンイチ	interface-constant	project-proposal
SHRT_MAX	タンセイスウサイダイチ	integer-limit	project-proposal
SHRT_MIN	タンセイスウサイショウチ	integer-limit	project-proposal
SHUT_RD	ジュシンテイシ	network-declaration	project-proposal
SHUT_RDWR	ソウホウコウテイシ	network-declaration	project-proposal
SHUT_WR	ソウシンテイシ	network-declaration	project-proposal
SOCK_DGRAM	シリョウデンブンタンテン	network-declaration	project-proposal
SOCK_STREAM	シリョウリュウタンテン	network-declaration	project-proposal
STDERR_FILENO	ヒョウジュンアヤマリシュツリョクバンゴウ	interface-constant	project-proposal
STDIN_FILENO	ヒョウジュンニュウリョクバンゴウ	interface-constant	project-proposal
STDOUT_FILENO	ヒョウジュンシュツリョクバンゴウ	interface-constant	project-proposal
SYS_access	タイケイヨビダシ_リヨウケンゲンヲシラベル	internal-name	derived-from-call-role
SYS_brk	タイケイヨビダシ_ドウテキキオクノシュウタンヲサダメル	internal-name	derived-from-call-role
SYS_chdir	タイケイヨビダシ_サギョウモクロクヲカエル	internal-name	derived-from-call-role
SYS_close	タイケイヨビダシ_トジル	internal-name	derived-from-call-role
SYS_creat	タイケイヨビダシ_ブンショヲツクル	internal-name	derived-from-call-role
SYS_dup	タイケイヨビダシ_ヒライタブンショノサンショウヲフクセイスル	internal-name	derived-from-call-role
SYS_dup2	タイケイヨビダシ_シテイバンゴウニブンショサンショウヲフクセイスル	internal-name	derived-from-call-role
SYS_execve	タイケイヨビダシ_ジッコウナイヨウヲオキカエル	internal-name	derived-from-call-role
SYS_exit	タイケイヨビダシ_タダチニシュウリョウスル	internal-name	derived-from-call-role
SYS_fcntl	タイケイヨビダシ_ブンショヲセイギョスル	internal-name	derived-from-call-role
SYS_fork	タイケイヨビダシ_ジッコウカテイヲブンキスル	internal-name	derived-from-call-role
SYS_fstat	タイケイヨビダシ_ヒライタブンショノジョウタイヲエル	internal-name	derived-from-call-role
SYS_fsync	タイケイヨビダシ_ブンショノキロクヲドウキスル	internal-name	derived-from-call-role
SYS_getcwd	タイケイヨビダシ_サギョウモクロクノケイロヲエル	internal-name	derived-from-call-role
SYS_getegid	タイケイヨビダシ_ジッコウショゾククミバンゴウヲエル	internal-name	derived-from-call-role
SYS_geteuid	タイケイヨビダシ_ジッコウリヨウシャバンゴウヲエル	internal-name	derived-from-call-role
SYS_getgid	タイケイヨビダシ_ショゾククミバンゴウヲエル	internal-name	derived-from-call-role
SYS_getpid	タイケイヨビダシ_ジッコウカテイバンゴウヲエル	internal-name	derived-from-call-role
SYS_getppid	タイケイヨビダシ_オヤジッコウカテイバンゴウヲエル	internal-name	derived-from-call-role
SYS_getuid	タイケイヨビダシ_リヨウシャバンゴウヲエル	internal-name	derived-from-call-role
SYS_lseek	タイケイヨビダシ_ヨミカキイチヲウツス	internal-name	derived-from-call-role
SYS_lstat	タイケイヨビダシ_レンケツジタイノジョウタイヲエル	internal-name	derived-from-call-role
SYS_open	タイケイヨビダシ_ヒラク	internal-name	derived-from-call-role
SYS_read	タイケイヨビダシ_ヨム	internal-name	derived-from-call-role
SYS_socketcall	ツウシンタンテンタイケイヨビダシバンゴウ	implementation-helper	project-proposal
SYS_stat	タイケイヨビダシ_ブンショジョウタイ	internal-name	derived-from-call-role
SYS_sync	タイケイヨビダシ_スベテノキロクヲドウキスル	internal-name	derived-from-call-role
SYS_uname	タイケイヨビダシ_タイケイジョウホウヲエル	internal-name	derived-from-call-role
SYS_write	タイケイヨビダシ_カク	internal-name	derived-from-call-role
S_IFCHR	モジソウチシュルイ	interface-constant	project-proposal
S_IFDIR	モクロクシュルイ	interface-constant	project-proposal
S_IFMT	ブンショシュルイチュウシュツチ	interface-constant	project-proposal
S_IFREG	ツウジョウブンショシュルイ	interface-constant	project-proposal
S_IRGRP	ショゾククミヨミトリケンゲン	interface-constant	project-proposal
S_IROTH	タシャヨミトリケンゲン	interface-constant	project-proposal
S_IRUSR	ショユウシャヨミトリケンゲン	interface-constant	project-proposal
S_ISCHR	モジソウチホウシキハンテイ	interface-constant	project-proposal
S_ISDIR	モクロクホウシキハンテイ	interface-constant	project-proposal
S_ISREG	ツウジョウブンショホウシキハンテイ	interface-constant	project-proposal
S_IWGRP	ショゾククミカキコミケンゲン	interface-constant	project-proposal
S_IWOTH	タシャカキコミケンゲン	interface-constant	project-proposal
S_IWUSR	ショユウシャカキコミケンゲン	interface-constant	project-proposal
S_IXGRP	ショゾククミジッコウケンゲン	interface-constant	project-proposal
S_IXOTH	タシャジッコウケンゲン	interface-constant	project-proposal
S_IXUSR	ショユウシャジッコウケンゲン	interface-constant	project-proposal
UCHAR_MAX	フゴウナシモジセイスウサイダイチ	integer-limit	project-proposal
UINT_MAX	フゴウナシセイスウサイダイチ	integer-limit	project-proposal
ULLONG_MAX	フゴウナシチョウチョウセイスウサイダイチ	integer-limit	project-proposal
ULONG_MAX	フゴウナシチョウセイスウサイダイチ	integer-limit	project-proposal
USHRT_MAX	フゴウナシタンセイスウサイダイチ	integer-limit	project-proposal
WEXITSTATUS	シュウリョウチトリダシ	interface-constant	project-proposal
WIFEXITED	セイジョウシュウリョウハンテイ	interface-constant	project-proposal
WNOHANG	ミジュンビナラマタナイ	interface-constant	project-proposal
W_OK	カキコミケンゲンカクニン	interface-constant	project-proposal
X_OK	ジッコウケンゲンカクニン	interface-constant	project-proposal
_LIBC_ARPA_INET_H	_センゲン_ツウシンバンチ_ハチケタグミジュンジョ	internal-name	derived-from-native-header-path
_LIBC_CTYPE_H	_センゲン_モジブンルイ	internal-name	derived-from-native-header-path
_LIBC_ERRNO_H	_センゲン_アヤマリバンゴウ	internal-name	derived-from-native-header-path
_LIBC_FCNTL_H	_センゲン_ブンショセイギョ	internal-name	derived-from-native-header-path
_LIBC_LIMITS_H	_センゲン_セイスウゲンカイ	internal-name	derived-from-native-header-path
_LIBC_NETINET_IN_H	_センゲン_ソウゴセツゾクモウ_バンチ	internal-name	derived-from-native-header-path
_LIBC_STDDEF_H	_センゲン_キホンテイギ	internal-name	derived-from-native-header-path
_LIBC_STDINT_H	_センゲン_セイスウガタ	internal-name	derived-from-native-header-path
_LIBC_STDLIB_H	_センゲン_イッパンカンスウ	internal-name	derived-from-native-header-path
_LIBC_STRINGS_H	_センゲン_モジレツダイショウヒカク	internal-name	derived-from-native-header-path
_LIBC_STRING_H	_センゲン_モジレツトキオクナイヨウ	internal-name	derived-from-native-header-path
_LIBC_SYSCALL_H	_センゲン_タイケイ_タイケイヨビダシ	internal-name	derived-from-native-header-path
_LIBC_SYS_SOCKET_H	_センゲン_タイケイ_ツウシンタンテン	internal-name	derived-from-native-header-path
_LIBC_SYS_STAT_H	_センゲン_タイケイ_ブンショジョウタイ	internal-name	derived-from-native-header-path
_LIBC_SYS_TYPES_H	_センゲン_タイケイ_シリョウガタ	internal-name	derived-from-native-header-path
_LIBC_SYS_UTSNAME_H	_センゲン_タイケイ_タイケイジョウホウ	internal-name	derived-from-native-header-path
_LIBC_SYS_WAIT_H	_センゲン_タイケイ_コノタイキ	internal-name	derived-from-native-header-path
_LIBC_UNISTD_H	_センゲン_ニュウシュツリョクトジッコウ	internal-name	derived-from-native-header-path
__posix_library_test	カンスウシュウノドウサヲタメス	variable	project-proposal
_exit	タダチニシュウリョウスル	function	project-proposal
a	ウケワタシアタイ	variable	project-proposal
a1	ダイイチヒキスウ	variable	project-proposal
a2	ダイニヒキスウ	variable	project-proposal
a3	ダイサンヒキスウ	variable	project-proposal
a4	ダイヨンヒキスウ	variable	project-proposal
a5	ダイゴヒキスウ	variable	project-proposal
a6	ダイロクヒキスウ	variable	project-proposal
abs	セイスウノゼッタイチヲエル	function	project-proposal
accept	セツゾクヨウキュウヲウケイレル	function	project-proposal
access	リヨウケンゲンヲシラベル	function	project-proposal
address	バンチ	variable	project-proposal
address_len	バンチスンポウ	variable	project-proposal
address_length	バンチチョウ	variable	project-proposal
argc	ヒキスウノカズ	implementation-helper	project-proposal
args	カヘンヒキスウ	variable	project-proposal
args_fail	ヒキスウケンサシッパイ	implementation-helper	project-proposal
args_pass	ヒキスウケンサセイコウ	implementation-helper	project-proposal
argument	ヒキスウチ	variable	project-proposal
arguments	ウケワタシヒキスウイチラン	variable	project-proposal
argv	ヒキスウイチラン	variable	project-proposal
atoi	ジュッシンモジレツヲセイスウトシテヨム	function	project-proposal
atol	ジュッシンモジレツヲチョウセイスウトシテヨム	function	project-proposal
available	リヨウカノウハンテイ	variable	project-proposal
b	ダイニチ	variable	project-proposal
backlog	タイキジョウゲン	variable	project-proposal
bind	キョクショバンチヲムスブ	function	project-proposal
blkcnt_t	クカクスウガタ	scalar-type	project-proposal
blksize_t	クカクチョウガタ	scalar-type	project-proposal
brk	ドウテキキオクノシュウタンヲサダメル	function	project-proposal
bsearch	セイレツズミハイレツヲニブンタンサクスル	function	project-proposal
bss_zeroed	ミショキカシリョウノレイウメ	implementation-helper	project-proposal
buf	カンショウリョウイキ	variable	project-proposal
buffer	シリョウカンショウリョウイキ	variable	project-proposal
byte	ハチケタグミチ	implementation-helper	project-proposal
bytes	ハチケタグミハイレツ	implementation-helper	project-proposal
c	ダイサンチ	variable	project-proposal
call	ツウシンヨビダシバンゴウ	variable	project-proposal
calloc	レイデミタシタハイレツリョウイキヲカクホスル	function	project-proposal
capacity	ヨウリョウ	variable	project-proposal
character	モジチ	variable	project-proposal
chdir	サギョウモクロクヲカエル	function	project-proposal
checks	ケンサスウ	implementation-helper	project-proposal
child	コノイチ	variable	project-proposal
client	ヨウキュウタンテン	implementation-helper	project-proposal
cloexec_fail	ジッコウチカンジヘイサシッパイ	implementation-helper	project-proposal
cloexec_pass	ジッコウチカンジヘイサセイコウ	implementation-helper	project-proposal
close	トジル	function	project-proposal
cmd	セイギョメイレイ	variable	project-proposal
compare	ヒカクカンスウ	variable	project-proposal
compare_int	セイスウヲヒカクスル	variable	project-proposal
connect	アイテタンテンニツナグ	function	project-proposal
copy	フクシャチ	implementation-helper	project-proposal
copy_length	フクシャチョウ	variable	project-proposal
count	スウリョウ	variable	project-proposal
creat	ブンショヲツクル	function	project-proposal
current	ゲンザイシュウタン	variable	project-proposal
cursor	シンコウイチ	variable	project-proposal
cwd	サギョウモクロク	implementation-helper	project-proposal
decoded	カイシャクチ	implementation-helper	project-proposal
delimiters	クギリチシュウゴウ	variable	project-proposal
dest_addr	アテサキバンチ	variable	project-proposal
dest_len	アテサキバンチチョウ	variable	project-proposal
destination	カキコミサキ	variable	project-proposal
dev_t	ソウチバンゴウガタ	scalar-type	project-proposal
digit	スウジチ	variable	project-proposal
digit_value	スウジチヲエル	variable	project-proposal
div	セイスウノショウトアマリヲエル	function	project-proposal
div_t	セイスウジョザンケッカガタ	variable	project-proposal
domain	バンチケイトウ	variable	project-proposal
dup	ヒライタブンショノサンショウヲフクセイスル	function	project-proposal
dup2	シテイバンゴウニブンショサンショウヲフクセイスル	function	project-proposal
element_size	ヨウソノオオキサ	variable	project-proposal
elements	ヨウソハイレツ	variable	project-proposal
end_pointer	ヘンカンシュウタンバンチ	variable	project-proposal
environ	カンキョウヘンスウイチラン	variable	project-proposal
envp	カンキョウイチラン	variable	project-proposal
errno	アヤマリバンゴウ	variable	project-proposal
execve	ジッコウナイヨウヲオキカエル	function	project-proposal
expected_errno	キタイアヤマリバンゴウ	implementation-helper	project-proposal
failed_with	シテイアヤマリニヨルシッパイハンテイ	implementation-helper	project-proposal
failure	シッパイハンテイ	implementation-helper	project-proposal
failures	シッパイスウ	implementation-helper	project-proposal
fcntl	ブンショヲセイギョスル	function	project-proposal
fd	ブンショキジュツバンゴウ	variable	project-proposal
first	サイショノコウ	implementation-helper	project-proposal
first_match	サイショノイッチイチ	variable	project-proposal
flags	ショリシテイ	variable	project-proposal
fork	ジッコウカテイヲブンキスル	function	project-proposal
found	ハッケンイチ	variable	project-proposal
free	キオクリョウイキヲカエス	function	project-proposal
fstat	ヒライタブンショノジョウタイヲエル	function	project-proposal
fsync	ブンショノキロクヲドウキスル	function	project-proposal
getcwd	サギョウモクロクノケイロヲエル	function	project-proposal
getegid	ジッコウショゾククミバンゴウヲエル	function	project-proposal
getenv	カンキョウヘンスウノアタイヲエル	function	project-proposal
geteuid	ジッコウリヨウシャバンゴウヲエル	function	project-proposal
getgid	ショゾククミバンゴウヲエル	function	project-proposal
getpeername	アイテタンテンノバンチヲエル	function	project-proposal
getpid	ジッコウカテイバンゴウヲエル	function	project-proposal
getppid	オヤジッコウカテイバンゴウヲエル	function	project-proposal
getsockname	キョクショタンテンノバンチヲエル	function	project-proposal
getuid	リヨウシャバンゴウヲエル	function	project-proposal
gid_t	ショゾククミバンゴウガタ	scalar-type	project-proposal
heap_block	キオククカク	variable	project-proposal
heap_head	サイショノクカク	variable	project-proposal
high	ウエキョウカイ	variable	project-proposal
hole	コウカイチ	variable	project-proposal
hostlong	キカイジュン32ニシンケタチ	network-declaration	project-proposal
hostshort	キカイジュン16ニシンケタチ	network-declaration	project-proposal
how	トジルホウコウ	variable	project-proposal
htonl	ツウシンモウジュンニ32ケタヲカエル	function	project-proposal
htons	ツウシンモウジュンニ16ケタヲカエル	function	project-proposal
i	コウノソエジ	implementation-helper	project-proposal
in_addr	ソウゴセツゾクモウバンチ	network-declaration	project-proposal
in_addr_t	ソウゴセツゾクモウバンチチガタ	network-declaration	project-proposal
in_port_t	ツウシンマドグチバンゴウガタ	network-declaration	project-proposal
increment	ゾウブン	variable	project-proposal
index	ソエジ	variable	project-proposal
ino_t	ブンショコユウバンゴウガタ	scalar-type	project-proposal
input	ニュウリョクイチ	variable	project-proposal
int16_t	フゴウツキ16ニシンケタセイスウ	scalar-type	project-proposal
int32_t	フゴウツキ32ニシンケタセイスウ	scalar-type	project-proposal
int64_t	フゴウツキ64ニシンケタセイスウ	scalar-type	project-proposal
int8_t	フゴウツキ8ニシンケタセイスウ	scalar-type	project-proposal
intptr_t	バンチハバフゴウツキセイスウ	scalar-type	project-proposal
is_unsigned	フゴウナシハンテイ	variable	project-proposal
isalnum	エイジカスウジカシラベル	function	project-proposal
isalpha	エイジカシラベル	function	project-proposal
isatty	タンマツカシラベル	function	project-proposal
isblank	スイヘイクウハクカシラベル	function	project-proposal
iscntrl	セイギョモジカシラベル	function	project-proposal
isdigit	ジュッシンスウジカシラベル	function	project-proposal
isgraph	クウハクイガイノインジモジカシラベル	function	project-proposal
islower	コモジカシラベル	function	project-proposal
isprint	インジモジカシラベル	function	project-proposal
ispunct	クトウキゴウカシラベル	function	project-proposal
isspace	クウハクモジカシラベル	function	project-proposal
isupper	オオモジカシラベル	function	project-proposal
isxdigit	ジュウロクシンスウジカシラベル	function	project-proposal
iteration	ハンプクカイスウ	implementation-helper	project-proposal
labs	チョウセイスウノゼッタイチヲエル	function	project-proposal
last_block	サイゴノクカク	variable	project-proposal
ldiv	チョウセイスウノショウトアマリヲエル	function	project-proposal
ldiv_t	チョウセイスウジョザンケッカガタ	variable	project-proposal
left	ヒダリノアタイ	variable	project-proposal
length	ナガサ	variable	project-proposal
length_of	モジレツチョウヲエル	implementation-helper	project-proposal
level	セッテイカイソウ	variable	project-proposal
limit	ジョウゲン	variable	project-proposal
listen	セツゾクヨウキュウニソナエル	function	project-proposal
loaded	ヨミコミチ	implementation-helper	project-proposal
low	シタキョウカイ	variable	project-proposal
lseek	ヨミカキイチヲウツス	function	project-proposal
lstat	レンケツジタイノジョウタイヲエル	function	project-proposal
m	ケンサホウシキ	variable	project-proposal
machine	キカイシュルイ	structure-field	project-proposal
magnitude	オオキサノアタイ	variable	project-proposal
malloc	キオクリョウイキヲカクホスル	function	project-proposal
maximum	サイダイチ	variable	project-proposal
memchr	キオクリョウイキカラアタイヲサガス	function	project-proposal
memcmp	キオクナイヨウヲヒカクスル	function	project-proposal
memcpy	キオクナイヨウヲフクシャスル	function	project-proposal
memmove	カサナリヲユルシテキオクナイヨウヲウツス	function	project-proposal
memory	キオクリョウイキ	implementation-helper	project-proposal
memset	キオクリョウイキヲアタイデミタス	function	project-proposal
message	デンブン	variable	project-proposal
middle	チュウオウイチ	variable	project-proposal
mode	リヨウホウシキ	variable	project-proposal
mode_t	ブンショホウシキガタ	scalar-type	project-proposal
n	ヨビダシシュルイ	variable	project-proposal
name	ナマエ	variable	project-proposal
negative	フスウハンテイ	variable	project-proposal
netlong	ツウシンモウジュン32ニシンケタチ	network-declaration	project-proposal
netshort	ツウシンモウジュン16ニシンケタチ	network-declaration	project-proposal
newfd	シンキジュツバンゴウ	variable	project-proposal
next_block	ツギノクカク	variable	project-proposal
nlink_t	チョクセツレンケツスウガタ	scalar-type	project-proposal
nodename	キカイメイ	structure-field	project-proposal
ntohl	キカイジュンニ32ケタヲカエル	function	project-proposal
ntohs	キカイジュンニ16ケタヲカエル	function	project-proposal
number	ヨビダシバンゴウ	variable	project-proposal
off_t	ブンショイチガタ	scalar-type	project-proposal
offset	イチサ	variable	project-proposal
oflag	ヒラクサイノシテイ	variable	project-proposal
old	イゼンノアタイ	implementation-helper	project-proposal
oldfd	キュウキジュツバンゴウ	variable	project-proposal
open	ヒラク	function	project-proposal
option_len	セッテイチョウ	variable	project-proposal
option_name	セッテイメイ	variable	project-proposal
option_value	セッテイチ	variable	project-proposal
options	センタクジコウ	variable	project-proposal
overflow	ハンイチョウカハンテイ	variable	project-proposal
padding	セイレツウメコミチョウ	variable	project-proposal
parent	オヤカテイ	implementation-helper	project-proposal
parse_unsigned	フゴウナシスウヲカイシャクスル	variable	project-proposal
pass	ケンサゴウカク	implementation-helper	project-proposal
passed	ゴウカクハンテイ	implementation-helper	project-proposal
path	ケイロ	variable	project-proposal
pid	ジッコウカテイバンゴウ	variable	project-proposal
pid_t	ジッコウカテイバンゴウガタ	scalar-type	project-proposal
posix_compile_test	センゲンホンヤクシケン	implementation-helper	project-proposal
posix_test_heap	ドウテキキオクドウサシケン	implementation-helper	project-proposal
posix_test_process	ジッコウカテイドウサシケン	implementation-helper	project-proposal
private_value	カテイセンヨウチ	implementation-helper	project-proposal
protocol	ツウシンキヤク	variable	project-proposal
ptrdiff_t	バンチサガタ	scalar-type	project-proposal
qsort	ヒカクキジュンデセイレツスル	function	project-proposal
quot	ショウ	variable	project-proposal
radix	キスウ	variable	project-proposal
raw	カクホモトバンチ	variable	project-proposal
read	ヨム	function	project-proposal
realloc	キオクリョウイキノオオキサヲカエル	function	project-proposal
reap_nohang	マタズニコヲカイシュウ	implementation-helper	project-proposal
recv	ウケトル	function	project-proposal
recvfrom	ソウシンモトトトモニウケトル	function	project-proposal
release	タイケイハイフバン	structure-field	project-proposal
rem	アマリ	variable	project-proposal
remaining	ザンスウ	variable	project-proposal
report	ケッカヲホウコク	implementation-helper	project-proposal
requested	ヨウキュウシュウタン	variable	project-proposal
result	ケッカ	variable	project-proposal
right	ミギノアタイ	variable	project-proposal
root	ネノケイロ	implementation-helper	project-proposal
s	ケンサシリョウ	implementation-helper	project-proposal
s_addr	バンチチ	network-declaration	project-proposal
sa_data	バンチシリョウ	network-declaration	project-proposal
sa_family	タンテンバンチケイトウ	network-declaration	project-proposal
sa_family_t	バンチケイトウガタ	network-declaration	project-proposal
saved_environment	ホゾンカンキョウイチラン	variable	project-proposal
saved_errno	ホゾンアヤマリバンゴウ	variable	project-proposal
saved_state	ホゾンシンコウジョウタイ	variable	project-proposal
say	デンブンヲカク	implementation-helper	project-proposal
sbrk	ドウテキキオクノシュウタンヲウツス	function	project-proposal
second	ニバンメノコウ	implementation-helper	project-proposal
send	オクル	function	project-proposal
sendto	アテサキニオクル	function	project-proposal
server	オウトウタンテン	implementation-helper	project-proposal
server_address	オウトウタンテンバンチ	implementation-helper	project-proposal
setsockopt	ツウシンタンテンヲセッテイスル	function	project-proposal
shutdown	ツウシンホウコウヲトジル	function	project-proposal
sift_down	カホウヘセイレツヲナオス	variable	project-proposal
sin_addr	セツゾクモウバンチナイヨウ	network-declaration	project-proposal
sin_family	セツゾクモウバンチケイトウ	network-declaration	project-proposal
sin_port	ツウシンマドグチバンゴウ	network-declaration	project-proposal
sin_zero	バンチノウメアワセ	network-declaration	project-proposal
size	オオキサ	variable	project-proposal
size_t	オオキサガタ	scalar-type	project-proposal
sockaddr	ツウシンタンテンバンチ	network-declaration	project-proposal
sockaddr_in	ソウゴセツゾクモウタンテンバンチ	network-declaration	project-proposal
socket	ツウシンタンテンヲツクル	function	project-proposal
socket_call	ツウシンタンテンヲヨビダス	variable	project-proposal
socklen_t	バンチチョウガタ	network-declaration	project-proposal
source	ヨミダシモト	variable	project-proposal
source_length	ソウシンモトバンチチョウ	implementation-helper	project-proposal
spin	カイテンカイスウ	implementation-helper	project-proposal
spins	カイテンスウ	implementation-helper	project-proposal
ssize_t	フゴウツキオオキサガタ	scalar-type	project-proposal
st	ジョウタイシリョウ	variable	project-proposal
st_atime	サイシュウサンショウジコク	structure-field	project-proposal
st_atimensec	サイシュウサンショウジュウオクブンビョウ	structure-field	project-proposal
st_blksize	スイショウニュウシュツリョククカクチョウ	structure-field	project-proposal
st_blocks	ワリアテクカクスウ	structure-field	project-proposal
