원래경로	변환경로
userland/posix/TEST_RESULTS.md	uživatelský_prostor/posix/TEST_RESULTS.md
userland/posix/include/arpa/inet.h	uživatelský_prostor/posix/deklarace/arpa/inet.h
userland/posix/include/engos/syscall.h	uživatelský_prostor/posix/deklarace/sys/syscall.h
userland/posix/include/errno.h	uživatelský_prostor/posix/deklarace/errno.h
userland/posix/include/fcntl.h	uživatelský_prostor/posix/deklarace/fcntl.h
userland/posix/include/netinet/in.h	uživatelský_prostor/posix/deklarace/netinet/in.h
userland/posix/include/stddef.h	uživatelský_prostor/posix/deklarace/stddef.h
userland/posix/include/stdint.h	uživatelský_prostor/posix/deklarace/stdint.h
userland/posix/include/sys/socket.h	uživatelský_prostor/posix/deklarace/sys/socket.h
userland/posix/include/sys/stat.h	uživatelský_prostor/posix/deklarace/sys/stat.h
userland/posix/include/sys/types.h	uživatelský_prostor/posix/deklarace/sys/types.h
userland/posix/include/sys/utsname.h	uživatelský_prostor/posix/deklarace/sys/utsname.h
userland/posix/include/sys/wait.h	uživatelský_prostor/posix/deklarace/sys/wait.h
userland/posix/include/unistd.h	uživatelský_prostor/posix/deklarace/unistd.h
userland/posix/linker.ld	uživatelský_prostor/posix/rozvržení_spojování.ld
userland/posix/src/crt0.S	uživatelský_prostor/posix/implementace/spuštění.S
userland/posix/src/errno.c	uživatelský_prostor/posix/implementace/číslo_chyby.c
userland/posix/src/fcntl.c	uživatelský_prostor/posix/implementace/řízení_souboru.c
userland/posix/src/socket.c	uživatelský_prostor/posix/implementace/socket.c
userland/posix/src/stat.c	uživatelský_prostor/posix/implementace/stav_souboru.c
userland/posix/src/syscall.S	uživatelský_prostor/posix/implementace/systémové_volání.S
userland/posix/src/unistd.c	uživatelský_prostor/posix/implementace/unistd.c
userland/posix/tests/compile.c	uživatelský_prostor/posix/zkoušky/compile.c
userland/posix/tests/exec_runtime.c	uživatelský_prostor/posix/zkoušky/exec_runtime.c
userland/posix/tests/exec_target.c	uživatelský_prostor/posix/zkoušky/exec_target.c
userland/posix/tests/fork_runtime.c	uživatelský_prostor/posix/zkoušky/fork_runtime.c
userland/posix/tests/heap_runtime.c	uživatelský_prostor/posix/zkoušky/heap_runtime.c
userland/posix/tests/runtime.c	uživatelský_prostor/posix/zkoušky/runtime.c
userland/posix/tests/socket_runtime.c	uživatelský_prostor/posix/zkoušky/socket_runtime.c
userland/posix/tests/stdin_runtime.c	uživatelský_prostor/posix/zkoušky/stdin_runtime.c
