standard_identifier	native_identifier	category	status
SCHAR_MIN	SCHAR_MIN	integer-limit	pending-language-review
SC_accept	SC_قبول_اتصال	internal-name	derived-from-call-role
SC_bind	SC_ربط_عنوان_محلي	internal-name	derived-from-call-role
SC_connect	SC_الاتصال_بالطرف_المقابل	internal-name	derived-from-call-role
SC_getpeername	SC_جلب_عنوان_الطرف_المقابل	internal-name	derived-from-call-role
SC_getsockname	SC_جلب_عنوان_النقطة_المحلية	internal-name	derived-from-call-role
SC_listen	SC_تهيئة_استقبال_الاتصالات	internal-name	derived-from-call-role
SC_recv	SC_استقبال	internal-name	derived-from-call-role
SC_recvfrom	SC_استقبال_مع_عنوان_المصدر	internal-name	derived-from-call-role
SC_send	SC_إرسال	internal-name	derived-from-call-role
SC_sendto	SC_إرسال_إلى_وجهة	internal-name	derived-from-call-role
SC_setsockopt	SC_ضبط_خيار_نقطة_الاتصال	internal-name	derived-from-call-role
SC_shutdown	SC_إغلاق_اتجاه_الاتصال	internal-name	derived-from-call-role
SC_socket	SC_إنشاء_نقطة_اتصال	internal-name	derived-from-call-role
SEEK_CUR	SEEK_CUR	interface-constant	pending-language-review
SEEK_END	SEEK_END	interface-constant	pending-language-review
SEEK_SET	SEEK_SET	interface-constant	pending-language-review
SHRT_MAX	SHRT_MAX	integer-limit	pending-language-review
SHRT_MIN	SHRT_MIN	integer-limit	pending-language-review
SHUT_RD	إيقاف_الاستقبال	network-declaration	project-proposal
SHUT_RDWR	إيقاف_الاتجاهين	network-declaration	project-proposal
SHUT_WR	إيقاف_الإرسال	network-declaration	project-proposal
SOCK_DGRAM	نقطة_رزم_البيانات	network-declaration	project-proposal
SOCK_STREAM	نقطة_تدفق_البيانات	network-declaration	project-proposal
STDERR_FILENO	STDERR_FILENO	interface-constant	pending-language-review
STDIN_FILENO	STDIN_FILENO	interface-constant	pending-language-review
STDOUT_FILENO	STDOUT_FILENO	interface-constant	pending-language-review
SYS_access	SYS_فحص_صلاحيات_الوصول	internal-name	derived-from-call-role
SYS_brk	SYS_تعيين_نهاية_الذاكرة_المتغيرة	internal-name	derived-from-call-role
SYS_chdir	SYS_تغيير_دليل_العمل	internal-name	derived-from-call-role
SYS_close	SYS_إغلاق	internal-name	derived-from-call-role
SYS_creat	SYS_إنشاء_ملف	internal-name	derived-from-call-role
SYS_dup	SYS_نسخ_مرجع_الملف_المفتوح	internal-name	derived-from-call-role
SYS_dup2	SYS_نسخ_مرجع_الملف_إلى_رقم_محدد	internal-name	derived-from-call-role
SYS_execve	SYS_استبدال_البرنامج_الجاري	internal-name	derived-from-call-role
SYS_exit	SYS_إنهاء_فوري	internal-name	derived-from-call-role
SYS_fcntl	SYS_التحكم_في_الملف	internal-name	derived-from-call-role
SYS_fork	SYS_إنشاء_عملية_فرعية	internal-name	derived-from-call-role
SYS_fstat	SYS_جلب_حالة_الملف_المفتوح	internal-name	derived-from-call-role
SYS_fsync	SYS_مزامنة_بيانات_الملف	internal-name	derived-from-call-role
SYS_getcwd	SYS_جلب_مسار_دليل_العمل	internal-name	derived-from-call-role
SYS_getegid	SYS_جلب_معرف_المجموعة_الفعلي	internal-name	derived-from-call-role
SYS_geteuid	SYS_جلب_معرف_المستخدم_الفعلي	internal-name	derived-from-call-role
SYS_getgid	SYS_جلب_معرف_المجموعة	internal-name	derived-from-call-role
SYS_getpid	SYS_جلب_معرف_العملية	internal-name	derived-from-call-role
SYS_getppid	SYS_جلب_معرف_العملية_الأم	internal-name	derived-from-call-role
SYS_getuid	SYS_جلب_معرف_المستخدم	internal-name	derived-from-call-role
SYS_lseek	SYS_نقل_موضع_الملف	internal-name	derived-from-call-role
SYS_lstat	SYS_جلب_حالة_الرابط_نفسه	internal-name	derived-from-call-role
SYS_open	SYS_فتح	internal-name	derived-from-call-role
SYS_read	SYS_قراءة	internal-name	derived-from-call-role
SYS_socketcall	SYS_socketcall	implementation-helper	pending-language-review
SYS_stat	SYS_حالة_الملف	internal-name	derived-from-call-role
SYS_sync	SYS_مزامنة_جميع_البيانات	internal-name	derived-from-call-role
SYS_uname	SYS_جلب_معلومات_النظام	internal-name	derived-from-call-role
SYS_write	SYS_كتابة	internal-name	derived-from-call-role
S_IFCHR	S_IFCHR	interface-constant	pending-language-review
S_IFDIR	S_IFDIR	interface-constant	pending-language-review
S_IFMT	S_IFMT	interface-constant	pending-language-review
S_IFREG	S_IFREG	interface-constant	pending-language-review
S_IRGRP	S_IRGRP	interface-constant	pending-language-review
S_IROTH	S_IROTH	interface-constant	pending-language-review
S_IRUSR	S_IRUSR	interface-constant	pending-language-review
S_ISCHR	S_ISCHR	interface-constant	pending-language-review
S_ISDIR	S_ISDIR	interface-constant	pending-language-review
S_ISREG	S_ISREG	interface-constant	pending-language-review
S_IWGRP	S_IWGRP	interface-constant	pending-language-review
S_IWOTH	S_IWOTH	interface-constant	pending-language-review
S_IWUSR	S_IWUSR	interface-constant	pending-language-review
S_IXGRP	S_IXGRP	interface-constant	pending-language-review
S_IXOTH	S_IXOTH	interface-constant	pending-language-review
S_IXUSR	S_IXUSR	interface-constant	pending-language-review
UCHAR_MAX	UCHAR_MAX	integer-limit	pending-language-review
UINT_MAX	UINT_MAX	integer-limit	pending-language-review
ULLONG_MAX	ULLONG_MAX	integer-limit	pending-language-review
ULONG_MAX	ULONG_MAX	integer-limit	pending-language-review
USHRT_MAX	USHRT_MAX	integer-limit	pending-language-review
WEXITSTATUS	WEXITSTATUS	interface-constant	pending-language-review
WIFEXITED	WIFEXITED	interface-constant	pending-language-review
WNOHANG	WNOHANG	interface-constant	pending-language-review
W_OK	W_OK	interface-constant	pending-language-review
X_OK	X_OK	interface-constant	pending-language-review
_LIBC_ARPA_INET_H	_include_تحويل_عناوين_الاتصال_ترتيب_الثمانيات	internal-name	derived-from-native-header-path
_LIBC_NETINET_IN_H	_include_الشبكات_المترابطة_العنوان	internal-name	derived-from-native-header-path
_LIBC_STDDEF_H	_include_التعريفات_الأساسية	internal-name	derived-from-native-header-path
_LIBC_STDINT_H	_include_أنواع_الأعداد_الصحيحة	internal-name	derived-from-native-header-path
_LIBC_SYSCALL_H	_include_النظام_syscall	internal-name	derived-from-native-header-path
_LIBC_SYS_SOCKET_H	_include_النظام_socket	internal-name	derived-from-native-header-path
_LIBC_SYS_STAT_H	_include_النظام_stat	internal-name	derived-from-native-header-path
_LIBC_SYS_TYPES_H	_include_النظام_أنواع_البيانات	internal-name	derived-from-native-header-path
_LIBC_SYS_UTSNAME_H	_include_النظام_هوية_النظام	internal-name	derived-from-native-header-path
_LIBC_SYS_WAIT_H	_include_النظام_انتظار_العمليات_الفرعية	internal-name	derived-from-native-header-path
__posix_library_test	__posix_library_test	variable	pending-language-review
_exit	إنهاء_فوري	function	project-proposal
a	a	variable	pending-language-review
a1	a1	variable	pending-language-review
a2	a2	variable	pending-language-review
a3	a3	variable	pending-language-review
a4	a4	variable	pending-language-review
a5	a5	variable	pending-language-review
a6	a6	variable	pending-language-review
abs	abs	function	pending-language-review
accept	قبول_اتصال	function	project-proposal
access	فحص_صلاحيات_الوصول	function	project-proposal
address	address	variable	pending-language-review
address_len	address_len	variable	pending-language-review
address_length	address_length	variable	pending-language-review
argc	argc	implementation-helper	pending-language-review
args	args	variable	pending-language-review
args_fail	args_fail	implementation-helper	pending-language-review
args_pass	args_pass	implementation-helper	pending-language-review
argument	argument	variable	pending-language-review
arguments	المعاملات	variable	project-proposal
argv	المعاملات_2	variable	project-proposal
atoi	atoi	function	pending-language-review
atol	atol	function	pending-language-review
available	available	variable	pending-language-review
b	b	variable	pending-language-review
backlog	backlog	variable	pending-language-review
bind	ربط_عنوان_محلي	function	project-proposal
blkcnt_t	blkcnt_t	scalar-type	pending-language-review
blksize_t	blksize_t	scalar-type	pending-language-review
brk	تعيين_نهاية_الذاكرة_المتغيرة	function	project-proposal
bsearch	bsearch	function	pending-language-review
bss_zeroed	bss_zeroed	implementation-helper	pending-language-review
buf	مخزن_النقل_المؤقت	variable	project-proposal
buffer	مخزن_النقل_المؤقت_2	variable	project-proposal
byte	byte	implementation-helper	pending-language-review
bytes	bytes	implementation-helper	pending-language-review
c	c	variable	pending-language-review
call	call	variable	pending-language-review
calloc	calloc	function	pending-language-review
capacity	capacity	variable	pending-language-review
character	character	variable	pending-language-review
chdir	تغيير_دليل_العمل	function	project-proposal
checks	checks	implementation-helper	pending-language-review
child	child	variable	pending-language-review
client	client	implementation-helper	pending-language-review
cloexec_fail	cloexec_fail	implementation-helper	pending-language-review
cloexec_pass	cloexec_pass	implementation-helper	pending-language-review
close	إغلاق	function	project-proposal
cmd	cmd	variable	pending-language-review
compare	compare	variable	pending-language-review
compare_int	compare_int	variable	pending-language-review
connect	الاتصال_بالطرف_المقابل	function	project-proposal
copy	copy	implementation-helper	pending-language-review
copy_length	copy_length	variable	pending-language-review
count	count	variable	pending-language-review
creat	إنشاء_ملف	function	project-proposal
current	current	variable	pending-language-review
cursor	cursor	variable	pending-language-review
cwd	cwd	implementation-helper	pending-language-review
decoded	decoded	implementation-helper	pending-language-review
delimiters	delimiters	variable	pending-language-review
dest_addr	dest_addr	variable	pending-language-review
dest_len	dest_len	variable	pending-language-review
destination	destination	variable	pending-language-review
dev_t	dev_t	scalar-type	pending-language-review
digit	digit	variable	pending-language-review
digit_value	digit_value	variable	pending-language-review
div	div	function	pending-language-review
div_t	div_t	variable	pending-language-review
domain	domain	variable	pending-language-review
dup	نسخ_مرجع_الملف_المفتوح	function	project-proposal
dup2	نسخ_مرجع_الملف_إلى_رقم_محدد	function	project-proposal
element_size	element_size	variable	pending-language-review
elements	elements	variable	pending-language-review
end_pointer	end_pointer	variable	pending-language-review
environ	environ	variable	pending-language-review
envp	envp	variable	pending-language-review
errno	errno	variable	pending-language-review
execve	استبدال_البرنامج_الجاري	function	project-proposal
expected_errno	expected_errno	implementation-helper	pending-language-review
failed_with	failed_with	implementation-helper	pending-language-review
failure	failure	implementation-helper	pending-language-review
failures	failures	implementation-helper	pending-language-review
fcntl	التحكم_في_الملف	function	project-proposal
fd	واصف_الملف	variable	project-proposal
first	first	implementation-helper	pending-language-review
first_match	first_match	variable	pending-language-review
flags	flags	variable	pending-language-review
fork	إنشاء_عملية_فرعية	function	project-proposal
found	found	variable	pending-language-review
free	free	function	pending-language-review
fstat	جلب_حالة_الملف_المفتوح	function	project-proposal
fsync	مزامنة_بيانات_الملف	function	project-proposal
getcwd	جلب_مسار_دليل_العمل	function	project-proposal
getegid	جلب_معرف_المجموعة_الفعلي	function	project-proposal
getenv	getenv	function	pending-language-review
geteuid	جلب_معرف_المستخدم_الفعلي	function	project-proposal
getgid	جلب_معرف_المجموعة	function	project-proposal
getpeername	جلب_عنوان_الطرف_المقابل	function	project-proposal
getpid	جلب_معرف_العملية	function	project-proposal
getppid	جلب_معرف_العملية_الأم	function	project-proposal
getsockname	جلب_عنوان_النقطة_المحلية	function	project-proposal
getuid	جلب_معرف_المستخدم	function	project-proposal
gid_t	gid_t	scalar-type	pending-language-review
heap_block	heap_block	variable	pending-language-review
heap_head	heap_head	variable	pending-language-review
high	high	variable	pending-language-review
hole	hole	variable	pending-language-review
hostlong	قيمة_من_32_بت_بترتيب_الآلة	network-declaration	project-proposal
hostshort	قيمة_من_16_بت_بترتيب_الآلة	network-declaration	project-proposal
how	how	variable	pending-language-review
htonl	تحويل_32_خانة_إلى_ترتيب_الشبكة	function	project-proposal
htons	تحويل_16_خانة_إلى_ترتيب_الشبكة	function	project-proposal
i	i	implementation-helper	pending-language-review
in_addr	عنوان_الشبكات_المترابطة	network-declaration	project-proposal
in_addr_t	نوع_قيمة_عنوان_الشبكات_المترابطة	network-declaration	project-proposal
in_port_t	نوع_رقم_منفذ_الاتصال	network-declaration	project-proposal
increment	increment	variable	pending-language-review
index	index	variable	pending-language-review
ino_t	ino_t	scalar-type	pending-language-review
input	input	variable	pending-language-review
int16_t	int16_t	scalar-type	pending-language-review
int32_t	int32_t	scalar-type	pending-language-review
int64_t	int64_t	scalar-type	pending-language-review
int8_t	int8_t	scalar-type	pending-language-review
intptr_t	intptr_t	scalar-type	pending-language-review
is_unsigned	is_unsigned	variable	pending-language-review
isalnum	isalnum	function	pending-language-review
isalpha	isalpha	function	pending-language-review
isatty	فحص_كون_الوصف_طرفية	function	project-proposal
isblank	isblank	function	pending-language-review
iscntrl	iscntrl	function	pending-language-review
isdigit	isdigit	function	pending-language-review
isgraph	isgraph	function	pending-language-review
islower	islower	function	pending-language-review
isprint	isprint	function	pending-language-review
ispunct	ispunct	function	pending-language-review
isspace	isspace	function	pending-language-review
isupper	isupper	function	pending-language-review
isxdigit	isxdigit	function	pending-language-review
iteration	iteration	implementation-helper	pending-language-review
labs	labs	function	pending-language-review
last_block	last_block	variable	pending-language-review
ldiv	ldiv	function	pending-language-review
ldiv_t	ldiv_t	variable	pending-language-review
left	left	variable	pending-language-review
length	الطول	variable	project-proposal
length_of	length_of	implementation-helper	pending-language-review
level	level	variable	pending-language-review
limit	limit	variable	pending-language-review
listen	تهيئة_استقبال_الاتصالات	function	project-proposal
loaded	loaded	implementation-helper	pending-language-review
low	low	variable	pending-language-review
lseek	نقل_موضع_الملف	function	project-proposal
lstat	جلب_حالة_الرابط_نفسه	function	project-proposal
m	m	variable	pending-language-review
machine	machine	structure-field	pending-language-review
magnitude	magnitude	variable	pending-language-review
malloc	malloc	function	pending-language-review
maximum	maximum	variable	pending-language-review
memchr	memchr	function	pending-language-review
memcmp	memcmp	function	pending-language-review
memcpy	memcpy	function	pending-language-review
memmove	memmove	function	pending-language-review
memory	memory	implementation-helper	pending-language-review
memset	memset	function	pending-language-review
message	message	variable	pending-language-review
middle	middle	variable	pending-language-review
mode	mode	variable	pending-language-review
mode_t	mode_t	scalar-type	pending-language-review
n	n	variable	pending-language-review
name	هوية_النظام	variable	project-proposal
negative	negative	variable	pending-language-review
netlong	قيمة_من_32_بت_بترتيب_الشبكة	network-declaration	project-proposal
netshort	قيمة_من_16_بت_بترتيب_الشبكة	network-declaration	project-proposal
newfd	newfd	variable	pending-language-review
next_block	next_block	variable	pending-language-review
nlink_t	nlink_t	scalar-type	pending-language-review
nodename	nodename	structure-field	pending-language-review
ntohl	تحويل_32_خانة_إلى_ترتيب_الآلة	function	project-proposal
ntohs	تحويل_16_خانة_إلى_ترتيب_الآلة	function	project-proposal
number	number	variable	pending-language-review
off_t	off_t	scalar-type	pending-language-review
offset	offset	variable	pending-language-review
oflag	oflag	variable	pending-language-review
old	old	implementation-helper	pending-language-review
oldfd	oldfd	variable	pending-language-review
open	فتح	function	project-proposal
option_len	option_len	variable	pending-language-review
option_name	option_name	variable	pending-language-review
option_value	option_value	variable	pending-language-review
options	options	variable	pending-language-review
overflow	overflow	variable	pending-language-review
padding	padding	variable	pending-language-review
parent	parent	implementation-helper	pending-language-review
parse_unsigned	parse_unsigned	variable	pending-language-review
pass	pass	implementation-helper	pending-language-review
passed	passed	implementation-helper	pending-language-review
path	المسار	variable	project-proposal
pid	pid	variable	pending-language-review
pid_t	pid_t	scalar-type	pending-language-review
posix_compile_test	posix_compile_test	implementation-helper	pending-language-review
posix_test_heap	posix_test_heap	implementation-helper	pending-language-review
posix_test_process	posix_test_process	implementation-helper	pending-language-review
private_value	private_value	implementation-helper	pending-language-review
protocol	protocol	variable	pending-language-review
ptrdiff_t	ptrdiff_t	scalar-type	pending-language-review
qsort	qsort	function	pending-language-review
quot	quot	variable	pending-language-review
radix	radix	variable	pending-language-review
raw	raw	variable	pending-language-review
read	قراءة	function	project-proposal
realloc	realloc	function	pending-language-review
reap_nohang	reap_nohang	implementation-helper	pending-language-review
recv	استقبال	function	project-proposal
recvfrom	استقبال_مع_عنوان_المصدر	function	project-proposal
release	release	structure-field	pending-language-review
rem	rem	variable	pending-language-review
remaining	remaining	variable	pending-language-review
report	report	implementation-helper	pending-language-review
requested	requested	variable	pending-language-review
result	result	variable	pending-language-review
right	right	variable	pending-language-review
root	root	implementation-helper	pending-language-review
s	s	implementation-helper	pending-language-review
s_addr	قيمة_العنوان	network-declaration	project-proposal
sa_data	بيانات_العنوان	network-declaration	project-proposal
sa_family	عائلة_عناوين_نقطة_الاتصال	network-declaration	project-proposal
sa_family_t	نوع_عائلة_العناوين	network-declaration	project-proposal
saved_environment	saved_environment	variable	pending-language-review
saved_errno	saved_errno	variable	pending-language-review
saved_state	saved_state	variable	pending-language-review
say	say	implementation-helper	pending-language-review
sbrk	نقل_نهاية_الذاكرة_المتغيرة	function	project-proposal
second	second	implementation-helper	pending-language-review
send	إرسال	function	project-proposal
sendto	إرسال_إلى_وجهة	function	project-proposal
server	server	implementation-helper	pending-language-review
server_address	server_address	implementation-helper	pending-language-review
setsockopt	ضبط_خيار_نقطة_الاتصال	function	project-proposal
shutdown	إغلاق_اتجاه_الاتصال	function	project-proposal
sift_down	sift_down	variable	pending-language-review
sin_addr	محتوى_عنوان_الشبكات_المترابطة	network-declaration	project-proposal
sin_family	عائلة_عناوين_الشبكات_المترابطة	network-declaration	project-proposal
sin_port	رقم_منفذ_الاتصال	network-declaration	project-proposal
sin_zero	حشو_العنوان	network-declaration	project-proposal
size	عدد_الخانات	variable	project-proposal
size_t	size_t	scalar-type	pending-language-review
sockaddr	عنوان_نقطة_الاتصال	network-declaration	project-proposal
sockaddr_in	عنوان_نقطة_اتصال_الشبكات_المترابطة	network-declaration	project-proposal
socket	إنشاء_نقطة_اتصال	function	project-proposal
socket_call	socket_call	variable	pending-language-review
socklen_t	نوع_طول_العنوان	network-declaration	project-proposal
source	source	variable	pending-language-review
source_length	source_length	implementation-helper	pending-language-review
spin	spin	implementation-helper	pending-language-review
spins	spins	implementation-helper	pending-language-review
ssize_t	ssize_t	scalar-type	pending-language-review
st	st	variable	pending-language-review
st_atime	st_atime	structure-field	pending-language-review
st_atimensec	st_atimensec	structure-field	pending-language-review
st_blksize	st_blksize	structure-field	pending-language-review
st_blocks	st_blocks	structure-field	pending-language-review
st_ctime	st_ctime	structure-field	pending-language-review
st_ctimensec	st_ctimensec	structure-field	pending-language-review
st_dev	st_dev	structure-field	pending-language-review
st_gid	st_gid	structure-field	pending-language-review
st_ino	st_ino	structure-field	pending-language-review
st_mode	st_mode	structure-field	pending-language-review
st_mtime	st_mtime	structure-field	pending-language-review
st_mtimensec	st_mtimensec	structure-field	pending-language-review
st_nlink	st_nlink	structure-field	pending-language-review
st_rdev	st_rdev	structure-field	pending-language-review
st_size	st_size	structure-field	pending-language-review
st_uid	st_uid	structure-field	pending-language-review
start	start	implementation-helper	pending-language-review
stat	حالة_الملف	function	project-proposal
status	الحالة	variable	project-proposal
stpcpy	stpcpy	function	pending-language-review
stpncpy	stpncpy	function	pending-language-review
strcasecmp	strcasecmp	function	pending-language-review
strcat	strcat	function	pending-language-review
strchr	strchr	function	pending-language-review
strcmp	strcmp	function	pending-language-review
strcoll	strcoll	function	pending-language-review
strcpy	strcpy	function	pending-language-review
strcspn	strcspn	function	pending-language-review
strdup	strdup	function	pending-language-review
strlen	strlen	function	pending-language-review
strncasecmp	strncasecmp	function	pending-language-review
strncat	strncat	function	pending-language-review
strncmp	strncmp	function	pending-language-review
strncpy	strncpy	function	pending-language-review
strndup	strndup	function	pending-language-review
strnlen	strnlen	function	pending-language-review
strpbrk	strpbrk	function	pending-language-review
strrchr	strrchr	function	pending-language-review
strspn	strspn	function	pending-language-review
strstr	strstr	function	pending-language-review
strtok	strtok	function	pending-language-review
strtok_r	strtok_r	function	pending-language-review
strtol	strtol	function	pending-language-review
strtoul	strtoul	function	pending-language-review
strxfrm	strxfrm	function	pending-language-review
swap_elements	swap_elements	variable	pending-language-review
sync	مزامنة_جميع_البيانات	function	project-proposal
sysname	sysname	structure-field	pending-language-review
target	target	implementation-helper	pending-language-review
temporary	temporary	variable	pending-language-review
test_dup_and_fcntl	test_dup_and_fcntl	implementation-helper	pending-language-review
test_identity	test_identity	implementation-helper	pending-language-review
test_line	test_line	variable	pending-language-review
test_open_and_io	test_open_and_io	implementation-helper	pending-language-review
test_paths	test_paths	implementation-helper	pending-language-review
test_terminal_and_uname	test_terminal_and_uname	implementation-helper	pending-language-review
text	text	variable	pending-language-review
text_equal	text_equal	implementation-helper	pending-language-review
text_length	text_length	implementation-helper	pending-language-review
time_t	time_t	scalar-type	pending-language-review
tolower	tolower	function	pending-language-review
total	total	variable	pending-language-review
toupper	toupper	function	pending-language-review
type	type	variable	pending-language-review
uid_t	uid_t	scalar-type	pending-language-review
uint16_t	uint16_t	scalar-type	pending-language-review
uint32_t	uint32_t	scalar-type	pending-language-review
uint64_t	uint64_t	scalar-type	pending-language-review
uint8_t	uint8_t	scalar-type	pending-language-review
uintptr_t	uintptr_t	scalar-type	pending-language-review
uname	جلب_معلومات_النظام	function	project-proposal
utsname	utsname	structure-field	pending-language-review
value	القيمة	variable	project-proposal
version	version	structure-field	pending-language-review
wait	انتظار_عملية_فرعية	function	project-proposal
waited	waited	implementation-helper	pending-language-review
waitpid	انتظار_العملية_الفرعية_المحددة	function	project-proposal
whence	whence	variable	pending-language-review
write	كتابة	function	project-proposal
