original	compiler	native	status
CreateFromFunction	C建立from函式	C建立from函式	existing-unreviewed
CreatePtrFromFunction	C建立指標from函式	C建立指標from函式	existing-unreviewed
Cs	Cs	Cs	existing-unreviewed
Ctime	Ctime	Ctime	existing-unreviewed
CtimeNsec	Ctimensec	Ctimensec	existing-unreviewed
CurrentPID	C目前行程代碼	C目前行程代碼	existing-unreviewed
CurrentParentPID	C目前parent行程代碼	C目前parent行程代碼	existing-unreviewed
Data	Data	Data	compatibility
Deactivate	D停用	D停用	existing-unreviewed
Deactive	Deactive	Deactive	existing-unreviewed
Decrement	Decrement	Decrement	existing-unreviewed
Delete	D刪除	D刪除	existing-unreviewed
DescriptorPrivilegeLevel	Descriptorprivilegelevel	Descriptorprivilegelevel	existing-unreviewed
DescriptorType	Descriptor類型	Descriptor類型	existing-unreviewed
Destroy	D銷毀	D銷毀	existing-unreviewed
Dev	D裝置	D裝置	existing-unreviewed
DeviceHasFunctions	D裝置has函式	D裝置has函式	existing-unreviewed
DeviceNotAvailable	D裝置not可用空間	D裝置not可用空間	existing-unreviewed
Device_id	D裝置識別號	D裝置識別號	existing-unreviewed
DisableInt	D停用整數	D停用整數	existing-unreviewed
Disconnect	D斷線	D斷線	existing-unreviewed
DivideByZero	D除by零	D除by零	existing-unreviewed
DoHandleInterrupt	Do控制把中斷	Do控制把中斷	existing-unreviewed
DoubleFault	D倍精度故障	D倍精度故障	existing-unreviewed
Draw	Draw	Draw	existing-unreviewed
DriverManager	D驅動程式管理器	D驅動程式管理器	existing-unreviewed
Ds	Ds	Ds	existing-unreviewed
Dynamic	D動態	D動態	existing-unreviewed
E2BIG	E2big	E2big	existing-unreviewed
EACCES	Eacces	Eacces	existing-unreviewed
EADDRINUSE	Eaddrinuse	Eaddrinuse	existing-unreviewed
EAFNOSUPPORT	Eafnosupport	Eafnosupport	existing-unreviewed
EAGAIN	Eagain	Eagain	existing-unreviewed
EBADF	Ebadf	Ebadf	existing-unreviewed
EBUSY	Ebusy	Ebusy	existing-unreviewed
ECHILD	Echild	Echild	existing-unreviewed
EEXIST	Eexist	Eexist	existing-unreviewed
EFAULT	Efault	Efault	existing-unreviewed
EFBIG	Efbig	Efbig	existing-unreviewed
EINTR	Eintr	Eintr	existing-unreviewed
EINVAL	Einval	Einval	existing-unreviewed
EIO	Eio	Eio	existing-unreviewed
EISDIR	Eisdir	Eisdir	existing-unreviewed
EMFILE	Emfile	Emfile	existing-unreviewed
EMSGSIZE	Emsgsize	Emsgsize	existing-unreviewed
ENETUNREACH	Enetunreach	Enetunreach	existing-unreviewed
ENFILE	Enfile	Enfile	existing-unreviewed
ENODEV	Enodev	Enodev	existing-unreviewed
ENOENT	Enoent	Enoent	existing-unreviewed
ENOEXEC	Enoexec	Enoexec	existing-unreviewed
ENOMEM	Enomem	Enomem	existing-unreviewed
ENOSPC	Enospc	Enospc	existing-unreviewed
ENOSYS	Enosys	Enosys	existing-unreviewed
ENOTCONN	Enotconn	Enotconn	existing-unreviewed
ENOTDIR	Enotdir	Enotdir	existing-unreviewed
ENOTTY	Enotty	Enotty	existing-unreviewed
EOPNOTSUPP	Eopnotsupp	Eopnotsupp	existing-unreviewed
EPERM	Eperm	Eperm	existing-unreviewed
EPROTONOSUPPORT	Eprotonosupport	Eprotonosupport	existing-unreviewed
ERANGE	Erange	Erange	existing-unreviewed
EROFS	Erofs	Erofs	existing-unreviewed
ESPIPE	Espipe	Espipe	existing-unreviewed
ESRCH	Esrch	Esrch	existing-unreviewed
Eax	Eax	Eax	existing-unreviewed
Ebp	Ebp	Ebp	existing-unreviewed
Ebx	Ebx	Ebx	existing-unreviewed
Ecx	Ecx	Ecx	existing-unreviewed
Edi	Edi	Edi	existing-unreviewed
Edx	Edx	Edx	existing-unreviewed
Eflags	Eflags	Eflags	existing-unreviewed
Eip	Eip	Eip	existing-unreviewed
Elf	Elf	Elf	existing-unreviewed
Elf32Dyn	Elf32dyn	Elf32dyn	existing-unreviewed
Elf32Note	Elf32備註	Elf32備註	existing-unreviewed
Elf32Rel	Elf32rel	Elf32rel	existing-unreviewed
Elf32Rela	Elf32rela	Elf32rela	existing-unreviewed
Elf32Sym	Elf32sym	Elf32sym	existing-unreviewed
ElfHeader	Elf標頭	Elf標頭	existing-unreviewed
ElfProgramHeader	Elf程式標頭	Elf程式標頭	existing-unreviewed
ElfSectionHeader	Elf區段標頭	Elf區段標頭	existing-unreviewed
EnablePaging	E啟用分頁管理	E啟用分頁管理	existing-unreviewed
Enabled	E已啟用	E已啟用	existing-unreviewed
EntryNumber	E項目數字	E項目數字	existing-unreviewed
EqualBytes	E相等位元組	E相等位元組	existing-unreviewed
Es	Es	Es	existing-unreviewed
Esi	Esi	Esi	existing-unreviewed
Esp	Esp	Esp	existing-unreviewed
FPUBuffer	Fpubuffer	Fpubuffer	existing-unreviewed
FPUOffset	Fpu位移	Fpu位移	existing-unreviewed
Family	Family	Family	existing-unreviewed
FileName	F檔案名稱	F檔案名稱	existing-unreviewed
Fill	Fill	Fill	existing-unreviewed
FillRectangle	Fill矩形	Fill矩形	existing-unreviewed
First	First	First	existing-unreviewed
FirstFree	First剩餘	First剩餘	existing-unreviewed
FirstFreeSize	First剩餘大小	First剩餘大小	existing-unreviewed
Flags	F旗標	F旗標	existing-unreviewed
FloatingPointException	F浮動pointexception	F浮動pointexception	existing-unreviewed
Flush	Flush	Flush	existing-unreviewed
FlushTlsTable	Flushtlstable	Flushtlstable	existing-unreviewed
Focussable	Focussable	Focussable	existing-unreviewed
Free	F剩餘	F剩餘	existing-unreviewed
Fs	Fs	Fs	existing-unreviewed
GB	Gb	Gb	existing-unreviewed
GDT_ENTRIES	Gdt項目	Gdt項目	existing-unreviewed
GOT	Got	Got	existing-unreviewed
GPFException	Gpfexception	Gpfexception	existing-unreviewed
GatewayIP	Gatewayip	Gatewayip	existing-unreviewed
GdtAddressHigh	Gdtaddress高	Gdtaddress高	existing-unreviewed
GdtAddressLow	Gdtaddress低	Gdtaddress低	existing-unreviewed
GdtDescriptor	Gdtdescriptor	Gdtdescriptor	existing-unreviewed
GdtEntry	Gdt項目_2	Gdt項目_2	existing-unreviewed
GdtSize	Gdt大小	Gdt大小	existing-unreviewed
GetAt	Getat	Getat	existing-unreviewed
GetBackend	Getbackend	Getbackend	existing-unreviewed
GetBaseAddressRegister	Getbaseaddress暫存器	Getbaseaddress暫存器	existing-unreviewed
GetBitmaspSize	Getbitmasp大小	Getbitmasp大小	existing-unreviewed
GetBytesFromPtr	Get位元組from指標	Get位元組from指標	existing-unreviewed
GetCR0	Getcr0	Getcr0	existing-unreviewed
GetCR2	Getcr2	Getcr2	existing-unreviewed
GetCR3	Getcr3	Getcr3	existing-unreviewed
GetCR4	Getcr4	Getcr4	existing-unreviewed
GetColorIndex	Get色彩索引	Get色彩索引	existing-unreviewed
GetDeviceDescriptor	Get裝置descriptor	Get裝置descriptor	existing-unreviewed
GetDriver	Get驅動程式	Get驅動程式	existing-unreviewed
GetESP0	Getesp0	Getesp0	existing-unreviewed
GetEntry	Get項目	Get項目	existing-unreviewed
GetFileSize	Get檔案大小	Get檔案大小	existing-unreviewed
GetFocus	Get焦點	Get焦點	existing-unreviewed
GetFrameBufferSegment	Get框架buffersegment	Get框架buffersegment	existing-unreviewed
GetFuncPtrFromPtr	Getfunc指標from指標	Getfunc指標from指標	existing-unreviewed
GetFunctionName	Get函式名稱	Get函式名稱	existing-unreviewed
GetHandler	Gethandler	Gethandler	existing-unreviewed
GetIPAddress	Getipaddress	Getipaddress	existing-unreviewed
GetMACAddress	Getmacaddress	Getmacaddress	existing-unreviewed
GetMACFromCache	Getmacfromcache	Getmacfromcache	existing-unreviewed
GetNextReadyThread	Get下一個準備就緒執行緒	Get下一個準備就緒執行緒	existing-unreviewed
GetNodeAt	Get節點at	Get節點at	existing-unreviewed
GetProvider	Providerget	Providerget	existing-unreviewed
GetSS0	Getss0	Getss0	existing-unreviewed
GetStr	Getstr	Getstr	existing-unreviewed
GetUint32ArrayFromPtr	Getunsignedinteger32陣列from指標	Getunsignedinteger32陣列from指標	existing-unreviewed
GetUintptrArrayFromPtr	Getunsignedinteger指標陣列from指標	Getunsignedinteger指標陣列from指標	existing-unreviewed
GetValue	Get數值	Get數值	existing-unreviewed
GetValueInPageDir	Get數值進頁目錄	Get數值進頁目錄	existing-unreviewed
Gid	Gid	Gid	existing-unreviewed
Gs	Gs	Gs	existing-unreviewed
HandleException	H控制把exception	H控制把exception	existing-unreviewed
HandleFatalInterruptFrame	H控制把fatal中斷框架	H控制把fatal中斷框架	existing-unreviewed
HandleInterrupt	H控制把中斷	H控制把中斷	existing-unreviewed
HandleInterrupt1	H控制把中斷1	H控制把中斷1	existing-unreviewed
HandleUserDatagramProtocolMessage	H控制把使用者datagramprotocol訊息	H控制把使用者datagramprotocol訊息	existing-unreviewed
IDT_DESC_PRESENT	Idtdescriptor目前	Idtdescriptor目前	existing-unreviewed
IDT_INTERRUPT_GATE	Idt中斷入口	Idt中斷入口	existing-unreviewed
IDriver	I驅動程式	I驅動程式	existing-unreviewed
IEtherFrameHandler	I乙太網路框架handler	I乙太網路框架handler	existing-unreviewed
IInternetProtocolHandler	I互聯網protocolhandler	I互聯網protocolhandler	existing-unreviewed
IInterruptHandler	I中斷handler	I中斷handler	existing-unreviewed
IKeyboardEventHandler	I鍵盤事件handler	I鍵盤事件handler	existing-unreviewed
IMouseEventHandler	I滑鼠事件handler	I滑鼠事件handler	existing-unreviewed
IPCIControllerHandler	Ipci控制器handler	Ipci控制器handler	existing-unreviewed
IPCache	Ipcache	Ipcache	existing-unreviewed
IP_BE	Ip網路位元組order	Ip網路位元組order	existing-unreviewed
IRawDataHandler	IRaw資料handler	IRaw資料handler	existing-unreviewed
ITimerEventHandler	I計時器事件handler	I計時器事件handler	existing-unreviewed
IUserDatagramProtocolHandler	I使用者datagramprotocolhandler	I使用者datagramprotocolhandler	existing-unreviewed
IUserDatagramProtocolSocket	I使用者datagramprotocol通訊端	I使用者datagramprotocol通訊端	existing-unreviewed
IWidget	I介面元素	I介面元素	existing-unreviewed
Identify	Identify	Identify	existing-unreviewed
Increment	Increment	Increment	existing-unreviewed
IndexOf	I索引of	I索引of	existing-unreviewed
Init	Init	Init	existing-unreviewed
InitDriver	Init驅動程式	Init驅動程式	existing-unreviewed
InitialThreadUserJump	Initial執行緒使用者jump	Initial執行緒使用者jump	existing-unreviewed
Ino	Ino	Ino	existing-unreviewed
Install	I安裝	I安裝	existing-unreviewed
Interrupt	I中斷	I中斷	existing-unreviewed
InterruptActive	I中斷啟用	I中斷啟用	existing-unreviewed
InterruptDeactive	I中斷deactive	I中斷deactive	existing-unreviewed
InterruptManager	I中斷管理器	I中斷管理器	existing-unreviewed
InterruptNumber	I中斷數字	I中斷數字	existing-unreviewed
InvalidOpcode	I無效opcode	I無效opcode	existing-unreviewed
InvalidTSS	I無效tss	I無效tss	existing-unreviewed
IsKernel	Is核心	Is核心	existing-unreviewed
IsPresent	Is目前	Is目前	existing-unreviewed
IsUserSpace	Is使用者空白	Is使用者空白	existing-unreviewed
KB	K千位元KB	K千位元KB	existing-unreviewed
KCS_INDEX	Kcs索引	Kcs索引	existing-unreviewed
KCS_SELECTOR	Kcsselector	Kcsselector	existing-unreviewed
KDS_INDEX	Kds索引	Kds索引	existing-unreviewed
KDS_SELECTOR	Kdsselector	Kdsselector	existing-unreviewed
KERNEL_HEAP_START	K核心heap啟動	K核心heap啟動	existing-unreviewed
KERNEL_VIRT_ADDR	K核心virtaddress	K核心virtaddress	existing-unreviewed
KGS_INDEX	Kgs索引	Kgs索引	existing-unreviewed
KGS_SELECTOR	Kgsselector	Kgsselector	existing-unreviewed
K핵심	KKernelEntry	KKernelEntry	compatibility
LIDT	Lidt	Lidt	existing-unreviewed
Last	L最後	L最後	existing-unreviewed
Len	Len	Len	compatibility
Limit	L限制	L限制	existing-unreviewed
Link	L連結	L連結	existing-unreviewed
LinkMap	L連結對映	L連結對映	existing-unreviewed
LinkedList	Linked清單	Linked清單	existing-unreviewed
Listen	Listen	Listen	existing-unreviewed
LoadElf	L載入elf	L載入elf	existing-unreviewed
MAC	Mac	Mac	existing-unreviewed
MAC0	Mac0	Mac0	existing-unreviewed
MAC1	Mac1	Mac1	existing-unreviewed
MAC2	Mac2	Mac2	existing-unreviewed
MAC3	Mac3	Mac3	existing-unreviewed
MAC4	Mac4	Mac4	existing-unreviewed
MAC5	Mac5	Mac5	existing-unreviewed
MACAddress0Port	Macaddress0連接埠	Macaddress0連接埠	existing-unreviewed
MACAddress2Port	Macaddress2連接埠	Macaddress2連接埠	existing-unreviewed
MACAddress4Port	Macaddress4連接埠	Macaddress4連接埠	existing-unreviewed
MACCache	Maccache	Maccache	existing-unreviewed
MAX_QUEUE_SIZE	M最大佇列大小	M最大佇列大小	existing-unreviewed
MB	M毫巴	M毫巴	existing-unreviewed
MBR	Mbr	Mbr	existing-unreviewed
MHex출력	MHexadecimal列印	MHexadecimal列印	existing-unreviewed
MHex출력XY	MHexadecimal列印xy	MHexadecimal列印xy	existing-unreviewed
MUint16출력	MUnsignedinteger16列印	MUnsignedinteger16列印	existing-unreviewed
MUint16출력XY	MUnsignedinteger16列印xy	MUnsignedinteger16列印xy	existing-unreviewed
MUint32출력	MUnsignedinteger32列印	MUnsignedinteger32列印	existing-unreviewed
MUint32출력XY	MUnsignedinteger32列印xy	MUnsignedinteger32列印xy	existing-unreviewed
MUint64출력	MUnsignedinteger64列印	MUnsignedinteger64列印	existing-unreviewed
MUint64출력XY	MUnsignedinteger64列印xy	MUnsignedinteger64列印xy	existing-unreviewed
Machine	Machine	Machine	existing-unreviewed
MachineCheck	Machinecheck	Machinecheck	existing-unreviewed
MakeRangePrivateWritable	Makerange私密writable	Makerange私密writable	existing-unreviewed
Malloc	M配置記憶體	M配置記憶體	existing-unreviewed
MemCmp	Memcmp	Memcmp	existing-unreviewed
MemCpy	Mem複製	Mem複製	existing-unreviewed
MemMove	Mem移動	Mem移動	existing-unreviewed
MemSet	Mem設定	Mem設定	existing-unreviewed
MemoryOper	M記憶體oper	M記憶體oper	existing-unreviewed
Mode	M模式	M模式	existing-unreviewed
ModelToScreen	M設定局部座標	M設定局部座標	existing-unreviewed
Mtime	Mtime	Mtime	existing-unreviewed
MtimeNsec	Mtimensec	Mtimensec	existing-unreviewed
MyHandleInterrupt	My控制把中斷	My控制把中斷	existing-unreviewed
MyTest	My測試	My測試	existing-unreviewed
M긴급로그Hex8	MEmergency記錄hexadecimal8	MEmergency記錄hexadecimal8	existing-unreviewed
M긴급로그Uint32	MEmergency記錄unsignedinteger32	MEmergency記錄unsignedinteger32	existing-unreviewed
M긴급로그문자열	MEmergency記錄字串	MEmergency記錄字串	existing-unreviewed
M직렬로그초기화	M串列記錄init	M串列記錄init	existing-unreviewed
M출력	M列印	M列印	existing-unreviewed
M출력BytesXY	M列印位元組xy	M列印位元組xy	existing-unreviewed
M출력Hex	M列印hexadecimal	M列印hexadecimal	existing-unreviewed
M출력Uint16	M列印unsignedinteger16	M列印unsignedinteger16	existing-unreviewed
M출력Uint32	M列印unsignedinteger32	M列印unsignedinteger32	existing-unreviewed
M출력XY	M列印xy	M列印xy	existing-unreviewed
M테스트	M테스트	M테스트	existing-unreviewed
NMI	Nmi	Nmi	existing-unreviewed
New	N新增	N新增	existing-unreviewed
NewInterruptHandler	N新增中斷handler	N新增中斷handler	existing-unreviewed
Next	N下一個	N下一個	existing-unreviewed
Nlink	Nlink	Nlink	existing-unreviewed
Node	T鏈結串列節點	T鏈結串列節點	existing-unreviewed
Nodename	Nodename	Nodename	existing-unreviewed
OnEtherFrameReceived	O乙太網路框架receivewhen	O乙太網路框架receivewhen	existing-unreviewed
OnGetDriver	O時get驅動程式	O時get驅動程式	existing-unreviewed
OnInternetProtocolReceived	O互聯網protocolreceivewhen	O互聯網protocolreceivewhen	existing-unreviewed
OnKeyDown	O時設定鍵下	O時設定鍵下	existing-unreviewed
OnKeyUp	O時設定鍵上	O時設定鍵上	existing-unreviewed
OnMouseDown	O時滑鼠下	O時滑鼠下	existing-unreviewed
OnMouseMove	O時滑鼠移動	O時滑鼠移動	existing-unreviewed
OnMouseUp	O時滑鼠上	O時滑鼠上	existing-unreviewed
OnRawDataReceived	O時raw資料receive	O時raw資料receive	existing-unreviewed
OnTick	O時tick	O時tick	existing-unreviewed
Overflow	Overflow	Overflow	existing-unreviewed
P1LinkMap	P數值1連結對映	P數值1連結對映	existing-unreviewed
P2LinkMap	P數值2連結對映	P數值2連結對映	existing-unreviewed
P3LinkMap	P數值3連結對映	P數值3連結對映	existing-unreviewed
PAGE_COW	P頁cow	P頁cow	existing-unreviewed
PAGE_FRAME	P頁框架	P頁框架	existing-unreviewed
PAGE_PRESENT	P頁目前	P頁目前	existing-unreviewed
PAGE_USER	P頁使用者	P頁使用者	existing-unreviewed
PAGE_WRITABLE	P頁writable	P頁writable	existing-unreviewed
PAUSE_LOOP	P暫停迴圈	P暫停迴圈	existing-unreviewed
PICMasterCommandPort	Primarypic指令io連接埠	Primarypic指令io連接埠	existing-unreviewed
PICMasterDataPort	Primarypic資料io連接埠	Primarypic資料io連接埠	existing-unreviewed
PICSlaveCommandPort	Secondarypic指令io連接埠	Secondarypic指令io連接埠	existing-unreviewed
PICSlaveDataPort	Secondarypic資料io連接埠	Secondarypic資料io連接埠	existing-unreviewed
PRESENT	P目前	P目前	existing-unreviewed
PRIV_KERNEL	Priv核心	Priv核心	existing-unreviewed
PRIV_USER	Priv使用者	Priv使用者	existing-unreviewed
PROC_USER_HEAP_SIZE	Proc使用者heap大小	Proc使用者heap大小	existing-unreviewed
PageDirEntry	P頁目錄項目	P頁目錄項目	existing-unreviewed
PageDirectoryEntry	P頁目錄項目_2	P頁目錄項目_2	existing-unreviewed
PageFault	P頁故障	P頁故障	existing-unreviewed
PageFaultException	P頁故障exception	P頁故障exception	existing-unreviewed
PageRoundDown	P頁四捨五入下	P頁四捨五入下	existing-unreviewed
PageRoundUp	P頁四捨五入上	P頁四捨五入上	existing-unreviewed
PageTableEntry	P頁table項目	P頁table項目	existing-unreviewed
Paging	P分頁管理	P分頁管理	existing-unreviewed
ParentPid	Parent行程代碼	Parent行程代碼	existing-unreviewed
Parse	Parse	Parse	existing-unreviewed
Partition_id	P分割區識別號	P分割區識別號	existing-unreviewed
PhyMemTest	Phymem測試	Phymem測試	existing-unreviewed
PhysicalMemoryManager	P物理記憶體管理器	P物理記憶體管理器	existing-unreviewed
Pid	P行程代碼	P行程代碼	existing-unreviewed
Port	P連接埠	P連接埠	existing-unreviewed
PortBase	P連接埠base	P連接埠base	existing-unreviewed
PortInByte	P連接埠進位元組	P連接埠進位元組	existing-unreviewed
PortInDword	P連接埠進dword	P連接埠進dword	existing-unreviewed
PortInWord	P連接埠進字	P連接埠進字	existing-unreviewed
PortOutByte	P連接埠出位元組	P連接埠出位元組	existing-unreviewed
PortOutDword	P連接埠出dword	P連接埠出dword	existing-unreviewed
PortOutWord	P連接埠出字	P連接埠出字	existing-unreviewed
PortReadByte	P連接埠讀取位元組	P連接埠讀取位元組	existing-unreviewed
PortReadDword	P連接埠讀取dword	P連接埠讀取dword	existing-unreviewed
PortReadWord	P連接埠讀取字	P連接埠讀取字	existing-unreviewed
PortWriteByte	P連接埠寫入位元組	P連接埠寫入位元組	existing-unreviewed
PortWriteDword	P連接埠寫入dword	P連接埠寫入dword	existing-unreviewed
PortWriteWord	P連接埠寫入字	P連接埠寫入字	existing-unreviewed
Prev	Previous	Previous	existing-unreviewed
PrevTSS	Previoustss	Previoustss	existing-unreviewed
PrimaryPartition	Primary分割區	Primary分割區	existing-unreviewed
Print	P列印	P列印	existing-unreviewed
PrintBytes	P列印位元組	P列印位元組	existing-unreviewed
PrintStr	P列印str	P列印str	existing-unreviewed
PrintTLS	P列印tls	P列印tls	existing-unreviewed
PrintTest	P列印測試	P列印測試	existing-unreviewed
Process	P程序	P程序	existing-unreviewed
ProcessHelper	P程序helper	P程序helper	existing-unreviewed
ProcessPendingKeyboardEvents	P程序待處理鍵盤事件集	P程序待處理鍵盤事件集	existing-unreviewed
ProcessPendingMouseEvents	P程序待處理滑鼠事件集	P程序待處理滑鼠事件集	existing-unreviewed
PushAt	M在指定位置插入	M在指定位置插入	existing-unreviewed
PushBack	M附加至串列尾端	M附加至串列尾端	existing-unreviewed
PushFront	M加入至串列開頭	M加入至串列開頭	existing-unreviewed
PutPixel	Putpixel	Putpixel	existing-unreviewed
PutPixelRGB	Putpixelrgb	Putpixelrgb	existing-unreviewed
QUEUE_START_ADDR	Q佇列啟動address	Q佇列啟動address	existing-unreviewed
Rdev	Rdev	Rdev	existing-unreviewed
Read	R讀取	R讀取	existing-unreviewed
Read28	R讀取28	R讀取28	existing-unreviewed
ReadFile	M讀取檔案	M讀取檔案	existing-unreviewed
ReadPartitions	R讀取分割區	R讀取分割區	existing-unreviewed
Ready	R準備就緒	R準備就緒	existing-unreviewed
Receive	Receive	Receive	existing-unreviewed
Ref	Reference	Reference	existing-unreviewed
Release	Release	Release	existing-unreviewed
ReloadCR3	R重新載入cr3	R重新載入cr3	existing-unreviewed
Remove	R移除	R移除	existing-unreviewed
RemoveAt	R移除at	R移除at	existing-unreviewed
RemoveThread	R移除執行緒	R移除執行緒	existing-unreviewed
RemoveThreadAt	R移除執行緒at	R移除執行緒at	existing-unreviewed
RequestMacAddress	Requestmacaddress	Requestmacaddress	existing-unreviewed
Reset	R重設	R重設	existing-unreviewed
Resolve	R解決	R解決	existing-unreviewed
ResolveCopyOnWriteFault	R解決複製時寫入故障	R解決複製時寫入故障	existing-unreviewed
SCHEDULER_FREQUENCY	S排程器頻率	S排程器頻率	existing-unreviewed
SEG_BIG_MODE	Segbig模式	Segbig模式	existing-unreviewed
SEG_EXEC	Seg執行	Seg執行	existing-unreviewed
SEG_GRAN_4K_PAGE	Seggran4k頁	Seggran4k頁	existing-unreviewed
SEG_GRAN_BYTE	Seggran位元組	Seggran位元組	existing-unreviewed
SEG_KERNEL_CODE	Seg核心code	Seg核心code	existing-unreviewed
SEG_KERNEL_DATA	Seg核心資料	Seg核心資料	existing-unreviewed
SEG_KERNEL_GS	Seg核心gs	Seg核心gs	existing-unreviewed
SEG_NOEXEC	Segnoexec	Segnoexec	existing-unreviewed
SEG_NORMAL	Seg一般	Seg一般	existing-unreviewed
SEG_NORW	Segnorw	Segnorw	existing-unreviewed
SEG_R	Segr	Segr	existing-unreviewed
SEG_SYSTEM	Seg系統	Seg系統	existing-unreviewed
SEG_TASK_STATE	Seg工作狀態	Seg工作狀態	existing-unreviewed
SEG_USER_CODE	Seg使用者code	Seg使用者code	existing-unreviewed
SEG_USER_DATA	Seg使用者資料	Seg使用者資料	existing-unreviewed
SEG_USER_GS	Seg使用者gs	Seg使用者gs	existing-unreviewed
SEG_W	Segw	Segw	existing-unreviewed
SIMDFloatingPointException	Simd浮動pointexception	Simd浮動pointexception	existing-unreviewed
SIZE	S大小	S大小	existing-unreviewed
SYS_ACCESS	Sys存取	Sys存取	existing-unreviewed
SYS_BRK	Sysbrk	Sysbrk	existing-unreviewed
SYS_CHDIR	Syschdir	Syschdir	existing-unreviewed
SYS_CLOSE	Sys關閉	Sys關閉	existing-unreviewed
SYS_CREAT	Syscreat	Syscreat	existing-unreviewed
SYS_DUP	Sysdup	Sysdup	existing-unreviewed
SYS_DUP2	Sysdup2	Sysdup2	existing-unreviewed
SYS_EXECVE	Sysexecve	Sysexecve	existing-unreviewed
SYS_EXIT	Sys離開	Sys離開	existing-unreviewed
SYS_FCNTL	Sysfcntl	Sysfcntl	existing-unreviewed
SYS_FORK	Sysfork	Sysfork	existing-unreviewed
SYS_FSTAT	Sysfstat	Sysfstat	existing-unreviewed
SYS_FSYNC	Sysfsync	Sysfsync	existing-unreviewed
SYS_GETCWD	Sysgetcwd	Sysgetcwd	existing-unreviewed
SYS_GETEGID	Sysgetegid	Sysgetegid	existing-unreviewed
SYS_GETEUID	Sysgeteuid	Sysgeteuid	existing-unreviewed
SYS_GETGID	Sysgetgid	Sysgetgid	existing-unreviewed
SYS_GETPID	Sysgetpid	Sysgetpid	existing-unreviewed
SYS_GETPPID	Sysgetppid	Sysgetppid	existing-unreviewed
SYS_GETUID	Sysgetuid	Sysgetuid	existing-unreviewed
SYS_LSEEK	Syslseek	Syslseek	existing-unreviewed
SYS_LSTAT	Syslstat	Syslstat	existing-unreviewed
SYS_OPEN	Sys開啟	Sys開啟	existing-unreviewed
SYS_READ	Sys讀取	Sys讀取	existing-unreviewed
SYS_RT_EXIT	Sysrt離開	Sysrt離開	existing-unreviewed
SYS_SOCKETCALL	Syssocketcall	Syssocketcall	existing-unreviewed
SYS_STAT	Sysstat	Sysstat	existing-unreviewed
