compiler_identifier	native_identifier
SYS_fstat	タイケイヨビダシ_ヒライタブンショノジョウタイヲエル
SYS_fsync	タイケイヨビダシ_ブンショノキロクヲドウキスル
SYS_getcwd	タイケイヨビダシ_サギョウモクロクノケイロヲエル
SYS_getegid	タイケイヨビダシ_ジッコウショゾククミバンゴウヲエル
SYS_geteuid	タイケイヨビダシ_ジッコウリヨウシャバンゴウヲエル
SYS_getgid	タイケイヨビダシ_ショゾククミバンゴウヲエル
SYS_getpid	タイケイヨビダシ_ジッコウカテイバンゴウヲエル
SYS_getppid	タイケイヨビダシ_オヤジッコウカテイバンゴウヲエル
SYS_getuid	タイケイヨビダシ_リヨウシャバンゴウヲエル
SYS_lseek	タイケイヨビダシ_ヨミカキイチヲウツス
SYS_lstat	タイケイヨビダシ_レンケツジタイノジョウタイヲエル
SYS_open	タイケイヨビダシ_ヒラク
SYS_read	タイケイヨビダシ_ヨム
SYS_socketcall	ツウシンタンテンタイケイヨビダシバンゴウ
SYS_stat	タイケイヨビダシ_ブンショジョウタイ
SYS_sync	タイケイヨビダシ_スベテノキロクヲドウキスル
SYS_uname	タイケイヨビダシ_タイケイジョウホウヲエル
SYS_write	タイケイヨビダシ_カク
S_IFCHR	モジソウチシュルイ
S_IFDIR	モクロクシュルイ
S_IFMT	ブンショシュルイチュウシュツチ
S_IFREG	ツウジョウブンショシュルイ
S_IRGRP	ショゾククミヨミトリケンゲン
S_IROTH	タシャヨミトリケンゲン
S_IRUSR	ショユウシャヨミトリケンゲン
S_ISCHR	モジソウチホウシキハンテイ
S_ISDIR	モクロクホウシキハンテイ
S_ISREG	ツウジョウブンショホウシキハンテイ
S_IWGRP	ショゾククミカキコミケンゲン
S_IWOTH	タシャカキコミケンゲン
S_IWUSR	ショユウシャカキコミケンゲン
S_IXGRP	ショゾククミジッコウケンゲン
S_IXOTH	タシャジッコウケンゲン
S_IXUSR	ショユウシャジッコウケンゲン
UCHAR_MAX	フゴウナシモジセイスウサイダイチ
UINT_MAX	フゴウナシセイスウサイダイチ
ULLONG_MAX	フゴウナシチョウチョウセイスウサイダイチ
ULONG_MAX	フゴウナシチョウセイスウサイダイチ
USHRT_MAX	フゴウナシタンセイスウサイダイチ
WEXITSTATUS	シュウリョウチトリダシ
WIFEXITED	セイジョウシュウリョウハンテイ
WNOHANG	ミジュンビナラマタナイ
W_OK	カキコミケンゲンカクニン
X_OK	ジッコウケンゲンカクニン
_LIBC_ARPA_INET_H	_センゲン_ツウシンバンチ_ハチケタグミジュンジョ
_LIBC_CTYPE_H	_センゲン_モジブンルイ
_LIBC_ERRNO_H	_センゲン_アヤマリバンゴウ
_LIBC_FCNTL_H	_センゲン_ブンショセイギョ
_LIBC_LIMITS_H	_センゲン_セイスウゲンカイ
_LIBC_NETINET_IN_H	_センゲン_ソウゴセツゾクモウ_バンチ
_LIBC_STDDEF_H	_センゲン_キホンテイギ
_LIBC_STDINT_H	_センゲン_セイスウガタ
_LIBC_STDLIB_H	_センゲン_イッパンカンスウ
_LIBC_STRINGS_H	_センゲン_モジレツダイショウヒカク
_LIBC_STRING_H	_センゲン_モジレツトキオクナイヨウ
_LIBC_SYSCALL_H	_センゲン_タイケイ_タイケイヨビダシ
_LIBC_SYS_SOCKET_H	_センゲン_タイケイ_ツウシンタンテン
_LIBC_SYS_STAT_H	_センゲン_タイケイ_ブンショジョウタイ
_LIBC_SYS_TYPES_H	_センゲン_タイケイ_シリョウガタ
_LIBC_SYS_UTSNAME_H	_センゲン_タイケイ_タイケイジョウホウ
_LIBC_SYS_WAIT_H	_センゲン_タイケイ_コノタイキ
_LIBC_UNISTD_H	_センゲン_ニュウシュツリョクトジッコウ
__posix_library_test	カンスウシュウノドウサヲタメス
_exit	タダチニシュウリョウスル
a	ウケワタシアタイ
a1	ダイイチヒキスウ
a2	ダイニヒキスウ
a3	ダイサンヒキスウ
a4	ダイヨンヒキスウ
a5	ダイゴヒキスウ
a6	ダイロクヒキスウ
abs	セイスウノゼッタイチヲエル
accept	セツゾクヨウキュウヲウケイレル
access	リヨウケンゲンヲシラベル
address	バンチ
address_len	バンチスンポウ
address_length	バンチチョウ
argc	ヒキスウノカズ
args	カヘンヒキスウ
args_fail	ヒキスウケンサシッパイ
args_pass	ヒキスウケンサセイコウ
argument	ヒキスウチ
argv	ヒキスウイチラン
atoi	ジュッシンモジレツヲセイスウトシテヨム
atol	ジュッシンモジレツヲチョウセイスウトシテヨム
available	リヨウカノウハンテイ
b	ダイニチ
backlog	タイキジョウゲン
bind	キョクショバンチヲムスブ
blkcnt_t	クカクスウガタ
blksize_t	クカクチョウガタ
brk	ドウテキキオクノシュウタンヲサダメル
bsearch	セイレツズミハイレツヲニブンタンサクスル
bss_zeroed	ミショキカシリョウノレイウメ
buf	カンショウリョウイキ
byte	ハチケタグミチ
bytes	ハチケタグミハイレツ
c	ダイサンチ
call	ツウシンヨビダシバンゴウ
calloc	レイデミタシタハイレツリョウイキヲカクホスル
chdir	サギョウモクロクヲカエル
checks	ケンサスウ
child	コノイチ
client	ヨウキュウタンテン
cloexec_fail	ジッコウチカンジヘイサシッパイ
cloexec_pass	ジッコウチカンジヘイサセイコウ
close	トジル
cmd	セイギョメイレイ
compare	ヒカクカンスウ
compare_int	セイスウヲヒカクスル
connect	アイテタンテンニツナグ
copy	フクシャチ
copy_length	フクシャチョウ
count	スウリョウ
creat	ブンショヲツクル
cursor	シンコウイチ
cwd	サギョウモクロク
decoded	カイシャクチ
delimiters	クギリチシュウゴウ
dest_addr	アテサキバンチ
dest_len	アテサキバンチチョウ
destination	カキコミサキ
dev_t	ソウチバンゴウガタ
digit	スウジチ
digit_value	スウジチヲエル
div	セイスウノショウトアマリヲエル
div_t	セイスウジョザンケッカガタ
domain	バンチケイトウ
dup	ヒライタブンショノサンショウヲフクセイスル
dup2	シテイバンゴウニブンショサンショウヲフクセイスル
element_size	ヨウソノオオキサ
elements	ヨウソハイレツ
end_pointer	ヘンカンシュウタンバンチ
environ	カンキョウヘンスウイチラン
envp	カンキョウイチラン
errno	アヤマリバンゴウ
execve	ジッコウナイヨウヲオキカエル
expected_errno	キタイアヤマリバンゴウ
failed_with	シテイアヤマリニヨルシッパイハンテイ
failure	シッパイハンテイ
failures	シッパイスウ
fcntl	ブンショヲセイギョスル
fd	ブンショキジュツバンゴウ
first	サイショノコウ
first_match	サイショノイッチイチ
flags	ショリシテイ
fork	ジッコウカテイヲブンキスル
found	ハッケンイチ
free	キオクリョウイキヲカエス
fstat	ヒライタブンショノジョウタイヲエル
fsync	ブンショノキロクヲドウキスル
getcwd	サギョウモクロクノケイロヲエル
getegid	ジッコウショゾククミバンゴウヲエル
getenv	カンキョウヘンスウノアタイヲエル
geteuid	ジッコウリヨウシャバンゴウヲエル
getgid	ショゾククミバンゴウヲエル
getpeername	アイテタンテンノバンチヲエル
getpid	ジッコウカテイバンゴウヲエル
getppid	オヤジッコウカテイバンゴウヲエル
getsockname	キョクショタンテンノバンチヲエル
getuid	リヨウシャバンゴウヲエル
gid_t	ショゾククミバンゴウガタ
heap_block	キオククカク
heap_head	サイショノクカク
high	ウエキョウカイ
hole	コウカイチ
hostlong	キカイジュン32ニシンケタチ
hostshort	キカイジュン16ニシンケタチ
how	トジルホウコウ
htonl	ツウシンモウジュンニ32ケタヲカエル
htons	ツウシンモウジュンニ16ケタヲカエル
i	コウノソエジ
in_addr	ソウゴセツゾクモウバンチ
in_addr_t	ソウゴセツゾクモウバンチチガタ
in_port_t	ツウシンマドグチバンゴウガタ
increment	ゾウブン
index	ソエジ
ino_t	ブンショコユウバンゴウガタ
int16_t	フゴウツキ16ニシンケタセイスウ
int32_t	フゴウツキ32ニシンケタセイスウ
int64_t	フゴウツキ64ニシンケタセイスウ
int8_t	フゴウツキ8ニシンケタセイスウ
intptr_t	バンチハバフゴウツキセイスウ
is_unsigned	フゴウナシハンテイ
isalnum	エイジカスウジカシラベル
isalpha	エイジカシラベル
isatty	タンマツカシラベル
isblank	スイヘイクウハクカシラベル
iscntrl	セイギョモジカシラベル
isdigit	ジュッシンスウジカシラベル
isgraph	クウハクイガイノインジモジカシラベル
islower	コモジカシラベル
isprint	インジモジカシラベル
ispunct	クトウキゴウカシラベル
isspace	クウハクモジカシラベル
isupper	オオモジカシラベル
isxdigit	ジュウロクシンスウジカシラベル
iteration	ハンプクカイスウ
labs	チョウセイスウノゼッタイチヲエル
last_block	サイゴノクカク
ldiv	チョウセイスウノショウトアマリヲエル
ldiv_t	チョウセイスウジョザンケッカガタ
length_of	モジレツチョウヲエル
level	セッテイカイソウ
limit	ジョウゲン
listen	セツゾクヨウキュウニソナエル
loaded	ヨミコミチ
low	シタキョウカイ
lseek	ヨミカキイチヲウツス
lstat	レンケツジタイノジョウタイヲエル
m	ケンサホウシキ
machine	キカイシュルイ
magnitude	オオキサノアタイ
malloc	キオクリョウイキヲカクホスル
maximum	サイダイチ
memchr	キオクリョウイキカラアタイヲサガス
memcmp	キオクナイヨウヲヒカクスル
memcpy	キオクナイヨウヲフクシャスル
memmove	カサナリヲユルシテキオクナイヨウヲウツス
memory	キオクリョウイキ
memset	キオクリョウイキヲアタイデミタス
middle	チュウオウイチ
mode	リヨウホウシキ
mode_t	ブンショホウシキガタ
n	ヨビダシシュルイ
negative	フスウハンテイ
netlong	ツウシンモウジュン32ニシンケタチ
netshort	ツウシンモウジュン16ニシンケタチ
newfd	シンキジュツバンゴウ
next_block	ツギノクカク
nlink_t	チョクセツレンケツスウガタ
nodename	キカイメイ
ntohl	キカイジュンニ32ケタヲカエル
ntohs	キカイジュンニ16ケタヲカエル
off_t	ブンショイチガタ
offset	イチサ
oflag	ヒラクサイノシテイ
old	イゼンノアタイ
oldfd	キュウキジュツバンゴウ
open	ヒラク
option_len	セッテイチョウ
option_name	セッテイメイ
option_value	セッテイチ
options	センタクジコウ
padding	セイレツウメコミチョウ
parent	オヤカテイ
parse_unsigned	フゴウナシスウヲカイシャクスル
pass	ケンサゴウカク
passed	ゴウカクハンテイ
pid	ジッコウカテイバンゴウ
pid_t	ジッコウカテイバンゴウガタ
posix_compile_test	センゲンホンヤクシケン
posix_test_heap	ドウテキキオクドウサシケン
posix_test_process	ジッコウカテイドウサシケン
private_value	カテイセンヨウチ
protocol	ツウシンキヤク
ptrdiff_t	バンチサガタ
qsort	ヒカクキジュンデセイレツスル
quot	ショウ
radix	キスウ
raw	カクホモトバンチ
read	ヨム
realloc	キオクリョウイキノオオキサヲカエル
reap_nohang	マタズニコヲカイシュウ
recv	ウケトル
recvfrom	ソウシンモトトトモニウケトル
release	タイケイハイフバン
rem	アマリ
remaining	ザンスウ
report	ケッカヲホウコク
requested	ヨウキュウシュウタン
result	ケッカ
root	ネノケイロ
s	ケンサシリョウ
s_addr	バンチチ
sa_data	バンチシリョウ
sa_family	タンテンバンチケイトウ
sa_family_t	バンチケイトウガタ
saved_environment	ホゾンカンキョウイチラン
saved_errno	ホゾンアヤマリバンゴウ
saved_state	ホゾンシンコウジョウタイ
say	デンブンヲカク
sbrk	ドウテキキオクノシュウタンヲウツス
second	ニバンメノコウ
send	オクル
sendto	アテサキニオクル
server	オウトウタンテン
server_address	オウトウタンテンバンチ
setsockopt	ツウシンタンテンヲセッテイスル
shutdown	ツウシンホウコウヲトジル
sift_down	カホウヘセイレツヲナオス
sin_addr	セツゾクモウバンチナイヨウ
sin_family	セツゾクモウバンチケイトウ
sin_port	ツウシンマドグチバンゴウ
sin_zero	バンチノウメアワセ
size_t	オオキサガタ
sockaddr	ツウシンタンテンバンチ
sockaddr_in	ソウゴセツゾクモウタンテンバンチ
socket	ツウシンタンテンヲツクル
socket_call	ツウシンタンテンヲヨビダス
socklen_t	バンチチョウガタ
source	ヨミダシモト
source_length	ソウシンモトバンチチョウ
spin	カイテンカイスウ
spins	カイテンスウ
ssize_t	フゴウツキオオキサガタ
st	ジョウタイシリョウ
st_atime	サイシュウサンショウジコク
st_atimensec	サイシュウサンショウジュウオクブンビョウ
st_blksize	スイショウニュウシュツリョククカクチョウ
st_blocks	ワリアテクカクスウ
st_ctime	サイシュウジョウタイヘンコウジコク
st_ctimensec	サイシュウジョウタイヘンコウジュウオクブンビョウ
st_dev	ショゾクソウチバンゴウ
st_gid	ショユウクミバンゴウ
st_ino	ブンショコユウバンゴウ
st_mode	ブンショシュルイトケンゲン
st_mtime	サイシュウナイヨウヘンコウジコク
st_mtimensec	サイシュウナイヨウヘンコウジュウオクブンビョウ
st_nlink	チョクセツレンケツスウ
st_rdev	アラワスソウチバンゴウ
st_size	ブンショノオオキサ
st_uid	ショユウリヨウシャバンゴウ
start	カイシイチ
stat	ブンショジョウタイ
stpcpy	モジレツヲフクシャシテシュウタンヲエル
stpncpy	ジョウゲンマデウメテフクシャシシュウタンヲエル
strcasecmp	オオモジコモジヲクベツセズヒカクスル
strcat	モジレツヲツケタス
strchr	モジレツカラサイショノアタイヲサガス
strcmp	モジレツヲヒカクスル
strcoll	セイレツキソクデモジレツヲヒカクスル
strcpy	モジレツヲフクシャスル
strcspn	ジョガイチノナイセントウチョウヲエル
strdup	アタラシイリョウイキニモジレツヲフクセイスル
strlen	モジレツノハチケタグミスウヲエル
strncasecmp	ジョウゲンナイデオオモジコモジヲクベツセズヒカクスル
strncat	ジョウゲンナイデモジレツヲツケタス
strncmp	ジョウゲンナイデモジレツヲヒカクスル
strncpy	ジョウゲンマデウメテモジレツヲフクシャスル
strndup	ジョウゲンナイデアタラシイリョウイキニモジレツヲフクセイスル
strnlen	ジョウゲンナイノモジレツハチケタグミスウヲエル
strpbrk	モジレツカラシュウゴウノアタイヲサガス
strrchr	モジレツカラサイゴノアタイヲサガス
strspn	キョヨウチカラナルセントウチョウヲエル
strstr	モジレツカラブブンレツヲサガス
strtok	モジレツヲゴニワケル
strtok_r	シンコウジョウタイヲシテイシテモジレツヲゴニワケル
strtol	モジレツヲチョウセイスウトシテヨム
strtoul	モジレツヲフゴウナシチョウセイスウトシテヨム
strxfrm	モジレツノセイレツカギヲツクル
swap_elements	ヨウソヲコウカンスル
sync	スベテノキロクヲドウキスル
sysname	タイケイメイ
target	タイショウチ
temporary	イチジチ
test_dup_and_fcntl	キジュツバンゴウフクセイトセイギョシケン
test_identity	ジッコウシュタイシケン
test_line	シッパイギョウバンゴウ
test_open_and_io	カイヘイニュウシュツリョクシケン
test_paths	ケイロソウサシケン
test_terminal_and_uname	タンマツトタイケイジョウホウシケン
time_t	ジコクチガタ
tolower	コモジニカエル
total	ゼンタイチョウ
toupper	オオモジニカエル
type	タンテンシュルイ
uid_t	リヨウシャバンゴウガタ
uint16_t	フゴウナシ16ニシンケタセイスウ
uint32_t	フゴウナシ32ニシンケタセイスウ
uint64_t	フゴウナシ64ニシンケタセイスウ
uint8_t	フゴウナシ8ニシンケタセイスウ
uintptr_t	バンチハバフゴウナシセイスウ
uname	タイケイジョウホウヲエル
utsname	タイケイジョウホウ
version	タイケイカイテイバン
wait	コヲマツ
waited	マッタカテイ
waitpid	シテイシタコヲマツ
whence	イチキジュン
write	カク
