compiler_identifier	native_identifier
SC_sendto	통신끝점_목적지로보내기
SC_setsockopt	통신끝점_통신끝점설정하기
SC_shutdown	통신끝점_통신방향닫기
SC_socket	통신끝점_통신끝점만들기
SEEK_CUR	현재기준위치
SEEK_END	끝기준위치
SEEK_SET	처음기준위치
SHRT_MAX	짧은정수최댓값
SHRT_MIN	짧은정수최솟값
SHUT_RD	수신중단
SHUT_RDWR	양방향중단
SHUT_WR	송신중단
SOCK_DGRAM	자료전문끝점
SOCK_STREAM	자료흐름끝점
STDERR_FILENO	표준오류출력번호
STDIN_FILENO	표준입력번호
STDOUT_FILENO	표준출력번호
SYS_access	체계호출_접근권한확인하기
SYS_brk	체계호출_동적기억끝정하기
SYS_chdir	체계호출_작업목록바꾸기
SYS_close	체계호출_닫기
SYS_creat	체계호출_자료철만들기
SYS_dup	체계호출_열린자료참조복제하기
SYS_dup2	체계호출_지정번호로열린자료참조복제하기
SYS_execve	체계호출_실행내용바꾸기
SYS_exit	체계호출_즉시끝내기
SYS_fcntl	체계호출_자료철제어하기
SYS_fork	체계호출_실행과정갈라내기
SYS_fstat	체계호출_열린자료철상태얻기
SYS_fsync	체계호출_자료철기록맞추기
SYS_getcwd	체계호출_작업목록경로얻기
SYS_getegid	체계호출_유효무리번호얻기
SYS_geteuid	체계호출_유효사용자번호얻기
SYS_getgid	체계호출_무리번호얻기
SYS_getpid	체계호출_실행과정번호얻기
SYS_getppid	체계호출_부모실행과정번호얻기
SYS_getuid	체계호출_사용자번호얻기
SYS_lseek	체계호출_자료위치옮기기
SYS_lstat	체계호출_연결자체상태얻기
SYS_open	체계호출_열기
SYS_read	체계호출_읽기
SYS_socketcall	통신끝점체계호출번호
SYS_stat	체계호출_자료철상태
SYS_sync	체계호출_모든기록맞추기
SYS_uname	체계호출_체제정보얻기
SYS_write	체계호출_쓰기
S_IFCHR	문자장치종류
S_IFDIR	목록종류
S_IFMT	자료철종류가림값
S_IFREG	일반자료철종류
S_IRGRP	소유무리읽기권한
S_IROTH	나머지읽기권한
S_IRUSR	소유자읽기권한
S_ISCHR	문자장치방식인지확인
S_ISDIR	목록방식인지확인
S_ISREG	일반자료철방식인지확인
S_IWGRP	소유무리쓰기권한
S_IWOTH	나머지쓰기권한
S_IWUSR	소유자쓰기권한
S_IXGRP	소유무리실행권한
S_IXOTH	나머지실행권한
S_IXUSR	소유자실행권한
UCHAR_MAX	부호없는문자정수최댓값
UINT_MAX	부호없는정수최댓값
ULLONG_MAX	부호없는아주긴정수최댓값
ULONG_MAX	부호없는긴정수최댓값
USHRT_MAX	부호없는짧은정수최댓값
WEXITSTATUS	종료값꺼내기
WIFEXITED	정상종료인지확인
WNOHANG	준비안되면기다리지않기
W_OK	쓰기권한확인
X_OK	실행권한확인
_LIBC_ARPA_INET_H	_선언_통신주소_여덟자리묶음순서
_LIBC_CTYPE_H	_선언_문자분류
_LIBC_ERRNO_H	_선언_오류번호
_LIBC_FCNTL_H	_선언_자료철제어
_LIBC_LIMITS_H	_선언_정수한계
_LIBC_NETINET_IN_H	_선언_상호연결망_주소
_LIBC_STDDEF_H	_선언_기본정의
_LIBC_STDINT_H	_선언_정수형
_LIBC_STDLIB_H	_선언_일반함수
_LIBC_STRINGS_H	_선언_문자열대소비교
_LIBC_STRING_H	_선언_문자열과기억내용
_LIBC_SYSCALL_H	_선언_체계_체계호출
_LIBC_SYS_SOCKET_H	_선언_체계_통신끝점
_LIBC_SYS_STAT_H	_선언_체계_자료철상태
_LIBC_SYS_TYPES_H	_선언_체계_자료형
_LIBC_SYS_UTSNAME_H	_선언_체계_체제정보
_LIBC_SYS_WAIT_H	_선언_체계_자식대기
_LIBC_UNISTD_H	_선언_입출력과실행
__posix_library_test	함수모음동작시험하기
_exit	즉시끝내기
a	전달값
a1	첫째인수
a2	둘째인수
a3	셋째인수
a4	넷째인수
a5	다섯째인수
a6	여섯째인수
abs	정수절댓값얻기
accept	연결요청받기
access	접근권한확인하기
address	주소
address_len	주소크기
address_length	주소길이
argc	인수수
args	가변인수
args_fail	인수검사실패
args_pass	인수검사성공
argument	인수값
argv	인수목록
atoi	십진문자열을정수로읽기
atol	십진문자열을긴정수로읽기
available	사용가능여부
b	둘째값
backlog	대기한도
bind	지역주소맺기
blkcnt_t	구획수형
blksize_t	구획크기형
brk	동적기억끝정하기
bsearch	정렬된배열이분탐색하기
bss_zeroed	초기값없는자료영채움
buf	완충영역
byte	여덟자리묶음값
bytes	여덟자리묶음배열
c	셋째값
call	통신호출번호
calloc	영으로채운배열공간확보하기
chdir	작업목록바꾸기
checks	검사수
child	자식자리
client	요청끝점
cloexec_fail	실행교체때닫기실패
cloexec_pass	실행교체때닫기성공
close	닫기
cmd	제어명령
compare	비교함수
compare_int	정수비교하기
connect	상대끝점잇기
copy	복사값
copy_length	복사길이
count	수량
creat	자료철만들기
cursor	진행위치
cwd	작업목록
decoded	해석값
delimiters	구분값집합
dest_addr	목적지주소
dest_len	목적지주소길이
destination	옮길곳
dev_t	장치번호형
digit	숫자값
digit_value	숫자값구하기
div	정수몫과나머지얻기
div_t	정수나눗셈결과형
domain	주소계열
dup	열린자료참조복제하기
dup2	지정번호로열린자료참조복제하기
element_size	원소크기
elements	원소배열
end_pointer	변환끝주소
environ	환경변수목록
envp	환경목록
errno	오류번호
execve	실행내용바꾸기
expected_errno	예상오류번호
failed_with	해당오류로실패했는지
failure	실패여부
failures	실패수
fcntl	자료철제어하기
fd	자료철서술번호
first	첫째항목
first_match	첫일치위치
flags	처리표시
fork	실행과정갈라내기
found	찾은위치
free	기억공간반납하기
fstat	열린자료철상태얻기
fsync	자료철기록맞추기
getcwd	작업목록경로얻기
getegid	유효무리번호얻기
getenv	환경변수값얻기
geteuid	유효사용자번호얻기
getgid	무리번호얻기
getpeername	상대끝점주소얻기
getpid	실행과정번호얻기
getppid	부모실행과정번호얻기
getsockname	지역끝점주소얻기
getuid	사용자번호얻기
gid_t	무리번호형
heap_block	기억공간구획
heap_head	첫구획
high	위경계
hole	내려갈자리
hostlong	기계순서32이진자리값
hostshort	기계순서16이진자리값
how	닫을방향
htonl	통신망순서로32자리바꾸기
htons	통신망순서로16자리바꾸기
i	항목순번
in_addr	상호연결망주소
in_addr_t	상호연결망주소값형
in_port_t	통신창구번호형
increment	증가량
index	순번
ino_t	자료철고유번호형
int16_t	부호있는16이진자리정수
int32_t	부호있는32이진자리정수
int64_t	부호있는64이진자리정수
int8_t	부호있는8이진자리정수
intptr_t	주소크기부호있는정수
is_unsigned	부호없음여부
isalnum	영문자나숫자인지확인하기
isalpha	영문자인지확인하기
isatty	단말인지확인하기
isblank	수평공백인지확인하기
iscntrl	제어문자인지확인하기
isdigit	십진숫자인지확인하기
isgraph	공백아닌인쇄문자인지확인하기
islower	소문자인지확인하기
isprint	인쇄문자인지확인하기
ispunct	문장기호인지확인하기
isspace	공백문자인지확인하기
isupper	대문자인지확인하기
isxdigit	십육진숫자인지확인하기
iteration	반복차례
labs	긴정수절댓값얻기
last_block	마지막구획
ldiv	긴정수몫과나머지얻기
ldiv_t	긴정수나눗셈결과형
length_of	문자열길이구하기
level	설정수준
limit	한도
listen	연결요청받을준비하기
loaded	불러온값
low	아래경계
lseek	자료위치옮기기
lstat	연결자체상태얻기
m	검사방식
machine	기계종류
magnitude	크기값
malloc	기억공간확보하기
maximum	최댓값
memchr	기억영역에서값찾기
memcmp	기억내용비교하기
memcpy	기억내용복사하기
memmove	겹침허용기억내용옮기기
memory	기억영역
memset	기억영역값채우기
middle	가운데위치
mode	접근방식
mode_t	자료철방식형
n	호출종류
negative	음수여부
netlong	통신망순서32이진자리값
netshort	통신망순서16이진자리값
newfd	새서술번호
next_block	다음구획
nlink_t	직접연결수형
nodename	기계이름
ntohl	기계순서로32자리바꾸기
ntohs	기계순서로16자리바꾸기
off_t	자료위치형
offset	위치차이
oflag	열기선택
old	이전값
oldfd	기존서술번호
open	열기
option_len	설정크기
option_name	설정이름
option_value	설정값
options	선택사항
padding	정렬채움크기
parent	부모과정
parse_unsigned	부호없는수해석하기
pass	검사통과
passed	통과여부
pid	실행과정번호
pid_t	실행과정번호형
posix_compile_test	선언번역시험
posix_test_heap	동적기억동작시험
posix_test_process	실행과정동작시험
private_value	과정전용값
protocol	통신규약
ptrdiff_t	주소차이형
qsort	비교기준으로정렬하기
quot	몫
radix	진법밑수
raw	확보원주소
read	읽기
realloc	기억공간크기바꾸기
reap_nohang	기다림없이자식회수
recv	받기
recvfrom	보낸곳과함께받기
release	체제배포판
rem	나머지
remaining	남은수
report	결과알리기
requested	요청끝
result	결과
root	뿌리경로
s	검사자료
s_addr	주소값
sa_data	주소자료
sa_family	끝점주소계열
sa_family_t	주소계열형
saved_environment	보존환경목록
saved_errno	보존오류번호
saved_state	저장된진행상태
say	전문쓰기
sbrk	동적기억끝옮기기
second	둘째항목
send	보내기
sendto	목적지로보내기
server	응답끝점
server_address	응답끝점주소
setsockopt	통신끝점설정하기
shutdown	통신방향닫기
sift_down	아래로정렬맞추기
sin_addr	연결망주소내용
sin_family	연결망주소계열
sin_port	통신창구번호
sin_zero	주소맞춤채움
size_t	크기형
sockaddr	통신끝점주소
sockaddr_in	상호연결망끝점주소
socket	통신끝점만들기
socket_call	통신끝점호출하기
socklen_t	주소길이형
source	원본
source_length	출발주소크기
spin	회전차례
spins	회전수
ssize_t	부호있는크기형
st	상태자료
st_atime	마지막접근시각
st_atimensec	마지막접근십억분초
st_blksize	권장입출력구획크기
st_blocks	할당구획수
st_ctime	마지막상태변경시각
st_ctimensec	마지막상태변경십억분초
st_dev	소속장치번호
st_gid	소유무리번호
st_ino	자료철고유번호
st_mode	자료철종류와권한
st_mtime	마지막내용변경시각
st_mtimensec	마지막내용변경십억분초
st_nlink	직접연결수
st_rdev	가리키는장치번호
st_size	자료철크기
st_uid	소유사용자번호
start	시작위치
stat	자료철상태
stpcpy	문자열복사뒤끝얻기
stpncpy	한도만큼채워복사뒤끝얻기
strcasecmp	대소문자구별없이비교하기
strcat	문자열덧붙이기
strchr	문자열에서첫값찾기
strcmp	문자열비교하기
strcoll	정렬규칙으로문자열비교하기
strcpy	문자열복사하기
strcspn	제외값없는앞부분길이얻기
strdup	문자열새공간에복제하기
strlen	문자열여덟자리묶음길이얻기
strncasecmp	한도내대소문자구별없이비교하기
strncat	한도내문자열덧붙이기
strncmp	한도내문자열비교하기
strncpy	한도만큼문자열채워복사하기
strndup	한도내문자열새공간에복제하기
strnlen	한도내문자열여덟자리묶음길이얻기
strpbrk	문자열에서집합값찾기
strrchr	문자열에서끝값찾기
strspn	허용값으로된앞부분길이얻기
strstr	문자열에서부분문자열찾기
strtok	문자열낱말나누기
strtok_r	진행상태지정문자열낱말나누기
strtol	문자열을긴정수로읽기
strtoul	문자열을부호없는긴정수로읽기
strxfrm	문자열정렬키만들기
swap_elements	원소맞바꾸기
sync	모든기록맞추기
sysname	체제이름
target	대상값
temporary	임시값
test_dup_and_fcntl	서술번호복제와제어시험
test_identity	실행주체시험
test_line	실패줄번호
test_open_and_io	열기와입출력시험
test_paths	경로동작시험
test_terminal_and_uname	단말과체제정보시험
time_t	시각값형
tolower	소문자로바꾸기
total	전체크기
toupper	대문자로바꾸기
type	끝점종류
uid_t	사용자번호형
uint16_t	부호없는16이진자리정수
uint32_t	부호없는32이진자리정수
uint64_t	부호없는64이진자리정수
uint8_t	부호없는8이진자리정수
uintptr_t	주소크기부호없는정수
uname	체제정보얻기
utsname	체제정보
version	체제개정판
wait	자식기다리기
waited	기다린과정
waitpid	지정자식기다리기
whence	위치기준
write	쓰기
