standard_identifier	native_identifier	category	status
INT_MIN	整數最小值	integer-limit	project-proposal
IPPROTO_IP	互聯網路基本協定	network-declaration	project-proposal
IPPROTO_UDP	使用者資料報協定	network-declaration	project-proposal
LLONG_MAX	長長整數最大值	integer-limit	project-proposal
LLONG_MIN	長長整數最小值	integer-limit	project-proposal
LONG_MAX	長整數最大值	integer-limit	project-proposal
LONG_MIN	長整數最小值	integer-limit	project-proposal
NULL	空位址	interface-constant	project-proposal
O_ACCMODE	存取模式遮罩	interface-constant	project-proposal
O_APPEND	在末尾附加	interface-constant	project-proposal
O_CREAT	不存在則建立	interface-constant	project-proposal
O_DIRECTORY	僅允許目錄	interface-constant	project-proposal
O_EXCL	僅允許新檔案	interface-constant	project-proposal
O_RDONLY	唯讀開啟	interface-constant	project-proposal
O_RDWR	讀寫開啟	interface-constant	project-proposal
O_TRUNC	清空原有內容	interface-constant	project-proposal
O_WRONLY	唯寫開啟	interface-constant	project-proposal
PF_INET	互聯網路協定族	network-declaration	project-proposal
R_OK	檢查讀取權限	interface-constant	project-proposal
SC0	無引數系統呼叫	implementation-helper	project-proposal
SC1	單引數系統呼叫	implementation-helper	project-proposal
SC2	雙引數系統呼叫	implementation-helper	project-proposal
SC3	三引數系統呼叫	implementation-helper	project-proposal
SCHAR_MAX	有號字元整數最大值	integer-limit	project-proposal
SCHAR_MIN	有號字元整數最小值	integer-limit	project-proposal
SC_accept	通訊端點_接受連線	internal-name	derived-from-call-role
SC_bind	通訊端點_繫結本地位址	internal-name	derived-from-call-role
SC_connect	通訊端點_連接對端	internal-name	derived-from-call-role
SC_getpeername	通訊端點_取得對端位址	internal-name	derived-from-call-role
SC_getsockname	通訊端點_取得本地端點位址	internal-name	derived-from-call-role
SC_listen	通訊端點_準備接收連線	internal-name	derived-from-call-role
SC_recv	通訊端點_接收	internal-name	derived-from-call-role
SC_recvfrom	通訊端點_接收並取得來源位址	internal-name	derived-from-call-role
SC_send	通訊端點_傳送	internal-name	derived-from-call-role
SC_sendto	通訊端點_向目的位址傳送	internal-name	derived-from-call-role
SC_setsockopt	通訊端點_設定通訊端點選項	internal-name	derived-from-call-role
SC_shutdown	通訊端點_關閉通訊方向	internal-name	derived-from-call-role
SC_socket	通訊端點_建立通訊端點	internal-name	derived-from-call-role
SEEK_CUR	從目前位置定位	interface-constant	project-proposal
SEEK_END	從末尾定位	interface-constant	project-proposal
SEEK_SET	從起點定位	interface-constant	project-proposal
SHRT_MAX	短整數最大值	integer-limit	project-proposal
SHRT_MIN	短整數最小值	integer-limit	project-proposal
SHUT_RD	停止接收	network-declaration	project-proposal
SHUT_RDWR	停止雙向通訊	network-declaration	project-proposal
SHUT_WR	停止傳送	network-declaration	project-proposal
SOCK_DGRAM	資料報端點	network-declaration	project-proposal
SOCK_STREAM	資料流端點	network-declaration	project-proposal
STDERR_FILENO	標準錯誤輸出編號	interface-constant	project-proposal
STDIN_FILENO	標準輸入編號	interface-constant	project-proposal
STDOUT_FILENO	標準輸出編號	interface-constant	project-proposal
SYS_access	系統呼叫_檢查存取權限	internal-name	derived-from-call-role
SYS_brk	系統呼叫_設定動態記憶末端	internal-name	derived-from-call-role
SYS_chdir	系統呼叫_切換工作目錄	internal-name	derived-from-call-role
SYS_close	系統呼叫_關閉	internal-name	derived-from-call-role
SYS_creat	系統呼叫_建立檔案	internal-name	derived-from-call-role
SYS_dup	系統呼叫_複製開啟檔案參照	internal-name	derived-from-call-role
SYS_dup2	系統呼叫_按指定編號複製檔案參照	internal-name	derived-from-call-role
SYS_execve	系統呼叫_替換執行內容	internal-name	derived-from-call-role
SYS_exit	系統呼叫_立即結束	internal-name	derived-from-call-role
SYS_fcntl	系統呼叫_控制檔案	internal-name	derived-from-call-role
SYS_fork	系統呼叫_分出子行程	internal-name	derived-from-call-role
SYS_fstat	系統呼叫_取得開啟檔案狀態	internal-name	derived-from-call-role
SYS_fsync	系統呼叫_同步檔案記錄	internal-name	derived-from-call-role
SYS_getcwd	系統呼叫_取得工作目錄路徑	internal-name	derived-from-call-role
SYS_getegid	系統呼叫_取得有效群組編號	internal-name	derived-from-call-role
SYS_geteuid	系統呼叫_取得有效使用者編號	internal-name	derived-from-call-role
SYS_getgid	系統呼叫_取得群組編號	internal-name	derived-from-call-role
SYS_getpid	系統呼叫_取得行程編號	internal-name	derived-from-call-role
SYS_getppid	系統呼叫_取得父行程編號	internal-name	derived-from-call-role
SYS_getuid	系統呼叫_取得使用者編號	internal-name	derived-from-call-role
SYS_lseek	系統呼叫_移動讀寫位置	internal-name	derived-from-call-role
SYS_lstat	系統呼叫_取得連結自身狀態	internal-name	derived-from-call-role
SYS_open	系統呼叫_開啟	internal-name	derived-from-call-role
SYS_read	系統呼叫_讀取	internal-name	derived-from-call-role
SYS_socketcall	通訊端點系統呼叫編號	implementation-helper	project-proposal
SYS_stat	系統呼叫_檔案狀態	internal-name	derived-from-call-role
SYS_sync	系統呼叫_同步全部記錄	internal-name	derived-from-call-role
SYS_uname	系統呼叫_取得系統資訊	internal-name	derived-from-call-role
SYS_write	系統呼叫_寫入	internal-name	derived-from-call-role
S_IFCHR	字元裝置類型	interface-constant	project-proposal
S_IFDIR	目錄類型	interface-constant	project-proposal
S_IFMT	檔案類型遮罩	interface-constant	project-proposal
S_IFREG	一般檔案類型	interface-constant	project-proposal
S_IRGRP	所屬群組讀取權限	interface-constant	project-proposal
S_IROTH	其他人讀取權限	interface-constant	project-proposal
S_IRUSR	擁有者讀取權限	interface-constant	project-proposal
S_ISCHR	檢查字元裝置模式	interface-constant	project-proposal
S_ISDIR	檢查目錄模式	interface-constant	project-proposal
S_ISREG	檢查一般檔案模式	interface-constant	project-proposal
S_IWGRP	所屬群組寫入權限	interface-constant	project-proposal
S_IWOTH	其他人寫入權限	interface-constant	project-proposal
S_IWUSR	擁有者寫入權限	interface-constant	project-proposal
S_IXGRP	所屬群組執行權限	interface-constant	project-proposal
S_IXOTH	其他人執行權限	interface-constant	project-proposal
S_IXUSR	擁有者執行權限	interface-constant	project-proposal
UCHAR_MAX	無號字元整數最大值	integer-limit	project-proposal
UINT_MAX	無號整數最大值	integer-limit	project-proposal
ULLONG_MAX	無號長長整數最大值	integer-limit	project-proposal
ULONG_MAX	無號長整數最大值	integer-limit	project-proposal
USHRT_MAX	無號短整數最大值	integer-limit	project-proposal
WEXITSTATUS	提取結束值	interface-constant	project-proposal
WIFEXITED	檢查正常結束	interface-constant	project-proposal
WNOHANG	未就緒則不等待	interface-constant	project-proposal
W_OK	檢查寫入權限	interface-constant	project-proposal
X_OK	檢查執行權限	interface-constant	project-proposal
_LIBC_ARPA_INET_H	_宣告_通訊位址_位元組順序	internal-name	derived-from-native-header-path
_LIBC_CTYPE_H	_宣告_字元分類	internal-name	derived-from-native-header-path
_LIBC_ERRNO_H	_宣告_錯誤編號	internal-name	derived-from-native-header-path
_LIBC_FCNTL_H	_宣告_檔案控制	internal-name	derived-from-native-header-path
_LIBC_LIMITS_H	_宣告_整數極限	internal-name	derived-from-native-header-path
_LIBC_NETINET_IN_H	_宣告_互聯網路_位址	internal-name	derived-from-native-header-path
_LIBC_STDDEF_H	_宣告_基本定義	internal-name	derived-from-native-header-path
_LIBC_STDINT_H	_宣告_整數型別	internal-name	derived-from-native-header-path
_LIBC_STDLIB_H	_宣告_通用函式	internal-name	derived-from-native-header-path
_LIBC_STRINGS_H	_宣告_字串大小寫比較	internal-name	derived-from-native-header-path
_LIBC_STRING_H	_宣告_字串與記憶內容	internal-name	derived-from-native-header-path
_LIBC_SYSCALL_H	_宣告_系統_系統呼叫	internal-name	derived-from-native-header-path
_LIBC_SYS_SOCKET_H	_宣告_系統_通訊端點	internal-name	derived-from-native-header-path
_LIBC_SYS_STAT_H	_宣告_系統_檔案狀態	internal-name	derived-from-native-header-path
_LIBC_SYS_TYPES_H	_宣告_系統_資料型別	internal-name	derived-from-native-header-path
_LIBC_SYS_UTSNAME_H	_宣告_系統_系統身分	internal-name	derived-from-native-header-path
_LIBC_SYS_WAIT_H	_宣告_系統_子行程等待	internal-name	derived-from-native-header-path
_LIBC_UNISTD_H	_宣告_輸入輸出與執行	internal-name	derived-from-native-header-path
__posix_library_test	測試函式集行為	variable	project-proposal
_exit	立即結束	function	project-proposal
a	傳值陣列	variable	project-proposal
a1	第一引數	variable	project-proposal
a2	第二引數	variable	project-proposal
a3	第三引數	variable	project-proposal
a4	第四引數	variable	project-proposal
a5	第五引數	variable	project-proposal
a6	第六引數	variable	project-proposal
abs	取得整數絕對值	function	project-proposal
accept	接受連線	function	project-proposal
access	檢查存取權限	function	project-proposal
address	位址	variable	project-proposal
address_len	位址大小	variable	project-proposal
address_length	位址長度	variable	project-proposal
argc	引數數量	implementation-helper	project-proposal
args	可變引數	variable	project-proposal
args_fail	引數檢查失敗	implementation-helper	project-proposal
args_pass	引數檢查成功	implementation-helper	project-proposal
argument	引數值	variable	project-proposal
arguments	傳入引數列表	variable	project-proposal
argv	引數列表	variable	project-proposal
atoi	將十進字串讀為整數	function	project-proposal
atol	將十進字串讀為長整數	function	project-proposal
available	可用旗標	variable	project-proposal
b	第二值	variable	project-proposal
backlog	等待上限	variable	project-proposal
bind	繫結本地位址	function	project-proposal
blkcnt_t	區塊數量型別	scalar-type	project-proposal
blksize_t	區塊大小型別	scalar-type	project-proposal
brk	設定動態記憶末端	function	project-proposal
bsearch	在有序陣列中二分搜尋	function	project-proposal
bss_zeroed	未初始化資料清零	implementation-helper	project-proposal
buf	緩衝區域	variable	project-proposal
buffer	資料緩衝區域	variable	project-proposal
byte	位元組值	implementation-helper	project-proposal
bytes	位元組陣列	implementation-helper	project-proposal
c	第三值	variable	project-proposal
call	通訊呼叫編號	variable	project-proposal
calloc	配置清零陣列空間	function	project-proposal
capacity	容量	variable	project-proposal
character	字元值	variable	project-proposal
chdir	切換工作目錄	function	project-proposal
checks	檢查次數	implementation-helper	project-proposal
child	子項位置	variable	project-proposal
client	請求端點	implementation-helper	project-proposal
cloexec_fail	程式替換時關閉失敗	implementation-helper	project-proposal
cloexec_pass	程式替換時關閉成功	implementation-helper	project-proposal
close	關閉	function	project-proposal
cmd	控制命令	variable	project-proposal
compare	比較函式	variable	project-proposal
compare_int	比較整數	variable	project-proposal
connect	連接對端	function	project-proposal
copy	複製值	implementation-helper	project-proposal
copy_length	複製長度	variable	project-proposal
count	數量	variable	project-proposal
creat	建立檔案	function	project-proposal
current	目前末端	variable	project-proposal
cursor	目前位置	variable	project-proposal
cwd	工作目錄	implementation-helper	project-proposal
decoded	解碼值	implementation-helper	project-proposal
delimiters	分隔值集合	variable	project-proposal
dest_addr	目的位址	variable	project-proposal
dest_len	目的位址長度	variable	project-proposal
destination	目標位置	variable	project-proposal
dev_t	裝置編號型別	scalar-type	project-proposal
digit	數字值	variable	project-proposal
digit_value	取得數字值	variable	project-proposal
div	取得整數商餘數	function	project-proposal
div_t	整數除法結果型別	variable	project-proposal
domain	位址族	variable	project-proposal
dup	複製開啟檔案參照	function	project-proposal
dup2	按指定編號複製檔案參照	function	project-proposal
element_size	元素大小	variable	project-proposal
elements	元素陣列	variable	project-proposal
end_pointer	轉換末端位址	variable	project-proposal
environ	環境變數列表	variable	project-proposal
envp	環境列表	variable	project-proposal
errno	錯誤編號	variable	project-proposal
execve	替換執行內容	function	project-proposal
expected_errno	預期錯誤編號	implementation-helper	project-proposal
failed_with	檢查是否指定錯誤	implementation-helper	project-proposal
failure	失敗旗標	implementation-helper	project-proposal
failures	失敗次數	implementation-helper	project-proposal
fcntl	控制檔案	function	project-proposal
fd	檔案描述編號	variable	project-proposal
first	首項	implementation-helper	project-proposal
first_match	首次匹配位置	variable	project-proposal
flags	處理旗標	variable	project-proposal
fork	分出子行程	function	project-proposal
found	找到位置	variable	project-proposal
free	釋放記憶空間	function	project-proposal
fstat	取得開啟檔案狀態	function	project-proposal
fsync	同步檔案記錄	function	project-proposal
getcwd	取得工作目錄路徑	function	project-proposal
getegid	取得有效群組編號	function	project-proposal
getenv	取得環境變數值	function	project-proposal
geteuid	取得有效使用者編號	function	project-proposal
getgid	取得群組編號	function	project-proposal
getpeername	取得對端位址	function	project-proposal
getpid	取得行程編號	function	project-proposal
getppid	取得父行程編號	function	project-proposal
getsockname	取得本地端點位址	function	project-proposal
getuid	取得使用者編號	function	project-proposal
gid_t	群組編號型別	scalar-type	project-proposal
heap_block	記憶區塊	variable	project-proposal
heap_head	首個區塊	variable	project-proposal
high	上界	variable	project-proposal
hole	下沉位置	variable	project-proposal
hostlong	主機順序32位值	network-declaration	project-proposal
hostshort	主機順序16位值	network-declaration	project-proposal
how	關閉方向	variable	project-proposal
htonl	轉為網路次序32位	function	project-proposal
htons	轉為網路次序16位	function	project-proposal
i	項目索引	implementation-helper	project-proposal
in_addr	互聯網路位址	network-declaration	project-proposal
in_addr_t	互聯網路位址值型別	network-declaration	project-proposal
in_port_t	通訊埠編號型別	network-declaration	project-proposal
increment	增量	variable	project-proposal
index	索引	variable	project-proposal
ino_t	檔案唯一編號型別	scalar-type	project-proposal
input	輸入位置	variable	project-proposal
int16_t	有號16位整數	scalar-type	project-proposal
int32_t	有號32位整數	scalar-type	project-proposal
int64_t	有號64位整數	scalar-type	project-proposal
int8_t	有號8位整數	scalar-type	project-proposal
intptr_t	位址寬度有號整數	scalar-type	project-proposal
is_unsigned	無號旗標	variable	project-proposal
isalnum	檢查是否字母或數字	function	project-proposal
isalpha	檢查是否字母	function	project-proposal
isatty	檢查是否終端	function	project-proposal
isblank	檢查是否水平空白	function	project-proposal
iscntrl	檢查是否控制字元	function	project-proposal
isdigit	檢查是否十進數字	function	project-proposal
isgraph	檢查是否非空白可印字元	function	project-proposal
islower	檢查是否小寫字母	function	project-proposal
isprint	檢查是否可印字元	function	project-proposal
ispunct	檢查是否標點符號	function	project-proposal
isspace	檢查是否空白字元	function	project-proposal
isupper	檢查是否大寫字母	function	project-proposal
isxdigit	檢查是否十六進數字	function	project-proposal
iteration	迭代次數	implementation-helper	project-proposal
labs	取得長整數絕對值	function	project-proposal
last_block	最後區塊	variable	project-proposal
ldiv	取得長整數商餘數	function	project-proposal
ldiv_t	長整數除法結果型別	variable	project-proposal
left	左值	variable	project-proposal
length	長度	variable	project-proposal
length_of	取得文字長度	implementation-helper	project-proposal
level	設定層級	variable	project-proposal
limit	上限	variable	project-proposal
listen	準備接收連線	function	project-proposal
loaded	載入值	implementation-helper	project-proposal
low	下界	variable	project-proposal
lseek	移動讀寫位置	function	project-proposal
lstat	取得連結自身狀態	function	project-proposal
m	檢查方式	variable	project-proposal
machine	機器類型	structure-field	project-proposal
magnitude	數值大小	variable	project-proposal
malloc	配置記憶空間	function	project-proposal
maximum	最大值	variable	project-proposal
memchr	在記憶中尋找值	function	project-proposal
memcmp	比較記憶內容	function	project-proposal
memcpy	複製記憶內容	function	project-proposal
memmove	允許重疊移動記憶內容	function	project-proposal
memory	記憶體區域	implementation-helper	project-proposal
memset	以值填滿記憶區域	function	project-proposal
message	訊息	variable	project-proposal
middle	中間位置	variable	project-proposal
mode	存取方式	variable	project-proposal
mode_t	檔案模式型別	scalar-type	project-proposal
n	呼叫種類	variable	project-proposal
name	系統資料	variable	project-proposal
negative	負數旗標	variable	project-proposal
netlong	網路順序32位值	network-declaration	project-proposal
netshort	網路順序16位值	network-declaration	project-proposal
newfd	新描述編號	variable	project-proposal
next_block	下一區塊	variable	project-proposal
nlink_t	硬連結數量型別	scalar-type	project-proposal
nodename	節點名稱	structure-field	project-proposal
ntohl	轉為主機次序32位	function	project-proposal
ntohs	轉為主機次序16位	function	project-proposal
number	呼叫編號	variable	project-proposal
off_t	檔案位置型別	scalar-type	project-proposal
offset	位移	variable	project-proposal
oflag	開啟選項	variable	project-proposal
old	原有值	implementation-helper	project-proposal
oldfd	原描述編號	variable	project-proposal
open	開啟	function	project-proposal
option_len	選項長度	variable	project-proposal
option_name	選項名稱	variable	project-proposal
option_value	選項值	variable	project-proposal
options	選項	variable	project-proposal
overflow	溢位旗標	variable	project-proposal
padding	對齊填補長度	variable	project-proposal
parent	父行程	implementation-helper	project-proposal
parse_unsigned	解析無號數	variable	project-proposal
pass	檢查通過	implementation-helper	project-proposal
passed	通過旗標	implementation-helper	project-proposal
path	路徑	variable	project-proposal
pid	行程編號	variable	project-proposal
pid_t	行程編號型別	scalar-type	project-proposal
posix_compile_test	宣告編譯試驗	implementation-helper	project-proposal
posix_test_heap	動態記憶體行為試驗	implementation-helper	project-proposal
posix_test_process	行程行為試驗	implementation-helper	project-proposal
private_value	行程私有值	implementation-helper	project-proposal
protocol	通訊協定	variable	project-proposal
ptrdiff_t	指標差型別	scalar-type	project-proposal
qsort	依比較規則排序	function	project-proposal
quot	商值	variable	project-proposal
radix	基數	variable	project-proposal
raw	配置原位址	variable	project-proposal
read	讀取	function	project-proposal
realloc	調整記憶空間大小	function	project-proposal
reap_nohang	不等待回收子行程	implementation-helper	project-proposal
recv	接收	function	project-proposal
recvfrom	接收並取得來源位址	function	project-proposal
release	系統發行版	structure-field	project-proposal
rem	餘數	variable	project-proposal
remaining	剩餘數	variable	project-proposal
report	報告結果	implementation-helper	project-proposal
requested	要求末端	variable	project-proposal
result	結果	variable	project-proposal
right	右值	variable	project-proposal
root	根路徑	implementation-helper	project-proposal
s	受檢資料	implementation-helper	project-proposal
s_addr	位址值	network-declaration	project-proposal
sa_data	位址資料	network-declaration	project-proposal
sa_family	端點位址族	network-declaration	project-proposal
sa_family_t	位址族型別	network-declaration	project-proposal
saved_environment	保存環境列表	variable	project-proposal
saved_errno	保存錯誤編號	variable	project-proposal
saved_state	保存進度狀態	variable	project-proposal
say	寫出訊息	implementation-helper	project-proposal
sbrk	移動動態記憶末端	function	project-proposal
second	第二項	implementation-helper	project-proposal
send	傳送	function	project-proposal
sendto	向目的位址傳送	function	project-proposal
server	回應端點	implementation-helper	project-proposal
server_address	回應端點位址	implementation-helper	project-proposal
setsockopt	設定通訊端點選項	function	project-proposal
shutdown	關閉通訊方向	function	project-proposal
sift_down	向下調整排序	variable	project-proposal
sin_addr	互聯位址內容	network-declaration	project-proposal
sin_family	互聯位址族	network-declaration	project-proposal
sin_port	通訊埠編號	network-declaration	project-proposal
sin_zero	位址填補區	network-declaration	project-proposal
size	大小	variable	project-proposal
size_t	大小型別	scalar-type	project-proposal
sockaddr	通訊端點位址	network-declaration	project-proposal
sockaddr_in	互聯網路端點位址	network-declaration	project-proposal
socket	建立通訊端點	function	project-proposal
socket_call	呼叫通訊端點	variable	project-proposal
socklen_t	位址長度型別	network-declaration	project-proposal
source	來源位置	variable	project-proposal
source_length	來源位址大小	implementation-helper	project-proposal
spin	迴圈輪次	implementation-helper	project-proposal
spins	迴圈次數	implementation-helper	project-proposal
ssize_t	有號大小型別	scalar-type	project-proposal
st	狀態資料	variable	project-proposal
st_atime	最後存取時間	structure-field	project-proposal
st_atimensec	最後存取奈秒	structure-field	project-proposal
st_blksize	建議讀寫區塊大小	structure-field	project-proposal
st_blocks	已配置區塊數量	structure-field	project-proposal
st_ctime	最後狀態變更時間	structure-field	project-proposal
st_ctimensec	最後狀態變更奈秒	structure-field	project-proposal
st_dev	所屬裝置編號	structure-field	project-proposal
st_gid	擁有者群組編號	structure-field	project-proposal
st_ino	檔案唯一編號	structure-field	project-proposal
st_mode	檔案類型與權限	structure-field	project-proposal
st_mtime	最後內容修改時間	structure-field	project-proposal
st_mtimensec	最後內容修改奈秒	structure-field	project-proposal
st_nlink	硬連結數量	structure-field	project-proposal
st_rdev	代表裝置編號	structure-field	project-proposal
st_size	檔案大小	structure-field	project-proposal
st_uid	擁有者使用者編號	structure-field	project-proposal
start	起始位置	implementation-helper	project-proposal
stat	檔案狀態	function	project-proposal
status	結束狀態	variable	project-proposal
stpcpy	複製字串並取得末端	function	project-proposal
stpncpy	定長填補複製並取得末端	function	project-proposal
strcasecmp	忽略大小寫比較字串	function	project-proposal
strcat	附加字串	function	project-proposal
strchr	尋找字串首個值	function	project-proposal
strcmp	比較字串	function	project-proposal
strcoll	依排序規則比較字串	function	project-proposal
strcpy	複製字串	function	project-proposal
strcspn	取得無排除值前綴長度	function	project-proposal
strdup	在新空間複製字串	function	project-proposal
strlen	取得字串位元組數	function	project-proposal
strncasecmp	限長忽略大小寫比較字串	function	project-proposal
strncat	限長附加字串	function	project-proposal
strncmp	限長比較字串	function	project-proposal
strncpy	定長填補複製字串	function	project-proposal
strndup	限長在新空間複製字串	function	project-proposal
strnlen	取得限長字串位元組數	function	project-proposal
strpbrk	尋找字串中的集合值	function	project-proposal
strrchr	尋找字串最後值	function	project-proposal
strspn	取得允許值前綴長度	function	project-proposal
strstr	尋找子字串	function	project-proposal
strtok	分割字串詞段	function	project-proposal
strtok_r	指定狀態分割字串詞段	function	project-proposal
strtol	將字串讀為長整數	function	project-proposal
strtoul	將字串讀為無號長整數	function	project-proposal
strxfrm	產生字串排序鍵	function	project-proposal
swap_elements	交換元素	variable	project-proposal
sync	同步全部記錄	function	project-proposal
sysname	系統名稱	structure-field	project-proposal
target	目標值	implementation-helper	project-proposal
temporary	暫存值	variable	project-proposal
test_dup_and_fcntl	描述編號複製與控制試驗	implementation-helper	project-proposal
test_identity	執行身分試驗	implementation-helper	project-proposal
test_line	失敗行號	variable	project-proposal
test_open_and_io	開啟與讀寫試驗	implementation-helper	project-proposal
test_paths	路徑操作試驗	implementation-helper	project-proposal
test_terminal_and_uname	終端與系統資訊試驗	implementation-helper	project-proposal
text	字串	variable	project-proposal
text_equal	檢查文字相等	implementation-helper	project-proposal
text_length	文字位元組長度	implementation-helper	project-proposal
time_t	時間值型別	scalar-type	project-proposal
tolower	轉換為小寫	function	project-proposal
total	總長度	variable	project-proposal
toupper	轉換為大寫	function	project-proposal
type	端點類型	variable	project-proposal
uid_t	使用者編號型別	scalar-type	project-proposal
uint16_t	無號16位整數	scalar-type	project-proposal
uint32_t	無號32位整數	scalar-type	project-proposal
uint64_t	無號64位整數	scalar-type	project-proposal
uint8_t	無號8位整數	scalar-type	project-proposal
uintptr_t	位址寬度無號整數	scalar-type	project-proposal
uname	取得系統資訊	function	project-proposal
utsname	系統身分資訊	structure-field	project-proposal
value	值	variable	project-proposal
version	系統修訂版	structure-field	project-proposal
wait	等待子行程	function	project-proposal
waited	已等待行程	implementation-helper	project-proposal
waitpid	等待指定子行程	function	project-proposal
whence	位置基準	variable	project-proposal
write	寫入	function	project-proposal
