원래경로	변환경로
src/virtmem/virtmem.go	src/가상기억공간/가상기억공간.go
src/widget/widget.go	src/화면요소/화면요소.go
main.go	주요.go
main.s	주요.s
asm/constants.inc	기계시동/상수.inc
asm/gdt.inc	기계시동/전역서술자표.inc
asm/go_asm_offsets.inc	기계시동/실행구조변위.inc
asm/multiboot_header.s	기계시동/다중시동머리부.s
asm/rt0.s	기계시동/시동.s
go.sh	핵심컴파일.sh
linker.ld	연결배치.ld
tools/decode-virtualbox-log.sh	도구/직렬기록해석.sh
tools/offsets.go	도구/구조변위.go
userland/posix/Makefile	사용자영역/posix/Makefile
userland/posix/TEST_RESULTS.md	사용자영역/posix/TEST_RESULTS.md
userland/posix/include/arpa/inet.h	사용자영역/posix/머리파일/arpa/inet.h
userland/posix/include/engos/syscall.h	사용자영역/posix/머리파일/sys/syscall.h
userland/posix/include/errno.h	사용자영역/posix/머리파일/errno.h
userland/posix/include/fcntl.h	사용자영역/posix/머리파일/fcntl.h
userland/posix/include/netinet/in.h	사용자영역/posix/머리파일/netinet/in.h
userland/posix/include/stddef.h	사용자영역/posix/머리파일/stddef.h
userland/posix/include/stdint.h	사용자영역/posix/머리파일/stdint.h
userland/posix/include/sys/socket.h	사용자영역/posix/머리파일/sys/socket.h
userland/posix/include/sys/stat.h	사용자영역/posix/머리파일/sys/stat.h
userland/posix/include/sys/types.h	사용자영역/posix/머리파일/sys/types.h
userland/posix/include/sys/utsname.h	사용자영역/posix/머리파일/sys/utsname.h
userland/posix/include/sys/wait.h	사용자영역/posix/머리파일/sys/wait.h
userland/posix/include/unistd.h	사용자영역/posix/머리파일/unistd.h
userland/posix/linker.ld	사용자영역/posix/연결배치.ld
userland/posix/src/crt0.S	사용자영역/posix/구현/시동.S
userland/posix/src/errno.c	사용자영역/posix/구현/오류번호.c
userland/posix/src/fcntl.c	사용자영역/posix/구현/파일제어.c
userland/posix/src/socket.c	사용자영역/posix/구현/socket.c
userland/posix/src/stat.c	사용자영역/posix/구현/파일상태.c
userland/posix/src/syscall.S	사용자영역/posix/구현/체계호출.S
userland/posix/src/unistd.c	사용자영역/posix/구현/unistd.c
userland/posix/tests/compile.c	사용자영역/posix/시험/compile.c
userland/posix/tests/exec_runtime.c	사용자영역/posix/시험/exec_runtime.c
userland/posix/tests/exec_target.c	사용자영역/posix/시험/exec_target.c
userland/posix/tests/fork_runtime.c	사용자영역/posix/시험/fork_runtime.c
userland/posix/tests/heap_runtime.c	사용자영역/posix/시험/heap_runtime.c
userland/posix/tests/runtime.c	사용자영역/posix/시험/runtime.c
userland/posix/tests/socket_runtime.c	사용자영역/posix/시험/socket_runtime.c
userland/posix/tests/stdin_runtime.c	사용자영역/posix/시험/stdin_runtime.c
