standard_identifier	native_identifier	category	status
INT_MIN	整数最小值	integer-limit	project-proposal
IPPROTO_IP	互联网络基本协议	network-declaration	project-proposal
IPPROTO_UDP	用户数据报协议	network-declaration	project-proposal
LLONG_MAX	长长整数最大值	integer-limit	project-proposal
LLONG_MIN	长长整数最小值	integer-limit	project-proposal
LONG_MAX	长整数最大值	integer-limit	project-proposal
LONG_MIN	长整数最小值	integer-limit	project-proposal
NULL	空地址	interface-constant	project-proposal
O_ACCMODE	访问模式掩码	interface-constant	project-proposal
O_APPEND	在末尾追加	interface-constant	project-proposal
O_CREAT	不存在则创建	interface-constant	project-proposal
O_DIRECTORY	仅允许目录	interface-constant	project-proposal
O_EXCL	仅允许新文件	interface-constant	project-proposal
O_RDONLY	只读打开	interface-constant	project-proposal
O_RDWR	读写打开	interface-constant	project-proposal
O_TRUNC	清空原有内容	interface-constant	project-proposal
O_WRONLY	只写打开	interface-constant	project-proposal
PF_INET	互联网络协议族	network-declaration	project-proposal
R_OK	检查读权限	interface-constant	project-proposal
SC0	无参数系统调用	implementation-helper	project-proposal
SC1	单参数系统调用	implementation-helper	project-proposal
SC2	双参数系统调用	implementation-helper	project-proposal
SC3	三参数系统调用	implementation-helper	project-proposal
SCHAR_MAX	有符号字符整数最大值	integer-limit	project-proposal
SCHAR_MIN	有符号字符整数最小值	integer-limit	project-proposal
SC_accept	通信端点_接受连接	internal-name	derived-from-call-role
SC_bind	通信端点_绑定本地地址	internal-name	derived-from-call-role
SC_connect	通信端点_连接对端	internal-name	derived-from-call-role
SC_getpeername	通信端点_取得对端地址	internal-name	derived-from-call-role
SC_getsockname	通信端点_取得本地端点地址	internal-name	derived-from-call-role
SC_listen	通信端点_准备接收连接	internal-name	derived-from-call-role
SC_recv	通信端点_接收	internal-name	derived-from-call-role
SC_recvfrom	通信端点_接收并取得来源地址	internal-name	derived-from-call-role
SC_send	通信端点_发送	internal-name	derived-from-call-role
SC_sendto	通信端点_向目的地址发送	internal-name	derived-from-call-role
SC_setsockopt	通信端点_设置通信端点选项	internal-name	derived-from-call-role
SC_shutdown	通信端点_关闭通信方向	internal-name	derived-from-call-role
SC_socket	通信端点_创建通信端点	internal-name	derived-from-call-role
SEEK_CUR	从当前位置定位	interface-constant	project-proposal
SEEK_END	从末尾定位	interface-constant	project-proposal
SEEK_SET	从起点定位	interface-constant	project-proposal
SHRT_MAX	短整数最大值	integer-limit	project-proposal
SHRT_MIN	短整数最小值	integer-limit	project-proposal
SHUT_RD	停止接收	network-declaration	project-proposal
SHUT_RDWR	停止双向通信	network-declaration	project-proposal
SHUT_WR	停止发送	network-declaration	project-proposal
SOCK_DGRAM	数据报端点	network-declaration	project-proposal
SOCK_STREAM	数据流端点	network-declaration	project-proposal
STDERR_FILENO	标准错误输出编号	interface-constant	project-proposal
STDIN_FILENO	标准输入编号	interface-constant	project-proposal
STDOUT_FILENO	标准输出编号	interface-constant	project-proposal
SYS_access	系统调用_检查访问权限	internal-name	derived-from-call-role
SYS_brk	系统调用_设定动态存储末端	internal-name	derived-from-call-role
SYS_chdir	系统调用_切换工作目录	internal-name	derived-from-call-role
SYS_close	系统调用_关闭	internal-name	derived-from-call-role
SYS_creat	系统调用_创建文件	internal-name	derived-from-call-role
SYS_dup	系统调用_复制打开文件引用	internal-name	derived-from-call-role
SYS_dup2	系统调用_按指定编号复制文件引用	internal-name	derived-from-call-role
SYS_execve	系统调用_替换执行内容	internal-name	derived-from-call-role
SYS_exit	系统调用_立即结束	internal-name	derived-from-call-role
SYS_fcntl	系统调用_控制文件	internal-name	derived-from-call-role
SYS_fork	系统调用_分出子进程	internal-name	derived-from-call-role
SYS_fstat	系统调用_取得打开文件状态	internal-name	derived-from-call-role
SYS_fsync	系统调用_同步文件记录	internal-name	derived-from-call-role
SYS_getcwd	系统调用_取得工作目录路径	internal-name	derived-from-call-role
SYS_getegid	系统调用_取得有效组编号	internal-name	derived-from-call-role
SYS_geteuid	系统调用_取得有效用户编号	internal-name	derived-from-call-role
SYS_getgid	系统调用_取得组编号	internal-name	derived-from-call-role
SYS_getpid	系统调用_取得进程编号	internal-name	derived-from-call-role
SYS_getppid	系统调用_取得父进程编号	internal-name	derived-from-call-role
SYS_getuid	系统调用_取得用户编号	internal-name	derived-from-call-role
SYS_lseek	系统调用_移动读写位置	internal-name	derived-from-call-role
SYS_lstat	系统调用_取得链接自身状态	internal-name	derived-from-call-role
SYS_open	系统调用_打开	internal-name	derived-from-call-role
SYS_read	系统调用_读取	internal-name	derived-from-call-role
SYS_socketcall	通信端点系统调用编号	implementation-helper	project-proposal
SYS_stat	系统调用_文件状态	internal-name	derived-from-call-role
SYS_sync	系统调用_同步全部记录	internal-name	derived-from-call-role
SYS_uname	系统调用_取得系统信息	internal-name	derived-from-call-role
SYS_write	系统调用_写入	internal-name	derived-from-call-role
S_IFCHR	字符设备类型	interface-constant	project-proposal
S_IFDIR	目录类型	interface-constant	project-proposal
S_IFMT	文件类型掩码	interface-constant	project-proposal
S_IFREG	普通文件类型	interface-constant	project-proposal
S_IRGRP	所属组读权限	interface-constant	project-proposal
S_IROTH	其他人读权限	interface-constant	project-proposal
S_IRUSR	所有者读权限	interface-constant	project-proposal
S_ISCHR	检查字符设备模式	interface-constant	project-proposal
S_ISDIR	检查目录模式	interface-constant	project-proposal
S_ISREG	检查普通文件模式	interface-constant	project-proposal
S_IWGRP	所属组写权限	interface-constant	project-proposal
S_IWOTH	其他人写权限	interface-constant	project-proposal
S_IWUSR	所有者写权限	interface-constant	project-proposal
S_IXGRP	所属组执行权限	interface-constant	project-proposal
S_IXOTH	其他人执行权限	interface-constant	project-proposal
S_IXUSR	所有者执行权限	interface-constant	project-proposal
UCHAR_MAX	无符号字符整数最大值	integer-limit	project-proposal
UINT_MAX	无符号整数最大值	integer-limit	project-proposal
ULLONG_MAX	无符号长长整数最大值	integer-limit	project-proposal
ULONG_MAX	无符号长整数最大值	integer-limit	project-proposal
USHRT_MAX	无符号短整数最大值	integer-limit	project-proposal
WEXITSTATUS	提取退出值	interface-constant	project-proposal
WIFEXITED	检查正常退出	interface-constant	project-proposal
WNOHANG	未就绪则不等待	interface-constant	project-proposal
W_OK	检查写权限	interface-constant	project-proposal
X_OK	检查执行权限	interface-constant	project-proposal
_LIBC_ARPA_INET_H	_声明_通信地址_字节顺序	internal-name	derived-from-native-header-path
_LIBC_CTYPE_H	_声明_字符分类	internal-name	derived-from-native-header-path
_LIBC_ERRNO_H	_声明_错误编号	internal-name	derived-from-native-header-path
_LIBC_FCNTL_H	_声明_文件控制	internal-name	derived-from-native-header-path
_LIBC_LIMITS_H	_声明_整数极限	internal-name	derived-from-native-header-path
_LIBC_NETINET_IN_H	_声明_互联网络_地址	internal-name	derived-from-native-header-path
_LIBC_STDDEF_H	_声明_基本定义	internal-name	derived-from-native-header-path
_LIBC_STDINT_H	_声明_整数类型	internal-name	derived-from-native-header-path
_LIBC_STDLIB_H	_声明_通用函数	internal-name	derived-from-native-header-path
_LIBC_STRINGS_H	_声明_字符串大小写比较	internal-name	derived-from-native-header-path
_LIBC_STRING_H	_声明_字符串与内存内容	internal-name	derived-from-native-header-path
_LIBC_SYSCALL_H	_声明_系统_系统调用	internal-name	derived-from-native-header-path
_LIBC_SYS_SOCKET_H	_声明_系统_通信端点	internal-name	derived-from-native-header-path
_LIBC_SYS_STAT_H	_声明_系统_文件状态	internal-name	derived-from-native-header-path
_LIBC_SYS_TYPES_H	_声明_系统_数据类型	internal-name	derived-from-native-header-path
_LIBC_SYS_UTSNAME_H	_声明_系统_系统身份	internal-name	derived-from-native-header-path
_LIBC_SYS_WAIT_H	_声明_系统_子进程等待	internal-name	derived-from-native-header-path
_LIBC_UNISTD_H	_声明_输入输出与执行	internal-name	derived-from-native-header-path
__posix_library_test	测试函数集行为	variable	project-proposal
_exit	立即结束	function	project-proposal
a	传值数组	variable	project-proposal
a1	第一参数	variable	project-proposal
a2	第二参数	variable	project-proposal
a3	第三参数	variable	project-proposal
a4	第四参数	variable	project-proposal
a5	第五参数	variable	project-proposal
a6	第六参数	variable	project-proposal
abs	取得整数绝对值	function	project-proposal
accept	接受连接	function	project-proposal
access	检查访问权限	function	project-proposal
address	地址	variable	project-proposal
address_len	地址大小	variable	project-proposal
address_length	地址长度	variable	project-proposal
argc	参数数量	implementation-helper	project-proposal
args	可变参数	variable	project-proposal
args_fail	参数检查失败	implementation-helper	project-proposal
args_pass	参数检查成功	implementation-helper	project-proposal
argument	参数值	variable	project-proposal
arguments	传入参数列表	variable	project-proposal
argv	参数列表	variable	project-proposal
atoi	将十进字符串读为整数	function	project-proposal
atol	将十进字符串读为长整数	function	project-proposal
available	可用标志	variable	project-proposal
b	第二值	variable	project-proposal
backlog	等待上限	variable	project-proposal
bind	绑定本地地址	function	project-proposal
blkcnt_t	块数量类型	scalar-type	project-proposal
blksize_t	块大小类型	scalar-type	project-proposal
brk	设定动态存储末端	function	project-proposal
bsearch	在有序数组中二分查找	function	project-proposal
bss_zeroed	未初始化数据清零	implementation-helper	project-proposal
buf	缓冲区域	variable	project-proposal
buffer	数据缓冲区域	variable	project-proposal
byte	字节值	implementation-helper	project-proposal
bytes	字节数组	implementation-helper	project-proposal
c	第三值	variable	project-proposal
call	通信调用编号	variable	project-proposal
calloc	分配清零数组空间	function	project-proposal
capacity	容量	variable	project-proposal
character	字符值	variable	project-proposal
chdir	切换工作目录	function	project-proposal
checks	检查次数	implementation-helper	project-proposal
child	子项位置	variable	project-proposal
client	请求端点	implementation-helper	project-proposal
cloexec_fail	程序替换时关闭失败	implementation-helper	project-proposal
cloexec_pass	程序替换时关闭成功	implementation-helper	project-proposal
close	关闭	function	project-proposal
cmd	控制命令	variable	project-proposal
compare	比较函数	variable	project-proposal
compare_int	比较整数	variable	project-proposal
connect	连接对端	function	project-proposal
copy	复制值	implementation-helper	project-proposal
copy_length	复制长度	variable	project-proposal
count	数量	variable	project-proposal
creat	创建文件	function	project-proposal
current	当前末端	variable	project-proposal
cursor	当前位置	variable	project-proposal
cwd	工作目录	implementation-helper	project-proposal
decoded	解码值	implementation-helper	project-proposal
delimiters	分隔值集合	variable	project-proposal
dest_addr	目的地址	variable	project-proposal
dest_len	目的地址长度	variable	project-proposal
destination	目标位置	variable	project-proposal
dev_t	设备编号类型	scalar-type	project-proposal
digit	数字值	variable	project-proposal
digit_value	取得数字值	variable	project-proposal
div	取得整数商余数	function	project-proposal
div_t	整数除法结果类型	variable	project-proposal
domain	地址族	variable	project-proposal
dup	复制打开文件引用	function	project-proposal
dup2	按指定编号复制文件引用	function	project-proposal
element_size	元素大小	variable	project-proposal
elements	元素数组	variable	project-proposal
end_pointer	转换末端地址	variable	project-proposal
environ	环境变量列表	variable	project-proposal
envp	环境列表	variable	project-proposal
errno	错误编号	variable	project-proposal
execve	替换执行内容	function	project-proposal
expected_errno	预期错误编号	implementation-helper	project-proposal
failed_with	检查是否指定错误	implementation-helper	project-proposal
failure	失败标志	implementation-helper	project-proposal
failures	失败次数	implementation-helper	project-proposal
fcntl	控制文件	function	project-proposal
fd	文件描述编号	variable	project-proposal
first	首项	implementation-helper	project-proposal
first_match	首次匹配位置	variable	project-proposal
flags	处理标志	variable	project-proposal
fork	分出子进程	function	project-proposal
found	找到位置	variable	project-proposal
free	释放内存空间	function	project-proposal
fstat	取得打开文件状态	function	project-proposal
fsync	同步文件记录	function	project-proposal
getcwd	取得工作目录路径	function	project-proposal
getegid	取得有效组编号	function	project-proposal
getenv	取得环境变量值	function	project-proposal
geteuid	取得有效用户编号	function	project-proposal
getgid	取得组编号	function	project-proposal
getpeername	取得对端地址	function	project-proposal
getpid	取得进程编号	function	project-proposal
getppid	取得父进程编号	function	project-proposal
getsockname	取得本地端点地址	function	project-proposal
getuid	取得用户编号	function	project-proposal
gid_t	组编号类型	scalar-type	project-proposal
heap_block	内存区块	variable	project-proposal
heap_head	首个区块	variable	project-proposal
high	上界	variable	project-proposal
hole	下沉位置	variable	project-proposal
hostlong	主机顺序32位值	network-declaration	project-proposal
hostshort	主机顺序16位值	network-declaration	project-proposal
how	关闭方向	variable	project-proposal
htonl	转为网络次序32位	function	project-proposal
htons	转为网络次序16位	function	project-proposal
i	项目索引	implementation-helper	project-proposal
in_addr	互联网络地址	network-declaration	project-proposal
in_addr_t	互联网络地址值类型	network-declaration	project-proposal
in_port_t	通信端口编号类型	network-declaration	project-proposal
increment	增量	variable	project-proposal
index	索引	variable	project-proposal
ino_t	文件唯一编号类型	scalar-type	project-proposal
input	输入位置	variable	project-proposal
int16_t	有符号16位整数	scalar-type	project-proposal
int32_t	有符号32位整数	scalar-type	project-proposal
int64_t	有符号64位整数	scalar-type	project-proposal
int8_t	有符号8位整数	scalar-type	project-proposal
intptr_t	地址宽度有符号整数	scalar-type	project-proposal
is_unsigned	无符号标志	variable	project-proposal
isalnum	检查是否字母或数字	function	project-proposal
isalpha	检查是否字母	function	project-proposal
isatty	检查是否终端	function	project-proposal
isblank	检查是否水平空白	function	project-proposal
iscntrl	检查是否控制字符	function	project-proposal
isdigit	检查是否十进数字	function	project-proposal
isgraph	检查是否非空白可印字符	function	project-proposal
islower	检查是否小写字母	function	project-proposal
isprint	检查是否可印字符	function	project-proposal
ispunct	检查是否标点符号	function	project-proposal
isspace	检查是否空白字符	function	project-proposal
isupper	检查是否大写字母	function	project-proposal
isxdigit	检查是否十六进数字	function	project-proposal
iteration	迭代次数	implementation-helper	project-proposal
labs	取得长整数绝对值	function	project-proposal
last_block	最后区块	variable	project-proposal
ldiv	取得长整数商余数	function	project-proposal
ldiv_t	长整数除法结果类型	variable	project-proposal
left	左值	variable	project-proposal
length	长度	variable	project-proposal
length_of	取得文本长度	implementation-helper	project-proposal
level	设置层级	variable	project-proposal
limit	上限	variable	project-proposal
listen	准备接收连接	function	project-proposal
loaded	加载值	implementation-helper	project-proposal
low	下界	variable	project-proposal
lseek	移动读写位置	function	project-proposal
lstat	取得链接自身状态	function	project-proposal
m	检查方式	variable	project-proposal
machine	机器类型	structure-field	project-proposal
magnitude	数值大小	variable	project-proposal
malloc	分配内存空间	function	project-proposal
maximum	最大值	variable	project-proposal
memchr	在内存中查找值	function	project-proposal
memcmp	比较内存内容	function	project-proposal
memcpy	复制内存内容	function	project-proposal
memmove	允许重叠移动内存内容	function	project-proposal
memory	内存区域	implementation-helper	project-proposal
memset	用值填充内存区域	function	project-proposal
message	报文	variable	project-proposal
middle	中间位置	variable	project-proposal
mode	访问方式	variable	project-proposal
mode_t	文件模式类型	scalar-type	project-proposal
n	调用种类	variable	project-proposal
name	系统资料	variable	project-proposal
negative	负数标志	variable	project-proposal
netlong	网络顺序32位值	network-declaration	project-proposal
netshort	网络顺序16位值	network-declaration	project-proposal
newfd	新描述编号	variable	project-proposal
next_block	下一区块	variable	project-proposal
nlink_t	硬链接数量类型	scalar-type	project-proposal
nodename	节点名称	structure-field	project-proposal
ntohl	转为主机次序32位	function	project-proposal
ntohs	转为主机次序16位	function	project-proposal
number	调用编号	variable	project-proposal
off_t	文件位置类型	scalar-type	project-proposal
offset	位移	variable	project-proposal
oflag	打开选项	variable	project-proposal
old	原有值	implementation-helper	project-proposal
oldfd	原描述编号	variable	project-proposal
open	打开	function	project-proposal
option_len	选项长度	variable	project-proposal
option_name	选项名	variable	project-proposal
option_value	选项值	variable	project-proposal
options	选项	variable	project-proposal
overflow	溢出标志	variable	project-proposal
padding	对齐填充长度	variable	project-proposal
parent	父进程	implementation-helper	project-proposal
parse_unsigned	解析无符号数	variable	project-proposal
pass	检查通过	implementation-helper	project-proposal
passed	通过标志	implementation-helper	project-proposal
path	路径	variable	project-proposal
pid	进程编号	variable	project-proposal
pid_t	进程编号类型	scalar-type	project-proposal
posix_compile_test	声明编译试验	implementation-helper	project-proposal
posix_test_heap	动态内存行为试验	implementation-helper	project-proposal
posix_test_process	进程行为试验	implementation-helper	project-proposal
private_value	进程私有值	implementation-helper	project-proposal
protocol	通信协议	variable	project-proposal
ptrdiff_t	指针差类型	scalar-type	project-proposal
qsort	按比较规则排序	function	project-proposal
quot	商值	variable	project-proposal
radix	基数	variable	project-proposal
raw	分配原地址	variable	project-proposal
read	读取	function	project-proposal
realloc	调整内存空间大小	function	project-proposal
reap_nohang	不等待回收子进程	implementation-helper	project-proposal
recv	接收	function	project-proposal
recvfrom	接收并取得来源地址	function	project-proposal
release	系统发行版	structure-field	project-proposal
rem	余数	variable	project-proposal
remaining	剩余数	variable	project-proposal
report	报告结果	implementation-helper	project-proposal
requested	请求末端	variable	project-proposal
result	结果	variable	project-proposal
right	右值	variable	project-proposal
root	根路径	implementation-helper	project-proposal
s	受检数据	implementation-helper	project-proposal
s_addr	地址值	network-declaration	project-proposal
sa_data	地址数据	network-declaration	project-proposal
sa_family	端点地址族	network-declaration	project-proposal
sa_family_t	地址族类型	network-declaration	project-proposal
saved_environment	保存环境列表	variable	project-proposal
saved_errno	保存错误编号	variable	project-proposal
saved_state	保存进度状态	variable	project-proposal
say	写出报文	implementation-helper	project-proposal
sbrk	移动动态存储末端	function	project-proposal
second	第二项	implementation-helper	project-proposal
send	发送	function	project-proposal
sendto	向目的地址发送	function	project-proposal
server	响应端点	implementation-helper	project-proposal
server_address	响应端点地址	implementation-helper	project-proposal
setsockopt	设置通信端点选项	function	project-proposal
shutdown	关闭通信方向	function	project-proposal
sift_down	向下调整排序	variable	project-proposal
sin_addr	互联地址内容	network-declaration	project-proposal
sin_family	互联地址族	network-declaration	project-proposal
sin_port	通信端口编号	network-declaration	project-proposal
sin_zero	地址填充区	network-declaration	project-proposal
size	大小	variable	project-proposal
size_t	大小类型	scalar-type	project-proposal
sockaddr	通信端点地址	network-declaration	project-proposal
sockaddr_in	互联网络端点地址	network-declaration	project-proposal
socket	创建通信端点	function	project-proposal
socket_call	调用通信端点	variable	project-proposal
socklen_t	地址长度类型	network-declaration	project-proposal
source	来源位置	variable	project-proposal
source_length	来源地址大小	implementation-helper	project-proposal
spin	循环轮次	implementation-helper	project-proposal
spins	循环次数	implementation-helper	project-proposal
ssize_t	有符号大小类型	scalar-type	project-proposal
st	状态资料	variable	project-proposal
st_atime	最后访问时间	structure-field	project-proposal
st_atimensec	最后访问纳秒	structure-field	project-proposal
st_blksize	建议读写块大小	structure-field	project-proposal
st_blocks	已分配块数量	structure-field	project-proposal
st_ctime	最后状态变更时间	structure-field	project-proposal
st_ctimensec	最后状态变更纳秒	structure-field	project-proposal
st_dev	所属设备编号	structure-field	project-proposal
st_gid	所有者组编号	structure-field	project-proposal
st_ino	文件唯一编号	structure-field	project-proposal
st_mode	文件类型与权限	structure-field	project-proposal
st_mtime	最后内容修改时间	structure-field	project-proposal
st_mtimensec	最后内容修改纳秒	structure-field	project-proposal
st_nlink	硬链接数量	structure-field	project-proposal
st_rdev	代表设备编号	structure-field	project-proposal
st_size	文件大小	structure-field	project-proposal
st_uid	所有者用户编号	structure-field	project-proposal
start	起始位置	implementation-helper	project-proposal
stat	文件状态	function	project-proposal
status	结束状态	variable	project-proposal
stpcpy	复制字符串并取得末端	function	project-proposal
stpncpy	定长填充复制并取得末端	function	project-proposal
strcasecmp	忽略大小写比较字符串	function	project-proposal
strcat	追加字符串	function	project-proposal
strchr	查找字符串首个值	function	project-proposal
strcmp	比较字符串	function	project-proposal
strcoll	按排序规则比较字符串	function	project-proposal
strcpy	复制字符串	function	project-proposal
strcspn	取得无排除值前缀长度	function	project-proposal
strdup	在新空间复制字符串	function	project-proposal
strlen	取得字符串字节数	function	project-proposal
strncasecmp	限长忽略大小写比较字符串	function	project-proposal
strncat	限长追加字符串	function	project-proposal
strncmp	限长比较字符串	function	project-proposal
strncpy	定长填充复制字符串	function	project-proposal
strndup	限长在新空间复制字符串	function	project-proposal
strnlen	取得限长字符串字节数	function	project-proposal
strpbrk	查找字符串中的集合值	function	project-proposal
strrchr	查找字符串最后值	function	project-proposal
strspn	取得允许值前缀长度	function	project-proposal
strstr	查找子字符串	function	project-proposal
strtok	分割字符串词段	function	project-proposal
strtok_r	指定状态分割字符串词段	function	project-proposal
strtol	将字符串读为长整数	function	project-proposal
strtoul	将字符串读为无符号长整数	function	project-proposal
strxfrm	生成字符串排序键	function	project-proposal
swap_elements	交换元素	variable	project-proposal
sync	同步全部记录	function	project-proposal
sysname	系统名称	structure-field	project-proposal
target	目标值	implementation-helper	project-proposal
temporary	临时值	variable	project-proposal
test_dup_and_fcntl	描述编号复制与控制试验	implementation-helper	project-proposal
test_identity	执行身份试验	implementation-helper	project-proposal
test_line	失败行号	variable	project-proposal
test_open_and_io	打开与读写试验	implementation-helper	project-proposal
test_paths	路径操作试验	implementation-helper	project-proposal
test_terminal_and_uname	终端与系统信息试验	implementation-helper	project-proposal
text	字符串	variable	project-proposal
text_equal	检查文本相等	implementation-helper	project-proposal
text_length	文本字节长度	implementation-helper	project-proposal
time_t	时间值类型	scalar-type	project-proposal
tolower	转换为小写	function	project-proposal
total	总长度	variable	project-proposal
toupper	转换为大写	function	project-proposal
type	端点类型	variable	project-proposal
uid_t	用户编号类型	scalar-type	project-proposal
uint16_t	无符号16位整数	scalar-type	project-proposal
uint32_t	无符号32位整数	scalar-type	project-proposal
uint64_t	无符号64位整数	scalar-type	project-proposal
uint8_t	无符号8位整数	scalar-type	project-proposal
uintptr_t	地址宽度无符号整数	scalar-type	project-proposal
uname	取得系统信息	function	project-proposal
utsname	系统身份信息	structure-field	project-proposal
value	值	variable	project-proposal
version	系统修订版	structure-field	project-proposal
wait	等待子进程	function	project-proposal
waited	已等待进程	implementation-helper	project-proposal
waitpid	等待指定子进程	function	project-proposal
whence	位置基准	variable	project-proposal
write	写入	function	project-proposal
