원래경로	변환경로
userland/posix/TEST_RESULTS.md	простір_користувача/posix/TEST_RESULTS.md
userland/posix/include/arpa/inet.h	простір_користувача/posix/оголошення/arpa/inet.h
userland/posix/include/engos/syscall.h	простір_користувача/posix/оголошення/sys/syscall.h
userland/posix/include/errno.h	простір_користувача/posix/оголошення/errno.h
userland/posix/include/fcntl.h	простір_користувача/posix/оголошення/fcntl.h
userland/posix/include/netinet/in.h	простір_користувача/posix/оголошення/netinet/in.h
userland/posix/include/stddef.h	простір_користувача/posix/оголошення/stddef.h
userland/posix/include/stdint.h	простір_користувача/posix/оголошення/stdint.h
userland/posix/include/sys/socket.h	простір_користувача/posix/оголошення/sys/socket.h
userland/posix/include/sys/stat.h	простір_користувача/posix/оголошення/sys/stat.h
userland/posix/include/sys/types.h	простір_користувача/posix/оголошення/sys/types.h
userland/posix/include/sys/utsname.h	простір_користувача/posix/оголошення/sys/utsname.h
userland/posix/include/sys/wait.h	простір_користувача/posix/оголошення/sys/wait.h
userland/posix/include/unistd.h	простір_користувача/posix/оголошення/unistd.h
userland/posix/linker.ld	простір_користувача/posix/схема_компонування.ld
userland/posix/src/crt0.S	простір_користувача/posix/реалізація/запуск.S
userland/posix/src/errno.c	простір_користувача/posix/реалізація/номер_помилки.c
userland/posix/src/fcntl.c	простір_користувача/posix/реалізація/керування_файлом.c
userland/posix/src/socket.c	простір_користувача/posix/реалізація/socket.c
userland/posix/src/stat.c	простір_користувача/posix/реалізація/стан_файла.c
userland/posix/src/syscall.S	простір_користувача/posix/реалізація/системний_виклик.S
userland/posix/src/unistd.c	простір_користувача/posix/реалізація/unistd.c
userland/posix/tests/compile.c	простір_користувача/posix/випробування/compile.c
userland/posix/tests/exec_runtime.c	простір_користувача/posix/випробування/exec_runtime.c
userland/posix/tests/exec_target.c	простір_користувача/posix/випробування/exec_target.c
userland/posix/tests/fork_runtime.c	простір_користувача/posix/випробування/fork_runtime.c
userland/posix/tests/heap_runtime.c	простір_користувача/posix/випробування/heap_runtime.c
userland/posix/tests/runtime.c	простір_користувача/posix/випробування/runtime.c
userland/posix/tests/socket_runtime.c	простір_користувача/posix/випробування/socket_runtime.c
userland/posix/tests/stdin_runtime.c	простір_користувача/posix/випробування/stdin_runtime.c
