원래경로	변환경로
linker.ld	disposição_de_ligação.ld
tools/decode-virtualbox-log.sh	ferramentas/interpretar_registo_série.sh
tools/offsets.go	ferramentas/deslocamentos_de_estrutura.go
userland/posix/Makefile	espaço_do_utilizador/posix/Makefile
userland/posix/TEST_RESULTS.md	espaço_do_utilizador/posix/TEST_RESULTS.md
userland/posix/include/arpa/inet.h	espaço_do_utilizador/posix/declarações/arpa/inet.h
userland/posix/include/engos/syscall.h	espaço_do_utilizador/posix/declarações/sys/syscall.h
userland/posix/include/errno.h	espaço_do_utilizador/posix/declarações/errno.h
userland/posix/include/fcntl.h	espaço_do_utilizador/posix/declarações/fcntl.h
userland/posix/include/netinet/in.h	espaço_do_utilizador/posix/declarações/netinet/in.h
userland/posix/include/stddef.h	espaço_do_utilizador/posix/declarações/stddef.h
userland/posix/include/stdint.h	espaço_do_utilizador/posix/declarações/stdint.h
userland/posix/include/sys/socket.h	espaço_do_utilizador/posix/declarações/sys/socket.h
userland/posix/include/sys/stat.h	espaço_do_utilizador/posix/declarações/sys/stat.h
userland/posix/include/sys/types.h	espaço_do_utilizador/posix/declarações/sys/types.h
userland/posix/include/sys/utsname.h	espaço_do_utilizador/posix/declarações/sys/utsname.h
userland/posix/include/sys/wait.h	espaço_do_utilizador/posix/declarações/sys/wait.h
userland/posix/include/unistd.h	espaço_do_utilizador/posix/declarações/unistd.h
userland/posix/linker.ld	espaço_do_utilizador/posix/disposição_de_ligação.ld
userland/posix/src/crt0.S	espaço_do_utilizador/posix/implementação/arranque.S
userland/posix/src/errno.c	espaço_do_utilizador/posix/implementação/número_de_erro.c
userland/posix/src/fcntl.c	espaço_do_utilizador/posix/implementação/controlo_de_ficheiro.c
userland/posix/src/socket.c	espaço_do_utilizador/posix/implementação/socket.c
userland/posix/src/stat.c	espaço_do_utilizador/posix/implementação/estado_de_ficheiro.c
userland/posix/src/syscall.S	espaço_do_utilizador/posix/implementação/chamada_ao_sistema.S
userland/posix/src/unistd.c	espaço_do_utilizador/posix/implementação/unistd.c
userland/posix/tests/compile.c	espaço_do_utilizador/posix/testes/compile.c
userland/posix/tests/exec_runtime.c	espaço_do_utilizador/posix/testes/exec_runtime.c
userland/posix/tests/exec_target.c	espaço_do_utilizador/posix/testes/exec_target.c
userland/posix/tests/fork_runtime.c	espaço_do_utilizador/posix/testes/fork_runtime.c
userland/posix/tests/heap_runtime.c	espaço_do_utilizador/posix/testes/heap_runtime.c
userland/posix/tests/runtime.c	espaço_do_utilizador/posix/testes/runtime.c
userland/posix/tests/socket_runtime.c	espaço_do_utilizador/posix/testes/socket_runtime.c
userland/posix/tests/stdin_runtime.c	espaço_do_utilizador/posix/testes/stdin_runtime.c
