function	native_identifier	implementation	limits
recvfrom	प्रेषक_पते_सहित_प्राप्त_करना	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
shutdown	संचार_दिशा_बंद_करना	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
setsockopt	संचार_छोर_विकल्प_निर्धारित_करना	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
memcpy	memcpy	userspace-library	single-thread;C-locale;byte-strings;i386
memmove	memmove	userspace-library	single-thread;C-locale;byte-strings;i386
memset	memset	userspace-library	single-thread;C-locale;byte-strings;i386
memcmp	memcmp	userspace-library	single-thread;C-locale;byte-strings;i386
memchr	memchr	userspace-library	single-thread;C-locale;byte-strings;i386
strlen	strlen	userspace-library	single-thread;C-locale;byte-strings;i386
strnlen	strnlen	userspace-library	single-thread;C-locale;byte-strings;i386
strcpy	strcpy	userspace-library	single-thread;C-locale;byte-strings;i386
strncpy	strncpy	userspace-library	single-thread;C-locale;byte-strings;i386
stpcpy	stpcpy	userspace-library	single-thread;C-locale;byte-strings;i386
stpncpy	stpncpy	userspace-library	single-thread;C-locale;byte-strings;i386
strcat	strcat	userspace-library	single-thread;C-locale;byte-strings;i386
strncat	strncat	userspace-library	single-thread;C-locale;byte-strings;i386
strcmp	strcmp	userspace-library	single-thread;C-locale;byte-strings;i386
strncmp	strncmp	userspace-library	single-thread;C-locale;byte-strings;i386
strcoll	strcoll	userspace-library	single-thread;C-locale;byte-strings;i386
strxfrm	strxfrm	userspace-library	single-thread;C-locale;byte-strings;i386
strchr	strchr	userspace-library	single-thread;C-locale;byte-strings;i386
strrchr	strrchr	userspace-library	single-thread;C-locale;byte-strings;i386
strstr	strstr	userspace-library	single-thread;C-locale;byte-strings;i386
strspn	strspn	userspace-library	single-thread;C-locale;byte-strings;i386
strcspn	strcspn	userspace-library	single-thread;C-locale;byte-strings;i386
strpbrk	strpbrk	userspace-library	single-thread;C-locale;byte-strings;i386
strtok	strtok	userspace-library	single-thread;C-locale;byte-strings;i386
strtok_r	strtok_r	userspace-library	single-thread;C-locale;byte-strings;i386
strdup	strdup	userspace-library	single-thread;C-locale;byte-strings;i386
strndup	strndup	userspace-library	single-thread;C-locale;byte-strings;i386
strcasecmp	strcasecmp	userspace-library	single-thread;C-locale;byte-strings;i386
strncasecmp	strncasecmp	userspace-library	single-thread;C-locale;byte-strings;i386
isalnum	isalnum	userspace-library	single-thread;C-locale;byte-strings;i386
isalpha	isalpha	userspace-library	single-thread;C-locale;byte-strings;i386
isblank	isblank	userspace-library	single-thread;C-locale;byte-strings;i386
iscntrl	iscntrl	userspace-library	single-thread;C-locale;byte-strings;i386
isdigit	isdigit	userspace-library	single-thread;C-locale;byte-strings;i386
isgraph	isgraph	userspace-library	single-thread;C-locale;byte-strings;i386
islower	islower	userspace-library	single-thread;C-locale;byte-strings;i386
isprint	isprint	userspace-library	single-thread;C-locale;byte-strings;i386
ispunct	ispunct	userspace-library	single-thread;C-locale;byte-strings;i386
isspace	isspace	userspace-library	single-thread;C-locale;byte-strings;i386
isupper	isupper	userspace-library	single-thread;C-locale;byte-strings;i386
isxdigit	isxdigit	userspace-library	single-thread;C-locale;byte-strings;i386
tolower	tolower	userspace-library	single-thread;C-locale;byte-strings;i386
toupper	toupper	userspace-library	single-thread;C-locale;byte-strings;i386
malloc	malloc	userspace-library	single-thread;C-locale;byte-strings;i386
calloc	calloc	userspace-library	single-thread;C-locale;byte-strings;i386
realloc	realloc	userspace-library	single-thread;C-locale;byte-strings;i386
free	free	userspace-library	single-thread;C-locale;byte-strings;i386
strtol	strtol	userspace-library	single-thread;C-locale;byte-strings;i386
strtoul	strtoul	userspace-library	single-thread;C-locale;byte-strings;i386
atoi	atoi	userspace-library	single-thread;C-locale;byte-strings;i386
atol	atol	userspace-library	single-thread;C-locale;byte-strings;i386
abs	abs	userspace-library	single-thread;C-locale;byte-strings;i386
labs	labs	userspace-library	single-thread;C-locale;byte-strings;i386
div	div	userspace-library	single-thread;C-locale;byte-strings;i386
ldiv	ldiv	userspace-library	single-thread;C-locale;byte-strings;i386
qsort	qsort	userspace-library	single-thread;C-locale;byte-strings;i386
bsearch	bsearch	userspace-library	single-thread;C-locale;byte-strings;i386
getenv	getenv	userspace-library	single-thread;C-locale;byte-strings;i386
