original	compiler	native	status
FloatingPointException	Floatingpointexception	FloatingPointException	pending-translation
Flush	Flush	Flush	pending-translation
FlushTlsTable	Flushtlstable	FlushTlsTable	pending-translation
Focussable	Focussable	Focussable	pending-translation
Free	Free	Free	pending-translation
Fs	Fs	Fs	pending-translation
GB	Gb	GB	pending-translation
GDT_ENTRIES	Gdtentry	GDT_ENTRIES	pending-translation
GOT	Got	GOT	pending-translation
GPFException	Gpfexception	GPFException	pending-translation
GatewayIP	Gatewayip	GatewayIP	pending-translation
GdtAddressHigh	Gdtaddresshigh	GdtAddressHigh	pending-translation
GdtAddressLow	Gdtaddresslow	GdtAddressLow	pending-translation
GdtDescriptor	Gdtdescriptor	GdtDescriptor	pending-translation
GdtEntry	Gdtentry_2	GdtEntry	pending-translation
GdtSize	Gdtsize	GdtSize	pending-translation
GetAt	Getat	GetAt	pending-translation
GetBackend	Getbackend	GetBackend	pending-translation
GetBaseAddressRegister	Getbaseaddressregister	GetBaseAddressRegister	pending-translation
GetBitmaspSize	Getbitmaspsize	GetBitmaspSize	pending-translation
GetBytesFromPtr	Getbytesfrompointer	GetBytesFromPtr	pending-translation
GetCR0	Getcr0	GetCR0	pending-translation
GetCR2	Getcr2	GetCR2	pending-translation
GetCR3	Getcr3	GetCR3	pending-translation
GetCR4	Getcr4	GetCR4	pending-translation
GetColorIndex	Getcolorindex	GetColorIndex	pending-translation
GetDeviceDescriptor	Getउपकरणdescriptor	GetDeviceDescriptor	pending-translation
GetDriver	Getdriver	GetDriver	pending-translation
GetESP0	Getesp0	GetESP0	pending-translation
GetEntry	Getentry	GetEntry	pending-translation
GetFileSize	Getfilesize	GetFileSize	pending-translation
GetFocus	Getfocus	GetFocus	pending-translation
GetFrameBufferSegment	Getframebuffersegment	GetFrameBufferSegment	pending-translation
GetFuncPtrFromPtr	Getfuncpointerfrompointer	GetFuncPtrFromPtr	pending-translation
GetFunctionName	Getfunctionname	GetFunctionName	pending-translation
GetHandler	Gethandler	GetHandler	pending-translation
GetIPAddress	Getipaddress	GetIPAddress	pending-translation
GetMACAddress	Getmacaddress	GetMACAddress	pending-translation
GetMACFromCache	Getmacfromcache	GetMACFromCache	pending-translation
GetNextReadyThread	Getnextreadythread	GetNextReadyThread	pending-translation
GetNodeAt	Getnodeat	GetNodeAt	pending-translation
GetProvider	Providerget	GetProvider	pending-translation
GetSS0	Getss0	GetSS0	pending-translation
GetStr	Getstr	GetStr	pending-translation
GetUint32ArrayFromPtr	Getunsignedinteger32arrayfrompointer	GetUint32ArrayFromPtr	pending-translation
GetUintptrArrayFromPtr	Getunsignedintegerpointerarrayfrompointer	GetUintptrArrayFromPtr	pending-translation
GetValue	Getvalue	GetValue	pending-translation
GetValueInPageDir	Getvalueinpagedirectory	GetValueInPageDir	pending-translation
Gid	Gid	Gid	pending-translation
Gs	Gs	Gs	pending-translation
HandleException	Handleexception	HandleException	pending-translation
HandleFatalInterruptFrame	Handlefatalinterruptframe	HandleFatalInterruptFrame	pending-translation
HandleInterrupt	Handleinterrupt	HandleInterrupt	pending-translation
HandleInterrupt1	Handleinterrupt1	HandleInterrupt1	pending-translation
HandleUserDatagramProtocolMessage	Handleuserdatagramprotocolmessage	HandleUserDatagramProtocolMessage	pending-translation
IDT_DESC_PRESENT	Idtdescriptorpresent	IDT_DESC_PRESENT	pending-translation
IDT_INTERRUPT_GATE	Idtinterruptgate	IDT_INTERRUPT_GATE	pending-translation
IDriver	IDriver	IDriver	pending-translation
IEtherFrameHandler	IEthernetframehandler	IEtherFrameHandler	pending-translation
IInternetProtocolHandler	IInternetprotocolhandler	IInternetProtocolHandler	pending-translation
IInterruptHandler	IInterrupthandler	IInterruptHandler	pending-translation
IKeyboardEventHandler	IKeyboardeventhandler	IKeyboardEventHandler	pending-translation
IMouseEventHandler	IMouseeventhandler	IMouseEventHandler	pending-translation
IPCIControllerHandler	Ipcicontrollerhandler	IPCIControllerHandler	pending-translation
IPCache	Ipcache	IPCache	pending-translation
IP_BE	Ipnetworkbyteorder	IP_BE	pending-translation
IRawDataHandler	IRawdatahandler	IRawDataHandler	pending-translation
ITimerEventHandler	ITimereventhandler	ITimerEventHandler	pending-translation
IUserDatagramProtocolHandler	IUserdatagramprotocolhandler	IUserDatagramProtocolHandler	pending-translation
IUserDatagramProtocolSocket	IUserdatagramprotocolsocket	IUserDatagramProtocolSocket	pending-translation
IWidget	IWidget	IWidget	pending-translation
Identify	Identify	Identify	pending-translation
Increment	Increment	Increment	pending-translation
IndexOf	Indexof	IndexOf	pending-translation
Init	Init	Init	pending-translation
InitDriver	Initdriver	InitDriver	pending-translation
InitialThreadUserJump	Initialthreaduserjump	InitialThreadUserJump	pending-translation
Ino	Ino	Ino	pending-translation
Install	Install	Install	pending-translation
Interrupt	Interrupt	Interrupt	pending-translation
InterruptActive	Interruptactive	InterruptActive	pending-translation
InterruptDeactive	Interruptdeactive	InterruptDeactive	pending-translation
InterruptManager	Interruptmanager	InterruptManager	pending-translation
InterruptNumber	Interruptnumber	InterruptNumber	pending-translation
InvalidOpcode	Invalidopcode	InvalidOpcode	pending-translation
InvalidTSS	Invalidtss	InvalidTSS	pending-translation
IsKernel	Iskernel	IsKernel	pending-translation
IsPresent	Ispresent	IsPresent	pending-translation
IsUserSpace	Isuserspace	IsUserSpace	pending-translation
KB	Kb	KB	pending-translation
KCS_INDEX	Kcsindex	KCS_INDEX	pending-translation
KCS_SELECTOR	Kcsselector	KCS_SELECTOR	pending-translation
KDS_INDEX	Kdsindex	KDS_INDEX	pending-translation
KDS_SELECTOR	Kdsselector	KDS_SELECTOR	pending-translation
KERNEL_HEAP_START	Kernelheapstart	KERNEL_HEAP_START	pending-translation
KERNEL_VIRT_ADDR	Kernelvirtaddress	KERNEL_VIRT_ADDR	pending-translation
KGS_INDEX	Kgsindex	KGS_INDEX	pending-translation
KGS_SELECTOR	Kgsselector	KGS_SELECTOR	pending-translation
K핵심	KKernelEntry	KKernelEntry	compatibility
LIDT	Lidt	LIDT	pending-translation
Last	Last	Last	pending-translation
Len	Len	Len	compatibility
Limit	Limit	Limit	pending-translation
Link	Link	Link	pending-translation
LinkMap	Linkmap	LinkMap	pending-translation
LinkedList	Linkedlist	LinkedList	pending-translation
Listen	Listen	Listen	pending-translation
LoadElf	Loadelf	LoadElf	pending-translation
MAC	Mac	MAC	pending-translation
MAC0	Mac0	MAC0	pending-translation
MAC1	Mac1	MAC1	pending-translation
MAC2	Mac2	MAC2	pending-translation
MAC3	Mac3	MAC3	pending-translation
MAC4	Mac4	MAC4	pending-translation
MAC5	Mac5	MAC5	pending-translation
MACAddress0Port	Macaddress0port	MACAddress0Port	pending-translation
MACAddress2Port	Macaddress2port	MACAddress2Port	pending-translation
MACAddress4Port	Macaddress4port	MACAddress4Port	pending-translation
MACCache	Maccache	MACCache	pending-translation
MAX_QUEUE_SIZE	Maxqueuesize	MAX_QUEUE_SIZE	pending-translation
MB	Mb	MB	pending-translation
MBR	Mbr	MBR	pending-translation
MHex출력	MHexadecimalprint	MHex출력	pending-translation
MHex출력XY	MHexadecimalprintxy	MHex출력XY	pending-translation
MUint16출력	MUnsignedinteger16print	MUint16출력	pending-translation
MUint16출력XY	MUnsignedinteger16printxy	MUint16출력XY	pending-translation
MUint32출력	MUnsignedinteger32print	MUint32출력	pending-translation
MUint32출력XY	MUnsignedinteger32printxy	MUint32출력XY	pending-translation
MUint64출력	MUnsignedinteger64print	MUint64출력	pending-translation
MUint64출력XY	MUnsignedinteger64printxy	MUint64출력XY	pending-translation
Machine	Machine	Machine	pending-translation
MachineCheck	Machinecheck	MachineCheck	pending-translation
MakeRangePrivateWritable	Makerangeprivatewritable	MakeRangePrivateWritable	pending-translation
Malloc	Malloc	Malloc	pending-translation
MemCmp	Memcmp	MemCmp	pending-translation
MemCpy	Memcopy	MemCpy	pending-translation
MemMove	Memmove	MemMove	pending-translation
MemSet	Memset	MemSet	pending-translation
MemoryOper	Memoryoper	MemoryOper	pending-translation
Mode	Mode	Mode	pending-translation
ModelToScreen	Set_local_coordinates	ModelToScreen	pending-translation
Mtime	Mtime	Mtime	pending-translation
MtimeNsec	Mtimensec	MtimeNsec	pending-translation
MyHandleInterrupt	Myhandleinterrupt	MyHandleInterrupt	pending-translation
MyTest	Mytest	MyTest	pending-translation
M긴급로그Hex8	MEmergencyloghexadecimal8	M긴급로그Hex8	pending-translation
M긴급로그Uint32	MEmergencylogunsignedinteger32	M긴급로그Uint32	pending-translation
M긴급로그문자열	MEmergencylogstring	M긴급로그문자열	pending-translation
M직렬로그초기화	MSerialloginit	M직렬로그초기화	pending-translation
M출력	MPrint	M출력	pending-translation
M출력BytesXY	MPrintbytesxy	M출력BytesXY	pending-translation
M출력Hex	MPrinthexadecimal	M출력Hex	pending-translation
M출력Uint16	MPrintunsignedinteger16	M출력Uint16	pending-translation
M출력Uint32	MPrintunsignedinteger32	M출력Uint32	pending-translation
M출력XY	MPrintxy	M출력XY	pending-translation
M테스트	M테스트	M테스트	pending-translation
NMI	Nmi	NMI	pending-translation
New	New	New	pending-translation
NewInterruptHandler	Newinterrupthandler	NewInterruptHandler	pending-translation
Next	Next	Next	pending-translation
Nlink	Nlink	Nlink	pending-translation
Node	Node	Node	pending-translation
Nodename	Nodename	Nodename	pending-translation
OnEtherFrameReceived	Ethernetframereceivewhen	OnEtherFrameReceived	pending-translation
OnGetDriver	Ongetdriver	OnGetDriver	pending-translation
OnInternetProtocolReceived	Internetprotocolreceivewhen	OnInternetProtocolReceived	pending-translation
OnKeyDown	Onkeydown	OnKeyDown	pending-translation
OnKeyUp	Onkeyऊपर	OnKeyUp	pending-translation
OnMouseDown	Onmousedown	OnMouseDown	pending-translation
OnMouseMove	Onmousemove	OnMouseMove	pending-translation
OnMouseUp	Onmouseऊपर	OnMouseUp	pending-translation
OnRawDataReceived	Onrawdatareceive	OnRawDataReceived	pending-translation
OnTick	Ontick	OnTick	pending-translation
Overflow	Overflow	Overflow	pending-translation
P1LinkMap	PValue1linkmap	P1LinkMap	pending-translation
P2LinkMap	PValue2linkmap	P2LinkMap	pending-translation
P3LinkMap	PValue3linkmap	P3LinkMap	pending-translation
PAGE_COW	Pagecow	PAGE_COW	pending-translation
PAGE_FRAME	Pageframe	PAGE_FRAME	pending-translation
PAGE_PRESENT	Pagepresent	PAGE_PRESENT	pending-translation
PAGE_USER	Pageuser	PAGE_USER	pending-translation
PAGE_WRITABLE	Pagewritable	PAGE_WRITABLE	pending-translation
PAUSE_LOOP	Pauseloop	PAUSE_LOOP	pending-translation
PICMasterCommandPort	Primarypiccommandioport	PICMasterCommandPort	pending-translation
PICMasterDataPort	Primarypicdataioport	PICMasterDataPort	pending-translation
PICSlaveCommandPort	Secondarypiccommandioport	PICSlaveCommandPort	pending-translation
PICSlaveDataPort	Secondarypicdataioport	PICSlaveDataPort	pending-translation
PRESENT	Present	PRESENT	pending-translation
PRIV_KERNEL	Privkernel	PRIV_KERNEL	pending-translation
PRIV_USER	Privuser	PRIV_USER	pending-translation
PROC_USER_HEAP_SIZE	Procuserheapsize	PROC_USER_HEAP_SIZE	pending-translation
PageDirEntry	Pagedirectoryentry	PageDirEntry	pending-translation
PageDirectoryEntry	Pagedirectoryentry_2	PageDirectoryEntry	pending-translation
PageFault	Pagefault	PageFault	pending-translation
PageFaultException	Pagefaultexception	PageFaultException	pending-translation
PageRoundDown	Pagerounddown	PageRoundDown	pending-translation
PageRoundUp	Pageroundऊपर	PageRoundUp	pending-translation
PageTableEntry	Pagetableentry	PageTableEntry	pending-translation
Paging	Paging	Paging	pending-translation
ParentPid	Pजनकpid	ParentPid	pending-translation
Parse	Parse	Parse	pending-translation
Partition_id	Partitionid	Partition_id	pending-translation
PhyMemTest	Phymemtest	PhyMemTest	pending-translation
PhysicalMemoryManager	Physicalmemorymanager	PhysicalMemoryManager	pending-translation
Pid	Pid	Pid	pending-translation
Port	Port	Port	pending-translation
PortBase	Portbase	PortBase	pending-translation
PortInByte	Portinbyte	PortInByte	pending-translation
PortInDword	Portindword	PortInDword	pending-translation
PortInWord	Portinword	PortInWord	pending-translation
PortOutByte	Portoutbyte	PortOutByte	pending-translation
PortOutDword	Portoutdword	PortOutDword	pending-translation
PortOutWord	Portoutword	PortOutWord	pending-translation
PortReadByte	Portpadhnabyte	PortReadByte	pending-translation
PortReadDword	Portpadhnadword	PortReadDword	pending-translation
PortReadWord	Portpadhnaword	PortReadWord	pending-translation
PortWriteByte	Portlikhnabyte	PortWriteByte	pending-translation
PortWriteDword	Portlikhnadword	PortWriteDword	pending-translation
PortWriteWord	Portlikhnaword	PortWriteWord	pending-translation
Prev	Previous	Prev	pending-translation
PrevTSS	Previoustss	PrevTSS	pending-translation
PrimaryPartition	Primarypartition	PrimaryPartition	pending-translation
Print	Print	Print	pending-translation
PrintBytes	Printbytes	PrintBytes	pending-translation
PrintStr	Printstr	PrintStr	pending-translation
PrintTLS	Printtls	PrintTLS	pending-translation
PrintTest	Printtest	PrintTest	pending-translation
Process	Process	Process	pending-translation
ProcessHelper	Processhelper	ProcessHelper	pending-translation
ProcessPendingKeyboardEvents	Processpendingkeyboardevents	ProcessPendingKeyboardEvents	pending-translation
ProcessPendingMouseEvents	Processpendingmouseevents	ProcessPendingMouseEvents	pending-translation
PushAt	Insert_at_index	PushAt	pending-translation
PushBack	Append_to_list	PushBack	pending-translation
PushFront	Prepend_to_list	PushFront	pending-translation
PutPixel	Putpixel	PutPixel	pending-translation
PutPixelRGB	Putpixelrgb	PutPixelRGB	pending-translation
QUEUE_START_ADDR	Queuestartaddress	QUEUE_START_ADDR	pending-translation
Rdev	Rdev	Rdev	pending-translation
Read	Padhna	Vپَرُن	project-proposal
Read28	Padhna28	Read28	pending-translation
ReadFile	Padhnafile	ReadFile	pending-translation
ReadPartitions	Padhnapartition	ReadPartitions	pending-translation
Ready	Ready	Ready	pending-translation
Receive	Receive	Receive	pending-translation
Ref	Reference	Ref	pending-translation
Release	Release	Release	pending-translation
ReloadCR3	Reloadcr3	ReloadCR3	pending-translation
Remove	Remove	Remove	pending-translation
RemoveAt	Removeat	RemoveAt	pending-translation
RemoveThread	Removethread	RemoveThread	pending-translation
RemoveThreadAt	Removethreadat	RemoveThreadAt	pending-translation
RequestMacAddress	Requestmacaddress	RequestMacAddress	pending-translation
Reset	Reset	Reset	pending-translation
Resolve	Resolve	Resolve	pending-translation
ResolveCopyOnWriteFault	Resolvecopyonlikhnafault	ResolveCopyOnWriteFault	pending-translation
SCHEDULER_FREQUENCY	Schedulerfrequency	SCHEDULER_FREQUENCY	pending-translation
SEG_BIG_MODE	Segbigmode	SEG_BIG_MODE	pending-translation
SEG_EXEC	Segexec	SEG_EXEC	pending-translation
SEG_GRAN_4K_PAGE	Seggran4kpage	SEG_GRAN_4K_PAGE	pending-translation
SEG_GRAN_BYTE	Seggranbyte	SEG_GRAN_BYTE	pending-translation
SEG_KERNEL_CODE	Segkernelcode	SEG_KERNEL_CODE	pending-translation
SEG_KERNEL_DATA	Segkerneldata	SEG_KERNEL_DATA	pending-translation
SEG_KERNEL_GS	Segkernelgs	SEG_KERNEL_GS	pending-translation
SEG_NOEXEC	Segnoexec	SEG_NOEXEC	pending-translation
SEG_NORMAL	Segnormal	SEG_NORMAL	pending-translation
SEG_NORW	Segnorw	SEG_NORW	pending-translation
SEG_R	Segr	SEG_R	pending-translation
SEG_SYSTEM	Segsystem	SEG_SYSTEM	pending-translation
SEG_TASK_STATE	Segtaskstate	SEG_TASK_STATE	pending-translation
SEG_USER_CODE	Segusercode	SEG_USER_CODE	pending-translation
SEG_USER_DATA	Seguserdata	SEG_USER_DATA	pending-translation
SEG_USER_GS	Segusergs	SEG_USER_GS	pending-translation
SEG_W	Segw	SEG_W	pending-translation
SIMDFloatingPointException	Simdfloatingpointexception	SIMDFloatingPointException	pending-translation
SIZE	Size	SIZE	pending-translation
SYS_ACCESS	Sysaccess	SYS_ACCESS	pending-translation
SYS_BRK	Sysbrk	SYS_BRK	pending-translation
SYS_CHDIR	Syschdir	SYS_CHDIR	pending-translation
SYS_CLOSE	Sysclose	SYS_CLOSE	pending-translation
SYS_CREAT	Syscreat	SYS_CREAT	pending-translation
SYS_DUP	Sysdup	SYS_DUP	pending-translation
SYS_DUP2	Sysdup2	SYS_DUP2	pending-translation
SYS_EXECVE	Sysexecve	SYS_EXECVE	pending-translation
SYS_EXIT	Sysexit	SYS_EXIT	pending-translation
SYS_FCNTL	Sysfcntl	SYS_FCNTL	pending-translation
SYS_FORK	Sysfork	SYS_FORK	pending-translation
SYS_FSTAT	Sysfstat	SYS_FSTAT	pending-translation
SYS_FSYNC	Sysfsync	SYS_FSYNC	pending-translation
SYS_GETCWD	Sysgetcwd	SYS_GETCWD	pending-translation
SYS_GETEGID	Sysgetegid	SYS_GETEGID	pending-translation
SYS_GETEUID	Sysgeteuid	SYS_GETEUID	pending-translation
SYS_GETGID	Sysgetgid	SYS_GETGID	pending-translation
SYS_GETPID	Sysgetpid	SYS_GETPID	pending-translation
SYS_GETPPID	Sysgetppid	SYS_GETPPID	pending-translation
SYS_GETUID	Sysgetuid	SYS_GETUID	pending-translation
SYS_LSEEK	Syslseek	SYS_LSEEK	pending-translation
SYS_LSTAT	Syslstat	SYS_LSTAT	pending-translation
SYS_OPEN	Sysopen	SYS_OPEN	pending-translation
SYS_READ	Syspadhna	SYS_READ	pending-translation
SYS_RT_EXIT	Sysrtexit	SYS_RT_EXIT	pending-translation
SYS_SOCKETCALL	Syssocketcall	SYS_SOCKETCALL	pending-translation
SYS_STAT	Sysstat	SYS_STAT	pending-translation
SYS_SYNC	Syssync	SYS_SYNC	pending-translation
SYS_UNAME	Sysuname	SYS_UNAME	pending-translation
SYS_WAITPID	Syswaitpid	SYS_WAITPID	pending-translation
SYS_WRITE	Syslikhna	SYS_WRITE	pending-translation
Schedule	Schedule	Schedule	pending-translation
Scheduler	Scheduler	Scheduler	pending-translation
SchedulerData	Schedulerdata	SchedulerData	pending-translation
SegmentNotPresent	Segmentnotpresent	SegmentNotPresent	pending-translation
SelectDrivers	Selectdriver	SelectDrivers	pending-translation
Send	Send	Send	pending-translation
SendEchoRequest	Echorequestsend	SendEchoRequest	pending-translation
SendFrame	Framesend	SendFrame	pending-translation
SerialInit	Serialinit	SerialInit	pending-translation
SerialWriteByte	Seriallikhnabyte	SerialWriteByte	pending-translation
SetBackend	Setbackend	SetBackend	pending-translation
SetBit	Setbit	SetBit	pending-translation
SetBlockInPageDir	Setblockinpagedirectory	SetBlockInPageDir	pending-translation
SetBuffer	Setbuffer	SetBuffer	pending-translation
SetByteAtAddr	Setbyteataddress	SetByteAtAddr	pending-translation
SetByteInPageDir	Setbyteinpagedirectory	SetByteInPageDir	pending-translation
SetCR3	Setcr3	SetCR3	pending-translation
SetColor	Setcolor	SetColor	pending-translation
SetDescriptor	Setdescriptor	SetDescriptor	pending-translation
SetHandleInterruptFuction	Sethandleinterruptfuction	SetHandleInterruptFuction	pending-translation
SetHandler	Sethandler	SetHandler	pending-translation
SetIPAddress	Setipaddress	SetIPAddress	pending-translation
SetInterruptDescriptorTableEntry	Interruptdescriptortableentryset	SetInterruptDescriptorTableEntry	pending-translation
SetInterruptManager	Setinterruptmanager	SetInterruptManager	pending-translation
SetInterruptNumber	Setinterruptnumber	SetInterruptNumber	pending-translation
SetMode	Setmode	SetMode	pending-translation
SetNodeAt	Setnodeat	SetNodeAt	pending-translation
SetStack	Setstack	SetStack	pending-translation
SetTlsSegment	Settlssegment	SetTlsSegment	pending-translation
SetUint32AtAddr	Setunsignedinteger32ataddress	SetUint32AtAddr	pending-translation
SetUint32InPageDir	Setunsignedinteger32inpagedirectory	SetUint32InPageDir	pending-translation
SetUint8AtAddr	Setunsignedinteger8ataddress	SetUint8AtAddr	pending-translation
SharedMemoryRegion	Sharedmemoryregion	SharedMemoryRegion	pending-translation
Size	Size_2	Size	pending-translation
Spawn	Spawn	Spawn	pending-translation
Ss	Ss	Ss	pending-translation
Stack	Stack	Stack	pending-translation
StackSegmentFault	Stacksegmentfault	StackSegmentFault	pending-translation
Start_lba	Startlba	Start_lba	pending-translation
Started	Started	Started	pending-translation
StdinPutByte	Stdinputbyte	StdinPutByte	pending-translation
StopCurrentThread	Stopcurrentthread	StopCurrentThread	pending-translation
Stopped	Stopped	Stopped	pending-translation
SubnetMask	Subnetmask	SubnetMask	pending-translation
