original	compiler	native	status
Esi	Esi	Esi	existing-unreviewed
Esp	Esp	Esp	existing-unreviewed
FPUBuffer	Fpubuffer	Fpubuffer	existing-unreviewed
FPUOffset	Fpuoffset	Fpuoffset	existing-unreviewed
Family	Family	Family	existing-unreviewed
FileName	Fファイル名前	Fファイル名前	existing-unreviewed
Fill	Fill	Fill	existing-unreviewed
FillRectangle	Fill矩形	Fill矩形	existing-unreviewed
First	First	First	existing-unreviewed
FirstFree	First空き	First空き	existing-unreviewed
FirstFreeSize	First空きサイズ	First空きサイズ	existing-unreviewed
Flags	Fフラグ	Fフラグ	existing-unreviewed
FloatingPointException	Fフローティングpointexception	Fフローティングpointexception	existing-unreviewed
Flush	Flush	Flush	existing-unreviewed
FlushTlsTable	Flushtlstable	Flushtlstable	existing-unreviewed
Focussable	Focussable	Focussable	existing-unreviewed
Free	F空き	F空き	existing-unreviewed
Fs	Fs	Fs	existing-unreviewed
GB	Gb	Gb	existing-unreviewed
GDT_ENTRIES	Gdtentry	Gdtentry	existing-unreviewed
GOT	Got	Got	existing-unreviewed
GPFException	Gpfexception	Gpfexception	existing-unreviewed
GatewayIP	Gatewayip	Gatewayip	existing-unreviewed
GdtAddressHigh	Gdtaddress高い	Gdtaddress高い	existing-unreviewed
GdtAddressLow	Gdtaddress低い	Gdtaddress低い	existing-unreviewed
GdtDescriptor	Gdtdescriptor	Gdtdescriptor	existing-unreviewed
GdtEntry	Gdtentry_2	Gdtentry_2	existing-unreviewed
GdtSize	Gdtサイズ	Gdtサイズ	existing-unreviewed
GetAt	Getat	Getat	existing-unreviewed
GetBackend	Getbackend	Getbackend	existing-unreviewed
GetBaseAddressRegister	Getbaseaddressレジスタ	Getbaseaddressレジスタ	existing-unreviewed
GetBitmaspSize	Getbitmaspサイズ	Getbitmaspサイズ	existing-unreviewed
GetBytesFromPtr	Getバイトからポインタ	Getバイトからポインタ	existing-unreviewed
GetCR0	Getcr0	Getcr0	existing-unreviewed
GetCR2	Getcr2	Getcr2	existing-unreviewed
GetCR3	Getcr3	Getcr3	existing-unreviewed
GetCR4	Getcr4	Getcr4	existing-unreviewed
GetColorIndex	Get色目次	Get色目次	existing-unreviewed
GetDeviceDescriptor	Getデバイスdescriptor	Getデバイスdescriptor	existing-unreviewed
GetDriver	Getドライバー	Getドライバー	existing-unreviewed
GetESP0	Getesp0	Getesp0	existing-unreviewed
GetEntry	Getentry	Getentry	existing-unreviewed
GetFileSize	Getファイルサイズ	Getファイルサイズ	existing-unreviewed
GetFocus	Getフォーカス	Getフォーカス	existing-unreviewed
GetFrameBufferSegment	Getフレームbuffersegment	Getフレームbuffersegment	existing-unreviewed
GetFuncPtrFromPtr	Getfuncポインタからポインタ	Getfuncポインタからポインタ	existing-unreviewed
GetFunctionName	Get関数名前	Get関数名前	existing-unreviewed
GetHandler	Gethandler	Gethandler	existing-unreviewed
GetIPAddress	Getipaddress	Getipaddress	existing-unreviewed
GetMACAddress	Getmacaddress	Getmacaddress	existing-unreviewed
GetMACFromCache	Getmacからcache	Getmacからcache	existing-unreviewed
GetNextReadyThread	Get次準備OKスレッド	Get次準備OKスレッド	existing-unreviewed
GetNodeAt	Getノードat	Getノードat	existing-unreviewed
GetProvider	Providerget	Providerget	existing-unreviewed
GetSS0	Getss0	Getss0	existing-unreviewed
GetStr	Getstr	Getstr	existing-unreviewed
GetUint32ArrayFromPtr	Getunsignedinteger32配列からポインタ	Getunsignedinteger32配列からポインタ	existing-unreviewed
GetUintptrArrayFromPtr	Getunsignedintegerポインタ配列からポインタ	Getunsignedintegerポインタ配列からポインタ	existing-unreviewed
GetValue	Get値	Get値	existing-unreviewed
GetValueInPageDir	Get値受信ページディレクトリ	Get値受信ページディレクトリ	existing-unreviewed
Gid	Gid	Gid	existing-unreviewed
Gs	Gs	Gs	existing-unreviewed
HandleException	H取っ手exception	H取っ手exception	existing-unreviewed
HandleFatalInterruptFrame	H取っ手fatal割込みフレーム	H取っ手fatal割込みフレーム	existing-unreviewed
HandleInterrupt	H取っ手割込み	H取っ手割込み	existing-unreviewed
HandleInterrupt1	H取っ手割込み1	H取っ手割込み1	existing-unreviewed
HandleUserDatagramProtocolMessage	H取っ手利用者datagramprotocolメッセージ	H取っ手利用者datagramprotocolメッセージ	existing-unreviewed
IDT_DESC_PRESENT	Idtdescriptor現在	Idtdescriptor現在	existing-unreviewed
IDT_INTERRUPT_GATE	Idt割込みゲート	Idt割込みゲート	existing-unreviewed
IDriver	Iドライバー	Iドライバー	existing-unreviewed
IEtherFrameHandler	Iイーサネットフレームhandler	Iイーサネットフレームhandler	existing-unreviewed
IInternetProtocolHandler	Iインターネットprotocolhandler	Iインターネットprotocolhandler	existing-unreviewed
IInterruptHandler	I割込みhandler	I割込みhandler	existing-unreviewed
IKeyboardEventHandler	Iキーボード事象handler	Iキーボード事象handler	existing-unreviewed
IMouseEventHandler	Iマウス事象handler	Iマウス事象handler	existing-unreviewed
IPCIControllerHandler	Ipci制御器handler	Ipci制御器handler	existing-unreviewed
IPCache	Ipcache	Ipcache	existing-unreviewed
IP_BE	Ipネットワークバイトorder	Ipネットワークバイトorder	existing-unreviewed
IRawDataHandler	IRawデータhandler	IRawデータhandler	existing-unreviewed
ITimerEventHandler	Iタイマー事象handler	Iタイマー事象handler	existing-unreviewed
IUserDatagramProtocolHandler	I利用者datagramprotocolhandler	I利用者datagramprotocolhandler	existing-unreviewed
IUserDatagramProtocolSocket	I利用者datagramprotocolソケット	I利用者datagramprotocolソケット	existing-unreviewed
IWidget	I画面要素	I画面要素	existing-unreviewed
Identify	Identify	Identify	existing-unreviewed
Increment	Increment	Increment	existing-unreviewed
IndexOf	I目次of	I目次of	existing-unreviewed
Init	Init	Init	existing-unreviewed
InitDriver	Initドライバー	Initドライバー	existing-unreviewed
InitialThreadUserJump	Initialスレッド利用者jump	Initialスレッド利用者jump	existing-unreviewed
Ino	Ino	Ino	existing-unreviewed
Install	Iインストール	Iインストール	existing-unreviewed
Interrupt	I割込み	I割込み	existing-unreviewed
InterruptActive	I割込み有効	I割込み有効	existing-unreviewed
InterruptDeactive	I割込みdeactive	I割込みdeactive	existing-unreviewed
InterruptManager	I割込み管理者	I割込み管理者	existing-unreviewed
InterruptNumber	I割込みnumber	I割込みnumber	existing-unreviewed
InvalidOpcode	I不正opcode	I不正opcode	existing-unreviewed
InvalidTSS	I不正tss	I不正tss	existing-unreviewed
IsKernel	Is中核	Is中核	existing-unreviewed
IsPresent	Is現在	Is現在	existing-unreviewed
IsUserSpace	Is利用者スペース	Is利用者スペース	existing-unreviewed
KB	Kb	Kb	existing-unreviewed
KCS_INDEX	Kcs目次	Kcs目次	existing-unreviewed
KCS_SELECTOR	Kcsselector	Kcsselector	existing-unreviewed
KDS_INDEX	Kds目次	Kds目次	existing-unreviewed
KDS_SELECTOR	Kdsselector	Kdsselector	existing-unreviewed
KERNEL_HEAP_START	K中核heap開始	K中核heap開始	existing-unreviewed
KERNEL_VIRT_ADDR	K中核virtaddress	K中核virtaddress	existing-unreviewed
KGS_INDEX	Kgs目次	Kgs目次	existing-unreviewed
KGS_SELECTOR	Kgsselector	Kgsselector	existing-unreviewed
K핵심	KKernelEntry	KKernelEntry	compatibility
LIDT	Lidt	Lidt	existing-unreviewed
Last	L最後	L最後	existing-unreviewed
Len	Len	Len	compatibility
Limit	L制限	L制限	existing-unreviewed
Link	L連結	L連結	existing-unreviewed
LinkMap	L連結対応表	L連結対応表	existing-unreviewed
LinkedList	Linked一覧	Linked一覧	existing-unreviewed
Listen	Listen	Listen	existing-unreviewed
LoadElf	L読込みelf	L読込みelf	existing-unreviewed
MAC	Mac	Mac	existing-unreviewed
MAC0	Mac0	Mac0	existing-unreviewed
MAC1	Mac1	Mac1	existing-unreviewed
MAC2	Mac2	Mac2	existing-unreviewed
MAC3	Mac3	Mac3	existing-unreviewed
MAC4	Mac4	Mac4	existing-unreviewed
MAC5	Mac5	Mac5	existing-unreviewed
MACAddress0Port	Macaddress0ポート	Macaddress0ポート	existing-unreviewed
MACAddress2Port	Macaddress2ポート	Macaddress2ポート	existing-unreviewed
MACAddress4Port	Macaddress4ポート	Macaddress4ポート	existing-unreviewed
MACCache	Maccache	Maccache	existing-unreviewed
MAX_QUEUE_SIZE	M最大待ち行列サイズ	M最大待ち行列サイズ	existing-unreviewed
MB	Mミリバール	Mミリバール	existing-unreviewed
MBR	Mbr	Mbr	existing-unreviewed
MHex출력	MHexadecimal印刷	MHexadecimal印刷	existing-unreviewed
MHex출력XY	MHexadecimal印刷xy	MHexadecimal印刷xy	existing-unreviewed
MUint16출력	MUnsignedinteger16印刷	MUnsignedinteger16印刷	existing-unreviewed
MUint16출력XY	MUnsignedinteger16印刷xy	MUnsignedinteger16印刷xy	existing-unreviewed
MUint32출력	MUnsignedinteger32印刷	MUnsignedinteger32印刷	existing-unreviewed
MUint32출력XY	MUnsignedinteger32印刷xy	MUnsignedinteger32印刷xy	existing-unreviewed
MUint64출력	MUnsignedinteger64印刷	MUnsignedinteger64印刷	existing-unreviewed
MUint64출력XY	MUnsignedinteger64印刷xy	MUnsignedinteger64印刷xy	existing-unreviewed
Machine	Machine	Machine	existing-unreviewed
MachineCheck	Machinecheck	Machinecheck	existing-unreviewed
MakeRangePrivateWritable	Makerangeプライベートwritable	Makerangeプライベートwritable	existing-unreviewed
Malloc	M記憶領域を確保	M記憶領域を確保	existing-unreviewed
MemCmp	Memcmp	Memcmp	existing-unreviewed
MemCpy	Mem複製	Mem複製	existing-unreviewed
MemMove	Mem移動	Mem移動	existing-unreviewed
MemSet	Memあり	Memあり	existing-unreviewed
MemoryOper	Mメモリoper	Mメモリoper	existing-unreviewed
Mode	Mモード	Mモード	existing-unreviewed
ModelToScreen	M局所座標を設定	M局所座標を設定	existing-unreviewed
Mtime	Mtime	Mtime	existing-unreviewed
MtimeNsec	Mtimensec	Mtimensec	existing-unreviewed
MyHandleInterrupt	My取っ手割込み	My取っ手割込み	existing-unreviewed
MyTest	Myテスト	Myテスト	existing-unreviewed
M긴급로그Hex8	MEmergencyログhexadecimal8	MEmergencyログhexadecimal8	existing-unreviewed
M긴급로그Uint32	MEmergencyログunsignedinteger32	MEmergencyログunsignedinteger32	existing-unreviewed
M긴급로그문자열	MEmergencyログ文字列	MEmergencyログ文字列	existing-unreviewed
M직렬로그초기화	M直列ログinit	M直列ログinit	existing-unreviewed
M출력	M印刷	M印刷	existing-unreviewed
M출력BytesXY	M印刷バイトxy	M印刷バイトxy	existing-unreviewed
M출력Hex	M印刷hexadecimal	M印刷hexadecimal	existing-unreviewed
M출력Uint16	M印刷unsignedinteger16	M印刷unsignedinteger16	existing-unreviewed
M출력Uint32	M印刷unsignedinteger32	M印刷unsignedinteger32	existing-unreviewed
M출력XY	M印刷xy	M印刷xy	existing-unreviewed
M테스트	M테스트	M테스트	existing-unreviewed
NMI	Nmi	Nmi	existing-unreviewed
New	N新規	N新規	existing-unreviewed
NewInterruptHandler	N新規割込みhandler	N新規割込みhandler	existing-unreviewed
Next	N次	N次	existing-unreviewed
Nlink	Nlink	Nlink	existing-unreviewed
Node	T連結要素	T連結要素	existing-unreviewed
Nodename	Nodename	Nodename	existing-unreviewed
OnEtherFrameReceived	Oイーサネットフレームreceivewhen	Oイーサネットフレームreceivewhen	existing-unreviewed
OnGetDriver	O時getドライバー	O時getドライバー	existing-unreviewed
OnInternetProtocolReceived	Oインターネットprotocolreceivewhen	Oインターネットprotocolreceivewhen	existing-unreviewed
OnKeyDown	O時鍵下	O時鍵下	existing-unreviewed
OnKeyUp	O時鍵上へ	O時鍵上へ	existing-unreviewed
OnMouseDown	O時マウス下	O時マウス下	existing-unreviewed
OnMouseMove	O時マウス移動	O時マウス移動	existing-unreviewed
OnMouseUp	O時マウス上へ	O時マウス上へ	existing-unreviewed
OnRawDataReceived	O時rawデータreceive	O時rawデータreceive	existing-unreviewed
OnTick	O時tick	O時tick	existing-unreviewed
Overflow	Overflow	Overflow	existing-unreviewed
P1LinkMap	P値1連結対応表	P値1連結対応表	existing-unreviewed
P2LinkMap	P値2連結対応表	P値2連結対応表	existing-unreviewed
P3LinkMap	P値3連結対応表	P値3連結対応表	existing-unreviewed
PAGE_COW	Pページcow	Pページcow	existing-unreviewed
PAGE_FRAME	Pページフレーム	Pページフレーム	existing-unreviewed
PAGE_PRESENT	Pページ現在	Pページ現在	existing-unreviewed
PAGE_USER	Pページ利用者	Pページ利用者	existing-unreviewed
PAGE_WRITABLE	Pページwritable	Pページwritable	existing-unreviewed
PAUSE_LOOP	P一時停止loop	P一時停止loop	existing-unreviewed
PICMasterCommandPort	Primarypicコマンドioポート	Primarypicコマンドioポート	existing-unreviewed
PICMasterDataPort	Primarypicデータioポート	Primarypicデータioポート	existing-unreviewed
PICSlaveCommandPort	Secondarypicコマンドioポート	Secondarypicコマンドioポート	existing-unreviewed
PICSlaveDataPort	Secondarypicデータioポート	Secondarypicデータioポート	existing-unreviewed
PRESENT	P現在	P現在	existing-unreviewed
PRIV_KERNEL	Priv中核	Priv中核	existing-unreviewed
PRIV_USER	Priv利用者	Priv利用者	existing-unreviewed
PROC_USER_HEAP_SIZE	Proc利用者heapサイズ	Proc利用者heapサイズ	existing-unreviewed
PageDirEntry	Pページディレクトリentry	Pページディレクトリentry	existing-unreviewed
PageDirectoryEntry	Pページディレクトリentry_2	Pページディレクトリentry_2	existing-unreviewed
PageFault	Pページ障害	Pページ障害	existing-unreviewed
PageFaultException	Pページ障害exception	Pページ障害exception	existing-unreviewed
PageRoundDown	Pページ数値の丸め込み下	Pページ数値の丸め込み下	existing-unreviewed
PageRoundUp	Pページ数値の丸め込み上へ	Pページ数値の丸め込み上へ	existing-unreviewed
PageTableEntry	Pページtableentry	Pページtableentry	existing-unreviewed
Paging	Pページ管理	Pページ管理	existing-unreviewed
ParentPid	Parentpid	Parentpid	existing-unreviewed
Parse	Parse	Parse	existing-unreviewed
Partition_id	P区分id	P区分id	existing-unreviewed
PhyMemTest	Phymemテスト	Phymemテスト	existing-unreviewed
PhysicalMemoryManager	P物理メモリ管理者	P物理メモリ管理者	existing-unreviewed
Pid	Pid	Pid	existing-unreviewed
Port	Pポート	Pポート	existing-unreviewed
PortBase	Pポートbase	Pポートbase	existing-unreviewed
PortInByte	Pポート受信バイト	Pポート受信バイト	existing-unreviewed
PortInDword	Pポート受信dword	Pポート受信dword	existing-unreviewed
PortInWord	Pポート受信語	Pポート受信語	existing-unreviewed
PortOutByte	Pポート送信バイト	Pポート送信バイト	existing-unreviewed
PortOutDword	Pポート送信dword	Pポート送信dword	existing-unreviewed
PortOutWord	Pポート送信語	Pポート送信語	existing-unreviewed
PortReadByte	Pポート読込みバイト	Pポート読込みバイト	existing-unreviewed
PortReadDword	Pポート読込みdword	Pポート読込みdword	existing-unreviewed
PortReadWord	Pポート読込み語	Pポート読込み語	existing-unreviewed
PortWriteByte	Pポート書込みバイト	Pポート書込みバイト	existing-unreviewed
PortWriteDword	Pポート書込みdword	Pポート書込みdword	existing-unreviewed
PortWriteWord	Pポート書込み語	Pポート書込み語	existing-unreviewed
Prev	Previous	Previous	existing-unreviewed
PrevTSS	Previoustss	Previoustss	existing-unreviewed
PrimaryPartition	Primary区分	Primary区分	existing-unreviewed
Print	P印刷	P印刷	existing-unreviewed
PrintBytes	P印刷バイト	P印刷バイト	existing-unreviewed
PrintStr	P印刷str	P印刷str	existing-unreviewed
PrintTLS	P印刷tls	P印刷tls	existing-unreviewed
PrintTest	P印刷テスト	P印刷テスト	existing-unreviewed
Process	Pプロセス	Pプロセス	existing-unreviewed
ProcessHelper	Pプロセスhelper	Pプロセスhelper	existing-unreviewed
ProcessPendingKeyboardEvents	Pプロセス保留キーボード事象一覧	Pプロセス保留キーボード事象一覧	existing-unreviewed
ProcessPendingMouseEvents	Pプロセス保留マウス事象一覧	Pプロセス保留マウス事象一覧	existing-unreviewed
PushAt	M指定位置に挿入	M指定位置に挿入	existing-unreviewed
PushBack	M末尾に追加	M末尾に追加	existing-unreviewed
PushFront	M先頭に追加	M先頭に追加	existing-unreviewed
PutPixel	Putpixel	Putpixel	existing-unreviewed
PutPixelRGB	Putpixelrgb	Putpixelrgb	existing-unreviewed
QUEUE_START_ADDR	Q待ち行列開始address	Q待ち行列開始address	existing-unreviewed
Rdev	Rdev	Rdev	existing-unreviewed
Read	R読込み	R読込み	existing-unreviewed
Read28	R読込み28	R読込み28	existing-unreviewed
ReadFile	Mファイルを読む	Mファイルを読む	existing-unreviewed
ReadPartitions	R読込み区分	R読込み区分	existing-unreviewed
Ready	R準備OK	R準備OK	existing-unreviewed
Receive	Receive	Receive	existing-unreviewed
Ref	Reference	Reference	existing-unreviewed
Release	Release	Release	existing-unreviewed
ReloadCR3	R再読み込みcr3	R再読み込みcr3	existing-unreviewed
Remove	R削除	R削除	existing-unreviewed
RemoveAt	R削除at	R削除at	existing-unreviewed
RemoveThread	R削除スレッド	R削除スレッド	existing-unreviewed
RemoveThreadAt	R削除スレッドat	R削除スレッドat	existing-unreviewed
RequestMacAddress	Requestmacaddress	Requestmacaddress	existing-unreviewed
Reset	Rリセット	Rリセット	existing-unreviewed
Resolve	R解決	R解決	existing-unreviewed
ResolveCopyOnWriteFault	R解決複製時書込み障害	R解決複製時書込み障害	existing-unreviewed
SCHEDULER_FREQUENCY	Sスケジューラ頻度	Sスケジューラ頻度	existing-unreviewed
SEG_BIG_MODE	Segbigモード	Segbigモード	existing-unreviewed
SEG_EXEC	Seg実行	Seg実行	existing-unreviewed
SEG_GRAN_4K_PAGE	Seggran4kページ	Seggran4kページ	existing-unreviewed
SEG_GRAN_BYTE	Seggranバイト	Seggranバイト	existing-unreviewed
SEG_KERNEL_CODE	Seg中核code	Seg中核code	existing-unreviewed
SEG_KERNEL_DATA	Seg中核データ	Seg中核データ	existing-unreviewed
SEG_KERNEL_GS	Seg中核gs	Seg中核gs	existing-unreviewed
SEG_NOEXEC	Segnoexec	Segnoexec	existing-unreviewed
SEG_NORMAL	Seg普通	Seg普通	existing-unreviewed
SEG_NORW	Segnorw	Segnorw	existing-unreviewed
SEG_R	Segr	Segr	existing-unreviewed
SEG_SYSTEM	Segシステム	Segシステム	existing-unreviewed
SEG_TASK_STATE	Segタスク状態	Segタスク状態	existing-unreviewed
SEG_USER_CODE	Seg利用者code	Seg利用者code	existing-unreviewed
SEG_USER_DATA	Seg利用者データ	Seg利用者データ	existing-unreviewed
SEG_USER_GS	Seg利用者gs	Seg利用者gs	existing-unreviewed
SEG_W	Segw	Segw	existing-unreviewed
SIMDFloatingPointException	Simdフローティングpointexception	Simdフローティングpointexception	existing-unreviewed
SIZE	Sサイズ	Sサイズ	existing-unreviewed
SYS_ACCESS	Sysアクセス	Sysアクセス	existing-unreviewed
SYS_BRK	Sysbrk	Sysbrk	existing-unreviewed
SYS_CHDIR	Syschdir	Syschdir	existing-unreviewed
SYS_CLOSE	Sys閉じる	Sys閉じる	existing-unreviewed
SYS_CREAT	Syscreat	Syscreat	existing-unreviewed
SYS_DUP	Sysdup	Sysdup	existing-unreviewed
SYS_DUP2	Sysdup2	Sysdup2	existing-unreviewed
SYS_EXECVE	Sysexecve	Sysexecve	existing-unreviewed
SYS_EXIT	Sys終了	Sys終了	existing-unreviewed
SYS_FCNTL	Sysfcntl	Sysfcntl	existing-unreviewed
SYS_FORK	Sysfork	Sysfork	existing-unreviewed
SYS_FSTAT	Sysfstat	Sysfstat	existing-unreviewed
SYS_FSYNC	Sysfsync	Sysfsync	existing-unreviewed
SYS_GETCWD	Sysgetcwd	Sysgetcwd	existing-unreviewed
SYS_GETEGID	Sysgetegid	Sysgetegid	existing-unreviewed
SYS_GETEUID	Sysgeteuid	Sysgeteuid	existing-unreviewed
SYS_GETGID	Sysgetgid	Sysgetgid	existing-unreviewed
SYS_GETPID	Sysgetpid	Sysgetpid	existing-unreviewed
SYS_GETPPID	Sysgetppid	Sysgetppid	existing-unreviewed
SYS_GETUID	Sysgetuid	Sysgetuid	existing-unreviewed
