standard_identifier	native_identifier	category	status
WNOHANG	준비안되면기다리지않기	interface-constant	project-proposal
W_OK	쓰기권한확인	interface-constant	project-proposal
X_OK	실행권한확인	interface-constant	project-proposal
_LIBC_ARPA_INET_H	_선언_통신주소_여덟자리묶음순서	internal-name	derived-from-native-header-path
_LIBC_CTYPE_H	_선언_문자분류	internal-name	derived-from-native-header-path
_LIBC_ERRNO_H	_선언_오류번호	internal-name	derived-from-native-header-path
_LIBC_FCNTL_H	_선언_자료철제어	internal-name	derived-from-native-header-path
_LIBC_LIMITS_H	_선언_정수한계	internal-name	derived-from-native-header-path
_LIBC_NETINET_IN_H	_선언_상호연결망_주소	internal-name	derived-from-native-header-path
_LIBC_STDDEF_H	_선언_기본정의	internal-name	derived-from-native-header-path
_LIBC_STDINT_H	_선언_정수형	internal-name	derived-from-native-header-path
_LIBC_STDLIB_H	_선언_일반함수	internal-name	derived-from-native-header-path
_LIBC_STRINGS_H	_선언_문자열대소비교	internal-name	derived-from-native-header-path
_LIBC_STRING_H	_선언_문자열과기억내용	internal-name	derived-from-native-header-path
_LIBC_SYSCALL_H	_선언_체계_체계호출	internal-name	derived-from-native-header-path
_LIBC_SYS_SOCKET_H	_선언_체계_통신끝점	internal-name	derived-from-native-header-path
_LIBC_SYS_STAT_H	_선언_체계_자료철상태	internal-name	derived-from-native-header-path
_LIBC_SYS_TYPES_H	_선언_체계_자료형	internal-name	derived-from-native-header-path
_LIBC_SYS_UTSNAME_H	_선언_체계_체제정보	internal-name	derived-from-native-header-path
_LIBC_SYS_WAIT_H	_선언_체계_자식대기	internal-name	derived-from-native-header-path
_LIBC_UNISTD_H	_선언_입출력과실행	internal-name	derived-from-native-header-path
__posix_library_test	함수모음동작시험하기	variable	project-proposal
_exit	즉시끝내기	function	project-proposal
a	전달값	variable	project-proposal
a1	첫째인수	variable	project-proposal
a2	둘째인수	variable	project-proposal
a3	셋째인수	variable	project-proposal
a4	넷째인수	variable	project-proposal
a5	다섯째인수	variable	project-proposal
a6	여섯째인수	variable	project-proposal
abs	정수절댓값얻기	function	project-proposal
accept	연결요청받기	function	project-proposal
access	접근권한확인하기	function	project-proposal
address	주소	variable	project-proposal
address_len	주소크기	variable	project-proposal
address_length	주소길이	variable	project-proposal
argc	인수수	implementation-helper	project-proposal
args	가변인수	variable	project-proposal
args_fail	인수검사실패	implementation-helper	project-proposal
args_pass	인수검사성공	implementation-helper	project-proposal
argument	인수값	variable	project-proposal
arguments	전달인수목록	variable	project-proposal
argv	인수목록	variable	project-proposal
atoi	십진문자열을정수로읽기	function	project-proposal
atol	십진문자열을긴정수로읽기	function	project-proposal
available	사용가능여부	variable	project-proposal
b	둘째값	variable	project-proposal
backlog	대기한도	variable	project-proposal
bind	지역주소맺기	function	project-proposal
blkcnt_t	구획수형	scalar-type	project-proposal
blksize_t	구획크기형	scalar-type	project-proposal
brk	동적기억끝정하기	function	project-proposal
bsearch	정렬된배열이분탐색하기	function	project-proposal
bss_zeroed	초기값없는자료영채움	implementation-helper	project-proposal
buf	완충영역	variable	project-proposal
buffer	자료완충영역	variable	project-proposal
byte	여덟자리묶음값	implementation-helper	project-proposal
bytes	여덟자리묶음배열	implementation-helper	project-proposal
c	셋째값	variable	project-proposal
call	통신호출번호	variable	project-proposal
calloc	영으로채운배열공간확보하기	function	project-proposal
capacity	수용크기	variable	project-proposal
character	문자값	variable	project-proposal
chdir	작업목록바꾸기	function	project-proposal
checks	검사수	implementation-helper	project-proposal
child	자식자리	variable	project-proposal
client	요청끝점	implementation-helper	project-proposal
cloexec_fail	실행교체때닫기실패	implementation-helper	project-proposal
cloexec_pass	실행교체때닫기성공	implementation-helper	project-proposal
close	닫기	function	project-proposal
cmd	제어명령	variable	project-proposal
compare	비교함수	variable	project-proposal
compare_int	정수비교하기	variable	project-proposal
connect	상대끝점잇기	function	project-proposal
copy	복사값	implementation-helper	project-proposal
copy_length	복사길이	variable	project-proposal
count	수량	variable	project-proposal
creat	자료철만들기	function	project-proposal
current	현재끝	variable	project-proposal
cursor	진행위치	variable	project-proposal
cwd	작업목록	implementation-helper	project-proposal
decoded	해석값	implementation-helper	project-proposal
delimiters	구분값집합	variable	project-proposal
dest_addr	목적지주소	variable	project-proposal
dest_len	목적지주소길이	variable	project-proposal
destination	옮길곳	variable	project-proposal
dev_t	장치번호형	scalar-type	project-proposal
digit	숫자값	variable	project-proposal
digit_value	숫자값구하기	variable	project-proposal
div	정수몫과나머지얻기	function	project-proposal
div_t	정수나눗셈결과형	variable	project-proposal
domain	주소계열	variable	project-proposal
dup	열린자료참조복제하기	function	project-proposal
dup2	지정번호로열린자료참조복제하기	function	project-proposal
element_size	원소크기	variable	project-proposal
elements	원소배열	variable	project-proposal
end_pointer	변환끝주소	variable	project-proposal
environ	환경변수목록	variable	project-proposal
envp	환경목록	variable	project-proposal
errno	오류번호	variable	project-proposal
execve	실행내용바꾸기	function	project-proposal
expected_errno	예상오류번호	implementation-helper	project-proposal
failed_with	해당오류로실패했는지	implementation-helper	project-proposal
failure	실패여부	implementation-helper	project-proposal
failures	실패수	implementation-helper	project-proposal
fcntl	자료철제어하기	function	project-proposal
fd	자료철서술번호	variable	project-proposal
first	첫째항목	implementation-helper	project-proposal
first_match	첫일치위치	variable	project-proposal
flags	처리표시	variable	project-proposal
fork	실행과정갈라내기	function	project-proposal
found	찾은위치	variable	project-proposal
free	기억공간반납하기	function	project-proposal
fstat	열린자료철상태얻기	function	project-proposal
fsync	자료철기록맞추기	function	project-proposal
getcwd	작업목록경로얻기	function	project-proposal
getegid	유효무리번호얻기	function	project-proposal
getenv	환경변수값얻기	function	project-proposal
geteuid	유효사용자번호얻기	function	project-proposal
getgid	무리번호얻기	function	project-proposal
getpeername	상대끝점주소얻기	function	project-proposal
getpid	실행과정번호얻기	function	project-proposal
getppid	부모실행과정번호얻기	function	project-proposal
getsockname	지역끝점주소얻기	function	project-proposal
getuid	사용자번호얻기	function	project-proposal
gid_t	무리번호형	scalar-type	project-proposal
heap_block	기억공간구획	variable	project-proposal
heap_head	첫구획	variable	project-proposal
high	위경계	variable	project-proposal
hole	내려갈자리	variable	project-proposal
hostlong	기계순서32이진자리값	network-declaration	project-proposal
hostshort	기계순서16이진자리값	network-declaration	project-proposal
how	닫을방향	variable	project-proposal
htonl	통신망순서로32자리바꾸기	function	project-proposal
htons	통신망순서로16자리바꾸기	function	project-proposal
i	항목순번	implementation-helper	project-proposal
in_addr	상호연결망주소	network-declaration	project-proposal
in_addr_t	상호연결망주소값형	network-declaration	project-proposal
in_port_t	통신창구번호형	network-declaration	project-proposal
increment	증가량	variable	project-proposal
index	순번	variable	project-proposal
ino_t	자료철고유번호형	scalar-type	project-proposal
input	입력위치	variable	project-proposal
int16_t	부호있는16이진자리정수	scalar-type	project-proposal
int32_t	부호있는32이진자리정수	scalar-type	project-proposal
int64_t	부호있는64이진자리정수	scalar-type	project-proposal
int8_t	부호있는8이진자리정수	scalar-type	project-proposal
intptr_t	주소크기부호있는정수	scalar-type	project-proposal
is_unsigned	부호없음여부	variable	project-proposal
isalnum	영문자나숫자인지확인하기	function	project-proposal
isalpha	영문자인지확인하기	function	project-proposal
isatty	단말인지확인하기	function	project-proposal
isblank	수평공백인지확인하기	function	project-proposal
iscntrl	제어문자인지확인하기	function	project-proposal
isdigit	십진숫자인지확인하기	function	project-proposal
isgraph	공백아닌인쇄문자인지확인하기	function	project-proposal
islower	소문자인지확인하기	function	project-proposal
isprint	인쇄문자인지확인하기	function	project-proposal
ispunct	문장기호인지확인하기	function	project-proposal
isspace	공백문자인지확인하기	function	project-proposal
isupper	대문자인지확인하기	function	project-proposal
isxdigit	십육진숫자인지확인하기	function	project-proposal
iteration	반복차례	implementation-helper	project-proposal
labs	긴정수절댓값얻기	function	project-proposal
last_block	마지막구획	variable	project-proposal
ldiv	긴정수몫과나머지얻기	function	project-proposal
ldiv_t	긴정수나눗셈결과형	variable	project-proposal
left	왼쪽값	variable	project-proposal
length	길이	variable	project-proposal
length_of	문자열길이구하기	implementation-helper	project-proposal
level	설정수준	variable	project-proposal
limit	한도	variable	project-proposal
listen	연결요청받을준비하기	function	project-proposal
loaded	불러온값	implementation-helper	project-proposal
low	아래경계	variable	project-proposal
lseek	자료위치옮기기	function	project-proposal
lstat	연결자체상태얻기	function	project-proposal
m	검사방식	variable	project-proposal
machine	기계종류	structure-field	project-proposal
magnitude	크기값	variable	project-proposal
malloc	기억공간확보하기	function	project-proposal
maximum	최댓값	variable	project-proposal
memchr	기억영역에서값찾기	function	project-proposal
memcmp	기억내용비교하기	function	project-proposal
memcpy	기억내용복사하기	function	project-proposal
memmove	겹침허용기억내용옮기기	function	project-proposal
memory	기억영역	implementation-helper	project-proposal
memset	기억영역값채우기	function	project-proposal
message	전문	variable	project-proposal
middle	가운데위치	variable	project-proposal
mode	접근방식	variable	project-proposal
mode_t	자료철방식형	scalar-type	project-proposal
n	호출종류	variable	project-proposal
name	이름	variable	project-proposal
negative	음수여부	variable	project-proposal
netlong	통신망순서32이진자리값	network-declaration	project-proposal
netshort	통신망순서16이진자리값	network-declaration	project-proposal
newfd	새서술번호	variable	project-proposal
next_block	다음구획	variable	project-proposal
nlink_t	직접연결수형	scalar-type	project-proposal
nodename	기계이름	structure-field	project-proposal
ntohl	기계순서로32자리바꾸기	function	project-proposal
ntohs	기계순서로16자리바꾸기	function	project-proposal
number	호출번호	variable	project-proposal
off_t	자료위치형	scalar-type	project-proposal
offset	위치차이	variable	project-proposal
oflag	열기선택	variable	project-proposal
old	이전값	implementation-helper	project-proposal
oldfd	기존서술번호	variable	project-proposal
open	열기	function	project-proposal
option_len	설정크기	variable	project-proposal
option_name	설정이름	variable	project-proposal
option_value	설정값	variable	project-proposal
options	선택사항	variable	project-proposal
overflow	범위초과여부	variable	project-proposal
padding	정렬채움크기	variable	project-proposal
parent	부모과정	implementation-helper	project-proposal
parse_unsigned	부호없는수해석하기	variable	project-proposal
pass	검사통과	implementation-helper	project-proposal
passed	통과여부	implementation-helper	project-proposal
path	경로	variable	project-proposal
pid	실행과정번호	variable	project-proposal
pid_t	실행과정번호형	scalar-type	project-proposal
posix_compile_test	선언번역시험	implementation-helper	project-proposal
posix_test_heap	동적기억동작시험	implementation-helper	project-proposal
posix_test_process	실행과정동작시험	implementation-helper	project-proposal
private_value	과정전용값	implementation-helper	project-proposal
protocol	통신규약	variable	project-proposal
ptrdiff_t	주소차이형	scalar-type	project-proposal
qsort	비교기준으로정렬하기	function	project-proposal
quot	몫	variable	project-proposal
radix	진법밑수	variable	project-proposal
raw	확보원주소	variable	project-proposal
read	읽기	function	project-proposal
realloc	기억공간크기바꾸기	function	project-proposal
reap_nohang	기다림없이자식회수	implementation-helper	project-proposal
recv	받기	function	project-proposal
recvfrom	보낸곳과함께받기	function	project-proposal
release	체제배포판	structure-field	project-proposal
rem	나머지	variable	project-proposal
remaining	남은수	variable	project-proposal
report	결과알리기	implementation-helper	project-proposal
requested	요청끝	variable	project-proposal
result	결과	variable	project-proposal
right	오른쪽값	variable	project-proposal
root	뿌리경로	implementation-helper	project-proposal
s	검사자료	implementation-helper	project-proposal
s_addr	주소값	network-declaration	project-proposal
sa_data	주소자료	network-declaration	project-proposal
sa_family	끝점주소계열	network-declaration	project-proposal
sa_family_t	주소계열형	network-declaration	project-proposal
saved_environment	보존환경목록	variable	project-proposal
saved_errno	보존오류번호	variable	project-proposal
saved_state	저장된진행상태	variable	project-proposal
say	전문쓰기	implementation-helper	project-proposal
sbrk	동적기억끝옮기기	function	project-proposal
second	둘째항목	implementation-helper	project-proposal
send	보내기	function	project-proposal
sendto	목적지로보내기	function	project-proposal
server	응답끝점	implementation-helper	project-proposal
server_address	응답끝점주소	implementation-helper	project-proposal
setsockopt	통신끝점설정하기	function	project-proposal
shutdown	통신방향닫기	function	project-proposal
sift_down	아래로정렬맞추기	variable	project-proposal
sin_addr	연결망주소내용	network-declaration	project-proposal
sin_family	연결망주소계열	network-declaration	project-proposal
sin_port	통신창구번호	network-declaration	project-proposal
sin_zero	주소맞춤채움	network-declaration	project-proposal
size	크기	variable	project-proposal
size_t	크기형	scalar-type	project-proposal
sockaddr	통신끝점주소	network-declaration	project-proposal
sockaddr_in	상호연결망끝점주소	network-declaration	project-proposal
socket	통신끝점만들기	function	project-proposal
socket_call	통신끝점호출하기	variable	project-proposal
socklen_t	주소길이형	network-declaration	project-proposal
source	원본	variable	project-proposal
source_length	출발주소크기	implementation-helper	project-proposal
spin	회전차례	implementation-helper	project-proposal
spins	회전수	implementation-helper	project-proposal
ssize_t	부호있는크기형	scalar-type	project-proposal
st	상태자료	variable	project-proposal
st_atime	마지막접근시각	structure-field	project-proposal
st_atimensec	마지막접근십억분초	structure-field	project-proposal
st_blksize	권장입출력구획크기	structure-field	project-proposal
st_blocks	할당구획수	structure-field	project-proposal
st_ctime	마지막상태변경시각	structure-field	project-proposal
st_ctimensec	마지막상태변경십억분초	structure-field	project-proposal
st_dev	소속장치번호	structure-field	project-proposal
st_gid	소유무리번호	structure-field	project-proposal
st_ino	자료철고유번호	structure-field	project-proposal
st_mode	자료철종류와권한	structure-field	project-proposal
st_mtime	마지막내용변경시각	structure-field	project-proposal
st_mtimensec	마지막내용변경십억분초	structure-field	project-proposal
st_nlink	직접연결수	structure-field	project-proposal
st_rdev	가리키는장치번호	structure-field	project-proposal
st_size	자료철크기	structure-field	project-proposal
st_uid	소유사용자번호	structure-field	project-proposal
start	시작위치	implementation-helper	project-proposal
stat	자료철상태	function	project-proposal
status	끝난상태	variable	project-proposal
stpcpy	문자열복사뒤끝얻기	function	project-proposal
stpncpy	한도만큼채워복사뒤끝얻기	function	project-proposal
strcasecmp	대소문자구별없이비교하기	function	project-proposal
strcat	문자열덧붙이기	function	project-proposal
strchr	문자열에서첫값찾기	function	project-proposal
strcmp	문자열비교하기	function	project-proposal
strcoll	정렬규칙으로문자열비교하기	function	project-proposal
strcpy	문자열복사하기	function	project-proposal
strcspn	제외값없는앞부분길이얻기	function	project-proposal
strdup	문자열새공간에복제하기	function	project-proposal
strlen	문자열여덟자리묶음길이얻기	function	project-proposal
strncasecmp	한도내대소문자구별없이비교하기	function	project-proposal
strncat	한도내문자열덧붙이기	function	project-proposal
strncmp	한도내문자열비교하기	function	project-proposal
strncpy	한도만큼문자열채워복사하기	function	project-proposal
strndup	한도내문자열새공간에복제하기	function	project-proposal
strnlen	한도내문자열여덟자리묶음길이얻기	function	project-proposal
strpbrk	문자열에서집합값찾기	function	project-proposal
strrchr	문자열에서끝값찾기	function	project-proposal
strspn	허용값으로된앞부분길이얻기	function	project-proposal
strstr	문자열에서부분문자열찾기	function	project-proposal
strtok	문자열낱말나누기	function	project-proposal
strtok_r	진행상태지정문자열낱말나누기	function	project-proposal
strtol	문자열을긴정수로읽기	function	project-proposal
strtoul	문자열을부호없는긴정수로읽기	function	project-proposal
strxfrm	문자열정렬키만들기	function	project-proposal
swap_elements	원소맞바꾸기	variable	project-proposal
sync	모든기록맞추기	function	project-proposal
sysname	체제이름	structure-field	project-proposal
target	대상값	implementation-helper	project-proposal
temporary	임시값	variable	project-proposal
test_dup_and_fcntl	서술번호복제와제어시험	implementation-helper	project-proposal
test_identity	실행주체시험	implementation-helper	project-proposal
test_line	실패줄번호	variable	project-proposal
test_open_and_io	열기와입출력시험	implementation-helper	project-proposal
test_paths	경로동작시험	implementation-helper	project-proposal
test_terminal_and_uname	단말과체제정보시험	implementation-helper	project-proposal
text	문자열	variable	project-proposal
text_equal	문자열같은지	implementation-helper	project-proposal
text_length	문자열묶음길이	implementation-helper	project-proposal
time_t	시각값형	scalar-type	project-proposal
tolower	소문자로바꾸기	function	project-proposal
total	전체크기	variable	project-proposal
toupper	대문자로바꾸기	function	project-proposal
type	끝점종류	variable	project-proposal
uid_t	사용자번호형	scalar-type	project-proposal
uint16_t	부호없는16이진자리정수	scalar-type	project-proposal
uint32_t	부호없는32이진자리정수	scalar-type	project-proposal
uint64_t	부호없는64이진자리정수	scalar-type	project-proposal
uint8_t	부호없는8이진자리정수	scalar-type	project-proposal
uintptr_t	주소크기부호없는정수	scalar-type	project-proposal
uname	체제정보얻기	function	project-proposal
utsname	체제정보	structure-field	project-proposal
value	값	variable	project-proposal
version	체제개정판	structure-field	project-proposal
wait	자식기다리기	function	project-proposal
waited	기다린과정	implementation-helper	project-proposal
waitpid	지정자식기다리기	function	project-proposal
whence	위치기준	variable	project-proposal
write	쓰기	function	project-proposal
