standard_identifier	native_identifier	category	status
high	high	variable	pending-language-review
hole	hole	variable	pending-language-review
hostlong	_32_разрядное_значение_в_машинном_порядке	network-declaration	project-proposal
hostshort	_16_разрядное_значение_в_машинном_порядке	network-declaration	project-proposal
how	how	variable	pending-language-review
htonl	перевести_32_разряда_в_сетевой_порядок	function	project-proposal
htons	перевести_16_разрядов_в_сетевой_порядок	function	project-proposal
i	i	implementation-helper	pending-language-review
in_addr	межсетевой_адрес	network-declaration	project-proposal
in_addr_t	тип_значения_межсетевого_адреса	network-declaration	project-proposal
in_port_t	тип_номера_порта_связи	network-declaration	project-proposal
increment	increment	variable	pending-language-review
index	index	variable	pending-language-review
ino_t	ino_t	scalar-type	pending-language-review
input	input	variable	pending-language-review
int16_t	int16_t	scalar-type	pending-language-review
int32_t	int32_t	scalar-type	pending-language-review
int64_t	int64_t	scalar-type	pending-language-review
int8_t	int8_t	scalar-type	pending-language-review
intptr_t	intptr_t	scalar-type	pending-language-review
is_unsigned	is_unsigned	variable	pending-language-review
isalnum	isalnum	function	pending-language-review
isalpha	isalpha	function	pending-language-review
isatty	проверить_является_ли_терминалом	function	project-proposal
isblank	isblank	function	pending-language-review
iscntrl	iscntrl	function	pending-language-review
isdigit	isdigit	function	pending-language-review
isgraph	isgraph	function	pending-language-review
islower	islower	function	pending-language-review
isprint	isprint	function	pending-language-review
ispunct	ispunct	function	pending-language-review
isspace	isspace	function	pending-language-review
isupper	isupper	function	pending-language-review
isxdigit	isxdigit	function	pending-language-review
iteration	iteration	implementation-helper	pending-language-review
labs	labs	function	pending-language-review
last_block	last_block	variable	pending-language-review
ldiv	ldiv	function	pending-language-review
ldiv_t	ldiv_t	variable	pending-language-review
left	left	variable	pending-language-review
length	длина	variable	project-proposal
length_of	length_of	implementation-helper	pending-language-review
level	level	variable	pending-language-review
limit	limit	variable	pending-language-review
listen	подготовить_приём_соединений	function	project-proposal
loaded	loaded	implementation-helper	pending-language-review
low	low	variable	pending-language-review
lseek	переместить_позицию_файла	function	project-proposal
lstat	получить_состояние_самой_ссылки	function	project-proposal
m	m	variable	pending-language-review
machine	machine	structure-field	pending-language-review
magnitude	magnitude	variable	pending-language-review
malloc	malloc	function	pending-language-review
maximum	maximum	variable	pending-language-review
memchr	memchr	function	pending-language-review
memcmp	memcmp	function	pending-language-review
memcpy	memcpy	function	pending-language-review
memmove	memmove	function	pending-language-review
memory	memory	implementation-helper	pending-language-review
memset	memset	function	pending-language-review
message	message	variable	pending-language-review
middle	middle	variable	pending-language-review
mode	mode	variable	pending-language-review
mode_t	mode_t	scalar-type	pending-language-review
n	n	variable	pending-language-review
name	сведения_о_системе	variable	project-proposal
negative	negative	variable	pending-language-review
netlong	_32_разрядное_значение_в_сетевом_порядке	network-declaration	project-proposal
netshort	_16_разрядное_значение_в_сетевом_порядке	network-declaration	project-proposal
newfd	newfd	variable	pending-language-review
next_block	next_block	variable	pending-language-review
nlink_t	nlink_t	scalar-type	pending-language-review
nodename	nodename	structure-field	pending-language-review
ntohl	перевести_32_разряда_в_машинный_порядок	function	project-proposal
ntohs	перевести_16_разрядов_в_машинный_порядок	function	project-proposal
number	number	variable	pending-language-review
off_t	off_t	scalar-type	pending-language-review
offset	offset	variable	pending-language-review
oflag	oflag	variable	pending-language-review
old	old	implementation-helper	pending-language-review
oldfd	oldfd	variable	pending-language-review
open	открыть	function	project-proposal
option_len	option_len	variable	pending-language-review
option_name	option_name	variable	pending-language-review
option_value	option_value	variable	pending-language-review
options	options	variable	pending-language-review
overflow	overflow	variable	pending-language-review
padding	padding	variable	pending-language-review
parent	parent	implementation-helper	pending-language-review
parse_unsigned	parse_unsigned	variable	pending-language-review
pass	pass	implementation-helper	pending-language-review
passed	passed	implementation-helper	pending-language-review
path	путь	variable	project-proposal
pid	pid	variable	pending-language-review
pid_t	pid_t	scalar-type	pending-language-review
posix_compile_test	posix_compile_test	implementation-helper	pending-language-review
posix_test_heap	posix_test_heap	implementation-helper	pending-language-review
posix_test_process	posix_test_process	implementation-helper	pending-language-review
private_value	private_value	implementation-helper	pending-language-review
protocol	protocol	variable	pending-language-review
ptrdiff_t	ptrdiff_t	scalar-type	pending-language-review
qsort	qsort	function	pending-language-review
quot	quot	variable	pending-language-review
radix	radix	variable	pending-language-review
raw	raw	variable	pending-language-review
read	читать	function	project-proposal
realloc	realloc	function	pending-language-review
reap_nohang	reap_nohang	implementation-helper	pending-language-review
recv	получить	function	project-proposal
recvfrom	получить_с_адресом_отправителя	function	project-proposal
release	release	structure-field	pending-language-review
rem	rem	variable	pending-language-review
remaining	remaining	variable	pending-language-review
report	report	implementation-helper	pending-language-review
requested	requested	variable	pending-language-review
result	result	variable	pending-language-review
right	right	variable	pending-language-review
root	root	implementation-helper	pending-language-review
s	s	implementation-helper	pending-language-review
s_addr	значение_адреса	network-declaration	project-proposal
sa_data	данные_адреса	network-declaration	project-proposal
sa_family	семейство_адресов_конечной_точки	network-declaration	project-proposal
sa_family_t	тип_семейства_адресов	network-declaration	project-proposal
saved_environment	saved_environment	variable	pending-language-review
saved_errno	saved_errno	variable	pending-language-review
saved_state	saved_state	variable	pending-language-review
say	say	implementation-helper	pending-language-review
sbrk	сместить_конец_динамической_памяти	function	project-proposal
second	second	implementation-helper	pending-language-review
send	отправить	function	project-proposal
sendto	отправить_по_адресу	function	project-proposal
server	server	implementation-helper	pending-language-review
server_address	server_address	implementation-helper	pending-language-review
setsockopt	задать_настройку_точки_связи	function	project-proposal
shutdown	закрыть_направление_связи	function	project-proposal
sift_down	sift_down	variable	pending-language-review
sin_addr	содержимое_межсетевого_адреса	network-declaration	project-proposal
sin_family	семейство_межсетевых_адресов	network-declaration	project-proposal
sin_port	номер_порта_связи	network-declaration	project-proposal
sin_zero	заполнение_адреса	network-declaration	project-proposal
size	число_цифр	variable	project-proposal
size_t	size_t	scalar-type	pending-language-review
sockaddr	адрес_конечной_точки_связи	network-declaration	project-proposal
sockaddr_in	адрес_межсетевой_конечной_точки	network-declaration	project-proposal
socket	создать_оконечную_точку_связи	function	project-proposal
socket_call	socket_call	variable	pending-language-review
socklen_t	тип_длины_адреса	network-declaration	project-proposal
source	source	variable	pending-language-review
source_length	source_length	implementation-helper	pending-language-review
spin	spin	implementation-helper	pending-language-review
spins	spins	implementation-helper	pending-language-review
ssize_t	ssize_t	scalar-type	pending-language-review
st	st	variable	pending-language-review
st_atime	st_atime	structure-field	pending-language-review
st_atimensec	st_atimensec	structure-field	pending-language-review
st_blksize	st_blksize	structure-field	pending-language-review
st_blocks	st_blocks	structure-field	pending-language-review
st_ctime	st_ctime	structure-field	pending-language-review
st_ctimensec	st_ctimensec	structure-field	pending-language-review
st_dev	st_dev	structure-field	pending-language-review
st_gid	st_gid	structure-field	pending-language-review
st_ino	st_ino	structure-field	pending-language-review
st_mode	st_mode	structure-field	pending-language-review
st_mtime	st_mtime	structure-field	pending-language-review
st_mtimensec	st_mtimensec	structure-field	pending-language-review
st_nlink	st_nlink	structure-field	pending-language-review
st_rdev	st_rdev	structure-field	pending-language-review
st_size	st_size	structure-field	pending-language-review
st_uid	st_uid	structure-field	pending-language-review
start	start	implementation-helper	pending-language-review
stat	состояние_файла	function	project-proposal
status	состояние	variable	project-proposal
stpcpy	stpcpy	function	pending-language-review
stpncpy	stpncpy	function	pending-language-review
strcasecmp	strcasecmp	function	pending-language-review
strcat	strcat	function	pending-language-review
strchr	strchr	function	pending-language-review
strcmp	strcmp	function	pending-language-review
strcoll	strcoll	function	pending-language-review
strcpy	strcpy	function	pending-language-review
strcspn	strcspn	function	pending-language-review
strdup	strdup	function	pending-language-review
strlen	strlen	function	pending-language-review
strncasecmp	strncasecmp	function	pending-language-review
strncat	strncat	function	pending-language-review
strncmp	strncmp	function	pending-language-review
strncpy	strncpy	function	pending-language-review
strndup	strndup	function	pending-language-review
strnlen	strnlen	function	pending-language-review
strpbrk	strpbrk	function	pending-language-review
strrchr	strrchr	function	pending-language-review
strspn	strspn	function	pending-language-review
strstr	strstr	function	pending-language-review
strtok	strtok	function	pending-language-review
strtok_r	strtok_r	function	pending-language-review
strtol	strtol	function	pending-language-review
strtoul	strtoul	function	pending-language-review
strxfrm	strxfrm	function	pending-language-review
swap_elements	swap_elements	variable	pending-language-review
sync	согласовать_все_данные	function	project-proposal
sysname	sysname	structure-field	pending-language-review
target	target	implementation-helper	pending-language-review
temporary	temporary	variable	pending-language-review
test_dup_and_fcntl	test_dup_and_fcntl	implementation-helper	pending-language-review
test_identity	test_identity	implementation-helper	pending-language-review
test_line	test_line	variable	pending-language-review
test_open_and_io	test_open_and_io	implementation-helper	pending-language-review
test_paths	test_paths	implementation-helper	pending-language-review
test_terminal_and_uname	test_terminal_and_uname	implementation-helper	pending-language-review
text	text	variable	pending-language-review
text_equal	text_equal	implementation-helper	pending-language-review
text_length	text_length	implementation-helper	pending-language-review
time_t	time_t	scalar-type	pending-language-review
tolower	tolower	function	pending-language-review
total	total	variable	pending-language-review
toupper	toupper	function	pending-language-review
type	type	variable	pending-language-review
uid_t	uid_t	scalar-type	pending-language-review
uint16_t	uint16_t	scalar-type	pending-language-review
uint32_t	uint32_t	scalar-type	pending-language-review
uint64_t	uint64_t	scalar-type	pending-language-review
uint8_t	uint8_t	scalar-type	pending-language-review
uintptr_t	uintptr_t	scalar-type	pending-language-review
uname	получить_сведения_о_системе	function	project-proposal
utsname	utsname	structure-field	pending-language-review
value	значение	variable	project-proposal
version	version	structure-field	pending-language-review
wait	ждать_потомка	function	project-proposal
waited	waited	implementation-helper	pending-language-review
waitpid	ждать_указанного_потомка	function	project-proposal
whence	whence	variable	pending-language-review
write	писать	function	project-proposal
