standard_identifier	native_identifier	category	status
SC_recv	通信端点_受け取る	internal-name	derived-from-call-role
SC_recvfrom	通信端点_送信元と共に受け取る	internal-name	derived-from-call-role
SC_send	通信端点_送る	internal-name	derived-from-call-role
SC_sendto	通信端点_宛先に送る	internal-name	derived-from-call-role
SC_setsockopt	通信端点_通信端点を設定する	internal-name	derived-from-call-role
SC_shutdown	通信端点_通信方向を閉じる	internal-name	derived-from-call-role
SC_socket	通信端点_通信端点を作る	internal-name	derived-from-call-role
SEEK_CUR	現在基準位置	interface-constant	project-proposal
SEEK_END	末尾基準位置	interface-constant	project-proposal
SEEK_SET	先頭基準位置	interface-constant	project-proposal
SHRT_MAX	短整数最大値	integer-limit	project-proposal
SHRT_MIN	短整数最小値	integer-limit	project-proposal
SHUT_RD	受信停止	network-declaration	project-proposal
SHUT_RDWR	双方向停止	network-declaration	project-proposal
SHUT_WR	送信停止	network-declaration	project-proposal
SOCK_DGRAM	資料電文端点	network-declaration	project-proposal
SOCK_STREAM	資料流端点	network-declaration	project-proposal
STDERR_FILENO	標準誤り出力番号	interface-constant	project-proposal
STDIN_FILENO	標準入力番号	interface-constant	project-proposal
STDOUT_FILENO	標準出力番号	interface-constant	project-proposal
SYS_access	体系呼出_利用権限を調べる	internal-name	derived-from-call-role
SYS_brk	体系呼出_動的記憶の終端を定める	internal-name	derived-from-call-role
SYS_chdir	体系呼出_作業目録を変える	internal-name	derived-from-call-role
SYS_close	体系呼出_閉じる	internal-name	derived-from-call-role
SYS_creat	体系呼出_文書を作る	internal-name	derived-from-call-role
SYS_dup	体系呼出_開いた文書の参照を複製する	internal-name	derived-from-call-role
SYS_dup2	体系呼出_指定番号に文書参照を複製する	internal-name	derived-from-call-role
SYS_execve	体系呼出_実行内容を置き換える	internal-name	derived-from-call-role
SYS_exit	体系呼出_直ちに終了する	internal-name	derived-from-call-role
SYS_fcntl	体系呼出_文書を制御する	internal-name	derived-from-call-role
SYS_fork	体系呼出_実行過程を分岐する	internal-name	derived-from-call-role
SYS_fstat	体系呼出_開いた文書の状態を得る	internal-name	derived-from-call-role
SYS_fsync	体系呼出_文書の記録を同期する	internal-name	derived-from-call-role
SYS_getcwd	体系呼出_作業目録の経路を得る	internal-name	derived-from-call-role
SYS_getegid	体系呼出_実効所属組番号を得る	internal-name	derived-from-call-role
SYS_geteuid	体系呼出_実効利用者番号を得る	internal-name	derived-from-call-role
SYS_getgid	体系呼出_所属組番号を得る	internal-name	derived-from-call-role
SYS_getpid	体系呼出_実行過程番号を得る	internal-name	derived-from-call-role
SYS_getppid	体系呼出_親実行過程番号を得る	internal-name	derived-from-call-role
SYS_getuid	体系呼出_利用者番号を得る	internal-name	derived-from-call-role
SYS_lseek	体系呼出_読み書き位置を移す	internal-name	derived-from-call-role
SYS_lstat	体系呼出_連結自体の状態を得る	internal-name	derived-from-call-role
SYS_open	体系呼出_開く	internal-name	derived-from-call-role
SYS_read	体系呼出_読む	internal-name	derived-from-call-role
SYS_socketcall	通信端点体系呼出番号	implementation-helper	project-proposal
SYS_stat	体系呼出_文書状態	internal-name	derived-from-call-role
SYS_sync	体系呼出_全ての記録を同期する	internal-name	derived-from-call-role
SYS_uname	体系呼出_体系情報を得る	internal-name	derived-from-call-role
SYS_write	体系呼出_書く	internal-name	derived-from-call-role
S_IFCHR	文字装置種類	interface-constant	project-proposal
S_IFDIR	目録種類	interface-constant	project-proposal
S_IFMT	文書種類抽出値	interface-constant	project-proposal
S_IFREG	通常文書種類	interface-constant	project-proposal
S_IRGRP	所属組読取権限	interface-constant	project-proposal
S_IROTH	他者読取権限	interface-constant	project-proposal
S_IRUSR	所有者読取権限	interface-constant	project-proposal
S_ISCHR	文字装置方式判定	interface-constant	project-proposal
S_ISDIR	目録方式判定	interface-constant	project-proposal
S_ISREG	通常文書方式判定	interface-constant	project-proposal
S_IWGRP	所属組書込権限	interface-constant	project-proposal
S_IWOTH	他者書込権限	interface-constant	project-proposal
S_IWUSR	所有者書込権限	interface-constant	project-proposal
S_IXGRP	所属組実行権限	interface-constant	project-proposal
S_IXOTH	他者実行権限	interface-constant	project-proposal
S_IXUSR	所有者実行権限	interface-constant	project-proposal
UCHAR_MAX	符号なし文字整数最大値	integer-limit	project-proposal
UINT_MAX	符号なし整数最大値	integer-limit	project-proposal
ULLONG_MAX	符号なし長長整数最大値	integer-limit	project-proposal
ULONG_MAX	符号なし長整数最大値	integer-limit	project-proposal
USHRT_MAX	符号なし短整数最大値	integer-limit	project-proposal
WEXITSTATUS	終了値取出し	interface-constant	project-proposal
WIFEXITED	正常終了判定	interface-constant	project-proposal
WNOHANG	未準備なら待たない	interface-constant	project-proposal
W_OK	書込権限確認	interface-constant	project-proposal
X_OK	実行権限確認	interface-constant	project-proposal
_LIBC_ARPA_INET_H	_宣言_通信番地_八桁組順序	internal-name	derived-from-native-header-path
_LIBC_CTYPE_H	_宣言_文字分類	internal-name	derived-from-native-header-path
_LIBC_ERRNO_H	_宣言_誤り番号	internal-name	derived-from-native-header-path
_LIBC_FCNTL_H	_宣言_文書制御	internal-name	derived-from-native-header-path
_LIBC_LIMITS_H	_宣言_整数限界	internal-name	derived-from-native-header-path
_LIBC_NETINET_IN_H	_宣言_相互接続網_番地	internal-name	derived-from-native-header-path
_LIBC_STDDEF_H	_宣言_基本定義	internal-name	derived-from-native-header-path
_LIBC_STDINT_H	_宣言_整数型	internal-name	derived-from-native-header-path
_LIBC_STDLIB_H	_宣言_一般関数	internal-name	derived-from-native-header-path
_LIBC_STRINGS_H	_宣言_文字列大小比較	internal-name	derived-from-native-header-path
_LIBC_STRING_H	_宣言_文字列と記憶内容	internal-name	derived-from-native-header-path
_LIBC_SYSCALL_H	_宣言_体系_体系呼出	internal-name	derived-from-native-header-path
_LIBC_SYS_SOCKET_H	_宣言_体系_通信端点	internal-name	derived-from-native-header-path
_LIBC_SYS_STAT_H	_宣言_体系_文書状態	internal-name	derived-from-native-header-path
_LIBC_SYS_TYPES_H	_宣言_体系_資料型	internal-name	derived-from-native-header-path
_LIBC_SYS_UTSNAME_H	_宣言_体系_体系情報	internal-name	derived-from-native-header-path
_LIBC_SYS_WAIT_H	_宣言_体系_子の待機	internal-name	derived-from-native-header-path
_LIBC_UNISTD_H	_宣言_入出力と実行	internal-name	derived-from-native-header-path
__posix_library_test	関数集の動作を試す	variable	project-proposal
_exit	直ちに終了する	function	project-proposal
a	受渡値	variable	project-proposal
a1	第一引数	variable	project-proposal
a2	第二引数	variable	project-proposal
a3	第三引数	variable	project-proposal
a4	第四引数	variable	project-proposal
a5	第五引数	variable	project-proposal
a6	第六引数	variable	project-proposal
abs	整数の絶対値を得る	function	project-proposal
accept	接続要求を受け入れる	function	project-proposal
access	利用権限を調べる	function	project-proposal
address	番地	variable	project-proposal
address_len	番地寸法	variable	project-proposal
address_length	番地長	variable	project-proposal
argc	引数の数	implementation-helper	project-proposal
args	可変引数	variable	project-proposal
args_fail	引数検査失敗	implementation-helper	project-proposal
args_pass	引数検査成功	implementation-helper	project-proposal
argument	引数値	variable	project-proposal
arguments	受渡引数一覧	variable	project-proposal
argv	引数一覧	variable	project-proposal
atoi	十進文字列を整数として読む	function	project-proposal
atol	十進文字列を長整数として読む	function	project-proposal
available	利用可能判定	variable	project-proposal
b	第二値	variable	project-proposal
backlog	待機上限	variable	project-proposal
bind	局所番地を結ぶ	function	project-proposal
blkcnt_t	区画数型	scalar-type	project-proposal
blksize_t	区画長型	scalar-type	project-proposal
brk	動的記憶の終端を定める	function	project-proposal
bsearch	整列済み配列を二分探索する	function	project-proposal
bss_zeroed	未初期化資料の零埋め	implementation-helper	project-proposal
buf	緩衝領域	variable	project-proposal
buffer	資料緩衝領域	variable	project-proposal
byte	八桁組値	implementation-helper	project-proposal
bytes	八桁組配列	implementation-helper	project-proposal
c	第三値	variable	project-proposal
call	通信呼出番号	variable	project-proposal
calloc	零で満たした配列領域を確保する	function	project-proposal
capacity	容量	variable	project-proposal
character	文字値	variable	project-proposal
chdir	作業目録を変える	function	project-proposal
checks	検査数	implementation-helper	project-proposal
child	子の位置	variable	project-proposal
client	要求端点	implementation-helper	project-proposal
cloexec_fail	実行置換時閉鎖失敗	implementation-helper	project-proposal
cloexec_pass	実行置換時閉鎖成功	implementation-helper	project-proposal
close	閉じる	function	project-proposal
cmd	制御命令	variable	project-proposal
compare	比較関数	variable	project-proposal
compare_int	整数を比較する	variable	project-proposal
connect	相手端点につなぐ	function	project-proposal
copy	複写値	implementation-helper	project-proposal
copy_length	複写長	variable	project-proposal
count	数量	variable	project-proposal
creat	文書を作る	function	project-proposal
current	現在終端	variable	project-proposal
cursor	進行位置	variable	project-proposal
cwd	作業目録	implementation-helper	project-proposal
decoded	解釈値	implementation-helper	project-proposal
delimiters	区切り値集合	variable	project-proposal
dest_addr	宛先番地	variable	project-proposal
dest_len	宛先番地長	variable	project-proposal
destination	書込先	variable	project-proposal
dev_t	装置番号型	scalar-type	project-proposal
digit	数字値	variable	project-proposal
digit_value	数字値を得る	variable	project-proposal
div	整数の商と余りを得る	function	project-proposal
div_t	整数除算結果型	variable	project-proposal
domain	番地系統	variable	project-proposal
dup	開いた文書の参照を複製する	function	project-proposal
dup2	指定番号に文書参照を複製する	function	project-proposal
element_size	要素の大きさ	variable	project-proposal
elements	要素配列	variable	project-proposal
end_pointer	変換終端番地	variable	project-proposal
environ	環境変数一覧	variable	project-proposal
envp	環境一覧	variable	project-proposal
errno	誤り番号	variable	project-proposal
execve	実行内容を置き換える	function	project-proposal
expected_errno	期待誤り番号	implementation-helper	project-proposal
failed_with	指定誤りによる失敗判定	implementation-helper	project-proposal
failure	失敗判定	implementation-helper	project-proposal
failures	失敗数	implementation-helper	project-proposal
fcntl	文書を制御する	function	project-proposal
fd	文書記述番号	variable	project-proposal
first	最初の項	implementation-helper	project-proposal
first_match	最初の一致位置	variable	project-proposal
flags	処理指定	variable	project-proposal
fork	実行過程を分岐する	function	project-proposal
found	発見位置	variable	project-proposal
free	記憶領域を返す	function	project-proposal
fstat	開いた文書の状態を得る	function	project-proposal
fsync	文書の記録を同期する	function	project-proposal
getcwd	作業目録の経路を得る	function	project-proposal
getegid	実効所属組番号を得る	function	project-proposal
getenv	環境変数の値を得る	function	project-proposal
geteuid	実効利用者番号を得る	function	project-proposal
getgid	所属組番号を得る	function	project-proposal
getpeername	相手端点の番地を得る	function	project-proposal
getpid	実行過程番号を得る	function	project-proposal
getppid	親実行過程番号を得る	function	project-proposal
getsockname	局所端点の番地を得る	function	project-proposal
getuid	利用者番号を得る	function	project-proposal
gid_t	所属組番号型	scalar-type	project-proposal
heap_block	記憶区画	variable	project-proposal
heap_head	最初の区画	variable	project-proposal
high	上境界	variable	project-proposal
hole	降下位置	variable	project-proposal
hostlong	機械順32二進桁値	network-declaration	project-proposal
hostshort	機械順16二進桁値	network-declaration	project-proposal
how	閉じる方向	variable	project-proposal
htonl	通信網順に32桁を変える	function	project-proposal
htons	通信網順に16桁を変える	function	project-proposal
i	項の添字	implementation-helper	project-proposal
in_addr	相互接続網番地	network-declaration	project-proposal
in_addr_t	相互接続網番地値型	network-declaration	project-proposal
in_port_t	通信窓口番号型	network-declaration	project-proposal
increment	増分	variable	project-proposal
index	添字	variable	project-proposal
ino_t	文書固有番号型	scalar-type	project-proposal
input	入力位置	variable	project-proposal
int16_t	符号付き16二進桁整数	scalar-type	project-proposal
int32_t	符号付き32二進桁整数	scalar-type	project-proposal
int64_t	符号付き64二進桁整数	scalar-type	project-proposal
int8_t	符号付き8二進桁整数	scalar-type	project-proposal
intptr_t	番地幅符号付き整数	scalar-type	project-proposal
is_unsigned	符号なし判定	variable	project-proposal
isalnum	英字か数字か調べる	function	project-proposal
isalpha	英字か調べる	function	project-proposal
isatty	端末か調べる	function	project-proposal
isblank	水平空白か調べる	function	project-proposal
iscntrl	制御文字か調べる	function	project-proposal
isdigit	十進数字か調べる	function	project-proposal
isgraph	空白以外の印字文字か調べる	function	project-proposal
islower	小文字か調べる	function	project-proposal
isprint	印字文字か調べる	function	project-proposal
ispunct	句読記号か調べる	function	project-proposal
isspace	空白文字か調べる	function	project-proposal
isupper	大文字か調べる	function	project-proposal
isxdigit	十六進数字か調べる	function	project-proposal
iteration	反復回数	implementation-helper	project-proposal
labs	長整数の絶対値を得る	function	project-proposal
last_block	最後の区画	variable	project-proposal
ldiv	長整数の商と余りを得る	function	project-proposal
ldiv_t	長整数除算結果型	variable	project-proposal
left	左の値	variable	project-proposal
length	長さ	variable	project-proposal
length_of	文字列長を得る	implementation-helper	project-proposal
level	設定階層	variable	project-proposal
limit	上限	variable	project-proposal
listen	接続要求に備える	function	project-proposal
loaded	読込値	implementation-helper	project-proposal
low	下境界	variable	project-proposal
lseek	読み書き位置を移す	function	project-proposal
lstat	連結自体の状態を得る	function	project-proposal
m	検査方式	variable	project-proposal
machine	機械種類	structure-field	project-proposal
magnitude	大きさの値	variable	project-proposal
malloc	記憶領域を確保する	function	project-proposal
maximum	最大値	variable	project-proposal
memchr	記憶領域から値を探す	function	project-proposal
memcmp	記憶内容を比較する	function	project-proposal
memcpy	記憶内容を複写する	function	project-proposal
memmove	重なりを許して記憶内容を移す	function	project-proposal
memory	記憶領域	implementation-helper	project-proposal
memset	記憶領域を値で満たす	function	project-proposal
message	電文	variable	project-proposal
middle	中央位置	variable	project-proposal
mode	利用方式	variable	project-proposal
mode_t	文書方式型	scalar-type	project-proposal
n	呼出種類	variable	project-proposal
name	名前	variable	project-proposal
negative	負数判定	variable	project-proposal
netlong	通信網順32二進桁値	network-declaration	project-proposal
netshort	通信網順16二進桁値	network-declaration	project-proposal
newfd	新記述番号	variable	project-proposal
next_block	次の区画	variable	project-proposal
nlink_t	直接連結数型	scalar-type	project-proposal
nodename	機械名	structure-field	project-proposal
ntohl	機械順に32桁を変える	function	project-proposal
ntohs	機械順に16桁を変える	function	project-proposal
number	呼出番号	variable	project-proposal
off_t	文書位置型	scalar-type	project-proposal
offset	位置差	variable	project-proposal
oflag	開く際の指定	variable	project-proposal
old	以前の値	implementation-helper	project-proposal
oldfd	旧記述番号	variable	project-proposal
open	開く	function	project-proposal
option_len	設定長	variable	project-proposal
option_name	設定名	variable	project-proposal
option_value	設定値	variable	project-proposal
options	選択事項	variable	project-proposal
overflow	範囲超過判定	variable	project-proposal
padding	整列埋込長	variable	project-proposal
parent	親過程	implementation-helper	project-proposal
parse_unsigned	符号なし数を解釈する	variable	project-proposal
pass	検査合格	implementation-helper	project-proposal
passed	合格判定	implementation-helper	project-proposal
path	経路	variable	project-proposal
pid	実行過程番号	variable	project-proposal
pid_t	実行過程番号型	scalar-type	project-proposal
posix_compile_test	宣言翻訳試験	implementation-helper	project-proposal
posix_test_heap	動的記憶動作試験	implementation-helper	project-proposal
posix_test_process	実行過程動作試験	implementation-helper	project-proposal
private_value	過程専用値	implementation-helper	project-proposal
protocol	通信規約	variable	project-proposal
ptrdiff_t	番地差型	scalar-type	project-proposal
qsort	比較基準で整列する	function	project-proposal
quot	商	variable	project-proposal
radix	基数	variable	project-proposal
raw	確保元番地	variable	project-proposal
read	読む	function	project-proposal
realloc	記憶領域の大きさを変える	function	project-proposal
reap_nohang	待たずに子を回収	implementation-helper	project-proposal
recv	受け取る	function	project-proposal
recvfrom	送信元と共に受け取る	function	project-proposal
release	体系配布版	structure-field	project-proposal
rem	余り	variable	project-proposal
remaining	残数	variable	project-proposal
report	結果を報告	implementation-helper	project-proposal
requested	要求終端	variable	project-proposal
result	結果	variable	project-proposal
right	右の値	variable	project-proposal
root	根の経路	implementation-helper	project-proposal
s	検査資料	implementation-helper	project-proposal
s_addr	番地値	network-declaration	project-proposal
sa_data	番地資料	network-declaration	project-proposal
sa_family	端点番地系統	network-declaration	project-proposal
sa_family_t	番地系統型	network-declaration	project-proposal
saved_environment	保存環境一覧	variable	project-proposal
saved_errno	保存誤り番号	variable	project-proposal
saved_state	保存進行状態	variable	project-proposal
say	電文を書く	implementation-helper	project-proposal
sbrk	動的記憶の終端を移す	function	project-proposal
second	二番目の項	implementation-helper	project-proposal
send	送る	function	project-proposal
sendto	宛先に送る	function	project-proposal
server	応答端点	implementation-helper	project-proposal
server_address	応答端点番地	implementation-helper	project-proposal
setsockopt	通信端点を設定する	function	project-proposal
shutdown	通信方向を閉じる	function	project-proposal
sift_down	下方へ整列を直す	variable	project-proposal
sin_addr	接続網番地内容	network-declaration	project-proposal
sin_family	接続網番地系統	network-declaration	project-proposal
sin_port	通信窓口番号	network-declaration	project-proposal
sin_zero	番地の埋合せ	network-declaration	project-proposal
size	大きさ	variable	project-proposal
size_t	大きさ型	scalar-type	project-proposal
sockaddr	通信端点番地	network-declaration	project-proposal
sockaddr_in	相互接続網端点番地	network-declaration	project-proposal
socket	通信端点を作る	function	project-proposal
socket_call	通信端点を呼び出す	variable	project-proposal
socklen_t	番地長型	network-declaration	project-proposal
source	読出元	variable	project-proposal
source_length	送信元番地長	implementation-helper	project-proposal
spin	回転回数	implementation-helper	project-proposal
spins	回転数	implementation-helper	project-proposal
ssize_t	符号付き大きさ型	scalar-type	project-proposal
st	状態資料	variable	project-proposal
st_atime	最終参照時刻	structure-field	project-proposal
st_atimensec	最終参照十億分秒	structure-field	project-proposal
st_blksize	推奨入出力区画長	structure-field	project-proposal
st_blocks	割当区画数	structure-field	project-proposal
st_ctime	最終状態変更時刻	structure-field	project-proposal
st_ctimensec	最終状態変更十億分秒	structure-field	project-proposal
st_dev	所属装置番号	structure-field	project-proposal
st_gid	所有組番号	structure-field	project-proposal
st_ino	文書固有番号	structure-field	project-proposal
st_mode	文書種類と権限	structure-field	project-proposal
st_mtime	最終内容変更時刻	structure-field	project-proposal
st_mtimensec	最終内容変更十億分秒	structure-field	project-proposal
st_nlink	直接連結数	structure-field	project-proposal
st_rdev	表す装置番号	structure-field	project-proposal
st_size	文書の大きさ	structure-field	project-proposal
st_uid	所有利用者番号	structure-field	project-proposal
start	開始位置	implementation-helper	project-proposal
stat	文書状態	function	project-proposal
status	終了状態	variable	project-proposal
stpcpy	文字列を複写して終端を得る	function	project-proposal
stpncpy	上限まで埋めて複写し終端を得る	function	project-proposal
strcasecmp	大文字小文字を区別せず比較する	function	project-proposal
strcat	文字列を付け足す	function	project-proposal
strchr	文字列から最初の値を探す	function	project-proposal
strcmp	文字列を比較する	function	project-proposal
strcoll	整列規則で文字列を比較する	function	project-proposal
strcpy	文字列を複写する	function	project-proposal
strcspn	除外値のない先頭長を得る	function	project-proposal
strdup	新しい領域に文字列を複製する	function	project-proposal
strlen	文字列の八桁組数を得る	function	project-proposal
strncasecmp	上限内で大文字小文字を区別せず比較する	function	project-proposal
strncat	上限内で文字列を付け足す	function	project-proposal
strncmp	上限内で文字列を比較する	function	project-proposal
strncpy	上限まで埋めて文字列を複写する	function	project-proposal
strndup	上限内で新しい領域に文字列を複製する	function	project-proposal
strnlen	上限内の文字列八桁組数を得る	function	project-proposal
strpbrk	文字列から集合の値を探す	function	project-proposal
strrchr	文字列から最後の値を探す	function	project-proposal
strspn	許容値からなる先頭長を得る	function	project-proposal
strstr	文字列から部分列を探す	function	project-proposal
strtok	文字列を語に分ける	function	project-proposal
strtok_r	進行状態を指定して文字列を語に分ける	function	project-proposal
strtol	文字列を長整数として読む	function	project-proposal
strtoul	文字列を符号なし長整数として読む	function	project-proposal
strxfrm	文字列の整列鍵を作る	function	project-proposal
swap_elements	要素を交換する	variable	project-proposal
sync	全ての記録を同期する	function	project-proposal
sysname	体系名	structure-field	project-proposal
target	対象値	implementation-helper	project-proposal
temporary	一時値	variable	project-proposal
test_dup_and_fcntl	記述番号複製と制御試験	implementation-helper	project-proposal
test_identity	実行主体試験	implementation-helper	project-proposal
test_line	失敗行番号	variable	project-proposal
test_open_and_io	開閉入出力試験	implementation-helper	project-proposal
test_paths	経路操作試験	implementation-helper	project-proposal
test_terminal_and_uname	端末と体系情報試験	implementation-helper	project-proposal
text	文字列	variable	project-proposal
text_equal	文字列一致判定	implementation-helper	project-proposal
text_length	文字列組長	implementation-helper	project-proposal
time_t	時刻値型	scalar-type	project-proposal
tolower	小文字に変える	function	project-proposal
total	全体長	variable	project-proposal
toupper	大文字に変える	function	project-proposal
type	端点種類	variable	project-proposal
uid_t	利用者番号型	scalar-type	project-proposal
uint16_t	符号なし16二進桁整数	scalar-type	project-proposal
uint32_t	符号なし32二進桁整数	scalar-type	project-proposal
uint64_t	符号なし64二進桁整数	scalar-type	project-proposal
uint8_t	符号なし8二進桁整数	scalar-type	project-proposal
uintptr_t	番地幅符号なし整数	scalar-type	project-proposal
uname	体系情報を得る	function	project-proposal
utsname	体系情報	structure-field	project-proposal
value	値	variable	project-proposal
version	体系改訂版	structure-field	project-proposal
wait	子を待つ	function	project-proposal
waited	待った過程	implementation-helper	project-proposal
waitpid	指定した子を待つ	function	project-proposal
whence	位置基準	variable	project-proposal
write	書く	function	project-proposal
