원래경로	변환경로
go.sh	käännä_ydin.sh
linker.ld	linkitysasettelu.ld
tools/decode-virtualbox-log.sh	työkalut/tulkitse_sarjaloki.sh
tools/offsets.go	työkalut/rakenteen_siirtymät.go
userland/posix/Makefile	käyttäjätila/posix/Makefile
userland/posix/TEST_RESULTS.md	käyttäjätila/posix/TEST_RESULTS.md
userland/posix/include/arpa/inet.h	käyttäjätila/posix/esittelyt/arpa/inet.h
userland/posix/include/engos/syscall.h	käyttäjätila/posix/esittelyt/sys/syscall.h
userland/posix/include/errno.h	käyttäjätila/posix/esittelyt/errno.h
userland/posix/include/fcntl.h	käyttäjätila/posix/esittelyt/fcntl.h
userland/posix/include/netinet/in.h	käyttäjätila/posix/esittelyt/netinet/in.h
userland/posix/include/stddef.h	käyttäjätila/posix/esittelyt/stddef.h
userland/posix/include/stdint.h	käyttäjätila/posix/esittelyt/stdint.h
userland/posix/include/sys/socket.h	käyttäjätila/posix/esittelyt/sys/socket.h
userland/posix/include/sys/stat.h	käyttäjätila/posix/esittelyt/sys/stat.h
userland/posix/include/sys/types.h	käyttäjätila/posix/esittelyt/sys/types.h
userland/posix/include/sys/utsname.h	käyttäjätila/posix/esittelyt/sys/utsname.h
userland/posix/include/sys/wait.h	käyttäjätila/posix/esittelyt/sys/wait.h
userland/posix/include/unistd.h	käyttäjätila/posix/esittelyt/unistd.h
userland/posix/linker.ld	käyttäjätila/posix/linkitysasettelu.ld
userland/posix/src/crt0.S	käyttäjätila/posix/toteutus/käynnistys.S
userland/posix/src/errno.c	käyttäjätila/posix/toteutus/virhenumero.c
userland/posix/src/fcntl.c	käyttäjätila/posix/toteutus/tiedoston_ohjaus.c
userland/posix/src/socket.c	käyttäjätila/posix/toteutus/socket.c
userland/posix/src/stat.c	käyttäjätila/posix/toteutus/tiedoston_tila.c
userland/posix/src/syscall.S	käyttäjätila/posix/toteutus/järjestelmäkutsu.S
userland/posix/src/unistd.c	käyttäjätila/posix/toteutus/unistd.c
userland/posix/tests/compile.c	käyttäjätila/posix/testit/compile.c
userland/posix/tests/exec_runtime.c	käyttäjätila/posix/testit/exec_runtime.c
userland/posix/tests/exec_target.c	käyttäjätila/posix/testit/exec_target.c
userland/posix/tests/fork_runtime.c	käyttäjätila/posix/testit/fork_runtime.c
userland/posix/tests/heap_runtime.c	käyttäjätila/posix/testit/heap_runtime.c
userland/posix/tests/runtime.c	käyttäjätila/posix/testit/runtime.c
userland/posix/tests/socket_runtime.c	käyttäjätila/posix/testit/socket_runtime.c
userland/posix/tests/stdin_runtime.c	käyttäjätila/posix/testit/stdin_runtime.c
