original	compiler	native	status
ENOTDIR	Enotdir	Enotdir	reading-needs-review
ENOTTY	Enotty	Enotty	reading-needs-review
EOPNOTSUPP	Eopnotsupp	Eopnotsupp	reading-needs-review
EPERM	Eperm	Eperm	reading-needs-review
EPROTONOSUPPORT	Eprotonosupport	Eprotonosupport	reading-needs-review
ERANGE	Erange	Erange	reading-needs-review
EROFS	Erofs	Erofs	reading-needs-review
ESPIPE	Espipe	Espipe	reading-needs-review
ESRCH	Esrch	Esrch	reading-needs-review
Eax	Eax	Eax	reading-needs-review
Ebp	Ebp	Ebp	reading-needs-review
Ebx	Ebx	Ebx	reading-needs-review
Ecx	Ecx	Ecx	reading-needs-review
Edi	Edi	Edi	reading-needs-review
Edx	Edx	Edx	reading-needs-review
Eflags	Eflags	Eflags	reading-needs-review
Eip	Eip	Eip	reading-needs-review
Elf	Elf	Elf	reading-needs-review
Elf32Dyn	Elf32dyn	Elf32dyn	reading-needs-review
Elf32Note	Elf32備考	Elf32ビコウ	reading-needs-review
Elf32Rel	Elf32rel	Elf32rel	reading-needs-review
Elf32Rela	Elf32rela	Elf32rela	reading-needs-review
Elf32Sym	Elf32sym	Elf32sym	reading-needs-review
ElfHeader	Elfヘッダ	Elfヘッダ	reading-needs-review
ElfProgramHeader	Elfプログラムヘッダ	Elfプログラムヘッダ	reading-needs-review
ElfSectionHeader	Elf区画ヘッダ	Elfクカクヘッダ	reading-needs-review
EnablePaging	Enableページ管理	Enableページカンリ	reading-needs-review
Enabled	E有効	Eユウコウ	reading-needs-review
EntryNumber	Entrynumber	Entrynumber	reading-needs-review
EqualBytes	Eすべて同じバイト	Eスベテオナジバイト	reading-needs-review
Es	Es	Es	reading-needs-review
Esi	Esi	Esi	reading-needs-review
Esp	Esp	Esp	reading-needs-review
FPUBuffer	Fpubuffer	Fpubuffer	reading-needs-review
FPUOffset	Fpuoffset	Fpuoffset	reading-needs-review
Family	Family	Family	reading-needs-review
FileName	Fファイル名前	Fファイルナマエ	reading-needs-review
Fill	Fill	Fill	reading-needs-review
FillRectangle	Fill矩形	Fillクケイ	reading-needs-review
First	First	First	reading-needs-review
FirstFree	First空き	Firstアキ	reading-needs-review
FirstFreeSize	First空きサイズ	Firstアキサイズ	reading-needs-review
Flags	Fフラグ	Fフラグ	reading-needs-review
FloatingPointException	Fフローティングpointexception	Fフローティングpointexception	reading-needs-review
Flush	Flush	Flush	reading-needs-review
FlushTlsTable	Flushtlstable	Flushtlstable	reading-needs-review
Focussable	Focussable	Focussable	reading-needs-review
Free	F空き	Fアキ	reading-needs-review
Fs	Fs	Fs	reading-needs-review
GB	Gb	Gb	reading-needs-review
GDT_ENTRIES	Gdtentry	Gdtentry	reading-needs-review
GOT	Got	Got	reading-needs-review
GPFException	Gpfexception	Gpfexception	reading-needs-review
GatewayIP	Gatewayip	Gatewayip	reading-needs-review
GdtAddressHigh	Gdtaddress高い	Gdtaddressタカイ	reading-needs-review
GdtAddressLow	Gdtaddress低い	Gdtaddressヒクイ	reading-needs-review
GdtDescriptor	Gdtdescriptor	Gdtdescriptor	reading-needs-review
GdtEntry	Gdtentry_2	Gdtentry_2	reading-needs-review
GdtSize	Gdtサイズ	Gdtサイズ	reading-needs-review
GetAt	Getat	Getat	reading-needs-review
GetBackend	Getbackend	Getbackend	reading-needs-review
GetBaseAddressRegister	Getbaseaddressレジスタ	Getbaseaddressレジスタ	reading-needs-review
GetBitmaspSize	Getbitmaspサイズ	Getbitmaspサイズ	reading-needs-review
GetBytesFromPtr	Getバイトからポインタ	Getバイトカラポインタ	reading-needs-review
GetCR0	Getcr0	Getcr0	reading-needs-review
GetCR2	Getcr2	Getcr2	reading-needs-review
GetCR3	Getcr3	Getcr3	reading-needs-review
GetCR4	Getcr4	Getcr4	reading-needs-review
GetColorIndex	Get色目次	Getイロメツギ	reading-needs-review
GetDeviceDescriptor	Getデバイスdescriptor	Getデバイスdescriptor	reading-needs-review
GetDriver	Getドライバー	Getドライバー	reading-needs-review
GetESP0	Getesp0	Getesp0	reading-needs-review
GetEntry	Getentry	Getentry	reading-needs-review
GetFileSize	Getファイルサイズ	Getファイルサイズ	reading-needs-review
GetFocus	Getフォーカス	Getフォーカス	reading-needs-review
GetFrameBufferSegment	Getフレームbuffersegment	Getフレームbuffersegment	reading-needs-review
GetFuncPtrFromPtr	Getfuncポインタからポインタ	Getfuncポインタカラポインタ	reading-needs-review
GetFunctionName	Get関数名前	Getカンスウメイマエ	reading-needs-review
GetHandler	Gethandler	Gethandler	reading-needs-review
GetIPAddress	Getipaddress	Getipaddress	reading-needs-review
GetMACAddress	Getmacaddress	Getmacaddress	reading-needs-review
GetMACFromCache	Getmacからcache	Getmacカラcache	reading-needs-review
GetNextReadyThread	Get次準備OKスレッド	GetツギジュンビOKスレッド	reading-needs-review
GetNodeAt	Getノードat	Getノードat	reading-needs-review
GetProvider	Providerget	Providerget	reading-needs-review
GetSS0	Getss0	Getss0	reading-needs-review
GetStr	Getstr	Getstr	reading-needs-review
GetUint32ArrayFromPtr	Getunsignedinteger32配列からポインタ	Getunsignedinteger32ハイレツカラポインタ	reading-needs-review
GetUintptrArrayFromPtr	Getunsignedintegerポインタ配列からポインタ	Getunsignedintegerポインタハイレツカラポインタ	reading-needs-review
GetValue	Get値	Getアタイ	reading-needs-review
GetValueInPageDir	Get値受信ページディレクトリ	Getアタイジュシンページディレクトリ	reading-needs-review
Gid	Gid	Gid	reading-needs-review
Gs	Gs	Gs	reading-needs-review
HandleException	H取っ手exception	Hトッテexception	reading-needs-review
HandleFatalInterruptFrame	H取っ手fatal割込みフレーム	Hトッテfatalワリコミフレーム	reading-needs-review
HandleInterrupt	H取っ手割込み	Hトッテワリコミ	reading-needs-review
HandleInterrupt1	H取っ手割込み1	Hトッテワリコミ1	reading-needs-review
HandleUserDatagramProtocolMessage	H取っ手利用者datagramprotocolメッセージ	Hトッテリヨウシャdatagramprotocolメッセージ	reading-needs-review
IDT_DESC_PRESENT	Idtdescriptor現在	Idtdescriptorゲンザイ	reading-needs-review
IDT_INTERRUPT_GATE	Idt割込みゲート	Idtワリコミゲート	reading-needs-review
IDriver	Iドライバー	Iドライバー	reading-needs-review
IEtherFrameHandler	Iイーサネットフレームhandler	Iイーサネットフレームhandler	reading-needs-review
IInternetProtocolHandler	Iインターネットprotocolhandler	Iインターネットprotocolhandler	reading-needs-review
IInterruptHandler	I割込みhandler	Iワリコミhandler	reading-needs-review
IKeyboardEventHandler	Iキーボード事象handler	Iキーボードジショウhandler	reading-needs-review
IMouseEventHandler	Iマウス事象handler	Iマウスジショウhandler	reading-needs-review
IPCIControllerHandler	Ipci制御器handler	Ipciセイギョキhandler	reading-needs-review
IPCache	Ipcache	Ipcache	reading-needs-review
IP_BE	Ipネットワークバイトorder	Ipネットワークバイトorder	reading-needs-review
IRawDataHandler	IRawデータhandler	IRawデータhandler	reading-needs-review
ITimerEventHandler	Iタイマー事象handler	Iタイマージショウhandler	reading-needs-review
IUserDatagramProtocolHandler	I利用者datagramprotocolhandler	Iリヨウシャdatagramprotocolhandler	reading-needs-review
IUserDatagramProtocolSocket	I利用者datagramprotocolソケット	Iリヨウシャdatagramprotocolソケット	reading-needs-review
IWidget	I画面要素	Iガメンヨウソ	reading-needs-review
Identify	Identify	Identify	reading-needs-review
Increment	Increment	Increment	reading-needs-review
IndexOf	I目次of	Iモクジof	reading-needs-review
Init	Init	Init	reading-needs-review
InitDriver	Initドライバー	Initドライバー	reading-needs-review
InitialThreadUserJump	Initialスレッド利用者jump	Initialスレッドリヨウシャjump	reading-needs-review
Ino	Ino	Ino	reading-needs-review
Install	Iインストール	Iインストール	reading-needs-review
Interrupt	I割込み	Iワリコミ	reading-needs-review
InterruptActive	I割込み有効	Iワリコミユウコウ	reading-needs-review
InterruptDeactive	I割込みdeactive	Iワリコミdeactive	reading-needs-review
InterruptManager	I割込み管理者	Iワリコミカンリシャ	reading-needs-review
InterruptNumber	I割込みnumber	Iワリコミnumber	reading-needs-review
InvalidOpcode	I不正opcode	Iフセイopcode	reading-needs-review
InvalidTSS	I不正tss	Iフセイtss	reading-needs-review
IsKernel	Is中核	Isチュウカク	reading-needs-review
IsPresent	Is現在	Isゲンザイ	reading-needs-review
IsUserSpace	Is利用者スペース	Isリヨウシャスペース	reading-needs-review
KB	Kb	Kb	reading-needs-review
KCS_INDEX	Kcs目次	Kcsモクジ	reading-needs-review
KCS_SELECTOR	Kcsselector	Kcsselector	reading-needs-review
KDS_INDEX	Kds目次	Kdsモクジ	reading-needs-review
KDS_SELECTOR	Kdsselector	Kdsselector	reading-needs-review
KERNEL_HEAP_START	K中核heap開始	Kチュウカクheapカイシ	reading-needs-review
KERNEL_VIRT_ADDR	K中核virtaddress	Kチュウカクvirtaddress	reading-needs-review
KGS_INDEX	Kgs目次	Kgsモクジ	reading-needs-review
KGS_SELECTOR	Kgsselector	Kgsselector	reading-needs-review
K핵심	KKernelEntry	KKernelEntry	compatibility
LIDT	Lidt	Lidt	reading-needs-review
Last	L最後	Lサイゴ	reading-needs-review
Len	Len	Len	compatibility
Limit	L制限	Lセイゲン	reading-needs-review
Link	L連結	Lレンケツ	reading-needs-review
LinkMap	L連結対応表	Lレンケツタイオウヒョウ	reading-needs-review
LinkedList	Linked一覧	Linkedイチラン	reading-needs-review
Listen	Listen	Listen	reading-needs-review
LoadElf	L読込みelf	Lヨミコミelf	reading-needs-review
MAC	Mac	Mac	reading-needs-review
MAC0	Mac0	Mac0	reading-needs-review
MAC1	Mac1	Mac1	reading-needs-review
MAC2	Mac2	Mac2	reading-needs-review
MAC3	Mac3	Mac3	reading-needs-review
MAC4	Mac4	Mac4	reading-needs-review
MAC5	Mac5	Mac5	reading-needs-review
MACAddress0Port	Macaddress0ポート	Macaddress0ポート	reading-needs-review
MACAddress2Port	Macaddress2ポート	Macaddress2ポート	reading-needs-review
MACAddress4Port	Macaddress4ポート	Macaddress4ポート	reading-needs-review
MACCache	Maccache	Maccache	reading-needs-review
MAX_QUEUE_SIZE	M最大待ち行列サイズ	Mサイダイマチギョウレツサイズ	reading-needs-review
MB	Mミリバール	Mミリバール	reading-needs-review
MBR	Mbr	Mbr	reading-needs-review
MHex출력	MHexadecimal印刷	MHexadecimalインサツ	reading-needs-review
MHex출력XY	MHexadecimal印刷xy	MHexadecimalインサツxy	reading-needs-review
MUint16출력	MUnsignedinteger16印刷	MUnsignedinteger16インサツ	reading-needs-review
MUint16출력XY	MUnsignedinteger16印刷xy	MUnsignedinteger16インサツxy	reading-needs-review
MUint32출력	MUnsignedinteger32印刷	MUnsignedinteger32インサツ	reading-needs-review
MUint32출력XY	MUnsignedinteger32印刷xy	MUnsignedinteger32インサツxy	reading-needs-review
MUint64출력	MUnsignedinteger64印刷	MUnsignedinteger64インサツ	reading-needs-review
MUint64출력XY	MUnsignedinteger64印刷xy	MUnsignedinteger64インサツxy	reading-needs-review
Machine	Machine	Machine	reading-needs-review
MachineCheck	Machinecheck	Machinecheck	reading-needs-review
MakeRangePrivateWritable	Makerangeプライベートwritable	Makerangeプライベートwritable	reading-needs-review
Malloc	M記憶領域を確保	Mキオクリョウイキヲカクホ	reading-needs-review
MemCmp	Memcmp	Memcmp	reading-needs-review
MemCpy	Mem複製	Memフクセイ	reading-needs-review
MemMove	Mem移動	Memイドウ	reading-needs-review
MemSet	Memあり	Memアリ	reading-needs-review
MemoryOper	Mメモリoper	Mメモリoper	reading-needs-review
Mode	Mモード	Mモード	reading-needs-review
ModelToScreen	M局所座標を設定	Mキョクショザヒョウヲセッテイ	reading-needs-review
Mtime	Mtime	Mtime	reading-needs-review
MtimeNsec	Mtimensec	Mtimensec	reading-needs-review
MyHandleInterrupt	My取っ手割込み	Myトッテワリコミ	reading-needs-review
MyTest	Myテスト	Myテスト	reading-needs-review
M긴급로그Hex8	MEmergencyログhexadecimal8	MEmergencyログhexadecimal8	reading-needs-review
M긴급로그Uint32	MEmergencyログunsignedinteger32	MEmergencyログunsignedinteger32	reading-needs-review
M긴급로그문자열	MEmergencyログ文字列	MEmergencyログモジレツ	reading-needs-review
M직렬로그초기화	M直列ログinit	Mチョクレツログinit	reading-needs-review
M출력	M印刷	Mインサツ	reading-needs-review
M출력BytesXY	M印刷バイトxy	Mインサツバイトxy	reading-needs-review
M출력Hex	M印刷hexadecimal	Mインサツhexadecimal	reading-needs-review
M출력Uint16	M印刷unsignedinteger16	Mインサツunsignedinteger16	reading-needs-review
M출력Uint32	M印刷unsignedinteger32	Mインサツunsignedinteger32	reading-needs-review
M출력XY	M印刷xy	Mインサツxy	reading-needs-review
M테스트	M테스트	M테스트	reading-needs-review
NMI	Nmi	Nmi	reading-needs-review
New	N新規	Nシンキ	reading-needs-review
NewInterruptHandler	N新規割込みhandler	Nシンキワリコミhandler	reading-needs-review
Next	N次	Nツギ	reading-needs-review
Nlink	Nlink	Nlink	reading-needs-review
Node	T連結要素	Tレンケツヨウソ	reading-needs-review
Nodename	Nodename	Nodename	reading-needs-review
OnEtherFrameReceived	Oイーサネットフレームreceivewhen	Oイーサネットフレームreceivewhen	reading-needs-review
OnGetDriver	O時getドライバー	Oトキgetドライバー	reading-needs-review
OnInternetProtocolReceived	Oインターネットprotocolreceivewhen	Oインターネットprotocolreceivewhen	reading-needs-review
OnKeyDown	O時鍵下	Oトキカギシタ	reading-needs-review
OnKeyUp	O時鍵上へ	Oトキカギウエヘ	reading-needs-review
OnMouseDown	O時マウス下	Oトキマウスシタ	reading-needs-review
OnMouseMove	O時マウス移動	Oトキマウスイドウ	reading-needs-review
OnMouseUp	O時マウス上へ	Oトキマウスウエヘ	reading-needs-review
OnRawDataReceived	O時rawデータreceive	Oトキrawデータreceive	reading-needs-review
OnTick	O時tick	Oトキtick	reading-needs-review
Overflow	Overflow	Overflow	reading-needs-review
P1LinkMap	P値1連結対応表	Pアタイ1レンケツタイオウヒョウ	reading-needs-review
P2LinkMap	P値2連結対応表	Pアタイ2レンケツタイオウヒョウ	reading-needs-review
P3LinkMap	P値3連結対応表	Pアタイ3レンケツタイオウヒョウ	reading-needs-review
PAGE_COW	Pページcow	Pページcow	reading-needs-review
PAGE_FRAME	Pページフレーム	Pページフレーム	reading-needs-review
PAGE_PRESENT	Pページ現在	Pページゲンザイ	reading-needs-review
PAGE_USER	Pページ利用者	Pページリヨウシャ	reading-needs-review
PAGE_WRITABLE	Pページwritable	Pページwritable	reading-needs-review
PAUSE_LOOP	P一時停止loop	Pイチジテイシloop	reading-needs-review
PICMasterCommandPort	Primarypicコマンドioポート	Primarypicコマンドioポート	reading-needs-review
PICMasterDataPort	Primarypicデータioポート	Primarypicデータioポート	reading-needs-review
PICSlaveCommandPort	Secondarypicコマンドioポート	Secondarypicコマンドioポート	reading-needs-review
PICSlaveDataPort	Secondarypicデータioポート	Secondarypicデータioポート	reading-needs-review
PRESENT	P現在	Pゲンザイ	reading-needs-review
PRIV_KERNEL	Priv中核	Privチュウカク	reading-needs-review
PRIV_USER	Priv利用者	Privリヨウシャ	reading-needs-review
PROC_USER_HEAP_SIZE	Proc利用者heapサイズ	Procリヨウシャheapサイズ	reading-needs-review
PageDirEntry	Pページディレクトリentry	Pページディレクトリentry	reading-needs-review
PageDirectoryEntry	Pページディレクトリentry_2	Pページディレクトリentry_2	reading-needs-review
PageFault	Pページ障害	Pページショウガイ	reading-needs-review
PageFaultException	Pページ障害exception	Pページショウガイexception	reading-needs-review
PageRoundDown	Pページ数値の丸め込み下	Pページスウチノマルメコミシタ	reading-needs-review
PageRoundUp	Pページ数値の丸め込み上へ	Pページスウチノマルメコミウエヘ	reading-needs-review
PageTableEntry	Pページtableentry	Pページtableentry	reading-needs-review
Paging	Pページ管理	Pページカンリ	reading-needs-review
ParentPid	Parentpid	Parentpid	reading-needs-review
Parse	Parse	Parse	reading-needs-review
Partition_id	P区分id	Pクブンid	reading-needs-review
PhyMemTest	Phymemテスト	Phymemテスト	reading-needs-review
PhysicalMemoryManager	P物理メモリ管理者	Pブツリメモリカンリシャ	reading-needs-review
Pid	Pid	Pid	reading-needs-review
Port	Pポート	Pポート	reading-needs-review
PortBase	Pポートbase	Pポートbase	reading-needs-review
PortInByte	Pポート受信バイト	Pポートジュシンバイト	reading-needs-review
PortInDword	Pポート受信dword	Pポートジュシンdword	reading-needs-review
PortInWord	Pポート受信語	Pポートジュシンゴ	reading-needs-review
PortOutByte	Pポート送信バイト	Pポートソウシンバイト	reading-needs-review
PortOutDword	Pポート送信dword	Pポートソウシンdword	reading-needs-review
PortOutWord	Pポート送信語	Pポートソウシンゴ	reading-needs-review
PortReadByte	Pポート読込みバイト	Pポートヨミコミバイト	reading-needs-review
PortReadDword	Pポート読込みdword	Pポートヨミコミdword	reading-needs-review
PortReadWord	Pポート読込み語	Pポートヨミコミゴ	reading-needs-review
PortWriteByte	Pポート書込みバイト	Pポートカキコミバイト	reading-needs-review
PortWriteDword	Pポート書込みdword	Pポートカキコミdword	reading-needs-review
PortWriteWord	Pポート書込み語	Pポートカキコミゴ	reading-needs-review
Prev	Previous	Previous	reading-needs-review
PrevTSS	Previoustss	Previoustss	reading-needs-review
PrimaryPartition	Primary区分	Primaryクブン	reading-needs-review
Print	P印刷	Pインサツ	reading-needs-review
PrintBytes	P印刷バイト	Pインサツバイト	reading-needs-review
PrintStr	P印刷str	Pインサツstr	reading-needs-review
PrintTLS	P印刷tls	Pインサツtls	reading-needs-review
PrintTest	P印刷テスト	Pインサツテスト	reading-needs-review
Process	Pプロセス	Pプロセス	reading-needs-review
ProcessHelper	Pプロセスhelper	Pプロセスhelper	reading-needs-review
ProcessPendingKeyboardEvents	Pプロセス保留キーボード事象一覧	Pプロセスホリュウキーボードジショウイチラン	reading-needs-review
ProcessPendingMouseEvents	Pプロセス保留マウス事象一覧	Pプロセスホリュウマウスジショウイチラン	reading-needs-review
PushAt	M指定位置に挿入	Mシテイイチニソウニュウ	reading-needs-review
PushBack	M末尾に追加	Mマツビニツイカ	reading-needs-review
PushFront	M先頭に追加	Mセントウニツイカ	reading-needs-review
PutPixel	Putpixel	Putpixel	reading-needs-review
PutPixelRGB	Putpixelrgb	Putpixelrgb	reading-needs-review
QUEUE_START_ADDR	Q待ち行列開始address	Qマチギョウレツカイシaddress	reading-needs-review
Rdev	Rdev	Rdev	reading-needs-review
Read	R読込み	Rヨミコミ	reading-needs-review
Read28	R読込み28	Rヨミコミ28	reading-needs-review
ReadFile	Mファイルを読む	Mファイルヲヨム	reading-needs-review
ReadPartitions	R読込み区分	Rヨミコミクブン	reading-needs-review
Ready	R準備OK	RジュンビOK	reading-needs-review
Receive	Receive	Receive	reading-needs-review
Ref	Reference	Reference	reading-needs-review
Release	Release	Release	reading-needs-review
ReloadCR3	R再読み込みcr3	Rサイドクミコミcr3	reading-needs-review
Remove	R削除	Rサクジョ	reading-needs-review
RemoveAt	R削除at	Rサクジョat	reading-needs-review
RemoveThread	R削除スレッド	Rサクジョスレッド	reading-needs-review
RemoveThreadAt	R削除スレッドat	Rサクジョスレッドat	reading-needs-review
RequestMacAddress	Requestmacaddress	Requestmacaddress	reading-needs-review
Reset	Rリセット	Rリセット	reading-needs-review
Resolve	R解決	Rカイケツ	reading-needs-review
ResolveCopyOnWriteFault	R解決複製時書込み障害	Rカイケツフクセイトキカキコミショウガイ	reading-needs-review
SCHEDULER_FREQUENCY	Sスケジューラ頻度	Sスケジューラヒンド	reading-needs-review
SEG_BIG_MODE	Segbigモード	Segbigモード	reading-needs-review
SEG_EXEC	Seg実行	Segジッコウ	reading-needs-review
SEG_GRAN_4K_PAGE	Seggran4kページ	Seggran4kページ	reading-needs-review
SEG_GRAN_BYTE	Seggranバイト	Seggranバイト	reading-needs-review
SEG_KERNEL_CODE	Seg中核code	Segチュウカクcode	reading-needs-review
SEG_KERNEL_DATA	Seg中核データ	Segチュウカクデータ	reading-needs-review
SEG_KERNEL_GS	Seg中核gs	Segチュウカクgs	reading-needs-review
SEG_NOEXEC	Segnoexec	Segnoexec	reading-needs-review
SEG_NORMAL	Seg普通	Segフツウ	reading-needs-review
SEG_NORW	Segnorw	Segnorw	reading-needs-review
SEG_R	Segr	Segr	reading-needs-review
SEG_SYSTEM	Segシステム	Segシステム	reading-needs-review
SEG_TASK_STATE	Segタスク状態	Segタスクジョウタイ	reading-needs-review
SEG_USER_CODE	Seg利用者code	Segリヨウシャcode	reading-needs-review
SEG_USER_DATA	Seg利用者データ	Segリヨウシャデータ	reading-needs-review
SEG_USER_GS	Seg利用者gs	Segリヨウシャgs	reading-needs-review
SEG_W	Segw	Segw	reading-needs-review
SIMDFloatingPointException	Simdフローティングpointexception	Simdフローティングpointexception	reading-needs-review
SIZE	Sサイズ	Sサイズ	reading-needs-review
SYS_ACCESS	Sysアクセス	Sysアクセス	reading-needs-review
SYS_BRK	Sysbrk	Sysbrk	reading-needs-review
SYS_CHDIR	Syschdir	Syschdir	reading-needs-review
SYS_CLOSE	Sys閉じる	Sysトジル	reading-needs-review
SYS_CREAT	Syscreat	Syscreat	reading-needs-review
SYS_DUP	Sysdup	Sysdup	reading-needs-review
SYS_DUP2	Sysdup2	Sysdup2	reading-needs-review
SYS_EXECVE	Sysexecve	Sysexecve	reading-needs-review
SYS_EXIT	Sys終了	Sysシュウリョウ	reading-needs-review
SYS_FCNTL	Sysfcntl	Sysfcntl	reading-needs-review
SYS_FORK	Sysfork	Sysfork	reading-needs-review
SYS_FSTAT	Sysfstat	Sysfstat	reading-needs-review
SYS_FSYNC	Sysfsync	Sysfsync	reading-needs-review
SYS_GETCWD	Sysgetcwd	Sysgetcwd	reading-needs-review
