english	localized	source	evidence_count
hex출력	hex출력	fallback-English	0
hi	hi	fallback-English	0
hidden	Paslėptas	gettext	1
high	Aukštas	gettext	7
hop	hop	fallback-English	0
i	i	fallback-English	0
icmp	icmp	fallback-English	0
icmp콘솔	icmp콘솔	fallback-English	0
id	id	fallback-English	0
ident	ident	fallback-English	0
identify	identify	fallback-English	0
idt	idt	fallback-English	0
idx	idx	fallback-English	0
ifchr	ifchr	fallback-English	0
ifdir	ifdir	fallback-English	0
ifmt	ifmt	fallback-English	0
ifreg	ifreg	fallback-English	0
ifsock	ifsock	fallback-English	0
in	Į	gettext	2
increment	increment	fallback-English	0
index	Rodyklė	gettext	1
inet	inet	fallback-English	0
info	Informacija	gettext	1
init	init	fallback-English	0
initial	initial	fallback-English	0
initialization	initialization	fallback-English	0
initialize	initialize	fallback-English	0
ino	ino	fallback-English	0
inode	Inodas	gettext	5
input	Įvestis	gettext	4
install	Įdiegti	gettext	5
int	int	fallback-English	0
interconnect	interconnect	fallback-English	0
interface	SĄSAJA	gettext	5
internet	Internetas	gettext	4
internetprotocol	internetprotocol	fallback-English	0
interrupt	Pertraukimas	gettext	1
interrupts	interrupts	fallback-English	0
invalid	Klaidinga	gettext	1
io	io	fallback-English	0
iomap	iomap	fallback-English	0
ip	ip	fallback-English	0
ipci	ipci	fallback-English	0
ipmessage	ipmessage	fallback-English	0
ipv	ipv	fallback-English	0
ip콘솔	ip콘솔	fallback-English	0
iret	iret	fallback-English	0
is	is	fallback-English	0
ist	ist	fallback-English	0
j	j	fallback-English	0
jmp	jmp	fallback-English	0
jump	jump	fallback-English	0
k	k	fallback-English	0
kb	kb	fallback-English	0
kcs	kcs	fallback-English	0
kds	kds	fallback-English	0
kernel	kernel	fallback-English	0
key	Raktas	gettext	1
keyboard	Klaviatūra	gettext	10
kgs	kgs	fallback-English	0
kind	Rūšis	gettext	5
k핵심	k핵심	fallback-English	0
l	l	fallback-English	0
label	Užrašas	gettext	6
last	Paskutinis	gettext	2
lba	lba	fallback-English	0
ldt	ldt	fallback-English	0
left	Kairėje	gettext	13
len	len	fallback-English	0
length	Trukmė	gettext	2
lengths	lengths	fallback-English	0
level	level	fallback-English	0
lib	lib	fallback-English	0
lidt	lidt	fallback-English	0
lidtaddr	lidtaddr	fallback-English	0
limit	Riba	gettext	1
line	Eilutė	gettext	11
link	Nuoroda	gettext	11
linked	linked	fallback-English	0
linker	linker	fallback-English	0
list	Sąrašas	gettext	5
listen	listen	fallback-English	0
listening	listening	fallback-English	0
live	live	fallback-English	0
load	Apkrova	gettext	4
loader	loader	fallback-English	0
local	vietinis	gettext	5
log	Žurnalas	gettext	1
logical	Loginės	gettext	1
loop	loop	fallback-English	0
low	Žemas	gettext	7
lseek	lseek	fallback-English	0
lstat	lstat	fallback-English	0
m	m	fallback-English	0
mac	mac	fallback-English	0
machine	machine	fallback-English	0
magicnumber	magicnumber	fallback-English	0
main	pagrindinis	curated-seed	1
make	make	fallback-English	0
malloc	malloc	fallback-English	0
manager	manager	fallback-English	0
map	map	fallback-English	0
mask	Kaukė	gettext	5
master	Pagrindinis	gettext	1
matches	matches	fallback-English	0
max	Maks	gettext	1
maximum	Maksimumas	gettext	1
mb	mb	fallback-English	0
mbr	mbr	fallback-English	0
media	Laikmenos	gettext	5
mem	mem	fallback-English	0
memory	Atmintis	gettext	10
memorymananger	memorymananger	fallback-English	0
memorytest	memorytest	fallback-English	0
memsz	memsz	fallback-English	0
mesg	mesg	fallback-English	0
message	Pranešimas	gettext	6
mics	mics	fallback-English	0
mid	mid	fallback-English	0
minimum	Minimumas	gettext	1
mode	REŽIMAS	gettext	5
model	Modelis	gettext	3
mouse	Pelė	gettext	10
mousemove	mousemove	fallback-English	0
move	Perkelti	gettext	15
msdospart	msdospart	fallback-English	0
msg	msg	fallback-English	0
mtime	mtime	fallback-English	0
multi	multi	fallback-English	0
multiboot	multiboot	fallback-English	0
multitasking	multitasking	fallback-English	0
my	my	fallback-English	0
myfunction	myfunction	fallback-English	0
m긴급로그	m긴급로그	fallback-English	0
m긴급로그문자열	m긴급로그문자열	fallback-English	0
m직렬로그초기화	m직렬로그초기화	fallback-English	0
m출력	m출력	fallback-English	0
m테스트	m테스트	fallback-English	0
n	Š	gettext	1
name	Pavadinimas	gettext	41
namesz	namesz	fallback-English	0
net	net	fallback-English	0
network	Tinklas	gettext	32
new	Naujas	gettext	19
next	Kitas	gettext	17
nibble	nibble	fallback-English	0
nlink	nlink	fallback-English	0
nmi	nmi	fallback-English	0
node	Mazgas	gettext	1
nodename	nodename	fallback-English	0
noexec	noexec	fallback-English	0
none	Joks	gettext	27
normal	Normalus	gettext	24
norw	norw	fallback-English	0
not	not	fallback-English	0
note	Pastaba	gettext	7
nsec	nsec	fallback-English	0
num	num	fallback-English	0
number	Skaičius	gettext	5
o	o	fallback-English	0
of	iš	gettext	5
offset	offset	fallback-English	0
ok	Gerai	gettext	19
old	old	fallback-English	0
on	Įjungta	gettext	2
only	only	fallback-English	0
opcode	opcode	fallback-English	0
open	Atverti	gettext	59
oper	oper	fallback-English	0
operation	operation	fallback-English	0
options	Parinktys	gettext	18
order	order	fallback-English	0
org	org	fallback-English	0
other	Kita	gettext	12
out	Iš	gettext	2
output	Išvestis	gettext	7
overflow	overflow	fallback-English	0
p	A	gettext	1
packet	packet	fallback-English	0
packets	paketų	gettext	1
paddr	paddr	fallback-English	0
page	Puslapis	gettext	2
pages	pages	fallback-English	0
paging	paging	fallback-English	0
param	param	fallback-English	0
parameter	parameter	fallback-English	0
params	Parametrai	gettext	5
parent	parent	fallback-English	0
parse	parse	fallback-English	0
part	part	fallback-English	0
partition	partition	fallback-English	0
partitions	partitions	fallback-English	0
path	KELIAS	gettext	7
pause	Pristabdyti	gettext	6
payload	payload	fallback-English	0
pci	pci	fallback-English	0
pde	pde	fallback-English	0
pdelen	pdelen	fallback-English	0
peer	peer	fallback-English	0
pending	pending	fallback-English	0
per	per	fallback-English	0
peripheral	peripheral	fallback-English	0
phentsize	phentsize	fallback-English	0
phnum	phnum	fallback-English	0
phoff	phoff	fallback-English	0
phy	phy	fallback-English	0
phyaddr	phyaddr	fallback-English	0
phymem	phymem	fallback-English	0
phys	phys	fallback-English	0
physical	physical	fallback-English	0
pic	pic	fallback-English	0
pid	pid	fallback-English	0
pit	pit	fallback-English	0
pixel	pixel	fallback-English	0
point	point	fallback-English	0
pointer	Rodyklė	gettext	1
pointers	pointers	fallback-English	0
poll	poll	fallback-English	0
port	Prievadas	gettext	6
portnumber	portnumber	fallback-English	0
pos	Numeris	gettext	1
position	Pozicija	gettext	12
posix	posix	fallback-English	0
prefetch	prefetch	fallback-English	0
prefetchable	prefetchable	fallback-English	0
present	Yra	gettext	1
prev	prev	fallback-English	0
primary	primary	fallback-English	0
print	Spausdinti	gettext	10
printf	printf	fallback-English	0
println	println	fallback-English	0
printreg	printreg	fallback-English	0
priv	priv	fallback-English	0
private	Privatus	gettext	1
privilege	privilege	fallback-English	0
proc	proc	fallback-English	0
process	Procesas	gettext	5
processes	Procesai	gettext	5
processing	processing	fallback-English	0
program	programa	gettext	10
programmable	programmable	fallback-English	0
protocol	protocol	fallback-English	0
provided	provided	fallback-English	0
provider	provider	fallback-English	0
ps	ps	fallback-English	0
pt	pt	fallback-English	0
pte	pte	fallback-English	0
ptr	ptr	fallback-English	0
push	push	fallback-English	0
put	put	fallback-English	0
pv	Ev	gettext	1
queue	queue	fallback-English	0
r	K	gettext	1
range	Sritis	gettext	5
raw	raw	fallback-English	0
rdev	rdev	fallback-English	0
read	Skaitymas	gettext	7
ready	Pasiruošęs	gettext	2
receive	receive	fallback-English	0
received	Gauta	gettext	1
receiver	receiver	fallback-English	0
receviced	receviced	fallback-English	0
record	Įrašinėti	gettext	1
rectangle	Stačiakampis	gettext	1
recv	recv	fallback-English	0
ref	ref	fallback-English	0
refs	refs	fallback-English	0
reg	reg	fallback-English	0
region	region	fallback-English	0
register	register	fallback-English	0
registeroffset	registeroffset	fallback-English	0
registers	registers	fallback-English	0
regs	regs	fallback-English	0
regtype	regtype	fallback-English	0
rel	rel	fallback-English	0
rela	rela	fallback-English	0
release	release	fallback-English	0
released	released	fallback-English	0
reload	Įkeltiišnaujo	gettext	31
relocation	relocation	fallback-English	0
remaining	remaining	fallback-English	0
remote	Nutolęs	gettext	10
remove	Pašalinti	gettext	23
reply	reply	fallback-English	0
request	request	fallback-English	0
requested	requested	fallback-English	0
reserved	reserved	fallback-English	0
reset	Atstatyti	gettext	26
resolve	resolve	fallback-English	0
restore	Atstatyti	gettext	10
result	REZULTATAS	gettext	5
ret	ret	fallback-English	0
revision	revision	fallback-English	0
rgb	rgb	fallback-English	0
right	Dešinė	gettext	16
root	Šaknis	gettext	6
round	Apvalinti	gettext	1
route	route	fallback-English	0
rs	rs	fallback-English	0
rt	rt	fallback-English	0
run	Paleisti	gettext	7
runnable	runnable	fallback-English	0
rx	rx	fallback-English	0
s	P	gettext	1
saved	saved	fallback-English	0
sc	sc	fallback-English	0
scan	Skaityti	gettext	2
scancode	scancode	fallback-English	0
sche	sche	fallback-English	0
schedule	schedule	fallback-English	0
scheduler	scheduler	fallback-English	0
screen	Ekranas	gettext	1
secondary	secondary	fallback-English	0
sect	sect	fallback-English	0
section	section	fallback-English	0
sector	sector	fallback-English	0
sectors	sectors	fallback-English	0
seek	seek	fallback-English	0
seg	seg	fallback-English	0
segment	segment	fallback-English	0
segments	segments	fallback-English	0
select	Žymėti	gettext	5
selector	selector	fallback-English	0
self	self	fallback-English	0
send	Siųsti	gettext	1
sequencer	sequencer	fallback-English	0
serial	Serijinis	gettext	1
set	nustatyta	gettext	6
setup	setup	fallback-English	0
sh	sh	fallback-English	0
shared	shared	fallback-English	0
shentsize	shentsize	fallback-English	0
shift	Lyg2	gettext	1
shndx	shndx	fallback-English	0
shnum	shnum	fallback-English	0
shoff	shoff	fallback-English	0
shstrndx	shstrndx	fallback-English	0
signature	signature	fallback-English	0
simd	simd	fallback-English	0
size	Dydis	gettext	38
sl	sl	fallback-English	0
slave	slave	fallback-English	0
sock	sock	fallback-English	0
socket	Lizdas	gettext	1
socketcall	socketcall	fallback-English	0
sockets	sockets	fallback-English	0
soft	soft	fallback-English	0
software	Programa	gettext	5
source	Šaltinis	gettext	11
space	Tarpas	gettext	6
spawn	spawn	fallback-English	0
src	src	fallback-English	0
srcptr	srcptr	fallback-English	0
ss	ss	fallback-English	0
st	st	fallback-English	0
stack	stack	fallback-English	0
stackbottom	stackbottom	fallback-English	0
stacktop	stacktop	fallback-English	0
start	Paleisti	gettext	11
started	Paleista	gettext	5
starting	starting	fallback-English	0
stat	stat	fallback-English	0
state	Būsena	gettext	4
status	Būsena	gettext	17
stderr	stderr	fallback-English	0
stdin	stdin	fallback-English	0
stdout	stdout	fallback-English	0
stop	Sustabdyti	gettext	22
stopped	Sustabdyta	gettext	5
str	str	fallback-English	0
string	Eilutė	gettext	6
strtab	strtab	fallback-English	0
subclass	subclass	fallback-English	0
subnet	subnet	fallback-English	0
support	Palaikymas	gettext	1
swap	swap	fallback-English	0
switch	switch	fallback-English	0
sym	sym	fallback-English	0
sync	sync	fallback-English	0
sys	sys	fallback-English	0
syscall	syscall	fallback-English	0
sysname	sysname	fallback-English	0
system	Sistema	gettext	16
systemcall	systemcall	fallback-English	0
t	t	fallback-English	0
table	Lentelė	gettext	5
tag	Žymė	gettext	5
tail	tail	fallback-English	0
tamd	tamd	fallback-English	0
tarp	tarp	fallback-English	0
task	Užduotis	gettext	1
tasking	tasking	fallback-English	0
tasks	Užduotys	gettext	1
tcow	tcow	fallback-English	0
tcpu	tcpu	fallback-English	0
technology	Technologija	gettext	2
temp	temp	fallback-English	0
temporary	temporary	fallback-English	0
tenth	tenth	fallback-English	0
terminated	terminated	fallback-English	0
test	Testas	gettext	1
text	Tekstas	gettext	32
thr	thr	fallback-English	0
thread	thread	fallback-English	0
threads	threads	fallback-English	0
tick	tick	fallback-English	0
ticmp	ticmp	fallback-English	0
time	Laikas	gettext	4
timer	Laikmatis	gettext	1
tip	tip	fallback-English	0
tls	tls	fallback-English	0
tmp	tmp	fallback-English	0
tmsdos	tmsdos	fallback-English	0
to	to	fallback-English	0
top	Viršuje	gettext	7
tos	tos	fallback-English	0
total	Išviso	gettext	5
track	track	fallback-English	0
trap	trap	fallback-English	0
truncate	Atmest	gettext	1
tss	tss	fallback-English	0
type	Tipas	gettext	44
t공용서술자테이블	t공용서술자테이블	fallback-English	0
t작업관리자	t작업관리자	fallback-English	0
t조각설명자	t조각설명자	fallback-English	0
t콘솔	t콘솔	fallback-English	0
t함수	t함수	fallback-English	0
udesc	udesc	fallback-English	0
udp	udp	fallback-English	0
udp콘솔	udp콘솔	fallback-English	0
uid	uid	fallback-English	0
uint	uint	fallback-English	0
uintptr	uintptr	fallback-English	0
uname	uname	fallback-English	0
unhandle	unhandle	fallback-English	0
unhandled	unhandled	fallback-English	0
unit	Įtaisas	gettext	5
unset	Atšaukti	gettext	1
unused	nenaudojama	gettext	1
up	Aukštyn	gettext	14
update	Atnaujinti	gettext	16
usable	usable	fallback-English	0
use	Naudoti	gettext	1
used	Naudojama	gettext	5
user	Naudotojas	gettext	19
userhandler	userhandler	fallback-English	0
usermode	usermode	fallback-English	0
userproc	userproc	fallback-English	0
util	util	fallback-English	0
util콘솔	util콘솔	fallback-English	0
uts	uts	fallback-English	0
utsname	utsname	fallback-English	0
v	v	fallback-English	0
vaddr	vaddr	fallback-English	0
val	val	fallback-English	0
value	Reikšmė	gettext	19
values	Reikšmės	gettext	1
vector	vector	fallback-English	0
vendor	Gamintojas	gettext	2
ver	ver	fallback-English	0
version	Versija	gettext	3
vfs	vfs	fallback-English	0
vga	vga	fallback-English	0
video	Vaizdoįrašai	gettext	5
virt	virt	fallback-English	0
virtlen	virtlen	fallback-English	0
virtmem	virtmem	fallback-English	0
virtual	Virtuali	gettext	1
volume	Garsis	gettext	1
w	V	gettext	1
wait	Laukti	gettext	2
waitpid	waitpid	fallback-English	0
wdata	wdata	fallback-English	0
when	when	fallback-English	0
whence	whence	fallback-English	0
widget	Valdiklis	gettext	1
width	Plotis	gettext	6
word	žodis	gettext	6
writable	writable	fallback-English	0
write	Rašymas	gettext	7
writer	writer	fallback-English	0
x	x	fallback-English	0
xy	xy	fallback-English	0
y	T	gettext	1
zero	Nulis	gettext	1
값	값	fallback-English	0
공용서술자테이블	공용서술자테이블	fallback-English	0
기준	기준	fallback-English	0
기준주소	기준주소	fallback-English	0
낮은	낮은	fallback-English	0
넷카드콘솔	넷카드콘솔	fallback-English	0
높은	높은	fallback-English	0
단말기	단말기	fallback-English	0
마우스콘솔	마우스콘솔	fallback-English	0
매개값	매개값	fallback-English	0
매우높은	매우높은	fallback-English	0
멈추기	멈추기	fallback-English	0
목적	목적	fallback-English	0
유형	유형	fallback-English	0
이더넷콘솔	이더넷콘솔	fallback-English	0
인터럽트무시하기	인터럽트무시하기	fallback-English	0
인터럽트예외처리기	인터럽트예외처리기	fallback-English	0
인터럽트요청처리	인터럽트요청처리	fallback-English	0
인터럽트처리기	인터럽트처리기	fallback-English	0
임시	임시	fallback-English	0
자료	자료	fallback-English	0
자신	자신	fallback-English	0
작업관리자	작업관리자	fallback-English	0
작업콘솔	작업콘솔	fallback-English	0
조각설명자	조각설명자	fallback-English	0
출력	출력	fallback-English	0
콘솔	콘솔	fallback-English	0
크기	크기	fallback-English	0
키보드콘솔	키보드콘솔	fallback-English	0
표시들	표시들	fallback-English	0
한도	한도	fallback-English	0
