english	localized	source	evidence_count
ebusy	ebusy	fallback-English	0
ebx	ebx	fallback-English	0
echild	echild	fallback-English	0
echo	echo	fallback-English	0
ecx	ecx	fallback-English	0
edi	edi	fallback-English	0
edx	edx	fallback-English	0
eexist	eexist	fallback-English	0
ef	ef	fallback-English	0
efault	efault	fallback-English	0
efbig	efbig	fallback-English	0
eflags	eflags	fallback-English	0
ehsize	ehsize	fallback-English	0
eintr	eintr	fallback-English	0
einval	einval	fallback-English	0
eio	eio	fallback-English	0
eip	eip	fallback-English	0
eisdir	eisdir	fallback-English	0
elf	elf	fallback-English	0
emfile	emfile	fallback-English	0
empty	Üres	gettext	14
emsgsize	emsgsize	fallback-English	0
enable	Engedélyezve	gettext	1
enabled	Engedélyezve	gettext	3
end	Végén	gettext	1
enetunreach	enetunreach	fallback-English	0
enfile	enfile	fallback-English	0
enodev	enodev	fallback-English	0
enoent	enoent	fallback-English	0
enoexec	enoexec	fallback-English	0
enomem	enomem	fallback-English	0
enospc	enospc	fallback-English	0
enosys	enosys	fallback-English	0
enotconn	enotconn	fallback-English	0
enotdir	enotdir	fallback-English	0
enotty	enotty	fallback-English	0
ensure	ensure	fallback-English	0
entries	entries	fallback-English	0
entry	bejegyzés	gettext	5
entrypoint	entrypoint	fallback-English	0
entsize	entsize	fallback-English	0
environment	environment	fallback-English	0
eopnotsupp	eopnotsupp	fallback-English	0
eperm	eperm	fallback-English	0
ephemeral	ephemeral	fallback-English	0
eprotonosupport	eprotonosupport	fallback-English	0
equal	Egyenlő	gettext	1
erange	erange	fallback-English	0
erofs	erofs	fallback-English	0
err	Hiba	gettext	1
error	Hiba	gettext	37
errorln	errorln	fallback-English	0
es	es	fallback-English	0
esi	esi	fallback-English	0
esp	esp	fallback-English	0
espipe	espipe	fallback-English	0
esrch	esrch	fallback-English	0
ether	ether	fallback-English	0
etherframe	etherframe	fallback-English	0
ethernet	ethernet	fallback-English	0
event	Esemény	gettext	1
events	Események	gettext	1
exceeded	exceeded	fallback-English	0
except	except	fallback-English	0
exception	exception	fallback-English	0
exec	Futtatás	gettext	5
execve	execve	fallback-English	0
exists	exists	fallback-English	0
exit	Kilépés	gettext	3
exited	Kilépett	gettext	5
ext	ext	fallback-English	0
extended	extended	fallback-English	0
f	Kd	gettext	1
family	family	fallback-English	0
fat	fat	fallback-English	0
fatal	fatal	fallback-English	0
fatbuf	fatbuf	fallback-English	0
fatbuffer	fatbuffer	fallback-English	0
fault	fault	fallback-English	0
fb	fb	fallback-English	0
fcntl	fcntl	fallback-English	0
fd	fd	fallback-English	0
fds	fds	fallback-English	0
field	mező	gettext	5
file	Fájl	gettext	119
filename	Fájlnév	gettext	15
files	FÁJLOK	gettext	1
filesz	filesz	fallback-English	0
fill	fill	fallback-English	0
find	Keresés	gettext	22
first	first	fallback-English	0
fl	fl	fallback-English	0
flag	Jelző	gettext	1
flags	Flagek	gettext	5
floating	Lebegő	gettext	2
flush	flush	fallback-English	0
fn	fn	fallback-English	0
focus	Fókusz	gettext	1
focussable	focussable	fallback-English	0
foo	foo	fallback-English	0
for	for	fallback-English	0
forced	forced	fallback-English	0
fork	fork	fallback-English	0
found	found	fallback-English	0
fp	fp	fallback-English	0
fpu	fpu	fallback-English	0
frame	Keret	gettext	10
free	Szabad	gettext	8
frequency	Gyakoriság	gettext	1
from	from	fallback-English	0
front	Elöl	gettext	1
fs	fs	fallback-English	0
fstat	fstat	fallback-English	0
fsync	fsync	fallback-English	0
fuction	fuction	fallback-English	0
full	Teljes	gettext	9
func	func	fallback-English	0
function	Függvény	gettext	8
functions	Függvények	gettext	8
fxrstor	fxrstor	fallback-English	0
fxsave	fxsave	fallback-English	0
g	g	fallback-English	0
gate	gate	fallback-English	0
gateway	Átjáró	gettext	5
gb	gb	fallback-English	0
gdt	gdt	fallback-English	0
get	get	fallback-English	0
getcwd	getcwd	fallback-English	0
getegid	getegid	fallback-English	0
geteuid	geteuid	fallback-English	0
getgid	getgid	fallback-English	0
getpid	getpid	fallback-English	0
getppid	getppid	fallback-English	0
getuid	getuid	fallback-English	0
gid	gid	fallback-English	0
global	Globális	gettext	5
got	got	fallback-English	0
gpf	gpf	fallback-English	0
gran	gran	fallback-English	0
graphics	Grafika	gettext	10
grub	grub	fallback-English	0
gs	gs	fallback-English	0
h	P	gettext	1
halt	halt	fallback-English	0
handle	Fogantyú	gettext	1
handler	handler	fallback-English	0
handlers	handlers	fallback-English	0
hardware	Hardver	gettext	9
has	HasDistrict	gettext	2
hd	hd	fallback-English	0
head	head	fallback-English	0
header	header	fallback-English	0
headertype	headertype	fallback-English	0
heap	heap	fallback-English	0
height	Magasság	gettext	5
helper	helper	fallback-English	0
hex	Hexadecimális	gettext	1
hex출력	hex출력	fallback-English	0
hi	hi	fallback-English	0
hidden	Rejtett	gettext	1
high	Magas	gettext	9
hop	hop	fallback-English	0
i	i	fallback-English	0
icmp	icmp	fallback-English	0
icmp콘솔	icmp콘솔	fallback-English	0
id	Azonosító	gettext	17
ident	ident	fallback-English	0
identify	identify	fallback-English	0
idt	idt	fallback-English	0
idx	idx	fallback-English	0
ifchr	ifchr	fallback-English	0
ifdir	ifdir	fallback-English	0
ifmt	ifmt	fallback-English	0
ifreg	ifreg	fallback-English	0
ifsock	ifsock	fallback-English	0
in	Be	gettext	3
increment	increment	fallback-English	0
index	index	fallback-English	0
inet	inet	fallback-English	0
info	Infó	gettext	1
init	init	fallback-English	0
initial	initial	fallback-English	0
initialization	initialization	fallback-English	0
initialize	initialize	fallback-English	0
ino	ino	fallback-English	0
inode	inode	fallback-English	0
input	Bemenet	gettext	9
install	Telepítés	gettext	11
int	Egész	gettext	5
interconnect	interconnect	fallback-English	0
interface	FELÜLET	gettext	5
internet	internet	fallback-English	0
internetprotocol	internetprotocol	fallback-English	0
interrupt	Megszakítás	gettext	1
interrupts	interrupts	fallback-English	0
invalid	Érvénytelen	gettext	1
io	io	fallback-English	0
iomap	iomap	fallback-English	0
ip	ip	fallback-English	0
ipci	ipci	fallback-English	0
ipmessage	ipmessage	fallback-English	0
ipv	ipv	fallback-English	0
ip콘솔	ip콘솔	fallback-English	0
iret	iret	fallback-English	0
is	is	fallback-English	0
ist	ist	fallback-English	0
j	j	fallback-English	0
jmp	jmp	fallback-English	0
jump	jump	fallback-English	0
k	k	fallback-English	0
kb	kb	fallback-English	0
kcs	kcs	fallback-English	0
kds	kds	fallback-English	0
kernel	kernel	fallback-English	0
key	Billentyű	gettext	1
keyboard	Billentyűzet	gettext	17
kgs	kgs	fallback-English	0
kind	Fajta	gettext	5
k핵심	k핵심	fallback-English	0
l	l	fallback-English	0
label	címke	gettext	17
last	Utolsó	gettext	2
lba	lba	fallback-English	0
ldt	ldt	fallback-English	0
left	Balra	gettext	24
len	len	fallback-English	0
length	Hossz	gettext	4
lengths	lengths	fallback-English	0
level	level	fallback-English	0
lib	lib	fallback-English	0
lidt	lidt	fallback-English	0
lidtaddr	lidtaddr	fallback-English	0
limit	Korlátozás	gettext	1
line	Sor	gettext	15
link	Hivatkozás	gettext	5
linked	linked	fallback-English	0
linker	linker	fallback-English	0
list	Lista	gettext	5
listen	listen	fallback-English	0
listening	listening	fallback-English	0
live	live	fallback-English	0
load	Terhelés	gettext	4
loader	loader	fallback-English	0
local	helyi	gettext	5
log	log	fallback-English	0
logical	Logikai	gettext	1
loop	Hurok	gettext	1
low	Alacsony	gettext	14
lseek	lseek	fallback-English	0
lstat	lstat	fallback-English	0
m	p	gettext	1
mac	mac	fallback-English	0
machine	machine	fallback-English	0
magicnumber	magicnumber	fallback-English	0
main	fő	curated-seed	0
make	make	fallback-English	0
malloc	malloc	fallback-English	0
manager	manager	fallback-English	0
map	map	fallback-English	0
mask	Maszk	gettext	5
master	Fő	gettext	1
matches	matches	fallback-English	0
max	Maximum	gettext	2
maximum	maximum	fallback-English	0
mb	mb	fallback-English	0
mbr	mbr	fallback-English	0
media	Adathordozó	gettext	5
mem	mem	fallback-English	0
memory	Memória	gettext	15
memorymananger	memorymananger	fallback-English	0
memorytest	memorytest	fallback-English	0
memsz	memsz	fallback-English	0
mesg	mesg	fallback-English	0
message	Üzenet	gettext	11
mics	mics	fallback-English	0
mid	mid	fallback-English	0
minimum	minimum	fallback-English	0
mode	mód	gettext	5
model	Modell	gettext	2
mouse	Egér	gettext	15
mousemove	mousemove	fallback-English	0
move	Áthelyezés	gettext	14
msdospart	msdospart	fallback-English	0
msg	msg	fallback-English	0
mtime	mtime	fallback-English	0
multi	multi	fallback-English	0
multiboot	multiboot	fallback-English	0
multitasking	multitasking	fallback-English	0
my	my	fallback-English	0
myfunction	myfunction	fallback-English	0
m긴급로그	m긴급로그	fallback-English	0
m긴급로그문자열	m긴급로그문자열	fallback-English	0
m직렬로그초기화	m직렬로그초기화	fallback-English	0
m출력	m출력	fallback-English	0
m테스트	m테스트	fallback-English	0
n	É	gettext	1
name	Név	gettext	69
namesz	namesz	fallback-English	0
net	net	fallback-English	0
network	Hálózat	gettext	47
new	Új	gettext	27
next	Következő	gettext	17
nibble	nibble	fallback-English	0
nlink	nlink	fallback-English	0
nmi	nmi	fallback-English	0
node	Csomópont	gettext	1
nodename	nodename	fallback-English	0
noexec	noexec	fallback-English	0
none	Nincs	gettext	62
normal	Normál	gettext	22
norw	norw	fallback-English	0
not	Nem	gettext	1
note	Megjegyzés	gettext	7
nsec	nsec	fallback-English	0
num	num	fallback-English	0
number	Szám	gettext	5
o	o	fallback-English	0
of	of	fallback-English	0
offset	Eltolás	gettext	1
ok	ok	fallback-English	0
old	Öreg	gettext	1
on	Be	gettext	8
only	only	fallback-English	0
opcode	opcode	fallback-English	0
open	Megnyitás	gettext	56
oper	oper	fallback-English	0
operation	operation	fallback-English	0
options	Beállítások	gettext	24
order	order	fallback-English	0
org	org	fallback-English	0
other	Egyéb	gettext	18
out	Ki	gettext	3
output	Kimenet	gettext	7
overflow	overflow	fallback-English	0
p	LNy	gettext	1
packet	packet	fallback-English	0
packets	csomag	gettext	1
paddr	paddr	fallback-English	0
page	Oldal	gettext	2
pages	pages	fallback-English	0
paging	paging	fallback-English	0
param	param	fallback-English	0
parameter	parameter	fallback-English	0
params	Paraméterek	gettext	5
parent	parent	fallback-English	0
parse	parse	fallback-English	0
part	part	fallback-English	0
partition	partition	fallback-English	0
partitions	partitions	fallback-English	0
path	ÚTVONAL	gettext	7
pause	Felfüggesztés	gettext	10
payload	payload	fallback-English	0
pci	pci	fallback-English	0
pde	pde	fallback-English	0
pdelen	pdelen	fallback-English	0
peer	peer	fallback-English	0
pending	pending	fallback-English	0
per	per	fallback-English	0
peripheral	peripheral	fallback-English	0
phentsize	phentsize	fallback-English	0
phnum	phnum	fallback-English	0
phoff	phoff	fallback-English	0
phy	phy	fallback-English	0
phyaddr	phyaddr	fallback-English	0
phymem	phymem	fallback-English	0
phys	phys	fallback-English	0
physical	physical	fallback-English	0
pic	pic	fallback-English	0
pid	pid	fallback-English	0
pit	pit	fallback-English	0
pixel	pixel	fallback-English	0
point	point	fallback-English	0
pointer	Mutató	gettext	1
pointers	pointers	fallback-English	0
poll	poll	fallback-English	0
port	port	fallback-English	0
portnumber	portnumber	fallback-English	0
pos	Poz	gettext	1
position	Pozíció	gettext	7
posix	posix	fallback-English	0
prefetch	prefetch	fallback-English	0
prefetchable	prefetchable	fallback-English	0
present	Jelenvan	gettext	1
prev	prev	fallback-English	0
primary	primary	fallback-English	0
print	Nyomtatás	gettext	10
printf	printf	fallback-English	0
println	println	fallback-English	0
printreg	printreg	fallback-English	0
priv	priv	fallback-English	0
private	Személyes	gettext	5
privilege	privilege	fallback-English	0
proc	proc	fallback-English	0
process	Folyamat	gettext	5
processes	Folyamatok	gettext	5
processing	processing	fallback-English	0
program	program	fallback-English	0
programmable	programmable	fallback-English	0
protocol	protocol	fallback-English	0
provided	provided	fallback-English	0
provider	provider	fallback-English	0
ps	ps	fallback-English	0
pt	pt	fallback-English	0
pte	pte	fallback-English	0
ptr	ptr	fallback-English	0
push	push	fallback-English	0
put	put	fallback-English	0
pv	pv	fallback-English	0
queue	queue	fallback-English	0
r	o	gettext	5
range	Tartomány	gettext	5
raw	raw	fallback-English	0
rdev	rdev	fallback-English	0
read	Olvasás	gettext	12
ready	Kész	gettext	3
receive	receive	fallback-English	0
received	Fogadott	gettext	1
receiver	receiver	fallback-English	0
receviced	receviced	fallback-English	0
record	Felvétel	gettext	1
rectangle	Négyzet	gettext	1
recv	recv	fallback-English	0
ref	ref	fallback-English	0
refs	refs	fallback-English	0
reg	reg	fallback-English	0
region	region	fallback-English	0
register	register	fallback-English	0
registeroffset	registeroffset	fallback-English	0
registers	registers	fallback-English	0
regs	regs	fallback-English	0
regtype	regtype	fallback-English	0
rel	rel	fallback-English	0
rela	rela	fallback-English	0
release	release	fallback-English	0
released	released	fallback-English	0
reload	Újratöltés	gettext	25
relocation	relocation	fallback-English	0
remaining	remaining	fallback-English	0
remote	Távoli	gettext	10
remove	Eltávolítás	gettext	26
reply	reply	fallback-English	0
request	request	fallback-English	0
requested	requested	fallback-English	0
reserved	Fenntartva	gettext	5
reset	Visszaállítás	gettext	30
resolve	resolve	fallback-English	0
restore	Helyreállítás	gettext	15
result	result	fallback-English	0
ret	ret	fallback-English	0
revision	revision	fallback-English	0
rgb	rgb	fallback-English	0
right	Jobbra	gettext	24
root	Gyökérmappa	gettext	5
round	Kerekítés	gettext	1
route	route	fallback-English	0
rs	rs	fallback-English	0
rt	rt	fallback-English	0
run	Futtatás	gettext	14
runnable	runnable	fallback-English	0
rx	rx	fallback-English	0
s	mp	gettext	7
saved	Mentett	gettext	5
sc	sc	fallback-English	0
scan	Vizsgálat	gettext	2
scancode	scancode	fallback-English	0
sche	sche	fallback-English	0
schedule	schedule	fallback-English	0
scheduler	scheduler	fallback-English	0
screen	Képernyő	gettext	1
secondary	secondary	fallback-English	0
sect	sect	fallback-English	0
section	section	fallback-English	0
sector	sector	fallback-English	0
sectors	sectors	fallback-English	0
seek	seek	fallback-English	0
seg	seg	fallback-English	0
segment	segment	fallback-English	0
segments	Darabkák	gettext	1
select	Kijelölés	gettext	7
selector	selector	fallback-English	0
self	self	fallback-English	0
send	Küldés	gettext	1
sequencer	sequencer	fallback-English	0
serial	Soros	gettext	1
set	halmaz	gettext	5
setup	setup	fallback-English	0
sh	sh	fallback-English	0
shared	shared	fallback-English	0
shentsize	shentsize	fallback-English	0
shift	shift	fallback-English	0
shndx	shndx	fallback-English	0
shnum	shnum	fallback-English	0
shoff	shoff	fallback-English	0
shstrndx	shstrndx	fallback-English	0
signature	signature	fallback-English	0
simd	simd	fallback-English	0
size	Méret	gettext	39
sl	sl	fallback-English	0
slave	slave	fallback-English	0
sock	sock	fallback-English	0
socket	Foglalat	gettext	1
socketcall	socketcall	fallback-English	0
sockets	sockets	fallback-English	0
soft	soft	fallback-English	0
software	Szoftver	gettext	5
source	Forrás	gettext	16
space	Szóköz	gettext	6
spawn	spawn	fallback-English	0
src	src	fallback-English	0
srcptr	srcptr	fallback-English	0
ss	ss	fallback-English	0
st	st	fallback-English	0
stack	stack	fallback-English	0
stackbottom	stackbottom	fallback-English	0
stacktop	stacktop	fallback-English	0
start	Indítás	gettext	11
started	Indítva	gettext	5
starting	starting	fallback-English	0
stat	stat	fallback-English	0
state	Állapot	gettext	4
status	Állapot	gettext	17
stderr	stderr	fallback-English	0
stdin	stdin	fallback-English	0
stdout	stdout	fallback-English	0
stop	Leállítás	gettext	23
stopped	Leállítva	gettext	5
str	str	fallback-English	0
string	Karakterlánc	gettext	5
strtab	strtab	fallback-English	0
subclass	subclass	fallback-English	0
subnet	subnet	fallback-English	0
support	Támogatás	gettext	1
swap	Cserehely	gettext	5
switch	switch	fallback-English	0
sym	sym	fallback-English	0
sync	sync	fallback-English	0
sys	sys	fallback-English	0
syscall	syscall	fallback-English	0
sysname	sysname	fallback-English	0
system	Rendszer	gettext	27
systemcall	systemcall	fallback-English	0
t	H	gettext	1
table	Táblázat	gettext	5
tag	Címke	gettext	5
tail	tail	fallback-English	0
tamd	tamd	fallback-English	0
tarp	tarp	fallback-English	0
task	Feladat	gettext	1
tasking	tasking	fallback-English	0
tasks	Feladatok	gettext	2
tcow	tcow	fallback-English	0
tcpu	tcpu	fallback-English	0
technology	Technológia	gettext	2
temp	temp	fallback-English	0
temporary	temporary	fallback-English	0
tenth	tenth	fallback-English	0
terminated	terminated	fallback-English	0
test	Teszt	gettext	4
text	Szöveg	gettext	30
thr	thr	fallback-English	0
thread	thread	fallback-English	0
threads	threads	fallback-English	0
tick	tick	fallback-English	0
ticmp	ticmp	fallback-English	0
time	Idő	gettext	4
timer	Időzítő	gettext	2
tip	tip	fallback-English	0
tls	tls	fallback-English	0
tmp	tmp	fallback-English	0
tmsdos	tmsdos	fallback-English	0
to	to	fallback-English	0
top	Fent	gettext	12
tos	tos	fallback-English	0
total	Összesen	gettext	5
track	track	fallback-English	0
trap	trap	fallback-English	0
truncate	Csonkítás	gettext	1
tss	tss	fallback-English	0
type	Típus	gettext	48
t공용서술자테이블	t공용서술자테이블	fallback-English	0
t작업관리자	t작업관리자	fallback-English	0
t조각설명자	t조각설명자	fallback-English	0
t콘솔	t콘솔	fallback-English	0
t함수	t함수	fallback-English	0
udesc	udesc	fallback-English	0
udp	udp	fallback-English	0
udp콘솔	udp콘솔	fallback-English	0
uid	uid	fallback-English	0
uint	uint	fallback-English	0
uintptr	uintptr	fallback-English	0
uname	uname	fallback-English	0
unhandle	unhandle	fallback-English	0
unhandled	unhandled	fallback-English	0
unit	Egység	gettext	5
unset	Visszaállítás	gettext	2
unused	szabad	gettext	1
up	Fel	gettext	19
update	Frissítés	gettext	18
usable	usable	fallback-English	0
use	Használat	gettext	1
used	Használt	gettext	5
user	Felhasználó	gettext	24
userhandler	userhandler	fallback-English	0
usermode	Felhasználóiüzemmód	gettext	5
userproc	userproc	fallback-English	0
util	util	fallback-English	0
util콘솔	util콘솔	fallback-English	0
uts	uts	fallback-English	0
utsname	utsname	fallback-English	0
v	v	fallback-English	0
vaddr	vaddr	fallback-English	0
val	val	fallback-English	0
value	Érték	gettext	19
values	Értékek	gettext	1
vector	vector	fallback-English	0
vendor	Gyártó	gettext	2
ver	ver	fallback-English	0
version	Verzió	gettext	8
vfs	vfs	fallback-English	0
vga	vga	fallback-English	0
video	Mozgókép	gettext	1
virt	virt	fallback-English	0
virtlen	virtlen	fallback-English	0
virtmem	virtmem	fallback-English	0
virtual	virtual	fallback-English	0
volume	Hangerő	gettext	2
w	í	gettext	5
wait	Várakozás	gettext	2
waitpid	waitpid	fallback-English	0
wdata	wdata	fallback-English	0
when	when	fallback-English	0
whence	whence	fallback-English	0
widget	Elem	gettext	1
width	Szélesség	gettext	6
word	szó	gettext	6
writable	writable	fallback-English	0
write	Írás	gettext	12
writer	writer	fallback-English	0
x	v	gettext	5
xy	xy	fallback-English	0
y	I	gettext	1
zero	Nulla	gettext	1
값	값	fallback-English	0
공용서술자테이블	공용서술자테이블	fallback-English	0
기준	기준	fallback-English	0
기준주소	기준주소	fallback-English	0
낮은	낮은	fallback-English	0
넷카드콘솔	넷카드콘솔	fallback-English	0
높은	높은	fallback-English	0
단말기	단말기	fallback-English	0
마우스콘솔	마우스콘솔	fallback-English	0
매개값	매개값	fallback-English	0
매우높은	매우높은	fallback-English	0
멈추기	멈추기	fallback-English	0
목적	목적	fallback-English	0
유형	유형	fallback-English	0
이더넷콘솔	이더넷콘솔	fallback-English	0
인터럽트무시하기	인터럽트무시하기	fallback-English	0
인터럽트예외처리기	인터럽트예외처리기	fallback-English	0
인터럽트요청처리	인터럽트요청처리	fallback-English	0
인터럽트처리기	인터럽트처리기	fallback-English	0
임시	임시	fallback-English	0
자료	자료	fallback-English	0
자신	자신	fallback-English	0
작업관리자	작업관리자	fallback-English	0
작업콘솔	작업콘솔	fallback-English	0
조각설명자	조각설명자	fallback-English	0
출력	출력	fallback-English	0
콘솔	콘솔	fallback-English	0
크기	크기	fallback-English	0
키보드콘솔	키보드콘솔	fallback-English	0
표시들	표시들	fallback-English	0
한도	한도	fallback-English	0
