english	localized	source	evidence_count
entsize	entsize	fallback-English	0
environment	environment	fallback-English	0
eopnotsupp	eopnotsupp	fallback-English	0
eperm	eperm	fallback-English	0
ephemeral	ephemeral	fallback-English	0
eprotonosupport	eprotonosupport	fallback-English	0
equal	equal	fallback-English	0
erange	erange	fallback-English	0
erofs	erofs	fallback-English	0
err	err	fallback-English	0
error	Xato	gettext	10
errorln	errorln	fallback-English	0
es	es	fallback-English	0
esi	esi	fallback-English	0
esp	esp	fallback-English	0
espipe	espipe	fallback-English	0
esrch	esrch	fallback-English	0
ether	ether	fallback-English	0
etherframe	etherframe	fallback-English	0
ethernet	ethernet	fallback-English	0
event	event	fallback-English	0
events	events	fallback-English	0
exceeded	exceeded	fallback-English	0
except	except	fallback-English	0
exception	exception	fallback-English	0
exec	Bajarish	gettext	5
execve	execve	fallback-English	0
exists	exists	fallback-English	0
exit	exit	fallback-English	0
exited	exited	fallback-English	0
ext	ext	fallback-English	0
extended	extended	fallback-English	0
f	f	fallback-English	0
family	family	fallback-English	0
fat	fat	fallback-English	0
fatal	fatal	fallback-English	0
fatbuf	fatbuf	fallback-English	0
fatbuffer	fatbuffer	fallback-English	0
fault	fault	fallback-English	0
fb	fb	fallback-English	0
fcntl	fcntl	fallback-English	0
fd	fd	fallback-English	0
fds	fds	fallback-English	0
field	field	fallback-English	0
file	Fayl	gettext	29
filename	Faylnomi	gettext	5
files	files	fallback-English	0
filesz	filesz	fallback-English	0
fill	fill	fallback-English	0
find	Topish	gettext	11
first	first	fallback-English	0
fl	fl	fallback-English	0
flag	flag	fallback-English	0
flags	Bayroqlar	gettext	5
floating	floating	fallback-English	0
flush	flush	fallback-English	0
fn	fn	fallback-English	0
focus	focus	fallback-English	0
focussable	focussable	fallback-English	0
foo	foo	fallback-English	0
for	for	fallback-English	0
forced	forced	fallback-English	0
fork	fork	fallback-English	0
found	found	fallback-English	0
fp	fp	fallback-English	0
fpu	fpu	fallback-English	0
frame	Ramka	gettext	5
free	Bosh	gettext	6
frequency	frequency	fallback-English	0
from	from	fallback-English	0
front	Oldi	gettext	1
fs	fs	fallback-English	0
fstat	fstat	fallback-English	0
fsync	fsync	fallback-English	0
fuction	fuction	fallback-English	0
full	Tola	gettext	1
func	func	fallback-English	0
function	function	fallback-English	0
functions	functions	fallback-English	0
fxrstor	fxrstor	fallback-English	0
fxsave	fxsave	fallback-English	0
g	g	fallback-English	0
gate	gate	fallback-English	0
gateway	gateway	fallback-English	0
gb	gb	fallback-English	0
gdt	gdt	fallback-English	0
get	get	fallback-English	0
getcwd	getcwd	fallback-English	0
getegid	getegid	fallback-English	0
geteuid	geteuid	fallback-English	0
getgid	getgid	fallback-English	0
getpid	getpid	fallback-English	0
getppid	getppid	fallback-English	0
getuid	getuid	fallback-English	0
gid	gid	fallback-English	0
global	global	fallback-English	0
got	got	fallback-English	0
gpf	gpf	fallback-English	0
gran	gran	fallback-English	0
graphics	Grafika	gettext	2
grub	grub	fallback-English	0
gs	gs	fallback-English	0
h	h	fallback-English	0
halt	halt	fallback-English	0
handle	handle	fallback-English	0
handler	handler	fallback-English	0
handlers	handlers	fallback-English	0
hardware	Qurilmalar	gettext	7
has	has	fallback-English	0
hd	hd	fallback-English	0
head	head	fallback-English	0
header	header	fallback-English	0
headertype	headertype	fallback-English	0
heap	heap	fallback-English	0
height	Boyi	gettext	5
helper	helper	fallback-English	0
hex	hex	fallback-English	0
hex출력	hex출력	fallback-English	0
hi	hi	fallback-English	0
hidden	hidden	fallback-English	0
high	Yuqori	gettext	6
hop	hop	fallback-English	0
i	i	fallback-English	0
icmp	icmp	fallback-English	0
icmp콘솔	icmp콘솔	fallback-English	0
id	id	fallback-English	0
ident	ident	fallback-English	0
identify	identify	fallback-English	0
idt	idt	fallback-English	0
idx	idx	fallback-English	0
ifchr	ifchr	fallback-English	0
ifdir	ifdir	fallback-English	0
ifmt	ifmt	fallback-English	0
ifreg	ifreg	fallback-English	0
ifsock	ifsock	fallback-English	0
in	Yaqinlashtirish	gettext	1
increment	increment	fallback-English	0
index	index	fallback-English	0
inet	inet	fallback-English	0
info	info	fallback-English	0
init	init	fallback-English	0
initial	initial	fallback-English	0
initialization	initialization	fallback-English	0
initialize	initialize	fallback-English	0
ino	ino	fallback-English	0
inode	inode	fallback-English	0
input	input	fallback-English	0
install	Oʻrnatish	gettext	2
int	int	fallback-English	0
interconnect	interconnect	fallback-English	0
interface	Interfeys	gettext	1
internet	internet	fallback-English	0
internetprotocol	internetprotocol	fallback-English	0
interrupt	interrupt	fallback-English	0
interrupts	interrupts	fallback-English	0
invalid	Yaroqsiz	gettext	1
io	io	fallback-English	0
iomap	iomap	fallback-English	0
ip	ip	fallback-English	0
ipci	ipci	fallback-English	0
ipmessage	ipmessage	fallback-English	0
ipv	ipv	fallback-English	0
ip콘솔	ip콘솔	fallback-English	0
iret	iret	fallback-English	0
is	is	fallback-English	0
ist	ist	fallback-English	0
j	j	fallback-English	0
jmp	jmp	fallback-English	0
jump	jump	fallback-English	0
k	k	fallback-English	0
kb	kb	fallback-English	0
kcs	kcs	fallback-English	0
kds	kds	fallback-English	0
kernel	kernel	fallback-English	0
key	Kalit	gettext	1
keyboard	Klaviatura	gettext	2
kgs	kgs	fallback-English	0
kind	kind	fallback-English	0
k핵심	k핵심	fallback-English	0
l	l	fallback-English	0
label	Yorliq	gettext	5
last	last	fallback-English	0
lba	lba	fallback-English	0
ldt	ldt	fallback-English	0
left	Chap	gettext	5
len	len	fallback-English	0
length	Uzunlik	gettext	1
lengths	lengths	fallback-English	0
level	level	fallback-English	0
lib	lib	fallback-English	0
lidt	lidt	fallback-English	0
lidtaddr	lidtaddr	fallback-English	0
limit	limit	fallback-English	0
line	line	fallback-English	0
link	Bogʻ	gettext	5
linked	linked	fallback-English	0
linker	linker	fallback-English	0
list	royxat	gettext	5
listen	listen	fallback-English	0
listening	listening	fallback-English	0
live	live	fallback-English	0
load	Yuklash	gettext	1
loader	loader	fallback-English	0
local	Mahalliy	gettext	1
log	log	fallback-English	0
logical	logical	fallback-English	0
loop	loop	fallback-English	0
low	Past	gettext	6
lseek	lseek	fallback-English	0
lstat	lstat	fallback-English	0
m	m	fallback-English	0
mac	mac	fallback-English	0
machine	machine	fallback-English	0
magicnumber	magicnumber	fallback-English	0
main	asosiy	curated-seed	0
make	make	fallback-English	0
malloc	malloc	fallback-English	0
manager	manager	fallback-English	0
map	map	fallback-English	0
mask	mask	fallback-English	0
master	master	fallback-English	0
matches	matches	fallback-English	0
max	max	fallback-English	0
maximum	Maksimum	gettext	1
mb	mb	fallback-English	0
mbr	mbr	fallback-English	0
media	media	fallback-English	0
mem	mem	fallback-English	0
memory	Xotira	gettext	8
memorymananger	memorymananger	fallback-English	0
memorytest	memorytest	fallback-English	0
memsz	memsz	fallback-English	0
mesg	mesg	fallback-English	0
message	XABAR	gettext	1
mics	mics	fallback-English	0
mid	mid	fallback-English	0
minimum	minimum	fallback-English	0
mode	Rejim	gettext	1
model	model	fallback-English	0
mouse	Sichqoncha	gettext	2
mousemove	mousemove	fallback-English	0
move	Koʻchirish	gettext	3
msdospart	msdospart	fallback-English	0
msg	msg	fallback-English	0
mtime	mtime	fallback-English	0
multi	multi	fallback-English	0
multiboot	multiboot	fallback-English	0
multitasking	multitasking	fallback-English	0
my	my	fallback-English	0
myfunction	myfunction	fallback-English	0
m긴급로그	m긴급로그	fallback-English	0
m긴급로그문자열	m긴급로그문자열	fallback-English	0
m직렬로그초기화	m직렬로그초기화	fallback-English	0
m출력	m출력	fallback-English	0
m테스트	m테스트	fallback-English	0
n	n	fallback-English	0
name	Nomi	gettext	26
namesz	namesz	fallback-English	0
net	net	fallback-English	0
network	Tarmoq	gettext	14
new	Yangi	gettext	8
next	Keyingi	gettext	3
nibble	nibble	fallback-English	0
nlink	nlink	fallback-English	0
nmi	nmi	fallback-English	0
node	node	fallback-English	0
nodename	nodename	fallback-English	0
noexec	noexec	fallback-English	0
none	Yoq	gettext	8
normal	Oʻrtacha	gettext	7
norw	norw	fallback-English	0
not	not	fallback-English	0
note	Qayd	gettext	6
nsec	nsec	fallback-English	0
num	num	fallback-English	0
number	RAQAM	gettext	1
o	o	fallback-English	0
of	of	fallback-English	0
offset	offset	fallback-English	0
ok	ok	fallback-English	0
old	old	fallback-English	0
on	Yoqish	gettext	1
only	only	fallback-English	0
opcode	opcode	fallback-English	0
open	Ochish	gettext	24
oper	oper	fallback-English	0
operation	operation	fallback-English	0
options	Moslamalar	gettext	5
order	order	fallback-English	0
org	org	fallback-English	0
other	Boshqa	gettext	4
out	Uzoqlashtirish	gettext	1
output	output	fallback-English	0
overflow	overflow	fallback-English	0
p	p	fallback-English	0
packet	packet	fallback-English	0
packets	packets	fallback-English	0
paddr	paddr	fallback-English	0
page	SAHIFA	gettext	1
pages	pages	fallback-English	0
paging	paging	fallback-English	0
param	param	fallback-English	0
parameter	parameter	fallback-English	0
params	params	fallback-English	0
parent	parent	fallback-English	0
parse	parse	fallback-English	0
part	part	fallback-English	0
partition	partition	fallback-English	0
partitions	partitions	fallback-English	0
path	path	fallback-English	0
pause	pause	fallback-English	0
payload	payload	fallback-English	0
pci	pci	fallback-English	0
pde	pde	fallback-English	0
pdelen	pdelen	fallback-English	0
peer	peer	fallback-English	0
pending	pending	fallback-English	0
per	per	fallback-English	0
peripheral	peripheral	fallback-English	0
phentsize	phentsize	fallback-English	0
phnum	phnum	fallback-English	0
phoff	phoff	fallback-English	0
phy	phy	fallback-English	0
phyaddr	phyaddr	fallback-English	0
phymem	phymem	fallback-English	0
phys	phys	fallback-English	0
physical	physical	fallback-English	0
pic	pic	fallback-English	0
pid	pid	fallback-English	0
pit	pit	fallback-English	0
pixel	pixel	fallback-English	0
point	point	fallback-English	0
pointer	Korsatgich	gettext	1
pointers	pointers	fallback-English	0
poll	poll	fallback-English	0
port	port	fallback-English	0
portnumber	portnumber	fallback-English	0
pos	pos	fallback-English	0
position	Holati	gettext	1
posix	posix	fallback-English	0
prefetch	prefetch	fallback-English	0
prefetchable	prefetchable	fallback-English	0
present	present	fallback-English	0
prev	prev	fallback-English	0
primary	primary	fallback-English	0
print	Chopetish	gettext	15
printf	printf	fallback-English	0
println	println	fallback-English	0
printreg	printreg	fallback-English	0
priv	priv	fallback-English	0
private	private	fallback-English	0
privilege	privilege	fallback-English	0
proc	proc	fallback-English	0
process	Jarayon	gettext	5
processes	Jarayonlar	gettext	5
processing	processing	fallback-English	0
program	dastur	gettext	5
programmable	programmable	fallback-English	0
protocol	protocol	fallback-English	0
provided	provided	fallback-English	0
provider	provider	fallback-English	0
ps	ps	fallback-English	0
pt	pt	fallback-English	0
pte	pte	fallback-English	0
ptr	ptr	fallback-English	0
push	push	fallback-English	0
put	put	fallback-English	0
pv	pv	fallback-English	0
queue	queue	fallback-English	0
r	oʻ	gettext	5
range	range	fallback-English	0
raw	raw	fallback-English	0
rdev	rdev	fallback-English	0
read	Oʻqish	gettext	11
ready	Tayyor	gettext	1
receive	receive	fallback-English	0
received	received	fallback-English	0
receiver	receiver	fallback-English	0
receviced	receviced	fallback-English	0
record	Yozibolish	gettext	1
rectangle	rectangle	fallback-English	0
recv	recv	fallback-English	0
ref	ref	fallback-English	0
refs	refs	fallback-English	0
reg	reg	fallback-English	0
region	region	fallback-English	0
register	register	fallback-English	0
registeroffset	registeroffset	fallback-English	0
registers	registers	fallback-English	0
regs	regs	fallback-English	0
regtype	regtype	fallback-English	0
rel	rel	fallback-English	0
rela	rela	fallback-English	0
release	release	fallback-English	0
released	released	fallback-English	0
reload	Qaytayuklash	gettext	12
relocation	relocation	fallback-English	0
remaining	remaining	fallback-English	0
remote	remote	fallback-English	0
remove	Olibtashlash	gettext	12
reply	reply	fallback-English	0
request	request	fallback-English	0
requested	requested	fallback-English	0
reserved	reserved	fallback-English	0
reset	Tiklash	gettext	2
resolve	resolve	fallback-English	0
restore	Tiklash	gettext	5
result	result	fallback-English	0
ret	ret	fallback-English	0
revision	revision	fallback-English	0
rgb	rgb	fallback-English	0
right	Oʻng	gettext	3
root	root	fallback-English	0
round	round	fallback-English	0
route	route	fallback-English	0
rs	rs	fallback-English	0
rt	rt	fallback-English	0
run	Bajarish	gettext	6
runnable	runnable	fallback-English	0
rx	rx	fallback-English	0
s	s	fallback-English	0
saved	saved	fallback-English	0
sc	sc	fallback-English	0
scan	Tekshirish	gettext	2
scancode	scancode	fallback-English	0
sche	sche	fallback-English	0
schedule	schedule	fallback-English	0
scheduler	scheduler	fallback-English	0
screen	screen	fallback-English	0
secondary	secondary	fallback-English	0
sect	sect	fallback-English	0
section	section	fallback-English	0
sector	sector	fallback-English	0
sectors	sectors	fallback-English	0
seek	seek	fallback-English	0
seg	seg	fallback-English	0
segment	segment	fallback-English	0
segments	segments	fallback-English	0
select	select	fallback-English	0
selector	selector	fallback-English	0
self	self	fallback-English	0
send	Joʻnatish	gettext	1
sequencer	sequencer	fallback-English	0
serial	serial	fallback-English	0
set	set	fallback-English	0
setup	setup	fallback-English	0
sh	sh	fallback-English	0
shared	shared	fallback-English	0
shentsize	shentsize	fallback-English	0
shift	shift	fallback-English	0
shndx	shndx	fallback-English	0
shnum	shnum	fallback-English	0
shoff	shoff	fallback-English	0
shstrndx	shstrndx	fallback-English	0
signature	signature	fallback-English	0
simd	simd	fallback-English	0
size	Hajmi	gettext	17
sl	sl	fallback-English	0
slave	slave	fallback-English	0
sock	sock	fallback-English	0
socket	socket	fallback-English	0
socketcall	socketcall	fallback-English	0
sockets	sockets	fallback-English	0
soft	soft	fallback-English	0
software	Dastur	gettext	5
source	source	fallback-English	0
space	Boʻshjoy	gettext	1
spawn	spawn	fallback-English	0
src	src	fallback-English	0
srcptr	srcptr	fallback-English	0
ss	ss	fallback-English	0
st	st	fallback-English	0
stack	stack	fallback-English	0
stackbottom	stackbottom	fallback-English	0
stacktop	stacktop	fallback-English	0
start	Boshlash	gettext	5
started	started	fallback-English	0
starting	starting	fallback-English	0
stat	stat	fallback-English	0
state	state	fallback-English	0
status	Holat	gettext	6
stderr	stderr	fallback-English	0
stdin	stdin	fallback-English	0
stdout	stdout	fallback-English	0
stop	Toʻxtatish	gettext	5
stopped	stopped	fallback-English	0
str	str	fallback-English	0
string	string	fallback-English	0
strtab	strtab	fallback-English	0
subclass	subclass	fallback-English	0
subnet	subnet	fallback-English	0
support	support	fallback-English	0
swap	swap	fallback-English	0
switch	switch	fallback-English	0
sym	sym	fallback-English	0
sync	sync	fallback-English	0
sys	sys	fallback-English	0
syscall	syscall	fallback-English	0
sysname	sysname	fallback-English	0
system	Tizim	gettext	9
systemcall	systemcall	fallback-English	0
t	t	fallback-English	0
table	table	fallback-English	0
tag	tag	fallback-English	0
tail	tail	fallback-English	0
tamd	tamd	fallback-English	0
tarp	tarp	fallback-English	0
task	task	fallback-English	0
tasking	tasking	fallback-English	0
tasks	tasks	fallback-English	0
tcow	tcow	fallback-English	0
tcpu	tcpu	fallback-English	0
technology	Texnologiya	gettext	1
temp	temp	fallback-English	0
temporary	temporary	fallback-English	0
tenth	tenth	fallback-English	0
terminated	terminated	fallback-English	0
test	Sinash	gettext	1
text	Matn	gettext	12
thr	thr	fallback-English	0
thread	thread	fallback-English	0
threads	threads	fallback-English	0
tick	tick	fallback-English	0
ticmp	ticmp	fallback-English	0
time	Vaqt	gettext	1
timer	Taymer	gettext	1
tip	tip	fallback-English	0
tls	tls	fallback-English	0
tmp	tmp	fallback-English	0
tmsdos	tmsdos	fallback-English	0
to	to	fallback-English	0
top	Yuqori	gettext	1
tos	tos	fallback-English	0
total	Jami	gettext	5
track	track	fallback-English	0
trap	trap	fallback-English	0
truncate	truncate	fallback-English	0
tss	tss	fallback-English	0
type	Turi	gettext	24
t공용서술자테이블	t공용서술자테이블	fallback-English	0
t작업관리자	t작업관리자	fallback-English	0
t조각설명자	t조각설명자	fallback-English	0
t콘솔	t콘솔	fallback-English	0
t함수	t함수	fallback-English	0
udesc	udesc	fallback-English	0
udp	udp	fallback-English	0
udp콘솔	udp콘솔	fallback-English	0
uid	uid	fallback-English	0
uint	uint	fallback-English	0
uintptr	uintptr	fallback-English	0
uname	uname	fallback-English	0
unhandle	unhandle	fallback-English	0
unhandled	unhandled	fallback-English	0
unit	Birlik	gettext	5
unset	unset	fallback-English	0
unused	unused	fallback-English	0
up	Yuqoriga	gettext	7
update	Yangilash	gettext	9
usable	usable	fallback-English	0
use	use	fallback-English	0
used	Ishlatilgan	gettext	5
user	Foydalanuvchi	gettext	10
userhandler	userhandler	fallback-English	0
usermode	usermode	fallback-English	0
userproc	userproc	fallback-English	0
util	util	fallback-English	0
util콘솔	util콘솔	fallback-English	0
uts	uts	fallback-English	0
utsname	utsname	fallback-English	0
v	v	fallback-English	0
vaddr	vaddr	fallback-English	0
val	val	fallback-English	0
value	Qiymat	gettext	6
values	values	fallback-English	0
vector	vector	fallback-English	0
vendor	Ishlabchiqaruvchi	gettext	1
ver	ver	fallback-English	0
version	version	fallback-English	0
vfs	vfs	fallback-English	0
vga	vga	fallback-English	0
video	video	fallback-English	0
virt	virt	fallback-English	0
virtlen	virtlen	fallback-English	0
virtmem	virtmem	fallback-English	0
virtual	virtual	fallback-English	0
volume	Ovoz	gettext	1
w	yo	gettext	5
wait	Kutish	gettext	1
waitpid	waitpid	fallback-English	0
wdata	wdata	fallback-English	0
when	when	fallback-English	0
whence	whence	fallback-English	0
widget	widget	fallback-English	0
width	width	fallback-English	0
word	soz	gettext	6
writable	writable	fallback-English	0
write	Yozish	gettext	11
writer	writer	fallback-English	0
x	b	gettext	5
xy	xy	fallback-English	0
y	y	fallback-English	0
zero	zero	fallback-English	0
값	값	fallback-English	0
공용서술자테이블	공용서술자테이블	fallback-English	0
기준	기준	fallback-English	0
기준주소	기준주소	fallback-English	0
낮은	낮은	fallback-English	0
넷카드콘솔	넷카드콘솔	fallback-English	0
높은	높은	fallback-English	0
단말기	단말기	fallback-English	0
마우스콘솔	마우스콘솔	fallback-English	0
매개값	매개값	fallback-English	0
매우높은	매우높은	fallback-English	0
멈추기	멈추기	fallback-English	0
목적	목적	fallback-English	0
유형	유형	fallback-English	0
이더넷콘솔	이더넷콘솔	fallback-English	0
인터럽트무시하기	인터럽트무시하기	fallback-English	0
인터럽트예외처리기	인터럽트예외처리기	fallback-English	0
인터럽트요청처리	인터럽트요청처리	fallback-English	0
인터럽트처리기	인터럽트처리기	fallback-English	0
임시	임시	fallback-English	0
자료	자료	fallback-English	0
자신	자신	fallback-English	0
작업관리자	작업관리자	fallback-English	0
작업콘솔	작업콘솔	fallback-English	0
조각설명자	조각설명자	fallback-English	0
출력	출력	fallback-English	0
콘솔	콘솔	fallback-English	0
크기	크기	fallback-English	0
키보드콘솔	키보드콘솔	fallback-English	0
표시들	표시들	fallback-English	0
한도	한도	fallback-English	0
