english	localized	source	evidence_count
directory	Katalog	gettext	11
dirent	dirent	fallback-English	0
disable	Wyłącz	gettext	3
discard	Porzuć	gettext	1
disconnect	Rozłącz	gettext	6
dispatch	dispatch	fallback-English	0
divide	Dzielenie	gettext	1
divisor	divisor	fallback-English	0
do	do	fallback-English	0
domain	Domena	gettext	5
double	Podwójnejprecyzji	gettext	5
down	Wdół	gettext	11
draw	draw	fallback-English	0
drive	drive	fallback-English	0
driver	driver	fallback-English	0
drivercount	drivercount	fallback-English	0
drivers	drivers	fallback-English	0
drv	drv	fallback-English	0
ds	ds	fallback-English	0
dst	dst	fallback-English	0
dstptr	dstptr	fallback-English	0
dup	dup	fallback-English	0
dword	dword	fallback-English	0
dyn	dyn	fallback-English	0
dynamic	Dynamicznie	gettext	1
e	e	fallback-English	0
eacces	eacces	fallback-English	0
eaddrinuse	eaddrinuse	fallback-English	0
eafnosupport	eafnosupport	fallback-English	0
eagain	eagain	fallback-English	0
eax	eax	fallback-English	0
ebadf	ebadf	fallback-English	0
ebp	ebp	fallback-English	0
ebusy	ebusy	fallback-English	0
ebx	ebx	fallback-English	0
echild	echild	fallback-English	0
echo	echo	fallback-English	0
ecx	ecx	fallback-English	0
edi	edi	fallback-English	0
edx	edx	fallback-English	0
eexist	eexist	fallback-English	0
ef	ef	fallback-English	0
efault	efault	fallback-English	0
efbig	efbig	fallback-English	0
eflags	eflags	fallback-English	0
ehsize	ehsize	fallback-English	0
eintr	eintr	fallback-English	0
einval	einval	fallback-English	0
eio	eio	fallback-English	0
eip	eip	fallback-English	0
eisdir	eisdir	fallback-English	0
elf	elf	fallback-English	0
emfile	emfile	fallback-English	0
empty	Pusty	gettext	12
emsgsize	emsgsize	fallback-English	0
enable	Włącz	gettext	2
enabled	Włączone	gettext	3
end	Koniec	gettext	1
enetunreach	enetunreach	fallback-English	0
enfile	enfile	fallback-English	0
enodev	enodev	fallback-English	0
enoent	enoent	fallback-English	0
enoexec	enoexec	fallback-English	0
enomem	enomem	fallback-English	0
enospc	enospc	fallback-English	0
enosys	enosys	fallback-English	0
enotconn	enotconn	fallback-English	0
enotdir	enotdir	fallback-English	0
enotty	enotty	fallback-English	0
ensure	ensure	fallback-English	0
entries	entries	fallback-English	0
entry	wpis	gettext	5
entrypoint	entrypoint	fallback-English	0
entsize	entsize	fallback-English	0
environment	environment	fallback-English	0
eopnotsupp	eopnotsupp	fallback-English	0
eperm	eperm	fallback-English	0
ephemeral	ephemeral	fallback-English	0
eprotonosupport	eprotonosupport	fallback-English	0
equal	Odpowiedni	gettext	1
erange	erange	fallback-English	0
erofs	erofs	fallback-English	0
err	Błędy	gettext	1
error	Błąd	gettext	37
errorln	errorln	fallback-English	0
es	es	fallback-English	0
esi	esi	fallback-English	0
esp	esp	fallback-English	0
espipe	espipe	fallback-English	0
esrch	esrch	fallback-English	0
ether	ether	fallback-English	0
etherframe	etherframe	fallback-English	0
ethernet	ethernet	fallback-English	0
event	Wydarzenie	gettext	1
events	Wydarzenia	gettext	1
exceeded	exceeded	fallback-English	0
except	except	fallback-English	0
exception	exception	fallback-English	0
exec	Uruchomienie	gettext	5
execve	execve	fallback-English	0
exists	exists	fallback-English	0
exit	Zakończ	gettext	2
exited	Zakończono	gettext	5
ext	ext	fallback-English	0
extended	extended	fallback-English	0
f	M	gettext	1
family	family	fallback-English	0
fat	fat	fallback-English	0
fatal	fatal	fallback-English	0
fatbuf	fatbuf	fallback-English	0
fatbuffer	fatbuffer	fallback-English	0
fault	fault	fallback-English	0
fb	fb	fallback-English	0
fcntl	fcntl	fallback-English	0
fd	DP	gettext	5
fds	fds	fallback-English	0
field	pole	gettext	5
file	Plik	gettext	119
filename	Nazwapliku	gettext	15
files	PLIKI	gettext	1
filesz	filesz	fallback-English	0
fill	fill	fallback-English	0
find	Znajdź	gettext	15
first	first	fallback-English	0
fl	fl	fallback-English	0
flag	Flaga	gettext	2
flags	Znaczniki	gettext	5
floating	Zmienna	gettext	1
flush	flush	fallback-English	0
fn	fn	fallback-English	0
focus	Uaktywnianie	gettext	1
focussable	focussable	fallback-English	0
foo	foo	fallback-English	0
for	for	fallback-English	0
forced	forced	fallback-English	0
fork	fork	fallback-English	0
found	found	fallback-English	0
fp	fp	fallback-English	0
fpu	fpu	fallback-English	0
frame	Ramka	gettext	10
free	Wolne	gettext	6
frequency	frequency	fallback-English	0
from	z	gettext	1
front	Przód	gettext	1
fs	fs	fallback-English	0
fstat	fstat	fallback-English	0
fsync	fsync	fallback-English	0
fuction	fuction	fallback-English	0
full	Pełne	gettext	5
func	func	fallback-English	0
function	Funkcja	gettext	7
functions	Funkcje	gettext	7
fxrstor	fxrstor	fallback-English	0
fxsave	fxsave	fallback-English	0
g	g	fallback-English	0
gate	gate	fallback-English	0
gateway	gateway	fallback-English	0
gb	gb	fallback-English	0
gdt	gdt	fallback-English	0
get	get	fallback-English	0
getcwd	getcwd	fallback-English	0
getegid	getegid	fallback-English	0
geteuid	geteuid	fallback-English	0
getgid	getgid	fallback-English	0
getpid	getpid	fallback-English	0
getppid	getppid	fallback-English	0
getuid	getuid	fallback-English	0
gid	gid	fallback-English	0
global	Globalny	gettext	1
got	got	fallback-English	0
gpf	gpf	fallback-English	0
gran	gran	fallback-English	0
graphics	Grafika	gettext	10
grub	grub	fallback-English	0
gs	gs	fallback-English	0
h	W	gettext	1
halt	halt	fallback-English	0
handle	Uchwyt	gettext	1
handler	handler	fallback-English	0
handlers	handlers	fallback-English	0
hardware	Sprzęt	gettext	13
has	has	fallback-English	0
hd	hd	fallback-English	0
head	head	fallback-English	0
header	header	fallback-English	0
headertype	headertype	fallback-English	0
heap	heap	fallback-English	0
height	Wysokość	gettext	5
helper	helper	fallback-English	0
hex	Szesnastkowo	gettext	1
hex출력	hex출력	fallback-English	0
hi	hi	fallback-English	0
hidden	Ukryte	gettext	1
high	Wysoki	gettext	6
hop	hop	fallback-English	0
i	i	fallback-English	0
icmp	icmp	fallback-English	0
icmp콘솔	icmp콘솔	fallback-English	0
id	Identyfikator	gettext	11
ident	ident	fallback-English	0
identify	identify	fallback-English	0
idt	idt	fallback-English	0
idx	idx	fallback-English	0
ifchr	ifchr	fallback-English	0
ifdir	ifdir	fallback-English	0
ifmt	ifmt	fallback-English	0
ifreg	ifreg	fallback-English	0
ifsock	ifsock	fallback-English	0
in	Wchodzący	gettext	2
increment	increment	fallback-English	0
index	Indeks	gettext	1
inet	inet	fallback-English	0
info	Informacja	gettext	1
init	init	fallback-English	0
initial	initial	fallback-English	0
initialization	initialization	fallback-English	0
initialize	initialize	fallback-English	0
ino	ino	fallback-English	0
inode	Iwęzeł	gettext	5
input	Wejście	gettext	8
install	Instalacja	gettext	5
int	Całkowity	gettext	5
interconnect	interconnect	fallback-English	0
interface	Interfejs	gettext	8
internet	internet	fallback-English	0
internetprotocol	internetprotocol	fallback-English	0
interrupt	Przerwanie	gettext	1
interrupts	interrupts	fallback-English	0
invalid	Niewłaściwy	gettext	1
io	WEWY	gettext	5
iomap	iomap	fallback-English	0
ip	ip	fallback-English	0
ipci	ipci	fallback-English	0
ipmessage	ipmessage	fallback-English	0
ipv	ipv	fallback-English	0
ip콘솔	ip콘솔	fallback-English	0
iret	iret	fallback-English	0
is	is	fallback-English	0
ist	ist	fallback-English	0
j	j	fallback-English	0
jmp	jmp	fallback-English	0
jump	jump	fallback-English	0
k	k	fallback-English	0
kb	kb	fallback-English	0
kcs	kcs	fallback-English	0
kds	kds	fallback-English	0
kernel	kernel	fallback-English	0
key	Klucz	gettext	1
keyboard	Klawiatura	gettext	17
kgs	kgs	fallback-English	0
kind	Rodzaj	gettext	5
k핵심	k핵심	fallback-English	0
l	l	fallback-English	0
label	etykieta	gettext	17
last	Ostatni	gettext	1
lba	lba	fallback-English	0
ldt	ldt	fallback-English	0
left	Lewo	gettext	18
len	len	fallback-English	0
length	Długość	gettext	3
lengths	lengths	fallback-English	0
level	level	fallback-English	0
lib	lib	fallback-English	0
lidt	lidt	fallback-English	0
lidtaddr	lidtaddr	fallback-English	0
limit	limit	fallback-English	0
line	Wiersz	gettext	15
link	Odnośnik	gettext	6
linked	linked	fallback-English	0
linker	linker	fallback-English	0
list	Lista	gettext	5
listen	listen	fallback-English	0
listening	listening	fallback-English	0
live	live	fallback-English	0
load	Obciążenie	gettext	4
loader	loader	fallback-English	0
local	lokalny	gettext	5
log	Dziennik	gettext	1
logical	Logiczne	gettext	1
loop	loop	fallback-English	0
low	Niski	gettext	6
lseek	lseek	fallback-English	0
lstat	lstat	fallback-English	0
m	min	gettext	1
mac	mac	fallback-English	0
machine	machine	fallback-English	0
magicnumber	magicnumber	fallback-English	0
main	główny	curated-seed	1
make	make	fallback-English	0
malloc	malloc	fallback-English	0
manager	manager	fallback-English	0
map	map	fallback-English	0
mask	Maska	gettext	5
master	Główny	gettext	1
matches	matches	fallback-English	0
max	Maksymalna	gettext	1
maximum	Maksimum	gettext	2
mb	mbar	gettext	1
mbr	mbr	fallback-English	0
media	Nośniki	gettext	5
mem	mem	fallback-English	0
memory	Pamięć	gettext	15
memorymananger	memorymananger	fallback-English	0
memorytest	memorytest	fallback-English	0
memsz	memsz	fallback-English	0
mesg	mesg	fallback-English	0
message	Wiadomość	gettext	15
mics	mics	fallback-English	0
mid	mid	fallback-English	0
minimum	minimum	fallback-English	0
mode	TRYB	gettext	5
model	model	fallback-English	0
mouse	Mysz	gettext	15
mousemove	mousemove	fallback-English	0
move	Przenoszenie	gettext	5
msdospart	msdospart	fallback-English	0
msg	msg	fallback-English	0
mtime	mtime	fallback-English	0
multi	multi	fallback-English	0
multiboot	multiboot	fallback-English	0
multitasking	multitasking	fallback-English	0
my	my	fallback-English	0
myfunction	myfunction	fallback-English	0
m긴급로그	m긴급로그	fallback-English	0
m긴급로그문자열	m긴급로그문자열	fallback-English	0
m직렬로그초기화	m직렬로그초기화	fallback-English	0
m출력	m출력	fallback-English	0
m테스트	m테스트	fallback-English	0
n	n	fallback-English	0
name	Nazwa	gettext	69
namesz	namesz	fallback-English	0
net	net	fallback-English	0
network	Sieć	gettext	41
new	Nowy	gettext	15
next	Następny	gettext	15
nibble	nibble	fallback-English	0
nlink	nlink	fallback-English	0
nmi	nmi	fallback-English	0
node	Węzeł	gettext	1
nodename	nodename	fallback-English	0
noexec	noexec	fallback-English	0
none	Brak	gettext	68
normal	Zwykły	gettext	19
norw	norw	fallback-English	0
not	not	fallback-English	0
note	Uwaga	gettext	5
nsec	nsec	fallback-English	0
num	num	fallback-English	0
number	Liczba	gettext	5
o	o	fallback-English	0
of	z	gettext	5
offset	Przesunięcie	gettext	1
ok	ok	fallback-English	0
old	old	fallback-English	0
on	Włącz	gettext	5
only	only	fallback-English	0
opcode	opcode	fallback-English	0
open	Otwórz	gettext	62
oper	oper	fallback-English	0
operation	operation	fallback-English	0
options	Opcje	gettext	24
order	order	fallback-English	0
org	org	fallback-English	0
other	Inne	gettext	17
out	Wychodzący	gettext	2
output	Danewyjściowe	gettext	5
overflow	overflow	fallback-English	0
p	C	gettext	1
packet	PAKIET	gettext	1
packets	pakietów	gettext	1
paddr	paddr	fallback-English	0
page	Strona	gettext	2
pages	pages	fallback-English	0
paging	paging	fallback-English	0
param	param	fallback-English	0
parameter	parameter	fallback-English	0
params	Parametry	gettext	5
parent	rodzic	gettext	5
parse	parse	fallback-English	0
part	part	fallback-English	0
partition	partition	fallback-English	0
partitions	partitions	fallback-English	0
path	ŚCIEŻKA	gettext	7
pause	Wstrzymaj	gettext	15
payload	payload	fallback-English	0
pci	pci	fallback-English	0
pde	pde	fallback-English	0
pdelen	pdelen	fallback-English	0
peer	peer	fallback-English	0
pending	pending	fallback-English	0
per	per	fallback-English	0
peripheral	peripheral	fallback-English	0
phentsize	phentsize	fallback-English	0
phnum	phnum	fallback-English	0
phoff	phoff	fallback-English	0
phy	phy	fallback-English	0
phyaddr	phyaddr	fallback-English	0
phymem	phymem	fallback-English	0
phys	phys	fallback-English	0
physical	physical	fallback-English	0
pic	pic	fallback-English	0
pid	Identyfikator	gettext	3
pit	pit	fallback-English	0
pixel	pixel	fallback-English	0
point	point	fallback-English	0
pointer	Kursor	gettext	2
pointers	pointers	fallback-English	0
poll	poll	fallback-English	0
port	port	fallback-English	0
portnumber	portnumber	fallback-English	0
pos	Pozycja	gettext	1
position	Pozycja	gettext	7
posix	posix	fallback-English	0
prefetch	prefetch	fallback-English	0
prefetchable	prefetchable	fallback-English	0
present	Obecny	gettext	1
prev	prev	fallback-English	0
primary	primary	fallback-English	0
print	Wydrukuj	gettext	9
printf	printf	fallback-English	0
println	println	fallback-English	0
printreg	printreg	fallback-English	0
priv	priv	fallback-English	0
private	Prywatne	gettext	5
privilege	privilege	fallback-English	0
proc	proc	fallback-English	0
process	Proces	gettext	5
processes	Procesy	gettext	5
processing	processing	fallback-English	0
program	program	fallback-English	0
programmable	programmable	fallback-English	0
protocol	protocol	fallback-English	0
provided	provided	fallback-English	0
provider	provider	fallback-English	0
ps	ps	fallback-English	0
pt	pt	fallback-English	0
pte	pte	fallback-English	0
ptr	ptr	fallback-English	0
push	push	fallback-English	0
put	put	fallback-English	0
pv	Ow	gettext	1
queue	queue	fallback-English	0
r	O	gettext	1
range	Zakres	gettext	5
raw	raw	fallback-English	0
rdev	rdev	fallback-English	0
read	Odczyt	gettext	12
ready	Gotowy	gettext	3
receive	receive	fallback-English	0
received	Odebrano	gettext	1
receiver	receiver	fallback-English	0
receviced	receviced	fallback-English	0
record	Nagrywanie	gettext	1
rectangle	Prostokąt	gettext	1
recv	recv	fallback-English	0
ref	ref	fallback-English	0
refs	refs	fallback-English	0
reg	reg	fallback-English	0
region	region	fallback-English	0
register	register	fallback-English	0
registeroffset	registeroffset	fallback-English	0
registers	registers	fallback-English	0
regs	regs	fallback-English	0
regtype	regtype	fallback-English	0
rel	rel	fallback-English	0
rela	rela	fallback-English	0
release	release	fallback-English	0
released	released	fallback-English	0
reload	Wczytajponownie	gettext	32
relocation	relocation	fallback-English	0
remaining	remaining	fallback-English	0
remote	Zdalne	gettext	10
remove	Usuń	gettext	27
reply	reply	fallback-English	0
request	request	fallback-English	0
requested	requested	fallback-English	0
reserved	Zastrzeżone	gettext	5
reset	Wyzeruj	gettext	11
resolve	resolve	fallback-English	0
restore	Przywróć	gettext	20
result	WYNIK	gettext	5
ret	ret	fallback-English	0
revision	revision	fallback-English	0
rgb	rgb	fallback-English	0
right	Prawo	gettext	23
root	Elementgłówny	gettext	5
round	Zaokrągla	gettext	1
route	route	fallback-English	0
rs	rs	fallback-English	0
rt	rt	fallback-English	0
run	Uruchom	gettext	18
runnable	runnable	fallback-English	0
rx	rx	fallback-English	0
s	s	fallback-English	0
saved	Zapisane	gettext	5
sc	sc	fallback-English	0
scan	Skanuj	gettext	2
scancode	scancode	fallback-English	0
sche	sche	fallback-English	0
schedule	schedule	fallback-English	0
scheduler	scheduler	fallback-English	0
screen	Ekran	gettext	1
secondary	secondary	fallback-English	0
sect	sect	fallback-English	0
section	section	fallback-English	0
sector	sector	fallback-English	0
sectors	sectors	fallback-English	0
seek	seek	fallback-English	0
seg	seg	fallback-English	0
segment	segment	fallback-English	0
segments	Segmenty	gettext	1
select	Zaznacz	gettext	6
selector	selector	fallback-English	0
self	bieżący	gettext	5
send	Wyślij	gettext	1
sequencer	sequencer	fallback-English	0
serial	Szeregowo	gettext	5
set	zbiór	gettext	5
setup	setup	fallback-English	0
sh	sh	fallback-English	0
shared	shared	fallback-English	0
shentsize	shentsize	fallback-English	0
shift	shift	fallback-English	0
shndx	shndx	fallback-English	0
shnum	shnum	fallback-English	0
shoff	shoff	fallback-English	0
shstrndx	shstrndx	fallback-English	0
signature	signature	fallback-English	0
simd	simd	fallback-English	0
size	Rozmiar	gettext	43
sl	sl	fallback-English	0
slave	slave	fallback-English	0
sock	sock	fallback-English	0
socket	Gniazdo	gettext	1
socketcall	socketcall	fallback-English	0
sockets	sockets	fallback-English	0
soft	soft	fallback-English	0
software	Oprogramowanie	gettext	5
source	Źródło	gettext	16
space	Spacja	gettext	6
spawn	spawn	fallback-English	0
src	src	fallback-English	0
srcptr	srcptr	fallback-English	0
ss	ss	fallback-English	0
st	st	fallback-English	0
stack	stack	fallback-English	0
stackbottom	stackbottom	fallback-English	0
stacktop	stacktop	fallback-English	0
start	Uruchom	gettext	10
started	Uruchomiono	gettext	5
starting	starting	fallback-English	0
stat	stat	fallback-English	0
state	Stan	gettext	4
status	Stan	gettext	17
stderr	stderr	fallback-English	0
stdin	stdin	fallback-English	0
stdout	stdout	fallback-English	0
stop	Zatrzymaj	gettext	24
stopped	Zatrzymany	gettext	5
str	str	fallback-English	0
string	CIĄG	gettext	7
strtab	strtab	fallback-English	0
subclass	subclass	fallback-English	0
subnet	subnet	fallback-English	0
support	Obsługa	gettext	1
swap	Przestrzeńwymiany	gettext	5
switch	switch	fallback-English	0
sym	sym	fallback-English	0
sync	sync	fallback-English	0
sys	sys	fallback-English	0
syscall	syscall	fallback-English	0
sysname	sysname	fallback-English	0
system	Systemowe	gettext	6
systemcall	systemcall	fallback-English	0
t	t	fallback-English	0
table	Tabela	gettext	5
tag	Znacznik	gettext	5
tail	tail	fallback-English	0
tamd	tamd	fallback-English	0
tarp	tarp	fallback-English	0
task	Zadanie	gettext	1
tasking	tasking	fallback-English	0
tasks	Zadania	gettext	2
tcow	tcow	fallback-English	0
tcpu	tcpu	fallback-English	0
technology	Technologia	gettext	2
temp	temp	fallback-English	0
temporary	temporary	fallback-English	0
tenth	tenth	fallback-English	0
terminated	terminated	fallback-English	0
test	Przetestuj	gettext	2
text	Tekst	gettext	22
thr	thr	fallback-English	0
thread	thread	fallback-English	0
threads	threads	fallback-English	0
tick	tick	fallback-English	0
ticmp	ticmp	fallback-English	0
time	Czas	gettext	4
timer	Licznik	gettext	1
tip	tip	fallback-English	0
tls	tls	fallback-English	0
tmp	tmp	fallback-English	0
tmsdos	tmsdos	fallback-English	0
to	to	fallback-English	0
top	Góra	gettext	7
tos	tos	fallback-English	0
total	Łącznie	gettext	5
track	track	fallback-English	0
trap	trap	fallback-English	0
truncate	Obcina	gettext	1
tss	tss	fallback-English	0
type	Typ	gettext	37
t공용서술자테이블	t공용서술자테이블	fallback-English	0
t작업관리자	t작업관리자	fallback-English	0
t조각설명자	t조각설명자	fallback-English	0
t콘솔	t콘솔	fallback-English	0
t함수	t함수	fallback-English	0
udesc	udesc	fallback-English	0
udp	udp	fallback-English	0
udp콘솔	udp콘솔	fallback-English	0
uid	Użytkownik	gettext	1
uint	uint	fallback-English	0
uintptr	uintptr	fallback-English	0
uname	uname	fallback-English	0
unhandle	unhandle	fallback-English	0
unhandled	unhandled	fallback-English	0
unit	Jednostka	gettext	5
unset	Nieustalono	gettext	1
unused	wolne	gettext	1
up	Góra	gettext	6
update	Uaktualnij	gettext	8
usable	usable	fallback-English	0
use	Użyj	gettext	1
used	użytych	gettext	5
user	Użytkownik	gettext	24
userhandler	userhandler	fallback-English	0
usermode	Trybużytkownika	gettext	5
userproc	userproc	fallback-English	0
util	util	fallback-English	0
util콘솔	util콘솔	fallback-English	0
uts	uts	fallback-English	0
utsname	utsname	fallback-English	0
v	v	fallback-English	0
vaddr	vaddr	fallback-English	0
val	val	fallback-English	0
value	Wartość	gettext	19
values	Wartości	gettext	1
vector	vector	fallback-English	0
vendor	Dostawca	gettext	1
ver	ver	fallback-English	0
version	Wersja	gettext	8
vfs	vfs	fallback-English	0
vga	vga	fallback-English	0
video	Wideo	gettext	6
virt	virt	fallback-English	0
virtlen	virtlen	fallback-English	0
virtmem	virtmem	fallback-English	0
virtual	Wirtualne	gettext	1
volume	Głośność	gettext	2
w	w	fallback-English	0
wait	Czekaj	gettext	2
waitpid	waitpid	fallback-English	0
wdata	wdata	fallback-English	0
when	when	fallback-English	0
whence	whence	fallback-English	0
widget	Widżety	gettext	1
width	Szerokość	gettext	6
word	słowo	gettext	6
writable	writable	fallback-English	0
write	Zapis	gettext	12
writer	writer	fallback-English	0
x	x	fallback-English	0
xy	xy	fallback-English	0
y	T	gettext	1
zero	zero	fallback-English	0
값	값	fallback-English	0
공용서술자테이블	공용서술자테이블	fallback-English	0
기준	기준	fallback-English	0
기준주소	기준주소	fallback-English	0
낮은	낮은	fallback-English	0
넷카드콘솔	넷카드콘솔	fallback-English	0
높은	높은	fallback-English	0
단말기	단말기	fallback-English	0
마우스콘솔	마우스콘솔	fallback-English	0
매개값	매개값	fallback-English	0
매우높은	매우높은	fallback-English	0
멈추기	멈추기	fallback-English	0
목적	목적	fallback-English	0
유형	유형	fallback-English	0
이더넷콘솔	이더넷콘솔	fallback-English	0
인터럽트무시하기	인터럽트무시하기	fallback-English	0
인터럽트예외처리기	인터럽트예외처리기	fallback-English	0
인터럽트요청처리	인터럽트요청처리	fallback-English	0
인터럽트처리기	인터럽트처리기	fallback-English	0
임시	임시	fallback-English	0
자료	자료	fallback-English	0
자신	자신	fallback-English	0
작업관리자	작업관리자	fallback-English	0
작업콘솔	작업콘솔	fallback-English	0
조각설명자	조각설명자	fallback-English	0
출력	출력	fallback-English	0
콘솔	콘솔	fallback-English	0
크기	크기	fallback-English	0
키보드콘솔	키보드콘솔	fallback-English	0
표시들	표시들	fallback-English	0
한도	한도	fallback-English	0
