english	localized	source	evidence_count
class	מחלקה	gettext	6
clear	נקה	gettext	7
cloexec	cloexec	fallback-English	0
clone	clone	fallback-English	0
close	סגור	gettext	33
cluster	cluster	fallback-English	0
cmp	cmp	fallback-English	0
code	code	fallback-English	0
col	col	fallback-English	0
color	צבע	gettext	2
colordepth	colordepth	fallback-English	0
command	פקודה	gettext	22
commandport	commandport	fallback-English	0
common	נפוצים	gettext	1
component	component	fallback-English	0
connect	חיבור	gettext	5
connected	connected	fallback-English	0
console	console	fallback-English	0
constant	קבוע	gettext	1
contains	contains	fallback-English	0
contents	תכנים	gettext	27
control	בקרה	gettext	1
controller	controller	fallback-English	0
coordinate	coordinate	fallback-English	0
copies	copies	fallback-English	0
copy	העתק	gettext	18
count	count	fallback-English	0
cow	cow	fallback-English	0
cpu	מעבד	gettext	5
cpustate	cpustate	fallback-English	0
cpy	cpy	fallback-English	0
cr	cr	fallback-English	0
creat	creat	fallback-English	0
create	create	fallback-English	0
crtc	crtc	fallback-English	0
cs	cs	fallback-English	0
ctime	ctime	fallback-English	0
cur	cur	fallback-English	0
current	נוכחי	gettext	5
cursor	סמן	gettext	10
cylinder	cylinder	fallback-English	0
d	d	fallback-English	0
data	data	fallback-English	0
databuffer	databuffer	fallback-English	0
datagram	datagram	fallback-English	0
dataport	dataport	fallback-English	0
date	תאריך	gettext	13
deactivate	בטל	gettext	1
deactive	deactive	fallback-English	0
debug	ניפויבאגים	gettext	5
decrement	decrement	fallback-English	0
default	ברירתמחדל	gettext	21
delete	מחיקה	gettext	19
delta	delta	fallback-English	0
depth	depth	fallback-English	0
desc	desc	fallback-English	0
descr	descr	fallback-English	0
description	תיאור	gettext	35
descriptor	descriptor	fallback-English	0
descriptors	descriptors	fallback-English	0
descsz	descsz	fallback-English	0
destination	יעד	gettext	10
destroy	השמד	gettext	1
dev	dev	fallback-English	0
device	התקן	gettext	15
diff	diff	fallback-English	0
digits	digits	fallback-English	0
dir	dir	fallback-English	0
directory	ספרייה	gettext	11
dirent	dirent	fallback-English	0
disable	נטרל	gettext	1
discard	שכח	gettext	1
disconnect	ניתוק	gettext	6
dispatch	dispatch	fallback-English	0
divide	divide	fallback-English	0
divisor	divisor	fallback-English	0
do	do	fallback-English	0
domain	מתחם	gettext	5
double	כפול	gettext	5
down	למטה	gettext	5
draw	draw	fallback-English	0
drive	drive	fallback-English	0
driver	driver	fallback-English	0
drivercount	drivercount	fallback-English	0
drivers	drivers	fallback-English	0
drv	drv	fallback-English	0
ds	ds	fallback-English	0
dst	dst	fallback-English	0
dstptr	dstptr	fallback-English	0
dup	dup	fallback-English	0
dword	dword	fallback-English	0
dyn	dyn	fallback-English	0
dynamic	דינמי	gettext	1
e	e	fallback-English	0
eacces	eacces	fallback-English	0
eaddrinuse	eaddrinuse	fallback-English	0
eafnosupport	eafnosupport	fallback-English	0
eagain	eagain	fallback-English	0
eax	eax	fallback-English	0
ebadf	ebadf	fallback-English	0
ebp	ebp	fallback-English	0
ebusy	ebusy	fallback-English	0
ebx	ebx	fallback-English	0
echild	echild	fallback-English	0
echo	echo	fallback-English	0
ecx	ecx	fallback-English	0
edi	edi	fallback-English	0
edx	edx	fallback-English	0
eexist	eexist	fallback-English	0
ef	ef	fallback-English	0
efault	efault	fallback-English	0
efbig	efbig	fallback-English	0
eflags	eflags	fallback-English	0
ehsize	ehsize	fallback-English	0
eintr	eintr	fallback-English	0
einval	einval	fallback-English	0
eio	eio	fallback-English	0
eip	eip	fallback-English	0
eisdir	eisdir	fallback-English	0
elf	elf	fallback-English	0
emfile	emfile	fallback-English	0
empty	ריק	gettext	12
emsgsize	emsgsize	fallback-English	0
enable	enable	fallback-English	0
enabled	מופעל	gettext	1
end	סיום	gettext	1
enetunreach	enetunreach	fallback-English	0
enfile	enfile	fallback-English	0
enodev	enodev	fallback-English	0
enoent	enoent	fallback-English	0
enoexec	enoexec	fallback-English	0
enomem	enomem	fallback-English	0
enospc	enospc	fallback-English	0
enosys	enosys	fallback-English	0
enotconn	enotconn	fallback-English	0
enotdir	enotdir	fallback-English	0
enotty	enotty	fallback-English	0
ensure	ensure	fallback-English	0
entries	entries	fallback-English	0
entry	entry	fallback-English	0
entrypoint	entrypoint	fallback-English	0
entsize	entsize	fallback-English	0
environment	environment	fallback-English	0
eopnotsupp	eopnotsupp	fallback-English	0
eperm	eperm	fallback-English	0
ephemeral	ephemeral	fallback-English	0
eprotonosupport	eprotonosupport	fallback-English	0
equal	equal	fallback-English	0
erange	erange	fallback-English	0
erofs	erofs	fallback-English	0
err	שגיאה	gettext	1
error	שגיאה	gettext	33
errorln	errorln	fallback-English	0
es	es	fallback-English	0
esi	esi	fallback-English	0
esp	esp	fallback-English	0
espipe	espipe	fallback-English	0
esrch	esrch	fallback-English	0
ether	ether	fallback-English	0
etherframe	etherframe	fallback-English	0
ethernet	אתרנט	gettext	1
event	event	fallback-English	0
events	אירועים	gettext	1
exceeded	exceeded	fallback-English	0
except	except	fallback-English	0
exception	exception	fallback-English	0
exec	הפעלה	gettext	5
execve	execve	fallback-English	0
exists	exists	fallback-English	0
exit	יציאה	gettext	2
exited	exited	fallback-English	0
ext	ext	fallback-English	0
extended	extended	fallback-English	0
f	f	fallback-English	0
family	family	fallback-English	0
fat	fat	fallback-English	0
fatal	fatal	fallback-English	0
fatbuf	fatbuf	fallback-English	0
fatbuffer	fatbuffer	fallback-English	0
fault	fault	fallback-English	0
fb	fb	fallback-English	0
fcntl	fcntl	fallback-English	0
fd	מזהה	gettext	5
fds	fds	fallback-English	0
field	field	fallback-English	0
file	קובץ	gettext	114
filename	שםהקובץ	gettext	8
files	קבצים	gettext	2
filesz	filesz	fallback-English	0
fill	fill	fallback-English	0
find	חיפוש	gettext	20
first	first	fallback-English	0
fl	fl	fallback-English	0
flag	דגל	gettext	1
flags	דגלים	gettext	6
floating	צף	gettext	1
flush	flush	fallback-English	0
fn	fn	fallback-English	0
focus	מיקוד	gettext	1
focussable	focussable	fallback-English	0
foo	foo	fallback-English	0
for	for	fallback-English	0
forced	forced	fallback-English	0
fork	fork	fallback-English	0
found	found	fallback-English	0
fp	fp	fallback-English	0
fpu	fpu	fallback-English	0
frame	frame	fallback-English	0
free	פנוי	gettext	8
frequency	frequency	fallback-English	0
from	from	fallback-English	0
front	קדמי	gettext	1
fs	fs	fallback-English	0
fstat	fstat	fallback-English	0
fsync	fsync	fallback-English	0
fuction	fuction	fallback-English	0
full	מלא	gettext	6
func	func	fallback-English	0
function	פונקציה	gettext	7
functions	פונקציות	gettext	6
fxrstor	fxrstor	fallback-English	0
fxsave	fxsave	fallback-English	0
g	g	fallback-English	0
gate	gate	fallback-English	0
gateway	gateway	fallback-English	0
gb	gb	fallback-English	0
gdt	gdt	fallback-English	0
get	get	fallback-English	0
getcwd	getcwd	fallback-English	0
getegid	getegid	fallback-English	0
geteuid	geteuid	fallback-English	0
getgid	getgid	fallback-English	0
getpid	getpid	fallback-English	0
getppid	getppid	fallback-English	0
getuid	getuid	fallback-English	0
gid	gid	fallback-English	0
global	גלובלי	gettext	1
got	got	fallback-English	0
gpf	gpf	fallback-English	0
gran	gran	fallback-English	0
graphics	גרפיקה	gettext	5
grub	grub	fallback-English	0
gs	gs	fallback-English	0
h	h	fallback-English	0
halt	halt	fallback-English	0
handle	ידית	gettext	1
handler	handler	fallback-English	0
handlers	handlers	fallback-English	0
hardware	חומרה	gettext	4
has	has	fallback-English	0
hd	hd	fallback-English	0
head	head	fallback-English	0
header	header	fallback-English	0
headertype	headertype	fallback-English	0
heap	heap	fallback-English	0
height	height	fallback-English	0
helper	helper	fallback-English	0
hex	הקסדצימלי	gettext	1
hex출력	hex출력	fallback-English	0
hi	hi	fallback-English	0
hidden	נסתר	gettext	1
high	גבוהה	gettext	2
hop	hop	fallback-English	0
i	i	fallback-English	0
icmp	icmp	fallback-English	0
icmp콘솔	icmp콘솔	fallback-English	0
id	מזהה	gettext	6
ident	ident	fallback-English	0
identify	identify	fallback-English	0
idt	idt	fallback-English	0
idx	idx	fallback-English	0
ifchr	ifchr	fallback-English	0
ifdir	ifdir	fallback-English	0
ifmt	ifmt	fallback-English	0
ifreg	ifreg	fallback-English	0
ifsock	ifsock	fallback-English	0
in	נכנס	gettext	2
increment	increment	fallback-English	0
index	מפתח	gettext	1
inet	inet	fallback-English	0
info	מידע	gettext	1
init	init	fallback-English	0
initial	initial	fallback-English	0
initialization	initialization	fallback-English	0
initialize	initialize	fallback-English	0
ino	ino	fallback-English	0
inode	inode	fallback-English	0
input	קלט	gettext	5
install	התקנה	gettext	4
int	int	fallback-English	0
interconnect	interconnect	fallback-English	0
interface	ממשק	gettext	1
internet	אינטרנט	gettext	4
internetprotocol	internetprotocol	fallback-English	0
interrupt	פסק	gettext	1
interrupts	interrupts	fallback-English	0
invalid	לאתקני	gettext	1
io	io	fallback-English	0
iomap	iomap	fallback-English	0
ip	ip	fallback-English	0
ipci	ipci	fallback-English	0
ipmessage	ipmessage	fallback-English	0
ipv	ipv	fallback-English	0
ip콘솔	ip콘솔	fallback-English	0
iret	iret	fallback-English	0
is	is	fallback-English	0
ist	ist	fallback-English	0
j	j	fallback-English	0
jmp	jmp	fallback-English	0
jump	jump	fallback-English	0
k	k	fallback-English	0
kb	kb	fallback-English	0
kcs	kcs	fallback-English	0
kds	kds	fallback-English	0
kernel	kernel	fallback-English	0
key	מפתח	gettext	1
keyboard	מקלדת	gettext	10
kgs	kgs	fallback-English	0
kind	סוג	gettext	5
k핵심	k핵심	fallback-English	0
l	l	fallback-English	0
label	תווית	gettext	12
last	אחרון	gettext	1
lba	lba	fallback-English	0
ldt	ldt	fallback-English	0
left	שמאל	gettext	13
len	len	fallback-English	0
length	אורך	gettext	2
lengths	lengths	fallback-English	0
level	level	fallback-English	0
lib	lib	fallback-English	0
lidt	lidt	fallback-English	0
lidtaddr	lidtaddr	fallback-English	0
limit	limit	fallback-English	0
line	שורה	gettext	11
link	קישור	gettext	16
linked	linked	fallback-English	0
linker	linker	fallback-English	0
list	רשימה	gettext	10
listen	listen	fallback-English	0
listening	listening	fallback-English	0
live	live	fallback-English	0
load	עומס	gettext	3
loader	loader	fallback-English	0
local	מקומי	gettext	2
log	יומן	gettext	1
logical	logical	fallback-English	0
loop	loop	fallback-English	0
low	נמוך	gettext	6
lseek	lseek	fallback-English	0
lstat	lstat	fallback-English	0
m	מטרים	gettext	1
mac	mac	fallback-English	0
machine	machine	fallback-English	0
magicnumber	magicnumber	fallback-English	0
main	ראשי	curated-seed	1
make	make	fallback-English	0
malloc	malloc	fallback-English	0
manager	manager	fallback-English	0
map	map	fallback-English	0
mask	סינון	gettext	5
master	master	fallback-English	0
matches	matches	fallback-English	0
max	מקסימום	gettext	1
maximum	מרבי	gettext	1
mb	מיליבר	gettext	2
mbr	mbr	fallback-English	0
media	מדיה	gettext	5
mem	mem	fallback-English	0
memory	זיכרון	gettext	10
memorymananger	memorymananger	fallback-English	0
memorytest	memorytest	fallback-English	0
memsz	memsz	fallback-English	0
mesg	mesg	fallback-English	0
message	הודעה	gettext	8
mics	mics	fallback-English	0
mid	mid	fallback-English	0
minimum	מזערי	gettext	1
mode	מצב	gettext	9
model	דגם	gettext	3
mouse	עכבר	gettext	10
mousemove	mousemove	fallback-English	0
move	הזז	gettext	5
msdospart	msdospart	fallback-English	0
msg	msg	fallback-English	0
mtime	mtime	fallback-English	0
multi	multi	fallback-English	0
multiboot	multiboot	fallback-English	0
multitasking	multitasking	fallback-English	0
my	my	fallback-English	0
myfunction	myfunction	fallback-English	0
m긴급로그	m긴급로그	fallback-English	0
m긴급로그문자열	m긴급로그문자열	fallback-English	0
m직렬로그초기화	m직렬로그초기화	fallback-English	0
m출력	m출력	fallback-English	0
m테스트	m테스트	fallback-English	0
n	ל	gettext	1
name	שם	gettext	51
namesz	namesz	fallback-English	0
net	net	fallback-English	0
network	רשת	gettext	42
new	חדש	gettext	17
next	הבא	gettext	19
nibble	nibble	fallback-English	0
nlink	nlink	fallback-English	0
nmi	ננומטר	gettext	1
node	צומת	gettext	1
nodename	nodename	fallback-English	0
noexec	noexec	fallback-English	0
none	ללא	gettext	42
normal	רגיל	gettext	18
norw	norw	fallback-English	0
not	not	fallback-English	0
note	פתקית	gettext	1
nsec	nsec	fallback-English	0
num	num	fallback-English	0
number	מספר	gettext	1
o	o	fallback-English	0
of	מתוך	gettext	5
offset	offset	fallback-English	0
ok	אישור	gettext	18
old	old	fallback-English	0
on	פעיל	gettext	1
only	only	fallback-English	0
opcode	opcode	fallback-English	0
open	פתח	gettext	37
oper	oper	fallback-English	0
operation	operation	fallback-English	0
options	אפשרויות	gettext	25
order	order	fallback-English	0
org	org	fallback-English	0
other	אחר	gettext	16
out	יוצא	gettext	2
output	פלט	gettext	8
overflow	overflow	fallback-English	0
p	p	fallback-English	0
packet	packet	fallback-English	0
packets	מנותנתונים	gettext	1
paddr	paddr	fallback-English	0
page	עמוד	gettext	3
pages	pages	fallback-English	0
paging	paging	fallback-English	0
param	param	fallback-English	0
parameter	parameter	fallback-English	0
params	ארגומרנטים	gettext	5
parent	parent	fallback-English	0
parse	parse	fallback-English	0
part	part	fallback-English	0
partition	partition	fallback-English	0
partitions	partitions	fallback-English	0
path	נתיב	gettext	3
pause	השהייה	gettext	5
payload	payload	fallback-English	0
pci	pci	fallback-English	0
pde	pde	fallback-English	0
pdelen	pdelen	fallback-English	0
peer	peer	fallback-English	0
pending	pending	fallback-English	0
per	per	fallback-English	0
peripheral	peripheral	fallback-English	0
phentsize	phentsize	fallback-English	0
phnum	phnum	fallback-English	0
phoff	phoff	fallback-English	0
phy	phy	fallback-English	0
phyaddr	phyaddr	fallback-English	0
phymem	phymem	fallback-English	0
phys	phys	fallback-English	0
physical	physical	fallback-English	0
pic	pic	fallback-English	0
pid	מזההתהליך	gettext	5
pit	pit	fallback-English	0
pixel	pixel	fallback-English	0
point	point	fallback-English	0
pointer	סמן	gettext	1
pointers	pointers	fallback-English	0
poll	poll	fallback-English	0
port	שער	gettext	1
portnumber	portnumber	fallback-English	0
pos	pos	fallback-English	0
position	מיקום	gettext	12
posix	posix	fallback-English	0
prefetch	prefetch	fallback-English	0
prefetchable	prefetchable	fallback-English	0
present	נוכח	gettext	1
prev	prev	fallback-English	0
primary	primary	fallback-English	0
print	הדפסה	gettext	8
printf	printf	fallback-English	0
println	println	fallback-English	0
printreg	printreg	fallback-English	0
priv	priv	fallback-English	0
private	פרטי	gettext	1
privilege	privilege	fallback-English	0
proc	proc	fallback-English	0
process	תהליך	gettext	5
processes	תהליכים	gettext	5
processing	processing	fallback-English	0
program	תכנית	gettext	6
programmable	programmable	fallback-English	0
protocol	protocol	fallback-English	0
provided	provided	fallback-English	0
provider	provider	fallback-English	0
ps	ps	fallback-English	0
pt	pt	fallback-English	0
pte	pte	fallback-English	0
ptr	ptr	fallback-English	0
push	push	fallback-English	0
put	put	fallback-English	0
pv	pv	fallback-English	0
queue	queue	fallback-English	0
r	ק	gettext	5
range	range	fallback-English	0
raw	raw	fallback-English	0
rdev	rdev	fallback-English	0
read	קריאה	gettext	10
ready	מוכן	gettext	3
receive	receive	fallback-English	0
received	התקבלו	gettext	1
receiver	receiver	fallback-English	0
receviced	receviced	fallback-English	0
record	record	fallback-English	0
rectangle	rectangle	fallback-English	0
recv	recv	fallback-English	0
ref	ref	fallback-English	0
refs	refs	fallback-English	0
reg	reg	fallback-English	0
region	region	fallback-English	0
register	register	fallback-English	0
registeroffset	registeroffset	fallback-English	0
registers	registers	fallback-English	0
regs	regs	fallback-English	0
regtype	regtype	fallback-English	0
rel	rel	fallback-English	0
rela	rela	fallback-English	0
release	release	fallback-English	0
released	released	fallback-English	0
reload	טעןמחדש	gettext	15
relocation	relocation	fallback-English	0
remaining	remaining	fallback-English	0
remote	מרוחק	gettext	10
remove	הסר	gettext	24
reply	reply	fallback-English	0
request	request	fallback-English	0
requested	requested	fallback-English	0
reserved	reserved	fallback-English	0
reset	אפס	gettext	18
resolve	resolve	fallback-English	0
restore	שחזור	gettext	10
result	result	fallback-English	0
ret	ret	fallback-English	0
revision	revision	fallback-English	0
rgb	rgb	fallback-English	0
right	ימין	gettext	19
root	שורש	gettext	6
round	עיגול	gettext	1
route	route	fallback-English	0
rs	rs	fallback-English	0
rt	rt	fallback-English	0
run	הפעלה	gettext	7
runnable	runnable	fallback-English	0
rx	rx	fallback-English	0
s	s	fallback-English	0
saved	saved	fallback-English	0
sc	sc	fallback-English	0
scan	סרוק	gettext	1
scancode	scancode	fallback-English	0
sche	sche	fallback-English	0
schedule	schedule	fallback-English	0
scheduler	scheduler	fallback-English	0
screen	מסך	gettext	1
secondary	secondary	fallback-English	0
sect	sect	fallback-English	0
section	section	fallback-English	0
sector	sector	fallback-English	0
sectors	sectors	fallback-English	0
seek	seek	fallback-English	0
seg	seg	fallback-English	0
segment	segment	fallback-English	0
segments	segments	fallback-English	0
select	בחר	gettext	5
selector	selector	fallback-English	0
self	self	fallback-English	0
send	שלח	gettext	1
sequencer	sequencer	fallback-English	0
serial	סידורי	gettext	1
set	קבע	gettext	1
setup	setup	fallback-English	0
sh	sh	fallback-English	0
shared	shared	fallback-English	0
shentsize	shentsize	fallback-English	0
shift	shift	fallback-English	0
shndx	shndx	fallback-English	0
shnum	shnum	fallback-English	0
shoff	shoff	fallback-English	0
shstrndx	shstrndx	fallback-English	0
signature	signature	fallback-English	0
simd	simd	fallback-English	0
size	גודל	gettext	34
sl	sl	fallback-English	0
slave	slave	fallback-English	0
sock	sock	fallback-English	0
socket	שקע	gettext	1
socketcall	socketcall	fallback-English	0
sockets	sockets	fallback-English	0
soft	soft	fallback-English	0
software	תוכנה	gettext	5
source	מקור	gettext	11
space	רווח	gettext	1
spawn	spawn	fallback-English	0
src	src	fallback-English	0
srcptr	srcptr	fallback-English	0
ss	ss	fallback-English	0
st	st	fallback-English	0
stack	stack	fallback-English	0
stackbottom	stackbottom	fallback-English	0
stacktop	stacktop	fallback-English	0
start	התחלה	gettext	11
started	התחיל	gettext	5
starting	starting	fallback-English	0
stat	stat	fallback-English	0
state	מצב	gettext	4
status	מצב	gettext	17
stderr	stderr	fallback-English	0
stdin	stdin	fallback-English	0
stdout	stdout	fallback-English	0
stop	עצור	gettext	19
stopped	מופסק	gettext	5
str	str	fallback-English	0
string	מחרוזת	gettext	12
strtab	strtab	fallback-English	0
subclass	subclass	fallback-English	0
subnet	subnet	fallback-English	0
support	תמיכה	gettext	1
swap	תחלופה	gettext	5
switch	switch	fallback-English	0
sym	sym	fallback-English	0
sync	sync	fallback-English	0
sys	sys	fallback-English	0
syscall	syscall	fallback-English	0
sysname	sysname	fallback-English	0
system	מערכת	gettext	18
systemcall	systemcall	fallback-English	0
t	t	fallback-English	0
table	table	fallback-English	0
tag	תג	gettext	6
tail	tail	fallback-English	0
tamd	tamd	fallback-English	0
tarp	tarp	fallback-English	0
task	משימה	gettext	1
tasking	tasking	fallback-English	0
tasks	משימות	gettext	2
tcow	tcow	fallback-English	0
tcpu	tcpu	fallback-English	0
technology	טכנולוגיה	gettext	2
temp	temp	fallback-English	0
temporary	temporary	fallback-English	0
tenth	tenth	fallback-English	0
terminated	terminated	fallback-English	0
test	בדיקה	gettext	2
text	טקסט	gettext	19
thr	thr	fallback-English	0
thread	thread	fallback-English	0
threads	threads	fallback-English	0
tick	tick	fallback-English	0
ticmp	ticmp	fallback-English	0
time	זמן	gettext	4
timer	timer	fallback-English	0
tip	tip	fallback-English	0
tls	tls	fallback-English	0
tmp	tmp	fallback-English	0
tmsdos	tmsdos	fallback-English	0
to	to	fallback-English	0
top	מלמעלה	gettext	6
tos	tos	fallback-English	0
total	total	fallback-English	0
track	track	fallback-English	0
trap	trap	fallback-English	0
truncate	קיצוץ	gettext	1
tss	tss	fallback-English	0
type	סוג	gettext	41
t공용서술자테이블	t공용서술자테이블	fallback-English	0
t작업관리자	t작업관리자	fallback-English	0
t조각설명자	t조각설명자	fallback-English	0
t콘솔	t콘솔	fallback-English	0
t함수	t함수	fallback-English	0
udesc	udesc	fallback-English	0
udp	udp	fallback-English	0
udp콘솔	udp콘솔	fallback-English	0
uid	uid	fallback-English	0
uint	uint	fallback-English	0
uintptr	uintptr	fallback-English	0
uname	uname	fallback-English	0
unhandle	unhandle	fallback-English	0
unhandled	unhandled	fallback-English	0
unit	unit	fallback-English	0
unset	לאנקבע	gettext	1
unused	לאבשימוש	gettext	1
up	מעלה	gettext	8
update	עדכון	gettext	9
usable	usable	fallback-English	0
use	use	fallback-English	0
used	בשימוש	gettext	12
user	משתמש	gettext	19
userhandler	userhandler	fallback-English	0
usermode	usermode	fallback-English	0
userproc	userproc	fallback-English	0
util	util	fallback-English	0
util콘솔	util콘솔	fallback-English	0
uts	uts	fallback-English	0
utsname	utsname	fallback-English	0
v	v	fallback-English	0
vaddr	vaddr	fallback-English	0
val	val	fallback-English	0
value	ערך	gettext	7
values	ערכים	gettext	1
vector	vector	fallback-English	0
vendor	יצרן	gettext	2
ver	ver	fallback-English	0
version	גרסה	gettext	1
vfs	vfs	fallback-English	0
vga	vga	fallback-English	0
video	וידאו	gettext	6
virt	virt	fallback-English	0
virtlen	virtlen	fallback-English	0
virtmem	virtmem	fallback-English	0
virtual	וירטואלי	gettext	1
volume	נפח	gettext	1
w	כ	gettext	5
wait	המתנה	gettext	1
waitpid	waitpid	fallback-English	0
wdata	wdata	fallback-English	0
when	when	fallback-English	0
whence	whence	fallback-English	0
widget	widget	fallback-English	0
width	width	fallback-English	0
word	מילים	gettext	5
writable	writable	fallback-English	0
write	כתיבה	gettext	10
writer	writer	fallback-English	0
x	ה	gettext	5
xy	xy	fallback-English	0
y	כ	gettext	1
zero	zero	fallback-English	0
값	값	fallback-English	0
공용서술자테이블	공용서술자테이블	fallback-English	0
기준	기준	fallback-English	0
기준주소	기준주소	fallback-English	0
낮은	낮은	fallback-English	0
넷카드콘솔	넷카드콘솔	fallback-English	0
높은	높은	fallback-English	0
단말기	단말기	fallback-English	0
마우스콘솔	마우스콘솔	fallback-English	0
매개값	매개값	fallback-English	0
매우높은	매우높은	fallback-English	0
멈추기	멈추기	fallback-English	0
목적	목적	fallback-English	0
유형	유형	fallback-English	0
이더넷콘솔	이더넷콘솔	fallback-English	0
인터럽트무시하기	인터럽트무시하기	fallback-English	0
인터럽트예외처리기	인터럽트예외처리기	fallback-English	0
인터럽트요청처리	인터럽트요청처리	fallback-English	0
인터럽트처리기	인터럽트처리기	fallback-English	0
임시	임시	fallback-English	0
자료	자료	fallback-English	0
자신	자신	fallback-English	0
작업관리자	작업관리자	fallback-English	0
작업콘솔	작업콘솔	fallback-English	0
조각설명자	조각설명자	fallback-English	0
출력	출력	fallback-English	0
콘솔	콘솔	fallback-English	0
크기	크기	fallback-English	0
키보드콘솔	키보드콘솔	fallback-English	0
표시들	표시들	fallback-English	0
한도	한도	fallback-English	0
