original	compiler	native	status
EADDRINUSE	Eaddrinuse	Eaddrinuse	existing-unreviewed
EAFNOSUPPORT	Eafnosupport	Eafnosupport	existing-unreviewed
EAGAIN	Eagain	Eagain	existing-unreviewed
EBADF	Ebadf	Ebadf	existing-unreviewed
EBUSY	Ebusy	Ebusy	existing-unreviewed
ECHILD	Echild	Echild	existing-unreviewed
EEXIST	Eexist	Eexist	existing-unreviewed
EFAULT	Efault	Efault	existing-unreviewed
EFBIG	Efbig	Efbig	existing-unreviewed
EINTR	Eintr	Eintr	existing-unreviewed
EINVAL	Einval	Einval	existing-unreviewed
EIO	Eio	Eio	existing-unreviewed
EISDIR	Eisdir	Eisdir	existing-unreviewed
EMFILE	Emfile	Emfile	existing-unreviewed
EMSGSIZE	Emsgsize	Emsgsize	existing-unreviewed
ENETUNREACH	Enetunreach	Enetunreach	existing-unreviewed
ENFILE	Enfile	Enfile	existing-unreviewed
ENODEV	Enodev	Enodev	existing-unreviewed
ENOENT	Enoent	Enoent	existing-unreviewed
ENOEXEC	Enoexec	Enoexec	existing-unreviewed
ENOMEM	Enomem	Enomem	existing-unreviewed
ENOSPC	Enospc	Enospc	existing-unreviewed
ENOSYS	Enosys	Enosys	existing-unreviewed
ENOTCONN	Enotconn	Enotconn	existing-unreviewed
ENOTDIR	Enotdir	Enotdir	existing-unreviewed
ENOTTY	Enotty	Enotty	existing-unreviewed
EOPNOTSUPP	Eopnotsupp	Eopnotsupp	existing-unreviewed
EPERM	Eperm	Eperm	existing-unreviewed
EPROTONOSUPPORT	Eprotonosupport	Eprotonosupport	existing-unreviewed
ERANGE	Erange	Erange	existing-unreviewed
EROFS	Erofs	Erofs	existing-unreviewed
ESPIPE	Espipe	Espipe	existing-unreviewed
ESRCH	Esrch	Esrch	existing-unreviewed
Eax	Eax	Eax	existing-unreviewed
Ebp	Ebp	Ebp	existing-unreviewed
Ebx	Ebx	Ebx	existing-unreviewed
Ecx	Ecx	Ecx	existing-unreviewed
Edi	Edi	Edi	existing-unreviewed
Edx	Edx	Edx	existing-unreviewed
Eflags	Eflags	Eflags	existing-unreviewed
Eip	Eip	Eip	existing-unreviewed
Elf	Elf	Elf	existing-unreviewed
Elf32Dyn	Elf32dyn	Elf32dyn	existing-unreviewed
Elf32Note	Elf32备忘	Elf32备忘	existing-unreviewed
Elf32Rel	Elf32rel	Elf32rel	existing-unreviewed
Elf32Rela	Elf32rela	Elf32rela	existing-unreviewed
Elf32Sym	Elf32sym	Elf32sym	existing-unreviewed
ElfHeader	Elf头部	Elf头部	existing-unreviewed
ElfProgramHeader	Elf程序头部	Elf程序头部	existing-unreviewed
ElfSectionHeader	Elf区段头部	Elf区段头部	existing-unreviewed
EnablePaging	E启用分页管理	E启用分页管理	existing-unreviewed
Enabled	E启用	E启用	existing-unreviewed
EntryNumber	E条目数字	E条目数字	existing-unreviewed
EqualBytes	E相同字节	E相同字节	existing-unreviewed
Es	Es	Es	existing-unreviewed
Esi	Esi	Esi	existing-unreviewed
Esp	Esp	Esp	existing-unreviewed
FPUBuffer	Fpubuffer	Fpubuffer	existing-unreviewed
FPUOffset	Fpu位移	Fpu位移	existing-unreviewed
Family	Family	Family	existing-unreviewed
FileName	F文件名称	F文件名称	existing-unreviewed
Fill	Fill	Fill	existing-unreviewed
FillRectangle	Fill矩形	Fill矩形	existing-unreviewed
First	First	First	existing-unreviewed
FirstFree	First空闲	First空闲	existing-unreviewed
FirstFreeSize	First空闲大小	First空闲大小	existing-unreviewed
Flags	F标志	F标志	existing-unreviewed
FloatingPointException	F浮动pointexception	F浮动pointexception	existing-unreviewed
Flush	Flush	Flush	existing-unreviewed
FlushTlsTable	Flushtls表格	Flushtls表格	existing-unreviewed
Focussable	Focussable	Focussable	existing-unreviewed
Free	F空闲	F空闲	existing-unreviewed
Fs	Fs	Fs	existing-unreviewed
GB	Gb	Gb	existing-unreviewed
GDT_ENTRIES	Gdt条目	Gdt条目	existing-unreviewed
GOT	Got	Got	existing-unreviewed
GPFException	Gpfexception	Gpfexception	existing-unreviewed
GatewayIP	Gatewayip	Gatewayip	existing-unreviewed
GdtAddressHigh	Gdtaddress高	Gdtaddress高	existing-unreviewed
GdtAddressLow	Gdtaddress低	Gdtaddress低	existing-unreviewed
GdtDescriptor	Gdtdescriptor	Gdtdescriptor	existing-unreviewed
GdtEntry	Gdt条目_2	Gdt条目_2	existing-unreviewed
GdtSize	Gdt大小	Gdt大小	existing-unreviewed
GetAt	Getat	Getat	existing-unreviewed
GetBackend	Getbackend	Getbackend	existing-unreviewed
GetBaseAddressRegister	Getbaseaddress寄存器	Getbaseaddress寄存器	existing-unreviewed
GetBitmaspSize	Getbitmasp大小	Getbitmasp大小	existing-unreviewed
GetBytesFromPtr	Get字节from指针	Get字节from指针	existing-unreviewed
GetCR0	Getcr0	Getcr0	existing-unreviewed
GetCR2	Getcr2	Getcr2	existing-unreviewed
GetCR3	Getcr3	Getcr3	existing-unreviewed
GetCR4	Getcr4	Getcr4	existing-unreviewed
GetColorIndex	Get颜色索引	Get颜色索引	existing-unreviewed
GetDeviceDescriptor	Get设备descriptor	Get设备descriptor	existing-unreviewed
GetDriver	Get驱动程序	Get驱动程序	existing-unreviewed
GetESP0	Getesp0	Getesp0	existing-unreviewed
GetEntry	Get条目	Get条目	existing-unreviewed
GetFileSize	Get文件大小	Get文件大小	existing-unreviewed
GetFocus	Get焦点	Get焦点	existing-unreviewed
GetFrameBufferSegment	Get帧buffersegment	Get帧buffersegment	existing-unreviewed
GetFuncPtrFromPtr	Getfunc指针from指针	Getfunc指针from指针	existing-unreviewed
GetFunctionName	Get函数名称	Get函数名称	existing-unreviewed
GetHandler	Gethandler	Gethandler	existing-unreviewed
GetIPAddress	Getipaddress	Getipaddress	existing-unreviewed
GetMACAddress	Getmacaddress	Getmacaddress	existing-unreviewed
GetMACFromCache	Getmacfromcache	Getmacfromcache	existing-unreviewed
GetNextReadyThread	Get下一个就绪线程	Get下一个就绪线程	existing-unreviewed
GetNodeAt	Get节点at	Get节点at	existing-unreviewed
GetProvider	Providerget	Providerget	existing-unreviewed
GetSS0	Getss0	Getss0	existing-unreviewed
GetStr	Getstr	Getstr	existing-unreviewed
GetUint32ArrayFromPtr	Getunsignedinteger32数组from指针	Getunsignedinteger32数组from指针	existing-unreviewed
GetUintptrArrayFromPtr	Getunsignedinteger指针数组from指针	Getunsignedinteger指针数组from指针	existing-unreviewed
GetValue	Get值	Get值	existing-unreviewed
GetValueInPageDir	Get值进页目录	Get值进页目录	existing-unreviewed
Gid	Gid	Gid	existing-unreviewed
Gs	Gs	Gs	existing-unreviewed
HandleException	H控制器exception	H控制器exception	existing-unreviewed
HandleFatalInterruptFrame	H控制器fatal中断帧	H控制器fatal中断帧	existing-unreviewed
HandleInterrupt	H控制器中断	H控制器中断	existing-unreviewed
HandleInterrupt1	H控制器中断1	H控制器中断1	existing-unreviewed
HandleUserDatagramProtocolMessage	H控制器用户datagramprotocol消息	H控制器用户datagramprotocol消息	existing-unreviewed
IDT_DESC_PRESENT	Idtdescriptor当前电池	Idtdescriptor当前电池	existing-unreviewed
IDT_INTERRUPT_GATE	Idt中断入口	Idt中断入口	existing-unreviewed
IDriver	I驱动程序	I驱动程序	existing-unreviewed
IEtherFrameHandler	I以太网帧handler	I以太网帧handler	existing-unreviewed
IInternetProtocolHandler	I互联网protocolhandler	I互联网protocolhandler	existing-unreviewed
IInterruptHandler	I中断handler	I中断handler	existing-unreviewed
IKeyboardEventHandler	I键盘事件handler	I键盘事件handler	existing-unreviewed
IMouseEventHandler	I鼠标事件handler	I鼠标事件handler	existing-unreviewed
IPCIControllerHandler	Ipci控制器handler	Ipci控制器handler	existing-unreviewed
IPCache	Ipcache	Ipcache	existing-unreviewed
IP_BE	Ip网络字节order	Ip网络字节order	existing-unreviewed
IRawDataHandler	IRaw数据handler	IRaw数据handler	existing-unreviewed
ITimerEventHandler	I定时器事件handler	I定时器事件handler	existing-unreviewed
IUserDatagramProtocolHandler	I用户datagramprotocolhandler	I用户datagramprotocolhandler	existing-unreviewed
IUserDatagramProtocolSocket	I用户datagramprotocol套接字	I用户datagramprotocol套接字	existing-unreviewed
IWidget	I界面元素	I界面元素	existing-unreviewed
Identify	Identify	Identify	existing-unreviewed
Increment	Increment	Increment	existing-unreviewed
IndexOf	I索引of	I索引of	existing-unreviewed
Init	Init	Init	existing-unreviewed
InitDriver	Init驱动程序	Init驱动程序	existing-unreviewed
InitialThreadUserJump	Initial线程用户jump	Initial线程用户jump	existing-unreviewed
Ino	Ino	Ino	existing-unreviewed
Install	I安装	I安装	existing-unreviewed
Interrupt	I中断	I中断	existing-unreviewed
InterruptActive	I中断活跃	I中断活跃	existing-unreviewed
InterruptDeactive	I中断deactive	I中断deactive	existing-unreviewed
InterruptManager	I中断管理器	I中断管理器	existing-unreviewed
InterruptNumber	I中断数字	I中断数字	existing-unreviewed
InvalidOpcode	I无效opcode	I无效opcode	existing-unreviewed
InvalidTSS	I无效tss	I无效tss	existing-unreviewed
IsKernel	Is内核	Is内核	existing-unreviewed
IsPresent	Is当前电池	Is当前电池	existing-unreviewed
IsUserSpace	Is用户空格	Is用户空格	existing-unreviewed
KB	Kb	Kb	existing-unreviewed
KCS_INDEX	Kcs索引	Kcs索引	existing-unreviewed
KCS_SELECTOR	Kcsselector	Kcsselector	existing-unreviewed
KDS_INDEX	Kds索引	Kds索引	existing-unreviewed
KDS_SELECTOR	Kdsselector	Kdsselector	existing-unreviewed
KERNEL_HEAP_START	K内核heap开始	K内核heap开始	existing-unreviewed
KERNEL_VIRT_ADDR	K内核virtaddress	K内核virtaddress	existing-unreviewed
KGS_INDEX	Kgs索引	Kgs索引	existing-unreviewed
KGS_SELECTOR	Kgsselector	Kgsselector	existing-unreviewed
K핵심	KKernelEntry	KKernelEntry	compatibility
LIDT	Lidt	Lidt	existing-unreviewed
Last	L最近	L最近	existing-unreviewed
Len	Len	Len	compatibility
Limit	L限定	L限定	existing-unreviewed
Link	L链接	L链接	existing-unreviewed
LinkMap	L链接映射	L链接映射	existing-unreviewed
LinkedList	Linked列表	Linked列表	existing-unreviewed
Listen	Listen	Listen	existing-unreviewed
LoadElf	L加载elf	L加载elf	existing-unreviewed
MAC	Mac	Mac	existing-unreviewed
MAC0	Mac0	Mac0	existing-unreviewed
MAC1	Mac1	Mac1	existing-unreviewed
MAC2	Mac2	Mac2	existing-unreviewed
MAC3	Mac3	Mac3	existing-unreviewed
MAC4	Mac4	Mac4	existing-unreviewed
MAC5	Mac5	Mac5	existing-unreviewed
MACAddress0Port	Macaddress0端口	Macaddress0端口	existing-unreviewed
MACAddress2Port	Macaddress2端口	Macaddress2端口	existing-unreviewed
MACAddress4Port	Macaddress4端口	Macaddress4端口	existing-unreviewed
MACCache	Maccache	Maccache	existing-unreviewed
MAX_QUEUE_SIZE	M最大值队列大小	M最大值队列大小	existing-unreviewed
MB	M毫巴	M毫巴	existing-unreviewed
MBR	Mbr	Mbr	existing-unreviewed
MHex출력	MHexadecimal打印	MHexadecimal打印	existing-unreviewed
MHex출력XY	MHexadecimal打印xy	MHexadecimal打印xy	existing-unreviewed
MUint16출력	MUnsignedinteger16打印	MUnsignedinteger16打印	existing-unreviewed
MUint16출력XY	MUnsignedinteger16打印xy	MUnsignedinteger16打印xy	existing-unreviewed
MUint32출력	MUnsignedinteger32打印	MUnsignedinteger32打印	existing-unreviewed
MUint32출력XY	MUnsignedinteger32打印xy	MUnsignedinteger32打印xy	existing-unreviewed
MUint64출력	MUnsignedinteger64打印	MUnsignedinteger64打印	existing-unreviewed
MUint64출력XY	MUnsignedinteger64打印xy	MUnsignedinteger64打印xy	existing-unreviewed
Machine	Machine	Machine	existing-unreviewed
MachineCheck	Machinecheck	Machinecheck	existing-unreviewed
MakeRangePrivateWritable	Make范围专用writable	Make范围专用writable	existing-unreviewed
Malloc	M分配内存	M分配内存	existing-unreviewed
MemCmp	Mem位取反	Mem位取反	existing-unreviewed
MemCpy	Mem复制	Mem复制	existing-unreviewed
MemMove	Mem移动	Mem移动	existing-unreviewed
MemSet	Mem集合	Mem集合	existing-unreviewed
MemoryOper	M内存oper	M内存oper	existing-unreviewed
Mode	M模式	M模式	existing-unreviewed
ModelToScreen	M设置局部坐标	M设置局部坐标	existing-unreviewed
Mtime	Mtime	Mtime	existing-unreviewed
MtimeNsec	Mtimensec	Mtimensec	existing-unreviewed
MyHandleInterrupt	My控制器中断	My控制器中断	existing-unreviewed
MyTest	My测试	My测试	existing-unreviewed
M긴급로그Hex8	MEmergency日志hexadecimal8	MEmergency日志hexadecimal8	existing-unreviewed
M긴급로그Uint32	MEmergency日志unsignedinteger32	MEmergency日志unsignedinteger32	existing-unreviewed
M긴급로그문자열	MEmergency日志字符串	MEmergency日志字符串	existing-unreviewed
M직렬로그초기화	M串行日志init	M串行日志init	existing-unreviewed
M출력	M打印	M打印	existing-unreviewed
M출력BytesXY	M打印字节xy	M打印字节xy	existing-unreviewed
M출력Hex	M打印hexadecimal	M打印hexadecimal	existing-unreviewed
M출력Uint16	M打印unsignedinteger16	M打印unsignedinteger16	existing-unreviewed
M출력Uint32	M打印unsignedinteger32	M打印unsignedinteger32	existing-unreviewed
M출력XY	M打印xy	M打印xy	existing-unreviewed
M테스트	M테스트	M테스트	existing-unreviewed
NMI	Nmi	Nmi	existing-unreviewed
New	N新建	N新建	existing-unreviewed
NewInterruptHandler	N新建中断handler	N新建中断handler	existing-unreviewed
Next	N下一个	N下一个	existing-unreviewed
Nlink	Nlink	Nlink	existing-unreviewed
Node	T链表节点	T链表节点	existing-unreviewed
Nodename	Nodename	Nodename	existing-unreviewed
OnEtherFrameReceived	O以太网帧receivewhen	O以太网帧receivewhen	existing-unreviewed
OnGetDriver	O时get驱动程序	O时get驱动程序	existing-unreviewed
OnInternetProtocolReceived	O互联网protocolreceivewhen	O互联网protocolreceivewhen	existing-unreviewed
OnKeyDown	O时关键下	O时关键下	existing-unreviewed
OnKeyUp	O时关键向上	O时关键向上	existing-unreviewed
OnMouseDown	O时鼠标下	O时鼠标下	existing-unreviewed
OnMouseMove	O时鼠标移动	O时鼠标移动	existing-unreviewed
OnMouseUp	O时鼠标向上	O时鼠标向上	existing-unreviewed
OnRawDataReceived	O时raw数据receive	O时raw数据receive	existing-unreviewed
OnTick	O时tick	O时tick	existing-unreviewed
Overflow	Overflow	Overflow	existing-unreviewed
P1LinkMap	P值1链接映射	P值1链接映射	existing-unreviewed
P2LinkMap	P值2链接映射	P值2链接映射	existing-unreviewed
P3LinkMap	P值3链接映射	P值3链接映射	existing-unreviewed
PAGE_COW	P页cow	P页cow	existing-unreviewed
PAGE_FRAME	P页帧	P页帧	existing-unreviewed
PAGE_PRESENT	P页当前电池	P页当前电池	existing-unreviewed
PAGE_USER	P页用户	P页用户	existing-unreviewed
PAGE_WRITABLE	P页writable	P页writable	existing-unreviewed
PAUSE_LOOP	P暂停loop	P暂停loop	existing-unreviewed
PICMasterCommandPort	Primarypic命令输入输出端口	Primarypic命令输入输出端口	existing-unreviewed
PICMasterDataPort	Primarypic数据输入输出端口	Primarypic数据输入输出端口	existing-unreviewed
PICSlaveCommandPort	Secondarypic命令输入输出端口	Secondarypic命令输入输出端口	existing-unreviewed
PICSlaveDataPort	Secondarypic数据输入输出端口	Secondarypic数据输入输出端口	existing-unreviewed
PRESENT	P当前电池	P当前电池	existing-unreviewed
PRIV_KERNEL	Priv内核	Priv内核	existing-unreviewed
PRIV_USER	Priv用户	Priv用户	existing-unreviewed
PROC_USER_HEAP_SIZE	Proc用户heap大小	Proc用户heap大小	existing-unreviewed
PageDirEntry	P页目录条目	P页目录条目	existing-unreviewed
PageDirectoryEntry	P页目录条目_2	P页目录条目_2	existing-unreviewed
PageFault	P页故障	P页故障	existing-unreviewed
PageFaultException	P页故障exception	P页故障exception	existing-unreviewed
PageRoundDown	P页舍入下	P页舍入下	existing-unreviewed
PageRoundUp	P页舍入向上	P页舍入向上	existing-unreviewed
PageTableEntry	P页表格条目	P页表格条目	existing-unreviewed
Paging	P分页管理	P分页管理	existing-unreviewed
ParentPid	Parent进程号	Parent进程号	existing-unreviewed
Parse	Parse	Parse	existing-unreviewed
Partition_id	P分区id	P分区id	existing-unreviewed
PhyMemTest	Phymem测试	Phymem测试	existing-unreviewed
PhysicalMemoryManager	P物理内存管理器	P物理内存管理器	existing-unreviewed
Pid	P进程号	P进程号	existing-unreviewed
Port	P端口	P端口	existing-unreviewed
PortBase	P端口base	P端口base	existing-unreviewed
PortInByte	P端口进字节	P端口进字节	existing-unreviewed
PortInDword	P端口进dword	P端口进dword	existing-unreviewed
PortInWord	P端口进字	P端口进字	existing-unreviewed
PortOutByte	P端口出字节	P端口出字节	existing-unreviewed
PortOutDword	P端口出dword	P端口出dword	existing-unreviewed
PortOutWord	P端口出字	P端口出字	existing-unreviewed
PortReadByte	P端口读取字节	P端口读取字节	existing-unreviewed
PortReadDword	P端口读取dword	P端口读取dword	existing-unreviewed
PortReadWord	P端口读取字	P端口读取字	existing-unreviewed
PortWriteByte	P端口写入字节	P端口写入字节	existing-unreviewed
PortWriteDword	P端口写入dword	P端口写入dword	existing-unreviewed
PortWriteWord	P端口写入字	P端口写入字	existing-unreviewed
Prev	Previous	Previous	existing-unreviewed
PrevTSS	Previoustss	Previoustss	existing-unreviewed
PrimaryPartition	Primary分区	Primary分区	existing-unreviewed
Print	P打印	P打印	existing-unreviewed
PrintBytes	P打印字节	P打印字节	existing-unreviewed
PrintStr	P打印str	P打印str	existing-unreviewed
PrintTLS	P打印tls	P打印tls	existing-unreviewed
PrintTest	P打印测试	P打印测试	existing-unreviewed
Process	P进程	P进程	existing-unreviewed
ProcessHelper	P进程helper	P进程helper	existing-unreviewed
ProcessPendingKeyboardEvents	P进程待处理键盘事件集	P进程待处理键盘事件集	existing-unreviewed
ProcessPendingMouseEvents	P进程待处理鼠标事件集	P进程待处理鼠标事件集	existing-unreviewed
PushAt	M在指定位置插入	M在指定位置插入	existing-unreviewed
PushBack	M追加到表尾	M追加到表尾	existing-unreviewed
PushFront	M添加到表头	M添加到表头	existing-unreviewed
PutPixel	Putpixel	Putpixel	existing-unreviewed
PutPixelRGB	Putpixelrgb	Putpixelrgb	existing-unreviewed
QUEUE_START_ADDR	Q队列开始address	Q队列开始address	existing-unreviewed
Rdev	Rdev	Rdev	existing-unreviewed
Read	R读取	R读取	existing-unreviewed
Read28	R读取28	R读取28	existing-unreviewed
ReadFile	M读取文件	M读取文件	existing-unreviewed
ReadPartitions	R读取分区	R读取分区	existing-unreviewed
Ready	R就绪	R就绪	existing-unreviewed
Receive	Receive	Receive	existing-unreviewed
Ref	Reference	Reference	existing-unreviewed
Release	Release	Release	existing-unreviewed
ReloadCR3	R重新载入cr3	R重新载入cr3	existing-unreviewed
Remove	R删除	R删除	existing-unreviewed
RemoveAt	R删除at	R删除at	existing-unreviewed
RemoveThread	R删除线程	R删除线程	existing-unreviewed
RemoveThreadAt	R删除线程at	R删除线程at	existing-unreviewed
RequestMacAddress	Requestmacaddress	Requestmacaddress	existing-unreviewed
Reset	R重置	R重置	existing-unreviewed
Resolve	R解决	R解决	existing-unreviewed
ResolveCopyOnWriteFault	R解决复制时写入故障	R解决复制时写入故障	existing-unreviewed
SCHEDULER_FREQUENCY	S调度器频率	S调度器频率	existing-unreviewed
SEG_BIG_MODE	Segbig模式	Segbig模式	existing-unreviewed
SEG_EXEC	Seg执行	Seg执行	existing-unreviewed
SEG_GRAN_4K_PAGE	Seggran4k页	Seggran4k页	existing-unreviewed
SEG_GRAN_BYTE	Seggran字节	Seggran字节	existing-unreviewed
SEG_KERNEL_CODE	Seg内核code	Seg内核code	existing-unreviewed
SEG_KERNEL_DATA	Seg内核数据	Seg内核数据	existing-unreviewed
SEG_KERNEL_GS	Seg内核gs	Seg内核gs	existing-unreviewed
SEG_NOEXEC	Segnoexec	Segnoexec	existing-unreviewed
SEG_NORMAL	Seg正常	Seg正常	existing-unreviewed
SEG_NORW	Segnorw	Segnorw	existing-unreviewed
SEG_R	Segr	Segr	existing-unreviewed
SEG_SYSTEM	Seg系统	Seg系统	existing-unreviewed
SEG_TASK_STATE	Seg任务状态	Seg任务状态	existing-unreviewed
SEG_USER_CODE	Seg用户code	Seg用户code	existing-unreviewed
SEG_USER_DATA	Seg用户数据	Seg用户数据	existing-unreviewed
SEG_USER_GS	Seg用户gs	Seg用户gs	existing-unreviewed
SEG_W	Segw	Segw	existing-unreviewed
SIMDFloatingPointException	Simd浮动pointexception	Simd浮动pointexception	existing-unreviewed
SIZE	S大小	S大小	existing-unreviewed
SYS_ACCESS	Sys访问	Sys访问	existing-unreviewed
SYS_BRK	Sysbrk	Sysbrk	existing-unreviewed
SYS_CHDIR	Syschdir	Syschdir	existing-unreviewed
SYS_CLOSE	Sys关闭	Sys关闭	existing-unreviewed
SYS_CREAT	Syscreat	Syscreat	existing-unreviewed
SYS_DUP	Sysdup	Sysdup	existing-unreviewed
SYS_DUP2	Sysdup2	Sysdup2	existing-unreviewed
SYS_EXECVE	Sysexecve	Sysexecve	existing-unreviewed
SYS_EXIT	Sys退出	Sys退出	existing-unreviewed
SYS_FCNTL	Sysfcntl	Sysfcntl	existing-unreviewed
SYS_FORK	Sysfork	Sysfork	existing-unreviewed
SYS_FSTAT	Sysfstat	Sysfstat	existing-unreviewed
SYS_FSYNC	Sysfsync	Sysfsync	existing-unreviewed
SYS_GETCWD	Sysgetcwd	Sysgetcwd	existing-unreviewed
SYS_GETEGID	Sysgetegid	Sysgetegid	existing-unreviewed
SYS_GETEUID	Sysgeteuid	Sysgeteuid	existing-unreviewed
SYS_GETGID	Sysgetgid	Sysgetgid	existing-unreviewed
SYS_GETPID	Sysgetpid	Sysgetpid	existing-unreviewed
SYS_GETPPID	Sysgetppid	Sysgetppid	existing-unreviewed
SYS_GETUID	Sysgetuid	Sysgetuid	existing-unreviewed
SYS_LSEEK	Syslseek	Syslseek	existing-unreviewed
SYS_LSTAT	Syslstat	Syslstat	existing-unreviewed
SYS_OPEN	Sys打开	Sys打开	existing-unreviewed
SYS_READ	Sys读取	Sys读取	existing-unreviewed
SYS_RT_EXIT	Sysrt退出	Sysrt退出	existing-unreviewed
SYS_SOCKETCALL	Syssocketcall	Syssocketcall	existing-unreviewed
SYS_STAT	Sysstat	Sysstat	existing-unreviewed
SYS_SYNC	Syssync	Syssync	existing-unreviewed
SYS_UNAME	Sysuname	Sysuname	existing-unreviewed
SYS_WAITPID	Syswaitpid	Syswaitpid	existing-unreviewed
SYS_WRITE	Sys写入	Sys写入	existing-unreviewed
Schedule	Schedule	Schedule	existing-unreviewed
Scheduler	S调度器	S调度器	existing-unreviewed
SchedulerData	S调度器数据	S调度器数据	existing-unreviewed
SegmentNotPresent	Segmentnot当前电池	Segmentnot当前电池	existing-unreviewed
SelectDrivers	S选择驱动程序	S选择驱动程序	existing-unreviewed
Send	S发送	S发送	existing-unreviewed
SendEchoRequest	Echorequest发送	Echorequest发送	existing-unreviewed
SendFrame	S帧发送	S帧发送	existing-unreviewed
SerialInit	S串行init	S串行init	existing-unreviewed
SerialWriteByte	S串行写入字节	S串行写入字节	existing-unreviewed
SetBackend	S集合backend	S集合backend	existing-unreviewed
