원래경로	변환경로
userland/posix/Makefile	spazio_utente/posix/Makefile
userland/posix/TEST_RESULTS.md	spazio_utente/posix/TEST_RESULTS.md
userland/posix/include/arpa/inet.h	spazio_utente/posix/dichiarazioni/arpa/inet.h
userland/posix/include/engos/syscall.h	spazio_utente/posix/dichiarazioni/sys/syscall.h
userland/posix/include/errno.h	spazio_utente/posix/dichiarazioni/errno.h
userland/posix/include/fcntl.h	spazio_utente/posix/dichiarazioni/fcntl.h
userland/posix/include/netinet/in.h	spazio_utente/posix/dichiarazioni/netinet/in.h
userland/posix/include/stddef.h	spazio_utente/posix/dichiarazioni/stddef.h
userland/posix/include/stdint.h	spazio_utente/posix/dichiarazioni/stdint.h
userland/posix/include/sys/socket.h	spazio_utente/posix/dichiarazioni/sys/socket.h
userland/posix/include/sys/stat.h	spazio_utente/posix/dichiarazioni/sys/stat.h
userland/posix/include/sys/types.h	spazio_utente/posix/dichiarazioni/sys/types.h
userland/posix/include/sys/utsname.h	spazio_utente/posix/dichiarazioni/sys/utsname.h
userland/posix/include/sys/wait.h	spazio_utente/posix/dichiarazioni/sys/wait.h
userland/posix/include/unistd.h	spazio_utente/posix/dichiarazioni/unistd.h
userland/posix/linker.ld	spazio_utente/posix/disposizione_di_collegamento.ld
userland/posix/src/crt0.S	spazio_utente/posix/implementazione/avvio.S
userland/posix/src/errno.c	spazio_utente/posix/implementazione/numero_di_errore.c
userland/posix/src/fcntl.c	spazio_utente/posix/implementazione/controllo_file.c
userland/posix/src/socket.c	spazio_utente/posix/implementazione/socket.c
userland/posix/src/stat.c	spazio_utente/posix/implementazione/stato_file.c
userland/posix/src/syscall.S	spazio_utente/posix/implementazione/chiamata_di_sistema.S
userland/posix/src/unistd.c	spazio_utente/posix/implementazione/unistd.c
userland/posix/tests/compile.c	spazio_utente/posix/prove/compile.c
userland/posix/tests/exec_runtime.c	spazio_utente/posix/prove/exec_runtime.c
userland/posix/tests/exec_target.c	spazio_utente/posix/prove/exec_target.c
userland/posix/tests/fork_runtime.c	spazio_utente/posix/prove/fork_runtime.c
userland/posix/tests/heap_runtime.c	spazio_utente/posix/prove/heap_runtime.c
userland/posix/tests/runtime.c	spazio_utente/posix/prove/runtime.c
userland/posix/tests/socket_runtime.c	spazio_utente/posix/prove/socket_runtime.c
userland/posix/tests/stdin_runtime.c	spazio_utente/posix/prove/stdin_runtime.c
