edition	result	canonical_sha256	shell_elf_sha256	kernel_elf_sha256
CCK	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	f337f3adb8be97fcee239ddbf5d3a0f0b036b96a25db8b7b2478328df5f52750
CHE	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ec51a2c31ea86b44cf93142d8ac0cf73a11a64cc3b452719d130cc8b67fa741b	15e324cee24f9905a39984855f700ab33a27d62d0f3c969c39b0cfcf1c404450
CHL	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	28b5db698aaac8f648b49ae6603dfd4da3a61a7cba2d5e2fe906c6dc47f4b8ba
CHN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	18a91d736662c9d6a387541b8b5a92e3acf5b7a12fc481870524c21648ba7efc	3621e77741bc83ec8a4d4f9a79fc2a82a2f3d7d5ef465bba4122983b6c68790e
CHN/zh_Hans	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	18a91d736662c9d6a387541b8b5a92e3acf5b7a12fc481870524c21648ba7efc	bbe885bf26859faa2fbd73c3b41233f51f4b22d14497cfb06bafa6b1e57a794a
CHN/zh_Hant	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	c772038ff2f0fdafdf964ebceb3839c83812c4274e0eb4ddf3c57205b6a24e61	a4b352e6e4ae666f4ab90774ca4eee37f3fab4ce25a1c97b5e2e61f5249a7947
CIV	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	7281cbe662cfd508853e6465bce4585998b7305342e0489742d6067b8fea3bc4
CMR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	357fdf6de489a69f8dd845457a725484ef8164f0478595dcc7bb99d14f736a20
COD	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	5853646104697fa3bbd5fe9db6f9f0c6eaf36547578e57a85479e3e1b05d43b2
COG	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	14153cd521490ddf6ae9c3cbc257c31415c4e42bd4cc2fbbb1e4a0b38a42a754
COK	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	58787302d2c5b6f2d7aa51a25697b49b6acca67b03b95c86f0804485e8f9e79e
COL	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	3f1852b3cbfe2d7a43e578d2f66fcf9ef678e7232b4aadef33a8eceaa7abaa03
COM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	56ebbdc297dfdaf41be217cd3425d2f73cf8bb57aef2b717a4b6a4c20aa9e1f3
CPV	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	084bfe07e14669b89c2568b9ea7061392c6725164a7c8309d86189500b331dd9	ad05a5be25cd91fa6a72a4a418f83704f28a7f191a5ce0bdd81d36fc0900248d
CRI	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	2e6d3afc42c3fe90a85c51afd6182d208c0fc071e4870714c0203768e4dde37a
CUB	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	6880373a74dbd9455dbff92e0ad5cc0137075b56e83e1b368a0375e026b554a1
CUW	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	81f0b9fef6eb5a988af12e7d4b1f32a514331e9bece9dc74fe93dc2c60a1f392
CXR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	0e131b96b65df6032ba88cf8b72fdef4aded905233823d1deb80a89ba723417b
CYM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	70fedde6dc2eda45400f0fe78cf93a8a94309c92f6fcf4238b0e7e1c53fae2a7
CYP	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	faef682b736277e747240901adeee7a9449a39da3ed1939b7d109c410006fce0
CZE	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	6362f6cbfe8b0c9de639e04a4aaf65e9f45f4b8655862bc6c7ea328813bd42cd	c18f86d9fb1cdc5c18f55e5ba8f5aef97fb36507c04008acb3abfa3ccb86ebe8
DEU	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ec51a2c31ea86b44cf93142d8ac0cf73a11a64cc3b452719d130cc8b67fa741b	725f1712f95d72ec83a12873cc706f95576b283cdd0035a65ecd23b4718e9530
DJI	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	fdf156e37cce2d42e93bad4a1e5c712f0b09e79bf23e9600336e9c651b45c984
DMA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	2cbca60d20f30a8d282df5655b32d72af36074b4b9e18ab2d4dc4c50f5dc2c38
DNK	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	3929e5b1006f1e9826ebe01dbf1b7835757156c90d1883671b812fceee2c7b1f
DOM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	8ae043fa3bfc07961f82162d397ec30ab4e2c6a19c433d83d0d578b220dcafcf
DZA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	93f893b7b7e8ceaed9ea83ca63ed2863b885a75c61044d8a4ca9811eb89cc471
ECU	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	e4c97a8215f9976f6b4fc48c8e0299c9c6b5e6efd04e3350d5c9e618b7c5962c
EGY	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	5c36c28770d0a54f44dccc5a82ead2ee0ff3a5416e00fd7450148db9f46138fa
ERI	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	add70c35413a61288954bdd5488e18e97a7701e83c4738291a69c537a1fa902e
ESH	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	734b8cfd91b46a98333c4b3e8552e0c0dae3c7445424dd6b6f800f3d51fc35d3
ESP	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	5b0fd98132fe4fb8c6ac14647d6062f42c458b21faa3508276d2ef0ba35fe6cf
EST	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	f00f2e6f3c03fc01c03dac1dfd4022005dc3c79e54779f96fac8f2b315340626
ETH	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	7195a9faa6e3514076dabc3e3eb23e93ba286101fbc1b280d139cb5e1cd6e120
FIN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	659831c0fb1deedc2004cf6b1bd693acb169c649977d89ad63e864863cb06249	150fb6a411879ffc4138fd49541931bb7ccbf8aa55070f48bb744335f89ed2c4
FJI	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	3030482e0af33e4bd49ebdd828e9036ef1c108ff9c03af321b292ba3bb481a50
FLK	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	5ffc17b471ddcaa6ad203fd9b645a38ba1458bf5770238585f73a52ae791813a
FRA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	5a1c9a6e40733e0c9c0e3c26ca35a9c016a1216a65643cb51debefdc6a5dd640
FRO	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	d087b9cd7e09aa884bf4bd448011de747074280de36b448510b7d0c7af2e1d1a
FSM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	483c926286ed5753ef3cdd121f8360b4e2e585f3b02f2d4ddaae11ca77661c65
GAB	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	5c8939142db27a0852805cb651a0cb0638092eb80a52350dec75f6f52188d055
GBR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	cfca4db6436261e3e5052132e456a3514c89e1ce679ab1ca8f8e8d60a09766ad
GEO	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	1eb037cbdc8c98bb436e6ee5d1925d99f65da16a6272a7488ae07dce3bf29823
GGY	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	8fbd59b46934ac876c917fe25f2771d34520df6428980e826341e1c722f4104f
GHA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	cbe29e50ca3a66c997554d38e338d19239a95642434807e3c86ea09650c3c888
GIB	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	e97ffd3546767345e9959e3f1037fbaf5830938198d88a5d6a1fdd58a3669aa9
GIN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	f2f3e0136842607f2a37ceda47527c550eaa21434cd35bb3d52723fbe364bd8c
GLP	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	300224364d6f207c80f825ffb6daa431a272e007df692e0a82d2995962eeba46
GMB	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	a8090bb7acb49bcc36d204b8acf3307bdb6475286ca20c0c57734ca1a3d5b032
GNB	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	084bfe07e14669b89c2568b9ea7061392c6725164a7c8309d86189500b331dd9	d2c09030fb00e3320896cf44a27d434169d01c0f287aee2e741cc4f588cf6da5
GNQ	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	7d916d19c9456088dccaf7933e8d0fbdea6c292eba21ad46c6a5fbfbd7837a69
GRC	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	13bd4e6f5511d5f8e48c77f64e3cb064f89115baa5a304ea99b4103ff1324249
GRD	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	aba69dd46f90f18428a0f71b894173416dd0f482ab6b0f2b49dafdaf38afcfce
GRL	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	b17a69b5ec991f4a0b62b3bbfe6e353337d80b56e49400b242e5975b9c7cbb1b
GTM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	ac800c8d776a376b7ca5a4657cdd98c67e4fd113c2a6578826d3f2831bfdbc21
GUF	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	22869b491f476efde2d82ec78e5a74d8b505fc6c74afa864bc9feea51625ba90
GUM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	d6ed926b735a257dbafd7ec26ee30a902e5233c90ef49fd62ed491d00fbe9fef
GUY	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	c529856f33bfba069f6c44237614420486be602f767192f675b65ded00000151
HKG	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	076d02853ba40ff1eb51e4db22462d7328029d750799c49aad07575fed4e63e1	0f10cb1ce10ff444276f8632c983e24344214755abab7fb53223d5f39cbb5663
HKG/zh_Hans	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	1c45f81c2ea1a9929126b1868cb0389524c9bd5dbf1de54b16e2def9adff37a7	09a5de8fedaf821c6517156faef537436e3f21dca3887ce4301f0030d0f1e74a
