original	compiler	native	status
DescriptorType	DescriptorВрста	DescriptorВрста	existing-unreviewed
Destroy	Уништи	Уништи	existing-unreviewed
Dev	Уређај	Уређај	existing-unreviewed
DeviceHasFunctions	УређајХасФункције	УређајХасФункције	existing-unreviewed
DeviceNotAvailable	УређајnotRaspoloživo	УређајnotРасположиво	existing-unreviewed
Device_id	УређајIB	УређајИБ	existing-unreviewed
DisableInt	ИскључиЦелиброј	ИскључиЦелиброј	existing-unreviewed
Disconnect	Prekinivezu	Прекинивезу	existing-unreviewed
DivideByZero	Dividebyzero	Dividebyzero	existing-unreviewed
DoHandleInterrupt	DoРучкаОметање	DoРучкаОметање	existing-unreviewed
DoubleFault	Двострукоfault	Двострукоfault	existing-unreviewed
Draw	Draw	Draw	existing-unreviewed
DriverManager	Drivermanager	Drivermanager	existing-unreviewed
Ds	Ds	Ds	existing-unreviewed
Dynamic	Rastegǉivo	Растегљиво	existing-unreviewed
E2BIG	E2big	E2big	existing-unreviewed
EACCES	Eacces	Eacces	existing-unreviewed
EADDRINUSE	Eaddrinuse	Eaddrinuse	existing-unreviewed
EAFNOSUPPORT	Eafnosupport	Eafnosupport	existing-unreviewed
EAGAIN	Eagain	Eagain	existing-unreviewed
EBADF	Ebadf	Ebadf	existing-unreviewed
EBUSY	Ebusy	Ebusy	existing-unreviewed
ECHILD	Echild	Echild	existing-unreviewed
EEXIST	Eexist	Eexist	existing-unreviewed
EFAULT	Efault	Efault	existing-unreviewed
EFBIG	Efbig	Efbig	existing-unreviewed
EINTR	Eintr	Eintr	existing-unreviewed
EINVAL	Einval	Einval	existing-unreviewed
EIO	Eio	Eio	existing-unreviewed
EISDIR	Eisdir	Eisdir	existing-unreviewed
EMFILE	Emfile	Emfile	existing-unreviewed
EMSGSIZE	Emsgsize	Emsgsize	existing-unreviewed
ENETUNREACH	Enetunreach	Enetunreach	existing-unreviewed
ENFILE	Enfile	Enfile	existing-unreviewed
ENODEV	Enodev	Enodev	existing-unreviewed
ENOENT	Enoent	Enoent	existing-unreviewed
ENOEXEC	Enoexec	Enoexec	existing-unreviewed
ENOMEM	Enomem	Enomem	existing-unreviewed
ENOSPC	Enospc	Enospc	existing-unreviewed
ENOSYS	Enosys	Enosys	existing-unreviewed
ENOTCONN	Enotconn	Enotconn	existing-unreviewed
ENOTDIR	Enotdir	Enotdir	existing-unreviewed
ENOTTY	Enotty	Enotty	existing-unreviewed
EOPNOTSUPP	Eopnotsupp	Eopnotsupp	existing-unreviewed
EPERM	Eperm	Eperm	existing-unreviewed
EPROTONOSUPPORT	Eprotonosupport	Eprotonosupport	existing-unreviewed
ERANGE	Erange	Erange	existing-unreviewed
EROFS	Erofs	Erofs	existing-unreviewed
ESPIPE	Espipe	Espipe	existing-unreviewed
ESRCH	Esrch	Esrch	existing-unreviewed
Eax	Eax	Eax	existing-unreviewed
Ebp	Ebp	Ebp	existing-unreviewed
Ebx	Ebx	Ebx	existing-unreviewed
Ecx	Ecx	Ecx	existing-unreviewed
Edi	Edi	Edi	existing-unreviewed
Edx	Edx	Edx	existing-unreviewed
Eflags	Eflags	Eflags	existing-unreviewed
Eip	Eip	Eip	existing-unreviewed
Elf	Elf	Elf	existing-unreviewed
Elf32Dyn	Elf32dyn	Elf32dyn	existing-unreviewed
Elf32Note	Elf32Белешка	Elf32Белешка	existing-unreviewed
Elf32Rel	Elf32rel	Elf32rel	existing-unreviewed
Elf32Rela	Elf32rela	Elf32rela	existing-unreviewed
Elf32Sym	Elf32sym	Elf32sym	existing-unreviewed
ElfHeader	Elfheader	Elfheader	existing-unreviewed
ElfProgramHeader	Elfпрограмheader	Elfпрограмheader	existing-unreviewed
ElfSectionHeader	Elfsectionheader	Elfsectionheader	existing-unreviewed
EnablePaging	Укљученоpaging	Укљученоpaging	existing-unreviewed
Enabled	Омогућено	Омогућено	existing-unreviewed
EntryNumber	Уносброј	Уносброј	existing-unreviewed
EqualBytes	ИстаBajtova	ИстаБајтова	existing-unreviewed
Es	Es	Es	existing-unreviewed
Esi	Esi	Esi	existing-unreviewed
Esp	Esp	Esp	existing-unreviewed
FPUBuffer	Fpubuffer	Fpubuffer	existing-unreviewed
FPUOffset	Fpuoffset	Fpuoffset	existing-unreviewed
Family	Family	Family	existing-unreviewed
FileName	ДатотекаНазив	ДатотекаНазив	existing-unreviewed
Fill	Fill	Fill	existing-unreviewed
FillRectangle	FillPravougaonik	FillПравоугаоник	existing-unreviewed
First	First	First	existing-unreviewed
FirstFree	FirstSlobodno	FirstСлободно	existing-unreviewed
FirstFreeSize	FirstSlobodnoВеличина	FirstСлободноВеличина	existing-unreviewed
Flags	Parametri	Параметри	existing-unreviewed
FloatingPointException	Lebdećipointexception	Лебдећиpointexception	existing-unreviewed
Flush	Flush	Flush	existing-unreviewed
FlushTlsTable	FlushtlsTabela	FlushtlsТабела	existing-unreviewed
Focussable	Focussable	Focussable	existing-unreviewed
Free	Slobodno	Слободно	existing-unreviewed
Fs	Fs	Fs	existing-unreviewed
GB	ГБ	ГБ	existing-unreviewed
GDT_ENTRIES	Gdtунос	Gdtунос	existing-unreviewed
GOT	Got	Got	existing-unreviewed
GPFException	Gpfexception	Gpfexception	existing-unreviewed
GatewayIP	Gatewayip	Gatewayip	existing-unreviewed
GdtAddressHigh	GdtaddressВисока	GdtaddressВисока	existing-unreviewed
GdtAddressLow	GdtaddressTiho	GdtaddressТихо	existing-unreviewed
GdtDescriptor	Gdtdescriptor	Gdtdescriptor	existing-unreviewed
GdtEntry	Gdtунос_2	Gdtунос_2	existing-unreviewed
GdtSize	GdtВеличина	GdtВеличина	existing-unreviewed
GetAt	Getat	Getat	existing-unreviewed
GetBackend	Getbackend	Getbackend	existing-unreviewed
GetBaseAddressRegister	Getbaseaddressregister	Getbaseaddressregister	existing-unreviewed
GetBitmaspSize	GetbitmaspВеличина	GetbitmaspВеличина	existing-unreviewed
GetBytesFromPtr	GetBajtovasaPokazivač	GetБајтовасаПоказивач	existing-unreviewed
GetCR0	Getcr0	Getcr0	existing-unreviewed
GetCR2	Getcr2	Getcr2	existing-unreviewed
GetCR3	Getcr3	Getcr3	existing-unreviewed
GetCR4	Getcr4	Getcr4	existing-unreviewed
GetColorIndex	GetБојаPopis	GetБојаПопис	existing-unreviewed
GetDeviceDescriptor	GetУређајdescriptor	GetУређајdescriptor	existing-unreviewed
GetDriver	Getdriver	Getdriver	existing-unreviewed
GetESP0	Getesp0	Getesp0	existing-unreviewed
GetEntry	Getунос	Getунос	existing-unreviewed
GetFileSize	GetДатотекаВеличина	GetДатотекаВеличина	existing-unreviewed
GetFocus	GetЖижа	GetЖижа	existing-unreviewed
GetFrameBufferSegment	GetOkvirbuffersegment	GetОквирbuffersegment	existing-unreviewed
GetFuncPtrFromPtr	GetfuncPokazivačsaPokazivač	GetfuncПоказивачсаПоказивач	existing-unreviewed
GetFunctionName	GetфункцијаНазив	GetфункцијаНазив	existing-unreviewed
GetHandler	Gethandler	Gethandler	existing-unreviewed
GetIPAddress	Getipaddress	Getipaddress	existing-unreviewed
GetMACAddress	Getmacaddress	Getmacaddress	existing-unreviewed
GetMACFromCache	Getmacsacache	Getmacсаcache	existing-unreviewed
GetNextReadyThread	GetСледећеСпреманthread	GetСледећеСпреманthread	existing-unreviewed
GetNodeAt	GetЧворat	GetЧворat	existing-unreviewed
GetProvider	Providerget	Providerget	existing-unreviewed
GetSS0	Getss0	Getss0	existing-unreviewed
GetStr	Getstr	Getstr	existing-unreviewed
GetUint32ArrayFromPtr	Getunsignedinteger32НизsaPokazivač	Getunsignedinteger32НизсаПоказивач	existing-unreviewed
GetUintptrArrayFromPtr	GetunsignedintegerPokazivačНизsaPokazivač	GetunsignedintegerПоказивачНизсаПоказивач	existing-unreviewed
GetValue	GetВредност	GetВредност	existing-unreviewed
GetValueInPageDir	GetВредностПримљеноlistDirektorijum	GetВредностПримљеноСТРАНАДиректоријум	existing-unreviewed
Gid	Gid	Gid	existing-unreviewed
Gs	Gs	Gs	existing-unreviewed
HandleException	Ручкаexception	Ручкаexception	existing-unreviewed
HandleFatalInterruptFrame	РучкаfatalОметањеOkvir	РучкаfatalОметањеОквир	existing-unreviewed
HandleInterrupt	РучкаОметање	РучкаОметање	existing-unreviewed
HandleInterrupt1	РучкаОметање1	РучкаОметање1	existing-unreviewed
HandleUserDatagramProtocolMessage	РучкаKorisnikdatagramprotocolпорука	РучкаКорисникdatagramprotocolпорука	existing-unreviewed
IDT_DESC_PRESENT	IdtdescriptorPrisutno	IdtdescriptorПрисутна	existing-unreviewed
IDT_INTERRUPT_GATE	IdtОметањеgate	IdtОметањеgate	existing-unreviewed
IDriver	IDriver	IDriver	existing-unreviewed
IEtherFrameHandler	IŽičanavezaOkvirhandler	IЖичанавезаОквирhandler	existing-unreviewed
IInternetProtocolHandler	IИнтернетprotocolhandler	IИнтернетprotocolhandler	existing-unreviewed
IInterruptHandler	IОметањеhandler	IОметањеhandler	existing-unreviewed
IKeyboardEventHandler	IТастатураДогађајhandler	IТастатураДогађајhandler	existing-unreviewed
IMouseEventHandler	IМишДогађајhandler	IМишДогађајhandler	existing-unreviewed
IPCIControllerHandler	Ipcicontrollerhandler	Ipcicontrollerhandler	existing-unreviewed
IPCache	Ipcache	Ipcache	existing-unreviewed
IP_BE	IpМрежаbyteorder	IpМрежаbyteorder	existing-unreviewed
IRawDataHandler	IRawdatahandler	IRawdatahandler	existing-unreviewed
ITimerEventHandler	IОдбројавачДогађајhandler	IОдбројавачДогађајhandler	existing-unreviewed
IUserDatagramProtocolHandler	IKorisnikdatagramprotocolhandler	IКорисникdatagramprotocolhandler	existing-unreviewed
IUserDatagramProtocolSocket	IKorisnikdatagramprotocolПрикључница	IКорисникdatagramprotocolПрикључница	existing-unreviewed
IWidget	IKontrola	IКонтрола	existing-unreviewed
Identify	Identify	Identify	existing-unreviewed
Increment	Increment	Increment	existing-unreviewed
IndexOf	Popisod	Пописод	existing-unreviewed
Init	Init	Init	existing-unreviewed
InitDriver	Initdriver	Initdriver	existing-unreviewed
InitialThreadUserJump	InitialthreadKorisnikjump	InitialthreadКорисникjump	existing-unreviewed
Ino	Ino	Ino	existing-unreviewed
Install	Instaliraj	Инсталирај	existing-unreviewed
Interrupt	Ометање	Ометање	existing-unreviewed
InterruptActive	ОметањеAktivna	ОметањеАктивна	existing-unreviewed
InterruptDeactive	Ометањеdeactive	Ометањеdeactive	existing-unreviewed
InterruptManager	Ометањеmanager	Ометањеmanager	existing-unreviewed
InterruptNumber	Ометањеброј	Ометањеброј	existing-unreviewed
InvalidOpcode	Neispravnoopcode	Неисправноopcode	existing-unreviewed
InvalidTSS	Neispravnotss	Неисправноtss	existing-unreviewed
IsKernel	Iskernel	Iskernel	existing-unreviewed
IsPresent	IsPrisutno	IsПрисутна	existing-unreviewed
IsUserSpace	IsKorisnikrazmak	IsКорисникразмак	existing-unreviewed
KB	КБ	КБ	existing-unreviewed
KCS_INDEX	KcsPopis	KcsПопис	existing-unreviewed
KCS_SELECTOR	Kcsselector	Kcsselector	existing-unreviewed
KDS_INDEX	KdsPopis	KdsПопис	existing-unreviewed
KDS_SELECTOR	Kdsselector	Kdsselector	existing-unreviewed
KERNEL_HEAP_START	KernelheapPokreni	KernelheapПокрени	existing-unreviewed
KERNEL_VIRT_ADDR	Kernelvirtaddress	Kernelvirtaddress	existing-unreviewed
KGS_INDEX	KgsPopis	KgsПопис	existing-unreviewed
KGS_SELECTOR	Kgsselector	Kgsselector	existing-unreviewed
K핵심	KKernelEntry	KKernelEntry	compatibility
LIDT	Lidt	Lidt	existing-unreviewed
Last	Задња	Задња	existing-unreviewed
Len	Len	Len	compatibility
Limit	Ограничи	Ограничи	existing-unreviewed
Link	Веза	Веза	existing-unreviewed
LinkMap	Везаmap	Везаmap	existing-unreviewed
LinkedList	LinkedSpisak	LinkedСписак	existing-unreviewed
Listen	Listen	Listen	existing-unreviewed
LoadElf	Оптерећењеelf	Оптерећењеelf	existing-unreviewed
MAC	Mac	Mac	existing-unreviewed
MAC0	Mac0	Mac0	existing-unreviewed
MAC1	Mac1	Mac1	existing-unreviewed
MAC2	Mac2	Mac2	existing-unreviewed
MAC3	Mac3	Mac3	existing-unreviewed
MAC4	Mac4	Mac4	existing-unreviewed
MAC5	Mac5	Mac5	existing-unreviewed
MACAddress0Port	Macaddress0Порт	Macaddress0Порт	existing-unreviewed
MACAddress2Port	Macaddress2Порт	Macaddress2Порт	existing-unreviewed
MACAddress4Port	Macaddress4Порт	Macaddress4Порт	existing-unreviewed
MACCache	Maccache	Maccache	existing-unreviewed
MAX_QUEUE_SIZE	МаксqueueВеличина	МаксqueueВеличина	existing-unreviewed
MB	МБ	МБ	existing-unreviewed
MBR	Mbr	Mbr	existing-unreviewed
MHex출력	MHexadecimalŠtampaj	MHexadecimalШтампај	existing-unreviewed
MHex출력XY	MHexadecimalŠtampajxy	MHexadecimalШтампајxy	existing-unreviewed
MUint16출력	MUnsignedinteger16Štampaj	MUnsignedinteger16Штампај	existing-unreviewed
MUint16출력XY	MUnsignedinteger16Štampajxy	MUnsignedinteger16Штампајxy	existing-unreviewed
MUint32출력	MUnsignedinteger32Štampaj	MUnsignedinteger32Штампај	existing-unreviewed
MUint32출력XY	MUnsignedinteger32Štampajxy	MUnsignedinteger32Штампајxy	existing-unreviewed
MUint64출력	MUnsignedinteger64Štampaj	MUnsignedinteger64Штампај	existing-unreviewed
MUint64출력XY	MUnsignedinteger64Štampajxy	MUnsignedinteger64Штампајxy	existing-unreviewed
Machine	Machine	Machine	existing-unreviewed
MachineCheck	Machinecheck	Machinecheck	existing-unreviewed
MakeRangePrivateWritable	MakeOpsegPrivatnowritable	MakeОпсегПриватноwritable	existing-unreviewed
Malloc	Malloc	Malloc	existing-unreviewed
MemCmp	Memcmp	Memcmp	existing-unreviewed
MemCpy	MemУмножи	MemУмножи	existing-unreviewed
MemMove	MemПремести	MemПремести	existing-unreviewed
MemSet	Memскуп	Memскуп	existing-unreviewed
MemoryOper	Memorijaoper	Меморијаoper	existing-unreviewed
Mode	REŽIM	РЕЖИМ	existing-unreviewed
ModelToScreen	Set_local_coordinates	Set_local_coordinates	existing-unreviewed
Mtime	Mtime	Mtime	existing-unreviewed
MtimeNsec	Mtimensec	Mtimensec	existing-unreviewed
MyHandleInterrupt	MyРучкаОметање	MyРучкаОметање	existing-unreviewed
MyTest	MyТест	MyТест	existing-unreviewed
M긴급로그Hex8	MEmergencyДневникhexadecimal8	MEmergencyДневникhexadecimal8	existing-unreviewed
M긴급로그Uint32	MEmergencyДневникunsignedinteger32	MEmergencyДневникunsignedinteger32	existing-unreviewed
M긴급로그문자열	MEmergencyДневникниска	MEmergencyДневникниска	existing-unreviewed
M직렬로그초기화	MСеријскиДневникinit	MСеријскиДневникinit	existing-unreviewed
M출력	MŠtampaj	MШтампај	existing-unreviewed
M출력BytesXY	MŠtampajBajtovaxy	MШтампајБајтоваxy	existing-unreviewed
M출력Hex	MŠtampajhexadecimal	MШтампајhexadecimal	existing-unreviewed
M출력Uint16	MŠtampajunsignedinteger16	MШтампајunsignedinteger16	existing-unreviewed
M출력Uint32	MŠtampajunsignedinteger32	MШтампајunsignedinteger32	existing-unreviewed
M출력XY	MŠtampajxy	MШтампајxy	existing-unreviewed
M테스트	M테스트	M테스트	existing-unreviewed
NMI	Нми	Нми	existing-unreviewed
New	Нова	Нова	existing-unreviewed
NewInterruptHandler	НоваОметањеhandler	НоваОметањеhandler	existing-unreviewed
Next	Следеће	Следеће	existing-unreviewed
Nlink	Nlink	Nlink	existing-unreviewed
Node	Чвор	Чвор	existing-unreviewed
Nodename	Nodename	Nodename	existing-unreviewed
OnEtherFrameReceived	ŽičanavezaOkvirreceivewhen	ЖичанавезаОквирreceivewhen	existing-unreviewed
OnGetDriver	Nagetdriver	Наgetdriver	existing-unreviewed
OnInternetProtocolReceived	Интернетprotocolreceivewhen	Интернетprotocolreceivewhen	existing-unreviewed
OnKeyDown	NaКључНиже	НаКључНиже	existing-unreviewed
OnKeyUp	NaКључGore	НаКључГоре	existing-unreviewed
OnMouseDown	NaМишНиже	НаМишНиже	existing-unreviewed
OnMouseMove	NaМишПремести	НаМишПремести	existing-unreviewed
OnMouseUp	NaМишGore	НаМишГоре	existing-unreviewed
OnRawDataReceived	Narawdatareceive	Наrawdatareceive	existing-unreviewed
OnTick	Natick	Наtick	existing-unreviewed
Overflow	Overflow	Overflow	existing-unreviewed
P1LinkMap	PВредност1Везаmap	PВредност1Везаmap	existing-unreviewed
P2LinkMap	PВредност2Везаmap	PВредност2Везаmap	existing-unreviewed
P3LinkMap	PВредност3Везаmap	PВредност3Везаmap	existing-unreviewed
PAGE_COW	Listcow	СТРАНАcow	existing-unreviewed
PAGE_FRAME	ListOkvir	СТРАНАОквир	existing-unreviewed
PAGE_PRESENT	ListPrisutno	СТРАНАПрисутна	existing-unreviewed
PAGE_USER	ListKorisnik	СТРАНАКорисник	existing-unreviewed
PAGE_WRITABLE	Listwritable	СТРАНАwritable	existing-unreviewed
PAUSE_LOOP	Pauzaloop	Паузаloop	existing-unreviewed
PICMasterCommandPort	PrimarypicНаредбаУИПорт	PrimarypicНаредбаУИПорт	existing-unreviewed
PICMasterDataPort	PrimarypicdataУИПорт	PrimarypicdataУИПорт	existing-unreviewed
PICSlaveCommandPort	SecondarypicНаредбаУИПорт	SecondarypicНаредбаУИПорт	existing-unreviewed
PICSlaveDataPort	SecondarypicdataУИПорт	SecondarypicdataУИПорт	existing-unreviewed
PRESENT	Prisutno	Присутна	existing-unreviewed
PRIV_KERNEL	Privkernel	Privkernel	existing-unreviewed
PRIV_USER	PrivKorisnik	PrivКорисник	existing-unreviewed
PROC_USER_HEAP_SIZE	ProcKorisnikheapВеличина	ProcКорисникheapВеличина	existing-unreviewed
PageDirEntry	ListDirektorijumунос	СТРАНАДиректоријумунос	existing-unreviewed
PageDirectoryEntry	ListDirektorijumунос_2	СТРАНАДиректоријумунос_2	existing-unreviewed
PageFault	Listfault	СТРАНАfault	existing-unreviewed
PageFaultException	Listfaultexception	СТРАНАfaultexception	existing-unreviewed
PageRoundDown	ListZaokružiНиже	СТРАНАЗаокружиНиже	existing-unreviewed
PageRoundUp	ListZaokružiGore	СТРАНАЗаокружиГоре	existing-unreviewed
PageTableEntry	ListTabelaунос	СТРАНАТабелаунос	existing-unreviewed
Paging	Paging	Paging	existing-unreviewed
ParentPid	NadređeniПИД	НадређениПИД	existing-unreviewed
Parse	Parse	Parse	existing-unreviewed
Partition_id	PartitionIB	PartitionИБ	existing-unreviewed
PhyMemTest	PhymemТест	PhymemТест	existing-unreviewed
PhysicalMemoryManager	PhysicalMemorijamanager	PhysicalМеморијаmanager	existing-unreviewed
Pid	ПИД	ПИД	existing-unreviewed
Port	Порт	Порт	existing-unreviewed
PortBase	Портbase	Портbase	existing-unreviewed
PortInByte	ПортПримљеноbyte	ПортПримљеноbyte	existing-unreviewed
PortInDword	ПортПримљеноdword	ПортПримљеноdword	existing-unreviewed
PortInWord	ПортПримљеноreč	ПортПримљенореч	existing-unreviewed
PortOutByte	ПортPoslatobyte	ПортПослатоbyte	existing-unreviewed
PortOutDword	ПортPoslatodword	ПортПослатоdword	existing-unreviewed
PortOutWord	ПортPoslatoreč	ПортПослатореч	existing-unreviewed
PortReadByte	Портчитањеbyte	Портчитањеbyte	existing-unreviewed
PortReadDword	Портчитањеdword	Портчитањеdword	existing-unreviewed
PortReadWord	Портчитањеreč	Портчитањереч	existing-unreviewed
PortWriteByte	Портupisbyte	ПортПишеbyte	existing-unreviewed
PortWriteDword	Портupisdword	ПортПишеdword	existing-unreviewed
PortWriteWord	Портupisreč	ПортПишереч	existing-unreviewed
Prev	Previous	Previous	existing-unreviewed
PrevTSS	Previoustss	Previoustss	existing-unreviewed
PrimaryPartition	Primarypartition	Primarypartition	existing-unreviewed
Print	Štampaj	Штампај	existing-unreviewed
PrintBytes	ŠtampajBajtova	ШтампајБајтова	existing-unreviewed
PrintStr	Štampajstr	Штампајstr	existing-unreviewed
PrintTLS	Štampajtls	Штампајtls	existing-unreviewed
PrintTest	ŠtampajТест	ШтампајТест	existing-unreviewed
Process	Процес	Процес	existing-unreviewed
ProcessHelper	Процесhelper	Процесhelper	existing-unreviewed
ProcessPendingKeyboardEvents	ПроцесpendingТастатураDogađaji	ПроцесpendingТастатураДогађаји	existing-unreviewed
ProcessPendingMouseEvents	ПроцесpendingМишDogađaji	ПроцесpendingМишДогађаји	existing-unreviewed
PushAt	Insert_at_index	Insert_at_index	existing-unreviewed
PushBack	Append_to_list	Append_to_list	existing-unreviewed
PushFront	Prepend_to_list	Prepend_to_list	existing-unreviewed
PutPixel	Putpixel	Putpixel	existing-unreviewed
PutPixelRGB	PutpixelЦЗП	PutpixelЦЗП	existing-unreviewed
QUEUE_START_ADDR	QueuePokreniaddress	QueueПокрениaddress	existing-unreviewed
Rdev	Rdev	Rdev	existing-unreviewed
Read	Читање	Читање	existing-unreviewed
Read28	Читање28	Читање28	existing-unreviewed
ReadFile	ЧитањеДатотека	ЧитањеДатотека	existing-unreviewed
ReadPartitions	Читањеpartition	Читањеpartition	existing-unreviewed
Ready	Спреман	Спреман	existing-unreviewed
Receive	Receive	Receive	existing-unreviewed
Ref	Reference	Reference	existing-unreviewed
Release	Release	Release	existing-unreviewed
ReloadCR3	Освежиcr3	Освежиcr3	existing-unreviewed
Remove	Уклони	Уклони	existing-unreviewed
RemoveAt	Уклониat	Уклониat	existing-unreviewed
RemoveThread	Уклониthread	Уклониthread	existing-unreviewed
RemoveThreadAt	Уклониthreadat	Уклониthreadat	existing-unreviewed
RequestMacAddress	Requestmacaddress	Requestmacaddress	existing-unreviewed
Reset	Ponovopostavi	Поновопостави	existing-unreviewed
Resolve	Resolve	Resolve	existing-unreviewed
ResolveCopyOnWriteFault	ResolveУмножиnaupisfault	ResolveУмножинаПишеfault	existing-unreviewed
SCHEDULER_FREQUENCY	SchedulerУчестаност	SchedulerУчестаност	existing-unreviewed
SEG_BIG_MODE	SegbigREŽIM	SegbigРЕЖИМ	existing-unreviewed
SEG_EXEC	Segizvršna	Segизвршна	existing-unreviewed
SEG_GRAN_4K_PAGE	Seggran4klist	Seggran4kСТРАНА	existing-unreviewed
SEG_GRAN_BYTE	Seggranbyte	Seggranbyte	existing-unreviewed
SEG_KERNEL_CODE	Segkernelcode	Segkernelcode	existing-unreviewed
SEG_KERNEL_DATA	Segkerneldata	Segkerneldata	existing-unreviewed
SEG_KERNEL_GS	Segkernelgs	Segkernelgs	existing-unreviewed
SEG_NOEXEC	Segnoexec	Segnoexec	existing-unreviewed
SEG_NORMAL	Segобичне	Segобичне	existing-unreviewed
SEG_NORW	Segnorw	Segnorw	existing-unreviewed
SEG_R	Segr	Segr	existing-unreviewed
SEG_SYSTEM	SegСистем	SegСистем	existing-unreviewed
SEG_TASK_STATE	SegЗадатакСтање	SegЗадатакСтање	existing-unreviewed
SEG_USER_CODE	SegKorisnikcode	SegКорисникcode	existing-unreviewed
SEG_USER_DATA	SegKorisnikdata	SegКорисникdata	existing-unreviewed
SEG_USER_GS	SegKorisnikgs	SegКорисникgs	existing-unreviewed
SEG_W	Segw	Segw	existing-unreviewed
SIMDFloatingPointException	SimdLebdećipointexception	SimdЛебдећиpointexception	existing-unreviewed
SIZE	Величина	Величина	existing-unreviewed
SYS_ACCESS	Sysприступање	Sysприступање	existing-unreviewed
SYS_BRK	Sysbrk	Sysbrk	existing-unreviewed
SYS_CHDIR	Syschdir	Syschdir	existing-unreviewed
SYS_CLOSE	SysЗатвори	SysЗатвори	existing-unreviewed
SYS_CREAT	Syscreat	Syscreat	existing-unreviewed
SYS_DUP	Sysdup	Sysdup	existing-unreviewed
SYS_DUP2	Sysdup2	Sysdup2	existing-unreviewed
SYS_EXECVE	Sysexecve	Sysexecve	existing-unreviewed
SYS_EXIT	SysIzlaz	SysИзлаз	existing-unreviewed
SYS_FCNTL	Sysfcntl	Sysfcntl	existing-unreviewed
