compiler_identifier	native_identifier
blksize_t	block_size_type
bss_zeroed	uninitialized_data_was_zeroed
buf	transfer_buffer
byte	byte_value
bytes	byte_array
checks	check_count
client	client_endpoint
cloexec_fail	close_on_exec_failure
cloexec_pass	close_on_exec_success
copy	copied_value
cwd	working_directory
decoded	decoded_value
dev_t	device_identifier_type
expected_errno	expected_error_number
failed_with	failed_with_error
failure	failure_flag
failures	failure_count
fd	file_descriptor_2
first	first_item
gid_t	group_identifier_type
hostlong	host_order_32_bit_value
hostshort	host_order_16_bit_value
i	item_index
in_addr	internetwork_address
in_addr_t	internetwork_address_value_type
in_port_t	transport_port_number_type
ino_t	file_serial_number_type
int16_t	signed_16_bit_integer
int32_t	signed_32_bit_integer
int64_t	signed_64_bit_integer
int8_t	signed_8_bit_integer
intptr_t	pointer_sized_signed_integer
iteration	iteration_number
length_of	length_of_text
loaded	loaded_value
machine	machine_kind
memory	memory_region
mode_t	file_mode_type
netlong	network_order_32_bit_value
netshort	network_order_16_bit_value
nlink_t	hard_link_count_type
nodename	node_name
off_t	file_offset_type
old	previous_value
parent	parent_process
pass	test_pass
passed	passed_test
pid_t	process_identifier_type
posix_compile_test	interface_compile_test
posix_test_heap	heap_behavior_test
posix_test_process	process_behavior_test
private_value	process_private_value
ptrdiff_t	pointer_difference_type
reap_nohang	reap_without_waiting
release	system_release
report	report_result
root	root_path
s	examined_data
s_addr	address_value
sa_data	address_payload
sa_family	endpoint_address_family
sa_family_t	address_family_type
say	write_message
second	second_item
server	server_endpoint
server_address	server_endpoint_address
sin_addr	internetwork_address_field
sin_family	internetwork_address_family
sin_port	transport_port_number
sin_zero	address_padding
size_t	object_size_type
sockaddr	endpoint_address
sockaddr_in	internetwork_endpoint_address
socklen_t	address_length_type
source_length	source_address_size
spin	spin_iteration
spins	spin_count
ssize_t	signed_size_type
st_atime	last_access_time
st_atimensec	last_access_nanoseconds
st_blksize	preferred_io_block_size
st_blocks	allocated_block_count
st_ctime	last_status_change_time
st_ctimensec	last_status_change_nanoseconds
st_dev	containing_device
st_gid	owner_group_identifier
st_ino	file_serial_number
st_mode	file_kind_and_permissions
st_mtime	last_content_change_time
st_mtimensec	last_content_change_nanoseconds
st_nlink	hard_link_count
st_rdev	represented_device
st_size	file_size
st_uid	owner_user_identifier
start	starting_position
sysname	system_name
target	target_value
test_dup_and_fcntl	test_descriptor_duplication_and_control
test_identity	test_process_identity
test_paths	test_path_operations
test_terminal_and_uname	test_terminal_and_system_identity
time_t	time_value_type
uid_t	user_identifier_type
uint16_t	unsigned_16_bit_integer
uint32_t	unsigned_32_bit_integer
uint64_t	unsigned_64_bit_integer
uint8_t	unsigned_8_bit_integer
uintptr_t	pointer_sized_unsigned_integer
utsname	system_identity_2
version	system_version
waited	waited_process
