english	localized	source	evidence_count
current	Huidig	gettext	5
cursor	Aanwijzer	gettext	10
cylinder	cylinder	fallback-English	0
d	d	fallback-English	0
data	data	fallback-English	0
databuffer	databuffer	fallback-English	0
datagram	datagram	fallback-English	0
dataport	dataport	fallback-English	0
date	Datum	gettext	13
deactivate	Deactiveren	gettext	3
deactive	deactive	fallback-English	0
debug	Debuggen	gettext	10
decrement	decrement	fallback-English	0
default	Standaard	gettext	42
delete	Verwijderen	gettext	42
delta	delta	fallback-English	0
depth	Diepte	gettext	1
desc	desc	fallback-English	0
descr	descr	fallback-English	0
description	Beschrijving	gettext	25
descriptor	descriptor	fallback-English	0
descriptors	descriptors	fallback-English	0
descsz	descsz	fallback-English	0
destination	Bestemming	gettext	10
destroy	Vernietigen	gettext	1
dev	dev	fallback-English	0
device	Apparaat	gettext	16
diff	diff	fallback-English	0
digits	digits	fallback-English	0
dir	MAP	gettext	1
directory	Map	gettext	12
dirent	dirent	fallback-English	0
disable	Uitschakelen	gettext	4
discard	Verwerpen	gettext	1
disconnect	Verbindingverbreken	gettext	6
dispatch	dispatch	fallback-English	0
divide	divide	fallback-English	0
divisor	divisor	fallback-English	0
do	do	fallback-English	0
domain	Domein	gettext	5
double	dubbel	gettext	1
down	Omlaag	gettext	11
draw	draw	fallback-English	0
drive	drive	fallback-English	0
driver	driver	fallback-English	0
drivercount	drivercount	fallback-English	0
drivers	drivers	fallback-English	0
drv	drv	fallback-English	0
ds	ds	fallback-English	0
dst	dst	fallback-English	0
dstptr	dstptr	fallback-English	0
dup	dup	fallback-English	0
dword	dword	fallback-English	0
dyn	dyn	fallback-English	0
dynamic	Dynamisch	gettext	1
e	O	gettext	1
eacces	eacces	fallback-English	0
eaddrinuse	eaddrinuse	fallback-English	0
eafnosupport	eafnosupport	fallback-English	0
eagain	eagain	fallback-English	0
eax	eax	fallback-English	0
ebadf	ebadf	fallback-English	0
ebp	ebp	fallback-English	0
ebusy	ebusy	fallback-English	0
ebx	ebx	fallback-English	0
echild	echild	fallback-English	0
echo	echo	fallback-English	0
ecx	ecx	fallback-English	0
edi	edi	fallback-English	0
edx	edx	fallback-English	0
eexist	eexist	fallback-English	0
ef	ef	fallback-English	0
efault	efault	fallback-English	0
efbig	efbig	fallback-English	0
eflags	eflags	fallback-English	0
ehsize	ehsize	fallback-English	0
eintr	eintr	fallback-English	0
einval	einval	fallback-English	0
eio	eio	fallback-English	0
eip	eip	fallback-English	0
eisdir	eisdir	fallback-English	0
elf	elf	fallback-English	0
emfile	emfile	fallback-English	0
empty	Leeg	gettext	12
emsgsize	emsgsize	fallback-English	0
enable	Inschakelen	gettext	2
enabled	Ingeschakeld	gettext	3
end	Eind	gettext	1
enetunreach	enetunreach	fallback-English	0
enfile	enfile	fallback-English	0
enodev	enodev	fallback-English	0
enoent	enoent	fallback-English	0
enoexec	enoexec	fallback-English	0
enomem	enomem	fallback-English	0
enospc	enospc	fallback-English	0
enosys	enosys	fallback-English	0
enotconn	enotconn	fallback-English	0
enotdir	enotdir	fallback-English	0
enotty	enotty	fallback-English	0
ensure	ensure	fallback-English	0
entries	entries	fallback-English	0
entry	Item	gettext	1
entrypoint	entrypoint	fallback-English	0
entsize	entsize	fallback-English	0
environment	environment	fallback-English	0
eopnotsupp	eopnotsupp	fallback-English	0
eperm	eperm	fallback-English	0
ephemeral	ephemeral	fallback-English	0
eprotonosupport	eprotonosupport	fallback-English	0
equal	Gelijke	gettext	1
erange	erange	fallback-English	0
erofs	erofs	fallback-English	0
err	Fout	gettext	1
error	Fout	gettext	38
errorln	errorln	fallback-English	0
es	es	fallback-English	0
esi	esi	fallback-English	0
esp	esp	fallback-English	0
espipe	espipe	fallback-English	0
esrch	esrch	fallback-English	0
ether	ether	fallback-English	0
etherframe	etherframe	fallback-English	0
ethernet	ethernet	fallback-English	0
event	Gebeurtenis	gettext	1
events	Gebeurtenissen	gettext	1
exceeded	exceeded	fallback-English	0
except	except	fallback-English	0
exception	exception	fallback-English	0
exec	Uitvoeren	gettext	5
execve	execve	fallback-English	0
exists	exists	fallback-English	0
exit	Afsluiten	gettext	4
exited	Afgesloten	gettext	5
ext	ext	fallback-English	0
extended	extended	fallback-English	0
f	G	gettext	1
family	family	fallback-English	0
fat	fat	fallback-English	0
fatal	fatal	fallback-English	0
fatbuf	fatbuf	fallback-English	0
fatbuffer	fatbuffer	fallback-English	0
fault	fault	fallback-English	0
fb	fb	fallback-English	0
fcntl	fcntl	fallback-English	0
fd	BB	gettext	5
fds	fds	fallback-English	0
field	veld	gettext	5
file	Bestand	gettext	120
filename	Bestandsnaam	gettext	12
files	Bestanden	gettext	1
filesz	filesz	fallback-English	0
fill	fill	fallback-English	0
find	Zoeken	gettext	22
first	first	fallback-English	0
fl	fl	fallback-English	0
flag	Vlag	gettext	2
flags	Vlaggen	gettext	5
floating	zwevend	gettext	1
flush	flush	fallback-English	0
fn	fn	fallback-English	0
focus	Scherpstellen	gettext	1
focussable	focussable	fallback-English	0
foo	foo	fallback-English	0
for	for	fallback-English	0
forced	forced	fallback-English	0
fork	fork	fallback-English	0
found	found	fallback-English	0
fp	fp	fallback-English	0
fpu	fpu	fallback-English	0
frame	frame	fallback-English	0
free	Vrij	gettext	8
frequency	Frequentie	gettext	1
from	van	gettext	1
front	Voor	gettext	1
fs	fs	fallback-English	0
fstat	fstat	fallback-English	0
fsync	fsync	fallback-English	0
fuction	fuction	fallback-English	0
full	Volledig	gettext	8
func	func	fallback-English	0
function	Functie	gettext	7
functions	Functies	gettext	6
fxrstor	fxrstor	fallback-English	0
fxsave	fxsave	fallback-English	0
g	g	fallback-English	0
gate	gate	fallback-English	0
gateway	gateway	fallback-English	0
gb	gb	fallback-English	0
gdt	gdt	fallback-English	0
get	get	fallback-English	0
getcwd	getcwd	fallback-English	0
getegid	getegid	fallback-English	0
geteuid	geteuid	fallback-English	0
getgid	getgid	fallback-English	0
getpid	getpid	fallback-English	0
getppid	getppid	fallback-English	0
getuid	getuid	fallback-English	0
gid	gid	fallback-English	0
global	Algemeen	gettext	5
got	got	fallback-English	0
gpf	gpf	fallback-English	0
gran	gran	fallback-English	0
graphics	Grafisch	gettext	8
grub	grub	fallback-English	0
gs	gs	fallback-English	0
h	V	gettext	1
halt	halt	fallback-English	0
handle	Handgreep	gettext	1
handler	handler	fallback-English	0
handlers	handlers	fallback-English	0
hardware	Apparatuur	gettext	8
has	has	fallback-English	0
hd	hd	fallback-English	0
head	head	fallback-English	0
header	header	fallback-English	0
headertype	headertype	fallback-English	0
heap	heap	fallback-English	0
height	Hoogte	gettext	5
helper	helper	fallback-English	0
hex	hex	fallback-English	0
hex출력	hex출력	fallback-English	0
hi	hi	fallback-English	0
hidden	Verborgen	gettext	2
high	Hoog	gettext	9
hop	hop	fallback-English	0
i	i	fallback-English	0
icmp	icmp	fallback-English	0
icmp콘솔	icmp콘솔	fallback-English	0
id	id	fallback-English	0
ident	ident	fallback-English	0
identify	identify	fallback-English	0
idt	idt	fallback-English	0
idx	idx	fallback-English	0
ifchr	ifchr	fallback-English	0
ifdir	ifdir	fallback-English	0
ifmt	ifmt	fallback-English	0
ifreg	ifreg	fallback-English	0
ifsock	ifsock	fallback-English	0
in	in	fallback-English	0
increment	increment	fallback-English	0
index	index	fallback-English	0
inet	inet	fallback-English	0
info	Informatie	gettext	1
init	init	fallback-English	0
initial	initial	fallback-English	0
initialization	initialization	fallback-English	0
initialize	initialize	fallback-English	0
ino	ino	fallback-English	0
inode	inode	fallback-English	0
input	Invoer	gettext	4
install	Installeren	gettext	11
int	int	fallback-English	0
interconnect	interconnect	fallback-English	0
interface	Netwerkkaart	gettext	1
internet	internet	fallback-English	0
internetprotocol	internetprotocol	fallback-English	0
interrupt	interrupt	fallback-English	0
interrupts	interrupts	fallback-English	0
invalid	Ongeldig	gettext	1
io	io	fallback-English	0
iomap	iomap	fallback-English	0
ip	ip	fallback-English	0
ipci	ipci	fallback-English	0
ipmessage	ipmessage	fallback-English	0
ipv	ipv	fallback-English	0
ip콘솔	ip콘솔	fallback-English	0
iret	iret	fallback-English	0
is	is	fallback-English	0
ist	ist	fallback-English	0
j	j	fallback-English	0
jmp	jmp	fallback-English	0
jump	jump	fallback-English	0
k	k	fallback-English	0
kb	kb	fallback-English	0
kcs	kcs	fallback-English	0
kds	kds	fallback-English	0
kernel	kernel	fallback-English	0
key	Sleutel	gettext	1
keyboard	Toetsenbord	gettext	15
kgs	kgs	fallback-English	0
kind	Soort	gettext	5
k핵심	k핵심	fallback-English	0
l	l	fallback-English	0
label	Etiket	gettext	10
last	Laatst	gettext	1
lba	lba	fallback-English	0
ldt	ldt	fallback-English	0
left	Links	gettext	28
len	len	fallback-English	0
length	Lengte	gettext	3
lengths	lengths	fallback-English	0
level	Niveau	gettext	1
lib	lib	fallback-English	0
lidt	lidt	fallback-English	0
lidtaddr	lidtaddr	fallback-English	0
limit	Beperken	gettext	1
line	Regel	gettext	15
link	Koppeling	gettext	11
linked	linked	fallback-English	0
linker	linker	fallback-English	0
list	Lijst	gettext	5
listen	listen	fallback-English	0
listening	listening	fallback-English	0
live	live	fallback-English	0
load	Belasting	gettext	4
loader	loader	fallback-English	0
local	lokaal	gettext	5
log	Logboek	gettext	1
logical	logical	fallback-English	0
loop	loop	fallback-English	0
low	Laag	gettext	9
lseek	lseek	fallback-English	0
lstat	lstat	fallback-English	0
m	m	fallback-English	0
mac	mac	fallback-English	0
machine	machine	fallback-English	0
magicnumber	magicnumber	fallback-English	0
main	hoofd	curated-seed	1
make	make	fallback-English	0
malloc	malloc	fallback-English	0
manager	manager	fallback-English	0
map	map	fallback-English	0
mask	Masker	gettext	5
master	master	fallback-English	0
matches	matches	fallback-English	0
max	max	fallback-English	0
maximum	maximum	fallback-English	0
mb	mb	fallback-English	0
mbr	mbr	fallback-English	0
media	media	fallback-English	0
mem	mem	fallback-English	0
memory	Geheugen	gettext	15
memorymananger	memorymananger	fallback-English	0
memorytest	memorytest	fallback-English	0
memsz	memsz	fallback-English	0
mesg	mesg	fallback-English	0
message	Bericht	gettext	16
mics	mics	fallback-English	0
mid	mid	fallback-English	0
minimum	minimum	fallback-English	0
mode	modus	gettext	5
model	model	fallback-English	0
mouse	Muis	gettext	15
mousemove	mousemove	fallback-English	0
move	Verplaatsen	gettext	13
msdospart	msdospart	fallback-English	0
msg	msg	fallback-English	0
mtime	mtime	fallback-English	0
multi	multi	fallback-English	0
multiboot	multiboot	fallback-English	0
multitasking	multitasking	fallback-English	0
my	my	fallback-English	0
myfunction	myfunction	fallback-English	0
m긴급로그	m긴급로그	fallback-English	0
m긴급로그문자열	m긴급로그문자열	fallback-English	0
m직렬로그초기화	m직렬로그초기화	fallback-English	0
m출력	m출력	fallback-English	0
m테스트	m테스트	fallback-English	0
n	n	fallback-English	0
name	Naam	gettext	69
namesz	namesz	fallback-English	0
net	net	fallback-English	0
network	Netwerk	gettext	42
new	Nieuw	gettext	32
next	Volgende	gettext	24
nibble	nibble	fallback-English	0
nlink	nlink	fallback-English	0
nmi	nmi	fallback-English	0
node	Systeemnaam	gettext	1
nodename	nodename	fallback-English	0
noexec	noexec	fallback-English	0
none	Geen	gettext	63
normal	Normaal	gettext	26
norw	norw	fallback-English	0
not	Niet	gettext	1
note	Notitie	gettext	6
nsec	nsec	fallback-English	0
num	num	fallback-English	0
number	Getal	gettext	5
o	o	fallback-English	0
of	van	gettext	5
offset	Verschuiving	gettext	1
ok	ok	fallback-English	0
old	Oud	gettext	1
on	Aan	gettext	7
only	only	fallback-English	0
opcode	opcode	fallback-English	0
open	Openen	gettext	61
oper	oper	fallback-English	0
operation	operation	fallback-English	0
options	Opties	gettext	25
order	order	fallback-English	0
org	org	fallback-English	0
other	Overig	gettext	9
out	Uit	gettext	3
output	Uitvoer	gettext	7
overflow	overflow	fallback-English	0
p	D	gettext	1
packet	PAKKET	gettext	1
packets	pakketten	gettext	1
paddr	paddr	fallback-English	0
page	Pagina	gettext	2
pages	Paginas	gettext	1
paging	paging	fallback-English	0
param	param	fallback-English	0
parameter	parameter	fallback-English	0
params	params	fallback-English	0
parent	ouder	gettext	5
parse	parse	fallback-English	0
part	part	fallback-English	0
partition	partition	fallback-English	0
partitions	partitions	fallback-English	0
path	PAD	gettext	7
pause	Pauzeren	gettext	16
payload	payload	fallback-English	0
pci	pci	fallback-English	0
pde	pde	fallback-English	0
pdelen	pdelen	fallback-English	0
peer	peer	fallback-English	0
pending	pending	fallback-English	0
per	per	fallback-English	0
peripheral	peripheral	fallback-English	0
phentsize	phentsize	fallback-English	0
phnum	phnum	fallback-English	0
phoff	phoff	fallback-English	0
phy	phy	fallback-English	0
phyaddr	phyaddr	fallback-English	0
phymem	phymem	fallback-English	0
phys	phys	fallback-English	0
physical	physical	fallback-English	0
pic	pic	fallback-English	0
pid	pid	fallback-English	0
pit	pit	fallback-English	0
pixel	pixel	fallback-English	0
point	point	fallback-English	0
pointer	Muisaanwijzer	gettext	1
pointers	pointers	fallback-English	0
poll	poll	fallback-English	0
port	Poort	gettext	11
portnumber	portnumber	fallback-English	0
pos	pos	fallback-English	0
position	Positie	gettext	12
posix	posix	fallback-English	0
prefetch	prefetch	fallback-English	0
prefetchable	prefetchable	fallback-English	0
present	Aanwezig	gettext	1
prev	vorig	gettext	1
primary	primary	fallback-English	0
print	Afdrukken	gettext	11
printf	printf	fallback-English	0
println	println	fallback-English	0
printreg	printreg	fallback-English	0
priv	priv	fallback-English	0
private	Privé	gettext	6
privilege	privilege	fallback-English	0
proc	proc	fallback-English	0
process	Proces	gettext	5
processes	Processen	gettext	5
processing	processing	fallback-English	0
program	programma	gettext	10
programmable	programmable	fallback-English	0
protocol	protocol	fallback-English	0
provided	provided	fallback-English	0
provider	provider	fallback-English	0
ps	ps	fallback-English	0
pt	pt	fallback-English	0
pte	pte	fallback-English	0
ptr	ptr	fallback-English	0
push	push	fallback-English	0
put	put	fallback-English	0
pv	Hw	gettext	1
queue	queue	fallback-English	0
r	r	fallback-English	0
range	Bereik	gettext	5
raw	raw	fallback-English	0
rdev	rdev	fallback-English	0
read	Lezen	gettext	7
ready	Klaar	gettext	2
receive	receive	fallback-English	0
received	Ontvangen	gettext	1
receiver	receiver	fallback-English	0
receviced	receviced	fallback-English	0
record	Opnemen	gettext	1
rectangle	Rechthoek	gettext	1
recv	recv	fallback-English	0
ref	ref	fallback-English	0
refs	refs	fallback-English	0
reg	reg	fallback-English	0
region	region	fallback-English	0
register	register	fallback-English	0
registeroffset	registeroffset	fallback-English	0
registers	registers	fallback-English	0
regs	regs	fallback-English	0
regtype	regtype	fallback-English	0
rel	rel	fallback-English	0
rela	rela	fallback-English	0
release	release	fallback-English	0
released	released	fallback-English	0
reload	Herladen	gettext	32
relocation	relocation	fallback-English	0
remaining	remaining	fallback-English	0
remote	Opafstand	gettext	15
remove	Verwijderen	gettext	25
reply	reply	fallback-English	0
request	request	fallback-English	0
requested	requested	fallback-English	0
reserved	Gereserveerd	gettext	5
reset	Terugzetten	gettext	20
resolve	resolve	fallback-English	0
restore	Herstellen	gettext	10
result	RESULTAAT	gettext	5
ret	ret	fallback-English	0
revision	revision	fallback-English	0
rgb	rgb	fallback-English	0
right	Rechts	gettext	33
root	Hoofdmap	gettext	5
round	Afronden	gettext	1
route	route	fallback-English	0
rs	rs	fallback-English	0
rt	rt	fallback-English	0
run	Uitvoeren	gettext	17
runnable	runnable	fallback-English	0
rx	rx	fallback-English	0
s	Z	gettext	1
saved	Opgeslagen	gettext	5
sc	sc	fallback-English	0
scan	Onderzoeken	gettext	2
scancode	scancode	fallback-English	0
sche	sche	fallback-English	0
schedule	schedule	fallback-English	0
scheduler	scheduler	fallback-English	0
screen	Scherm	gettext	1
secondary	secondary	fallback-English	0
sect	sect	fallback-English	0
section	section	fallback-English	0
sector	sector	fallback-English	0
sectors	sectors	fallback-English	0
seek	seek	fallback-English	0
seg	seg	fallback-English	0
segment	segment	fallback-English	0
segments	Segmenten	gettext	1
select	Selecteren	gettext	6
selector	selector	fallback-English	0
self	zelf	gettext	5
send	Verzenden	gettext	1
sequencer	sequencer	fallback-English	0
serial	Serienummer	gettext	1
set	Instellen	gettext	2
setup	setup	fallback-English	0
sh	sh	fallback-English	0
shared	shared	fallback-English	0
shentsize	shentsize	fallback-English	0
shift	shift	fallback-English	0
shndx	shndx	fallback-English	0
shnum	shnum	fallback-English	0
shoff	shoff	fallback-English	0
shstrndx	shstrndx	fallback-English	0
signature	signature	fallback-English	0
simd	simd	fallback-English	0
size	Grootte	gettext	43
sl	sl	fallback-English	0
slave	slave	fallback-English	0
sock	sock	fallback-English	0
socket	Contactpunt	gettext	1
socketcall	socketcall	fallback-English	0
sockets	sockets	fallback-English	0
soft	soft	fallback-English	0
software	Programmatuur	gettext	5
source	Bron	gettext	16
space	Spatie	gettext	5
spawn	spawn	fallback-English	0
src	src	fallback-English	0
srcptr	srcptr	fallback-English	0
ss	ss	fallback-English	0
st	st	fallback-English	0
stack	stack	fallback-English	0
stackbottom	stackbottom	fallback-English	0
stacktop	stacktop	fallback-English	0
start	Starten	gettext	10
started	Gestart	gettext	5
starting	starting	fallback-English	0
stat	stat	fallback-English	0
state	Status	gettext	4
status	status	fallback-English	0
stderr	stderr	fallback-English	0
stdin	stdin	fallback-English	0
stdout	stdout	fallback-English	0
stop	Stoppen	gettext	29
stopped	Gestaakt	gettext	5
str	str	fallback-English	0
string	Tekstsnoer	gettext	5
strtab	strtab	fallback-English	0
subclass	subclass	fallback-English	0
subnet	subnet	fallback-English	0
support	Ondersteuning	gettext	1
swap	Wisselgeheugen	gettext	5
switch	switch	fallback-English	0
sym	sym	fallback-English	0
sync	sync	fallback-English	0
sys	sys	fallback-English	0
syscall	syscall	fallback-English	0
sysname	sysname	fallback-English	0
system	Systeem	gettext	27
systemcall	systemcall	fallback-English	0
t	t	fallback-English	0
table	Tabel	gettext	5
tag	Markering	gettext	1
tail	tail	fallback-English	0
tamd	tamd	fallback-English	0
tarp	tarp	fallback-English	0
task	Taak	gettext	1
tasking	tasking	fallback-English	0
tasks	Taken	gettext	2
tcow	tcow	fallback-English	0
tcpu	tcpu	fallback-English	0
technology	Technologie	gettext	2
temp	temp	fallback-English	0
temporary	temporary	fallback-English	0
tenth	tenth	fallback-English	0
terminated	terminated	fallback-English	0
test	Proef	gettext	2
text	Tekst	gettext	29
thr	thr	fallback-English	0
thread	thread	fallback-English	0
threads	threads	fallback-English	0
tick	tick	fallback-English	0
ticmp	ticmp	fallback-English	0
time	Tijd	gettext	4
timer	Aftelklok	gettext	1
tip	tip	fallback-English	0
tls	tls	fallback-English	0
tmp	tmp	fallback-English	0
tmsdos	tmsdos	fallback-English	0
to	naar	gettext	1
top	Bovenaan	gettext	7
tos	tos	fallback-English	0
total	Totaal	gettext	5
track	track	fallback-English	0
trap	trap	fallback-English	0
truncate	Afkappen	gettext	1
tss	tss	fallback-English	0
type	Soort	gettext	8
t공용서술자테이블	t공용서술자테이블	fallback-English	0
t작업관리자	t작업관리자	fallback-English	0
t조각설명자	t조각설명자	fallback-English	0
t콘솔	t콘솔	fallback-English	0
t함수	t함수	fallback-English	0
udesc	udesc	fallback-English	0
udp	udp	fallback-English	0
udp콘솔	udp콘솔	fallback-English	0
uid	uid	fallback-English	0
uint	uint	fallback-English	0
uintptr	uintptr	fallback-English	0
uname	uname	fallback-English	0
unhandle	unhandle	fallback-English	0
unhandled	unhandled	fallback-English	0
unit	Eenheid	gettext	5
unset	Nietingesteld	gettext	2
unused	ongebruikt	gettext	1
up	Omhoog	gettext	13
update	Bijwerken	gettext	16
usable	usable	fallback-English	0
use	Gebruik	gettext	3
used	Gebruikt	gettext	7
user	Gebruiker	gettext	24
userhandler	userhandler	fallback-English	0
usermode	Gebruikermode	gettext	5
userproc	userproc	fallback-English	0
util	util	fallback-English	0
util콘솔	util콘솔	fallback-English	0
uts	uts	fallback-English	0
utsname	utsname	fallback-English	0
v	v	fallback-English	0
vaddr	vaddr	fallback-English	0
val	val	fallback-English	0
value	Waarde	gettext	18
values	Waarden	gettext	1
vector	vector	fallback-English	0
vendor	Verkoper	gettext	1
ver	ver	fallback-English	0
version	Versie	gettext	8
vfs	vfs	fallback-English	0
vga	vga	fallback-English	0
video	video	fallback-English	0
virt	virt	fallback-English	0
virtlen	virtlen	fallback-English	0
virtmem	virtmem	fallback-English	0
virtual	Virtueel	gettext	1
volume	Inhoud	gettext	1
w	w	fallback-English	0
wait	Wachten	gettext	2
waitpid	waitpid	fallback-English	0
wdata	wdata	fallback-English	0
when	when	fallback-English	0
whence	whence	fallback-English	0
widget	widget	fallback-English	0
width	Breedte	gettext	7
word	Woord	gettext	5
writable	writable	fallback-English	0
write	Schrijven	gettext	12
writer	writer	fallback-English	0
x	x	fallback-English	0
xy	xy	fallback-English	0
y	J	gettext	1
zero	zero	fallback-English	0
값	값	fallback-English	0
공용서술자테이블	공용서술자테이블	fallback-English	0
기준	기준	fallback-English	0
기준주소	기준주소	fallback-English	0
낮은	낮은	fallback-English	0
넷카드콘솔	넷카드콘솔	fallback-English	0
높은	높은	fallback-English	0
단말기	단말기	fallback-English	0
마우스콘솔	마우스콘솔	fallback-English	0
매개값	매개값	fallback-English	0
매우높은	매우높은	fallback-English	0
멈추기	멈추기	fallback-English	0
목적	목적	fallback-English	0
유형	유형	fallback-English	0
이더넷콘솔	이더넷콘솔	fallback-English	0
인터럽트무시하기	인터럽트무시하기	fallback-English	0
인터럽트예외처리기	인터럽트예외처리기	fallback-English	0
인터럽트요청처리	인터럽트요청처리	fallback-English	0
인터럽트처리기	인터럽트처리기	fallback-English	0
임시	임시	fallback-English	0
자료	자료	fallback-English	0
자신	자신	fallback-English	0
작업관리자	작업관리자	fallback-English	0
작업콘솔	작업콘솔	fallback-English	0
조각설명자	조각설명자	fallback-English	0
출력	출력	fallback-English	0
콘솔	콘솔	fallback-English	0
크기	크기	fallback-English	0
키보드콘솔	키보드콘솔	fallback-English	0
표시들	표시들	fallback-English	0
한도	한도	fallback-English	0
