function	native_identifier	implementation	limits
fcntl	文書を制御する	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
stat	文書状態	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
lstat	連結自体の状態を得る	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
fstat	開いた文書の状態を得る	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
uname	体系情報を得る	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
htons	通信網順に16桁を変える	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
ntohs	機械順に16桁を変える	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
htonl	通信網順に32桁を変える	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
ntohl	機械順に32桁を変える	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
socket	通信端点を作る	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
bind	局所番地を結ぶ	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
connect	相手端点につなぐ	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
listen	接続要求に備える	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
accept	接続要求を受け入れる	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
getsockname	局所端点の番地を得る	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
getpeername	相手端点の番地を得る	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
send	送る	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
recv	受け取る	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
sendto	宛先に送る	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
recvfrom	送信元と共に受け取る	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
shutdown	通信方向を閉じる	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
setsockopt	通信端点を設定する	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
memcpy	記憶内容を複写する	userspace-library	single-thread;C-locale;byte-strings;i386
memmove	重なりを許して記憶内容を移す	userspace-library	single-thread;C-locale;byte-strings;i386
memset	記憶領域を値で満たす	userspace-library	single-thread;C-locale;byte-strings;i386
memcmp	記憶内容を比較する	userspace-library	single-thread;C-locale;byte-strings;i386
memchr	記憶領域から値を探す	userspace-library	single-thread;C-locale;byte-strings;i386
strlen	文字列の八桁組数を得る	userspace-library	single-thread;C-locale;byte-strings;i386
strnlen	上限内の文字列八桁組数を得る	userspace-library	single-thread;C-locale;byte-strings;i386
strcpy	文字列を複写する	userspace-library	single-thread;C-locale;byte-strings;i386
strncpy	上限まで埋めて文字列を複写する	userspace-library	single-thread;C-locale;byte-strings;i386
stpcpy	文字列を複写して終端を得る	userspace-library	single-thread;C-locale;byte-strings;i386
stpncpy	上限まで埋めて複写し終端を得る	userspace-library	single-thread;C-locale;byte-strings;i386
strcat	文字列を付け足す	userspace-library	single-thread;C-locale;byte-strings;i386
strncat	上限内で文字列を付け足す	userspace-library	single-thread;C-locale;byte-strings;i386
strcmp	文字列を比較する	userspace-library	single-thread;C-locale;byte-strings;i386
strncmp	上限内で文字列を比較する	userspace-library	single-thread;C-locale;byte-strings;i386
strcoll	整列規則で文字列を比較する	userspace-library	single-thread;C-locale;byte-strings;i386
strxfrm	文字列の整列鍵を作る	userspace-library	single-thread;C-locale;byte-strings;i386
strchr	文字列から最初の値を探す	userspace-library	single-thread;C-locale;byte-strings;i386
strrchr	文字列から最後の値を探す	userspace-library	single-thread;C-locale;byte-strings;i386
strstr	文字列から部分列を探す	userspace-library	single-thread;C-locale;byte-strings;i386
strspn	許容値からなる先頭長を得る	userspace-library	single-thread;C-locale;byte-strings;i386
strcspn	除外値のない先頭長を得る	userspace-library	single-thread;C-locale;byte-strings;i386
strpbrk	文字列から集合の値を探す	userspace-library	single-thread;C-locale;byte-strings;i386
strtok	文字列を語に分ける	userspace-library	single-thread;C-locale;byte-strings;i386
strtok_r	進行状態を指定して文字列を語に分ける	userspace-library	single-thread;C-locale;byte-strings;i386
strdup	新しい領域に文字列を複製する	userspace-library	single-thread;C-locale;byte-strings;i386
strndup	上限内で新しい領域に文字列を複製する	userspace-library	single-thread;C-locale;byte-strings;i386
strcasecmp	大文字小文字を区別せず比較する	userspace-library	single-thread;C-locale;byte-strings;i386
strncasecmp	上限内で大文字小文字を区別せず比較する	userspace-library	single-thread;C-locale;byte-strings;i386
isalnum	英字か数字か調べる	userspace-library	single-thread;C-locale;byte-strings;i386
isalpha	英字か調べる	userspace-library	single-thread;C-locale;byte-strings;i386
isblank	水平空白か調べる	userspace-library	single-thread;C-locale;byte-strings;i386
iscntrl	制御文字か調べる	userspace-library	single-thread;C-locale;byte-strings;i386
isdigit	十進数字か調べる	userspace-library	single-thread;C-locale;byte-strings;i386
isgraph	空白以外の印字文字か調べる	userspace-library	single-thread;C-locale;byte-strings;i386
islower	小文字か調べる	userspace-library	single-thread;C-locale;byte-strings;i386
isprint	印字文字か調べる	userspace-library	single-thread;C-locale;byte-strings;i386
ispunct	句読記号か調べる	userspace-library	single-thread;C-locale;byte-strings;i386
isspace	空白文字か調べる	userspace-library	single-thread;C-locale;byte-strings;i386
isupper	大文字か調べる	userspace-library	single-thread;C-locale;byte-strings;i386
isxdigit	十六進数字か調べる	userspace-library	single-thread;C-locale;byte-strings;i386
tolower	小文字に変える	userspace-library	single-thread;C-locale;byte-strings;i386
toupper	大文字に変える	userspace-library	single-thread;C-locale;byte-strings;i386
malloc	記憶領域を確保する	userspace-library	single-thread;C-locale;byte-strings;i386
calloc	零で満たした配列領域を確保する	userspace-library	single-thread;C-locale;byte-strings;i386
realloc	記憶領域の大きさを変える	userspace-library	single-thread;C-locale;byte-strings;i386
free	記憶領域を返す	userspace-library	single-thread;C-locale;byte-strings;i386
strtol	文字列を長整数として読む	userspace-library	single-thread;C-locale;byte-strings;i386
strtoul	文字列を符号なし長整数として読む	userspace-library	single-thread;C-locale;byte-strings;i386
atoi	十進文字列を整数として読む	userspace-library	single-thread;C-locale;byte-strings;i386
atol	十進文字列を長整数として読む	userspace-library	single-thread;C-locale;byte-strings;i386
abs	整数の絶対値を得る	userspace-library	single-thread;C-locale;byte-strings;i386
labs	長整数の絶対値を得る	userspace-library	single-thread;C-locale;byte-strings;i386
div	整数の商と余りを得る	userspace-library	single-thread;C-locale;byte-strings;i386
ldiv	長整数の商と余りを得る	userspace-library	single-thread;C-locale;byte-strings;i386
qsort	比較基準で整列する	userspace-library	single-thread;C-locale;byte-strings;i386
bsearch	整列済み配列を二分探索する	userspace-library	single-thread;C-locale;byte-strings;i386
getenv	環境変数の値を得る	userspace-library	single-thread;C-locale;byte-strings;i386
