english	localized	language
media	Медиј	sr_Latn
mem	mem	sr_Latn
memory	Memorija	sr_Latn
memorymananger	memorymananger	sr_Latn
memorytest	memorytest	sr_Latn
memsz	memsz	sr_Latn
mesg	mesg	sr_Latn
message	порука	sr_Latn
mics	mics	sr_Latn
mid	mid	sr_Latn
minimum	Majtiše	sr_Latn
mode	REŽIM	sr_Latn
model	Модел	sr_Latn
mouse	Миш	sr_Latn
mousemove	mousemove	sr_Latn
move	Премести	sr_Latn
msdospart	msdospart	sr_Latn
msg	msg	sr_Latn
mtime	mtime	sr_Latn
multi	multi	sr_Latn
multiboot	multiboot	sr_Latn
multitasking	multitasking	sr_Latn
my	my	sr_Latn
myfunction	myfunction	sr_Latn
m긴급로그	m긴급로그	sr_Latn
m긴급로그문자열	m긴급로그문자열	sr_Latn
m직렬로그초기화	m직렬로그초기화	sr_Latn
m출력	m출력	sr_Latn
m테스트	m테스트	sr_Latn
n	С	sr_Latn
name	Назив	sr_Latn
namesz	namesz	sr_Latn
net	net	sr_Latn
network	Мрежа	sr_Latn
new	Нова	sr_Latn
next	Следеће	sr_Latn
nibble	nibble	sr_Latn
nlink	nlink	sr_Latn
nmi	нми	sr_Latn
node	Чвор	sr_Latn
nodename	nodename	sr_Latn
noexec	noexec	sr_Latn
none	Ништа	sr_Latn
normal	обичне	sr_Latn
norw	norw	sr_Latn
not	not	sr_Latn
note	Белешка	sr_Latn
nsec	nsec	sr_Latn
num	num	sr_Latn
number	број	sr_Latn
o	o	sr_Latn
of	od	sr_Latn
offset	offset	sr_Latn
ok	Уреду	sr_Latn
old	old	sr_Latn
on	na	sr_Latn
only	only	sr_Latn
opcode	opcode	sr_Latn
open	Отвори	sr_Latn
oper	oper	sr_Latn
operation	operation	sr_Latn
options	Опције	sr_Latn
order	order	sr_Latn
org	org	sr_Latn
other	Друго	sr_Latn
out	Poslato	sr_Latn
output	Излаз	sr_Latn
overflow	overflow	sr_Latn
p	ВП	sr_Latn
packet	packet	sr_Latn
packets	paketa	sr_Latn
paddr	paddr	sr_Latn
page	list	sr_Latn
pages	pages	sr_Latn
paging	paging	sr_Latn
param	param	sr_Latn
parameter	parameter	sr_Latn
params	Параметри	sr_Latn
parent	nadređeni	sr_Latn
parse	parse	sr_Latn
part	part	sr_Latn
partition	partition	sr_Latn
partitions	partitions	sr_Latn
path	ПУТАЊА	sr_Latn
pause	Pauza	sr_Latn
payload	payload	sr_Latn
pci	pci	sr_Latn
pde	pde	sr_Latn
pdelen	pdelen	sr_Latn
peer	peer	sr_Latn
pending	pending	sr_Latn
per	per	sr_Latn
peripheral	peripheral	sr_Latn
phentsize	phentsize	sr_Latn
phnum	phnum	sr_Latn
phoff	phoff	sr_Latn
phy	phy	sr_Latn
phyaddr	phyaddr	sr_Latn
phymem	phymem	sr_Latn
phys	phys	sr_Latn
physical	physical	sr_Latn
pic	pic	sr_Latn
pid	ПИД	sr_Latn
pit	pit	sr_Latn
pixel	pixel	sr_Latn
point	point	sr_Latn
pointer	Pokazivač	sr_Latn
pointers	pointers	sr_Latn
poll	poll	sr_Latn
port	Порт	sr_Latn
portnumber	portnumber	sr_Latn
pos	Положај	sr_Latn
position	Положај	sr_Latn
posix	posix	sr_Latn
prefetch	prefetch	sr_Latn
prefetchable	prefetchable	sr_Latn
present	Prisutno	sr_Latn
prev	prethodni	sr_Latn
primary	primary	sr_Latn
print	Štampaj	sr_Latn
printf	printf	sr_Latn
println	println	sr_Latn
printreg	printreg	sr_Latn
priv	priv	sr_Latn
private	Privatno	sr_Latn
privilege	privilege	sr_Latn
proc	proc	sr_Latn
process	Процес	sr_Latn
processes	Procesi	sr_Latn
processing	processing	sr_Latn
program	програм	sr_Latn
programmable	programmable	sr_Latn
protocol	protocol	sr_Latn
provided	provided	sr_Latn
provider	provider	sr_Latn
ps	ps	sr_Latn
pt	pt	sr_Latn
pte	pte	sr_Latn
ptr	ptr	sr_Latn
push	push	sr_Latn
put	put	sr_Latn
pv	Tv	sr_Latn
queue	queue	sr_Latn
r	č	sr_Latn
range	Opseg	sr_Latn
raw	raw	sr_Latn
rdev	rdev	sr_Latn
read	читање	sr_Latn
ready	Спреман	sr_Latn
receive	receive	sr_Latn
received	Primǉeno	sr_Latn
receiver	receiver	sr_Latn
receviced	receviced	sr_Latn
record	Снимање	sr_Latn
rectangle	Pravougaonik	sr_Latn
recv	recv	sr_Latn
ref	ref	sr_Latn
refs	refs	sr_Latn
reg	reg	sr_Latn
region	region	sr_Latn
register	register	sr_Latn
registeroffset	registeroffset	sr_Latn
registers	registers	sr_Latn
regs	regs	sr_Latn
regtype	regtype	sr_Latn
rel	rel	sr_Latn
rela	rela	sr_Latn
release	release	sr_Latn
released	released	sr_Latn
reload	Освежи	sr_Latn
relocation	relocation	sr_Latn
remaining	remaining	sr_Latn
remote	Удаљено	sr_Latn
remove	Уклони	sr_Latn
reply	reply	sr_Latn
request	request	sr_Latn
requested	requested	sr_Latn
reserved	Zauzeto	sr_Latn
reset	Ponovopostavi	sr_Latn
resolve	resolve	sr_Latn
restore	Поврати	sr_Latn
result	ИСХОД	sr_Latn
ret	ret	sr_Latn
revision	revision	sr_Latn
rgb	ЦЗП	sr_Latn
right	Десно	sr_Latn
root	Koren	sr_Latn
round	Zaokruži	sr_Latn
route	route	sr_Latn
rs	rs	sr_Latn
rt	rt	sr_Latn
run	Pokreni	sr_Latn
runnable	runnable	sr_Latn
rx	rx	sr_Latn
s	Ј	sr_Latn
saved	saved	sr_Latn
sc	sc	sr_Latn
scan	Прегледај	sr_Latn
scancode	scancode	sr_Latn
sche	sche	sr_Latn
schedule	schedule	sr_Latn
scheduler	scheduler	sr_Latn
screen	screen	sr_Latn
secondary	secondary	sr_Latn
sect	sect	sr_Latn
section	section	sr_Latn
sector	sector	sr_Latn
sectors	sectors	sr_Latn
seek	seek	sr_Latn
seg	seg	sr_Latn
segment	segment	sr_Latn
segments	segments	sr_Latn
select	Изабери	sr_Latn
selector	selector	sr_Latn
self	isti	sr_Latn
send	Пошаљи	sr_Latn
sequencer	sequencer	sr_Latn
serial	Серијски	sr_Latn
set	скуп	sr_Latn
setup	setup	sr_Latn
sh	sh	sr_Latn
shared	shared	sr_Latn
shentsize	shentsize	sr_Latn
shift	Шифт	sr_Latn
shndx	shndx	sr_Latn
shnum	shnum	sr_Latn
shoff	shoff	sr_Latn
shstrndx	shstrndx	sr_Latn
signature	signature	sr_Latn
simd	simd	sr_Latn
size	Величина	sr_Latn
sl	sl	sr_Latn
slave	slave	sr_Latn
sock	sock	sr_Latn
socket	Прикључница	sr_Latn
socketcall	socketcall	sr_Latn
sockets	sockets	sr_Latn
soft	soft	sr_Latn
software	Programi	sr_Latn
source	Izvor	sr_Latn
space	razmak	sr_Latn
spawn	spawn	sr_Latn
src	src	sr_Latn
srcptr	srcptr	sr_Latn
ss	ss	sr_Latn
st	st	sr_Latn
stack	stack	sr_Latn
stackbottom	stackbottom	sr_Latn
stacktop	stacktop	sr_Latn
start	Pokreni	sr_Latn
started	Započet	sr_Latn
starting	starting	sr_Latn
stat	stat	sr_Latn
state	Стање	sr_Latn
status	Стање	sr_Latn
stderr	stderr	sr_Latn
stdin	stdin	sr_Latn
stdout	stdout	sr_Latn
stop	Заустави	sr_Latn
stopped	Заустављен	sr_Latn
str	str	sr_Latn
string	ниска	sr_Latn
strtab	strtab	sr_Latn
subclass	subclass	sr_Latn
subnet	subnet	sr_Latn
support	Podrška	sr_Latn
swap	Svap	sr_Latn
switch	switch	sr_Latn
sym	sym	sr_Latn
sync	sync	sr_Latn
sys	sys	sr_Latn
syscall	syscall	sr_Latn
sysname	sysname	sr_Latn
system	Систем	sr_Latn
systemcall	systemcall	sr_Latn
t	Т	sr_Latn
table	Tabela	sr_Latn
tag	ознака	sr_Latn
tail	tail	sr_Latn
tamd	tamd	sr_Latn
tarp	tarp	sr_Latn
task	Задатак	sr_Latn
tasking	tasking	sr_Latn
tasks	zadaci	sr_Latn
tcow	tcow	sr_Latn
tcpu	tcpu	sr_Latn
technology	Технологија	sr_Latn
temp	temp	sr_Latn
temporary	temporary	sr_Latn
tenth	tenth	sr_Latn
terminated	terminated	sr_Latn
test	Тест	sr_Latn
text	Текст	sr_Latn
thr	thr	sr_Latn
thread	thread	sr_Latn
threads	threads	sr_Latn
tick	tick	sr_Latn
ticmp	ticmp	sr_Latn
time	Време	sr_Latn
timer	Одбројавач	sr_Latn
tip	tip	sr_Latn
tls	tls	sr_Latn
tmp	tmp	sr_Latn
tmsdos	tmsdos	sr_Latn
to	to	sr_Latn
top	Горе	sr_Latn
tos	tos	sr_Latn
total	Ukupno	sr_Latn
track	track	sr_Latn
trap	trap	sr_Latn
truncate	Odsecite	sr_Latn
tss	tss	sr_Latn
type	Врста	sr_Latn
t공용서술자테이블	t공용서술자테이블	sr_Latn
t작업관리자	t작업관리자	sr_Latn
t조각설명자	t조각설명자	sr_Latn
t콘솔	t콘솔	sr_Latn
t함수	t함수	sr_Latn
udesc	udesc	sr_Latn
udp	udp	sr_Latn
udp콘솔	udp콘솔	sr_Latn
uid	ЈЛБ	sr_Latn
uint	uint	sr_Latn
uintptr	uintptr	sr_Latn
uname	uname	sr_Latn
unhandle	unhandle	sr_Latn
unhandled	unhandled	sr_Latn
unit	Јединица	sr_Latn
unset	Неподешено	sr_Latn
unused	неупотребљен	sr_Latn
up	Gore	sr_Latn
update	Освежи	sr_Latn
usable	usable	sr_Latn
use	Користи	sr_Latn
used	Zauzeto	sr_Latn
user	Korisnik	sr_Latn
userhandler	userhandler	sr_Latn
usermode	usermode	sr_Latn
userproc	userproc	sr_Latn
util	util	sr_Latn
util콘솔	util콘솔	sr_Latn
uts	uts	sr_Latn
utsname	utsname	sr_Latn
v	v	sr_Latn
vaddr	vaddr	sr_Latn
val	val	sr_Latn
value	Вредност	sr_Latn
values	Вредности	sr_Latn
vector	vector	sr_Latn
vendor	Proizvođač	sr_Latn
ver	ver	sr_Latn
version	Издање	sr_Latn
vfs	vfs	sr_Latn
vga	vga	sr_Latn
video	Видео	sr_Latn
virt	virt	sr_Latn
virtlen	virtlen	sr_Latn
virtmem	virtmem	sr_Latn
virtual	Virtuelno	sr_Latn
volume	Glasnoća	sr_Latn
w	p	sr_Latn
wait	Sačekaj	sr_Latn
waitpid	waitpid	sr_Latn
wdata	wdata	sr_Latn
when	when	sr_Latn
whence	whence	sr_Latn
widget	Kontrola	sr_Latn
width	Širina	sr_Latn
word	reč	sr_Latn
writable	writable	sr_Latn
write	upis	sr_Latn
writer	writer	sr_Latn
x	i	sr_Latn
xy	xy	sr_Latn
y	d	sr_Latn
zero	zero	sr_Latn
값	값	sr_Latn
공용서술자테이블	공용서술자테이블	sr_Latn
기준	기준	sr_Latn
기준주소	기준주소	sr_Latn
낮은	낮은	sr_Latn
넷카드콘솔	넷카드콘솔	sr_Latn
높은	높은	sr_Latn
단말기	단말기	sr_Latn
마우스콘솔	마우스콘솔	sr_Latn
매개값	매개값	sr_Latn
매우높은	매우높은	sr_Latn
멈추기	멈추기	sr_Latn
목적	목적	sr_Latn
유형	유형	sr_Latn
이더넷콘솔	이더넷콘솔	sr_Latn
인터럽트무시하기	인터럽트무시하기	sr_Latn
인터럽트예외처리기	인터럽트예외처리기	sr_Latn
인터럽트요청처리	인터럽트요청처리	sr_Latn
인터럽트처리기	인터럽트처리기	sr_Latn
임시	임시	sr_Latn
자료	자료	sr_Latn
자신	자신	sr_Latn
작업관리자	작업관리자	sr_Latn
작업콘솔	작업콘솔	sr_Latn
조각설명자	조각설명자	sr_Latn
출력	출력	sr_Latn
콘솔	콘솔	sr_Latn
크기	크기	sr_Latn
키보드콘솔	키보드콘솔	sr_Latn
표시들	표시들	sr_Latn
한도	한도	sr_Latn
