original	compiler	native	status
GdtDescriptor	Gdtdescriptor	Gdtdescriptor	existing-unreviewed
GdtEntry	Gdt条目_2	Gdt項目_2	existing-unreviewed
GdtSize	Gdt大小	Gdt大小	existing-unreviewed
GetAt	Getat	Getat	existing-unreviewed
GetBackend	Getbackend	Getbackend	existing-unreviewed
GetBaseAddressRegister	Getbaseaddress寄存器	Getbaseaddress暫存器	existing-unreviewed
GetBitmaspSize	Getbitmasp大小	Getbitmasp大小	existing-unreviewed
GetBytesFromPtr	Get字节from指针	Get位元組from指標	existing-unreviewed
GetCR0	Getcr0	Getcr0	existing-unreviewed
GetCR2	Getcr2	Getcr2	existing-unreviewed
GetCR3	Getcr3	Getcr3	existing-unreviewed
GetCR4	Getcr4	Getcr4	existing-unreviewed
GetColorIndex	Get颜色索引	Get色彩索引	existing-unreviewed
GetDeviceDescriptor	Get设备descriptor	Get裝置descriptor	existing-unreviewed
GetDriver	Get驱动程序	Get驅動程式	existing-unreviewed
GetESP0	Getesp0	Getesp0	existing-unreviewed
GetEntry	Get条目	Get項目	existing-unreviewed
GetFileSize	Get文件大小	Get檔案大小	existing-unreviewed
GetFocus	Get焦点	Get焦點	existing-unreviewed
GetFrameBufferSegment	Get帧buffersegment	Get框架buffersegment	existing-unreviewed
GetFuncPtrFromPtr	Getfunc指针from指针	Getfunc指標from指標	existing-unreviewed
GetFunctionName	Get函数名称	Get函式名稱	existing-unreviewed
GetHandler	Gethandler	Gethandler	existing-unreviewed
GetIPAddress	Getipaddress	Getipaddress	existing-unreviewed
GetMACAddress	Getmacaddress	Getmacaddress	existing-unreviewed
GetMACFromCache	Getmacfromcache	Getmacfromcache	existing-unreviewed
GetNextReadyThread	Get下一个就绪线程	Get下一個準備就緒執行緒	existing-unreviewed
GetNodeAt	Get节点at	Get節點at	existing-unreviewed
GetProvider	Providerget	Providerget	existing-unreviewed
GetSS0	Getss0	Getss0	existing-unreviewed
GetStr	Getstr	Getstr	existing-unreviewed
GetUint32ArrayFromPtr	Getunsignedinteger32数组from指针	Getunsignedinteger32陣列from指標	existing-unreviewed
GetUintptrArrayFromPtr	Getunsignedinteger指针数组from指针	Getunsignedinteger指標陣列from指標	existing-unreviewed
GetValue	Get值	Get數值	existing-unreviewed
GetValueInPageDir	Get值进页目录	Get數值進頁目錄	existing-unreviewed
Gid	Gid	Gid	existing-unreviewed
Gs	Gs	Gs	existing-unreviewed
HandleException	H控制器exception	H控制把exception	existing-unreviewed
HandleFatalInterruptFrame	H控制器fatal中断帧	H控制把fatal中斷框架	existing-unreviewed
HandleInterrupt	H控制器中断	H控制把中斷	existing-unreviewed
HandleInterrupt1	H控制器中断1	H控制把中斷1	existing-unreviewed
HandleUserDatagramProtocolMessage	H控制器用户datagramprotocol消息	H控制把使用者datagramprotocol訊息	existing-unreviewed
IDT_DESC_PRESENT	Idtdescriptor当前电池	Idtdescriptor目前	existing-unreviewed
IDT_INTERRUPT_GATE	Idt中断入口	Idt中斷入口	existing-unreviewed
IDriver	I驱动程序	I驅動程式	existing-unreviewed
IEtherFrameHandler	I以太网帧handler	I乙太網路框架handler	existing-unreviewed
IInternetProtocolHandler	I互联网protocolhandler	I互聯網protocolhandler	existing-unreviewed
IInterruptHandler	I中断handler	I中斷handler	existing-unreviewed
IKeyboardEventHandler	I键盘事件handler	I鍵盤事件handler	existing-unreviewed
IMouseEventHandler	I鼠标事件handler	I滑鼠事件handler	existing-unreviewed
IPCIControllerHandler	Ipci控制器handler	Ipci控制器handler	existing-unreviewed
IPCache	Ipcache	Ipcache	existing-unreviewed
IP_BE	Ip网络字节order	Ip網路位元組order	existing-unreviewed
IRawDataHandler	IRaw数据handler	IRaw資料handler	existing-unreviewed
ITimerEventHandler	I定时器事件handler	I計時器事件handler	existing-unreviewed
IUserDatagramProtocolHandler	I用户datagramprotocolhandler	I使用者datagramprotocolhandler	existing-unreviewed
IUserDatagramProtocolSocket	I用户datagramprotocol套接字	I使用者datagramprotocol通訊端	existing-unreviewed
IWidget	I界面元素	I介面元素	existing-unreviewed
Identify	Identify	Identify	existing-unreviewed
Increment	Increment	Increment	existing-unreviewed
IndexOf	I索引of	I索引of	existing-unreviewed
Init	Init	Init	existing-unreviewed
InitDriver	Init驱动程序	Init驅動程式	existing-unreviewed
InitialThreadUserJump	Initial线程用户jump	Initial執行緒使用者jump	existing-unreviewed
Ino	Ino	Ino	existing-unreviewed
Install	I安装	I安裝	existing-unreviewed
Interrupt	I中断	I中斷	existing-unreviewed
InterruptActive	I中断活跃	I中斷啟用	existing-unreviewed
InterruptDeactive	I中断deactive	I中斷deactive	existing-unreviewed
InterruptManager	I中断管理器	I中斷管理器	existing-unreviewed
InterruptNumber	I中断数字	I中斷數字	existing-unreviewed
InvalidOpcode	I无效opcode	I無效opcode	existing-unreviewed
InvalidTSS	I无效tss	I無效tss	existing-unreviewed
IsKernel	Is内核	Is核心	existing-unreviewed
IsPresent	Is当前电池	Is目前	existing-unreviewed
IsUserSpace	Is用户空格	Is使用者空白	existing-unreviewed
KB	Kb	K千位元KB	existing-unreviewed
KCS_INDEX	Kcs索引	Kcs索引	existing-unreviewed
KCS_SELECTOR	Kcsselector	Kcsselector	existing-unreviewed
KDS_INDEX	Kds索引	Kds索引	existing-unreviewed
KDS_SELECTOR	Kdsselector	Kdsselector	existing-unreviewed
KERNEL_HEAP_START	K内核heap开始	K核心heap啟動	existing-unreviewed
KERNEL_VIRT_ADDR	K内核virtaddress	K核心virtaddress	existing-unreviewed
KGS_INDEX	Kgs索引	Kgs索引	existing-unreviewed
KGS_SELECTOR	Kgsselector	Kgsselector	existing-unreviewed
K핵심	KKernelEntry	KKernelEntry	compatibility
LIDT	Lidt	Lidt	existing-unreviewed
Last	L最近	L最後	existing-unreviewed
Len	Len	Len	compatibility
Limit	L限定	L限制	existing-unreviewed
Link	L链接	L連結	existing-unreviewed
LinkMap	L链接映射	L連結對映	existing-unreviewed
LinkedList	Linked列表	Linked清單	existing-unreviewed
Listen	Listen	Listen	existing-unreviewed
LoadElf	L加载elf	L載入elf	existing-unreviewed
MAC	Mac	Mac	existing-unreviewed
MAC0	Mac0	Mac0	existing-unreviewed
MAC1	Mac1	Mac1	existing-unreviewed
MAC2	Mac2	Mac2	existing-unreviewed
MAC3	Mac3	Mac3	existing-unreviewed
MAC4	Mac4	Mac4	existing-unreviewed
MAC5	Mac5	Mac5	existing-unreviewed
MACAddress0Port	Macaddress0端口	Macaddress0連接埠	existing-unreviewed
MACAddress2Port	Macaddress2端口	Macaddress2連接埠	existing-unreviewed
MACAddress4Port	Macaddress4端口	Macaddress4連接埠	existing-unreviewed
MACCache	Maccache	Maccache	existing-unreviewed
MAX_QUEUE_SIZE	M最大值队列大小	M最大佇列大小	existing-unreviewed
MB	M毫巴	M毫巴	existing-unreviewed
MBR	Mbr	Mbr	existing-unreviewed
MHex출력	MHexadecimal打印	MHexadecimal列印	existing-unreviewed
MHex출력XY	MHexadecimal打印xy	MHexadecimal列印xy	existing-unreviewed
MUint16출력	MUnsignedinteger16打印	MUnsignedinteger16列印	existing-unreviewed
MUint16출력XY	MUnsignedinteger16打印xy	MUnsignedinteger16列印xy	existing-unreviewed
MUint32출력	MUnsignedinteger32打印	MUnsignedinteger32列印	existing-unreviewed
MUint32출력XY	MUnsignedinteger32打印xy	MUnsignedinteger32列印xy	existing-unreviewed
MUint64출력	MUnsignedinteger64打印	MUnsignedinteger64列印	existing-unreviewed
MUint64출력XY	MUnsignedinteger64打印xy	MUnsignedinteger64列印xy	existing-unreviewed
Machine	Machine	Machine	existing-unreviewed
MachineCheck	Machinecheck	Machinecheck	existing-unreviewed
MakeRangePrivateWritable	Make范围专用writable	Makerange私密writable	existing-unreviewed
Malloc	M分配内存	M配置記憶體	existing-unreviewed
MemCmp	Mem位取反	Memcmp	existing-unreviewed
MemCpy	Mem复制	Mem複製	existing-unreviewed
MemMove	Mem移动	Mem移動	existing-unreviewed
MemSet	Mem集合	Mem設定	existing-unreviewed
MemoryOper	M内存oper	M記憶體oper	existing-unreviewed
Mode	M模式	M模式	existing-unreviewed
ModelToScreen	M设置局部坐标	M設定局部座標	existing-unreviewed
Mtime	Mtime	Mtime	existing-unreviewed
MtimeNsec	Mtimensec	Mtimensec	existing-unreviewed
MyHandleInterrupt	My控制器中断	My控制把中斷	existing-unreviewed
MyTest	My测试	My測試	existing-unreviewed
M긴급로그Hex8	MEmergency日志hexadecimal8	MEmergency記錄hexadecimal8	existing-unreviewed
M긴급로그Uint32	MEmergency日志unsignedinteger32	MEmergency記錄unsignedinteger32	existing-unreviewed
M긴급로그문자열	MEmergency日志字符串	MEmergency記錄字串	existing-unreviewed
M직렬로그초기화	M串行日志init	M串列記錄init	existing-unreviewed
M출력	M打印	M列印	existing-unreviewed
M출력BytesXY	M打印字节xy	M列印位元組xy	existing-unreviewed
M출력Hex	M打印hexadecimal	M列印hexadecimal	existing-unreviewed
M출력Uint16	M打印unsignedinteger16	M列印unsignedinteger16	existing-unreviewed
M출력Uint32	M打印unsignedinteger32	M列印unsignedinteger32	existing-unreviewed
M출력XY	M打印xy	M列印xy	existing-unreviewed
M테스트	M테스트	M테스트	existing-unreviewed
NMI	Nmi	Nmi	existing-unreviewed
New	N新建	N新增	existing-unreviewed
NewInterruptHandler	N新建中断handler	N新增中斷handler	existing-unreviewed
Next	N下一个	N下一個	existing-unreviewed
Nlink	Nlink	Nlink	existing-unreviewed
Node	T链表节点	T鏈結串列節點	existing-unreviewed
Nodename	Nodename	Nodename	existing-unreviewed
OnEtherFrameReceived	O以太网帧receivewhen	O乙太網路框架receivewhen	existing-unreviewed
OnGetDriver	O时get驱动程序	O時get驅動程式	existing-unreviewed
OnInternetProtocolReceived	O互联网protocolreceivewhen	O互聯網protocolreceivewhen	existing-unreviewed
OnKeyDown	O时关键下	O時設定鍵下	existing-unreviewed
OnKeyUp	O时关键向上	O時設定鍵上	existing-unreviewed
OnMouseDown	O时鼠标下	O時滑鼠下	existing-unreviewed
OnMouseMove	O时鼠标移动	O時滑鼠移動	existing-unreviewed
OnMouseUp	O时鼠标向上	O時滑鼠上	existing-unreviewed
OnRawDataReceived	O时raw数据receive	O時raw資料receive	existing-unreviewed
OnTick	O时tick	O時tick	existing-unreviewed
Overflow	Overflow	Overflow	existing-unreviewed
P1LinkMap	P值1链接映射	P數值1連結對映	existing-unreviewed
P2LinkMap	P值2链接映射	P數值2連結對映	existing-unreviewed
P3LinkMap	P值3链接映射	P數值3連結對映	existing-unreviewed
PAGE_COW	P页cow	P頁cow	existing-unreviewed
PAGE_FRAME	P页帧	P頁框架	existing-unreviewed
PAGE_PRESENT	P页当前电池	P頁目前	existing-unreviewed
PAGE_USER	P页用户	P頁使用者	existing-unreviewed
PAGE_WRITABLE	P页writable	P頁writable	existing-unreviewed
PAUSE_LOOP	P暂停loop	P暫停迴圈	existing-unreviewed
PICMasterCommandPort	Primarypic命令输入输出端口	Primarypic指令io連接埠	existing-unreviewed
PICMasterDataPort	Primarypic数据输入输出端口	Primarypic資料io連接埠	existing-unreviewed
PICSlaveCommandPort	Secondarypic命令输入输出端口	Secondarypic指令io連接埠	existing-unreviewed
PICSlaveDataPort	Secondarypic数据输入输出端口	Secondarypic資料io連接埠	existing-unreviewed
PRESENT	P当前电池	P目前	existing-unreviewed
PRIV_KERNEL	Priv内核	Priv核心	existing-unreviewed
PRIV_USER	Priv用户	Priv使用者	existing-unreviewed
PROC_USER_HEAP_SIZE	Proc用户heap大小	Proc使用者heap大小	existing-unreviewed
PageDirEntry	P页目录条目	P頁目錄項目	existing-unreviewed
PageDirectoryEntry	P页目录条目_2	P頁目錄項目_2	existing-unreviewed
PageFault	P页故障	P頁故障	existing-unreviewed
PageFaultException	P页故障exception	P頁故障exception	existing-unreviewed
PageRoundDown	P页舍入下	P頁四捨五入下	existing-unreviewed
PageRoundUp	P页舍入向上	P頁四捨五入上	existing-unreviewed
PageTableEntry	P页表格条目	P頁table項目	existing-unreviewed
Paging	P分页管理	P分頁管理	existing-unreviewed
ParentPid	Parent进程号	Parent行程代碼	existing-unreviewed
Parse	Parse	Parse	existing-unreviewed
Partition_id	P分区id	P分割區識別號	existing-unreviewed
PhyMemTest	Phymem测试	Phymem測試	existing-unreviewed
PhysicalMemoryManager	P物理内存管理器	P物理記憶體管理器	existing-unreviewed
Pid	P进程号	P行程代碼	existing-unreviewed
Port	P端口	P連接埠	existing-unreviewed
PortBase	P端口base	P連接埠base	existing-unreviewed
PortInByte	P端口进字节	P連接埠進位元組	existing-unreviewed
PortInDword	P端口进dword	P連接埠進dword	existing-unreviewed
PortInWord	P端口进字	P連接埠進字	existing-unreviewed
PortOutByte	P端口出字节	P連接埠出位元組	existing-unreviewed
PortOutDword	P端口出dword	P連接埠出dword	existing-unreviewed
PortOutWord	P端口出字	P連接埠出字	existing-unreviewed
PortReadByte	P端口读取字节	P連接埠讀取位元組	existing-unreviewed
PortReadDword	P端口读取dword	P連接埠讀取dword	existing-unreviewed
PortReadWord	P端口读取字	P連接埠讀取字	existing-unreviewed
PortWriteByte	P端口写入字节	P連接埠寫入位元組	existing-unreviewed
PortWriteDword	P端口写入dword	P連接埠寫入dword	existing-unreviewed
PortWriteWord	P端口写入字	P連接埠寫入字	existing-unreviewed
Prev	Previous	Previous	existing-unreviewed
PrevTSS	Previoustss	Previoustss	existing-unreviewed
PrimaryPartition	Primary分区	Primary分割區	existing-unreviewed
Print	P打印	P列印	existing-unreviewed
PrintBytes	P打印字节	P列印位元組	existing-unreviewed
PrintStr	P打印str	P列印str	existing-unreviewed
PrintTLS	P打印tls	P列印tls	existing-unreviewed
PrintTest	P打印测试	P列印測試	existing-unreviewed
Process	P进程	P程序	existing-unreviewed
ProcessHelper	P进程helper	P程序helper	existing-unreviewed
ProcessPendingKeyboardEvents	P进程待处理键盘事件集	P程序待處理鍵盤事件集	existing-unreviewed
ProcessPendingMouseEvents	P进程待处理鼠标事件集	P程序待處理滑鼠事件集	existing-unreviewed
PushAt	M在指定位置插入	M在指定位置插入	existing-unreviewed
PushBack	M追加到表尾	M附加至串列尾端	existing-unreviewed
PushFront	M添加到表头	M加入至串列開頭	existing-unreviewed
PutPixel	Putpixel	Putpixel	existing-unreviewed
PutPixelRGB	Putpixelrgb	Putpixelrgb	existing-unreviewed
QUEUE_START_ADDR	Q队列开始address	Q佇列啟動address	existing-unreviewed
Rdev	Rdev	Rdev	existing-unreviewed
Read	R读取	R讀取	existing-unreviewed
Read28	R读取28	R讀取28	existing-unreviewed
ReadFile	M读取文件	M讀取檔案	existing-unreviewed
ReadPartitions	R读取分区	R讀取分割區	existing-unreviewed
Ready	R就绪	R準備就緒	existing-unreviewed
Receive	Receive	Receive	existing-unreviewed
Ref	Reference	Reference	existing-unreviewed
Release	Release	Release	existing-unreviewed
ReloadCR3	R重新载入cr3	R重新載入cr3	existing-unreviewed
Remove	R删除	R移除	existing-unreviewed
RemoveAt	R删除at	R移除at	existing-unreviewed
RemoveThread	R删除线程	R移除執行緒	existing-unreviewed
RemoveThreadAt	R删除线程at	R移除執行緒at	existing-unreviewed
RequestMacAddress	Requestmacaddress	Requestmacaddress	existing-unreviewed
Reset	R重置	R重設	existing-unreviewed
Resolve	R解决	R解決	existing-unreviewed
ResolveCopyOnWriteFault	R解决复制时写入故障	R解決複製時寫入故障	existing-unreviewed
SCHEDULER_FREQUENCY	S调度器频率	S排程器頻率	existing-unreviewed
SEG_BIG_MODE	Segbig模式	Segbig模式	existing-unreviewed
SEG_EXEC	Seg执行	Seg執行	existing-unreviewed
SEG_GRAN_4K_PAGE	Seggran4k页	Seggran4k頁	existing-unreviewed
SEG_GRAN_BYTE	Seggran字节	Seggran位元組	existing-unreviewed
SEG_KERNEL_CODE	Seg内核code	Seg核心code	existing-unreviewed
SEG_KERNEL_DATA	Seg内核数据	Seg核心資料	existing-unreviewed
SEG_KERNEL_GS	Seg内核gs	Seg核心gs	existing-unreviewed
SEG_NOEXEC	Segnoexec	Segnoexec	existing-unreviewed
SEG_NORMAL	Seg正常	Seg一般	existing-unreviewed
SEG_NORW	Segnorw	Segnorw	existing-unreviewed
SEG_R	Segr	Segr	existing-unreviewed
SEG_SYSTEM	Seg系统	Seg系統	existing-unreviewed
SEG_TASK_STATE	Seg任务状态	Seg工作狀態	existing-unreviewed
SEG_USER_CODE	Seg用户code	Seg使用者code	existing-unreviewed
SEG_USER_DATA	Seg用户数据	Seg使用者資料	existing-unreviewed
SEG_USER_GS	Seg用户gs	Seg使用者gs	existing-unreviewed
SEG_W	Segw	Segw	existing-unreviewed
SIMDFloatingPointException	Simd浮动pointexception	Simd浮動pointexception	existing-unreviewed
SIZE	S大小	S大小	existing-unreviewed
SYS_ACCESS	Sys访问	Sys存取	existing-unreviewed
SYS_BRK	Sysbrk	Sysbrk	existing-unreviewed
SYS_CHDIR	Syschdir	Syschdir	existing-unreviewed
SYS_CLOSE	Sys关闭	Sys關閉	existing-unreviewed
SYS_CREAT	Syscreat	Syscreat	existing-unreviewed
SYS_DUP	Sysdup	Sysdup	existing-unreviewed
SYS_DUP2	Sysdup2	Sysdup2	existing-unreviewed
SYS_EXECVE	Sysexecve	Sysexecve	existing-unreviewed
SYS_EXIT	Sys退出	Sys離開	existing-unreviewed
SYS_FCNTL	Sysfcntl	Sysfcntl	existing-unreviewed
SYS_FORK	Sysfork	Sysfork	existing-unreviewed
SYS_FSTAT	Sysfstat	Sysfstat	existing-unreviewed
SYS_FSYNC	Sysfsync	Sysfsync	existing-unreviewed
SYS_GETCWD	Sysgetcwd	Sysgetcwd	existing-unreviewed
SYS_GETEGID	Sysgetegid	Sysgetegid	existing-unreviewed
SYS_GETEUID	Sysgeteuid	Sysgeteuid	existing-unreviewed
SYS_GETGID	Sysgetgid	Sysgetgid	existing-unreviewed
SYS_GETPID	Sysgetpid	Sysgetpid	existing-unreviewed
SYS_GETPPID	Sysgetppid	Sysgetppid	existing-unreviewed
SYS_GETUID	Sysgetuid	Sysgetuid	existing-unreviewed
SYS_LSEEK	Syslseek	Syslseek	existing-unreviewed
SYS_LSTAT	Syslstat	Syslstat	existing-unreviewed
SYS_OPEN	Sys打开	Sys開啟	existing-unreviewed
SYS_READ	Sys读取	Sys讀取	existing-unreviewed
SYS_RT_EXIT	Sysrt退出	Sysrt離開	existing-unreviewed
SYS_SOCKETCALL	Syssocketcall	Syssocketcall	existing-unreviewed
SYS_STAT	Sysstat	Sysstat	existing-unreviewed
SYS_SYNC	Syssync	Syssync	existing-unreviewed
SYS_UNAME	Sysuname	Sysuname	existing-unreviewed
SYS_WAITPID	Syswaitpid	Syswaitpid	existing-unreviewed
SYS_WRITE	Sys写入	Sys寫入	existing-unreviewed
Schedule	Schedule	Schedule	existing-unreviewed
Scheduler	S调度器	S排程器	existing-unreviewed
SchedulerData	S调度器数据	S排程器資料	existing-unreviewed
SegmentNotPresent	Segmentnot当前电池	Segmentnot目前	existing-unreviewed
