original	compiler	native	status
GetCR2	Getcr2	Getcr2	existing-unreviewed
GetCR3	Getcr3	Getcr3	existing-unreviewed
GetCR4	Getcr4	Getcr4	existing-unreviewed
GetColorIndex	Get色彩索引	Get颜色索引	existing-unreviewed
GetDeviceDescriptor	Get裝置descriptor	Get设备descriptor	existing-unreviewed
GetDriver	Get驅動程式	Get驱动程序	existing-unreviewed
GetESP0	Getesp0	Getesp0	existing-unreviewed
GetEntry	Get項目	Get条目	existing-unreviewed
GetFileSize	Get檔案大小	Get文件大小	existing-unreviewed
GetFocus	Get焦點	Get焦点	existing-unreviewed
GetFrameBufferSegment	Get框架buffersegment	Get帧buffersegment	existing-unreviewed
GetFuncPtrFromPtr	Getfunc指標from指標	Getfunc指针from指针	existing-unreviewed
GetFunctionName	Get函式名稱	Get函数名称	existing-unreviewed
GetHandler	Gethandler	Gethandler	existing-unreviewed
GetIPAddress	Getipaddress	Getipaddress	existing-unreviewed
GetMACAddress	Getmacaddress	Getmacaddress	existing-unreviewed
GetMACFromCache	Getmacfromcache	Getmacfromcache	existing-unreviewed
GetNextReadyThread	Get下一個準備就緒執行緒	Get下一个就绪线程	existing-unreviewed
GetNodeAt	Get節點at	Get节点at	existing-unreviewed
GetProvider	Providerget	Providerget	existing-unreviewed
GetSS0	Getss0	Getss0	existing-unreviewed
GetStr	Getstr	Getstr	existing-unreviewed
GetUint32ArrayFromPtr	Getunsignedinteger32陣列from指標	Getunsignedinteger32数组from指针	existing-unreviewed
GetUintptrArrayFromPtr	Getunsignedinteger指標陣列from指標	Getunsignedinteger指针数组from指针	existing-unreviewed
GetValue	Get數值	Get值	existing-unreviewed
GetValueInPageDir	Get數值進頁目錄	Get值进页目录	existing-unreviewed
Gid	Gid	Gid	existing-unreviewed
Gs	Gs	Gs	existing-unreviewed
HandleException	H控制把exception	H控制器exception	existing-unreviewed
HandleFatalInterruptFrame	H控制把fatal中斷框架	H控制器fatal中断帧	existing-unreviewed
HandleInterrupt	H控制把中斷	H控制器中断	existing-unreviewed
HandleInterrupt1	H控制把中斷1	H控制器中断1	existing-unreviewed
HandleUserDatagramProtocolMessage	H控制把使用者datagramprotocol訊息	H控制器用户datagramprotocol消息	existing-unreviewed
IDT_DESC_PRESENT	Idtdescriptor目前	Idtdescriptor当前电池	existing-unreviewed
IDT_INTERRUPT_GATE	Idt中斷入口	Idt中断入口	existing-unreviewed
IDriver	I驅動程式	I驱动程序	existing-unreviewed
IEtherFrameHandler	I乙太網路框架handler	I以太网帧handler	existing-unreviewed
IInternetProtocolHandler	I互聯網protocolhandler	I互联网protocolhandler	existing-unreviewed
IInterruptHandler	I中斷handler	I中断handler	existing-unreviewed
IKeyboardEventHandler	I鍵盤事件handler	I键盘事件handler	existing-unreviewed
IMouseEventHandler	I滑鼠事件handler	I鼠标事件handler	existing-unreviewed
IPCIControllerHandler	Ipci控制器handler	Ipci控制器handler	existing-unreviewed
IPCache	Ipcache	Ipcache	existing-unreviewed
IP_BE	Ip網路位元組order	Ip网络字节order	existing-unreviewed
IRawDataHandler	IRaw資料handler	IRaw数据handler	existing-unreviewed
ITimerEventHandler	I計時器事件handler	I定时器事件handler	existing-unreviewed
IUserDatagramProtocolHandler	I使用者datagramprotocolhandler	I用户datagramprotocolhandler	existing-unreviewed
IUserDatagramProtocolSocket	I使用者datagramprotocol通訊端	I用户datagramprotocol套接字	existing-unreviewed
IWidget	I介面元素	I界面元素	existing-unreviewed
Identify	Identify	Identify	existing-unreviewed
Increment	Increment	Increment	existing-unreviewed
IndexOf	I索引of	I索引of	existing-unreviewed
Init	Init	Init	existing-unreviewed
InitDriver	Init驅動程式	Init驱动程序	existing-unreviewed
InitialThreadUserJump	Initial執行緒使用者jump	Initial线程用户jump	existing-unreviewed
Ino	Ino	Ino	existing-unreviewed
Install	I安裝	I安装	existing-unreviewed
Interrupt	I中斷	I中断	existing-unreviewed
InterruptActive	I中斷啟用	I中断活跃	existing-unreviewed
InterruptDeactive	I中斷deactive	I中断deactive	existing-unreviewed
InterruptManager	I中斷管理器	I中断管理器	existing-unreviewed
InterruptNumber	I中斷數字	I中断数字	existing-unreviewed
InvalidOpcode	I無效opcode	I无效opcode	existing-unreviewed
InvalidTSS	I無效tss	I无效tss	existing-unreviewed
IsKernel	Is核心	Is内核	existing-unreviewed
IsPresent	Is目前	Is当前电池	existing-unreviewed
IsUserSpace	Is使用者空白	Is用户空格	existing-unreviewed
KB	K千位元KB	Kb	existing-unreviewed
KCS_INDEX	Kcs索引	Kcs索引	existing-unreviewed
KCS_SELECTOR	Kcsselector	Kcsselector	existing-unreviewed
KDS_INDEX	Kds索引	Kds索引	existing-unreviewed
KDS_SELECTOR	Kdsselector	Kdsselector	existing-unreviewed
KERNEL_HEAP_START	K核心heap啟動	K内核heap开始	existing-unreviewed
KERNEL_VIRT_ADDR	K核心virtaddress	K内核virtaddress	existing-unreviewed
KGS_INDEX	Kgs索引	Kgs索引	existing-unreviewed
KGS_SELECTOR	Kgsselector	Kgsselector	existing-unreviewed
K핵심	KKernelEntry	KKernelEntry	compatibility
LIDT	Lidt	Lidt	existing-unreviewed
Last	L最後	L最近	existing-unreviewed
Len	Len	Len	compatibility
Limit	L限制	L限定	existing-unreviewed
Link	L連結	L链接	existing-unreviewed
LinkMap	L連結對映	L链接映射	existing-unreviewed
LinkedList	Linked清單	Linked列表	existing-unreviewed
Listen	Listen	Listen	existing-unreviewed
LoadElf	L載入elf	L加载elf	existing-unreviewed
MAC	Mac	Mac	existing-unreviewed
MAC0	Mac0	Mac0	existing-unreviewed
MAC1	Mac1	Mac1	existing-unreviewed
MAC2	Mac2	Mac2	existing-unreviewed
MAC3	Mac3	Mac3	existing-unreviewed
MAC4	Mac4	Mac4	existing-unreviewed
MAC5	Mac5	Mac5	existing-unreviewed
MACAddress0Port	Macaddress0連接埠	Macaddress0端口	existing-unreviewed
MACAddress2Port	Macaddress2連接埠	Macaddress2端口	existing-unreviewed
MACAddress4Port	Macaddress4連接埠	Macaddress4端口	existing-unreviewed
MACCache	Maccache	Maccache	existing-unreviewed
MAX_QUEUE_SIZE	M最大佇列大小	M最大值队列大小	existing-unreviewed
MB	M毫巴	M毫巴	existing-unreviewed
MBR	Mbr	Mbr	existing-unreviewed
MHex출력	MHexadecimal列印	MHexadecimal打印	existing-unreviewed
MHex출력XY	MHexadecimal列印xy	MHexadecimal打印xy	existing-unreviewed
MUint16출력	MUnsignedinteger16列印	MUnsignedinteger16打印	existing-unreviewed
MUint16출력XY	MUnsignedinteger16列印xy	MUnsignedinteger16打印xy	existing-unreviewed
MUint32출력	MUnsignedinteger32列印	MUnsignedinteger32打印	existing-unreviewed
MUint32출력XY	MUnsignedinteger32列印xy	MUnsignedinteger32打印xy	existing-unreviewed
MUint64출력	MUnsignedinteger64列印	MUnsignedinteger64打印	existing-unreviewed
MUint64출력XY	MUnsignedinteger64列印xy	MUnsignedinteger64打印xy	existing-unreviewed
Machine	Machine	Machine	existing-unreviewed
MachineCheck	Machinecheck	Machinecheck	existing-unreviewed
MakeRangePrivateWritable	Makerange私密writable	Make范围专用writable	existing-unreviewed
Malloc	M配置記憶體	M分配内存	existing-unreviewed
MemCmp	Memcmp	Mem位取反	existing-unreviewed
MemCpy	Mem複製	Mem复制	existing-unreviewed
MemMove	Mem移動	Mem移动	existing-unreviewed
MemSet	Mem設定	Mem集合	existing-unreviewed
MemoryOper	M記憶體oper	M内存oper	existing-unreviewed
Mode	M模式	M模式	existing-unreviewed
ModelToScreen	M設定局部座標	M设置局部坐标	existing-unreviewed
Mtime	Mtime	Mtime	existing-unreviewed
MtimeNsec	Mtimensec	Mtimensec	existing-unreviewed
MyHandleInterrupt	My控制把中斷	My控制器中断	existing-unreviewed
MyTest	My測試	My测试	existing-unreviewed
M긴급로그Hex8	MEmergency記錄hexadecimal8	MEmergency日志hexadecimal8	existing-unreviewed
M긴급로그Uint32	MEmergency記錄unsignedinteger32	MEmergency日志unsignedinteger32	existing-unreviewed
M긴급로그문자열	MEmergency記錄字串	MEmergency日志字符串	existing-unreviewed
M직렬로그초기화	M串列記錄init	M串行日志init	existing-unreviewed
M출력	M列印	M打印	existing-unreviewed
M출력BytesXY	M列印位元組xy	M打印字节xy	existing-unreviewed
M출력Hex	M列印hexadecimal	M打印hexadecimal	existing-unreviewed
M출력Uint16	M列印unsignedinteger16	M打印unsignedinteger16	existing-unreviewed
M출력Uint32	M列印unsignedinteger32	M打印unsignedinteger32	existing-unreviewed
M출력XY	M列印xy	M打印xy	existing-unreviewed
M테스트	M테스트	M테스트	existing-unreviewed
NMI	Nmi	Nmi	existing-unreviewed
New	N新增	N新建	existing-unreviewed
NewInterruptHandler	N新增中斷handler	N新建中断handler	existing-unreviewed
Next	N下一個	N下一个	existing-unreviewed
Nlink	Nlink	Nlink	existing-unreviewed
Node	T鏈結串列節點	T链表节点	existing-unreviewed
Nodename	Nodename	Nodename	existing-unreviewed
OnEtherFrameReceived	O乙太網路框架receivewhen	O以太网帧receivewhen	existing-unreviewed
OnGetDriver	O時get驅動程式	O时get驱动程序	existing-unreviewed
OnInternetProtocolReceived	O互聯網protocolreceivewhen	O互联网protocolreceivewhen	existing-unreviewed
OnKeyDown	O時設定鍵下	O时关键下	existing-unreviewed
OnKeyUp	O時設定鍵上	O时关键向上	existing-unreviewed
OnMouseDown	O時滑鼠下	O时鼠标下	existing-unreviewed
OnMouseMove	O時滑鼠移動	O时鼠标移动	existing-unreviewed
OnMouseUp	O時滑鼠上	O时鼠标向上	existing-unreviewed
OnRawDataReceived	O時raw資料receive	O时raw数据receive	existing-unreviewed
OnTick	O時tick	O时tick	existing-unreviewed
Overflow	Overflow	Overflow	existing-unreviewed
P1LinkMap	P數值1連結對映	P值1链接映射	existing-unreviewed
P2LinkMap	P數值2連結對映	P值2链接映射	existing-unreviewed
P3LinkMap	P數值3連結對映	P值3链接映射	existing-unreviewed
PAGE_COW	P頁cow	P页cow	existing-unreviewed
PAGE_FRAME	P頁框架	P页帧	existing-unreviewed
PAGE_PRESENT	P頁目前	P页当前电池	existing-unreviewed
PAGE_USER	P頁使用者	P页用户	existing-unreviewed
PAGE_WRITABLE	P頁writable	P页writable	existing-unreviewed
PAUSE_LOOP	P暫停迴圈	P暂停loop	existing-unreviewed
PICMasterCommandPort	Primarypic指令io連接埠	Primarypic命令输入输出端口	existing-unreviewed
PICMasterDataPort	Primarypic資料io連接埠	Primarypic数据输入输出端口	existing-unreviewed
PICSlaveCommandPort	Secondarypic指令io連接埠	Secondarypic命令输入输出端口	existing-unreviewed
PICSlaveDataPort	Secondarypic資料io連接埠	Secondarypic数据输入输出端口	existing-unreviewed
PRESENT	P目前	P当前电池	existing-unreviewed
PRIV_KERNEL	Priv核心	Priv内核	existing-unreviewed
PRIV_USER	Priv使用者	Priv用户	existing-unreviewed
PROC_USER_HEAP_SIZE	Proc使用者heap大小	Proc用户heap大小	existing-unreviewed
PageDirEntry	P頁目錄項目	P页目录条目	existing-unreviewed
PageDirectoryEntry	P頁目錄項目_2	P页目录条目_2	existing-unreviewed
PageFault	P頁故障	P页故障	existing-unreviewed
PageFaultException	P頁故障exception	P页故障exception	existing-unreviewed
PageRoundDown	P頁四捨五入下	P页舍入下	existing-unreviewed
PageRoundUp	P頁四捨五入上	P页舍入向上	existing-unreviewed
PageTableEntry	P頁table項目	P页表格条目	existing-unreviewed
Paging	P分頁管理	P分页管理	existing-unreviewed
ParentPid	Parent行程代碼	Parent进程号	existing-unreviewed
Parse	Parse	Parse	existing-unreviewed
Partition_id	P分割區識別號	P分区id	existing-unreviewed
PhyMemTest	Phymem測試	Phymem测试	existing-unreviewed
PhysicalMemoryManager	P物理記憶體管理器	P物理内存管理器	existing-unreviewed
Pid	P行程代碼	P进程号	existing-unreviewed
Port	P連接埠	P端口	existing-unreviewed
PortBase	P連接埠base	P端口base	existing-unreviewed
PortInByte	P連接埠進位元組	P端口进字节	existing-unreviewed
PortInDword	P連接埠進dword	P端口进dword	existing-unreviewed
PortInWord	P連接埠進字	P端口进字	existing-unreviewed
PortOutByte	P連接埠出位元組	P端口出字节	existing-unreviewed
PortOutDword	P連接埠出dword	P端口出dword	existing-unreviewed
PortOutWord	P連接埠出字	P端口出字	existing-unreviewed
PortReadByte	P連接埠讀取位元組	P端口读取字节	existing-unreviewed
PortReadDword	P連接埠讀取dword	P端口读取dword	existing-unreviewed
PortReadWord	P連接埠讀取字	P端口读取字	existing-unreviewed
PortWriteByte	P連接埠寫入位元組	P端口写入字节	existing-unreviewed
PortWriteDword	P連接埠寫入dword	P端口写入dword	existing-unreviewed
PortWriteWord	P連接埠寫入字	P端口写入字	existing-unreviewed
Prev	Previous	Previous	existing-unreviewed
PrevTSS	Previoustss	Previoustss	existing-unreviewed
PrimaryPartition	Primary分割區	Primary分区	existing-unreviewed
Print	P列印	P打印	existing-unreviewed
PrintBytes	P列印位元組	P打印字节	existing-unreviewed
PrintStr	P列印str	P打印str	existing-unreviewed
PrintTLS	P列印tls	P打印tls	existing-unreviewed
PrintTest	P列印測試	P打印测试	existing-unreviewed
Process	P程序	P进程	existing-unreviewed
ProcessHelper	P程序helper	P进程helper	existing-unreviewed
ProcessPendingKeyboardEvents	P程序待處理鍵盤事件集	P进程待处理键盘事件集	existing-unreviewed
ProcessPendingMouseEvents	P程序待處理滑鼠事件集	P进程待处理鼠标事件集	existing-unreviewed
PushAt	M在指定位置插入	M在指定位置插入	existing-unreviewed
PushBack	M附加至串列尾端	M追加到表尾	existing-unreviewed
PushFront	M加入至串列開頭	M添加到表头	existing-unreviewed
PutPixel	Putpixel	Putpixel	existing-unreviewed
PutPixelRGB	Putpixelrgb	Putpixelrgb	existing-unreviewed
QUEUE_START_ADDR	Q佇列啟動address	Q队列开始address	existing-unreviewed
Rdev	Rdev	Rdev	existing-unreviewed
Read	R讀取	R读取	existing-unreviewed
Read28	R讀取28	R读取28	existing-unreviewed
ReadFile	M讀取檔案	M读取文件	existing-unreviewed
ReadPartitions	R讀取分割區	R读取分区	existing-unreviewed
Ready	R準備就緒	R就绪	existing-unreviewed
Receive	Receive	Receive	existing-unreviewed
Ref	Reference	Reference	existing-unreviewed
Release	Release	Release	existing-unreviewed
ReloadCR3	R重新載入cr3	R重新载入cr3	existing-unreviewed
Remove	R移除	R删除	existing-unreviewed
RemoveAt	R移除at	R删除at	existing-unreviewed
RemoveThread	R移除執行緒	R删除线程	existing-unreviewed
RemoveThreadAt	R移除執行緒at	R删除线程at	existing-unreviewed
RequestMacAddress	Requestmacaddress	Requestmacaddress	existing-unreviewed
Reset	R重設	R重置	existing-unreviewed
Resolve	R解決	R解决	existing-unreviewed
ResolveCopyOnWriteFault	R解決複製時寫入故障	R解决复制时写入故障	existing-unreviewed
SCHEDULER_FREQUENCY	S排程器頻率	S调度器频率	existing-unreviewed
SEG_BIG_MODE	Segbig模式	Segbig模式	existing-unreviewed
SEG_EXEC	Seg執行	Seg执行	existing-unreviewed
SEG_GRAN_4K_PAGE	Seggran4k頁	Seggran4k页	existing-unreviewed
SEG_GRAN_BYTE	Seggran位元組	Seggran字节	existing-unreviewed
SEG_KERNEL_CODE	Seg核心code	Seg内核code	existing-unreviewed
SEG_KERNEL_DATA	Seg核心資料	Seg内核数据	existing-unreviewed
SEG_KERNEL_GS	Seg核心gs	Seg内核gs	existing-unreviewed
SEG_NOEXEC	Segnoexec	Segnoexec	existing-unreviewed
SEG_NORMAL	Seg一般	Seg正常	existing-unreviewed
SEG_NORW	Segnorw	Segnorw	existing-unreviewed
SEG_R	Segr	Segr	existing-unreviewed
SEG_SYSTEM	Seg系統	Seg系统	existing-unreviewed
SEG_TASK_STATE	Seg工作狀態	Seg任务状态	existing-unreviewed
SEG_USER_CODE	Seg使用者code	Seg用户code	existing-unreviewed
SEG_USER_DATA	Seg使用者資料	Seg用户数据	existing-unreviewed
SEG_USER_GS	Seg使用者gs	Seg用户gs	existing-unreviewed
SEG_W	Segw	Segw	existing-unreviewed
SIMDFloatingPointException	Simd浮動pointexception	Simd浮动pointexception	existing-unreviewed
SIZE	S大小	S大小	existing-unreviewed
SYS_ACCESS	Sys存取	Sys访问	existing-unreviewed
SYS_BRK	Sysbrk	Sysbrk	existing-unreviewed
SYS_CHDIR	Syschdir	Syschdir	existing-unreviewed
SYS_CLOSE	Sys關閉	Sys关闭	existing-unreviewed
SYS_CREAT	Syscreat	Syscreat	existing-unreviewed
SYS_DUP	Sysdup	Sysdup	existing-unreviewed
SYS_DUP2	Sysdup2	Sysdup2	existing-unreviewed
SYS_EXECVE	Sysexecve	Sysexecve	existing-unreviewed
SYS_EXIT	Sys離開	Sys退出	existing-unreviewed
SYS_FCNTL	Sysfcntl	Sysfcntl	existing-unreviewed
SYS_FORK	Sysfork	Sysfork	existing-unreviewed
SYS_FSTAT	Sysfstat	Sysfstat	existing-unreviewed
SYS_FSYNC	Sysfsync	Sysfsync	existing-unreviewed
SYS_GETCWD	Sysgetcwd	Sysgetcwd	existing-unreviewed
SYS_GETEGID	Sysgetegid	Sysgetegid	existing-unreviewed
SYS_GETEUID	Sysgeteuid	Sysgeteuid	existing-unreviewed
SYS_GETGID	Sysgetgid	Sysgetgid	existing-unreviewed
SYS_GETPID	Sysgetpid	Sysgetpid	existing-unreviewed
SYS_GETPPID	Sysgetppid	Sysgetppid	existing-unreviewed
SYS_GETUID	Sysgetuid	Sysgetuid	existing-unreviewed
SYS_LSEEK	Syslseek	Syslseek	existing-unreviewed
SYS_LSTAT	Syslstat	Syslstat	existing-unreviewed
SYS_OPEN	Sys開啟	Sys打开	existing-unreviewed
SYS_READ	Sys讀取	Sys读取	existing-unreviewed
SYS_RT_EXIT	Sysrt離開	Sysrt退出	existing-unreviewed
SYS_SOCKETCALL	Syssocketcall	Syssocketcall	existing-unreviewed
SYS_STAT	Sysstat	Sysstat	existing-unreviewed
SYS_SYNC	Syssync	Syssync	existing-unreviewed
SYS_UNAME	Sysuname	Sysuname	existing-unreviewed
SYS_WAITPID	Syswaitpid	Syswaitpid	existing-unreviewed
SYS_WRITE	Sys寫入	Sys写入	existing-unreviewed
Schedule	Schedule	Schedule	existing-unreviewed
Scheduler	S排程器	S调度器	existing-unreviewed
SchedulerData	S排程器資料	S调度器数据	existing-unreviewed
SegmentNotPresent	Segmentnot目前	Segmentnot当前电池	existing-unreviewed
