원래경로	변환경로
tools/offsets.go	hulpmiddelen/structuurverplaatsingen.go
userland/posix/Makefile	gebruikersruimte/posix/Makefile
userland/posix/TEST_RESULTS.md	gebruikersruimte/posix/TEST_RESULTS.md
userland/posix/include/arpa/inet.h	gebruikersruimte/posix/declaraties/arpa/inet.h
userland/posix/include/engos/syscall.h	gebruikersruimte/posix/declaraties/sys/syscall.h
userland/posix/include/errno.h	gebruikersruimte/posix/declaraties/errno.h
userland/posix/include/fcntl.h	gebruikersruimte/posix/declaraties/fcntl.h
userland/posix/include/netinet/in.h	gebruikersruimte/posix/declaraties/netinet/in.h
userland/posix/include/stddef.h	gebruikersruimte/posix/declaraties/stddef.h
userland/posix/include/stdint.h	gebruikersruimte/posix/declaraties/stdint.h
userland/posix/include/sys/socket.h	gebruikersruimte/posix/declaraties/sys/socket.h
userland/posix/include/sys/stat.h	gebruikersruimte/posix/declaraties/sys/stat.h
userland/posix/include/sys/types.h	gebruikersruimte/posix/declaraties/sys/types.h
userland/posix/include/sys/utsname.h	gebruikersruimte/posix/declaraties/sys/utsname.h
userland/posix/include/sys/wait.h	gebruikersruimte/posix/declaraties/sys/wait.h
userland/posix/include/unistd.h	gebruikersruimte/posix/declaraties/unistd.h
userland/posix/linker.ld	gebruikersruimte/posix/koppelindeling.ld
userland/posix/src/crt0.S	gebruikersruimte/posix/implementatie/opstart.S
userland/posix/src/errno.c	gebruikersruimte/posix/implementatie/foutnummer.c
userland/posix/src/fcntl.c	gebruikersruimte/posix/implementatie/bestandsbesturing.c
userland/posix/src/socket.c	gebruikersruimte/posix/implementatie/socket.c
userland/posix/src/stat.c	gebruikersruimte/posix/implementatie/bestandsstatus.c
userland/posix/src/syscall.S	gebruikersruimte/posix/implementatie/systeemaanroep.S
userland/posix/src/unistd.c	gebruikersruimte/posix/implementatie/unistd.c
userland/posix/tests/compile.c	gebruikersruimte/posix/tests/compile.c
userland/posix/tests/exec_runtime.c	gebruikersruimte/posix/tests/exec_runtime.c
userland/posix/tests/exec_target.c	gebruikersruimte/posix/tests/exec_target.c
userland/posix/tests/fork_runtime.c	gebruikersruimte/posix/tests/fork_runtime.c
userland/posix/tests/heap_runtime.c	gebruikersruimte/posix/tests/heap_runtime.c
userland/posix/tests/runtime.c	gebruikersruimte/posix/tests/runtime.c
userland/posix/tests/socket_runtime.c	gebruikersruimte/posix/tests/socket_runtime.c
userland/posix/tests/stdin_runtime.c	gebruikersruimte/posix/tests/stdin_runtime.c
