identifier	status
USHRT_MAX	pending-language-review
WEXITSTATUS	pending-language-review
WIFEXITED	pending-language-review
WNOHANG	pending-language-review
W_OK	pending-language-review
X_OK	pending-language-review
_LIBC_CTYPE_H	pending-language-review
_LIBC_ERRNO_H	pending-language-review
_LIBC_FCNTL_H	pending-language-review
_LIBC_LIMITS_H	pending-language-review
_LIBC_STDLIB_H	pending-language-review
_LIBC_STRINGS_H	pending-language-review
_LIBC_STRING_H	pending-language-review
_LIBC_UNISTD_H	pending-language-review
__LINE__	c-or-preprocessor-syntax
__asm__	c-or-preprocessor-syntax
__attribute__	c-or-preprocessor-syntax
__builtin_va_arg	compiler-intrinsic
__builtin_va_end	compiler-intrinsic
__builtin_va_list	compiler-intrinsic
__builtin_va_start	compiler-intrinsic
__cplusplus	c-or-preprocessor-syntax
__posix_library_test	pending-language-review
__syscall6	abi-entry-or-explicit-neutral-name
__syscall_result	abi-entry-or-explicit-neutral-name
__volatile__	c-or-preprocessor-syntax
a	pending-language-review
a1	pending-language-review
a2	pending-language-review
a3	pending-language-review
a4	pending-language-review
a5	pending-language-review
a6	pending-language-review
abs	pending-language-review
address	pending-language-review
address_len	pending-language-review
address_length	pending-language-review
argc	pending-language-review
args	pending-language-review
args_fail	pending-language-review
args_pass	pending-language-review
argument	pending-language-review
arguments	pending-language-review
atoi	pending-language-review
atol	pending-language-review
available	pending-language-review
b	pending-language-review
backlog	pending-language-review
blkcnt_t	pending-language-review
blksize_t	pending-language-review
bsearch	pending-language-review
bss_zeroed	pending-language-review
byte	pending-language-review
bytes	pending-language-review
c	pending-language-review
call	pending-language-review
calloc	pending-language-review
capacity	pending-language-review
char	c-or-preprocessor-syntax
character	pending-language-review
checks	pending-language-review
child	pending-language-review
client	pending-language-review
cloexec_fail	pending-language-review
cloexec_pass	pending-language-review
cmd	pending-language-review
compare	pending-language-review
compare_int	pending-language-review
const	c-or-preprocessor-syntax
copy	pending-language-review
copy_length	pending-language-review
count	pending-language-review
current	pending-language-review
cursor	pending-language-review
cwd	pending-language-review
decoded	pending-language-review
define	c-or-preprocessor-syntax
delimiters	pending-language-review
dest_addr	pending-language-review
dest_len	pending-language-review
destination	pending-language-review
dev_t	pending-language-review
digit	pending-language-review
digit_value	pending-language-review
div	pending-language-review
div_t	pending-language-review
do	c-or-preprocessor-syntax
domain	pending-language-review
element_size	pending-language-review
elements	pending-language-review
else	c-or-preprocessor-syntax
end_pointer	pending-language-review
endif	c-or-preprocessor-syntax
enum	c-or-preprocessor-syntax
environ	pending-language-review
envp	pending-language-review
errno	pending-language-review
expected_errno	pending-language-review
extern	c-or-preprocessor-syntax
failed_with	pending-language-review
failure	pending-language-review
failures	pending-language-review
first	pending-language-review
first_match	pending-language-review
flags	pending-language-review
for	c-or-preprocessor-syntax
found	pending-language-review
free	pending-language-review
getenv	pending-language-review
gid_t	pending-language-review
goto	c-or-preprocessor-syntax
heap_block	pending-language-review
heap_head	pending-language-review
high	pending-language-review
hole	pending-language-review
how	pending-language-review
i	pending-language-review
if	c-or-preprocessor-syntax
ifdef	c-or-preprocessor-syntax
ifndef	c-or-preprocessor-syntax
include	c-or-preprocessor-syntax
increment	pending-language-review
index	pending-language-review
ino_t	pending-language-review
input	pending-language-review
int	c-or-preprocessor-syntax
int16_t	pending-language-review
int32_t	pending-language-review
int64_t	pending-language-review
int8_t	pending-language-review
intptr_t	pending-language-review
is_unsigned	pending-language-review
isalnum	pending-language-review
isalpha	pending-language-review
isblank	pending-language-review
iscntrl	pending-language-review
isdigit	pending-language-review
isgraph	pending-language-review
islower	pending-language-review
isprint	pending-language-review
ispunct	pending-language-review
isspace	pending-language-review
isupper	pending-language-review
isxdigit	pending-language-review
iteration	pending-language-review
labs	pending-language-review
last_block	pending-language-review
ldiv	pending-language-review
ldiv_t	pending-language-review
left	pending-language-review
length_of	pending-language-review
level	pending-language-review
limit	pending-language-review
loaded	pending-language-review
long	c-or-preprocessor-syntax
low	pending-language-review
m	pending-language-review
machine	pending-language-review
magnitude	pending-language-review
main	abi-entry-or-explicit-neutral-name
malloc	pending-language-review
maximum	pending-language-review
memchr	pending-language-review
memcmp	pending-language-review
memcpy	pending-language-review
memmove	pending-language-review
memory	pending-language-review
memset	pending-language-review
message	pending-language-review
middle	pending-language-review
mode	pending-language-review
mode_t	pending-language-review
n	pending-language-review
negative	pending-language-review
newfd	pending-language-review
next_block	pending-language-review
nlink_t	pending-language-review
nodename	pending-language-review
noreturn	c-or-preprocessor-syntax
number	pending-language-review
off_t	pending-language-review
offset	pending-language-review
oflag	pending-language-review
old	pending-language-review
oldfd	pending-language-review
option_len	pending-language-review
option_name	pending-language-review
option_value	pending-language-review
options	pending-language-review
overflow	pending-language-review
padding	pending-language-review
parent	pending-language-review
parse_unsigned	pending-language-review
pass	pending-language-review
passed	pending-language-review
pid	pending-language-review
pid_t	pending-language-review
posix_compile_test	pending-language-review
posix_test_heap	pending-language-review
posix_test_process	pending-language-review
private_value	pending-language-review
protocol	pending-language-review
ptrdiff_t	pending-language-review
qsort	pending-language-review
quot	pending-language-review
radix	pending-language-review
raw	pending-language-review
realloc	pending-language-review
reap_nohang	pending-language-review
release	pending-language-review
rem	pending-language-review
report	pending-language-review
requested	pending-language-review
result	pending-language-review
return	c-or-preprocessor-syntax
right	pending-language-review
root	pending-language-review
s	pending-language-review
saved_environment	pending-language-review
saved_state	pending-language-review
say	pending-language-review
second	pending-language-review
server	pending-language-review
server_address	pending-language-review
short	c-or-preprocessor-syntax
sift_down	pending-language-review
signed	c-or-preprocessor-syntax
size_t	pending-language-review
sizeof	c-or-preprocessor-syntax
socket_call	pending-language-review
source	pending-language-review
source_length	pending-language-review
spin	pending-language-review
spins	pending-language-review
ssize_t	pending-language-review
st	pending-language-review
st_atime	pending-language-review
st_atimensec	pending-language-review
st_blksize	pending-language-review
st_blocks	pending-language-review
st_ctime	pending-language-review
st_ctimensec	pending-language-review
st_dev	pending-language-review
st_gid	pending-language-review
st_ino	pending-language-review
st_mode	pending-language-review
st_mtime	pending-language-review
st_mtimensec	pending-language-review
st_nlink	pending-language-review
st_rdev	pending-language-review
st_size	pending-language-review
st_uid	pending-language-review
start	pending-language-review
static	c-or-preprocessor-syntax
stpcpy	pending-language-review
stpncpy	pending-language-review
strcasecmp	pending-language-review
strcat	pending-language-review
strchr	pending-language-review
strcmp	pending-language-review
strcoll	pending-language-review
strcpy	pending-language-review
strcspn	pending-language-review
strdup	pending-language-review
strlen	pending-language-review
strncasecmp	pending-language-review
strncat	pending-language-review
strncmp	pending-language-review
strncpy	pending-language-review
strndup	pending-language-review
strnlen	pending-language-review
strpbrk	pending-language-review
strrchr	pending-language-review
strspn	pending-language-review
strstr	pending-language-review
strtok	pending-language-review
strtok_r	pending-language-review
strtol	pending-language-review
strtoul	pending-language-review
struct	c-or-preprocessor-syntax
strxfrm	pending-language-review
swap_elements	pending-language-review
sysname	pending-language-review
target	pending-language-review
temporary	pending-language-review
test_dup_and_fcntl	pending-language-review
test_identity	pending-language-review
test_line	pending-language-review
test_open_and_io	pending-language-review
test_paths	pending-language-review
test_terminal_and_uname	pending-language-review
text	pending-language-review
text_equal	pending-language-review
text_length	pending-language-review
time_t	pending-language-review
tolower	pending-language-review
total	pending-language-review
toupper	pending-language-review
type	pending-language-review
typedef	c-or-preprocessor-syntax
uid_t	pending-language-review
uint16_t	pending-language-review
uint32_t	pending-language-review
uint64_t	pending-language-review
uint8_t	pending-language-review
uintptr_t	pending-language-review
unsigned	c-or-preprocessor-syntax
utsname	pending-language-review
version	pending-language-review
void	c-or-preprocessor-syntax
volatile	c-or-preprocessor-syntax
waited	pending-language-review
whence	pending-language-review
while	c-or-preprocessor-syntax
