standard_identifier	native_identifier	category	status
O_CREAT	O_CREAT	interface-constant	pending-language-review
O_DIRECTORY	O_DIRECTORY	interface-constant	pending-language-review
O_EXCL	O_EXCL	interface-constant	pending-language-review
O_RDONLY	O_RDONLY	interface-constant	pending-language-review
O_RDWR	O_RDWR	interface-constant	pending-language-review
O_TRUNC	O_TRUNC	interface-constant	pending-language-review
O_WRONLY	O_WRONLY	interface-constant	pending-language-review
PF_INET	अंतरजाल_नियम_परिवार	network-declaration	project-proposal
R_OK	R_OK	interface-constant	pending-language-review
SC0	SC0	implementation-helper	pending-language-review
SC1	SC1	implementation-helper	pending-language-review
SC2	SC2	implementation-helper	pending-language-review
SC3	SC3	implementation-helper	pending-language-review
SCHAR_MAX	SCHAR_MAX	integer-limit	pending-language-review
SCHAR_MIN	SCHAR_MIN	integer-limit	pending-language-review
SC_accept	SC_जुड़ाव_स्वीकार_करना	internal-name	derived-from-call-role
SC_bind	SC_स्थानीय_पता_बाँधना	internal-name	derived-from-call-role
SC_connect	SC_दूसरे_छोर_से_जुड़ना	internal-name	derived-from-call-role
SC_getpeername	SC_दूसरे_छोर_का_पता_पाना	internal-name	derived-from-call-role
SC_getsockname	SC_स्थानीय_छोर_पता_पाना	internal-name	derived-from-call-role
SC_listen	SC_जुड़ाव_अनुरोध_के_लिए_तैयार_होना	internal-name	derived-from-call-role
SC_recv	SC_प्राप्त_करना	internal-name	derived-from-call-role
SC_recvfrom	SC_प्रेषक_पते_सहित_प्राप्त_करना	internal-name	derived-from-call-role
SC_send	SC_भेजना	internal-name	derived-from-call-role
SC_sendto	SC_गंतव्य_पर_भेजना	internal-name	derived-from-call-role
SC_setsockopt	SC_संचार_छोर_विकल्प_निर्धारित_करना	internal-name	derived-from-call-role
SC_shutdown	SC_संचार_दिशा_बंद_करना	internal-name	derived-from-call-role
SC_socket	SC_संचार_छोर_बनाना	internal-name	derived-from-call-role
SEEK_CUR	SEEK_CUR	interface-constant	pending-language-review
SEEK_END	SEEK_END	interface-constant	pending-language-review
SEEK_SET	SEEK_SET	interface-constant	pending-language-review
SHRT_MAX	SHRT_MAX	integer-limit	pending-language-review
SHRT_MIN	SHRT_MIN	integer-limit	pending-language-review
SHUT_RD	प्राप्ति_रोकें	network-declaration	project-proposal
SHUT_RDWR	दोनों_दिशाएँ_रोकें	network-declaration	project-proposal
SHUT_WR	प्रेषण_रोकें	network-declaration	project-proposal
SOCK_DGRAM	आँकड़ा_संदेश_छोर	network-declaration	project-proposal
SOCK_STREAM	आँकड़ा_प्रवाह_छोर	network-declaration	project-proposal
STDERR_FILENO	STDERR_FILENO	interface-constant	pending-language-review
STDIN_FILENO	STDIN_FILENO	interface-constant	pending-language-review
STDOUT_FILENO	STDOUT_FILENO	interface-constant	pending-language-review
SYS_access	SYS_पहुँच_अनुमति_जाँचना	internal-name	derived-from-call-role
SYS_brk	SYS_गतिशील_स्मृति_अंत_निर्धारित_करना	internal-name	derived-from-call-role
SYS_chdir	SYS_कार्य_निर्देशिका_बदलना	internal-name	derived-from-call-role
SYS_close	SYS_बंद_करना	internal-name	derived-from-call-role
SYS_creat	SYS_संचिका_बनाना	internal-name	derived-from-call-role
SYS_dup	SYS_खुली_संचिका_संदर्भ_की_प्रतिलिपि_बनाना	internal-name	derived-from-call-role
SYS_dup2	SYS_नियत_क्रमांक_पर_संचिका_संदर्भ_प्रतिलिपि_बनाना	internal-name	derived-from-call-role
SYS_execve	SYS_निष्पादन_सामग्री_बदलना	internal-name	derived-from-call-role
SYS_exit	SYS_तुरंत_समाप्त_करना	internal-name	derived-from-call-role
SYS_fcntl	SYS_संचिका_नियंत्रित_करना	internal-name	derived-from-call-role
SYS_fork	SYS_संतान_प्रक्रिया_बनाना	internal-name	derived-from-call-role
SYS_fstat	SYS_खुली_संचिका_स्थिति_पाना	internal-name	derived-from-call-role
SYS_fsync	SYS_संचिका_अभिलेख_समकालित_करना	internal-name	derived-from-call-role
SYS_getcwd	SYS_कार्य_निर्देशिका_पथ_पाना	internal-name	derived-from-call-role
SYS_getegid	SYS_प्रभावी_समूह_पहचान_पाना	internal-name	derived-from-call-role
SYS_geteuid	SYS_प्रभावी_उपयोगकर्ता_पहचान_पाना	internal-name	derived-from-call-role
SYS_getgid	SYS_समूह_पहचान_पाना	internal-name	derived-from-call-role
SYS_getpid	SYS_प्रक्रिया_पहचान_पाना	internal-name	derived-from-call-role
SYS_getppid	SYS_जनक_प्रक्रिया_पहचान_पाना	internal-name	derived-from-call-role
SYS_getuid	SYS_उपयोगकर्ता_पहचान_पाना	internal-name	derived-from-call-role
SYS_lseek	SYS_पठन_लेखन_स्थिति_बदलना	internal-name	derived-from-call-role
SYS_lstat	SYS_कड़ी_की_अपनी_स्थिति_पाना	internal-name	derived-from-call-role
SYS_open	SYS_खोलना	internal-name	derived-from-call-role
SYS_read	SYS_पढ़ना	internal-name	derived-from-call-role
SYS_socketcall	SYS_socketcall	implementation-helper	pending-language-review
SYS_stat	SYS_संचिका_स्थिति	internal-name	derived-from-call-role
SYS_sync	SYS_सभी_अभिलेख_समकालित_करना	internal-name	derived-from-call-role
SYS_uname	SYS_प्रणाली_जानकारी_पाना	internal-name	derived-from-call-role
SYS_write	SYS_लिखना	internal-name	derived-from-call-role
S_IFCHR	S_IFCHR	interface-constant	pending-language-review
S_IFDIR	S_IFDIR	interface-constant	pending-language-review
S_IFMT	S_IFMT	interface-constant	pending-language-review
S_IFREG	S_IFREG	interface-constant	pending-language-review
S_IRGRP	S_IRGRP	interface-constant	pending-language-review
S_IROTH	S_IROTH	interface-constant	pending-language-review
S_IRUSR	S_IRUSR	interface-constant	pending-language-review
S_ISCHR	S_ISCHR	interface-constant	pending-language-review
S_ISDIR	S_ISDIR	interface-constant	pending-language-review
S_ISREG	S_ISREG	interface-constant	pending-language-review
S_IWGRP	S_IWGRP	interface-constant	pending-language-review
S_IWOTH	S_IWOTH	interface-constant	pending-language-review
S_IWUSR	S_IWUSR	interface-constant	pending-language-review
S_IXGRP	S_IXGRP	interface-constant	pending-language-review
S_IXOTH	S_IXOTH	interface-constant	pending-language-review
S_IXUSR	S_IXUSR	interface-constant	pending-language-review
UCHAR_MAX	UCHAR_MAX	integer-limit	pending-language-review
UINT_MAX	UINT_MAX	integer-limit	pending-language-review
ULLONG_MAX	ULLONG_MAX	integer-limit	pending-language-review
ULONG_MAX	ULONG_MAX	integer-limit	pending-language-review
USHRT_MAX	USHRT_MAX	integer-limit	pending-language-review
WEXITSTATUS	WEXITSTATUS	interface-constant	pending-language-review
WIFEXITED	WIFEXITED	interface-constant	pending-language-review
WNOHANG	WNOHANG	interface-constant	pending-language-review
W_OK	W_OK	interface-constant	pending-language-review
X_OK	X_OK	interface-constant	pending-language-review
_LIBC_ARPA_INET_H	_include_संचार_पता_परिवर्तन_अष्टक_क्रम	internal-name	derived-from-native-header-path
_LIBC_NETINET_IN_H	_include_अंतरजाल_पता	internal-name	derived-from-native-header-path
_LIBC_STDDEF_H	_include_मूल_परिभाषाएँ	internal-name	derived-from-native-header-path
_LIBC_STDINT_H	_include_पूर्णांक_प्रकार	internal-name	derived-from-native-header-path
_LIBC_SYSCALL_H	_include_प्रणाली_syscall	internal-name	derived-from-native-header-path
_LIBC_SYS_SOCKET_H	_include_प्रणाली_socket	internal-name	derived-from-native-header-path
_LIBC_SYS_STAT_H	_include_प्रणाली_stat	internal-name	derived-from-native-header-path
_LIBC_SYS_TYPES_H	_include_प्रणाली_आँकड़ा_प्रकार	internal-name	derived-from-native-header-path
_LIBC_SYS_UTSNAME_H	_include_प्रणाली_प्रणाली_पहचान	internal-name	derived-from-native-header-path
_LIBC_SYS_WAIT_H	_include_प्रणाली_संतान_प्रतीक्षा	internal-name	derived-from-native-header-path
__posix_library_test	__posix_library_test	variable	pending-language-review
_exit	तुरंत_समाप्त_करना	function	project-proposal
a	a	variable	pending-language-review
a1	a1	variable	pending-language-review
a2	a2	variable	pending-language-review
a3	a3	variable	pending-language-review
a4	a4	variable	pending-language-review
a5	a5	variable	pending-language-review
a6	a6	variable	pending-language-review
abs	abs	function	pending-language-review
accept	जुड़ाव_स्वीकार_करना	function	project-proposal
access	पहुँच_अनुमति_जाँचना	function	project-proposal
address	address	variable	pending-language-review
address_len	address_len	variable	pending-language-review
address_length	address_length	variable	pending-language-review
argc	argc	implementation-helper	pending-language-review
args	args	variable	pending-language-review
args_fail	args_fail	implementation-helper	pending-language-review
args_pass	args_pass	implementation-helper	pending-language-review
argument	argument	variable	pending-language-review
arguments	तर्क_सूची	variable	project-proposal
argv	तर्क_सूची_2	variable	project-proposal
atoi	atoi	function	pending-language-review
atol	atol	function	pending-language-review
available	available	variable	pending-language-review
b	b	variable	pending-language-review
backlog	backlog	variable	pending-language-review
bind	स्थानीय_पता_बाँधना	function	project-proposal
blkcnt_t	blkcnt_t	scalar-type	pending-language-review
blksize_t	blksize_t	scalar-type	pending-language-review
brk	गतिशील_स्मृति_अंत_निर्धारित_करना	function	project-proposal
bsearch	bsearch	function	pending-language-review
bss_zeroed	bss_zeroed	implementation-helper	pending-language-review
buf	स्थानांतरण_का_अस्थायी_भंडार	variable	project-proposal
buffer	स्थानांतरण_का_अस्थायी_भंडार_2	variable	project-proposal
byte	byte	implementation-helper	pending-language-review
bytes	bytes	implementation-helper	pending-language-review
c	c	variable	pending-language-review
call	call	variable	pending-language-review
calloc	calloc	function	pending-language-review
capacity	capacity	variable	pending-language-review
character	character	variable	pending-language-review
chdir	कार्य_निर्देशिका_बदलना	function	project-proposal
checks	checks	implementation-helper	pending-language-review
child	child	variable	pending-language-review
client	client	implementation-helper	pending-language-review
cloexec_fail	cloexec_fail	implementation-helper	pending-language-review
cloexec_pass	cloexec_pass	implementation-helper	pending-language-review
close	बंद_करना	function	project-proposal
cmd	cmd	variable	pending-language-review
compare	compare	variable	pending-language-review
compare_int	compare_int	variable	pending-language-review
connect	दूसरे_छोर_से_जुड़ना	function	project-proposal
copy	copy	implementation-helper	pending-language-review
copy_length	copy_length	variable	pending-language-review
count	count	variable	pending-language-review
creat	संचिका_बनाना	function	project-proposal
current	current	variable	pending-language-review
cursor	cursor	variable	pending-language-review
cwd	cwd	implementation-helper	pending-language-review
decoded	decoded	implementation-helper	pending-language-review
delimiters	delimiters	variable	pending-language-review
dest_addr	dest_addr	variable	pending-language-review
dest_len	dest_len	variable	pending-language-review
destination	destination	variable	pending-language-review
dev_t	dev_t	scalar-type	pending-language-review
digit	digit	variable	pending-language-review
digit_value	digit_value	variable	pending-language-review
div	div	function	pending-language-review
div_t	div_t	variable	pending-language-review
domain	domain	variable	pending-language-review
dup	खुली_संचिका_संदर्भ_की_प्रतिलिपि_बनाना	function	project-proposal
dup2	नियत_क्रमांक_पर_संचिका_संदर्भ_प्रतिलिपि_बनाना	function	project-proposal
element_size	element_size	variable	pending-language-review
elements	elements	variable	pending-language-review
end_pointer	end_pointer	variable	pending-language-review
environ	environ	variable	pending-language-review
envp	envp	variable	pending-language-review
errno	errno	variable	pending-language-review
execve	निष्पादन_सामग्री_बदलना	function	project-proposal
expected_errno	expected_errno	implementation-helper	pending-language-review
failed_with	failed_with	implementation-helper	pending-language-review
failure	failure	implementation-helper	pending-language-review
failures	failures	implementation-helper	pending-language-review
fcntl	संचिका_नियंत्रित_करना	function	project-proposal
fd	संचिका_विवरणक	variable	project-proposal
first	first	implementation-helper	pending-language-review
first_match	first_match	variable	pending-language-review
flags	flags	variable	pending-language-review
fork	संतान_प्रक्रिया_बनाना	function	project-proposal
found	found	variable	pending-language-review
free	free	function	pending-language-review
fstat	खुली_संचिका_स्थिति_पाना	function	project-proposal
fsync	संचिका_अभिलेख_समकालित_करना	function	project-proposal
getcwd	कार्य_निर्देशिका_पथ_पाना	function	project-proposal
getegid	प्रभावी_समूह_पहचान_पाना	function	project-proposal
getenv	getenv	function	pending-language-review
geteuid	प्रभावी_उपयोगकर्ता_पहचान_पाना	function	project-proposal
getgid	समूह_पहचान_पाना	function	project-proposal
getpeername	दूसरे_छोर_का_पता_पाना	function	project-proposal
getpid	प्रक्रिया_पहचान_पाना	function	project-proposal
getppid	जनक_प्रक्रिया_पहचान_पाना	function	project-proposal
getsockname	स्थानीय_छोर_पता_पाना	function	project-proposal
getuid	उपयोगकर्ता_पहचान_पाना	function	project-proposal
gid_t	gid_t	scalar-type	pending-language-review
heap_block	heap_block	variable	pending-language-review
heap_head	heap_head	variable	pending-language-review
high	high	variable	pending-language-review
hole	hole	variable	pending-language-review
hostlong	यंत्र_क्रम_में_32_द्विआधारी_अंकों_का_मान	network-declaration	project-proposal
hostshort	यंत्र_क्रम_में_16_द्विआधारी_अंकों_का_मान	network-declaration	project-proposal
how	how	variable	pending-language-review
htonl	_32_अंकों_को_संजाल_क्रम_में_बदलना	function	project-proposal
htons	_16_अंकों_को_संजाल_क्रम_में_बदलना	function	project-proposal
i	i	implementation-helper	pending-language-review
in_addr	अंतरजाल_पता	network-declaration	project-proposal
in_addr_t	अंतरजाल_पता_मान_प्रकार	network-declaration	project-proposal
in_port_t	संचार_द्वार_संख्या_प्रकार	network-declaration	project-proposal
increment	increment	variable	pending-language-review
index	index	variable	pending-language-review
ino_t	ino_t	scalar-type	pending-language-review
input	input	variable	pending-language-review
int16_t	int16_t	scalar-type	pending-language-review
int32_t	int32_t	scalar-type	pending-language-review
int64_t	int64_t	scalar-type	pending-language-review
int8_t	int8_t	scalar-type	pending-language-review
intptr_t	intptr_t	scalar-type	pending-language-review
is_unsigned	is_unsigned	variable	pending-language-review
isalnum	isalnum	function	pending-language-review
isalpha	isalpha	function	pending-language-review
isatty	अंतक_है_या_नहीं_जाँचना	function	project-proposal
isblank	isblank	function	pending-language-review
iscntrl	iscntrl	function	pending-language-review
isdigit	isdigit	function	pending-language-review
isgraph	isgraph	function	pending-language-review
islower	islower	function	pending-language-review
isprint	isprint	function	pending-language-review
ispunct	ispunct	function	pending-language-review
isspace	isspace	function	pending-language-review
isupper	isupper	function	pending-language-review
isxdigit	isxdigit	function	pending-language-review
iteration	iteration	implementation-helper	pending-language-review
labs	labs	function	pending-language-review
last_block	last_block	variable	pending-language-review
ldiv	ldiv	function	pending-language-review
ldiv_t	ldiv_t	variable	pending-language-review
left	left	variable	pending-language-review
length	लंबाई	variable	project-proposal
length_of	length_of	implementation-helper	pending-language-review
level	level	variable	pending-language-review
limit	limit	variable	pending-language-review
listen	जुड़ाव_अनुरोध_के_लिए_तैयार_होना	function	project-proposal
loaded	loaded	implementation-helper	pending-language-review
low	low	variable	pending-language-review
lseek	पठन_लेखन_स्थिति_बदलना	function	project-proposal
lstat	कड़ी_की_अपनी_स्थिति_पाना	function	project-proposal
m	m	variable	pending-language-review
machine	machine	structure-field	pending-language-review
magnitude	magnitude	variable	pending-language-review
malloc	malloc	function	pending-language-review
maximum	maximum	variable	pending-language-review
memchr	memchr	function	pending-language-review
memcmp	memcmp	function	pending-language-review
memcpy	memcpy	function	pending-language-review
memmove	memmove	function	pending-language-review
memory	memory	implementation-helper	pending-language-review
memset	memset	function	pending-language-review
message	message	variable	pending-language-review
middle	middle	variable	pending-language-review
mode	mode	variable	pending-language-review
mode_t	mode_t	scalar-type	pending-language-review
n	n	variable	pending-language-review
name	प्रणाली_की_पहचान	variable	project-proposal
negative	negative	variable	pending-language-review
netlong	जाल_क्रम_में_32_द्विआधारी_अंकों_का_मान	network-declaration	project-proposal
netshort	जाल_क्रम_में_16_द्विआधारी_अंकों_का_मान	network-declaration	project-proposal
newfd	newfd	variable	pending-language-review
next_block	next_block	variable	pending-language-review
nlink_t	nlink_t	scalar-type	pending-language-review
nodename	nodename	structure-field	pending-language-review
ntohl	_32_अंकों_को_यंत्र_क्रम_में_बदलना	function	project-proposal
ntohs	_16_अंकों_को_यंत्र_क्रम_में_बदलना	function	project-proposal
number	number	variable	pending-language-review
off_t	off_t	scalar-type	pending-language-review
offset	offset	variable	pending-language-review
oflag	oflag	variable	pending-language-review
old	old	implementation-helper	pending-language-review
oldfd	oldfd	variable	pending-language-review
open	खोलना	function	project-proposal
option_len	option_len	variable	pending-language-review
option_name	option_name	variable	pending-language-review
option_value	option_value	variable	pending-language-review
options	options	variable	pending-language-review
overflow	overflow	variable	pending-language-review
padding	padding	variable	pending-language-review
parent	parent	implementation-helper	pending-language-review
parse_unsigned	parse_unsigned	variable	pending-language-review
pass	pass	implementation-helper	pending-language-review
passed	passed	implementation-helper	pending-language-review
path	पथ	variable	project-proposal
pid	pid	variable	pending-language-review
pid_t	pid_t	scalar-type	pending-language-review
posix_compile_test	posix_compile_test	implementation-helper	pending-language-review
posix_test_heap	posix_test_heap	implementation-helper	pending-language-review
posix_test_process	posix_test_process	implementation-helper	pending-language-review
private_value	private_value	implementation-helper	pending-language-review
protocol	protocol	variable	pending-language-review
ptrdiff_t	ptrdiff_t	scalar-type	pending-language-review
qsort	qsort	function	pending-language-review
quot	quot	variable	pending-language-review
radix	radix	variable	pending-language-review
raw	raw	variable	pending-language-review
read	पढ़ना	function	project-proposal
realloc	realloc	function	pending-language-review
reap_nohang	reap_nohang	implementation-helper	pending-language-review
recv	प्राप्त_करना	function	project-proposal
recvfrom	प्रेषक_पते_सहित_प्राप्त_करना	function	project-proposal
release	release	structure-field	pending-language-review
rem	rem	variable	pending-language-review
remaining	remaining	variable	pending-language-review
report	report	implementation-helper	pending-language-review
requested	requested	variable	pending-language-review
result	result	variable	pending-language-review
right	right	variable	pending-language-review
root	root	implementation-helper	pending-language-review
s	s	implementation-helper	pending-language-review
s_addr	पता_मान	network-declaration	project-proposal
sa_data	पता_आँकड़े	network-declaration	project-proposal
sa_family	छोर_पता_परिवार	network-declaration	project-proposal
sa_family_t	पता_परिवार_प्रकार	network-declaration	project-proposal
saved_environment	saved_environment	variable	pending-language-review
saved_errno	saved_errno	variable	pending-language-review
saved_state	saved_state	variable	pending-language-review
say	say	implementation-helper	pending-language-review
sbrk	गतिशील_स्मृति_अंत_बदलना	function	project-proposal
second	second	implementation-helper	pending-language-review
send	भेजना	function	project-proposal
sendto	गंतव्य_पर_भेजना	function	project-proposal
server	server	implementation-helper	pending-language-review
server_address	server_address	implementation-helper	pending-language-review
setsockopt	संचार_छोर_विकल्प_निर्धारित_करना	function	project-proposal
shutdown	संचार_दिशा_बंद_करना	function	project-proposal
sift_down	sift_down	variable	pending-language-review
sin_addr	अंतरजाल_पता_सामग्री	network-declaration	project-proposal
sin_family	अंतरजाल_पता_परिवार	network-declaration	project-proposal
sin_port	संचार_द्वार_संख्या	network-declaration	project-proposal
sin_zero	पता_पूरण	network-declaration	project-proposal
size	अंकों_की_संख्या	variable	project-proposal
size_t	size_t	scalar-type	pending-language-review
sockaddr	संचार_छोर_पता	network-declaration	project-proposal
sockaddr_in	अंतरजाल_छोर_पता	network-declaration	project-proposal
socket	संचार_छोर_बनाना	function	project-proposal
socket_call	socket_call	variable	pending-language-review
socklen_t	पता_लंबाई_प्रकार	network-declaration	project-proposal
source	source	variable	pending-language-review
source_length	source_length	implementation-helper	pending-language-review
spin	spin	implementation-helper	pending-language-review
spins	spins	implementation-helper	pending-language-review
ssize_t	ssize_t	scalar-type	pending-language-review
st	st	variable	pending-language-review
st_atime	st_atime	structure-field	pending-language-review
st_atimensec	st_atimensec	structure-field	pending-language-review
st_blksize	st_blksize	structure-field	pending-language-review
st_blocks	st_blocks	structure-field	pending-language-review
st_ctime	st_ctime	structure-field	pending-language-review
st_ctimensec	st_ctimensec	structure-field	pending-language-review
st_dev	st_dev	structure-field	pending-language-review
st_gid	st_gid	structure-field	pending-language-review
st_ino	st_ino	structure-field	pending-language-review
st_mode	st_mode	structure-field	pending-language-review
st_mtime	st_mtime	structure-field	pending-language-review
st_mtimensec	st_mtimensec	structure-field	pending-language-review
st_nlink	st_nlink	structure-field	pending-language-review
st_rdev	st_rdev	structure-field	pending-language-review
st_size	st_size	structure-field	pending-language-review
st_uid	st_uid	structure-field	pending-language-review
start	start	implementation-helper	pending-language-review
stat	संचिका_स्थिति	function	project-proposal
status	स्थिति	variable	project-proposal
stpcpy	stpcpy	function	pending-language-review
stpncpy	stpncpy	function	pending-language-review
strcasecmp	strcasecmp	function	pending-language-review
strcat	strcat	function	pending-language-review
strchr	strchr	function	pending-language-review
strcmp	strcmp	function	pending-language-review
strcoll	strcoll	function	pending-language-review
strcpy	strcpy	function	pending-language-review
strcspn	strcspn	function	pending-language-review
strdup	strdup	function	pending-language-review
strlen	strlen	function	pending-language-review
strncasecmp	strncasecmp	function	pending-language-review
strncat	strncat	function	pending-language-review
strncmp	strncmp	function	pending-language-review
strncpy	strncpy	function	pending-language-review
strndup	strndup	function	pending-language-review
strnlen	strnlen	function	pending-language-review
strpbrk	strpbrk	function	pending-language-review
strrchr	strrchr	function	pending-language-review
strspn	strspn	function	pending-language-review
strstr	strstr	function	pending-language-review
strtok	strtok	function	pending-language-review
strtok_r	strtok_r	function	pending-language-review
strtol	strtol	function	pending-language-review
strtoul	strtoul	function	pending-language-review
strxfrm	strxfrm	function	pending-language-review
swap_elements	swap_elements	variable	pending-language-review
sync	सभी_अभिलेख_समकालित_करना	function	project-proposal
sysname	sysname	structure-field	pending-language-review
target	target	implementation-helper	pending-language-review
temporary	temporary	variable	pending-language-review
test_dup_and_fcntl	test_dup_and_fcntl	implementation-helper	pending-language-review
test_identity	test_identity	implementation-helper	pending-language-review
test_line	test_line	variable	pending-language-review
test_open_and_io	test_open_and_io	implementation-helper	pending-language-review
test_paths	test_paths	implementation-helper	pending-language-review
test_terminal_and_uname	test_terminal_and_uname	implementation-helper	pending-language-review
text	text	variable	pending-language-review
text_equal	text_equal	implementation-helper	pending-language-review
text_length	text_length	implementation-helper	pending-language-review
time_t	time_t	scalar-type	pending-language-review
tolower	tolower	function	pending-language-review
total	total	variable	pending-language-review
toupper	toupper	function	pending-language-review
type	type	variable	pending-language-review
uid_t	uid_t	scalar-type	pending-language-review
uint16_t	uint16_t	scalar-type	pending-language-review
uint32_t	uint32_t	scalar-type	pending-language-review
uint64_t	uint64_t	scalar-type	pending-language-review
uint8_t	uint8_t	scalar-type	pending-language-review
uintptr_t	uintptr_t	scalar-type	pending-language-review
uname	प्रणाली_जानकारी_पाना	function	project-proposal
utsname	utsname	structure-field	pending-language-review
value	मान	variable	project-proposal
version	version	structure-field	pending-language-review
wait	संतान_की_प्रतीक्षा_करना	function	project-proposal
waited	waited	implementation-helper	pending-language-review
waitpid	नियत_संतान_की_प्रतीक्षा_करना	function	project-proposal
whence	whence	variable	pending-language-review
write	लिखना	function	project-proposal
