function	native_identifier	implementation	limits
htons	轉為網路次序16位	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
ntohs	轉為主機次序16位	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
htonl	轉為網路次序32位	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
ntohl	轉為主機次序32位	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
socket	建立通訊端點	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
bind	繫結本地位址	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
connect	連接對端	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
listen	準備接收連線	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
accept	接受連線	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
getsockname	取得本地端點位址	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
getpeername	取得對端位址	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
send	傳送	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
recv	接收	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
sendto	向目的位址傳送	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
recvfrom	接收並取得來源位址	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
shutdown	關閉通訊方向	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
setsockopt	設定通訊端點選項	existing-kernel-wrapper	kernel-dependent;not-full-POSIX
memcpy	複製記憶內容	userspace-library	single-thread;C-locale;byte-strings;i386
memmove	允許重疊移動記憶內容	userspace-library	single-thread;C-locale;byte-strings;i386
memset	以值填滿記憶區域	userspace-library	single-thread;C-locale;byte-strings;i386
memcmp	比較記憶內容	userspace-library	single-thread;C-locale;byte-strings;i386
memchr	在記憶中尋找值	userspace-library	single-thread;C-locale;byte-strings;i386
strlen	取得字串位元組數	userspace-library	single-thread;C-locale;byte-strings;i386
strnlen	取得限長字串位元組數	userspace-library	single-thread;C-locale;byte-strings;i386
strcpy	複製字串	userspace-library	single-thread;C-locale;byte-strings;i386
strncpy	定長填補複製字串	userspace-library	single-thread;C-locale;byte-strings;i386
stpcpy	複製字串並取得末端	userspace-library	single-thread;C-locale;byte-strings;i386
stpncpy	定長填補複製並取得末端	userspace-library	single-thread;C-locale;byte-strings;i386
strcat	附加字串	userspace-library	single-thread;C-locale;byte-strings;i386
strncat	限長附加字串	userspace-library	single-thread;C-locale;byte-strings;i386
strcmp	比較字串	userspace-library	single-thread;C-locale;byte-strings;i386
strncmp	限長比較字串	userspace-library	single-thread;C-locale;byte-strings;i386
strcoll	依排序規則比較字串	userspace-library	single-thread;C-locale;byte-strings;i386
strxfrm	產生字串排序鍵	userspace-library	single-thread;C-locale;byte-strings;i386
strchr	尋找字串首個值	userspace-library	single-thread;C-locale;byte-strings;i386
strrchr	尋找字串最後值	userspace-library	single-thread;C-locale;byte-strings;i386
strstr	尋找子字串	userspace-library	single-thread;C-locale;byte-strings;i386
strspn	取得允許值前綴長度	userspace-library	single-thread;C-locale;byte-strings;i386
strcspn	取得無排除值前綴長度	userspace-library	single-thread;C-locale;byte-strings;i386
strpbrk	尋找字串中的集合值	userspace-library	single-thread;C-locale;byte-strings;i386
strtok	分割字串詞段	userspace-library	single-thread;C-locale;byte-strings;i386
strtok_r	指定狀態分割字串詞段	userspace-library	single-thread;C-locale;byte-strings;i386
strdup	在新空間複製字串	userspace-library	single-thread;C-locale;byte-strings;i386
strndup	限長在新空間複製字串	userspace-library	single-thread;C-locale;byte-strings;i386
strcasecmp	忽略大小寫比較字串	userspace-library	single-thread;C-locale;byte-strings;i386
strncasecmp	限長忽略大小寫比較字串	userspace-library	single-thread;C-locale;byte-strings;i386
isalnum	檢查是否字母或數字	userspace-library	single-thread;C-locale;byte-strings;i386
isalpha	檢查是否字母	userspace-library	single-thread;C-locale;byte-strings;i386
isblank	檢查是否水平空白	userspace-library	single-thread;C-locale;byte-strings;i386
iscntrl	檢查是否控制字元	userspace-library	single-thread;C-locale;byte-strings;i386
isdigit	檢查是否十進數字	userspace-library	single-thread;C-locale;byte-strings;i386
isgraph	檢查是否非空白可印字元	userspace-library	single-thread;C-locale;byte-strings;i386
islower	檢查是否小寫字母	userspace-library	single-thread;C-locale;byte-strings;i386
isprint	檢查是否可印字元	userspace-library	single-thread;C-locale;byte-strings;i386
ispunct	檢查是否標點符號	userspace-library	single-thread;C-locale;byte-strings;i386
isspace	檢查是否空白字元	userspace-library	single-thread;C-locale;byte-strings;i386
isupper	檢查是否大寫字母	userspace-library	single-thread;C-locale;byte-strings;i386
isxdigit	檢查是否十六進數字	userspace-library	single-thread;C-locale;byte-strings;i386
tolower	轉換為小寫	userspace-library	single-thread;C-locale;byte-strings;i386
toupper	轉換為大寫	userspace-library	single-thread;C-locale;byte-strings;i386
malloc	配置記憶空間	userspace-library	single-thread;C-locale;byte-strings;i386
calloc	配置清零陣列空間	userspace-library	single-thread;C-locale;byte-strings;i386
realloc	調整記憶空間大小	userspace-library	single-thread;C-locale;byte-strings;i386
free	釋放記憶空間	userspace-library	single-thread;C-locale;byte-strings;i386
strtol	將字串讀為長整數	userspace-library	single-thread;C-locale;byte-strings;i386
strtoul	將字串讀為無號長整數	userspace-library	single-thread;C-locale;byte-strings;i386
atoi	將十進字串讀為整數	userspace-library	single-thread;C-locale;byte-strings;i386
atol	將十進字串讀為長整數	userspace-library	single-thread;C-locale;byte-strings;i386
abs	取得整數絕對值	userspace-library	single-thread;C-locale;byte-strings;i386
labs	取得長整數絕對值	userspace-library	single-thread;C-locale;byte-strings;i386
div	取得整數商餘數	userspace-library	single-thread;C-locale;byte-strings;i386
ldiv	取得長整數商餘數	userspace-library	single-thread;C-locale;byte-strings;i386
qsort	依比較規則排序	userspace-library	single-thread;C-locale;byte-strings;i386
bsearch	在有序陣列中二分搜尋	userspace-library	single-thread;C-locale;byte-strings;i386
getenv	取得環境變數值	userspace-library	single-thread;C-locale;byte-strings;i386
