compiler_identifier	native_identifier
STDOUT_FILENO	ひょうじゅんしゅつりょくばんごう
SYS_access	たいけいよびだし_りようけんげんをしらべる
SYS_brk	たいけいよびだし_どうてききおくのしゅうたんをさだめる
SYS_chdir	たいけいよびだし_さぎょうもくろくをかえる
SYS_close	たいけいよびだし_とじる
SYS_creat	たいけいよびだし_ぶんしょをつくる
SYS_dup	たいけいよびだし_ひらいたぶんしょのさんしょうをふくせいする
SYS_dup2	たいけいよびだし_していばんごうにぶんしょさんしょうをふくせいする
SYS_execve	たいけいよびだし_じっこうないようをおきかえる
SYS_exit	たいけいよびだし_ただちにしゅうりょうする
SYS_fcntl	たいけいよびだし_ぶんしょをせいぎょする
SYS_fork	たいけいよびだし_じっこうかていをぶんきする
SYS_fstat	たいけいよびだし_ひらいたぶんしょのじょうたいをえる
SYS_fsync	たいけいよびだし_ぶんしょのきろくをどうきする
SYS_getcwd	たいけいよびだし_さぎょうもくろくのけいろをえる
SYS_getegid	たいけいよびだし_じっこうしょぞくくみばんごうをえる
SYS_geteuid	たいけいよびだし_じっこうりようしゃばんごうをえる
SYS_getgid	たいけいよびだし_しょぞくくみばんごうをえる
SYS_getpid	たいけいよびだし_じっこうかていばんごうをえる
SYS_getppid	たいけいよびだし_おやじっこうかていばんごうをえる
SYS_getuid	たいけいよびだし_りようしゃばんごうをえる
SYS_lseek	たいけいよびだし_よみかきいちをうつす
SYS_lstat	たいけいよびだし_れんけつじたいのじょうたいをえる
SYS_open	たいけいよびだし_ひらく
SYS_read	たいけいよびだし_よむ
SYS_socketcall	つうしんたんてんたいけいよびだしばんごう
SYS_stat	たいけいよびだし_ぶんしょじょうたい
SYS_sync	たいけいよびだし_すべてのきろくをどうきする
SYS_uname	たいけいよびだし_たいけいじょうほうをえる
SYS_write	たいけいよびだし_かく
S_IFCHR	もじそうちしゅるい
S_IFDIR	もくろくしゅるい
S_IFMT	ぶんしょしゅるいちゅうしゅつち
S_IFREG	つうじょうぶんしょしゅるい
S_IRGRP	しょぞくくみよみとりけんげん
S_IROTH	たしゃよみとりけんげん
S_IRUSR	しょゆうしゃよみとりけんげん
S_ISCHR	もじそうちほうしきはんてい
S_ISDIR	もくろくほうしきはんてい
S_ISREG	つうじょうぶんしょほうしきはんてい
S_IWGRP	しょぞくくみかきこみけんげん
S_IWOTH	たしゃかきこみけんげん
S_IWUSR	しょゆうしゃかきこみけんげん
S_IXGRP	しょぞくくみじっこうけんげん
S_IXOTH	たしゃじっこうけんげん
S_IXUSR	しょゆうしゃじっこうけんげん
UCHAR_MAX	ふごうなしもじせいすうさいだいち
UINT_MAX	ふごうなしせいすうさいだいち
ULLONG_MAX	ふごうなしちょうちょうせいすうさいだいち
ULONG_MAX	ふごうなしちょうせいすうさいだいち
USHRT_MAX	ふごうなしたんせいすうさいだいち
WEXITSTATUS	しゅうりょうちとりだし
WIFEXITED	せいじょうしゅうりょうはんてい
WNOHANG	みじゅんびならまたない
W_OK	かきこみけんげんかくにん
X_OK	じっこうけんげんかくにん
_LIBC_ARPA_INET_H	_せんげん_つうしんばんち_はちけたぐみじゅんじょ
_LIBC_CTYPE_H	_せんげん_もじぶんるい
_LIBC_ERRNO_H	_せんげん_あやまりばんごう
_LIBC_FCNTL_H	_せんげん_ぶんしょせいぎょ
_LIBC_LIMITS_H	_せんげん_せいすうげんかい
_LIBC_NETINET_IN_H	_せんげん_そうごせつぞくもう_ばんち
_LIBC_STDDEF_H	_せんげん_きほんていぎ
_LIBC_STDINT_H	_せんげん_せいすうがた
_LIBC_STDLIB_H	_せんげん_いっぱんかんすう
_LIBC_STRINGS_H	_せんげん_もじれつだいしょうひかく
_LIBC_STRING_H	_せんげん_もじれつときおくないよう
_LIBC_SYSCALL_H	_せんげん_たいけい_たいけいよびだし
_LIBC_SYS_SOCKET_H	_せんげん_たいけい_つうしんたんてん
_LIBC_SYS_STAT_H	_せんげん_たいけい_ぶんしょじょうたい
_LIBC_SYS_TYPES_H	_せんげん_たいけい_しりょうがた
_LIBC_SYS_UTSNAME_H	_せんげん_たいけい_たいけいじょうほう
_LIBC_SYS_WAIT_H	_せんげん_たいけい_このたいき
_LIBC_UNISTD_H	_せんげん_にゅうしゅつりょくとじっこう
__posix_library_test	かんすうしゅうのどうさをためす
_exit	ただちにしゅうりょうする
a	うけわたしあたい
a1	だいいちひきすう
a2	だいにひきすう
a3	だいさんひきすう
a4	だいよんひきすう
a5	だいごひきすう
a6	だいろくひきすう
abs	せいすうのぜったいちをえる
accept	せつぞくようきゅうをうけいれる
access	りようけんげんをしらべる
address	ばんち
address_len	ばんちすんぽう
address_length	ばんちちょう
argc	ひきすうのかず
args	かへんひきすう
args_fail	ひきすうけんさしっぱい
args_pass	ひきすうけんさせいこう
argument	ひきすうち
argv	ひきすういちらん
atoi	じゅっしんもじれつをせいすうとしてよむ
atol	じゅっしんもじれつをちょうせいすうとしてよむ
available	りようかのうはんてい
b	だいにち
backlog	たいきじょうげん
bind	きょくしょばんちをむすぶ
blkcnt_t	くかくすうがた
blksize_t	くかくちょうがた
brk	どうてききおくのしゅうたんをさだめる
bsearch	せいれつずみはいれつをにぶんたんさくする
bss_zeroed	みしょきかしりょうのれいうめ
buf	かんしょうりょういき
byte	はちけたぐみち
bytes	はちけたぐみはいれつ
c	だいさんち
call	つうしんよびだしばんごう
calloc	れいでみたしたはいれつりょういきをかくほする
chdir	さぎょうもくろくをかえる
checks	けんさすう
child	このいち
client	ようきゅうたんてん
cloexec_fail	じっこうちかんじへいさしっぱい
cloexec_pass	じっこうちかんじへいさせいこう
close	とじる
cmd	せいぎょめいれい
compare	ひかくかんすう
compare_int	せいすうをひかくする
connect	あいてたんてんにつなぐ
copy	ふくしゃち
copy_length	ふくしゃちょう
count	すうりょう
creat	ぶんしょをつくる
cursor	しんこういち
cwd	さぎょうもくろく
decoded	かいしゃくち
delimiters	くぎりちしゅうごう
dest_addr	あてさきばんち
dest_len	あてさきばんちちょう
destination	かきこみさき
dev_t	そうちばんごうがた
digit	すうじち
digit_value	すうじちをえる
div	せいすうのしょうとあまりをえる
div_t	せいすうじょざんけっかがた
domain	ばんちけいとう
dup	ひらいたぶんしょのさんしょうをふくせいする
dup2	していばんごうにぶんしょさんしょうをふくせいする
element_size	ようそのおおきさ
elements	ようそはいれつ
end_pointer	へんかんしゅうたんばんち
environ	かんきょうへんすういちらん
envp	かんきょういちらん
errno	あやまりばんごう
execve	じっこうないようをおきかえる
expected_errno	きたいあやまりばんごう
failed_with	していあやまりによるしっぱいはんてい
failure	しっぱいはんてい
failures	しっぱいすう
fcntl	ぶんしょをせいぎょする
fd	ぶんしょきじゅつばんごう
first	さいしょのこう
first_match	さいしょのいっちいち
flags	しょりしてい
fork	じっこうかていをぶんきする
found	はっけんいち
free	きおくりょういきをかえす
fstat	ひらいたぶんしょのじょうたいをえる
fsync	ぶんしょのきろくをどうきする
getcwd	さぎょうもくろくのけいろをえる
getegid	じっこうしょぞくくみばんごうをえる
getenv	かんきょうへんすうのあたいをえる
geteuid	じっこうりようしゃばんごうをえる
getgid	しょぞくくみばんごうをえる
getpeername	あいてたんてんのばんちをえる
getpid	じっこうかていばんごうをえる
getppid	おやじっこうかていばんごうをえる
getsockname	きょくしょたんてんのばんちをえる
getuid	りようしゃばんごうをえる
gid_t	しょぞくくみばんごうがた
heap_block	きおくくかく
heap_head	さいしょのくかく
high	うえきょうかい
hole	こうかいち
hostlong	きかいじゅん32にしんけたち
hostshort	きかいじゅん16にしんけたち
how	とじるほうこう
htonl	つうしんもうじゅんに32けたをかえる
htons	つうしんもうじゅんに16けたをかえる
i	こうのそえじ
in_addr	そうごせつぞくもうばんち
in_addr_t	そうごせつぞくもうばんちちがた
in_port_t	つうしんまどぐちばんごうがた
increment	ぞうぶん
index	そえじ
ino_t	ぶんしょこゆうばんごうがた
int16_t	ふごうつき16にしんけたせいすう
int32_t	ふごうつき32にしんけたせいすう
int64_t	ふごうつき64にしんけたせいすう
int8_t	ふごうつき8にしんけたせいすう
intptr_t	ばんちはばふごうつきせいすう
is_unsigned	ふごうなしはんてい
isalnum	えいじかすうじかしらべる
isalpha	えいじかしらべる
isatty	たんまつかしらべる
isblank	すいへいくうはくかしらべる
iscntrl	せいぎょもじかしらべる
isdigit	じゅっしんすうじかしらべる
isgraph	くうはくいがいのいんじもじかしらべる
islower	こもじかしらべる
isprint	いんじもじかしらべる
ispunct	くとうきごうかしらべる
isspace	くうはくもじかしらべる
isupper	おおもじかしらべる
isxdigit	じゅうろくしんすうじかしらべる
iteration	はんぷくかいすう
labs	ちょうせいすうのぜったいちをえる
last_block	さいごのくかく
ldiv	ちょうせいすうのしょうとあまりをえる
ldiv_t	ちょうせいすうじょざんけっかがた
length_of	もじれつちょうをえる
level	せっていかいそう
limit	じょうげん
listen	せつぞくようきゅうにそなえる
loaded	よみこみち
low	したきょうかい
lseek	よみかきいちをうつす
lstat	れんけつじたいのじょうたいをえる
m	けんさほうしき
machine	きかいしゅるい
magnitude	おおきさのあたい
malloc	きおくりょういきをかくほする
maximum	さいだいち
memchr	きおくりょういきからあたいをさがす
memcmp	きおくないようをひかくする
memcpy	きおくないようをふくしゃする
memmove	かさなりをゆるしてきおくないようをうつす
memory	きおくりょういき
memset	きおくりょういきをあたいでみたす
middle	ちゅうおういち
mode	りようほうしき
mode_t	ぶんしょほうしきがた
n	よびだししゅるい
negative	ふすうはんてい
netlong	つうしんもうじゅん32にしんけたち
netshort	つうしんもうじゅん16にしんけたち
newfd	しんきじゅつばんごう
next_block	つぎのくかく
nlink_t	ちょくせつれんけつすうがた
nodename	きかいめい
ntohl	きかいじゅんに32けたをかえる
ntohs	きかいじゅんに16けたをかえる
off_t	ぶんしょいちがた
offset	いちさ
oflag	ひらくさいのしてい
old	いぜんのあたい
oldfd	きゅうきじゅつばんごう
open	ひらく
option_len	せっていちょう
option_name	せっていめい
option_value	せっていち
options	せんたくじこう
padding	せいれつうめこみちょう
parent	おやかてい
parse_unsigned	ふごうなしすうをかいしゃくする
pass	けんさごうかく
passed	ごうかくはんてい
pid	じっこうかていばんごう
pid_t	じっこうかていばんごうがた
posix_compile_test	せんげんほんやくしけん
posix_test_heap	どうてききおくどうさしけん
posix_test_process	じっこうかていどうさしけん
private_value	かていせんようち
protocol	つうしんきやく
ptrdiff_t	ばんちさがた
qsort	ひかくきじゅんでせいれつする
quot	しょう
radix	きすう
raw	かくほもとばんち
read	よむ
realloc	きおくりょういきのおおきさをかえる
reap_nohang	またずにこをかいしゅう
recv	うけとる
recvfrom	そうしんもととともにうけとる
release	たいけいはいふばん
rem	あまり
remaining	ざんすう
report	けっかをほうこく
requested	ようきゅうしゅうたん
result	けっか
root	ねのけいろ
s	けんさしりょう
s_addr	ばんちち
sa_data	ばんちしりょう
sa_family	たんてんばんちけいとう
sa_family_t	ばんちけいとうがた
saved_environment	ほぞんかんきょういちらん
saved_errno	ほぞんあやまりばんごう
saved_state	ほぞんしんこうじょうたい
say	でんぶんをかく
sbrk	どうてききおくのしゅうたんをうつす
second	にばんめのこう
send	おくる
sendto	あてさきにおくる
server	おうとうたんてん
server_address	おうとうたんてんばんち
setsockopt	つうしんたんてんをせっていする
shutdown	つうしんほうこうをとじる
sift_down	かほうへせいれつをなおす
sin_addr	せつぞくもうばんちないよう
sin_family	せつぞくもうばんちけいとう
sin_port	つうしんまどぐちばんごう
sin_zero	ばんちのうめあわせ
size_t	おおきさがた
sockaddr	つうしんたんてんばんち
sockaddr_in	そうごせつぞくもうたんてんばんち
socket	つうしんたんてんをつくる
socket_call	つうしんたんてんをよびだす
socklen_t	ばんちちょうがた
source	よみだしもと
source_length	そうしんもとばんちちょう
spin	かいてんかいすう
spins	かいてんすう
ssize_t	ふごうつきおおきさがた
st	じょうたいしりょう
st_atime	さいしゅうさんしょうじこく
st_atimensec	さいしゅうさんしょうじゅうおくぶんびょう
st_blksize	すいしょうにゅうしゅつりょくくかくちょう
st_blocks	わりあてくかくすう
st_ctime	さいしゅうじょうたいへんこうじこく
st_ctimensec	さいしゅうじょうたいへんこうじゅうおくぶんびょう
st_dev	しょぞくそうちばんごう
st_gid	しょゆうくみばんごう
st_ino	ぶんしょこゆうばんごう
st_mode	ぶんしょしゅるいとけんげん
st_mtime	さいしゅうないようへんこうじこく
st_mtimensec	さいしゅうないようへんこうじゅうおくぶんびょう
st_nlink	ちょくせつれんけつすう
st_rdev	あらわすそうちばんごう
st_size	ぶんしょのおおきさ
st_uid	しょゆうりようしゃばんごう
start	かいしいち
stat	ぶんしょじょうたい
stpcpy	もじれつをふくしゃしてしゅうたんをえる
stpncpy	じょうげんまでうめてふくしゃししゅうたんをえる
strcasecmp	おおもじこもじをくべつせずひかくする
strcat	もじれつをつけたす
strchr	もじれつからさいしょのあたいをさがす
strcmp	もじれつをひかくする
strcoll	せいれつきそくでもじれつをひかくする
strcpy	もじれつをふくしゃする
strcspn	じょがいちのないせんとうちょうをえる
strdup	あたらしいりょういきにもじれつをふくせいする
strlen	もじれつのはちけたぐみすうをえる
strncasecmp	じょうげんないでおおもじこもじをくべつせずひかくする
strncat	じょうげんないでもじれつをつけたす
strncmp	じょうげんないでもじれつをひかくする
strncpy	じょうげんまでうめてもじれつをふくしゃする
strndup	じょうげんないであたらしいりょういきにもじれつをふくせいする
strnlen	じょうげんないのもじれつはちけたぐみすうをえる
strpbrk	もじれつからしゅうごうのあたいをさがす
strrchr	もじれつからさいごのあたいをさがす
strspn	きょようちからなるせんとうちょうをえる
strstr	もじれつからぶぶんれつをさがす
strtok	もじれつをごにわける
strtok_r	しんこうじょうたいをしていしてもじれつをごにわける
strtol	もじれつをちょうせいすうとしてよむ
strtoul	もじれつをふごうなしちょうせいすうとしてよむ
strxfrm	もじれつのせいれつかぎをつくる
swap_elements	ようそをこうかんする
sync	すべてのきろくをどうきする
sysname	たいけいめい
target	たいしょうち
temporary	いちじち
test_dup_and_fcntl	きじゅつばんごうふくせいとせいぎょしけん
test_identity	じっこうしゅたいしけん
test_line	しっぱいぎょうばんごう
test_open_and_io	かいへいにゅうしゅつりょくしけん
test_paths	けいろそうさしけん
test_terminal_and_uname	たんまつとたいけいじょうほうしけん
time_t	じこくちがた
tolower	こもじにかえる
total	ぜんたいちょう
toupper	おおもじにかえる
type	たんてんしゅるい
uid_t	りようしゃばんごうがた
uint16_t	ふごうなし16にしんけたせいすう
uint32_t	ふごうなし32にしんけたせいすう
uint64_t	ふごうなし64にしんけたせいすう
uint8_t	ふごうなし8にしんけたせいすう
uintptr_t	ばんちはばふごうなしせいすう
uname	たいけいじょうほうをえる
utsname	たいけいじょうほう
version	たいけいかいていばん
wait	こをまつ
waited	まったかてい
waitpid	していしたこをまつ
whence	いちきじゅん
write	かく
