standard_identifier	native_identifier	category	status
LLONG_MIN	long_long_integer_minimum	integer-limit	project-proposal
LONG_MAX	long_integer_maximum	integer-limit	project-proposal
LONG_MIN	long_integer_minimum	integer-limit	project-proposal
NULL	null_pointer	interface-constant	project-proposal
O_ACCMODE	access_mode_mask	interface-constant	project-proposal
O_APPEND	append_at_end	interface-constant	project-proposal
O_CREAT	create_if_missing	interface-constant	project-proposal
O_DIRECTORY	require_directory	interface-constant	project-proposal
O_EXCL	require_new_file	interface-constant	project-proposal
O_RDONLY	open_read_only	interface-constant	project-proposal
O_RDWR	open_read_write	interface-constant	project-proposal
O_TRUNC	truncate_existing_file	interface-constant	project-proposal
O_WRONLY	open_write_only	interface-constant	project-proposal
PF_INET	internetwork_protocol_family	network-declaration	project-proposal
R_OK	test_read_permission	interface-constant	project-proposal
SC0	syscall_without_arguments	implementation-helper	project-proposal
SC1	syscall_with_one_argument	implementation-helper	project-proposal
SC2	syscall_with_two_arguments	implementation-helper	project-proposal
SC3	syscall_with_three_arguments	implementation-helper	project-proposal
SCHAR_MAX	signed_char_maximum	integer-limit	project-proposal
SCHAR_MIN	signed_char_minimum	integer-limit	project-proposal
SC_accept	SC_accept	internal-name	derived-from-call-role
SC_bind	SC_bind	internal-name	derived-from-call-role
SC_connect	SC_connect	internal-name	derived-from-call-role
SC_getpeername	SC_getpeername	internal-name	derived-from-call-role
SC_getsockname	SC_getsockname	internal-name	derived-from-call-role
SC_listen	SC_listen	internal-name	derived-from-call-role
SC_recv	SC_recv	internal-name	derived-from-call-role
SC_recvfrom	SC_recvfrom	internal-name	derived-from-call-role
SC_send	SC_send	internal-name	derived-from-call-role
SC_sendto	SC_sendto	internal-name	derived-from-call-role
SC_setsockopt	SC_setsockopt	internal-name	derived-from-call-role
SC_shutdown	SC_shutdown	internal-name	derived-from-call-role
SC_socket	SC_socket	internal-name	derived-from-call-role
SEEK_CUR	offset_from_current	interface-constant	project-proposal
SEEK_END	offset_from_end	interface-constant	project-proposal
SEEK_SET	offset_from_start	interface-constant	project-proposal
SHRT_MAX	short_integer_maximum	integer-limit	project-proposal
SHRT_MIN	short_integer_minimum	integer-limit	project-proposal
SHUT_RD	stop_receiving	network-declaration	project-proposal
SHUT_RDWR	stop_both_directions	network-declaration	project-proposal
SHUT_WR	stop_sending	network-declaration	project-proposal
SOCK_DGRAM	datagram_endpoint	network-declaration	project-proposal
SOCK_STREAM	stream_endpoint	network-declaration	project-proposal
STDERR_FILENO	standard_error_descriptor	interface-constant	project-proposal
STDIN_FILENO	standard_input_descriptor	interface-constant	project-proposal
STDOUT_FILENO	standard_output_descriptor	interface-constant	project-proposal
SYS_access	SYS_access	internal-name	derived-from-call-role
SYS_brk	SYS_brk	internal-name	derived-from-call-role
SYS_chdir	SYS_chdir	internal-name	derived-from-call-role
SYS_close	SYS_close	internal-name	derived-from-call-role
SYS_creat	SYS_creat	internal-name	derived-from-call-role
SYS_dup	SYS_dup	internal-name	derived-from-call-role
SYS_dup2	SYS_dup2	internal-name	derived-from-call-role
SYS_execve	SYS_execve	internal-name	derived-from-call-role
SYS_exit	SYS__exit	internal-name	derived-from-call-role
SYS_fcntl	SYS_fcntl	internal-name	derived-from-call-role
SYS_fork	SYS_fork	internal-name	derived-from-call-role
SYS_fstat	SYS_fstat	internal-name	derived-from-call-role
SYS_fsync	SYS_fsync	internal-name	derived-from-call-role
SYS_getcwd	SYS_getcwd	internal-name	derived-from-call-role
SYS_getegid	SYS_getegid	internal-name	derived-from-call-role
SYS_geteuid	SYS_geteuid	internal-name	derived-from-call-role
SYS_getgid	SYS_getgid	internal-name	derived-from-call-role
SYS_getpid	SYS_getpid	internal-name	derived-from-call-role
SYS_getppid	SYS_getppid	internal-name	derived-from-call-role
SYS_getuid	SYS_getuid	internal-name	derived-from-call-role
SYS_lseek	SYS_lseek	internal-name	derived-from-call-role
SYS_lstat	SYS_lstat	internal-name	derived-from-call-role
SYS_open	SYS_open	internal-name	derived-from-call-role
SYS_read	SYS_read	internal-name	derived-from-call-role
SYS_socketcall	socket_call_number	implementation-helper	project-proposal
SYS_stat	SYS_stat	internal-name	derived-from-call-role
SYS_sync	SYS_sync	internal-name	derived-from-call-role
SYS_uname	SYS_uname	internal-name	derived-from-call-role
SYS_write	SYS_write	internal-name	derived-from-call-role
S_IFCHR	character_device_kind	interface-constant	project-proposal
S_IFDIR	directory_kind	interface-constant	project-proposal
S_IFMT	file_kind_mask	interface-constant	project-proposal
S_IFREG	regular_file_kind	interface-constant	project-proposal
S_IRGRP	group_read_permission	interface-constant	project-proposal
S_IROTH	others_read_permission	interface-constant	project-proposal
S_IRUSR	owner_read_permission	interface-constant	project-proposal
S_ISCHR	is_character_device_mode	interface-constant	project-proposal
S_ISDIR	is_directory_mode	interface-constant	project-proposal
S_ISREG	is_regular_file_mode	interface-constant	project-proposal
S_IWGRP	group_write_permission	interface-constant	project-proposal
S_IWOTH	others_write_permission	interface-constant	project-proposal
S_IWUSR	owner_write_permission	interface-constant	project-proposal
S_IXGRP	group_execute_permission	interface-constant	project-proposal
S_IXOTH	others_execute_permission	interface-constant	project-proposal
S_IXUSR	owner_execute_permission	interface-constant	project-proposal
UCHAR_MAX	unsigned_char_maximum	integer-limit	project-proposal
UINT_MAX	unsigned_integer_maximum	integer-limit	project-proposal
ULLONG_MAX	unsigned_long_long_maximum	integer-limit	project-proposal
ULONG_MAX	unsigned_long_maximum	integer-limit	project-proposal
USHRT_MAX	unsigned_short_maximum	integer-limit	project-proposal
WEXITSTATUS	extract_exit_status	interface-constant	project-proposal
WIFEXITED	exited_normally	interface-constant	project-proposal
WNOHANG	do_not_wait_if_unready	interface-constant	project-proposal
W_OK	test_write_permission	interface-constant	project-proposal
X_OK	test_execute_permission	interface-constant	project-proposal
_LIBC_ARPA_INET_H	_include_network_conversion_byte_order	internal-name	derived-from-native-header-path
_LIBC_NETINET_IN_H	_include_internetwork_address	internal-name	derived-from-native-header-path
_LIBC_STDDEF_H	_include_basic_definitions	internal-name	derived-from-native-header-path
_LIBC_STDINT_H	_include_integer_types	internal-name	derived-from-native-header-path
_LIBC_SYSCALL_H	_include_system_syscall	internal-name	derived-from-native-header-path
_LIBC_SYS_SOCKET_H	_include_system_socket	internal-name	derived-from-native-header-path
_LIBC_SYS_STAT_H	_include_system_stat	internal-name	derived-from-native-header-path
_LIBC_SYS_TYPES_H	_include_system_data_types	internal-name	derived-from-native-header-path
_LIBC_SYS_UTSNAME_H	_include_system_system_identity	internal-name	derived-from-native-header-path
_LIBC_SYS_WAIT_H	_include_system_child_wait	internal-name	derived-from-native-header-path
__posix_library_test	__posix_library_test	variable	english-source
_exit	_exit	function	english-source
a	a	variable	english-source
a1	a1	variable	english-source
a2	a2	variable	english-source
a3	a3	variable	english-source
a4	a4	variable	english-source
a5	a5	variable	english-source
a6	a6	variable	english-source
abs	abs	function	english-source
accept	accept	function	english-source
access	access	function	english-source
address	address	variable	english-source
address_len	address_len	variable	english-source
address_length	address_length	variable	english-source
argc	argument_count	implementation-helper	project-proposal
args	args	variable	english-source
args_fail	argument_test_failure	implementation-helper	project-proposal
args_pass	argument_test_success	implementation-helper	project-proposal
argument	argument	variable	english-source
arguments	arguments	variable	english-source
argv	arguments_2	variable	english-source
atoi	atoi	function	english-source
atol	atol	function	english-source
available	available	variable	english-source
b	b	variable	english-source
backlog	backlog	variable	english-source
bind	bind	function	english-source
blkcnt_t	block_count_type	scalar-type	project-proposal
blksize_t	block_size_type	scalar-type	project-proposal
brk	brk	function	english-source
bsearch	bsearch	function	english-source
bss_zeroed	uninitialized_data_was_zeroed	implementation-helper	project-proposal
buf	transfer_buffer	variable	english-source
buffer	transfer_buffer_2	variable	english-source
byte	byte_value	implementation-helper	project-proposal
bytes	byte_array	implementation-helper	project-proposal
c	c	variable	english-source
call	call	variable	english-source
calloc	calloc	function	english-source
capacity	capacity	variable	english-source
character	character	variable	english-source
chdir	chdir	function	english-source
checks	check_count	implementation-helper	project-proposal
child	child	variable	english-source
client	client_endpoint	implementation-helper	project-proposal
cloexec_fail	close_on_exec_failure	implementation-helper	project-proposal
cloexec_pass	close_on_exec_success	implementation-helper	project-proposal
close	close	function	english-source
cmd	cmd	variable	english-source
compare	compare	variable	english-source
compare_int	compare_int	variable	english-source
connect	connect	function	english-source
copy	copied_value	implementation-helper	project-proposal
copy_length	copy_length	variable	english-source
count	count	variable	english-source
creat	creat	function	english-source
current	current	variable	english-source
cursor	cursor	variable	english-source
cwd	working_directory	implementation-helper	project-proposal
decoded	decoded_value	implementation-helper	project-proposal
delimiters	delimiters	variable	english-source
dest_addr	dest_addr	variable	english-source
dest_len	dest_len	variable	english-source
destination	destination	variable	english-source
dev_t	device_identifier_type	scalar-type	project-proposal
digit	digit	variable	english-source
digit_value	digit_value	variable	english-source
div	div	function	english-source
div_t	div_t	variable	english-source
domain	domain	variable	english-source
dup	dup	function	english-source
dup2	dup2	function	english-source
element_size	element_size	variable	english-source
elements	elements	variable	english-source
end_pointer	end_pointer	variable	english-source
environ	environ	variable	english-source
envp	envp	variable	english-source
errno	errno	variable	english-source
execve	execve	function	english-source
expected_errno	expected_error_number	implementation-helper	project-proposal
failed_with	failed_with_error	implementation-helper	project-proposal
failure	failure_flag	implementation-helper	project-proposal
failures	failure_count	implementation-helper	project-proposal
fcntl	fcntl	function	english-source
fd	file_descriptor	variable	english-source
first	first_item	implementation-helper	project-proposal
first_match	first_match	variable	english-source
flags	flags	variable	english-source
fork	fork	function	english-source
found	found	variable	english-source
free	free	function	english-source
fstat	fstat	function	english-source
fsync	fsync	function	english-source
getcwd	getcwd	function	english-source
getegid	getegid	function	english-source
getenv	getenv	function	english-source
geteuid	geteuid	function	english-source
getgid	getgid	function	english-source
getpeername	getpeername	function	english-source
getpid	getpid	function	english-source
getppid	getppid	function	english-source
getsockname	getsockname	function	english-source
getuid	getuid	function	english-source
gid_t	group_identifier_type	scalar-type	project-proposal
heap_block	heap_block	variable	english-source
heap_head	heap_head	variable	english-source
high	high	variable	english-source
hole	hole	variable	english-source
hostlong	host_order_32_bit_value	network-declaration	project-proposal
hostshort	host_order_16_bit_value	network-declaration	project-proposal
how	how	variable	english-source
htonl	htonl	function	english-source
htons	htons	function	english-source
i	item_index	implementation-helper	project-proposal
in_addr	internetwork_address	network-declaration	project-proposal
in_addr_t	internetwork_address_value_type	network-declaration	project-proposal
in_port_t	transport_port_number_type	network-declaration	project-proposal
increment	increment	variable	english-source
index	index	variable	english-source
ino_t	file_serial_number_type	scalar-type	project-proposal
input	input	variable	english-source
int16_t	signed_16_bit_integer	scalar-type	project-proposal
int32_t	signed_32_bit_integer	scalar-type	project-proposal
int64_t	signed_64_bit_integer	scalar-type	project-proposal
int8_t	signed_8_bit_integer	scalar-type	project-proposal
intptr_t	pointer_sized_signed_integer	scalar-type	project-proposal
is_unsigned	is_unsigned	variable	english-source
isalnum	isalnum	function	english-source
isalpha	isalpha	function	english-source
isatty	isatty	function	english-source
isblank	isblank	function	english-source
iscntrl	iscntrl	function	english-source
isdigit	isdigit	function	english-source
isgraph	isgraph	function	english-source
islower	islower	function	english-source
isprint	isprint	function	english-source
ispunct	ispunct	function	english-source
isspace	isspace	function	english-source
isupper	isupper	function	english-source
isxdigit	isxdigit	function	english-source
iteration	iteration_number	implementation-helper	project-proposal
labs	labs	function	english-source
last_block	last_block	variable	english-source
ldiv	ldiv	function	english-source
ldiv_t	ldiv_t	variable	english-source
left	left	variable	english-source
length	length	variable	english-source
length_of	length_of_text	implementation-helper	project-proposal
level	level	variable	english-source
limit	limit	variable	english-source
listen	listen	function	english-source
loaded	loaded_value	implementation-helper	project-proposal
low	low	variable	english-source
lseek	lseek	function	english-source
lstat	lstat	function	english-source
m	m	variable	english-source
machine	machine_kind	structure-field	project-proposal
magnitude	magnitude	variable	english-source
malloc	malloc	function	english-source
maximum	maximum	variable	english-source
memchr	memchr	function	english-source
memcmp	memcmp	function	english-source
memcpy	memcpy	function	english-source
memmove	memmove	function	english-source
memory	memory_region	implementation-helper	project-proposal
memset	memset	function	english-source
message	message	variable	english-source
middle	middle	variable	english-source
mode	mode	variable	english-source
mode_t	file_mode_type	scalar-type	project-proposal
n	n	variable	english-source
name	system_identity	variable	english-source
negative	negative	variable	english-source
netlong	network_order_32_bit_value	network-declaration	project-proposal
netshort	network_order_16_bit_value	network-declaration	project-proposal
newfd	newfd	variable	english-source
next_block	next_block	variable	english-source
nlink_t	hard_link_count_type	scalar-type	project-proposal
nodename	node_name	structure-field	project-proposal
ntohl	ntohl	function	english-source
ntohs	ntohs	function	english-source
number	number	variable	english-source
off_t	file_offset_type	scalar-type	project-proposal
offset	offset	variable	english-source
oflag	oflag	variable	english-source
old	previous_value	implementation-helper	project-proposal
oldfd	oldfd	variable	english-source
open	open	function	english-source
option_len	option_len	variable	english-source
option_name	option_name	variable	english-source
option_value	option_value	variable	english-source
options	options	variable	english-source
overflow	overflow	variable	english-source
padding	padding	variable	english-source
parent	parent_process	implementation-helper	project-proposal
parse_unsigned	parse_unsigned	variable	english-source
pass	test_pass	implementation-helper	project-proposal
passed	passed_test	implementation-helper	project-proposal
path	path	variable	english-source
pid	pid	variable	english-source
pid_t	process_identifier_type	scalar-type	project-proposal
posix_compile_test	interface_compile_test	implementation-helper	project-proposal
posix_test_heap	heap_behavior_test	implementation-helper	project-proposal
posix_test_process	process_behavior_test	implementation-helper	project-proposal
private_value	process_private_value	implementation-helper	project-proposal
protocol	protocol	variable	english-source
ptrdiff_t	pointer_difference_type	scalar-type	project-proposal
qsort	qsort	function	english-source
quot	quot	variable	english-source
radix	radix	variable	english-source
raw	raw	variable	english-source
read	read	function	english-source
realloc	realloc	function	english-source
reap_nohang	reap_without_waiting	implementation-helper	project-proposal
recv	recv	function	english-source
recvfrom	recvfrom	function	english-source
release	system_release	structure-field	project-proposal
rem	rem	variable	english-source
remaining	remaining	variable	english-source
report	report_result	implementation-helper	project-proposal
requested	requested	variable	english-source
result	result	variable	english-source
right	right	variable	english-source
root	root_path	implementation-helper	project-proposal
s	examined_data	implementation-helper	project-proposal
s_addr	address_value	network-declaration	project-proposal
sa_data	address_payload	network-declaration	project-proposal
sa_family	endpoint_address_family	network-declaration	project-proposal
sa_family_t	address_family_type	network-declaration	project-proposal
saved_environment	saved_environment	variable	english-source
saved_errno	saved_errno	variable	english-source
saved_state	saved_state	variable	english-source
say	write_message	implementation-helper	project-proposal
sbrk	sbrk	function	english-source
second	second_item	implementation-helper	project-proposal
send	send	function	english-source
sendto	sendto	function	english-source
server	server_endpoint	implementation-helper	project-proposal
server_address	server_endpoint_address	implementation-helper	project-proposal
setsockopt	setsockopt	function	english-source
shutdown	shutdown	function	english-source
sift_down	sift_down	variable	english-source
sin_addr	internetwork_address_field	network-declaration	project-proposal
sin_family	internetwork_address_family	network-declaration	project-proposal
sin_port	transport_port_number	network-declaration	project-proposal
sin_zero	address_padding	network-declaration	project-proposal
size	digit_count	variable	english-source
size_t	object_size_type	scalar-type	project-proposal
sockaddr	endpoint_address	network-declaration	project-proposal
sockaddr_in	internetwork_endpoint_address	network-declaration	project-proposal
socket	socket	function	english-source
socket_call	socket_call	variable	english-source
socklen_t	address_length_type	network-declaration	project-proposal
source	source	variable	english-source
source_length	source_address_size	implementation-helper	project-proposal
spin	spin_iteration	implementation-helper	project-proposal
spins	spin_count	implementation-helper	project-proposal
ssize_t	signed_size_type	scalar-type	project-proposal
st	st	variable	english-source
st_atime	last_access_time	structure-field	project-proposal
st_atimensec	last_access_nanoseconds	structure-field	project-proposal
st_blksize	preferred_io_block_size	structure-field	project-proposal
st_blocks	allocated_block_count	structure-field	project-proposal
st_ctime	last_status_change_time	structure-field	project-proposal
st_ctimensec	last_status_change_nanoseconds	structure-field	project-proposal
st_dev	containing_device	structure-field	project-proposal
st_gid	owner_group_identifier	structure-field	project-proposal
st_ino	file_serial_number	structure-field	project-proposal
st_mode	file_kind_and_permissions	structure-field	project-proposal
st_mtime	last_content_change_time	structure-field	project-proposal
st_mtimensec	last_content_change_nanoseconds	structure-field	project-proposal
st_nlink	hard_link_count	structure-field	project-proposal
st_rdev	represented_device	structure-field	project-proposal
st_size	file_size	structure-field	project-proposal
st_uid	owner_user_identifier	structure-field	project-proposal
start	starting_position	implementation-helper	project-proposal
stat	stat	function	english-source
status	status	variable	english-source
stpcpy	stpcpy	function	english-source
stpncpy	stpncpy	function	english-source
strcasecmp	strcasecmp	function	english-source
strcat	strcat	function	english-source
strchr	strchr	function	english-source
strcmp	strcmp	function	english-source
strcoll	strcoll	function	english-source
strcpy	strcpy	function	english-source
strcspn	strcspn	function	english-source
strdup	strdup	function	english-source
strlen	strlen	function	english-source
strncasecmp	strncasecmp	function	english-source
strncat	strncat	function	english-source
strncmp	strncmp	function	english-source
strncpy	strncpy	function	english-source
strndup	strndup	function	english-source
strnlen	strnlen	function	english-source
strpbrk	strpbrk	function	english-source
strrchr	strrchr	function	english-source
strspn	strspn	function	english-source
strstr	strstr	function	english-source
strtok	strtok	function	english-source
strtok_r	strtok_r	function	english-source
strtol	strtol	function	english-source
strtoul	strtoul	function	english-source
strxfrm	strxfrm	function	english-source
swap_elements	swap_elements	variable	english-source
sync	sync	function	english-source
sysname	system_name	structure-field	project-proposal
target	target_value	implementation-helper	project-proposal
temporary	temporary	variable	english-source
test_dup_and_fcntl	test_descriptor_duplication_and_control	implementation-helper	project-proposal
test_identity	test_process_identity	implementation-helper	project-proposal
test_line	test_line	variable	english-source
test_open_and_io	test_open_and_io	implementation-helper	project-proposal
test_paths	test_path_operations	implementation-helper	project-proposal
test_terminal_and_uname	test_terminal_and_system_identity	implementation-helper	project-proposal
text	text	variable	english-source
text_equal	text_is_equal	implementation-helper	project-proposal
text_length	text_byte_length	implementation-helper	project-proposal
time_t	time_value_type	scalar-type	project-proposal
tolower	tolower	function	english-source
total	total	variable	english-source
toupper	toupper	function	english-source
type	type	variable	english-source
uid_t	user_identifier_type	scalar-type	project-proposal
uint16_t	unsigned_16_bit_integer	scalar-type	project-proposal
uint32_t	unsigned_32_bit_integer	scalar-type	project-proposal
uint64_t	unsigned_64_bit_integer	scalar-type	project-proposal
uint8_t	unsigned_8_bit_integer	scalar-type	project-proposal
uintptr_t	pointer_sized_unsigned_integer	scalar-type	project-proposal
uname	uname	function	english-source
utsname	system_identity_2	structure-field	project-proposal
value	value	variable	english-source
version	system_version	structure-field	project-proposal
wait	wait	function	english-source
waited	waited_process	implementation-helper	project-proposal
waitpid	waitpid	function	english-source
whence	whence	variable	english-source
write	write	function	english-source
