원래경로	변환경로
asm/constants.inc	إقلاع_الآلة/ثابت.inc
asm/gdt.inc	إقلاع_الآلة/gdt.inc
asm/go_asm_offsets.inc	إقلاع_الآلة/goasmoffset.inc
asm/multiboot_header.s	إقلاع_الآلة/multibootترويسة.s
asm/rt0.s	إقلاع_الآلة/rt0.s
go.sh	ترجمة_النواة.sh
linker.ld	تخطيط_الربط.ld
tools/decode-virtualbox-log.sh	أدوات/تحليل_السجل_التسلسلي.sh
tools/offsets.go	أدوات/إزاحات_البنية.go
userland/posix/Makefile	فضاء_المستخدم/posix/Makefile
userland/posix/TEST_RESULTS.md	فضاء_المستخدم/posix/TEST_RESULTS.md
userland/posix/include/arpa/inet.h	فضاء_المستخدم/posix/تصريحات/arpa/inet.h
userland/posix/include/engos/syscall.h	فضاء_المستخدم/posix/تصريحات/sys/syscall.h
userland/posix/include/errno.h	فضاء_المستخدم/posix/تصريحات/errno.h
userland/posix/include/fcntl.h	فضاء_المستخدم/posix/تصريحات/fcntl.h
userland/posix/include/netinet/in.h	فضاء_المستخدم/posix/تصريحات/netinet/in.h
userland/posix/include/stddef.h	فضاء_المستخدم/posix/تصريحات/stddef.h
userland/posix/include/stdint.h	فضاء_المستخدم/posix/تصريحات/stdint.h
userland/posix/include/sys/socket.h	فضاء_المستخدم/posix/تصريحات/sys/socket.h
userland/posix/include/sys/stat.h	فضاء_المستخدم/posix/تصريحات/sys/stat.h
userland/posix/include/sys/types.h	فضاء_المستخدم/posix/تصريحات/sys/types.h
userland/posix/include/sys/utsname.h	فضاء_المستخدم/posix/تصريحات/sys/utsname.h
userland/posix/include/sys/wait.h	فضاء_المستخدم/posix/تصريحات/sys/wait.h
userland/posix/include/unistd.h	فضاء_المستخدم/posix/تصريحات/unistd.h
userland/posix/linker.ld	فضاء_المستخدم/posix/تخطيط_الربط.ld
userland/posix/src/crt0.S	فضاء_المستخدم/posix/تنفيذ/بدء_التشغيل.S
userland/posix/src/errno.c	فضاء_المستخدم/posix/تنفيذ/رقم_الخطأ.c
userland/posix/src/fcntl.c	فضاء_المستخدم/posix/تنفيذ/التحكم_بالملف.c
userland/posix/src/socket.c	فضاء_المستخدم/posix/تنفيذ/socket.c
userland/posix/src/stat.c	فضاء_المستخدم/posix/تنفيذ/حالة_الملف.c
userland/posix/src/syscall.S	فضاء_المستخدم/posix/تنفيذ/نداء_النظام.S
userland/posix/src/unistd.c	فضاء_المستخدم/posix/تنفيذ/unistd.c
userland/posix/tests/compile.c	فضاء_المستخدم/posix/اختبارات/compile.c
userland/posix/tests/exec_runtime.c	فضاء_المستخدم/posix/اختبارات/exec_runtime.c
userland/posix/tests/exec_target.c	فضاء_المستخدم/posix/اختبارات/exec_target.c
userland/posix/tests/fork_runtime.c	فضاء_المستخدم/posix/اختبارات/fork_runtime.c
userland/posix/tests/heap_runtime.c	فضاء_المستخدم/posix/اختبارات/heap_runtime.c
userland/posix/tests/runtime.c	فضاء_المستخدم/posix/اختبارات/runtime.c
userland/posix/tests/socket_runtime.c	فضاء_المستخدم/posix/اختبارات/socket_runtime.c
userland/posix/tests/stdin_runtime.c	فضاء_المستخدم/posix/اختبارات/stdin_runtime.c
