standard_identifier	native_identifier	category	status
is_unsigned	is_unsigned	variable	pending-language-review
isalnum	isalnum	function	pending-language-review
isalpha	isalpha	function	pending-language-review
isatty	Terminal_prüfen	function	project-proposal
isblank	isblank	function	pending-language-review
iscntrl	iscntrl	function	pending-language-review
isdigit	isdigit	function	pending-language-review
isgraph	isgraph	function	pending-language-review
islower	islower	function	pending-language-review
isprint	isprint	function	pending-language-review
ispunct	ispunct	function	pending-language-review
isspace	isspace	function	pending-language-review
isupper	isupper	function	pending-language-review
isxdigit	isxdigit	function	pending-language-review
iteration	iteration	implementation-helper	pending-language-review
labs	labs	function	pending-language-review
last_block	last_block	variable	pending-language-review
ldiv	ldiv	function	pending-language-review
ldiv_t	ldiv_t	variable	pending-language-review
left	left	variable	pending-language-review
length	Länge	variable	project-proposal
length_of	length_of	implementation-helper	pending-language-review
level	level	variable	pending-language-review
limit	limit	variable	pending-language-review
listen	Verbindungsannahme_vorbereiten	function	project-proposal
loaded	loaded	implementation-helper	pending-language-review
low	low	variable	pending-language-review
lseek	Dateiposition_verschieben	function	project-proposal
lstat	Verknüpfungszustand_ermitteln	function	project-proposal
m	m	variable	pending-language-review
machine	machine	structure-field	pending-language-review
magnitude	magnitude	variable	pending-language-review
malloc	malloc	function	pending-language-review
maximum	maximum	variable	pending-language-review
memchr	memchr	function	pending-language-review
memcmp	memcmp	function	pending-language-review
memcpy	memcpy	function	pending-language-review
memmove	memmove	function	pending-language-review
memory	memory	implementation-helper	pending-language-review
memset	memset	function	pending-language-review
message	message	variable	pending-language-review
middle	middle	variable	pending-language-review
mode	mode	variable	pending-language-review
mode_t	mode_t	scalar-type	pending-language-review
n	n	variable	pending-language-review
name	Systemidentität	variable	project-proposal
negative	negative	variable	pending-language-review
netlong	_32_Bit_Wert_in_Netzreihenfolge	network-declaration	project-proposal
netshort	_16_Bit_Wert_in_Netzreihenfolge	network-declaration	project-proposal
newfd	newfd	variable	pending-language-review
next_block	next_block	variable	pending-language-review
nlink_t	nlink_t	scalar-type	pending-language-review
nodename	nodename	structure-field	pending-language-review
ntohl	_32_Bit_in_Rechnerreihenfolge	function	project-proposal
ntohs	_16_Bit_in_Rechnerreihenfolge	function	project-proposal
number	number	variable	pending-language-review
off_t	off_t	scalar-type	pending-language-review
offset	offset	variable	pending-language-review
oflag	oflag	variable	pending-language-review
old	old	implementation-helper	pending-language-review
oldfd	oldfd	variable	pending-language-review
open	öffnen	function	project-proposal
option_len	option_len	variable	pending-language-review
option_name	option_name	variable	pending-language-review
option_value	option_value	variable	pending-language-review
options	options	variable	pending-language-review
overflow	overflow	variable	pending-language-review
padding	padding	variable	pending-language-review
parent	parent	implementation-helper	pending-language-review
parse_unsigned	parse_unsigned	variable	pending-language-review
pass	pass	implementation-helper	pending-language-review
passed	passed	implementation-helper	pending-language-review
path	Pfad	variable	project-proposal
pid	pid	variable	pending-language-review
pid_t	pid_t	scalar-type	pending-language-review
posix_compile_test	posix_compile_test	implementation-helper	pending-language-review
posix_test_heap	posix_test_heap	implementation-helper	pending-language-review
posix_test_process	posix_test_process	implementation-helper	pending-language-review
private_value	private_value	implementation-helper	pending-language-review
protocol	protocol	variable	pending-language-review
ptrdiff_t	ptrdiff_t	scalar-type	pending-language-review
qsort	qsort	function	pending-language-review
quot	quot	variable	pending-language-review
radix	radix	variable	pending-language-review
raw	raw	variable	pending-language-review
read	lesen	function	project-proposal
realloc	realloc	function	pending-language-review
reap_nohang	reap_nohang	implementation-helper	pending-language-review
recv	empfangen	function	project-proposal
recvfrom	mit_Absenderadresse_empfangen	function	project-proposal
release	release	structure-field	pending-language-review
rem	rem	variable	pending-language-review
remaining	remaining	variable	pending-language-review
report	report	implementation-helper	pending-language-review
requested	requested	variable	pending-language-review
result	result	variable	pending-language-review
right	right	variable	pending-language-review
root	root	implementation-helper	pending-language-review
s	s	implementation-helper	pending-language-review
s_addr	Adresswert	network-declaration	project-proposal
sa_data	Adressdaten	network-declaration	project-proposal
sa_family	Endpunktadressfamilie	network-declaration	project-proposal
sa_family_t	Adressfamilientyp	network-declaration	project-proposal
saved_environment	saved_environment	variable	pending-language-review
saved_errno	saved_errno	variable	pending-language-review
saved_state	saved_state	variable	pending-language-review
say	say	implementation-helper	pending-language-review
sbrk	Speicherende_verschieben	function	project-proposal
second	second	implementation-helper	pending-language-review
send	senden	function	project-proposal
sendto	an_Zieladresse_senden	function	project-proposal
server	server	implementation-helper	pending-language-review
server_address	server_address	implementation-helper	pending-language-review
setsockopt	Endpunktoption_setzen	function	project-proposal
shutdown	Übertragungsrichtung_schließen	function	project-proposal
sift_down	sift_down	variable	pending-language-review
sin_addr	Netzverbundadressinhalt	network-declaration	project-proposal
sin_family	Netzverbundadressfamilie	network-declaration	project-proposal
sin_port	Kommunikationsportnummer	network-declaration	project-proposal
sin_zero	Adressauffüllung	network-declaration	project-proposal
size	Ziffernanzahl	variable	project-proposal
size_t	size_t	scalar-type	pending-language-review
sockaddr	Kommunikationsendpunktadresse	network-declaration	project-proposal
sockaddr_in	Netzverbundendpunktadresse	network-declaration	project-proposal
socket	Kommunikationsendpunkt_anlegen	function	project-proposal
socket_call	socket_call	variable	pending-language-review
socklen_t	Adresslängentyp	network-declaration	project-proposal
source	source	variable	pending-language-review
source_length	source_length	implementation-helper	pending-language-review
spin	spin	implementation-helper	pending-language-review
spins	spins	implementation-helper	pending-language-review
ssize_t	ssize_t	scalar-type	pending-language-review
st	st	variable	pending-language-review
st_atime	st_atime	structure-field	pending-language-review
st_atimensec	st_atimensec	structure-field	pending-language-review
st_blksize	st_blksize	structure-field	pending-language-review
st_blocks	st_blocks	structure-field	pending-language-review
st_ctime	st_ctime	structure-field	pending-language-review
st_ctimensec	st_ctimensec	structure-field	pending-language-review
st_dev	st_dev	structure-field	pending-language-review
st_gid	st_gid	structure-field	pending-language-review
st_ino	st_ino	structure-field	pending-language-review
st_mode	st_mode	structure-field	pending-language-review
st_mtime	st_mtime	structure-field	pending-language-review
st_mtimensec	st_mtimensec	structure-field	pending-language-review
st_nlink	st_nlink	structure-field	pending-language-review
st_rdev	st_rdev	structure-field	pending-language-review
st_size	st_size	structure-field	pending-language-review
st_uid	st_uid	structure-field	pending-language-review
start	start	implementation-helper	pending-language-review
stat	Dateizustand	function	project-proposal
status	Status	variable	project-proposal
stpcpy	stpcpy	function	pending-language-review
stpncpy	stpncpy	function	pending-language-review
strcasecmp	strcasecmp	function	pending-language-review
strcat	strcat	function	pending-language-review
strchr	strchr	function	pending-language-review
strcmp	strcmp	function	pending-language-review
strcoll	strcoll	function	pending-language-review
strcpy	strcpy	function	pending-language-review
strcspn	strcspn	function	pending-language-review
strdup	strdup	function	pending-language-review
strlen	strlen	function	pending-language-review
strncasecmp	strncasecmp	function	pending-language-review
strncat	strncat	function	pending-language-review
strncmp	strncmp	function	pending-language-review
strncpy	strncpy	function	pending-language-review
strndup	strndup	function	pending-language-review
strnlen	strnlen	function	pending-language-review
strpbrk	strpbrk	function	pending-language-review
strrchr	strrchr	function	pending-language-review
strspn	strspn	function	pending-language-review
strstr	strstr	function	pending-language-review
strtok	strtok	function	pending-language-review
strtok_r	strtok_r	function	pending-language-review
strtol	strtol	function	pending-language-review
strtoul	strtoul	function	pending-language-review
strxfrm	strxfrm	function	pending-language-review
swap_elements	swap_elements	variable	pending-language-review
sync	alle_Dateidaten_synchronisieren	function	project-proposal
sysname	sysname	structure-field	pending-language-review
target	target	implementation-helper	pending-language-review
temporary	temporary	variable	pending-language-review
test_dup_and_fcntl	test_dup_and_fcntl	implementation-helper	pending-language-review
test_identity	test_identity	implementation-helper	pending-language-review
test_line	test_line	variable	pending-language-review
test_open_and_io	test_open_and_io	implementation-helper	pending-language-review
test_paths	test_paths	implementation-helper	pending-language-review
test_terminal_and_uname	test_terminal_and_uname	implementation-helper	pending-language-review
text	text	variable	pending-language-review
text_equal	text_equal	implementation-helper	pending-language-review
text_length	text_length	implementation-helper	pending-language-review
time_t	time_t	scalar-type	pending-language-review
tolower	tolower	function	pending-language-review
total	total	variable	pending-language-review
toupper	toupper	function	pending-language-review
type	type	variable	pending-language-review
uid_t	uid_t	scalar-type	pending-language-review
uint16_t	uint16_t	scalar-type	pending-language-review
uint32_t	uint32_t	scalar-type	pending-language-review
uint64_t	uint64_t	scalar-type	pending-language-review
uint8_t	uint8_t	scalar-type	pending-language-review
uintptr_t	uintptr_t	scalar-type	pending-language-review
uname	Systeminformationen_ermitteln	function	project-proposal
utsname	utsname	structure-field	pending-language-review
value	Wert	variable	project-proposal
version	version	structure-field	pending-language-review
wait	Kind_abwarten	function	project-proposal
waited	waited	implementation-helper	pending-language-review
waitpid	bestimmtes_Kind_abwarten	function	project-proposal
whence	whence	variable	pending-language-review
write	schreiben	function	project-proposal
