compiler_identifier	native_identifier
SYS_getegid	SYS_جلب_معرف_المجموعة_الفعلي
SYS_geteuid	SYS_جلب_معرف_المستخدم_الفعلي
SYS_getgid	SYS_جلب_معرف_المجموعة
SYS_getpid	SYS_جلب_معرف_العملية
SYS_getppid	SYS_جلب_معرف_العملية_الأم
SYS_getuid	SYS_جلب_معرف_المستخدم
SYS_lseek	SYS_نقل_موضع_الملف
SYS_lstat	SYS_جلب_حالة_الرابط_نفسه
SYS_open	SYS_فتح
SYS_read	SYS_قراءة
SYS_stat	SYS_حالة_الملف
SYS_sync	SYS_مزامنة_جميع_البيانات
SYS_uname	SYS_جلب_معلومات_النظام
SYS_write	SYS_كتابة
_LIBC_ARPA_INET_H	_include_تحويل_عناوين_الاتصال_ترتيب_الثمانيات
_LIBC_NETINET_IN_H	_include_الشبكات_المترابطة_العنوان
_LIBC_STDDEF_H	_include_التعريفات_الأساسية
_LIBC_STDINT_H	_include_أنواع_الأعداد_الصحيحة
_LIBC_SYSCALL_H	_include_النظام_syscall
_LIBC_SYS_SOCKET_H	_include_النظام_socket
_LIBC_SYS_STAT_H	_include_النظام_stat
_LIBC_SYS_TYPES_H	_include_النظام_أنواع_البيانات
_LIBC_SYS_UTSNAME_H	_include_النظام_هوية_النظام
_LIBC_SYS_WAIT_H	_include_النظام_انتظار_العمليات_الفرعية
_exit	إنهاء_فوري
accept	قبول_اتصال
access	فحص_صلاحيات_الوصول
argv	المعاملات_2
bind	ربط_عنوان_محلي
brk	تعيين_نهاية_الذاكرة_المتغيرة
buf	مخزن_النقل_المؤقت
chdir	تغيير_دليل_العمل
close	إغلاق
connect	الاتصال_بالطرف_المقابل
creat	إنشاء_ملف
dup	نسخ_مرجع_الملف_المفتوح
dup2	نسخ_مرجع_الملف_إلى_رقم_محدد
execve	استبدال_البرنامج_الجاري
fcntl	التحكم_في_الملف
fd	واصف_الملف
fork	إنشاء_عملية_فرعية
fstat	جلب_حالة_الملف_المفتوح
fsync	مزامنة_بيانات_الملف
getcwd	جلب_مسار_دليل_العمل
getegid	جلب_معرف_المجموعة_الفعلي
geteuid	جلب_معرف_المستخدم_الفعلي
getgid	جلب_معرف_المجموعة
getpeername	جلب_عنوان_الطرف_المقابل
getpid	جلب_معرف_العملية
getppid	جلب_معرف_العملية_الأم
getsockname	جلب_عنوان_النقطة_المحلية
getuid	جلب_معرف_المستخدم
hostlong	قيمة_من_32_بت_بترتيب_الآلة
hostshort	قيمة_من_16_بت_بترتيب_الآلة
htonl	تحويل_32_خانة_إلى_ترتيب_الشبكة
htons	تحويل_16_خانة_إلى_ترتيب_الشبكة
in_addr	عنوان_الشبكات_المترابطة
in_addr_t	نوع_قيمة_عنوان_الشبكات_المترابطة
in_port_t	نوع_رقم_منفذ_الاتصال
isatty	فحص_كون_الوصف_طرفية
listen	تهيئة_استقبال_الاتصالات
lseek	نقل_موضع_الملف
lstat	جلب_حالة_الرابط_نفسه
netlong	قيمة_من_32_بت_بترتيب_الشبكة
netshort	قيمة_من_16_بت_بترتيب_الشبكة
ntohl	تحويل_32_خانة_إلى_ترتيب_الآلة
ntohs	تحويل_16_خانة_إلى_ترتيب_الآلة
open	فتح
read	قراءة
recv	استقبال
recvfrom	استقبال_مع_عنوان_المصدر
s_addr	قيمة_العنوان
sa_data	بيانات_العنوان
sa_family	عائلة_عناوين_نقطة_الاتصال
sa_family_t	نوع_عائلة_العناوين
sbrk	نقل_نهاية_الذاكرة_المتغيرة
send	إرسال
sendto	إرسال_إلى_وجهة
setsockopt	ضبط_خيار_نقطة_الاتصال
shutdown	إغلاق_اتجاه_الاتصال
sin_addr	محتوى_عنوان_الشبكات_المترابطة
sin_family	عائلة_عناوين_الشبكات_المترابطة
sin_port	رقم_منفذ_الاتصال
sin_zero	حشو_العنوان
sockaddr	عنوان_نقطة_الاتصال
sockaddr_in	عنوان_نقطة_اتصال_الشبكات_المترابطة
socket	إنشاء_نقطة_اتصال
socklen_t	نوع_طول_العنوان
stat	حالة_الملف
sync	مزامنة_جميع_البيانات
uname	جلب_معلومات_النظام
wait	انتظار_عملية_فرعية
waitpid	انتظار_العملية_الفرعية_المحددة
write	كتابة
