standard_identifier	native_identifier	category	status
EXIT_FAILURE	しっぱいしゅうりょう	interface-constant	project-proposal
EXIT_SUCCESS	せいこうしゅうりょう	interface-constant	project-proposal
FD_CLOEXEC	じっこうないようちかんじにとじる	interface-constant	project-proposal
F_DUPFD	きじゅつばんごうふくせい	interface-constant	project-proposal
F_GETFD	きじゅつばんごうひょうしきしゅとく	interface-constant	project-proposal
F_GETFL	ぶんしょじょうたいひょうしきしゅとく	interface-constant	project-proposal
F_OK	そんざいかくにん	interface-constant	project-proposal
F_SETFD	きじゅつばんごうひょうしきせってい	interface-constant	project-proposal
F_SETFL	ぶんしょじょうたいひょうしきせってい	interface-constant	project-proposal
INADDR_ANY	すべてのきょくしょばんち	network-declaration	project-proposal
INADDR_LOOPBACK	じこおりかえしばんち	network-declaration	project-proposal
INT_MAX	せいすうさいだいち	integer-limit	project-proposal
INT_MIN	せいすうさいしょうち	integer-limit	project-proposal
IPPROTO_IP	そうごせつぞくもうきほんきやく	network-declaration	project-proposal
IPPROTO_UDP	りようしゃしりょうでんぶんきやく	network-declaration	project-proposal
LLONG_MAX	ちょうちょうせいすうさいだいち	integer-limit	project-proposal
LLONG_MIN	ちょうちょうせいすうさいしょうち	integer-limit	project-proposal
LONG_MAX	ちょうせいすうさいだいち	integer-limit	project-proposal
LONG_MIN	ちょうせいすうさいしょうち	integer-limit	project-proposal
NULL	からばんち	interface-constant	project-proposal
O_ACCMODE	りようほうしきちゅうしゅつち	interface-constant	project-proposal
O_APPEND	まつびへついかする	interface-constant	project-proposal
O_CREAT	なければつくる	interface-constant	project-proposal
O_DIRECTORY	もくろくのみゆるす	interface-constant	project-proposal
O_EXCL	しんきぶんしょのみゆるす	interface-constant	project-proposal
O_RDONLY	よみとりせんようでひらく	interface-constant	project-proposal
O_RDWR	よみかきりょうようでひらく	interface-constant	project-proposal
O_TRUNC	きぞんないようをからにする	interface-constant	project-proposal
O_WRONLY	かきこみせんようでひらく	interface-constant	project-proposal
PF_INET	そうごせつぞくもうきやくけいとう	network-declaration	project-proposal
R_OK	よみとりけんげんかくにん	interface-constant	project-proposal
SC0	ひきすうなしたいけいよびだし	implementation-helper	project-proposal
SC1	ひきすうひとつたいけいよびだし	implementation-helper	project-proposal
SC2	ひきすうふたつたいけいよびだし	implementation-helper	project-proposal
SC3	ひきすうみっつたいけいよびだし	implementation-helper	project-proposal
SCHAR_MAX	ふごうつきもじせいすうさいだいち	integer-limit	project-proposal
SCHAR_MIN	ふごうつきもじせいすうさいしょうち	integer-limit	project-proposal
SC_accept	つうしんたんてん_せつぞくようきゅうをうけいれる	internal-name	derived-from-call-role
SC_bind	つうしんたんてん_きょくしょばんちをむすぶ	internal-name	derived-from-call-role
SC_connect	つうしんたんてん_あいてたんてんにつなぐ	internal-name	derived-from-call-role
SC_getpeername	つうしんたんてん_あいてたんてんのばんちをえる	internal-name	derived-from-call-role
SC_getsockname	つうしんたんてん_きょくしょたんてんのばんちをえる	internal-name	derived-from-call-role
SC_listen	つうしんたんてん_せつぞくようきゅうにそなえる	internal-name	derived-from-call-role
SC_recv	つうしんたんてん_うけとる	internal-name	derived-from-call-role
SC_recvfrom	つうしんたんてん_そうしんもととともにうけとる	internal-name	derived-from-call-role
SC_send	つうしんたんてん_おくる	internal-name	derived-from-call-role
SC_sendto	つうしんたんてん_あてさきにおくる	internal-name	derived-from-call-role
SC_setsockopt	つうしんたんてん_つうしんたんてんをせっていする	internal-name	derived-from-call-role
SC_shutdown	つうしんたんてん_つうしんほうこうをとじる	internal-name	derived-from-call-role
SC_socket	つうしんたんてん_つうしんたんてんをつくる	internal-name	derived-from-call-role
SEEK_CUR	げんざいきじゅんいち	interface-constant	project-proposal
SEEK_END	まつびきじゅんいち	interface-constant	project-proposal
SEEK_SET	せんとうきじゅんいち	interface-constant	project-proposal
SHRT_MAX	たんせいすうさいだいち	integer-limit	project-proposal
SHRT_MIN	たんせいすうさいしょうち	integer-limit	project-proposal
SHUT_RD	じゅしんていし	network-declaration	project-proposal
SHUT_RDWR	そうほうこうていし	network-declaration	project-proposal
SHUT_WR	そうしんていし	network-declaration	project-proposal
SOCK_DGRAM	しりょうでんぶんたんてん	network-declaration	project-proposal
SOCK_STREAM	しりょうりゅうたんてん	network-declaration	project-proposal
STDERR_FILENO	ひょうじゅんあやまりしゅつりょくばんごう	interface-constant	project-proposal
STDIN_FILENO	ひょうじゅんにゅうりょくばんごう	interface-constant	project-proposal
STDOUT_FILENO	ひょうじゅんしゅつりょくばんごう	interface-constant	project-proposal
SYS_access	たいけいよびだし_りようけんげんをしらべる	internal-name	derived-from-call-role
SYS_brk	たいけいよびだし_どうてききおくのしゅうたんをさだめる	internal-name	derived-from-call-role
SYS_chdir	たいけいよびだし_さぎょうもくろくをかえる	internal-name	derived-from-call-role
SYS_close	たいけいよびだし_とじる	internal-name	derived-from-call-role
SYS_creat	たいけいよびだし_ぶんしょをつくる	internal-name	derived-from-call-role
SYS_dup	たいけいよびだし_ひらいたぶんしょのさんしょうをふくせいする	internal-name	derived-from-call-role
SYS_dup2	たいけいよびだし_していばんごうにぶんしょさんしょうをふくせいする	internal-name	derived-from-call-role
SYS_execve	たいけいよびだし_じっこうないようをおきかえる	internal-name	derived-from-call-role
SYS_exit	たいけいよびだし_ただちにしゅうりょうする	internal-name	derived-from-call-role
SYS_fcntl	たいけいよびだし_ぶんしょをせいぎょする	internal-name	derived-from-call-role
SYS_fork	たいけいよびだし_じっこうかていをぶんきする	internal-name	derived-from-call-role
SYS_fstat	たいけいよびだし_ひらいたぶんしょのじょうたいをえる	internal-name	derived-from-call-role
SYS_fsync	たいけいよびだし_ぶんしょのきろくをどうきする	internal-name	derived-from-call-role
SYS_getcwd	たいけいよびだし_さぎょうもくろくのけいろをえる	internal-name	derived-from-call-role
SYS_getegid	たいけいよびだし_じっこうしょぞくくみばんごうをえる	internal-name	derived-from-call-role
SYS_geteuid	たいけいよびだし_じっこうりようしゃばんごうをえる	internal-name	derived-from-call-role
SYS_getgid	たいけいよびだし_しょぞくくみばんごうをえる	internal-name	derived-from-call-role
SYS_getpid	たいけいよびだし_じっこうかていばんごうをえる	internal-name	derived-from-call-role
SYS_getppid	たいけいよびだし_おやじっこうかていばんごうをえる	internal-name	derived-from-call-role
SYS_getuid	たいけいよびだし_りようしゃばんごうをえる	internal-name	derived-from-call-role
SYS_lseek	たいけいよびだし_よみかきいちをうつす	internal-name	derived-from-call-role
SYS_lstat	たいけいよびだし_れんけつじたいのじょうたいをえる	internal-name	derived-from-call-role
SYS_open	たいけいよびだし_ひらく	internal-name	derived-from-call-role
SYS_read	たいけいよびだし_よむ	internal-name	derived-from-call-role
SYS_socketcall	つうしんたんてんたいけいよびだしばんごう	implementation-helper	project-proposal
SYS_stat	たいけいよびだし_ぶんしょじょうたい	internal-name	derived-from-call-role
SYS_sync	たいけいよびだし_すべてのきろくをどうきする	internal-name	derived-from-call-role
SYS_uname	たいけいよびだし_たいけいじょうほうをえる	internal-name	derived-from-call-role
SYS_write	たいけいよびだし_かく	internal-name	derived-from-call-role
S_IFCHR	もじそうちしゅるい	interface-constant	project-proposal
S_IFDIR	もくろくしゅるい	interface-constant	project-proposal
S_IFMT	ぶんしょしゅるいちゅうしゅつち	interface-constant	project-proposal
S_IFREG	つうじょうぶんしょしゅるい	interface-constant	project-proposal
S_IRGRP	しょぞくくみよみとりけんげん	interface-constant	project-proposal
S_IROTH	たしゃよみとりけんげん	interface-constant	project-proposal
S_IRUSR	しょゆうしゃよみとりけんげん	interface-constant	project-proposal
S_ISCHR	もじそうちほうしきはんてい	interface-constant	project-proposal
S_ISDIR	もくろくほうしきはんてい	interface-constant	project-proposal
S_ISREG	つうじょうぶんしょほうしきはんてい	interface-constant	project-proposal
S_IWGRP	しょぞくくみかきこみけんげん	interface-constant	project-proposal
S_IWOTH	たしゃかきこみけんげん	interface-constant	project-proposal
S_IWUSR	しょゆうしゃかきこみけんげん	interface-constant	project-proposal
S_IXGRP	しょぞくくみじっこうけんげん	interface-constant	project-proposal
S_IXOTH	たしゃじっこうけんげん	interface-constant	project-proposal
S_IXUSR	しょゆうしゃじっこうけんげん	interface-constant	project-proposal
UCHAR_MAX	ふごうなしもじせいすうさいだいち	integer-limit	project-proposal
UINT_MAX	ふごうなしせいすうさいだいち	integer-limit	project-proposal
ULLONG_MAX	ふごうなしちょうちょうせいすうさいだいち	integer-limit	project-proposal
ULONG_MAX	ふごうなしちょうせいすうさいだいち	integer-limit	project-proposal
USHRT_MAX	ふごうなしたんせいすうさいだいち	integer-limit	project-proposal
WEXITSTATUS	しゅうりょうちとりだし	interface-constant	project-proposal
WIFEXITED	せいじょうしゅうりょうはんてい	interface-constant	project-proposal
WNOHANG	みじゅんびならまたない	interface-constant	project-proposal
W_OK	かきこみけんげんかくにん	interface-constant	project-proposal
X_OK	じっこうけんげんかくにん	interface-constant	project-proposal
_LIBC_ARPA_INET_H	_せんげん_つうしんばんち_はちけたぐみじゅんじょ	internal-name	derived-from-native-header-path
_LIBC_CTYPE_H	_せんげん_もじぶんるい	internal-name	derived-from-native-header-path
_LIBC_ERRNO_H	_せんげん_あやまりばんごう	internal-name	derived-from-native-header-path
_LIBC_FCNTL_H	_せんげん_ぶんしょせいぎょ	internal-name	derived-from-native-header-path
_LIBC_LIMITS_H	_せんげん_せいすうげんかい	internal-name	derived-from-native-header-path
_LIBC_NETINET_IN_H	_せんげん_そうごせつぞくもう_ばんち	internal-name	derived-from-native-header-path
_LIBC_STDDEF_H	_せんげん_きほんていぎ	internal-name	derived-from-native-header-path
_LIBC_STDINT_H	_せんげん_せいすうがた	internal-name	derived-from-native-header-path
_LIBC_STDLIB_H	_せんげん_いっぱんかんすう	internal-name	derived-from-native-header-path
_LIBC_STRINGS_H	_せんげん_もじれつだいしょうひかく	internal-name	derived-from-native-header-path
_LIBC_STRING_H	_せんげん_もじれつときおくないよう	internal-name	derived-from-native-header-path
_LIBC_SYSCALL_H	_せんげん_たいけい_たいけいよびだし	internal-name	derived-from-native-header-path
_LIBC_SYS_SOCKET_H	_せんげん_たいけい_つうしんたんてん	internal-name	derived-from-native-header-path
_LIBC_SYS_STAT_H	_せんげん_たいけい_ぶんしょじょうたい	internal-name	derived-from-native-header-path
_LIBC_SYS_TYPES_H	_せんげん_たいけい_しりょうがた	internal-name	derived-from-native-header-path
_LIBC_SYS_UTSNAME_H	_せんげん_たいけい_たいけいじょうほう	internal-name	derived-from-native-header-path
_LIBC_SYS_WAIT_H	_せんげん_たいけい_このたいき	internal-name	derived-from-native-header-path
_LIBC_UNISTD_H	_せんげん_にゅうしゅつりょくとじっこう	internal-name	derived-from-native-header-path
__posix_library_test	かんすうしゅうのどうさをためす	variable	project-proposal
_exit	ただちにしゅうりょうする	function	project-proposal
a	うけわたしあたい	variable	project-proposal
a1	だいいちひきすう	variable	project-proposal
a2	だいにひきすう	variable	project-proposal
a3	だいさんひきすう	variable	project-proposal
a4	だいよんひきすう	variable	project-proposal
a5	だいごひきすう	variable	project-proposal
a6	だいろくひきすう	variable	project-proposal
abs	せいすうのぜったいちをえる	function	project-proposal
accept	せつぞくようきゅうをうけいれる	function	project-proposal
access	りようけんげんをしらべる	function	project-proposal
address	ばんち	variable	project-proposal
address_len	ばんちすんぽう	variable	project-proposal
address_length	ばんちちょう	variable	project-proposal
argc	ひきすうのかず	implementation-helper	project-proposal
args	かへんひきすう	variable	project-proposal
args_fail	ひきすうけんさしっぱい	implementation-helper	project-proposal
args_pass	ひきすうけんさせいこう	implementation-helper	project-proposal
argument	ひきすうち	variable	project-proposal
arguments	うけわたしひきすういちらん	variable	project-proposal
argv	ひきすういちらん	variable	project-proposal
atoi	じゅっしんもじれつをせいすうとしてよむ	function	project-proposal
atol	じゅっしんもじれつをちょうせいすうとしてよむ	function	project-proposal
available	りようかのうはんてい	variable	project-proposal
b	だいにち	variable	project-proposal
backlog	たいきじょうげん	variable	project-proposal
bind	きょくしょばんちをむすぶ	function	project-proposal
blkcnt_t	くかくすうがた	scalar-type	project-proposal
blksize_t	くかくちょうがた	scalar-type	project-proposal
brk	どうてききおくのしゅうたんをさだめる	function	project-proposal
bsearch	せいれつずみはいれつをにぶんたんさくする	function	project-proposal
bss_zeroed	みしょきかしりょうのれいうめ	implementation-helper	project-proposal
buf	かんしょうりょういき	variable	project-proposal
buffer	しりょうかんしょうりょういき	variable	project-proposal
byte	はちけたぐみち	implementation-helper	project-proposal
bytes	はちけたぐみはいれつ	implementation-helper	project-proposal
c	だいさんち	variable	project-proposal
call	つうしんよびだしばんごう	variable	project-proposal
calloc	れいでみたしたはいれつりょういきをかくほする	function	project-proposal
capacity	ようりょう	variable	project-proposal
character	もじち	variable	project-proposal
chdir	さぎょうもくろくをかえる	function	project-proposal
checks	けんさすう	implementation-helper	project-proposal
child	このいち	variable	project-proposal
client	ようきゅうたんてん	implementation-helper	project-proposal
cloexec_fail	じっこうちかんじへいさしっぱい	implementation-helper	project-proposal
cloexec_pass	じっこうちかんじへいさせいこう	implementation-helper	project-proposal
close	とじる	function	project-proposal
cmd	せいぎょめいれい	variable	project-proposal
compare	ひかくかんすう	variable	project-proposal
compare_int	せいすうをひかくする	variable	project-proposal
connect	あいてたんてんにつなぐ	function	project-proposal
copy	ふくしゃち	implementation-helper	project-proposal
copy_length	ふくしゃちょう	variable	project-proposal
count	すうりょう	variable	project-proposal
creat	ぶんしょをつくる	function	project-proposal
current	げんざいしゅうたん	variable	project-proposal
cursor	しんこういち	variable	project-proposal
cwd	さぎょうもくろく	implementation-helper	project-proposal
decoded	かいしゃくち	implementation-helper	project-proposal
delimiters	くぎりちしゅうごう	variable	project-proposal
dest_addr	あてさきばんち	variable	project-proposal
dest_len	あてさきばんちちょう	variable	project-proposal
destination	かきこみさき	variable	project-proposal
dev_t	そうちばんごうがた	scalar-type	project-proposal
digit	すうじち	variable	project-proposal
digit_value	すうじちをえる	variable	project-proposal
div	せいすうのしょうとあまりをえる	function	project-proposal
div_t	せいすうじょざんけっかがた	variable	project-proposal
domain	ばんちけいとう	variable	project-proposal
dup	ひらいたぶんしょのさんしょうをふくせいする	function	project-proposal
dup2	していばんごうにぶんしょさんしょうをふくせいする	function	project-proposal
element_size	ようそのおおきさ	variable	project-proposal
elements	ようそはいれつ	variable	project-proposal
end_pointer	へんかんしゅうたんばんち	variable	project-proposal
environ	かんきょうへんすういちらん	variable	project-proposal
envp	かんきょういちらん	variable	project-proposal
errno	あやまりばんごう	variable	project-proposal
execve	じっこうないようをおきかえる	function	project-proposal
expected_errno	きたいあやまりばんごう	implementation-helper	project-proposal
failed_with	していあやまりによるしっぱいはんてい	implementation-helper	project-proposal
failure	しっぱいはんてい	implementation-helper	project-proposal
failures	しっぱいすう	implementation-helper	project-proposal
fcntl	ぶんしょをせいぎょする	function	project-proposal
fd	ぶんしょきじゅつばんごう	variable	project-proposal
first	さいしょのこう	implementation-helper	project-proposal
first_match	さいしょのいっちいち	variable	project-proposal
flags	しょりしてい	variable	project-proposal
fork	じっこうかていをぶんきする	function	project-proposal
found	はっけんいち	variable	project-proposal
free	きおくりょういきをかえす	function	project-proposal
fstat	ひらいたぶんしょのじょうたいをえる	function	project-proposal
fsync	ぶんしょのきろくをどうきする	function	project-proposal
getcwd	さぎょうもくろくのけいろをえる	function	project-proposal
getegid	じっこうしょぞくくみばんごうをえる	function	project-proposal
getenv	かんきょうへんすうのあたいをえる	function	project-proposal
geteuid	じっこうりようしゃばんごうをえる	function	project-proposal
getgid	しょぞくくみばんごうをえる	function	project-proposal
getpeername	あいてたんてんのばんちをえる	function	project-proposal
getpid	じっこうかていばんごうをえる	function	project-proposal
getppid	おやじっこうかていばんごうをえる	function	project-proposal
getsockname	きょくしょたんてんのばんちをえる	function	project-proposal
getuid	りようしゃばんごうをえる	function	project-proposal
gid_t	しょぞくくみばんごうがた	scalar-type	project-proposal
heap_block	きおくくかく	variable	project-proposal
heap_head	さいしょのくかく	variable	project-proposal
high	うえきょうかい	variable	project-proposal
hole	こうかいち	variable	project-proposal
hostlong	きかいじゅん32にしんけたち	network-declaration	project-proposal
hostshort	きかいじゅん16にしんけたち	network-declaration	project-proposal
how	とじるほうこう	variable	project-proposal
htonl	つうしんもうじゅんに32けたをかえる	function	project-proposal
htons	つうしんもうじゅんに16けたをかえる	function	project-proposal
i	こうのそえじ	implementation-helper	project-proposal
in_addr	そうごせつぞくもうばんち	network-declaration	project-proposal
in_addr_t	そうごせつぞくもうばんちちがた	network-declaration	project-proposal
in_port_t	つうしんまどぐちばんごうがた	network-declaration	project-proposal
increment	ぞうぶん	variable	project-proposal
index	そえじ	variable	project-proposal
ino_t	ぶんしょこゆうばんごうがた	scalar-type	project-proposal
input	にゅうりょくいち	variable	project-proposal
int16_t	ふごうつき16にしんけたせいすう	scalar-type	project-proposal
int32_t	ふごうつき32にしんけたせいすう	scalar-type	project-proposal
int64_t	ふごうつき64にしんけたせいすう	scalar-type	project-proposal
int8_t	ふごうつき8にしんけたせいすう	scalar-type	project-proposal
intptr_t	ばんちはばふごうつきせいすう	scalar-type	project-proposal
is_unsigned	ふごうなしはんてい	variable	project-proposal
isalnum	えいじかすうじかしらべる	function	project-proposal
isalpha	えいじかしらべる	function	project-proposal
isatty	たんまつかしらべる	function	project-proposal
isblank	すいへいくうはくかしらべる	function	project-proposal
iscntrl	せいぎょもじかしらべる	function	project-proposal
isdigit	じゅっしんすうじかしらべる	function	project-proposal
isgraph	くうはくいがいのいんじもじかしらべる	function	project-proposal
islower	こもじかしらべる	function	project-proposal
isprint	いんじもじかしらべる	function	project-proposal
ispunct	くとうきごうかしらべる	function	project-proposal
isspace	くうはくもじかしらべる	function	project-proposal
isupper	おおもじかしらべる	function	project-proposal
isxdigit	じゅうろくしんすうじかしらべる	function	project-proposal
iteration	はんぷくかいすう	implementation-helper	project-proposal
labs	ちょうせいすうのぜったいちをえる	function	project-proposal
last_block	さいごのくかく	variable	project-proposal
ldiv	ちょうせいすうのしょうとあまりをえる	function	project-proposal
ldiv_t	ちょうせいすうじょざんけっかがた	variable	project-proposal
left	ひだりのあたい	variable	project-proposal
length	ながさ	variable	project-proposal
length_of	もじれつちょうをえる	implementation-helper	project-proposal
level	せっていかいそう	variable	project-proposal
limit	じょうげん	variable	project-proposal
listen	せつぞくようきゅうにそなえる	function	project-proposal
loaded	よみこみち	implementation-helper	project-proposal
low	したきょうかい	variable	project-proposal
lseek	よみかきいちをうつす	function	project-proposal
lstat	れんけつじたいのじょうたいをえる	function	project-proposal
m	けんさほうしき	variable	project-proposal
machine	きかいしゅるい	structure-field	project-proposal
magnitude	おおきさのあたい	variable	project-proposal
malloc	きおくりょういきをかくほする	function	project-proposal
maximum	さいだいち	variable	project-proposal
memchr	きおくりょういきからあたいをさがす	function	project-proposal
memcmp	きおくないようをひかくする	function	project-proposal
memcpy	きおくないようをふくしゃする	function	project-proposal
memmove	かさなりをゆるしてきおくないようをうつす	function	project-proposal
memory	きおくりょういき	implementation-helper	project-proposal
memset	きおくりょういきをあたいでみたす	function	project-proposal
message	でんぶん	variable	project-proposal
middle	ちゅうおういち	variable	project-proposal
mode	りようほうしき	variable	project-proposal
mode_t	ぶんしょほうしきがた	scalar-type	project-proposal
n	よびだししゅるい	variable	project-proposal
name	なまえ	variable	project-proposal
negative	ふすうはんてい	variable	project-proposal
netlong	つうしんもうじゅん32にしんけたち	network-declaration	project-proposal
netshort	つうしんもうじゅん16にしんけたち	network-declaration	project-proposal
newfd	しんきじゅつばんごう	variable	project-proposal
next_block	つぎのくかく	variable	project-proposal
nlink_t	ちょくせつれんけつすうがた	scalar-type	project-proposal
nodename	きかいめい	structure-field	project-proposal
ntohl	きかいじゅんに32けたをかえる	function	project-proposal
ntohs	きかいじゅんに16けたをかえる	function	project-proposal
number	よびだしばんごう	variable	project-proposal
off_t	ぶんしょいちがた	scalar-type	project-proposal
offset	いちさ	variable	project-proposal
oflag	ひらくさいのしてい	variable	project-proposal
old	いぜんのあたい	implementation-helper	project-proposal
oldfd	きゅうきじゅつばんごう	variable	project-proposal
open	ひらく	function	project-proposal
option_len	せっていちょう	variable	project-proposal
option_name	せっていめい	variable	project-proposal
option_value	せっていち	variable	project-proposal
options	せんたくじこう	variable	project-proposal
overflow	はんいちょうかはんてい	variable	project-proposal
padding	せいれつうめこみちょう	variable	project-proposal
parent	おやかてい	implementation-helper	project-proposal
parse_unsigned	ふごうなしすうをかいしゃくする	variable	project-proposal
pass	けんさごうかく	implementation-helper	project-proposal
passed	ごうかくはんてい	implementation-helper	project-proposal
path	けいろ	variable	project-proposal
pid	じっこうかていばんごう	variable	project-proposal
pid_t	じっこうかていばんごうがた	scalar-type	project-proposal
posix_compile_test	せんげんほんやくしけん	implementation-helper	project-proposal
posix_test_heap	どうてききおくどうさしけん	implementation-helper	project-proposal
posix_test_process	じっこうかていどうさしけん	implementation-helper	project-proposal
private_value	かていせんようち	implementation-helper	project-proposal
protocol	つうしんきやく	variable	project-proposal
ptrdiff_t	ばんちさがた	scalar-type	project-proposal
qsort	ひかくきじゅんでせいれつする	function	project-proposal
quot	しょう	variable	project-proposal
radix	きすう	variable	project-proposal
raw	かくほもとばんち	variable	project-proposal
read	よむ	function	project-proposal
realloc	きおくりょういきのおおきさをかえる	function	project-proposal
reap_nohang	またずにこをかいしゅう	implementation-helper	project-proposal
recv	うけとる	function	project-proposal
recvfrom	そうしんもととともにうけとる	function	project-proposal
release	たいけいはいふばん	structure-field	project-proposal
rem	あまり	variable	project-proposal
remaining	ざんすう	variable	project-proposal
report	けっかをほうこく	implementation-helper	project-proposal
requested	ようきゅうしゅうたん	variable	project-proposal
result	けっか	variable	project-proposal
right	みぎのあたい	variable	project-proposal
root	ねのけいろ	implementation-helper	project-proposal
s	けんさしりょう	implementation-helper	project-proposal
s_addr	ばんちち	network-declaration	project-proposal
sa_data	ばんちしりょう	network-declaration	project-proposal
sa_family	たんてんばんちけいとう	network-declaration	project-proposal
sa_family_t	ばんちけいとうがた	network-declaration	project-proposal
saved_environment	ほぞんかんきょういちらん	variable	project-proposal
saved_errno	ほぞんあやまりばんごう	variable	project-proposal
saved_state	ほぞんしんこうじょうたい	variable	project-proposal
say	でんぶんをかく	implementation-helper	project-proposal
sbrk	どうてききおくのしゅうたんをうつす	function	project-proposal
second	にばんめのこう	implementation-helper	project-proposal
send	おくる	function	project-proposal
sendto	あてさきにおくる	function	project-proposal
server	おうとうたんてん	implementation-helper	project-proposal
server_address	おうとうたんてんばんち	implementation-helper	project-proposal
setsockopt	つうしんたんてんをせっていする	function	project-proposal
shutdown	つうしんほうこうをとじる	function	project-proposal
sift_down	かほうへせいれつをなおす	variable	project-proposal
sin_addr	せつぞくもうばんちないよう	network-declaration	project-proposal
sin_family	せつぞくもうばんちけいとう	network-declaration	project-proposal
sin_port	つうしんまどぐちばんごう	network-declaration	project-proposal
sin_zero	ばんちのうめあわせ	network-declaration	project-proposal
size	おおきさ	variable	project-proposal
size_t	おおきさがた	scalar-type	project-proposal
sockaddr	つうしんたんてんばんち	network-declaration	project-proposal
sockaddr_in	そうごせつぞくもうたんてんばんち	network-declaration	project-proposal
socket	つうしんたんてんをつくる	function	project-proposal
socket_call	つうしんたんてんをよびだす	variable	project-proposal
socklen_t	ばんちちょうがた	network-declaration	project-proposal
source	よみだしもと	variable	project-proposal
source_length	そうしんもとばんちちょう	implementation-helper	project-proposal
spin	かいてんかいすう	implementation-helper	project-proposal
spins	かいてんすう	implementation-helper	project-proposal
ssize_t	ふごうつきおおきさがた	scalar-type	project-proposal
st	じょうたいしりょう	variable	project-proposal
st_atime	さいしゅうさんしょうじこく	structure-field	project-proposal
st_atimensec	さいしゅうさんしょうじゅうおくぶんびょう	structure-field	project-proposal
st_blksize	すいしょうにゅうしゅつりょくくかくちょう	structure-field	project-proposal
st_blocks	わりあてくかくすう	structure-field	project-proposal
st_ctime	さいしゅうじょうたいへんこうじこく	structure-field	project-proposal
st_ctimensec	さいしゅうじょうたいへんこうじゅうおくぶんびょう	structure-field	project-proposal
st_dev	しょぞくそうちばんごう	structure-field	project-proposal
st_gid	しょゆうくみばんごう	structure-field	project-proposal
st_ino	ぶんしょこゆうばんごう	structure-field	project-proposal
st_mode	ぶんしょしゅるいとけんげん	structure-field	project-proposal
st_mtime	さいしゅうないようへんこうじこく	structure-field	project-proposal
st_mtimensec	さいしゅうないようへんこうじゅうおくぶんびょう	structure-field	project-proposal
st_nlink	ちょくせつれんけつすう	structure-field	project-proposal
st_rdev	あらわすそうちばんごう	structure-field	project-proposal
st_size	ぶんしょのおおきさ	structure-field	project-proposal
st_uid	しょゆうりようしゃばんごう	structure-field	project-proposal
start	かいしいち	implementation-helper	project-proposal
stat	ぶんしょじょうたい	function	project-proposal
status	しゅうりょうじょうたい	variable	project-proposal
stpcpy	もじれつをふくしゃしてしゅうたんをえる	function	project-proposal
stpncpy	じょうげんまでうめてふくしゃししゅうたんをえる	function	project-proposal
strcasecmp	おおもじこもじをくべつせずひかくする	function	project-proposal
strcat	もじれつをつけたす	function	project-proposal
strchr	もじれつからさいしょのあたいをさがす	function	project-proposal
