identifier	status
sizeof	c-or-preprocessor-syntax
sockaddr	pending-language-review
sockaddr_in	pending-language-review
socket	pending-language-review
socket_call	pending-language-review
socklen_t	pending-language-review
source	pending-language-review
source_length	pending-language-review
spin	pending-language-review
spins	pending-language-review
ssize_t	pending-language-review
st	pending-language-review
st_atime	pending-language-review
st_atimensec	pending-language-review
st_blksize	pending-language-review
st_blocks	pending-language-review
st_ctime	pending-language-review
st_ctimensec	pending-language-review
st_dev	pending-language-review
st_gid	pending-language-review
st_ino	pending-language-review
st_mode	pending-language-review
st_mtime	pending-language-review
st_mtimensec	pending-language-review
st_nlink	pending-language-review
st_rdev	pending-language-review
st_size	pending-language-review
st_uid	pending-language-review
start	pending-language-review
stat	pending-language-review
static	c-or-preprocessor-syntax
status	pending-language-review
stpcpy	pending-language-review
stpncpy	pending-language-review
strcasecmp	pending-language-review
strcat	pending-language-review
strchr	pending-language-review
strcmp	pending-language-review
strcoll	pending-language-review
strcpy	pending-language-review
strcspn	pending-language-review
strdup	pending-language-review
strlen	pending-language-review
strncasecmp	pending-language-review
strncat	pending-language-review
strncmp	pending-language-review
strncpy	pending-language-review
strndup	pending-language-review
strnlen	pending-language-review
strpbrk	pending-language-review
strrchr	pending-language-review
strspn	pending-language-review
strstr	pending-language-review
strtok	pending-language-review
strtok_r	pending-language-review
strtol	pending-language-review
strtoul	pending-language-review
struct	c-or-preprocessor-syntax
strxfrm	pending-language-review
swap_elements	pending-language-review
sync	pending-language-review
sysname	pending-language-review
target	pending-language-review
temporary	pending-language-review
test_dup_and_fcntl	pending-language-review
test_identity	pending-language-review
test_line	pending-language-review
test_open_and_io	pending-language-review
test_paths	pending-language-review
test_terminal_and_uname	pending-language-review
text	pending-language-review
text_equal	pending-language-review
text_length	pending-language-review
time_t	pending-language-review
tolower	pending-language-review
total	pending-language-review
toupper	pending-language-review
type	pending-language-review
typedef	c-or-preprocessor-syntax
uid_t	pending-language-review
uint16_t	pending-language-review
uint32_t	pending-language-review
uint64_t	pending-language-review
uint8_t	pending-language-review
uintptr_t	pending-language-review
uname	pending-language-review
unsigned	c-or-preprocessor-syntax
utsname	pending-language-review
value	pending-language-review
version	pending-language-review
void	c-or-preprocessor-syntax
volatile	c-or-preprocessor-syntax
wait	pending-language-review
waited	pending-language-review
waitpid	pending-language-review
whence	pending-language-review
while	c-or-preprocessor-syntax
