standard_identifier	native_identifier	category	current_role	status
O_APPEND	在末尾追加	interface-constant	append_at_end	project-proposal
O_DIRECTORY	仅允许目录	interface-constant	require_directory	project-proposal
F_DUPFD	复制描述编号	interface-constant	duplicate_descriptor	project-proposal
F_GETFD	取得描述编号标志	interface-constant	read_descriptor_flags	project-proposal
F_SETFD	设置描述编号标志	interface-constant	set_descriptor_flags	project-proposal
F_GETFL	取得文件状态标志	interface-constant	read_file_status_flags	project-proposal
F_SETFL	设置文件状态标志	interface-constant	set_file_status_flags	project-proposal
FD_CLOEXEC	替换程序时关闭	interface-constant	close_on_program_replacement	project-proposal
WNOHANG	未就绪则不等待	interface-constant	do_not_wait_if_unready	project-proposal
WIFEXITED	检查正常退出	interface-constant	exited_normally	project-proposal
WEXITSTATUS	提取退出值	interface-constant	extract_exit_status	project-proposal
S_IFMT	文件类型掩码	interface-constant	file_kind_mask	project-proposal
S_IFDIR	目录类型	interface-constant	directory_kind	project-proposal
S_IFCHR	字符设备类型	interface-constant	character_device_kind	project-proposal
S_IFREG	普通文件类型	interface-constant	regular_file_kind	project-proposal
S_IRUSR	所有者读权限	interface-constant	owner_read_permission	project-proposal
S_IWUSR	所有者写权限	interface-constant	owner_write_permission	project-proposal
S_IXUSR	所有者执行权限	interface-constant	owner_execute_permission	project-proposal
S_IRGRP	所属组读权限	interface-constant	group_read_permission	project-proposal
S_IWGRP	所属组写权限	interface-constant	group_write_permission	project-proposal
S_IXGRP	所属组执行权限	interface-constant	group_execute_permission	project-proposal
S_IROTH	其他人读权限	interface-constant	others_read_permission	project-proposal
S_IWOTH	其他人写权限	interface-constant	others_write_permission	project-proposal
S_IXOTH	其他人执行权限	interface-constant	others_execute_permission	project-proposal
S_ISDIR	检查目录模式	interface-constant	is_directory_mode	project-proposal
S_ISCHR	检查字符设备模式	interface-constant	is_character_device_mode	project-proposal
S_ISREG	检查普通文件模式	interface-constant	is_regular_file_mode	project-proposal
EPERM	错误操作不允许	error-code	operation_not_permitted	project-proposal
ENOENT	错误文件或目录不存在	error-code	file_or_directory_missing	project-proposal
ESRCH	错误进程不存在	error-code	process_missing	project-proposal
EINTR	错误操作被中断	error-code	operation_interrupted	project-proposal
EIO	错误输入输出失败	error-code	input_output_error	project-proposal
E2BIG	错误参数列表过大	error-code	argument_list_too_large	project-proposal
ENOEXEC	错误执行格式无效	error-code	invalid_executable_format	project-proposal
EBADF	错误描述编号无效	error-code	invalid_file_descriptor	project-proposal
ECHILD	错误没有子进程	error-code	no_child_process	project-proposal
EAGAIN	错误暂时不可用	error-code	temporarily_unavailable	project-proposal
ENOMEM	错误内存不足	error-code	insufficient_memory	project-proposal
EACCES	错误没有访问权限	error-code	permission_denied	project-proposal
EFAULT	错误内存地址无效	error-code	invalid_memory_address	project-proposal
EBUSY	错误资源使用中	error-code	resource_busy	project-proposal
EEXIST	错误文件已存在	error-code	file_already_exists	project-proposal
ENODEV	错误设备不存在	error-code	device_missing	project-proposal
ENOTDIR	错误不是目录	error-code	not_a_directory	project-proposal
EISDIR	错误是目录	error-code	is_a_directory	project-proposal
EINVAL	错误参数无效	error-code	invalid_argument	project-proposal
ENFILE	错误系统文件数量上限	error-code	system_file_limit	project-proposal
EMFILE	错误进程文件数量上限	error-code	process_file_limit	project-proposal
ENOTTY	错误设备不适用操作	error-code	inappropriate_device_operation	project-proposal
EFBIG	错误文件过大	error-code	file_too_large	project-proposal
ENOSPC	错误存储空间不足	error-code	no_storage_space	project-proposal
ESPIPE	错误数据流不可定位	error-code	cannot_seek_stream	project-proposal
EROFS	错误只读文件系统	error-code	read_only_filesystem	project-proposal
ERANGE	错误数值超出范围	error-code	value_out_of_range	project-proposal
ENOSYS	错误功能未实现	error-code	function_not_implemented	project-proposal
EMSGSIZE	错误报文过大	error-code	message_too_large	project-proposal
EPROTONOSUPPORT	错误不支持协议	error-code	protocol_not_supported	project-proposal
EOPNOTSUPP	错误不支持操作	error-code	operation_not_supported	project-proposal
EAFNOSUPPORT	错误不支持地址族	error-code	address_family_not_supported	project-proposal
EADDRINUSE	错误地址已占用	error-code	address_already_in_use	project-proposal
ENETUNREACH	错误网络不可达	error-code	network_unreachable	project-proposal
ENOTCONN	错误端点未连接	error-code	endpoint_not_connected	project-proposal
CHAR_BIT	每字节位数	integer-limit	bits_per_byte	project-proposal
SCHAR_MIN	有符号字符整数最小值	integer-limit	signed_char_minimum	project-proposal
SCHAR_MAX	有符号字符整数最大值	integer-limit	signed_char_maximum	project-proposal
UCHAR_MAX	无符号字符整数最大值	integer-limit	unsigned_char_maximum	project-proposal
CHAR_MIN	字符整数最小值	integer-limit	char_minimum	project-proposal
CHAR_MAX	字符整数最大值	integer-limit	char_maximum	project-proposal
SHRT_MIN	短整数最小值	integer-limit	short_integer_minimum	project-proposal
SHRT_MAX	短整数最大值	integer-limit	short_integer_maximum	project-proposal
USHRT_MAX	无符号短整数最大值	integer-limit	unsigned_short_maximum	project-proposal
INT_MIN	整数最小值	integer-limit	integer_minimum	project-proposal
INT_MAX	整数最大值	integer-limit	integer_maximum	project-proposal
UINT_MAX	无符号整数最大值	integer-limit	unsigned_integer_maximum	project-proposal
LONG_MIN	长整数最小值	integer-limit	long_integer_minimum	project-proposal
LONG_MAX	长整数最大值	integer-limit	long_integer_maximum	project-proposal
ULONG_MAX	无符号长整数最大值	integer-limit	unsigned_long_maximum	project-proposal
LLONG_MIN	长长整数最小值	integer-limit	long_long_integer_minimum	project-proposal
LLONG_MAX	长长整数最大值	integer-limit	long_long_integer_maximum	project-proposal
ULLONG_MAX	无符号长长整数最大值	integer-limit	unsigned_long_long_maximum	project-proposal
SC0	无参数系统调用	implementation-helper	syscall_without_arguments	project-proposal
SC1	单参数系统调用	implementation-helper	syscall_with_one_argument	project-proposal
SC2	双参数系统调用	implementation-helper	syscall_with_two_arguments	project-proposal
SC3	三参数系统调用	implementation-helper	syscall_with_three_arguments	project-proposal
SYS_socketcall	通信端点系统调用编号	implementation-helper	socket_call_number	project-proposal
argc	参数数量	implementation-helper	argument_count	project-proposal
args_fail	参数检查失败	implementation-helper	argument_test_failure	project-proposal
args_pass	参数检查成功	implementation-helper	argument_test_success	project-proposal
bss_zeroed	未初始化数据清零	implementation-helper	uninitialized_data_was_zeroed	project-proposal
byte	字节值	implementation-helper	byte_value	project-proposal
bytes	字节数组	implementation-helper	byte_array	project-proposal
checks	检查次数	implementation-helper	check_count	project-proposal
client	请求端点	implementation-helper	client_endpoint	project-proposal
cloexec_fail	程序替换时关闭失败	implementation-helper	close_on_exec_failure	project-proposal
cloexec_pass	程序替换时关闭成功	implementation-helper	close_on_exec_success	project-proposal
copy	复制值	implementation-helper	copied_value	project-proposal
cwd	工作目录	implementation-helper	working_directory	project-proposal
decoded	解码值	implementation-helper	decoded_value	project-proposal
expected_errno	预期错误编号	implementation-helper	expected_error_number	project-proposal
failed_with	检查是否指定错误	implementation-helper	failed_with_error	project-proposal
failure	失败标志	implementation-helper	failure_flag	project-proposal
failures	失败次数	implementation-helper	failure_count	project-proposal
first	首项	implementation-helper	first_item	project-proposal
i	项目索引	implementation-helper	item_index	project-proposal
iteration	迭代次数	implementation-helper	iteration_number	project-proposal
length_of	取得文本长度	implementation-helper	length_of_text	project-proposal
loaded	加载值	implementation-helper	loaded_value	project-proposal
memory	内存区域	implementation-helper	memory_region	project-proposal
old	原有值	implementation-helper	previous_value	project-proposal
parent	父进程	implementation-helper	parent_process	project-proposal
pass	检查通过	implementation-helper	test_pass	project-proposal
passed	通过标志	implementation-helper	passed_test	project-proposal
posix_compile_test	声明编译试验	implementation-helper	interface_compile_test	project-proposal
posix_test_heap	动态内存行为试验	implementation-helper	heap_behavior_test	project-proposal
posix_test_process	进程行为试验	implementation-helper	process_behavior_test	project-proposal
private_value	进程私有值	implementation-helper	process_private_value	project-proposal
reap_nohang	不等待回收子进程	implementation-helper	reap_without_waiting	project-proposal
report	报告结果	implementation-helper	report_result	project-proposal
root	根路径	implementation-helper	root_path	project-proposal
s	受检数据	implementation-helper	examined_data	project-proposal
say	写出报文	implementation-helper	write_message	project-proposal
second	第二项	implementation-helper	second_item	project-proposal
server	响应端点	implementation-helper	server_endpoint	project-proposal
server_address	响应端点地址	implementation-helper	server_endpoint_address	project-proposal
source_length	来源地址大小	implementation-helper	source_address_size	project-proposal
spin	循环轮次	implementation-helper	spin_iteration	project-proposal
spins	循环次数	implementation-helper	spin_count	project-proposal
start	起始位置	implementation-helper	starting_position	project-proposal
target	目标值	implementation-helper	target_value	project-proposal
test_dup_and_fcntl	描述编号复制与控制试验	implementation-helper	test_descriptor_duplication_and_control	project-proposal
test_identity	执行身份试验	implementation-helper	test_process_identity	project-proposal
test_open_and_io	打开与读写试验	implementation-helper	test_open_and_io	project-proposal
test_paths	路径操作试验	implementation-helper	test_path_operations	project-proposal
test_terminal_and_uname	终端与系统信息试验	implementation-helper	test_terminal_and_system_identity	project-proposal
text_equal	检查文本相等	implementation-helper	text_is_equal	project-proposal
text_length	文本字节长度	implementation-helper	text_byte_length	project-proposal
waited	已等待进程	implementation-helper	waited_process	project-proposal
