원래경로	변환경로
tools/offsets.go	outils/décalages_de_structure.go
userland/posix/Makefile	espace_utilisateur/posix/Makefile
userland/posix/TEST_RESULTS.md	espace_utilisateur/posix/TEST_RESULTS.md
userland/posix/include/arpa/inet.h	espace_utilisateur/posix/déclarations/arpa/inet.h
userland/posix/include/engos/syscall.h	espace_utilisateur/posix/déclarations/sys/syscall.h
userland/posix/include/errno.h	espace_utilisateur/posix/déclarations/errno.h
userland/posix/include/fcntl.h	espace_utilisateur/posix/déclarations/fcntl.h
userland/posix/include/netinet/in.h	espace_utilisateur/posix/déclarations/netinet/in.h
userland/posix/include/stddef.h	espace_utilisateur/posix/déclarations/stddef.h
userland/posix/include/stdint.h	espace_utilisateur/posix/déclarations/stdint.h
userland/posix/include/sys/socket.h	espace_utilisateur/posix/déclarations/sys/socket.h
userland/posix/include/sys/stat.h	espace_utilisateur/posix/déclarations/sys/stat.h
userland/posix/include/sys/types.h	espace_utilisateur/posix/déclarations/sys/types.h
userland/posix/include/sys/utsname.h	espace_utilisateur/posix/déclarations/sys/utsname.h
userland/posix/include/sys/wait.h	espace_utilisateur/posix/déclarations/sys/wait.h
userland/posix/include/unistd.h	espace_utilisateur/posix/déclarations/unistd.h
userland/posix/linker.ld	espace_utilisateur/posix/plan_de_liaison.ld
userland/posix/src/crt0.S	espace_utilisateur/posix/implémentation/démarrage.S
userland/posix/src/errno.c	espace_utilisateur/posix/implémentation/numéro_erreur.c
userland/posix/src/fcntl.c	espace_utilisateur/posix/implémentation/contrôle_de_fichier.c
userland/posix/src/socket.c	espace_utilisateur/posix/implémentation/socket.c
userland/posix/src/stat.c	espace_utilisateur/posix/implémentation/état_de_fichier.c
userland/posix/src/syscall.S	espace_utilisateur/posix/implémentation/appel_système.S
userland/posix/src/unistd.c	espace_utilisateur/posix/implémentation/unistd.c
userland/posix/tests/compile.c	espace_utilisateur/posix/essais/compile.c
userland/posix/tests/exec_runtime.c	espace_utilisateur/posix/essais/exec_runtime.c
userland/posix/tests/exec_target.c	espace_utilisateur/posix/essais/exec_target.c
userland/posix/tests/fork_runtime.c	espace_utilisateur/posix/essais/fork_runtime.c
userland/posix/tests/heap_runtime.c	espace_utilisateur/posix/essais/heap_runtime.c
userland/posix/tests/runtime.c	espace_utilisateur/posix/essais/runtime.c
userland/posix/tests/socket_runtime.c	espace_utilisateur/posix/essais/socket_runtime.c
userland/posix/tests/stdin_runtime.c	espace_utilisateur/posix/essais/stdin_runtime.c
